period,food_replayed,food_reference,food_replay_delta,method,history_end,n_obs,x13_error,admin_forecast,admin_actual,alc_forecast,alc_actual
2020-06,-0.25122053073935818,-0.25122053073935818,0,x13,2020-05,64,,0,0.10000000000000001,-0.16022550848397765,2.9486099410277911
2022-02,0.71657790284888112,0.71657790284888112,0,x13,2022-01,84,,0.10000000000000001,2.2999999999999998,-0.36686223233001669,0.073529411764705593
2022-04,1.4255557061607405,1.4255557061607405,0,x13,2022-03,86,,0.10000000000000001,3.2999999999999998,0.21988582988038408,-1.1602610587382101
2022-05,3.5602859415230377,3.5602859415230377,0,x13,2022-04,87,,0.10000000000000001,1.2,0.70982384849452695,1.1738811445341168
2022-09,-0.24111970481665657,-0.24111970481665657,0,x13,2022-08,91,,0.10000000000000001,4.5999999999999996,0.49448639322287047,0.57347670250897931
2022-10,0.92928184970625261,0.92928184970625261,0,x13,2022-09,92,,0,-16.899999999999999,0.036654615700756503,0.42765502494654939
2022-11,1.4892512855673441,1.4892512855673441,0,x13,2022-10,93,,0,4.7999999999999998,-0.043651347276842313,0.35486160397444338
2024-04,0.97565204949844908,0.97565204949844908,0,x13,2024-03,110,,0.10000000000000001,0.20000000000000001,-0.056358053936778063,2.1596858638743388
