scope,sample,h,model,n_intended_origins,n_available_targets,n_own_forecasts,n_common,yy_n,yy_rmse,yy_mae,yy_bias,mm_n,mm_rmse,mm_mae,mm_bias,cumulative_log_n,cumulative_log_rmse,cumulative_log_mae,cumulative_log_bias
primary_common,full,1,INDEPENDENT_BRIDGE,2,2,1,1,1,0.16727569189836,0.16727569189836,0.16727569189836,1,0.24998769314555105,0.24998769314555105,0.24998769314555105,1,0.24944399220507552,0.24944399220507552,0.24944399220507552
primary_common,full,1,STABLE_PIPELINE_R14B,2,2,2,1,1,0.12213966750067318,0.12213966750067318,0.12213966750067318,1,0.20598912659766902,0.20598912659766902,0.20598912659766902,1,0.20558621353776396,0.20558621353776396,0.20558621353776396
primary_common,full,1,STABLE_LOCAL_CORE_R14B,2,2,2,1,1,0.16957598184376188,0.16957598184376188,0.16957598184376188,1,0.25223001425364056,0.25223001425364056,0.25223001425364056,1,0.25167862323037116,0.25167862323037116,0.25167862323037116
primary_common,full,1,STATE_SLOW_R15,2,2,2,1,1,0.14602052123763576,0.14602052123763576,0.14602052123763576,1,0.229268166929361,0.229268166929361,0.229268166929361,1,0.22879316114964632,0.22879316114964632,0.22879316114964632
primary_common,full,1,STATE_MID_R15,2,2,2,1,1,0.16180187123695244,0.16180187123695244,0.16180187123695244,1,0.24465181640726988,0.24465181640726988,0.24465181640726988,1,0.24412621415146113,0.24412621415146113,0.24412621415146113
primary_common,full,1,STATE_FAST_R15,2,2,2,1,1,0.1685570750946117,0.1685570750946117,0.1685570750946117,1,0.25123678463258314,0.25123678463258314,0.25123678463258314,1,0.25068880606984145,0.25068880606984145,0.25068880606984145
primary_common,full,1,STATE_ADAPT_R15,2,2,2,1,1,0.16180187123695244,0.16180187123695244,0.16180187123695244,1,0.24465181640726988,0.24465181640726988,0.24465181640726988,1,0.24412621415146113,0.24412621415146113,0.24412621415146113
primary_common,full,1,ENET_DOMESTIC_R15,2,2,2,1,1,0.16084097067054826,0.16084097067054826,0.16084097067054826,1,0.24371513117455376,0.24371513117455376,0.24371513117455376,1,0.24319267686927704,0.24319267686927704,0.24319267686927704
primary_common,full,1,ENET_IMPORTED_R15,2,2,2,1,1,0.08919135131881317,0.08919135131881317,0.08919135131881317,1,0.17387112990847545,0.17387112990847545,0.17387112990847545,1,0.17355883911378822,0.17355883911378822,0.17355883911378822
primary_common,full,1,ENET_BOTH_R15,2,2,2,1,1,0.11955776909322458,0.11955776909322458,0.11955776909322458,1,0.20347229374816714,0.20347229374816714,0.20347229374816714,1,0.20307685241040774,0.20307685241040774,0.20307685241040774
primary_common,full,1,ENET_WIDE_R15,2,2,2,1,1,0.08695666490382425,0.08695666490382425,0.08695666490382425,1,0.17169275907817796,0.17169275907817796,0.17169275907817796,1,0.17138624315644135,0.17138624315644135,0.17138624315644135
primary_common,full,1,RF_RESIDUAL_R15,2,2,2,1,1,0.1622634814598234,0.1622634814598234,0.1622634814598234,1,0.24510179374535443,0.24510179374535443,0.24510179374535443,1,0.2445746761362268,0.2445746761362268,0.2445746761362268
