origin,h0_recorded,h0_lane,mu_long_lane,mu_window_lane,alpha_lane,gap_last_lane,petrol_share
2019-02,0.3177548805881821,0.3246682526924389,0.213228393586211,0.14125525561739818,-0.25,-0.9578993615606133,0.67084
2019-03,0.0994602395416571,0.1020120163032545,0.21055524668355474,0.1535544747171975,-0.25,-0.7420339632151822,0.67084
2019-04,0.3871075486743048,0.3933907380842003,0.2099317258741659,0.15856760178269472,-0.25,-0.4770741047102383,0.67084
2019-05,0.2254766707170906,0.2294972535366166,0.20930820506477707,0.14983872538904472,-0.25,-1.3145950445836314,0.67084
2019-06,0.1241032984628462,0.1382362388250432,0.2099317258741659,0.18494394757616106,-0.25,-0.36430958186314477,0.67084
2019-07,0.435229027763851,0.4505815371932018,0.21055524668355474,0.19282616289444252,-0.25,-0.5387350087652193,0.67084
2019-08,0.0721202716889229,0.045591788901866,0.213228393586211,0.18496989700752822,-0.25,0.0707332710776373,0.67084
2019-09,-0.3115374275151629,-0.308849505091783,0.21590154048886726,0.18909448871963816,-0.25,0.8954308879626064,0.67084
2019-10,0.229406116745445,0.2446637877806893,0.213228393586211,0.17360405832299045,-0.25,-0.3759645216927815,0.67084
2019-11,0.1602788573046094,0.141525159830618,0.21590154048886726,0.18047321896876004,-0.25,0.9398761440980083,0.67084
2019-12,0.0151340522998336,0.0360006072012877,0.2161819635913528,0.1986545752517397,-0.25,1.1848294016704142,0.67084
2020-01,0.8910783646002834,0.8783533841459594,0.21646238669383835,0.20302460768412445,-0.25,1.2980813237376272,0.67084
2020-02,0.3016255681785912,0.3103299579879436,0.2170575397682244,0.2250148450372396,-0.25,1.7501300180975492,0.670837
2020-03,-0.2620574219510465,-0.2692684151418293,0.21765269284261043,0.21825002003492147,-0.25,1.6380639348106645,0.670837
2020-04,-0.31758186237127,-0.3162398735650163,0.21855779782881748,0.23455583916056175,-0.25,1.4565099102652868,0.670837
2020-05,0.1755417858910625,0.2000704328139563,0.21946290281502456,0.2520982654151126,-0.25,1.883154872400739,0.670837
2020-06,0.3438817354017713,0.3582630298169658,0.2199211250098377,0.2513178081230173,-0.25,1.8896530636642939,0.670837
2020-07,0.4869502977384474,0.50693758787011,0.22037934720465083,0.24037004208627025,-0.25,1.7907270088656948,0.670837
2020-08,0.0331337564864917,0.0053275483784475,0.22042538000578085,0.22064864674290915,-0.25,1.4742507366199924,0.670837
2020-09,-0.3793055312609125,-0.3658154815815407,0.22047141280691088,0.21984531310790364,-0.25,1.6033750583157387,0.670837
2020-10,0.1835507038734855,0.211769713615311,0.22091065043136382,0.19855554572372894,-0.25,0.8606941420959753,0.670837
2020-11,0.1331935220806632,0.1256277711228515,0.22134988805581676,0.20088338744724524,-0.25,1.115998004461599,0.670837
2020-12,0.1743986297500019,0.1813040856772027,0.22091065043136382,0.19573917375472724,-0.25,0.9100136934077651,0.670837
2021-01,0.8285790522695597,0.8449057426376808,0.22047141280691088,0.1721245129132345,-0.25,-0.31299376380249544,0.670837
2021-02,0.4287738547440542,0.4399444334812715,0.22042538000578085,0.19602548294133434,-0.25,0.8144665779230544,0.670837
2021-03,0.1519100744195733,0.1531112467990255,0.22037934720465083,0.18967234931747975,-0.25,0.5201252933431622,0.670837
2021-04,0.256026468736474,0.2606433781513711,0.2199211250098377,0.1894612763292883,-0.25,-0.13314833551534166,0.670837
2021-05,0.5680138323904842,0.5940166802811098,0.21946290281502456,0.20301159600507832,-0.25,0.3248680247242537,0.670837
2021-06,0.3296679179291987,0.3327555396862573,0.21855779782881748,0.18420405512446905,-0.25,-1.1519991007721768,0.670837
2021-07,0.6445519678863136,0.6474590173654008,0.21765269284261043,0.18234351076217584,-0.25,-1.5618759367935833,0.670837
2021-08,0.2245033523586543,0.2013662855073134,0.2170575397682244,0.19310240383946398,-0.25,-0.7242722631234173,0.670837
2021-09,-0.124000097429706,-0.1344660723590697,0.21646238669383835,0.20204420185614988,-0.25,0.008241534039831633,0.670837
2021-10,0.7237052274417968,0.738228171620831,0.2161819635913528,0.19184369487672973,-0.25,-0.42815793057595086,0.670837
2021-11,0.6823484514284204,0.6694473238856731,0.21590154048886726,0.18067485805453967,-0.25,-1.4562255451176376,0.670837
2021-12,0.7709389674170302,0.7599670833637793,0.213228393586211,0.1928654555891541,-0.25,-1.1102914785354665,0.670837
2022-01,4.378137226971534,4.421906845930967,0.21590154048886726,0.19841296942926626,-0.25,-1.2833467221798844,0.670837
2022-02,0.8664254070284128,0.898670125069536,0.2161819635913528,0.2291412755532332,-0.25,-0.05195314694705955,0.670837
2022-03,0.9740717773895649,0.9862412296003968,0.21646238669383835,0.24256279484511112,-0.25,-0.2125295303671495,0.670837
2022-04,0.7418585559133414,0.7668031753740058,0.2170575397682244,0.2527192459763013,-0.25,-0.9565094298352305,0.670837
2022-05,1.8273429935590184,1.8311478207847207,0.21765269284261043,0.29330876250656207,-0.25,-0.6518501580464882,0.670837
2022-06,1.3932606931984497,1.410933710844382,0.21855779782881748,0.3281493795153015,-0.25,-0.6334210753499758,0.670837
2022-07,1.4018402902822626,1.4224278581746372,0.21946290281502456,0.3541487025122831,-0.25,-0.052714819933807666,0.670837
2022-08,0.6308526564677204,0.6260126288535889,0.2199211250098377,0.375977665623485,-0.25,0.7712802442271409,0.670837
2022-09,0.1620924446428433,0.1852383298986602,0.22037934720465083,0.3856929143924757,-0.25,1.0959021458974765,0.670837
2022-10,1.1729476113272232,1.200897974925676,0.22042538000578085,0.3900166169343759,-0.25,0.9036762909258438,0.670837
2022-11,0.7585158740889214,0.7652665539906064,0.22047141280691088,0.416338085239538,-0.25,1.8495437832952617,0.670837
2022-12,0.0474750657227316,0.0429511413580038,0.22091065043136382,0.43177511094879345,-0.25,2.3482400477782788,0.670837
2023-01,4.873148431243555,4.909197776347539,0.22134988805581676,0.43234650050305673,-0.25,1.9295093295008998,0.670837
2023-02,0.5313152061494304,0.5532354572522976,0.22193393822372562,0.4497188659958316,-0.25,2.359280271164309,0.670837
2023-03,0.2926338566146489,0.3044996280808047,0.22251798839163447,0.4527849281835404,-0.25,1.9127093006089244,0.670837
2023-04,0.5640927888903151,0.5926587281265507,0.22830788947504677,0.45555012339675766,-0.25,2.141290925316438,0.670837
2023-05,0.2289826804167738,0.2542844605210941,0.23409779055845906,0.4339105121300196,-0.25,1.1280653770686222,0.670837
2023-06,0.0350440790407446,0.0369861798891691,0.234593126476048,0.4341505052281623,-0.25,1.6663208329606662,0.670837
2023-07,0.386175143410121,0.3722286506527849,0.2350884623936369,0.4311201873438382,-0.25,1.574459971772638,0.670837
2023-08,0.4746143904367312,0.464256457442663,0.23522428250263197,0.4239437718217407,-0.25,1.4489133857521446,0.670837
2023-09,-0.2488983995990439,-0.2468521103436857,0.23536010261162707,0.4223594876126712,-0.25,1.222582259565013,0.670837
2023-10,0.2905974273835784,0.3073316000788487,0.23539032749686228,0.39721920018864165,-0.25,1.1556807689844337,0.670837
2023-11,0.0584924929324471,0.062337983341503,0.2354205523820975,0.4090217040231006,-0.25,1.586085231634489,0.670837
2023-12,-0.1330702411008323,-0.1353383260096184,0.23539032749686228,0.41269944929462005,-0.25,1.2030993641690406,0.670837
2024-01,0.9319165376518568,0.935415017747784,0.23536010261162707,0.40715240488230386,-0.25,-0.3973285116088192,0.670837
2024-02,0.2706200012537311,0.2803299737330498,0.23522428250263197,0.3937893483101782,-0.25,-1.9055444734775546,0.585321
2024-03,0.1782802216315052,0.1869555542156604,0.2350884623936369,0.3873195301659736,-0.25,-2.0968313017049605,0.585321
2024-04,0.535513874597449,0.5383965281710439,0.234593126476048,0.3796156739564642,-0.25,-3.047727981572417,0.585321
2024-05,0.2079810434726739,0.2309075180604466,0.23409779055845906,0.39555238118682223,-0.25,-0.9135053466800922,0.585321
2024-06,0.0495664121047636,0.0417566741417676,0.22830788947504677,0.39924025905669747,-0.25,-1.4986307661299687,0.585321
2024-07,0.2099844490112185,0.2062245589776413,0.22251798839163447,0.3985859799630409,-0.25,-1.4589260203108143,0.585321
2024-08,0.0728154743529428,0.0608343828349484,0.22193393822372562,0.3970633164322606,-0.25,-0.9123310912367182,0.585321
2024-09,-0.4651739920724355,-0.4617340068967521,0.22134988805581676,0.40889759611062737,-0.25,-0.30674612436391424,0.585321
