origin,h,target,scored,mm_recorded,mm_lane,food_recorded,food_lane,alc_recorded,alc_lane,fuel_recorded,fuel_lane,yy_recorded,yy_lane_previous_history,yy_lane,actual_previous,actual_bbg
2019-02,10,2019-12,False,0.17714084179428682,0.18421820645292003,0.46643023493988833,0.49803407003057515,-0.5158842570692518,-0.5,0.0,0.0,3.3738889240837433,3.4027661390221806,3.364146992004813,3.207547169811327,3.342027392609708
2019-02,11,2020-01,False,0.88056611130446,0.8832776237676947,1.1770365419512416,1.1925992087128963,2.3255735322844586,2.325,0.0,0.0,3.2130851721381424,3.2446924488945936,3.2446924488945936,3.6414565826330487,3.8536215876226265
2019-02,12,2020-02,False,0.3572608626096618,0.34839526405804466,0.3738432485351214,0.3310518223172744,0.08872469572955288,0.07500000000000001,0.0,0.0,3.2537313597651036,3.269110052599031,3.269110052599031,3.7278657968313063,3.9572679165523907
2019-03,0,2019-03,False,0.0994602395416571,0.1020120163032545,,,,,,,2.8800008017511463,2.8826234612005663,2.9349470545297285,2.969348659003822,3.0357081452474843
2019-03,1,2019-04,True,0.3814841373413623,0.3699306122186634,0.04240379262622693,-0.020189917540977473,0.6547269024545554,0.6500000000000001,1.7251874564587832,1.7252015229423265,2.9765620243170847,2.967334634535677,3.0067147899855504,2.769818529130847,2.830253094110401
2019-03,2,2019-05,False,0.2630877933057263,0.26513652164426726,0.5251885980164499,0.5213513422984737,0.12036906490745512,0.15,-3.654410107856166e-15,0.0,2.7567608232419176,2.7496526238443146,2.765993244417662,2.9467680608364977,3.0348904137006705
2019-03,3,2019-06,False,0.1862934071732129,0.18782333757874875,0.2036035397971507,0.21516815555706753,-0.0443104061040811,-0.05,0.0,0.0,2.558234629330069,2.552706206621358,2.548816496837926,2.7462121212121224,2.8296416280160077
2019-03,4,2019-07,False,0.34682777247091834,0.34996352971834366,-0.0193253648123736,-0.027278299267305114,0.5006382609860527,0.55,7.308820215712331e-15,0.0,2.7193907692810706,2.717063384310412,2.702295364006634,2.9300567107750517,3.03489041370067
2019-03,5,2019-08,False,0.05432098107959773,0.05961636342009401,-0.44480582818580866,-0.406114132827736,-0.3328819766809238,-0.35,-3.654410107856166e-15,0.0,2.6781396687554873,2.681247343450932,2.660861875775843,2.9272898961284195,3.03489041370067
2019-03,6,2019-09,False,-0.08676124716597748,-0.0962952530486847,0.5220554125020116,0.47226237890715733,0.2824815536417502,0.275,7.308820215712331e-15,0.0,2.8805010127183515,2.8737973644894135,2.8706161876134444,2.6515151515151705,2.7248556381328646
2019-03,7,2019-10,False,0.3199572197010174,0.330484668458643,0.43768924153894534,0.49239636632678657,0.11621002199403706,0.125,-3.654410107856166e-15,0.0,2.8202041331717034,2.8242935322906653,2.7993902414964555,2.735849056603792,2.827171231397938
2019-03,8,2019-11,False,0.07720979518141749,0.06467758632017863,0.1534720306689041,0.07886506883620366,-0.0828143751614413,-0.075,0.0,0.0,2.996758155164605,2.987956252793209,2.9688472531096264,3.116147308781873,3.23889163672886
2019-03,9,2019-12,False,0.1522012496538248,0.15874541962347175,0.4564696804740507,0.4850717610409616,-0.5158842570692518,-0.5,7.308820215712331e-15,0.0,3.0562058661908473,3.054132232225224,3.0292763054575698,3.207547169811327,3.342027392609708
2019-03,10,2020-01,False,0.8526664616821502,0.8548327467327347,1.1663299286185012,1.1788230995914382,2.3255735322844586,2.325,-3.654410107856166e-15,0.0,2.8674392759212073,2.8675789575088677,2.8811923742954164,3.6414565826330487,3.8536215876226265
2019-03,11,2020-02,False,0.31151739765805064,0.30805880031547705,0.4738698999619432,0.4650245934713958,-0.15951669731706586,-0.18,0.0,0.0,2.995553944307732,2.992142655962005,2.992142655962005,3.7278657968313063,3.9572679165523907
2019-03,12,2020-03,False,0.053111650796222834,0.0568884737849831,-0.19470282400231273,-0.18276431164454687,0.5070259413749834,0.525,7.308820215712331e-15,0.0,2.94786439072823,2.945716313128584,2.945716313128584,3.4418604651162905,3.646018611413013
2019-04,0,2019-04,False,0.3871075486743048,0.3933907380842003,,,,,,,3.0717675404249056,3.07821876164328,3.131646139591582,2.769818529130847,2.830253094110401
2019-04,1,2019-05,True,0.2637808274406879,0.26583801923618,0.4978468428001046,0.4940571550651893,0.12036906490745512,0.15,1.7339027710796557,1.7339032549194207,2.8524740527383186,2.861021986621988,2.8913525023828246,2.9467680608364977,3.0348904137006705
2019-04,2,2019-06,True,0.13928475355375386,0.14056175983503633,0.18417916045447444,0.19431987580834373,-0.0443104061040811,-0.05,0.0,0.0,2.605596519762734,2.6154325021542157,2.625476492209407,2.7462121212121224,2.8296416280160077
2019-04,3,2019-07,False,0.3019221574841343,0.3048398133453927,-0.034909354023538036,-0.04409014546221793,0.5006382609860527,0.55,0.0,0.0,2.7208385078461648,2.733673843081811,2.7328540950030717,2.9300567107750517,3.03489041370067
2019-04,4,2019-08,False,0.010682189948300926,0.01593059254696988,-0.4603969264887631,-0.4219697154840959,-0.3328819766809238,-0.35,0.0,0.0,2.634803022494908,2.653014392617893,2.646573473926892,2.9272898961284195,3.03489041370067
2019-04,5,2019-09,False,-0.12798046194826493,-0.13755569862422834,0.5096281690638268,0.459603016277366,0.2824815536417502,0.275,0.0,0.0,2.794653511920075,2.8030360525383355,2.813818718827483,2.6515151515151705,2.7248556381328646
2019-04,6,2019-10,False,0.2834973619630607,0.2935758121249781,0.4544377229551511,0.5066170964474968,0.11621002199403706,0.125,0.0,0.0,2.6970695913829155,2.7157660291959855,2.7048358785936086,2.735849056603792,2.827171231397938
2019-04,7,2019-11,False,0.037539355144659135,0.025050750226563695,0.14684764157191213,0.07248615917906523,-0.0828143751614413,-0.075,0.0,0.0,2.832633327293271,2.838514565758726,2.8333976081082657,3.116147308781873,3.23889163672886
2019-04,8,2019-12,False,0.11275535789480937,0.11934721134015669,0.4499106087832272,0.4787811355515896,-0.5158842570692518,-0.5,0.0,0.0,2.8514613266652207,2.8641162108642657,2.8532731273525256,3.207547169811327,3.342027392609708
2019-04,9,2020-01,False,0.8143854724585206,0.8165979185715926,1.1600288201068314,1.1727818664705156,2.3255735322844586,2.325,0.0,0.0,2.624101593908622,2.638980942453042,2.666505757320041,3.6414565826330487,3.8536215876226265
2019-04,10,2020-02,False,0.27271969264993334,0.2693065039887452,0.4676962161447146,0.4591065493249727,-0.15951669731706586,-0.18,0.0,0.0,2.7121716188945624,2.723567004394888,2.737518298146192,3.7278657968313063,3.9572679165523907
2019-04,11,2020-03,False,0.022370439100614918,0.024985374150096627,-0.13753696396071294,-0.12846031319643988,0.5491185109475216,0.5599999999999999,0.0,0.0,2.54401362216955,2.5580715084685695,2.5580715084685695,3.4418604651162905,3.646018611413013
2019-04,12,2020-04,False,0.24869116961391377,0.24161083378670586,-0.19836535020178428,-0.23577380618310984,0.6547269024545554,0.6500000000000001,0.0,0.0,2.402623244396009,2.4030189281737013,2.4030189281737013,3.159851301115256,3.3353911830071796
2019-05,0,2019-05,False,0.2254766707170906,0.2294972535366166,,,,,,,2.5119894464748858,2.5161017536172907,2.5534783092200364,2.9467680608364977,3.0348904137006705
2019-05,1,2019-06,True,0.2147539212889333,0.21615487140183215,0.43223335079488007,0.4430720588243526,-0.0443104061040811,-0.05,1.1630472058960803,1.163045864867621,2.343001077376729,2.3485373647807855,2.365689888822148,2.7462121212121224,2.8296416280160077
2019-05,2,2019-07,True,0.3301055679777197,0.3333781755221472,0.13705140626028545,0.1298689052072446,0.5006382609860527,0.55,0.0,0.0,2.4867373531392114,2.4956245502788943,2.5019508564213195,2.9300567107750517,3.03489041370067
2019-05,3,2019-08,True,0.030839173759758136,0.03658675748392181,-0.33400597398912557,-0.2927684964296906,-0.3328819766809238,-0.35,0.0,0.0,2.4215366707167805,2.436303672960225,2.4370159806168306,2.9272898961284195,3.03489041370067
2019-05,4,2019-09,True,-0.11192805047746927,-0.12158386727303135,0.6135590288949386,0.5630802299197066,0.2824815536417502,0.275,0.0,0.0,2.5975428387290505,2.6024160558877205,2.620330085324476,2.6515151515151705,2.7248556381328646
2019-05,5,2019-10,True,0.2953619621112695,0.3055872765721317,0.533509551791665,0.5865157350457081,0.11621002199403706,0.125,0.0,0.0,2.512272890356835,2.527593886754217,2.523829439483617,2.735849056603792,2.827171231397938
2019-05,6,2019-11,True,0.04893150334657842,0.03626224976116977,0.22333999807105392,0.14796150825948595,-0.0828143751614413,-0.075,0.0,0.0,2.6592820659042853,2.6616232869300824,2.6636705571368156,3.116147308781873,3.23889163672886
2019-05,7,2019-12,True,0.11283693096867944,0.11954088822520943,0.46235309508641703,0.49185473864814055,-0.5158842570692518,-0.5,0.0,0.0,2.678161989095573,2.687379539214007,2.683711908896523,3.207547169811327,3.342027392609708
2019-05,8,2020-01,True,0.8141152307600035,0.8164145237402385,1.1714544536091875,1.1846964264039999,2.3255735322844586,2.325,0.0,0.0,2.450910716324957,2.4624446993554088,2.4970659865706324,3.6414565826330487,3.8536215876226265
2019-05,9,2020-02,True,0.2723977395633079,0.2690637762278087,0.47761331155255077,0.4694696637661878,-0.15951669731706586,-0.18,0.0,0.0,2.538502883177078,2.546637034352863,2.567713036763281,3.7278657968313063,3.9572679165523907
2019-05,10,2020-03,True,0.021923858147984622,0.024619309922925155,-0.1283248429263073,-0.11879490286662649,0.5491185109475216,0.5599999999999999,0.0,0.0,2.3701721474142214,2.3810518979329376,2.3881881236693205,3.4418604651162905,3.646018611413013
2019-05,11,2020-04,True,0.1984888319833919,0.19088224216231162,-0.29007836516150054,-0.3312355562882925,0.2032116199155598,0.2000000000000001,0.0,0.0,2.4780370998045447,2.4811478450241213,2.4811478450241213,3.159851301115256,3.3353911830071796
2019-05,12,2020-05,True,0.1888639381897695,0.1923562471345246,0.3379207197311774,0.3422104665971525,0.12036906490745512,0.15,0.0,0.0,2.440601498728913,2.4431724677898368,2.4431724677898368,2.862419205909517,3.027539967963463
2019-06,0,2019-06,False,0.1241032984628462,0.1382362388250432,,,,,,,2.684094575980366,2.698588869931369,2.7662569431136212,2.7462121212121224,2.8296416280160077
2019-06,1,2019-07,True,0.2647792687014753,0.26747278186669465,-0.002838130567070774,-0.013281098290957624,0.5006382609860527,0.55,-1.334376480305112,-1.3343745971637995,2.7613569884961895,2.778623159263428,2.835457793792058,2.9300567107750517,3.03489041370067
2019-06,2,2019-08,True,0.018093801723267793,0.023571777078745172,-0.3966551792972328,-0.35693553032286923,-0.3328819766809238,-0.35,7.308820215712331e-15,0.0,2.682896647128545,2.70577450596475,2.7569409976634542,2.9272898961284195,3.03489041370067
2019-06,3,2019-09,True,-0.12463091159674193,-0.13553155408010253,0.5523712943286827,0.4948844339138895,0.2824815536417502,0.275,-3.654410107856166e-15,0.0,2.8462712272588253,2.8579580911855955,2.926452275430438,2.6515151515151705,2.7248556381328646
2019-06,4,2019-10,True,0.2847064841732454,0.29528416471825814,0.4818797883036574,0.5368697056589085,0.11621002199403706,0.125,7.308820215712331e-15,0.0,2.7498771500593624,2.772391989982977,2.8191013847670114,2.735849056603792,2.827171231397938
2019-06,5,2019-11,True,0.03575059662896701,0.02308584425069332,0.1577522264441852,0.08239907731803459,-0.0828143751614413,-0.075,0.0,0.0,2.8836709110732714,2.893186908583872,2.94578382619886,3.116147308781873,3.23889163672886
2019-06,6,2019-12,True,0.11030896559116603,0.11648800173503186,0.45621202696853513,0.48275849419952327,-0.5158842570692518,-0.5,-3.654410107856166e-15,0.0,2.8999936913644633,2.91586300789184,2.962740572076388,3.207547169811327,3.342027392609708
2019-06,7,2020-01,True,0.8074941578129691,0.8097667605214672,1.1438282949087821,1.1569200080600133,2.3255735322844586,2.325,7.308820215712331e-15,0.0,2.6655083441091314,2.6836563448212667,2.768810515793083,3.6414565826330487,3.8536215876226265
2019-06,8,2020-02,True,0.26562238932655724,0.26224682900535035,0.4472619719786106,0.43888414342750465,-0.15951669731706586,-0.18,0.0,0.0,2.7463410025484523,2.761043603815719,2.8326531562647377,3.7278657968313063,3.9572679165523907
2019-06,9,2020-03,True,0.014906849498743317,0.01758902929063971,-0.15997432353301197,-0.15051910146277384,0.5491185109475216,0.5599999999999999,-3.654410107856166e-15,0.0,2.5704727663718874,2.587901309644105,2.645449522703329,3.4418604651162905,3.646018611413013
2019-06,10,2020-04,True,0.19137484388442277,0.18371642961577042,-0.32251199827148447,-0.36396094824950725,0.2032116199155598,0.2000000000000001,7.308820215712331e-15,0.0,2.6712587008713307,2.680855064669174,2.7312947829465504,3.159851301115256,3.3353911830071796
2019-06,11,2020-05,True,0.2661032044493812,0.2690345563105013,0.7240969763412869,0.7322932872040231,0.4039875596182707,0.42000000000000004,0.0,0.0,2.2790858229985194,2.291636013960163,2.291636013960163,2.862419205909517,3.027539967963463
2019-06,12,2020-06,True,0.11612346244335686,0.11901452025966522,0.04513337436907472,0.06436080156938863,-0.0443104061040811,-0.05,-3.654410107856166e-15,0.0,2.270934236055884,2.2720009463485957,2.2720009463485957,3.317972350230406,3.438827552665912
2019-07,0,2019-07,False,0.435229027763851,0.4505815371932018,,,,,,,2.9983208838599005,3.0140651870081476,3.086799409135512,2.9300567107750517,3.03489041370067
2019-07,1,2019-08,True,0.04941758201750922,0.05348998138908885,-0.3591757490530129,-0.3273696671967475,-0.3328819766809238,-0.35,0.03703137199739473,0.03703455628779891,2.951912118079101,2.971840509915476,3.0389016173367294,2.9272898961284195,3.03489041370067
2019-07,2,2019-09,True,-0.09538155744574445,-0.10699195682269383,0.5891829995041246,0.5277003829234882,0.2824815536417502,0.275,0.0,0.0,3.1459130348036752,3.1538895731263885,3.2383734004089573,2.6515151515151705,2.7248556381328646
2019-07,3,2019-10,True,0.31115697626369676,0.320962668156822,0.5068636273150411,0.5575074390620117,0.11621002199403706,0.125,0.0,0.0,3.076417762568975,3.094465709598741,3.157101631709773,2.735849056603792,2.827171231397938
2019-07,4,2019-11,True,0.0608532648094036,0.04778934125170691,0.1785572384966118,0.100956854132855,-0.0828143751614413,-0.075,0.0,0.0,3.2365360865983344,3.2411311691841536,3.3097094404743954,3.116147308781873,3.23889163672886
2019-07,5,2019-12,True,0.1328954575056265,0.13865580966941085,0.46540190197143394,0.48959128171223765,-0.5158842570692518,-0.5,0.0,0.0,3.2762103641534472,3.2867486549568365,3.349604749816384,3.207547169811327,3.342027392609708
2019-07,6,2020-01,True,0.8320357105702528,0.8336210602217478,1.1651535158471218,1.1743761638792651,2.3255735322844586,2.325,0.0,0.0,3.065952972736955,3.0780904470706227,3.1793552679869204,3.6414565826330487,3.8536215876226265
2019-07,7,2020-02,True,0.2847841472506997,0.28131606454297114,0.4407785158217443,0.4318798090660558,-0.15951669731706586,-0.18,0.0,0.0,3.166813354375881,3.1753945362660345,3.263089191265102,3.7278657968313063,3.9572679165523907
2019-07,8,2020-03,True,0.033820241273868554,0.03639507482587118,-0.1663139152222246,-0.15746302599300527,0.5491185109475216,0.5599999999999999,0.0,0.0,3.0097014481816595,3.02092121403348,3.0944829040356967,3.4418604651162905,3.646018611413013
2019-07,9,2020-04,True,0.21012034619500627,0.20236306060324424,-0.3290924801769542,-0.37109805130583895,0.2032116199155598,0.2000000000000001,0.0,0.0,3.130210709749025,3.133459401495025,3.199908146806585,3.159851301115256,3.3353911830071796
2019-07,10,2020-05,True,0.2846698905588782,0.28748981830814463,0.7175200995521723,0.7250891201610418,0.4039875596182707,0.42000000000000004,0.0,0.0,2.755308875028193,2.7614352482738425,2.7771572743118287,2.862419205909517,3.027539967963463
2019-07,11,2020-06,True,0.13893953148084842,0.1436292125403951,0.12555356541402346,0.1518383296632952,-0.16022550848397765,-0.16,0.0,0.0,2.7084027457973994,2.7193366227308653,2.7193366227308653,3.317972350230406,3.438827552665912
2019-07,12,2020-07,True,0.30058851503149475,0.3043545011581082,-0.15527436769487823,-0.15967926908009947,0.5006382609860527,0.55,0.0,0.0,2.570714883266686,2.569806934520235,2.569806934520235,3.397612488521572,3.438827552665912
2019-08,0,2019-08,False,0.0721202716889229,0.045591788901866,,,,,,,2.907024528677269,2.8797445307970944,2.978886976456897,2.9272898961284195,3.03489041370067
2019-08,1,2019-09,True,-0.02752400026207502,-0.039440359057031485,0.4805027273491577,0.41729934413936143,0.2824815536417502,0.275,-0.4058641369124939,-0.4058745809246228,3.170969434200683,3.1313251185383355,3.248015781023518,2.6515151515151705,2.7248556381328646
2019-08,2,2019-10,True,0.38812730069693363,0.39727401293662207,0.40275796892686966,0.44969188783987124,0.11621002199403706,0.125,0.0,-3.654410107856166e-15,3.180568645674273,3.150318170271338,3.2452124667273172,2.735849056603792,2.827171231397938
2019-08,3,2019-11,True,0.14050838739869032,0.12731836580257025,0.1077384633398983,0.029428178136738033,-0.0828143751614413,-0.075,0.0,0.0,3.4231149751787813,3.379174993264425,3.480142726736083,3.116147308781873,3.23889163672886
2019-08,4,2019-12,True,0.21252955124068976,0.21784506595771583,0.40774067787255697,0.4294257325596143,-0.5158842570692518,-0.5,0.0,7.308820215712331e-15,3.5451433180153202,3.5066414427384283,3.601967144767511,3.207547169811327,3.342027392609708
2019-08,5,2020-01,True,0.9152710964571567,0.9164657058363347,1.1357305679244105,1.1427534446454803,2.3255735322844586,2.325,0.0,-3.654410107856166e-15,3.4196394134320025,3.382408005334788,3.5162808358625077,3.6414565826330487,3.8536215876226265
2019-08,6,2020-02,True,0.371215528584689,0.3671474882608981,0.44052687548556524,0.4282505554015941,-0.15951669731706586,-0.18,0.0,0.0,3.61006632426222,3.568568562836664,3.6889603402120494,3.7278657968313063,3.9572679165523907
2019-08,7,2020-03,True,0.11957579608872532,0.12212595900397367,-0.16234326008130703,-0.15363126044909975,0.5491185109475216,0.5599999999999999,0.0,7.308820215712331e-15,3.54096547401678,3.502131642196684,3.608374727952878,3.4418604651162905,3.646018611413013
2019-08,8,2020-04,True,0.29547896662322376,0.2877060826346124,-0.32338464137683504,-0.36547802763080095,0.2032116199155598,0.2000000000000001,0.0,-3.654410107856166e-15,3.750395253246702,3.7034452494255166,3.8026596644995623,3.159851301115256,3.3353911830071796
2019-08,9,2020-05,True,0.36947741027482156,0.37227293349629165,0.7255054300940589,0.7329370592336836,0.4039875596182707,0.42000000000000004,0.0,0.0,3.4606583294676216,3.4167197556222337,3.464835025501257,2.862419205909517,3.027539967963463
2019-08,10,2020-06,True,0.22313456510979335,0.2278164323067024,0.13414832816956335,0.1603891023003927,-0.16022550848397765,-0.16,0.0,7.308820215712331e-15,3.5003783866438223,3.461255852578156,3.493557805736896,3.317972350230406,3.438827552665912
2019-08,11,2020-07,True,0.379254535298668,0.382911001097971,-0.23947809307273793,-0.24440294985800595,0.31082451013413337,0.36000000000000004,0.0,-3.654410107856166e-15,3.5112997872481095,3.4759422549828187,3.4759422549828187,3.397612488521572,3.438827552665912
2019-08,12,2020-08,True,0.09760154310859175,0.10349772455304686,-0.5392710337195602,-0.49719698766400006,-0.3328819766809238,-0.35,0.0,7.308820215712331e-15,3.537656773766639,3.5358336619556057,3.5358336619556057,3.302752293577968,3.3354920606053065
2019-09,0,2019-09,False,-0.3115374275151629,-0.308849505091783,,,,,,,2.898128981068642,2.9009034464488352,3.0257448992839464,2.6515151515151705,2.7248556381328646
2019-09,1,2019-10,True,0.3151094606298493,0.3259074618486582,0.1766708852724197,0.23290130249749552,0.11621002199403706,0.125,0.1334590245445793,0.13345811513863265,2.8328523402224826,2.8466943571316516,2.9497146310118296,2.735849056603792,2.827171231397938
2019-09,2,2019-11,True,0.07742932052712852,0.06493788842052275,-0.049482052054424096,-0.12385945082092535,-0.0828143751614413,-0.075,0.0,0.0,3.0096540379719237,3.0106606973398717,3.1196876895176797,3.116147308781873,3.23889163672886
2019-09,3,2019-12,True,0.15761981440526018,0.16330579550416702,0.29083067398277773,0.31460136298069674,-0.5158842570692518,-0.5,0.0,-3.654410107856166e-15,3.0746855713507135,3.0815445073059093,3.1849032126078516,3.207547169811327,3.342027392609708
2019-09,4,2020-01,True,0.8650748429211012,0.8669583246126997,1.0393110797368668,1.0502121375854407,2.3255735322844586,2.325,0.0,7.308820215712331e-15,2.898543669829515,2.907312465793119,3.04898348589417,3.6414565826330487,3.8536215876226265
2019-09,5,2020-02,True,0.3263475434297577,0.3227796065693895,0.37135959989491846,0.36189873890064617,-0.15951669731706586,-0.18,0.0,0.0,3.0419286371041863,3.047044827840199,3.1752540812012926,3.7278657968313063,3.9572679165523907
2019-09,6,2020-03,True,0.07896082233115999,0.08140110714055865,-0.21139400604200048,-0.20330059303136008,0.5491185109475216,0.5599999999999999,0.0,-3.654410107856166e-15,2.93143410499254,2.9390547724834546,3.0531336130922897,3.4418604651162905,3.646018611413013
2019-09,7,2020-04,True,0.2628464968481147,0.25515013331389536,-0.3292160749201854,-0.37087866989870066,0.2032116199155598,0.2000000000000001,0.0,7.308820215712331e-15,3.1060731475093113,3.1057915437407764,3.212860959930311,3.159851301115256,3.3353911830071796
2019-09,8,2020-05,True,0.3374267064699104,0.3403347102497552,0.7201032322548359,0.7281680991815438,0.4039875596182707,0.42000000000000004,0.0,0.0,2.785302952860859,2.788001165771616,2.8442206069699827,2.862419205909517,3.027539967963463
2019-09,9,2020-06,True,0.19157629622064629,0.1963773252955727,0.13047926481639563,0.15739089091516453,-0.16022550848397765,-0.16,0.0,-3.654410107856166e-15,2.792386261152482,2.8000104452720365,2.8405023319551184,3.317972350230406,3.438827552665912
2019-09,10,2020-07,True,0.34797375002549535,0.3517502472511501,-0.24272310932614607,-0.246972218800932,0.31082451013413337,0.36000000000000004,0.0,7.308820215712331e-15,2.7711967941847724,2.7826873863759567,2.791079734245115,3.397612488521572,3.438827552665912
2019-09,11,2020-08,True,0.07508773228688759,0.07923735480112011,-0.4835012666702912,-0.44985797945577555,-0.1401794552186142,-0.15999999999999998,0.0,-3.654410107856166e-15,2.7540090568105136,2.769758907890151,2.769758907890151,3.302752293577968,3.3354920606053065
2019-09,12,2020-09,True,-0.0703072658600824,-0.07922572818801214,0.4426629477000112,0.39633527242229777,0.2824815536417502,0.275,0.0,7.308820215712331e-15,3.002657351466064,3.006473802590108,3.006473802590108,3.2287822878228734,3.3354920606053065
2019-10,0,2019-10,False,0.229406116745445,0.2446637877806893,,,,,,,2.498751160898179,2.5143542886361083,2.5659224710451847,2.735849056603792,2.827171231397938
2019-10,1,2019-11,True,-0.016291222661403516,-0.03052628163198,0.2589092113314378,0.17471608141911207,-0.0828143751614413,-0.075,-0.4033485733552502,-0.4033513705796804,2.5788253378552195,2.579833896336839,2.637250158852087,3.116147308781873,3.23889163672886
2019-10,2,2019-12,True,0.06016543023812295,0.06511110572984617,0.48280299710676733,0.5024059482197376,-0.5158842570692518,-0.5,-7.4478201383954e-15,-3.654410107856166e-15,2.543711629142151,2.549788321989338,2.6014769303908336,3.207547169811327,3.342027392609708
2019-10,3,2020-01,True,0.7637142080768392,0.7654279088370831,1.1929304105350163,1.2028756436365122,2.3255735322844586,2.325,1.48956402767908e-14,7.308820215712331e-15,2.26560567301947,2.2734052321146168,2.3631854155396894,3.6414565826330487,3.8536215876226265
2019-10,4,2020-02,True,0.22330583210209762,0.218768645789237,0.4902669515154607,0.4753494552830937,-0.15951669731706586,-0.18,0.0,0.0,2.302928850780157,2.306099570756047,2.3823592515568777,3.7278657968313063,3.9572679165523907
2019-10,5,2020-03,True,-0.025060128582364692,-0.023221657620783608,-0.11421453018649665,-0.10950918063086423,0.5491185109475216,0.5599999999999999,-7.4478201383954e-15,-3.654410107856166e-15,2.0870082720475343,2.0920496685446706,2.1542758189894218,3.4418604651162905,3.646018611413013
2019-10,6,2020-04,True,0.1505011750746211,0.14243691878171288,-0.28895865429542944,-0.33269239472131856,0.2032116199155598,0.2000000000000001,1.48956402767908e-14,7.308820215712331e-15,2.1456312272561857,2.142450205664189,2.197583638231531,3.159851301115256,3.3353911830071796
2019-10,7,2020-05,True,0.22279270008598617,0.22563559304786782,0.7371869206048517,0.7448852296936725,0.4039875596182707,0.42000000000000004,0.0,0.0,1.7115122429417273,1.7112297724272838,1.7161646098850503,2.862419205909517,3.027539967963463
2019-10,8,2020-06,True,0.07856128592204314,0.08327136009999571,0.14722284356533064,0.17362241603886433,-0.16022550848397765,-0.16,-7.4478201383954e-15,-3.654410107856166e-15,1.603784164448346,1.6082838367468895,1.5976697041888737,3.317972350230406,3.438827552665912
2019-10,9,2020-07,True,0.23506636298593334,0.23873212268222377,-0.22763146879626367,-0.23250400323492518,0.31082451013413337,0.36000000000000004,1.48956402767908e-14,7.308820215712331e-15,1.4685429070024487,1.4767476242285487,1.4344780654077276,3.397612488521572,3.438827552665912
2019-10,10,2020-08,True,-0.03658687243358688,-0.03253653929917571,-0.46894300373377557,-0.43585869122624565,-0.1401794552186142,-0.15999999999999998,-7.4478201383954e-15,-3.654410107856166e-15,1.3383623931803545,1.3506629596038044,1.3001746219670955,3.302752293577968,3.3354920606053065
2019-10,11,2020-09,True,-0.23678169093717114,-0.2450975090980419,0.2620824532154528,0.2233126771683519,0.31551075768510906,0.3,1.48956402767908e-14,7.308820215712331e-15,1.6579970097787216,1.6618615867773516,1.6618615867773516,3.2287822878228734,3.3354920606053065
2019-10,12,2020-10,True,0.23229203964377423,0.24272604999081654,0.41366696779650913,0.4678480573903467,0.11621002199403706,0.125,0.0,0.0,1.6609240663456049,1.6598964544347203,1.6598964544347203,2.9384756657483617,3.027027905200515
