h,sample,n,rmse_recorded,rmse_lane_forecast_previous_history,rmse_lane_vs_previous_truth,rmse_lane_vs_bbg_truth,rmse_recorded_vs_bbg_truth,max_abs_forecast_change,mean_abs_forecast_change
3,full,84,1.4483370973482854,1.4436103061141563,1.439530883124798,1.4496444582562125,1.4627373050757901,0.1899462042014224,0.06750293964663351
3,origins_2024plus,28,0.5071741605110427,0.508781114650336,0.5225319330170363,0.5254778491254511,0.5284841864516137,0.1899462042014224,0.07816646538564044
6,full,81,2.244603126926088,2.239651062592185,2.2426832987214143,2.244329935624061,2.248227037405167,0.16885871990839085,0.05356765669005535
6,origins_2024plus,25,0.4629079450005251,0.45891843273994815,0.48057958148384,0.4595367806532818,0.45445468223400176,0.14018924206786965,0.060026792821570876
12,full,75,4.768932868864873,4.766787823016924,4.766787823016924,4.773378632511627,4.775464205875278,0.024206442308171372,0.00702775288623004
12,origins_2024plus,19,0.659033837640918,0.6550956997447843,0.6550956997447843,0.627954626729891,0.631327572358021,0.024206442308171372,0.009300528681395987
