sample,h,model,n,mse_difference,lower,upper,block,draws,seed
full,1,COMBO50_BRIDGE_TVW3_FULL,88,0.09817002716559876,0.008542038842170235,0.2410771003021209,12,2000,1409
full,1,COMBO50_BRIDGE_TVW3_FULL_OWNH0,88,0.35921670844921855,0.07528025037352618,0.7615400984707211,12,2000,1409
full,1,COMBO50_BRIDGE_TVW3_INDEP,88,0.08781939735350251,0.013316270469179246,0.20279746455324052,12,2000,1409
full,1,COMBO50_BRIDGE_TVW3_INDEP_OWNH0,88,0.34145679538711354,0.07599869918118839,0.7259980786877472,12,2000,1409
full,2,COMBO50_BRIDGE_TVW3_FULL,86,0.3327542032675319,-0.032287277866738705,0.9593066001287711,12,2000,1409
full,2,COMBO50_BRIDGE_TVW3_FULL_OWNH0,86,0.6617968010164217,0.032090663002083755,1.5979904493171415,12,2000,1409
full,2,COMBO50_BRIDGE_TVW3_INDEP,86,0.29505537085697997,0.0019625379262630015,0.7353009745195123,12,2000,1409
full,2,COMBO50_BRIDGE_TVW3_INDEP_OWNH0,86,0.6198355405292003,0.06476032087003161,1.4265153061002904,12,2000,1409
full,3,COMBO50_BRIDGE_TVW3_FULL,84,0.4970208028517049,-0.012078004163041797,1.2299541890313368,12,2000,1409
full,3,COMBO50_BRIDGE_TVW3_FULL_OWNH0,84,0.8695782760300975,0.06952105178836783,1.9198474804861505,12,2000,1409
full,3,COMBO50_BRIDGE_TVW3_INDEP,84,0.5181093468217928,0.027482153441995005,1.1860939196759457,12,2000,1409
full,3,COMBO50_BRIDGE_TVW3_INDEP_OWNH0,84,0.8711406989471684,0.10617451529233375,1.8789434164515584,12,2000,1409
full,4,COMBO50_BRIDGE_TVW3_FULL,83,0.7427877133320865,0.016293424457241294,1.6452579199545134,12,2000,1409
full,4,COMBO50_BRIDGE_TVW3_FULL_OWNH0,83,1.084638760064403,0.05691807618305802,2.4729871133025423,12,2000,1409
full,4,COMBO50_BRIDGE_TVW3_INDEP,83,0.7683889069084795,0.03845008598664282,1.682169748968152,12,2000,1409
full,4,COMBO50_BRIDGE_TVW3_INDEP_OWNH0,83,1.1060460537501997,0.08874254188825986,2.5726207714736224,12,2000,1409
full,5,COMBO50_BRIDGE_TVW3_FULL,82,0.7638104727823846,-0.01582527031342866,1.8207359504380325,12,2000,1409
full,5,COMBO50_BRIDGE_TVW3_FULL_OWNH0,82,1.089699624169363,0.00536212851096657,2.645654946577212,12,2000,1409
full,5,COMBO50_BRIDGE_TVW3_INDEP,82,0.8014447031216323,-0.0562284240348013,1.8741180524910832,12,2000,1409
full,5,COMBO50_BRIDGE_TVW3_INDEP_OWNH0,82,1.1055578100763725,-0.03650752425255054,2.7745897175121814,12,2000,1409
full,6,COMBO50_BRIDGE_TVW3_FULL,81,0.7484377435799044,-0.1068085104427184,1.8475963480461068,12,2000,1409
