origin,model,h,log_rate
2020-12,FOOD_ROBUST_WINDOW_R24,11,0.3174911554192581
2020-12,FOOD_ROBUST_WINDOW_R24,12,0.5344680166473808
2020-12,FOOD_NORM_SHIFT_R24,1,1.356527866205721
2020-12,FOOD_NORM_SHIFT_R24,2,0.3191620659503167
2020-12,FOOD_NORM_SHIFT_R24,3,0.056013413754219726
2020-12,FOOD_NORM_SHIFT_R24,4,-0.1466872164538123
2020-12,FOOD_NORM_SHIFT_R24,5,0.7031481069642778
2020-12,FOOD_NORM_SHIFT_R24,6,0.005974305397836915
2020-12,FOOD_NORM_SHIFT_R24,7,-0.4866751905358695
2020-12,FOOD_NORM_SHIFT_R24,8,-0.4877694422284018
2020-12,FOOD_NORM_SHIFT_R24,9,0.0026623891797786514
2020-12,FOOD_NORM_SHIFT_R24,10,0.5171696115302357
2020-12,FOOD_NORM_SHIFT_R24,11,0.27033753893697976
2020-12,FOOD_NORM_SHIFT_R24,12,0.4873144001651024
2020-12,FOOD_NORM_REFIT_R24,1,1.356393430414007
2020-12,FOOD_NORM_REFIT_R24,2,0.3184789749328914
2020-12,FOOD_NORM_REFIT_R24,3,0.055879075961612415
2020-12,FOOD_NORM_REFIT_R24,4,-0.1467417653084893
2020-12,FOOD_NORM_REFIT_R24,5,0.7034820689930628
2020-12,FOOD_NORM_REFIT_R24,6,0.0059735639970303865
2020-12,FOOD_NORM_REFIT_R24,7,-0.48666690112585637
2020-12,FOOD_NORM_REFIT_R24,8,-0.48774862555662946
2020-12,FOOD_NORM_REFIT_R24,9,0.002673439851493559
2020-12,FOOD_NORM_REFIT_R24,10,0.5171780574051866
2020-12,FOOD_NORM_REFIT_R24,11,0.27033695446383427
2020-12,FOOD_NORM_REFIT_R24,12,0.4873154791626512
2021-01,FOOD_STABLE_PIPELINE_R14B,1,0.3003229602970895
2021-01,FOOD_STABLE_PIPELINE_R14B,2,-0.03169916294737719
2021-01,FOOD_STABLE_PIPELINE_R14B,3,-0.1879420020177286
2021-01,FOOD_STABLE_PIPELINE_R14B,4,0.6507393725255354
2021-01,FOOD_STABLE_PIPELINE_R14B,5,-0.013876847242534263
2021-01,FOOD_STABLE_PIPELINE_R14B,6,-0.5146997129387847
2021-01,FOOD_STABLE_PIPELINE_R14B,7,-0.5173045266778019
2021-01,FOOD_STABLE_PIPELINE_R14B,8,-0.02344148625157122
2021-01,FOOD_STABLE_PIPELINE_R14B,9,0.4902479772092279
2021-01,FOOD_STABLE_PIPELINE_R14B,10,0.24422478215249718
2021-01,FOOD_STABLE_PIPELINE_R14B,11,0.17468674224557748
2021-01,FOOD_STABLE_PIPELINE_R14B,12,1.3436854621280125
2021-01,FOOD_ZERO_DRIFT_R24,1,0.12891826272986076
2021-01,FOOD_ZERO_DRIFT_R24,2,-0.2031038605146059
2021-01,FOOD_ZERO_DRIFT_R24,3,-0.35934669958495735
2021-01,FOOD_ZERO_DRIFT_R24,4,0.4793346749583066
2021-01,FOOD_ZERO_DRIFT_R24,5,-0.185281544809763
2021-01,FOOD_ZERO_DRIFT_R24,6,-0.6861044105060135
2021-01,FOOD_ZERO_DRIFT_R24,7,-0.6887092242450307
2021-01,FOOD_ZERO_DRIFT_R24,8,-0.19484618381879995
2021-01,FOOD_ZERO_DRIFT_R24,9,0.3188432796419992
2021-01,FOOD_ZERO_DRIFT_R24,10,0.07282008458526845
2021-01,FOOD_ZERO_DRIFT_R24,11,0.00328204467834875
2021-01,FOOD_ZERO_DRIFT_R24,12,1.1722807645607838
2021-01,FOOD_ROBUST_WINDOW_R24,1,0.39526571914976416
2021-01,FOOD_ROBUST_WINDOW_R24,2,0.06324359590529746
2021-01,FOOD_ROBUST_WINDOW_R24,3,-0.09299924316505398
2021-01,FOOD_ROBUST_WINDOW_R24,4,0.74568213137821
2021-01,FOOD_ROBUST_WINDOW_R24,5,0.08106591161014037
2021-01,FOOD_ROBUST_WINDOW_R24,6,-0.4197569540861101
2021-01,FOOD_ROBUST_WINDOW_R24,7,-0.4223617678251273
2021-01,FOOD_ROBUST_WINDOW_R24,8,0.07150127260110342
2021-01,FOOD_ROBUST_WINDOW_R24,9,0.5851907360619026
2021-01,FOOD_ROBUST_WINDOW_R24,10,0.3391675410051718
2021-01,FOOD_ROBUST_WINDOW_R24,11,0.2696295010982521
2021-01,FOOD_ROBUST_WINDOW_R24,12,1.438628220980687
2021-01,FOOD_NORM_SHIFT_R24,1,0.3502681507856775
2021-01,FOOD_NORM_SHIFT_R24,2,0.018246027541210852
2021-01,FOOD_NORM_SHIFT_R24,3,-0.1379968115291406
2021-01,FOOD_NORM_SHIFT_R24,4,0.7006845630141234
2021-01,FOOD_NORM_SHIFT_R24,5,0.03606834324605376
2021-01,FOOD_NORM_SHIFT_R24,6,-0.46475452245019666
2021-01,FOOD_NORM_SHIFT_R24,7,-0.4673593361892139
2021-01,FOOD_NORM_SHIFT_R24,8,0.026503704237016812
2021-01,FOOD_NORM_SHIFT_R24,9,0.540193167697816
2021-01,FOOD_NORM_SHIFT_R24,10,0.29416997264108524
2021-01,FOOD_NORM_SHIFT_R24,11,0.2246319327341655
2021-01,FOOD_NORM_SHIFT_R24,12,1.3936306526166005
2021-01,FOOD_NORM_REFIT_R24,1,0.34771520883261164
2021-01,FOOD_NORM_REFIT_R24,2,0.015295099203229058
2021-01,FOOD_NORM_REFIT_R24,3,-0.13889776464377673
2021-01,FOOD_NORM_REFIT_R24,4,0.7000740769526956
2021-01,FOOD_NORM_REFIT_R24,5,0.036258676130089366
2021-01,FOOD_NORM_REFIT_R24,6,-0.46473376066424243
2021-01,FOOD_NORM_REFIT_R24,7,-0.46739949448442086
2021-01,FOOD_NORM_REFIT_R24,8,0.026543466932251656
2021-01,FOOD_NORM_REFIT_R24,9,0.5402027637489698
2021-01,FOOD_NORM_REFIT_R24,10,0.2941881221050713
2021-01,FOOD_NORM_REFIT_R24,11,0.22463758041242127
2021-01,FOOD_NORM_REFIT_R24,12,1.3936340638255584
2021-02,FOOD_STABLE_PIPELINE_R14B,1,-0.044508521264281994
2021-02,FOOD_STABLE_PIPELINE_R14B,2,-0.10904222660787617
2021-02,FOOD_STABLE_PIPELINE_R14B,3,0.6578652893242825
2021-02,FOOD_STABLE_PIPELINE_R14B,4,0.026672120963348957
2021-02,FOOD_STABLE_PIPELINE_R14B,5,-0.5226113458377191
2021-02,FOOD_STABLE_PIPELINE_R14B,6,-0.5123731230367112
2021-02,FOOD_STABLE_PIPELINE_R14B,7,-0.018812802957550008
2021-02,FOOD_STABLE_PIPELINE_R14B,8,0.49054222140951964
2021-02,FOOD_STABLE_PIPELINE_R14B,9,0.24529304544724878
2021-02,FOOD_STABLE_PIPELINE_R14B,10,0.17468758435898965
2021-02,FOOD_STABLE_PIPELINE_R14B,11,1.6236745729862134
2021-02,FOOD_STABLE_PIPELINE_R14B,12,0.33151951587794737
2021-02,FOOD_ZERO_DRIFT_R24,1,-0.23922930359386602
2021-02,FOOD_ZERO_DRIFT_R24,2,-0.3037630089374602
2021-02,FOOD_ZERO_DRIFT_R24,3,0.46314450699469845
2021-02,FOOD_ZERO_DRIFT_R24,4,-0.16804866136623509
2021-02,FOOD_ZERO_DRIFT_R24,5,-0.7173321281673031
2021-02,FOOD_ZERO_DRIFT_R24,6,-0.7070939053662952
2021-02,FOOD_ZERO_DRIFT_R24,7,-0.21353358528713404
2021-02,FOOD_ZERO_DRIFT_R24,8,0.29582143907993563
2021-02,FOOD_ZERO_DRIFT_R24,9,0.050572263117664745
2021-02,FOOD_ZERO_DRIFT_R24,10,-0.020033197970594385
2021-02,FOOD_ZERO_DRIFT_R24,11,1.4289537906566294
2021-02,FOOD_ZERO_DRIFT_R24,12,0.13679873354836333
2021-02,FOOD_ROBUST_WINDOW_R24,1,0.02462509076076186
2021-02,FOOD_ROBUST_WINDOW_R24,2,-0.03990861458283235
2021-02,FOOD_ROBUST_WINDOW_R24,3,0.7269989013493263
2021-02,FOOD_ROBUST_WINDOW_R24,4,0.09580573298839279
2021-02,FOOD_ROBUST_WINDOW_R24,5,-0.4534777338126752
2021-02,FOOD_ROBUST_WINDOW_R24,6,-0.44323951101166736
2021-02,FOOD_ROBUST_WINDOW_R24,7,0.05032080906749384
2021-02,FOOD_ROBUST_WINDOW_R24,8,0.5596758334345635
2021-02,FOOD_ROBUST_WINDOW_R24,9,0.3144266574722926
2021-02,FOOD_ROBUST_WINDOW_R24,10,0.2438211963840335
2021-02,FOOD_ROBUST_WINDOW_R24,11,1.6928081850112573
2021-02,FOOD_ROBUST_WINDOW_R24,12,0.40065312790299124
2021-02,FOOD_NORM_SHIFT_R24,1,-0.018318653162502196
2021-02,FOOD_NORM_SHIFT_R24,2,-0.0828523585060964
2021-02,FOOD_NORM_SHIFT_R24,3,0.6840551574260623
2021-02,FOOD_NORM_SHIFT_R24,4,0.052861989065128734
2021-02,FOOD_NORM_SHIFT_R24,5,-0.49642147773593925
2021-02,FOOD_NORM_SHIFT_R24,6,-0.4861832549349314
2021-02,FOOD_NORM_SHIFT_R24,7,0.007377065144229783
2021-02,FOOD_NORM_SHIFT_R24,8,0.5167320895112995
2021-02,FOOD_NORM_SHIFT_R24,9,0.27148291354902854
2021-02,FOOD_NORM_SHIFT_R24,10,0.20087745246076943
2021-02,FOOD_NORM_SHIFT_R24,11,1.6498644410879932
2021-02,FOOD_NORM_SHIFT_R24,12,0.3577093839797272
2021-02,FOOD_NORM_REFIT_R24,1,-0.017893981151266142
2021-02,FOOD_NORM_REFIT_R24,2,-0.08351434110962161
2021-02,FOOD_NORM_REFIT_R24,3,0.684538547401188
2021-02,FOOD_NORM_REFIT_R24,4,0.05273240460337087
2021-02,FOOD_NORM_REFIT_R24,5,-0.4958724542625605
2021-02,FOOD_NORM_REFIT_R24,6,-0.48620874595720065
2021-02,FOOD_NORM_REFIT_R24,7,0.007371693274858868
2021-02,FOOD_NORM_REFIT_R24,8,0.5167924112689004
2021-02,FOOD_NORM_REFIT_R24,9,0.2714796774519241
2021-02,FOOD_NORM_REFIT_R24,10,0.20089635403352046
2021-02,FOOD_NORM_REFIT_R24,11,1.6498618373756346
2021-02,FOOD_NORM_REFIT_R24,12,0.3577106140382421
2021-03,FOOD_STABLE_PIPELINE_R14B,1,-0.11053631185195006
2021-03,FOOD_STABLE_PIPELINE_R14B,2,0.6331399889075238
2021-03,FOOD_STABLE_PIPELINE_R14B,3,0.020957449859789534
2021-03,FOOD_STABLE_PIPELINE_R14B,4,-0.5391109084285812
2021-03,FOOD_STABLE_PIPELINE_R14B,5,-0.5139076533476598
2021-03,FOOD_STABLE_PIPELINE_R14B,6,-0.021766581324302144
2021-03,FOOD_STABLE_PIPELINE_R14B,7,0.48860056663595547
2021-03,FOOD_STABLE_PIPELINE_R14B,8,0.2444481223663597
2021-03,FOOD_STABLE_PIPELINE_R14B,9,0.17411799044365645
2021-03,FOOD_STABLE_PIPELINE_R14B,10,1.623438562174627
2021-03,FOOD_STABLE_PIPELINE_R14B,11,0.2761949343600185
2021-03,FOOD_STABLE_PIPELINE_R14B,12,0.023385284157484622
2021-03,FOOD_ZERO_DRIFT_R24,1,-0.30065541936596096
2021-03,FOOD_ZERO_DRIFT_R24,2,0.4430208813935129
2021-03,FOOD_ZERO_DRIFT_R24,3,-0.16916165765422134
2021-03,FOOD_ZERO_DRIFT_R24,4,-0.7292300159425921
2021-03,FOOD_ZERO_DRIFT_R24,5,-0.7040267608616706
2021-03,FOOD_ZERO_DRIFT_R24,6,-0.21188568883831302
2021-03,FOOD_ZERO_DRIFT_R24,7,0.29848145912194457
2021-03,FOOD_ZERO_DRIFT_R24,8,0.05432901485234884
2021-03,FOOD_ZERO_DRIFT_R24,9,-0.016001117070354426
2021-03,FOOD_ZERO_DRIFT_R24,10,1.433319454660616
2021-03,FOOD_ZERO_DRIFT_R24,11,0.08607582684600765
2021-03,FOOD_ZERO_DRIFT_R24,12,-0.16673382335652626
2021-03,FOOD_ROBUST_WINDOW_R24,1,-0.05222482636513326
2021-03,FOOD_ROBUST_WINDOW_R24,2,0.6914514743943406
2021-03,FOOD_ROBUST_WINDOW_R24,3,0.07926893534660637
2021-03,FOOD_ROBUST_WINDOW_R24,4,-0.48079942294176437
2021-03,FOOD_ROBUST_WINDOW_R24,5,-0.4555961678608429
2021-03,FOOD_ROBUST_WINDOW_R24,6,0.036544904162514685
2021-03,FOOD_ROBUST_WINDOW_R24,7,0.5469120521227723
2021-03,FOOD_ROBUST_WINDOW_R24,8,0.30275960785317657
2021-03,FOOD_ROBUST_WINDOW_R24,9,0.23242947593047328
2021-03,FOOD_ROBUST_WINDOW_R24,10,1.6817500476614438
2021-03,FOOD_ROBUST_WINDOW_R24,11,0.3345064198468354
2021-03,FOOD_ROBUST_WINDOW_R24,12,0.08169676964430145
2021-03,FOOD_NORM_SHIFT_R24,1,-0.08018400655905009
2021-03,FOOD_NORM_SHIFT_R24,2,0.6634922942004238
2021-03,FOOD_NORM_SHIFT_R24,3,0.05130975515268954
2021-03,FOOD_NORM_SHIFT_R24,4,-0.5087586031356812
2021-03,FOOD_NORM_SHIFT_R24,5,-0.48355534805475975
2021-03,FOOD_NORM_SHIFT_R24,6,0.008585723968597858
2021-03,FOOD_NORM_SHIFT_R24,7,0.5189528719288554
2021-03,FOOD_NORM_SHIFT_R24,8,0.2748004276592597
2021-03,FOOD_NORM_SHIFT_R24,9,0.20447029573655645
2021-03,FOOD_NORM_SHIFT_R24,10,1.653790867467527
2021-03,FOOD_NORM_SHIFT_R24,11,0.3065472396529185
2021-03,FOOD_NORM_SHIFT_R24,12,0.05373758945038462
2021-03,FOOD_NORM_REFIT_R24,1,-0.08044588574650652
2021-03,FOOD_NORM_REFIT_R24,2,0.662256646946123
2021-03,FOOD_NORM_REFIT_R24,3,0.051553544443995875
2021-03,FOOD_NORM_REFIT_R24,4,-0.5089146602034306
2021-03,FOOD_NORM_REFIT_R24,5,-0.4831989225626367
2021-03,FOOD_NORM_REFIT_R24,6,0.008539480468160396
2021-03,FOOD_NORM_REFIT_R24,7,0.5189485369353011
2021-03,FOOD_NORM_REFIT_R24,8,0.2748392574094786
2021-03,FOOD_NORM_REFIT_R24,9,0.2044690343622658
2021-03,FOOD_NORM_REFIT_R24,10,1.6537988927501142
2021-03,FOOD_NORM_REFIT_R24,11,0.3065464822743972
2021-03,FOOD_NORM_REFIT_R24,12,0.05373841901015806
2021-04,FOOD_STABLE_PIPELINE_R14B,1,0.7110646064171491
2021-04,FOOD_STABLE_PIPELINE_R14B,2,0.09910684629461669
2021-04,FOOD_STABLE_PIPELINE_R14B,3,-0.4899688812944399
2021-04,FOOD_STABLE_PIPELINE_R14B,4,-0.4735132642230858
2021-04,FOOD_STABLE_PIPELINE_R14B,5,-0.000885104504713595
2021-04,FOOD_STABLE_PIPELINE_R14B,6,0.49886575873993494
2021-04,FOOD_STABLE_PIPELINE_R14B,7,0.25046838961536616
2021-04,FOOD_STABLE_PIPELINE_R14B,8,0.1772384970530338
2021-04,FOOD_STABLE_PIPELINE_R14B,9,1.624784818798448
2021-04,FOOD_STABLE_PIPELINE_R14B,10,0.27673733594318684
2021-04,FOOD_STABLE_PIPELINE_R14B,11,0.01957530501474459
2021-04,FOOD_STABLE_PIPELINE_R14B,12,-0.1588651339992428
2021-04,FOOD_ZERO_DRIFT_R24,1,0.5212726121339032
2021-04,FOOD_ZERO_DRIFT_R24,2,-0.0906851479886292
2021-04,FOOD_ZERO_DRIFT_R24,3,-0.6797608755776858
2021-04,FOOD_ZERO_DRIFT_R24,4,-0.6633052585063317
2021-04,FOOD_ZERO_DRIFT_R24,5,-0.1906770987879595
2021-04,FOOD_ZERO_DRIFT_R24,6,0.30907376445668905
2021-04,FOOD_ZERO_DRIFT_R24,7,0.06067639533212027
2021-04,FOOD_ZERO_DRIFT_R24,8,-0.012553497230212096
2021-04,FOOD_ZERO_DRIFT_R24,9,1.4349928245152022
2021-04,FOOD_ZERO_DRIFT_R24,10,0.08694534165994094
2021-04,FOOD_ZERO_DRIFT_R24,11,-0.1702166892685013
2021-04,FOOD_ZERO_DRIFT_R24,12,-0.3486571282824887
2021-04,FOOD_ROBUST_WINDOW_R24,1,0.7542794037809307
2021-04,FOOD_ROBUST_WINDOW_R24,2,0.14232164365839833
2021-04,FOOD_ROBUST_WINDOW_R24,3,-0.4467540839306583
2021-04,FOOD_ROBUST_WINDOW_R24,4,-0.4302984668593042
2021-04,FOOD_ROBUST_WINDOW_R24,5,0.04232969285906804
2021-04,FOOD_ROBUST_WINDOW_R24,6,0.5420805561037165
2021-04,FOOD_ROBUST_WINDOW_R24,7,0.2936831869791478
2021-04,FOOD_ROBUST_WINDOW_R24,8,0.22045329441681544
2021-04,FOOD_ROBUST_WINDOW_R24,9,1.6679996161622297
2021-04,FOOD_ROBUST_WINDOW_R24,10,0.3199521333069685
2021-04,FOOD_ROBUST_WINDOW_R24,11,0.06279010237852622
2021-04,FOOD_ROBUST_WINDOW_R24,12,-0.11565033663546115
2021-04,FOOD_NORM_SHIFT_R24,1,0.741697992139684
2021-04,FOOD_NORM_SHIFT_R24,2,0.12974023201715165
2021-04,FOOD_NORM_SHIFT_R24,3,-0.459335495571905
2021-04,FOOD_NORM_SHIFT_R24,4,-0.4428798785005509
2021-04,FOOD_NORM_SHIFT_R24,5,0.02974828121782136
2021-04,FOOD_NORM_SHIFT_R24,6,0.5294991444624699
2021-04,FOOD_NORM_SHIFT_R24,7,0.28110177533790115
2021-04,FOOD_NORM_SHIFT_R24,8,0.20787188277556876
2021-04,FOOD_NORM_SHIFT_R24,9,1.655418204520983
2021-04,FOOD_NORM_SHIFT_R24,10,0.30737072166572177
2021-04,FOOD_NORM_SHIFT_R24,11,0.05020869073727954
2021-04,FOOD_NORM_SHIFT_R24,12,-0.12823174827670783
2021-04,FOOD_NORM_REFIT_R24,1,0.7417489604005376
2021-04,FOOD_NORM_REFIT_R24,2,0.12933477951058414
2021-04,FOOD_NORM_REFIT_R24,3,-0.458462006434988
2021-04,FOOD_NORM_REFIT_R24,4,-0.44275408922985904
2021-04,FOOD_NORM_REFIT_R24,5,0.030510927047493735
2021-04,FOOD_NORM_REFIT_R24,6,0.529693908174167
2021-04,FOOD_NORM_REFIT_R24,7,0.2812177513812855
2021-04,FOOD_NORM_REFIT_R24,8,0.20800414135083045
2021-04,FOOD_NORM_REFIT_R24,9,1.6554526731620478
2021-04,FOOD_NORM_REFIT_R24,10,0.3074104734266198
2021-04,FOOD_NORM_REFIT_R24,11,0.05021804748914337
2021-04,FOOD_NORM_REFIT_R24,12,-0.12822758714796048
2021-05,FOOD_STABLE_PIPELINE_R14B,1,0.08417594630812217
2021-05,FOOD_STABLE_PIPELINE_R14B,2,-0.4570056666871711
2021-05,FOOD_STABLE_PIPELINE_R14B,3,-0.47592852726179297
2021-05,FOOD_STABLE_PIPELINE_R14B,4,0.015474143324924767
2021-05,FOOD_STABLE_PIPELINE_R14B,5,0.4949347285907292
2021-05,FOOD_STABLE_PIPELINE_R14B,6,0.25188137655571535
2021-05,FOOD_STABLE_PIPELINE_R14B,7,0.17899715089421706
2021-05,FOOD_STABLE_PIPELINE_R14B,8,1.6245051996693458
2021-05,FOOD_STABLE_PIPELINE_R14B,9,0.27715580428181175
2021-05,FOOD_STABLE_PIPELINE_R14B,10,0.019491014466704128
2021-05,FOOD_STABLE_PIPELINE_R14B,11,-0.0015166170921924707
2021-05,FOOD_STABLE_PIPELINE_R14B,12,0.6764811011391876
2021-05,FOOD_ZERO_DRIFT_R24,1,-0.11872669436462638
2021-05,FOOD_ZERO_DRIFT_R24,2,-0.6599083073599197
2021-05,FOOD_ZERO_DRIFT_R24,3,-0.6788311679345416
2021-05,FOOD_ZERO_DRIFT_R24,4,-0.18742849734782377
2021-05,FOOD_ZERO_DRIFT_R24,5,0.29203208791798063
2021-05,FOOD_ZERO_DRIFT_R24,6,0.048978735882966806
2021-05,FOOD_ZERO_DRIFT_R24,7,-0.02390548977853149
2021-05,FOOD_ZERO_DRIFT_R24,8,1.4216025589965973
2021-05,FOOD_ZERO_DRIFT_R24,9,0.0742531636090632
2021-05,FOOD_ZERO_DRIFT_R24,10,-0.18341162620604443
2021-05,FOOD_ZERO_DRIFT_R24,11,-0.20441925776494102
2021-05,FOOD_ZERO_DRIFT_R24,12,0.47357846046643903
2021-05,FOOD_ROBUST_WINDOW_R24,1,0.11406331861337354
2021-05,FOOD_ROBUST_WINDOW_R24,2,-0.4271182943819197
2021-05,FOOD_ROBUST_WINDOW_R24,3,-0.4460411549565416
2021-05,FOOD_ROBUST_WINDOW_R24,4,0.04536151563017615
2021-05,FOOD_ROBUST_WINDOW_R24,5,0.5248221008959806
2021-05,FOOD_ROBUST_WINDOW_R24,6,0.2817687488609667
2021-05,FOOD_ROBUST_WINDOW_R24,7,0.20888452319946843
2021-05,FOOD_ROBUST_WINDOW_R24,8,1.654392571974597
2021-05,FOOD_ROBUST_WINDOW_R24,9,0.30704317658706315
2021-05,FOOD_ROBUST_WINDOW_R24,10,0.049378386771955496
2021-05,FOOD_ROBUST_WINDOW_R24,11,0.0283707552130589
2021-05,FOOD_ROBUST_WINDOW_R24,12,0.706368473444439
2021-05,FOOD_NORM_SHIFT_R24,1,0.10165265284002445
2021-05,FOOD_NORM_SHIFT_R24,2,-0.4395289601552689
2021-05,FOOD_NORM_SHIFT_R24,3,-0.45845182072989077
2021-05,FOOD_NORM_SHIFT_R24,4,0.03295084985682706
2021-05,FOOD_NORM_SHIFT_R24,5,0.5124114351226314
2021-05,FOOD_NORM_SHIFT_R24,6,0.26935808308761766
2021-05,FOOD_NORM_SHIFT_R24,7,0.19647385742611934
2021-05,FOOD_NORM_SHIFT_R24,8,1.6419819062012482
2021-05,FOOD_NORM_SHIFT_R24,9,0.294632510813714
2021-05,FOOD_NORM_SHIFT_R24,10,0.0369677209986064
2021-05,FOOD_NORM_SHIFT_R24,11,0.015960089439709807
2021-05,FOOD_NORM_SHIFT_R24,12,0.6939578076710898
2021-05,FOOD_NORM_REFIT_R24,1,0.10230764622533876
2021-05,FOOD_NORM_REFIT_R24,2,-0.4395676714552129
2021-05,FOOD_NORM_REFIT_R24,3,-0.4577983423588206
2021-05,FOOD_NORM_REFIT_R24,4,0.03316675615746517
2021-05,FOOD_NORM_REFIT_R24,5,0.512878418414091
2021-05,FOOD_NORM_REFIT_R24,6,0.26944239726215763
2021-05,FOOD_NORM_REFIT_R24,7,0.1965329986059153
2021-05,FOOD_NORM_REFIT_R24,8,1.6420489112308334
2021-05,FOOD_NORM_REFIT_R24,9,0.29464681277633503
2021-05,FOOD_NORM_REFIT_R24,10,0.03698472503679081
2021-05,FOOD_NORM_REFIT_R24,11,0.015961733240201607
2021-05,FOOD_NORM_REFIT_R24,12,0.6939592599302759
2021-06,FOOD_STABLE_PIPELINE_R14B,1,-0.40057970299764745
2021-06,FOOD_STABLE_PIPELINE_R14B,2,-0.5001278372986375
2021-06,FOOD_STABLE_PIPELINE_R14B,3,0.06424320596239107
2021-06,FOOD_STABLE_PIPELINE_R14B,4,0.4830427714131155
2021-06,FOOD_STABLE_PIPELINE_R14B,5,0.27371182559387985
2021-06,FOOD_STABLE_PIPELINE_R14B,6,0.18455296739260574
2021-06,FOOD_STABLE_PIPELINE_R14B,7,1.6240243855063128
2021-06,FOOD_STABLE_PIPELINE_R14B,8,0.28107315244019854
2021-06,FOOD_STABLE_PIPELINE_R14B,9,0.019062206521993173
2021-06,FOOD_STABLE_PIPELINE_R14B,10,-0.0007497222181954434
2021-06,FOOD_STABLE_PIPELINE_R14B,11,0.46221284301769405
2021-06,FOOD_STABLE_PIPELINE_R14B,12,-0.01961794669558458
2021-06,FOOD_ZERO_DRIFT_R24,1,-0.5856138931704371
2021-06,FOOD_ZERO_DRIFT_R24,2,-0.6851620274714272
2021-06,FOOD_ZERO_DRIFT_R24,3,-0.12079098421039859
2021-06,FOOD_ZERO_DRIFT_R24,4,0.29800858124032586
2021-06,FOOD_ZERO_DRIFT_R24,5,0.0886776354210902
2021-06,FOOD_ZERO_DRIFT_R24,6,-0.00048122278018392084
2021-06,FOOD_ZERO_DRIFT_R24,7,1.4389901953335231
2021-06,FOOD_ZERO_DRIFT_R24,8,0.09603896226740888
2021-06,FOOD_ZERO_DRIFT_R24,9,-0.1659719836507965
2021-06,FOOD_ZERO_DRIFT_R24,10,-0.1857839123909851
2021-06,FOOD_ZERO_DRIFT_R24,11,0.2771786528449044
2021-06,FOOD_ZERO_DRIFT_R24,12,-0.20465213686837425
2021-06,FOOD_ROBUST_WINDOW_R24,1,-0.35304065886146485
2021-06,FOOD_ROBUST_WINDOW_R24,2,-0.4525887931624549
2021-06,FOOD_ROBUST_WINDOW_R24,3,0.11178225009857369
2021-06,FOOD_ROBUST_WINDOW_R24,4,0.5305818155492982
2021-06,FOOD_ROBUST_WINDOW_R24,5,0.32125086973006245
2021-06,FOOD_ROBUST_WINDOW_R24,6,0.23209201152878836
2021-06,FOOD_ROBUST_WINDOW_R24,7,1.6715634296424955
2021-06,FOOD_ROBUST_WINDOW_R24,8,0.3286121965763812
2021-06,FOOD_ROBUST_WINDOW_R24,9,0.06660125065817579
2021-06,FOOD_ROBUST_WINDOW_R24,10,0.04678932191798718
2021-06,FOOD_ROBUST_WINDOW_R24,11,0.5097518871538766
2021-06,FOOD_ROBUST_WINDOW_R24,12,0.027921097440598036
2021-06,FOOD_NORM_SHIFT_R24,1,-0.36569276816059937
2021-06,FOOD_NORM_SHIFT_R24,2,-0.46524090246158945
2021-06,FOOD_NORM_SHIFT_R24,3,0.09913014079943912
2021-06,FOOD_NORM_SHIFT_R24,4,0.5179297062501635
2021-06,FOOD_NORM_SHIFT_R24,5,0.30859876043092793
2021-06,FOOD_NORM_SHIFT_R24,6,0.2194399022296538
2021-06,FOOD_NORM_SHIFT_R24,7,1.6589113203433608
2021-06,FOOD_NORM_SHIFT_R24,8,0.31596008727724656
2021-06,FOOD_NORM_SHIFT_R24,9,0.05394914135904122
2021-06,FOOD_NORM_SHIFT_R24,10,0.03413721261885261
2021-06,FOOD_NORM_SHIFT_R24,11,0.49709977785474213
2021-06,FOOD_NORM_SHIFT_R24,12,0.015268988141463463
2021-06,FOOD_NORM_REFIT_R24,1,-0.3654467630534587
2021-06,FOOD_NORM_REFIT_R24,2,-0.4659003049137416
2021-06,FOOD_NORM_REFIT_R24,3,0.10038632862675054
2021-06,FOOD_NORM_REFIT_R24,4,0.517807547171861
2021-06,FOOD_NORM_REFIT_R24,5,0.3093292326906619
2021-06,FOOD_NORM_REFIT_R24,6,0.21979122240408488
2021-06,FOOD_NORM_REFIT_R24,7,1.6590278384448034
2021-06,FOOD_NORM_REFIT_R24,8,0.3161307317144468
2021-06,FOOD_NORM_REFIT_R24,9,0.053991508854109374
2021-06,FOOD_NORM_REFIT_R24,10,0.03418063789878089
2021-06,FOOD_NORM_REFIT_R24,11,0.49712230907801197
2021-06,FOOD_NORM_REFIT_R24,12,0.01527117535678098
2021-07,FOOD_STABLE_PIPELINE_R14B,1,-0.46048196388741436
2021-07,FOOD_STABLE_PIPELINE_R14B,2,0.0572130968317813
2021-07,FOOD_STABLE_PIPELINE_R14B,3,0.510962486332748
2021-07,FOOD_STABLE_PIPELINE_R14B,4,0.26786950620774386
2021-07,FOOD_STABLE_PIPELINE_R14B,5,0.19591122253578275
2021-07,FOOD_STABLE_PIPELINE_R14B,6,1.627752374653122
2021-07,FOOD_STABLE_PIPELINE_R14B,7,0.2809953707359925
2021-07,FOOD_STABLE_PIPELINE_R14B,8,0.021094499865693138
2021-07,FOOD_STABLE_PIPELINE_R14B,9,-0.0009138598339154285
2021-07,FOOD_STABLE_PIPELINE_R14B,10,0.462566333482926
