origin,model,h,log_rate
2023-04,FOOD_ZERO_DRIFT_R24,9,1.7475893433817298
2023-04,FOOD_ZERO_DRIFT_R24,10,-0.014152888310881406
2023-04,FOOD_ZERO_DRIFT_R24,11,-0.31818239864843534
2023-04,FOOD_ZERO_DRIFT_R24,12,0.030634794521330222
2023-04,FOOD_ROBUST_WINDOW_R24,1,0.5813911629017465
2023-04,FOOD_ROBUST_WINDOW_R24,2,0.006235128549775759
2023-04,FOOD_ROBUST_WINDOW_R24,3,-0.35181501570481283
2023-04,FOOD_ROBUST_WINDOW_R24,4,-0.5415604788728865
2023-04,FOOD_ROBUST_WINDOW_R24,5,-0.35332947638804996
2023-04,FOOD_ROBUST_WINDOW_R24,6,0.46455294252504414
2023-04,FOOD_ROBUST_WINDOW_R24,7,0.32906850435678836
2023-04,FOOD_ROBUST_WINDOW_R24,8,0.04929410300276166
2023-04,FOOD_ROBUST_WINDOW_R24,9,2.037401626521238
2023-04,FOOD_ROBUST_WINDOW_R24,10,0.275659394828627
2023-04,FOOD_ROBUST_WINDOW_R24,11,-0.02837011550892693
2023-04,FOOD_ROBUST_WINDOW_R24,12,0.32044707766083863
2023-04,FOOD_NORM_SHIFT_R24,1,0.5147791441180604
2023-04,FOOD_NORM_SHIFT_R24,2,-0.06037689023391038
2023-04,FOOD_NORM_SHIFT_R24,3,-0.41842703448849894
2023-04,FOOD_NORM_SHIFT_R24,4,-0.6081724976565726
2023-04,FOOD_NORM_SHIFT_R24,5,-0.41994149517173607
2023-04,FOOD_NORM_SHIFT_R24,6,0.39794092374135803
2023-04,FOOD_NORM_SHIFT_R24,7,0.2624564855731022
2023-04,FOOD_NORM_SHIFT_R24,8,-0.01731791578092448
2023-04,FOOD_NORM_SHIFT_R24,9,1.970789607737552
2023-04,FOOD_NORM_SHIFT_R24,10,0.20904737604494086
2023-04,FOOD_NORM_SHIFT_R24,11,-0.09498213429261307
2023-04,FOOD_NORM_SHIFT_R24,12,0.2538350588771525
2023-04,FOOD_NORM_REFIT_R24,1,0.5750759168804607
2023-04,FOOD_NORM_REFIT_R24,2,-0.01443119731486972
2023-04,FOOD_NORM_REFIT_R24,3,-0.39043699781867397
2023-04,FOOD_NORM_REFIT_R24,4,-0.5886156100832238
2023-04,FOOD_NORM_REFIT_R24,5,-0.408672677698525
2023-04,FOOD_NORM_REFIT_R24,6,0.4028549235446771
2023-04,FOOD_NORM_REFIT_R24,7,0.26506248014309447
2023-04,FOOD_NORM_REFIT_R24,8,-0.016303451619637206
2023-04,FOOD_NORM_REFIT_R24,9,1.970863615708681
2023-04,FOOD_NORM_REFIT_R24,10,0.20864523381368436
2023-04,FOOD_NORM_REFIT_R24,11,-0.09562772394118842
2023-04,FOOD_NORM_REFIT_R24,12,0.2531459048689002
2023-05,FOOD_STABLE_PIPELINE_R14B,1,-0.1028216104068766
2023-05,FOOD_STABLE_PIPELINE_R14B,2,-0.49489648385205437
2023-05,FOOD_STABLE_PIPELINE_R14B,3,-0.5686170838052811
2023-05,FOOD_STABLE_PIPELINE_R14B,4,-0.3738211681443785
2023-05,FOOD_STABLE_PIPELINE_R14B,5,0.5008484214986832
2023-05,FOOD_STABLE_PIPELINE_R14B,6,0.4030177968624772
2023-05,FOOD_STABLE_PIPELINE_R14B,7,0.14196525895020845
2023-05,FOOD_STABLE_PIPELINE_R14B,8,2.148803433654582
2023-05,FOOD_STABLE_PIPELINE_R14B,9,0.40009749288337215
2023-05,FOOD_STABLE_PIPELINE_R14B,10,0.10632490947841933
2023-05,FOOD_STABLE_PIPELINE_R14B,11,0.1929676477651439
2023-05,FOOD_STABLE_PIPELINE_R14B,12,0.8413820583746904
2023-05,FOOD_ZERO_DRIFT_R24,1,-0.5358585477220116
2023-05,FOOD_ZERO_DRIFT_R24,2,-0.9279334211671894
2023-05,FOOD_ZERO_DRIFT_R24,3,-1.0016540211204161
2023-05,FOOD_ZERO_DRIFT_R24,4,-0.8068581054595134
2023-05,FOOD_ZERO_DRIFT_R24,5,0.06781148418354827
2023-05,FOOD_ZERO_DRIFT_R24,6,-0.0300191404526578
2023-05,FOOD_ZERO_DRIFT_R24,7,-0.29107167836492653
2023-05,FOOD_ZERO_DRIFT_R24,8,1.715766496339447
2023-05,FOOD_ZERO_DRIFT_R24,9,-0.03293944443176283
2023-05,FOOD_ZERO_DRIFT_R24,10,-0.32671202783671566
2023-05,FOOD_ZERO_DRIFT_R24,11,-0.24006928954999107
2023-05,FOOD_ZERO_DRIFT_R24,12,0.4083451210595554
2023-05,FOOD_ROBUST_WINDOW_R24,1,-0.24286179424239357
2023-05,FOOD_ROBUST_WINDOW_R24,2,-0.6349366676875714
2023-05,FOOD_ROBUST_WINDOW_R24,3,-0.7086572676407981
2023-05,FOOD_ROBUST_WINDOW_R24,4,-0.5138613519798954
2023-05,FOOD_ROBUST_WINDOW_R24,5,0.3608082376631663
2023-05,FOOD_ROBUST_WINDOW_R24,6,0.2629776130269602
2023-05,FOOD_ROBUST_WINDOW_R24,7,0.0019250751146914769
2023-05,FOOD_ROBUST_WINDOW_R24,8,2.008763249819065
2023-05,FOOD_ROBUST_WINDOW_R24,9,0.2600573090478552
2023-05,FOOD_ROBUST_WINDOW_R24,10,-0.033715274357097647
2023-05,FOOD_ROBUST_WINDOW_R24,11,0.05292746392962694
2023-05,FOOD_ROBUST_WINDOW_R24,12,0.7013418745391734
2023-05,FOOD_NORM_SHIFT_R24,1,-0.3119760074020015
2023-05,FOOD_NORM_SHIFT_R24,2,-0.7040508808471793
2023-05,FOOD_NORM_SHIFT_R24,3,-0.777771480800406
2023-05,FOOD_NORM_SHIFT_R24,4,-0.5829755651395033
2023-05,FOOD_NORM_SHIFT_R24,5,0.2916940245035583
2023-05,FOOD_NORM_SHIFT_R24,6,0.19386339986735227
2023-05,FOOD_NORM_SHIFT_R24,7,-0.06718913804491647
2023-05,FOOD_NORM_SHIFT_R24,8,1.939649036659457
2023-05,FOOD_NORM_SHIFT_R24,9,0.19094309588824723
2023-05,FOOD_NORM_SHIFT_R24,10,-0.10282948751670559
2023-05,FOOD_NORM_SHIFT_R24,11,-0.016186749229981007
2023-05,FOOD_NORM_SHIFT_R24,12,0.6322276613795654
2023-05,FOOD_NORM_REFIT_R24,1,-0.3020525496445323
2023-05,FOOD_NORM_REFIT_R24,2,-0.6948575665580814
2023-05,FOOD_NORM_REFIT_R24,3,-0.7802503755304726
2023-05,FOOD_NORM_REFIT_R24,4,-0.5870363324678807
2023-05,FOOD_NORM_REFIT_R24,5,0.2826618736095844
2023-05,FOOD_NORM_REFIT_R24,6,0.18580781186022105
2023-05,FOOD_NORM_REFIT_R24,7,-0.07395228143266429
2023-05,FOOD_NORM_REFIT_R24,8,1.9335863919187493
2023-05,FOOD_NORM_REFIT_R24,9,0.18594739992548537
2023-05,FOOD_NORM_REFIT_R24,10,-0.10694759684983968
2023-05,FOOD_NORM_REFIT_R24,11,-0.019441729751940293
2023-05,FOOD_NORM_REFIT_R24,12,0.6296959060160121
2023-06,FOOD_STABLE_PIPELINE_R14B,1,-0.6539728508783922
2023-06,FOOD_STABLE_PIPELINE_R14B,2,-0.6878182037555249
2023-06,FOOD_STABLE_PIPELINE_R14B,3,-0.4836191652803626
2023-06,FOOD_STABLE_PIPELINE_R14B,4,0.4133436133914495
2023-06,FOOD_STABLE_PIPELINE_R14B,5,0.3223327813626591
2023-06,FOOD_STABLE_PIPELINE_R14B,6,0.07960075240527983
2023-06,FOOD_STABLE_PIPELINE_R14B,7,2.1023165234006833
2023-06,FOOD_STABLE_PIPELINE_R14B,8,0.363604704528248
2023-06,FOOD_STABLE_PIPELINE_R14B,9,0.07833011121983725
2023-06,FOOD_STABLE_PIPELINE_R14B,10,0.17146973242937202
2023-06,FOOD_STABLE_PIPELINE_R14B,11,0.8328508725948423
2023-06,FOOD_STABLE_PIPELINE_R14B,12,0.22538502060446725
2023-06,FOOD_ZERO_DRIFT_R24,1,-1.08766014733159
2023-06,FOOD_ZERO_DRIFT_R24,2,-1.1215055002087229
2023-06,FOOD_ZERO_DRIFT_R24,3,-0.9173064617335606
2023-06,FOOD_ZERO_DRIFT_R24,4,-0.020343683061748496
2023-06,FOOD_ZERO_DRIFT_R24,5,-0.1113545150905389
2023-06,FOOD_ZERO_DRIFT_R24,6,-0.3540865440479182
2023-06,FOOD_ZERO_DRIFT_R24,7,1.6686292269474854
2023-06,FOOD_ZERO_DRIFT_R24,8,-0.07008259192494998
2023-06,FOOD_ZERO_DRIFT_R24,9,-0.35535718523336074
2023-06,FOOD_ZERO_DRIFT_R24,10,-0.26221756402382596
2023-06,FOOD_ZERO_DRIFT_R24,11,0.39916357614164427
2023-06,FOOD_ZERO_DRIFT_R24,12,-0.20830227584873073
2023-06,FOOD_ROBUST_WINDOW_R24,1,-0.7914789235118624
2023-06,FOOD_ROBUST_WINDOW_R24,2,-0.8253242763889952
2023-06,FOOD_ROBUST_WINDOW_R24,3,-0.621125237913833
2023-06,FOOD_ROBUST_WINDOW_R24,4,0.2758375407579791
2023-06,FOOD_ROBUST_WINDOW_R24,5,0.18482670872918872
2023-06,FOOD_ROBUST_WINDOW_R24,6,-0.05790532022819056
2023-06,FOOD_ROBUST_WINDOW_R24,7,1.964810450767213
2023-06,FOOD_ROBUST_WINDOW_R24,8,0.22609863189477764
2023-06,FOOD_ROBUST_WINDOW_R24,9,-0.05917596141363313
2023-06,FOOD_ROBUST_WINDOW_R24,10,0.03396365979590166
2023-06,FOOD_ROBUST_WINDOW_R24,11,0.6953447999613719
2023-06,FOOD_ROBUST_WINDOW_R24,12,0.08787894797099688
2023-06,FOOD_NORM_SHIFT_R24,1,-0.8594322600170989
2023-06,FOOD_NORM_SHIFT_R24,2,-0.8932776128942317
2023-06,FOOD_NORM_SHIFT_R24,3,-0.6890785744190694
2023-06,FOOD_NORM_SHIFT_R24,4,0.20788420425274268
2023-06,FOOD_NORM_SHIFT_R24,5,0.11687337222395228
2023-06,FOOD_NORM_SHIFT_R24,6,-0.125858656733427
2023-06,FOOD_NORM_SHIFT_R24,7,1.8968571142619766
2023-06,FOOD_NORM_SHIFT_R24,8,0.1581452953895412
2023-06,FOOD_NORM_SHIFT_R24,9,-0.12712929791886957
2023-06,FOOD_NORM_SHIFT_R24,10,-0.03398967670933478
2023-06,FOOD_NORM_SHIFT_R24,11,0.6273914634561355
2023-06,FOOD_NORM_SHIFT_R24,12,0.01992561146576044
2023-06,FOOD_NORM_REFIT_R24,1,-0.8335957250638051
2023-06,FOOD_NORM_REFIT_R24,2,-0.8794924387908937
2023-06,FOOD_NORM_REFIT_R24,3,-0.6870927368483399
2023-06,FOOD_NORM_REFIT_R24,4,0.2046713449903274
2023-06,FOOD_NORM_REFIT_R24,5,0.11021610704798146
2023-06,FOOD_NORM_REFIT_R24,6,-0.13466404327578285
2023-06,FOOD_NORM_REFIT_R24,7,1.8887730243349852
2023-06,FOOD_NORM_REFIT_R24,8,0.15099675424892994
2023-06,FOOD_NORM_REFIT_R24,9,-0.1333046964001482
2023-06,FOOD_NORM_REFIT_R24,10,-0.039076186088726525
2023-06,FOOD_NORM_REFIT_R24,11,0.6232569517259879
2023-06,FOOD_NORM_REFIT_R24,12,0.016636931245699413
2023-07,FOOD_STABLE_PIPELINE_R14B,1,-0.6420471700816568
2023-07,FOOD_STABLE_PIPELINE_R14B,2,-0.4298932074323735
2023-07,FOOD_STABLE_PIPELINE_R14B,3,0.4477869101285815
2023-07,FOOD_STABLE_PIPELINE_R14B,4,0.35598364488207074
2023-07,FOOD_STABLE_PIPELINE_R14B,5,0.10124934348305845
2023-07,FOOD_STABLE_PIPELINE_R14B,6,2.118092223794999
2023-07,FOOD_STABLE_PIPELINE_R14B,7,0.37676046424794857
2023-07,FOOD_STABLE_PIPELINE_R14B,8,0.08807915838715254
2023-07,FOOD_STABLE_PIPELINE_R14B,9,0.17896290528737308
2023-07,FOOD_STABLE_PIPELINE_R14B,10,0.8385007167993522
2023-07,FOOD_STABLE_PIPELINE_R14B,11,0.19717414893217178
2023-07,FOOD_STABLE_PIPELINE_R14B,12,-0.12795009697927545
2023-07,FOOD_ZERO_DRIFT_R24,1,-1.0730283625820487
2023-07,FOOD_ZERO_DRIFT_R24,2,-0.8608743999327655
2023-07,FOOD_ZERO_DRIFT_R24,3,0.01680571762818961
2023-07,FOOD_ZERO_DRIFT_R24,4,-0.07499754761832117
2023-07,FOOD_ZERO_DRIFT_R24,5,-0.32973184901733343
2023-07,FOOD_ZERO_DRIFT_R24,6,1.687111031294607
2023-07,FOOD_ZERO_DRIFT_R24,7,-0.05422072825244334
2023-07,FOOD_ZERO_DRIFT_R24,8,-0.3429020341132394
2023-07,FOOD_ZERO_DRIFT_R24,9,-0.25201828721301883
2023-07,FOOD_ZERO_DRIFT_R24,10,0.4075195242989603
2023-07,FOOD_ZERO_DRIFT_R24,11,-0.23380704356822013
2023-07,FOOD_ZERO_DRIFT_R24,12,-0.5589312894796674
2023-07,FOOD_ROBUST_WINDOW_R24,1,-0.7644356776222845
2023-07,FOOD_ROBUST_WINDOW_R24,2,-0.5522817149730013
2023-07,FOOD_ROBUST_WINDOW_R24,3,0.32539840258795383
2023-07,FOOD_ROBUST_WINDOW_R24,4,0.23359513734144305
2023-07,FOOD_ROBUST_WINDOW_R24,5,-0.021139164057569215
2023-07,FOOD_ROBUST_WINDOW_R24,6,1.9957037162543712
2023-07,FOOD_ROBUST_WINDOW_R24,7,0.2543719567073209
2023-07,FOOD_ROBUST_WINDOW_R24,8,-0.034309349153475166
2023-07,FOOD_ROBUST_WINDOW_R24,9,0.056574397746745386
2023-07,FOOD_ROBUST_WINDOW_R24,10,0.7161122092587245
2023-07,FOOD_ROBUST_WINDOW_R24,11,0.07478564139154409
2023-07,FOOD_ROBUST_WINDOW_R24,12,-0.2503386045199032
2023-07,FOOD_NORM_SHIFT_R24,1,-0.8404551282730764
2023-07,FOOD_NORM_SHIFT_R24,2,-0.6283011656237932
2023-07,FOOD_NORM_SHIFT_R24,3,0.2493789519371619
2023-07,FOOD_NORM_SHIFT_R24,4,0.1575756866906511
2023-07,FOOD_NORM_SHIFT_R24,5,-0.09715861470836115
2023-07,FOOD_NORM_SHIFT_R24,6,1.9196842656035793
2023-07,FOOD_NORM_SHIFT_R24,7,0.17835250605652894
2023-07,FOOD_NORM_SHIFT_R24,8,-0.1103287998042671
2023-07,FOOD_NORM_SHIFT_R24,9,-0.01944505290404655
2023-07,FOOD_NORM_SHIFT_R24,10,0.6400927586079326
2023-07,FOOD_NORM_SHIFT_R24,11,-0.0012338092592478478
2023-07,FOOD_NORM_SHIFT_R24,12,-0.32635805517069516
2023-07,FOOD_NORM_REFIT_R24,1,-0.8174938034946359
2023-07,FOOD_NORM_REFIT_R24,2,-0.6122765193021125
2023-07,FOOD_NORM_REFIT_R24,3,0.2534536895128274
2023-07,FOOD_NORM_REFIT_R24,4,0.15914187491849088
2023-07,FOOD_NORM_REFIT_R24,5,-0.10137804212271084
2023-07,FOOD_NORM_REFIT_R24,6,1.9139945852019178
2023-07,FOOD_NORM_REFIT_R24,7,0.1733284470509915
2023-07,FOOD_NORM_REFIT_R24,8,-0.11501382830950195
2023-07,FOOD_NORM_REFIT_R24,9,-0.02345906597932885
2023-07,FOOD_NORM_REFIT_R24,10,0.636718121172963
2023-07,FOOD_NORM_REFIT_R24,11,-0.004008557626659914
2023-07,FOOD_NORM_REFIT_R24,12,-0.3285577980346552
2023-08,FOOD_STABLE_PIPELINE_R14B,1,-0.48867029980250126
2023-08,FOOD_STABLE_PIPELINE_R14B,2,0.39495162387087
2023-08,FOOD_STABLE_PIPELINE_R14B,3,0.31334461018887716
2023-08,FOOD_STABLE_PIPELINE_R14B,4,0.06442680431972872
2023-08,FOOD_STABLE_PIPELINE_R14B,5,2.0879819191710967
2023-08,FOOD_STABLE_PIPELINE_R14B,6,0.35351381048107
2023-08,FOOD_STABLE_PIPELINE_R14B,7,0.0698254244381285
2023-08,FOOD_STABLE_PIPELINE_R14B,8,0.1647328734674464
2023-08,FOOD_STABLE_PIPELINE_R14B,9,0.8274454068899956
2023-08,FOOD_STABLE_PIPELINE_R14B,10,0.18862040898985477
2023-08,FOOD_STABLE_PIPELINE_R14B,11,-0.22126343536763307
2023-08,FOOD_STABLE_PIPELINE_R14B,12,-0.3114114922539043
2023-08,FOOD_ZERO_DRIFT_R24,1,-0.9124233216252349
2023-08,FOOD_ZERO_DRIFT_R24,2,-0.028801397951863594
2023-08,FOOD_ZERO_DRIFT_R24,3,-0.11040841163385645
2023-08,FOOD_ZERO_DRIFT_R24,4,-0.35932621750300486
2023-08,FOOD_ZERO_DRIFT_R24,5,1.664228897348363
2023-08,FOOD_ZERO_DRIFT_R24,6,-0.07023921134166361
2023-08,FOOD_ZERO_DRIFT_R24,7,-0.3539275973846051
2023-08,FOOD_ZERO_DRIFT_R24,8,-0.2590201483552872
2023-08,FOOD_ZERO_DRIFT_R24,9,0.40369238506726196
2023-08,FOOD_ZERO_DRIFT_R24,10,-0.23513261283287884
2023-08,FOOD_ZERO_DRIFT_R24,11,-0.6450164571903667
2023-08,FOOD_ZERO_DRIFT_R24,12,-0.7351645140766379
2023-08,FOOD_ROBUST_WINDOW_R24,1,-0.5914191755254341
2023-08,FOOD_ROBUST_WINDOW_R24,2,0.2922027481479372
2023-08,FOOD_ROBUST_WINDOW_R24,3,0.21059573446594432
2023-08,FOOD_ROBUST_WINDOW_R24,4,-0.038322071403204094
2023-08,FOOD_ROBUST_WINDOW_R24,5,1.9852330434481638
2023-08,FOOD_ROBUST_WINDOW_R24,6,0.25076493475813716
2023-08,FOOD_ROBUST_WINDOW_R24,7,-0.03292345128480434
2023-08,FOOD_ROBUST_WINDOW_R24,8,0.061983997744513575
2023-08,FOOD_ROBUST_WINDOW_R24,9,0.7246965311670628
2023-08,FOOD_ROBUST_WINDOW_R24,10,0.08587153326692193
2023-08,FOOD_ROBUST_WINDOW_R24,11,-0.32401231109056594
2023-08,FOOD_ROBUST_WINDOW_R24,12,-0.4141603679768371
2023-08,FOOD_NORM_SHIFT_R24,1,-0.6796333086472349
2023-08,FOOD_NORM_SHIFT_R24,2,0.20398861502613633
2023-08,FOOD_NORM_SHIFT_R24,3,0.12238160134414347
2023-08,FOOD_NORM_SHIFT_R24,4,-0.12653620452500494
2023-08,FOOD_NORM_SHIFT_R24,5,1.8970189103263628
2023-08,FOOD_NORM_SHIFT_R24,6,0.1625508016363363
2023-08,FOOD_NORM_SHIFT_R24,7,-0.12113758440660519
2023-08,FOOD_NORM_SHIFT_R24,8,-0.026230135377287273
2023-08,FOOD_NORM_SHIFT_R24,9,0.6364823980452619
2023-08,FOOD_NORM_SHIFT_R24,10,-0.0023425998548789184
2023-08,FOOD_NORM_SHIFT_R24,11,-0.41222644421236676
2023-08,FOOD_NORM_SHIFT_R24,12,-0.5023745010986379
2023-08,FOOD_NORM_REFIT_R24,1,-0.6613232846615864
2023-08,FOOD_NORM_REFIT_R24,2,0.21692466888163592
2023-08,FOOD_NORM_REFIT_R24,3,0.1259373792994502
2023-08,FOOD_NORM_REFIT_R24,4,-0.12699797882098296
2023-08,FOOD_NORM_REFIT_R24,5,1.891860923202526
2023-08,FOOD_NORM_REFIT_R24,6,0.15682954416558298
2023-08,FOOD_NORM_REFIT_R24,7,-0.12624605403773898
2023-08,FOOD_NORM_REFIT_R24,8,-0.03086218638220832
2023-08,FOOD_NORM_REFIT_R24,9,0.6325153294468938
2023-08,FOOD_NORM_REFIT_R24,10,-0.005675614032778699
2023-08,FOOD_NORM_REFIT_R24,11,-0.4149311078450293
2023-08,FOOD_NORM_REFIT_R24,12,-0.5045176488579716
2023-09,FOOD_STABLE_PIPELINE_R14B,1,0.2965865010683784
2023-09,FOOD_STABLE_PIPELINE_R14B,2,0.21193743040914448
2023-09,FOOD_STABLE_PIPELINE_R14B,3,-0.009620945080425103
2023-09,FOOD_STABLE_PIPELINE_R14B,4,2.020134332442211
2023-09,FOOD_STABLE_PIPELINE_R14B,5,0.298983819822416
2023-09,FOOD_STABLE_PIPELINE_R14B,6,0.02992169845128881
2023-09,FOOD_STABLE_PIPELINE_R14B,7,0.13338851182729045
2023-09,FOOD_STABLE_PIPELINE_R14B,8,0.8030801670207312
2023-09,FOOD_STABLE_PIPELINE_R14B,9,0.16968498006014177
2023-09,FOOD_STABLE_PIPELINE_R14B,10,-0.23589292041004886
2023-09,FOOD_STABLE_PIPELINE_R14B,11,-0.3393318722968564
2023-09,FOOD_STABLE_PIPELINE_R14B,12,-0.13638791109152082
2023-09,FOOD_ZERO_DRIFT_R24,1,-0.12577298654429264
2023-09,FOOD_ZERO_DRIFT_R24,2,-0.21042205720352658
2023-09,FOOD_ZERO_DRIFT_R24,3,-0.43198043269309616
2023-09,FOOD_ZERO_DRIFT_R24,4,1.5977748448295401
2023-09,FOOD_ZERO_DRIFT_R24,5,-0.12337566779025505
2023-09,FOOD_ZERO_DRIFT_R24,6,-0.3924377891613823
2023-09,FOOD_ZERO_DRIFT_R24,7,-0.2889709757853806
2023-09,FOOD_ZERO_DRIFT_R24,8,0.3807206794080601
2023-09,FOOD_ZERO_DRIFT_R24,9,-0.2526745075525293
2023-09,FOOD_ZERO_DRIFT_R24,10,-0.6582524080227199
2023-09,FOOD_ZERO_DRIFT_R24,11,-0.7616913599095274
2023-09,FOOD_ZERO_DRIFT_R24,12,-0.5587473987041919
2023-09,FOOD_ROBUST_WINDOW_R24,1,0.20598245480428867
2023-09,FOOD_ROBUST_WINDOW_R24,2,0.12133338414505473
2023-09,FOOD_ROBUST_WINDOW_R24,3,-0.10022499134451485
2023-09,FOOD_ROBUST_WINDOW_R24,4,1.9295302861781214
2023-09,FOOD_ROBUST_WINDOW_R24,5,0.20837977355832626
2023-09,FOOD_ROBUST_WINDOW_R24,6,-0.06068234781280096
2023-09,FOOD_ROBUST_WINDOW_R24,7,0.0427844655632007
2023-09,FOOD_ROBUST_WINDOW_R24,8,0.7124761207566415
2023-09,FOOD_ROBUST_WINDOW_R24,9,0.07908093379605202
2023-09,FOOD_ROBUST_WINDOW_R24,10,-0.3264969666741386
2023-09,FOOD_ROBUST_WINDOW_R24,11,-0.4299359185609461
2023-09,FOOD_ROBUST_WINDOW_R24,12,-0.22699195735561056
2023-09,FOOD_NORM_SHIFT_R24,1,0.10723380510273489
2023-09,FOOD_NORM_SHIFT_R24,2,0.022584734443500953
2023-09,FOOD_NORM_SHIFT_R24,3,-0.19897364104606863
2023-09,FOOD_NORM_SHIFT_R24,4,1.8307816364765677
2023-09,FOOD_NORM_SHIFT_R24,5,0.10963112385677248
2023-09,FOOD_NORM_SHIFT_R24,6,-0.15943099751435474
2023-09,FOOD_NORM_SHIFT_R24,7,-0.05596418413835308
2023-09,FOOD_NORM_SHIFT_R24,8,0.6137274710550876
2023-09,FOOD_NORM_SHIFT_R24,9,-0.01966771590550176
2023-09,FOOD_NORM_SHIFT_R24,10,-0.42524561637569236
2023-09,FOOD_NORM_SHIFT_R24,11,-0.5286845682624999
2023-09,FOOD_NORM_SHIFT_R24,12,-0.32574060705716434
2023-09,FOOD_NORM_REFIT_R24,1,0.11930482364693257
2023-09,FOOD_NORM_REFIT_R24,2,0.03379503663118666
2023-09,FOOD_NORM_REFIT_R24,3,-0.1993793176442848
2023-09,FOOD_NORM_REFIT_R24,4,1.8275967856963664
2023-09,FOOD_NORM_REFIT_R24,5,0.10268447186277063
2023-09,FOOD_NORM_REFIT_R24,6,-0.16671871499153149
2023-09,FOOD_NORM_REFIT_R24,7,-0.062061504127184614
2023-09,FOOD_NORM_REFIT_R24,8,0.6082852142075592
2023-09,FOOD_NORM_REFIT_R24,9,-0.02426635633682419
2023-09,FOOD_NORM_REFIT_R24,10,-0.4290363582661248
2023-09,FOOD_NORM_REFIT_R24,11,-0.5317358324649304
2023-09,FOOD_NORM_REFIT_R24,12,-0.3281385941564062
2023-10,FOOD_STABLE_PIPELINE_R14B,1,0.11350054445889762
2023-10,FOOD_STABLE_PIPELINE_R14B,2,-0.11590498249748848
2023-10,FOOD_STABLE_PIPELINE_R14B,3,1.9481373061915017
2023-10,FOOD_STABLE_PIPELINE_R14B,4,0.22804939547636607
2023-10,FOOD_STABLE_PIPELINE_R14B,5,-0.01803037049244749
2023-10,FOOD_STABLE_PIPELINE_R14B,6,0.09580641700512951
2023-10,FOOD_STABLE_PIPELINE_R14B,7,0.7723404371982839
2023-10,FOOD_STABLE_PIPELINE_R14B,8,0.14620903602479668
2023-10,FOOD_STABLE_PIPELINE_R14B,9,-0.25429129246922183
2023-10,FOOD_STABLE_PIPELINE_R14B,10,-0.3534789026451761
2023-10,FOOD_STABLE_PIPELINE_R14B,11,-0.43963664202241876
2023-10,FOOD_STABLE_PIPELINE_R14B,12,0.6629190774326998
2023-10,FOOD_ZERO_DRIFT_R24,1,-0.2844975549265303
2023-10,FOOD_ZERO_DRIFT_R24,2,-0.5139030818829164
2023-10,FOOD_ZERO_DRIFT_R24,3,1.5501392068060738
2023-10,FOOD_ZERO_DRIFT_R24,4,-0.16994870390906183
2023-10,FOOD_ZERO_DRIFT_R24,5,-0.4160284698778754
2023-10,FOOD_ZERO_DRIFT_R24,6,-0.30219168238029837
2023-10,FOOD_ZERO_DRIFT_R24,7,0.37434233781285603
2023-10,FOOD_ZERO_DRIFT_R24,8,-0.2517890633606312
2023-10,FOOD_ZERO_DRIFT_R24,9,-0.6522893918546497
2023-10,FOOD_ZERO_DRIFT_R24,10,-0.7514770020306041
2023-10,FOOD_ZERO_DRIFT_R24,11,-0.8376347414078467
2023-10,FOOD_ZERO_DRIFT_R24,12,0.26492097804727194
2023-10,FOOD_ROBUST_WINDOW_R24,1,0.051537970214942275
2023-10,FOOD_ROBUST_WINDOW_R24,2,-0.1778675567414439
2023-10,FOOD_ROBUST_WINDOW_R24,3,1.8861747319475464
2023-10,FOOD_ROBUST_WINDOW_R24,4,0.16608682123241073
2023-10,FOOD_ROBUST_WINDOW_R24,5,-0.07999294473640284
2023-10,FOOD_ROBUST_WINDOW_R24,6,0.03384384276117419
2023-10,FOOD_ROBUST_WINDOW_R24,7,0.7103778629543286
2023-10,FOOD_ROBUST_WINDOW_R24,8,0.08424646178084133
2023-10,FOOD_ROBUST_WINDOW_R24,9,-0.3162538667131772
2023-10,FOOD_ROBUST_WINDOW_R24,10,-0.4154414768891315
2023-10,FOOD_ROBUST_WINDOW_R24,11,-0.501599216266374
2023-10,FOOD_ROBUST_WINDOW_R24,12,0.6009565031887445
2023-10,FOOD_NORM_SHIFT_R24,1,-0.050314107797202995
2023-10,FOOD_NORM_SHIFT_R24,2,-0.2797196347535892
2023-10,FOOD_NORM_SHIFT_R24,3,1.7843226539354011
2023-10,FOOD_NORM_SHIFT_R24,4,0.06423474322026546
2023-10,FOOD_NORM_SHIFT_R24,5,-0.1818450227485481
2023-10,FOOD_NORM_SHIFT_R24,6,-0.06800823525097108
2023-10,FOOD_NORM_SHIFT_R24,7,0.6085257849421833
2023-10,FOOD_NORM_SHIFT_R24,8,-0.01760561623130394
2023-10,FOOD_NORM_SHIFT_R24,9,-0.4181059447253225
2023-10,FOOD_NORM_SHIFT_R24,10,-0.5172935549012768
2023-10,FOOD_NORM_SHIFT_R24,11,-0.6034512942785194
2023-10,FOOD_NORM_SHIFT_R24,12,0.49910442517659925
2023-10,FOOD_NORM_REFIT_R24,1,-0.043308418348720124
2023-10,FOOD_NORM_REFIT_R24,2,-0.2756383400941611
2023-10,FOOD_NORM_REFIT_R24,3,1.7799201973616734
2023-10,FOOD_NORM_REFIT_R24,4,0.05904478792218035
2023-10,FOOD_NORM_REFIT_R24,5,-0.19058051748994234
2023-10,FOOD_NORM_REFIT_R24,6,-0.07541112970174252
