origin,h,target,as_of_utc,model,mm_forecast,mm_actual,yy_actual,yy_exante,cumulative_log_forecast,cumulative_log_actual,original_yy
2019-02,0,2019-02,2019-03-10T22:59:00+00:00,TVWQRF_TVW3_FULLM,0.3177548805881821,0.1867413632119507,2.6794258373205744,2.8136990211578414,0.0,0.0,2.8136990211578414
2019-02,1,2019-03,2019-03-10T22:59:00+00:00,TVWQRF_TVW3_FULLM,0.1177040109549455,0.1863932898415576,2.969348659003822,3.067839796415251,0.11763479409266238,0.186219793106462,3.033311338897651
2019-02,2,2019-04,2019-03-10T22:59:00+00:00,TVWQRF_TVW3_FULLM,0.2056885318641424,0.0930232558139509,2.769818529130847,2.9969373127196386,0.32311207672346876,0.27919980910311465,2.949407413822161
2019-02,3,2019-05,2019-03-10T22:59:00+00:00,TVWQRF_TVW3_FULLM,0.2879199484367167,0.6505576208178487,2.9467680608364977,2.802547419651461,0.6106183295611838,0.9276504370292081,2.7551072256734233
2019-02,4,2019-06,2019-03-10T22:59:00+00:00,TVWQRF_TVW3_FULLM,0.2259958364606429,0.1846722068328699,2.7462121212121224,2.632129049141602,0.8363591795316424,1.112152334386138,2.5972259689595987
2019-02,5,2019-07,2019-03-10T22:59:00+00:00,TVWQRF_TVW3_FULLM,0.2140476016334414,0.3686635944700533,2.9300567107750517,2.658357220050737,1.0501780256585487,1.4801380302261995,2.622472127822264
2019-02,6,2019-08,2019-03-10T22:59:00+00:00,TVWQRF_TVW3_FULLM,-0.0346208688140532,0.0918273645546419,2.9272898961284195,2.5259106073214554,1.0155511624381246,1.5719232592490955,2.4900718129204744
2019-02,7,2019-09,2019-03-10T22:59:00+00:00,TVWQRF_TVW3_FULLM,-0.2006173204540595,-0.5504587155963248,2.6515151515151705,2.6175829437417866,0.8147323358885439,1.0199439368893146,2.575039826484781
2019-02,8,2019-10,2019-03-10T22:59:00+00:00,TVWQRF_TVW3_FULLM,0.308868120605506,0.4612546125461358,2.735849056603792,2.559872789112338,1.1231244388403985,1.4801380302262201,2.503590249021495
2019-02,9,2019-11,2019-03-10T22:59:00+00:00,TVWQRF_TVW3_FULLM,0.0629647458517407,0.2754820936639035,3.116147308781873,2.721356292258223,1.1860693702130263,1.7552413674151996,2.6649851336707626
2019-02,10,2019-12,2019-03-10T22:59:00+00:00,TVWQRF_TVW3_FULLM,0.3414378790859839,0.1831501831501825,3.207547169811327,2.98820775013108,1.5269256736097865,1.9382240351228157,2.918337826492587
2019-02,11,2020-01,2019-03-10T22:59:00+00:00,TVWQRF_TVW3_FULLM,1.090192741192755,1.4625228519195457,3.6414565826330487,3.0416772905938196,2.6112186541819318,3.3901551675681305,2.9717710918050866
2019-02,12,2020-02,2019-03-10T22:59:00+00:00,TVWQRF_TVW3_FULLM,0.1986920100668771,0.2702702702702675,3.7278657968313063,2.9193815125817255,2.8097135327543157,3.660060864484629,2.8495582824828816
2019-03,0,2019-03,2019-04-09T21:59:00+00:00,TVWQRF_TVW3_FULLM,0.0994602395416571,0.1863932898415576,2.969348659003822,2.8800008017511463,0.0,0.0,2.880000801751146
2019-03,1,2019-04,2019-04-09T21:59:00+00:00,TVWQRF_TVW3_FULLM,0.1128587710185141,0.0930232558139509,2.769818529130847,2.697410391379067,0.11279513338346987,0.09298001599665265,2.7009921128521124
2019-03,2,2019-05,2019-04-09T21:59:00+00:00,TVWQRF_TVW3_FULLM,0.1568681037990335,0.6505576208178487,2.9467680608364977,2.3807179302346966,0.26954032769295744,0.7414306439227462,2.3732089170296216
2019-03,3,2019-06,2019-04-09T21:59:00+00:00,TVWQRF_TVW3_FULLM,0.1981463550893077,0.1846722068328699,2.7462121212121224,2.1950074184340647,0.4674906318279182,0.9259325412796757,2.1875120259840855
2019-03,4,2019-07,2019-04-09T21:59:00+00:00,TVWQRF_TVW3_FULLM,0.1950340361013632,0.3686635944700533,2.9300567107750517,2.181011236924293,0.6623347234838722,1.2939182371197375,2.193264605448392
2019-03,5,2019-08,2019-04-09T21:59:00+00:00,TVWQRF_TVW3_FULLM,0.0364178153108235,0.0918273645546419,2.9272898961284195,2.1216999829596537,0.6987459091178758,1.3857034661426335,2.133946238981697
2019-03,6,2019-09,2019-04-09T21:59:00+00:00,TVWQRF_TVW3_FULLM,-0.0760927221277524,-0.5504587155963248,2.6515151515151705,2.333890508382112,0.6226242217837779,0.8337241437828525,2.3461622099216135
2019-03,7,2019-10,2019-04-09T21:59:00+00:00,TVWQRF_TVW3_FULLM,0.1799200748757936,0.4612546125461358,2.735849056603792,2.1204682218261692,0.8023826343724147,1.293918237119758,2.143396695935771
2019-03,8,2019-11,2019-04-09T21:59:00+00:00,TVWQRF_TVW3_FULLM,0.2573870539695421,0.2754820936639035,3.116147308781873,2.476092567153772,1.0594390151493247,1.5690215743087377,2.503001520346372
2019-03,9,2019-12,2019-04-09T21:59:00+00:00,TVWQRF_TVW3_FULLM,0.3268192211593514,0.1831501831501825,3.207547169811327,2.6988650411681987,1.3857253430414984,1.7520042420163535,2.740984049474865
2019-03,10,2020-01,2019-04-09T21:59:00+00:00,TVWQRF_TVW3_FULLM,0.8411462694906601,1.4625228519195457,3.6414565826330487,2.4999836951898637,2.2233536907776195,3.2039353744616688,2.541080452182748
2019-03,11,2020-02,2019-04-09T21:59:00+00:00,TVWQRF_TVW3_FULLM,0.2100335238934211,0.2702702702702675,3.7278657968313063,2.523813655697523,2.433166952627412,3.473841071378167,2.5649199671709146
2019-03,12,2020-03,2019-04-09T21:59:00+00:00,TVWQRF_TVW3_FULLM,0.1724503209430025,-0.0898472596585708,3.4418604651162905,2.5985715163932563,2.6054687487343022,3.3839534248764624,2.6397078015849216
2019-04,0,2019-04,2019-05-12T21:59:00+00:00,TVWQRF_TVW3_FULLM,0.3871075486743048,0.0930232558139509,2.769818529130847,3.0717675404249056,0.0,0.0,3.0717675404249056
2019-04,1,2019-05,2019-05-12T21:59:00+00:00,TVWQRF_TVW3_FULLM,0.2210666683851625,0.6505576208178487,2.9467680608364977,2.7920907137652176,0.22082267555086116,0.6484506279260935,2.8086570641938304
2019-04,2,2019-06,2019-05-12T21:59:00+00:00,TVWQRF_TVW3_FULLM,0.1874152430900226,0.1846722068328699,2.7462121212121224,2.5861351311839917,0.4080625153949245,0.8329525252830231,2.611179582389391
2019-04,3,2019-07,2019-05-12T21:59:00+00:00,TVWQRF_TVW3_FULLM,0.1389968211065973,0.3686635944700533,2.9300567107750517,2.5345324077462634,0.5469628253414115,1.200938221123085,2.559564261129476
2019-04,4,2019-08,2019-05-12T21:59:00+00:00,TVWQRF_TVW3_FULLM,0.1261383238115974,0.0918273645546419,2.9272898961284195,2.555401193234794,0.6730216616051578,1.2927234501459808,2.59196334714632
2019-04,5,2019-09,2019-05-12T21:59:00+00:00,TVWQRF_TVW3_FULLM,0.0760202621516064,-0.5504587155963248,2.6515151515151705,2.9249361351125183,0.7490130429913717,0.7407441277861999,2.9616300323867866
2019-04,6,2019-10,2019-05-12T21:59:00+00:00,TVWQRF_TVW3_FULLM,0.172215115483495,0.4612546125461358,2.735849056603792,2.713123570728569,0.9210800382773915,1.2009382211231052,2.749741954441492
2019-04,7,2019-11,2019-05-12T21:59:00+00:00,TVWQRF_TVW3_FULLM,0.1803745018238865,0.2754820936639035,3.116147308781873,2.983027463353231,1.1012920606483994,1.476041558312085,3.03227655051385
2019-04,8,2019-12,2019-05-12T21:59:00+00:00,TVWQRF_TVW3_FULLM,0.2868774585352365,0.1831501831501825,3.207547169811327,3.171570122469683,1.3877588111010024,1.6590242260197008,3.2303738204181016
2019-04,9,2020-01,2019-05-12T21:59:00+00:00,TVWQRF_TVW3_FULLM,0.3292716283498645,1.4625228519195457,3.6414565826330487,2.4165975995798172,1.7164895274792196,3.110955358465016,2.506535090983329
2019-04,10,2020-02,2019-05-12T21:59:00+00:00,TVWQRF_TVW3_FULLM,0.1499710956165053,0.2702702702702675,3.7278657968313063,2.398432570607307,1.866348278756787,3.3808610553815144,2.4689134189507724
2019-04,11,2020-03,2019-05-12T21:59:00+00:00,TVWQRF_TVW3_FULLM,0.2128136396549529,-0.0898472596585708,3.4418604651162905,2.4254362616278233,2.078935790948849,3.2909734088798097,2.495935696613718
2019-04,12,2020-04,2019-05-12T21:59:00+00:00,TVWQRF_TVW3_FULLM,0.1767492972388125,-0.1798561151079125,3.159851301115256,2.210806751916463,2.2555290704304296,3.1109553584650245,2.2811584573957218
2019-05,0,2019-05,2019-06-10T21:59:00+00:00,TVWQRF_TVW3_FULLM,0.2254766707170906,0.6505576208178487,2.9467680608364977,2.5119894464748858,0.0,0.0,2.5119894464748853
2019-05,1,2019-06,2019-06-10T21:59:00+00:00,TVWQRF_TVW3_FULLM,0.1713285340970095,0.1846722068328699,2.7462121212121224,2.309396084538533,0.17118193418513208,0.18450189735692968,2.29865347111848
2019-05,2,2019-07,2019-06-10T21:59:00+00:00,TVWQRF_TVW3_FULLM,0.1197388361771843,0.3686635944700533,2.9300567107750517,2.2517262746716877,0.29084914059127204,0.5524875931969915,2.227531938326528
2019-05,3,2019-08,2019-06-10T21:59:00+00:00,TVWQRF_TVW3_FULLM,0.101213272968075,0.0918273645546419,2.9272898961284195,2.2585658847248955,0.3920112274613943,0.6442728222198874,2.2343699300224515
2019-05,4,2019-09,2019-06-10T21:59:00+00:00,TVWQRF_TVW3_FULLM,0.019567257746675,-0.5504587155963248,2.6515151515151705,2.55577897747588,0.4115765710698828,0.0922934998601064,2.5448697744897855
2019-05,5,2019-10,2019-06-10T21:59:00+00:00,TVWQRF_TVW3_FULLM,0.1388196228188175,0.4612546125461358,2.735849056603792,2.3032312055423265,0.5502999285301424,0.5524875931970119,2.2997232243234835
2019-05,6,2019-11,2019-06-10T21:59:00+00:00,TVWQRF_TVW3_FULLM,0.2018594760758794,0.2754820936639035,3.116147308781873,2.5933847700108625,0.7519559421251366,0.8275909303859916,2.603020211737717
2019-05,7,2019-12,2019-06-10T21:59:00+00:00,TVWQRF_TVW3_FULLM,0.1991504054948954,0.1831501831501825,3.207547169811327,2.6874927994561193,0.9509083060900715,1.0105735980936073,2.710366472216254
2019-05,8,2020-01,2019-06-10T21:59:00+00:00,TVWQRF_TVW3_FULLM,0.2995533564093394,1.4625228519195457,3.6414565826330487,1.9079679021109703,1.2500138954107642,2.4625047305389227,1.9599637270830659
2019-05,9,2020-02,2019-06-10T21:59:00+00:00,TVWQRF_TVW3_FULLM,0.1820352674529539,0.2702702702702675,3.7278657968313063,1.8904366008812103,1.4318836794657306,2.7324104274554206,1.9551743373259527
2019-05,10,2020-03,2019-06-10T21:59:00+00:00,TVWQRF_TVW3_FULLM,0.2490262755778315,-0.0898472596585708,3.4418604651162905,1.9502141649811615,1.6806003984256246,2.642522780953716,2.01891310234502
2019-05,11,2020-04,2019-06-10T21:59:00+00:00,TVWQRF_TVW3_FULLM,0.170000426069794,-0.1798561151079125,3.159851301115256,2.0286196196085053,1.8504564873304759,2.4625047305389303,2.0973713903230395
2019-05,12,2020-05,2019-06-10T21:59:00+00:00,TVWQRF_TVW3_FULLM,0.3932875853139018,0.3603603603603567,2.862419205909517,2.1951964479090647,2.2429727187851034,2.822217348623878,2.2683164817315813
2019-06,0,2019-06,2019-07-10T21:59:00+00:00,TVWQRF_TVW3_FULLM,0.1241032984628462,0.1846722068328699,2.7462121212121224,2.684094575980366,0.0,0.0,2.6840945759803656
2019-06,1,2019-07,2019-07-10T21:59:00+00:00,TVWQRF_TVW3_FULLM,0.122509732966825,0.3686635944700533,2.9300567107750517,2.6155449630087944,0.12243475102733488,0.36798569584006174,2.615544963008794
2019-06,2,2019-08,2019-07-10T21:59:00+00:00,TVWQRF_TVW3_FULLM,0.3947010662984599,0.0918273645546419,2.9272898961284195,2.934146229608598,0.5163589162872398,0.45977092486295773,2.9232886220296193
2019-06,3,2019-09,2019-07-10T21:59:00+00:00,TVWQRF_TVW3_FULLM,0.1576968850339932,-0.5504587155963248,2.6515151515151705,3.389357871200886,0.6739315903508938,-0.09220839749682326,3.3784522473945344
2019-06,4,2019-10,2019-07-10T21:59:00+00:00,TVWQRF_TVW3_FULLM,0.1108355743782325,0.4612546125461358,2.735849056603792,3.1133691162213366,0.7847057874541047,0.36798569584008217,3.1024926040140755
2019-06,5,2019-11,2019-07-10T21:59:00+00:00,TVWQRF_TVW3_FULLM,0.2075871041663134,0.2754820936639035,3.116147308781873,3.4249899183840395,0.9920777273087926,0.643089033029062,3.414080536069945
2019-06,6,2019-12,2019-07-10T21:59:00+00:00,TVWQRF_TVW3_FULLM,0.234629265719422,0.1831501831501825,3.207547169811327,3.5698555380708754,1.2264321683620052,0.8260717007366777,3.5589308751710096
2019-06,7,2020-01,2019-07-10T21:59:00+00:00,TVWQRF_TVW3_FULLM,0.2590450460830861,1.4625228519195457,3.6414565826330487,2.7737186144214347,1.48514227107703,2.2780028331819926,2.760809397481363
2019-06,8,2020-02,2019-07-10T21:59:00+00:00,TVWQRF_TVW3_FULLM,0.2270434401316212,0.2702702702702675,3.7278657968313063,2.8150613535559756,1.7119283570536554,2.5479085300984914,2.8021469436308144
2019-06,9,2020-03,2019-07-10T21:59:00+00:00,TVWQRF_TVW3_FULLM,0.198961013687534,-0.0898472596585708,3.4418604651162905,2.831745376780427,1.9106917054574952,2.4580208835967863,2.8150427965618934
2019-06,10,2020-04,2019-07-10T21:59:00+00:00,TVWQRF_TVW3_FULLM,0.1257220496243625,-0.1798561151079125,3.159851301115256,2.8653388674140987,2.036334791089553,2.278002833182001,2.8486308307290815
2019-06,11,2020-05,2019-07-10T21:59:00+00:00,TVWQRF_TVW3_FULLM,0.1799191823597649,0.3603603603603567,2.862419205909517,2.3843441903810523,2.216092312765089,2.6377154512669483,2.3677142798831214
2019-06,12,2020-06,2019-07-10T21:59:00+00:00,TVWQRF_TVW3_FULLM,0.1595093654794132,0.6283662477558183,3.317972350230406,2.420549527881513,2.3754745971756472,3.2641157097599898,2.4039137366844687
2019-07,0,2019-07,2019-08-11T21:59:00+00:00,TVWQRF_TVW3_FULLM,0.435229027763851,0.3686635944700533,2.9300567107750517,2.9983208838599005,0.0,0.0,2.9983208838599
2019-07,1,2019-08,2019-08-11T21:59:00+00:00,TVWQRF_TVW3_FULLM,0.0942131800222442,0.0918273645546419,2.9272898961284195,3.008349078829351,0.09416882726103984,0.09178522902289596,2.998007263663328
2019-07,2,2019-09,2019-08-11T21:59:00+00:00,TVWQRF_TVW3_FULLM,0.0585053087355893,-0.5504587155963248,2.6515151515151705,3.3881039185185604,0.15265702831315472,-0.460194093336885,3.3510457321845815
2019-07,3,2019-10,2019-08-11T21:59:00+00:00,TVWQRF_TVW3_FULLM,0.1959925489428814,0.4612546125461358,2.735849056603792,3.1998284575650278,0.34845776244742716,2.0469737016526324e-14,3.1628377562399597
2019-07,4,2019-11,2019-08-11T21:59:00+00:00,TVWQRF_TVW3_FULLM,0.2440806393573584,0.2754820936639035,3.116147308781873,3.54940737884867,0.5922410088330499,0.2751033371890002,3.5122913752856033
2019-07,5,2019-12,2019-08-11T21:59:00+00:00,TVWQRF_TVW3_FULLM,0.2149422507938347,0.1831501831501825,3.207547169811327,3.6740807125394714,0.8069525892505977,0.45808600489661594,3.636920021362882
2019-07,6,2020-01,2019-08-11T21:59:00+00:00,TVWQRF_TVW3_FULLM,0.2653212216149613,1.4625228519195457,3.6414565826330487,2.8815117208058947,1.0719224554554576,1.9100171373419308,2.844635116175677
2019-07,7,2020-02,2019-08-11T21:59:00+00:00,TVWQRF_TVW3_FULLM,0.1656291481477632,0.2702702702702675,3.7278657968313063,2.8763726176345554,1.2374145897986417,2.179922834258429,2.8229628067939503
2019-07,8,2020-03,2019-08-11T21:59:00+00:00,TVWQRF_TVW3_FULLM,0.1815266604745606,-0.0898472596585708,3.4418604651162905,2.88036965474887,1.4187766897482743,2.0900351877567243,2.8179681040806837
2019-07,9,2020-04,2019-08-11T21:59:00+00:00,TVWQRF_TVW3_FULLM,0.1829238594102556,-0.1798561151079125,3.159851301115256,2.9793946652428063,1.6015334472153382,1.9100171373419388,2.910316172831475
2019-07,10,2020-05,2019-08-11T21:59:00+00:00,TVWQRF_TVW3_FULLM,0.1795038545872659,0.3603603603603567,2.862419205909517,2.501780588557676,1.780876386171275,2.2697297554268863,2.428686530998613
2019-07,11,2020-06,2019-08-11T21:59:00+00:00,TVWQRF_TVW3_FULLM,0.2164820512415939,0.6283662477558183,3.317972350230406,2.547659315519107,1.997124452649481,2.8961300139199277,2.4612088770798013
2019-07,12,2020-07,2019-08-11T21:59:00+00:00,TVWQRF_TVW3_FULLM,0.131053769530939,0.4460303300624524,3.397612488521572,2.2448384390618883,2.1280924216828883,3.3411685766675134,2.150897794298015
2019-08,0,2019-08,2019-09-09T21:59:00+00:00,TVWQRF_TVW3_FULLM,0.0721202716889229,0.0918273645546419,2.9272898961284195,2.907024528677269,0.0,0.0,2.9070245286772685
2019-08,1,2019-09,2019-09-09T21:59:00+00:00,TVWQRF_TVW3_FULLM,0.0983485558666002,-0.5504587155963248,2.6515151515151705,3.3008691242012618,0.09830022536003609,-0.551979322359781,3.3008691242012618
2019-08,2,2019-10,2019-09-09T21:59:00+00:00,TVWQRF_TVW3_FULLM,0.0921047719505859,0.4612546125461358,2.735849056603792,3.0170774892839853,0.19036260689261003,-0.09178522902287553,3.0058405158135937
2019-08,3,2019-11,2019-09-09T21:59:00+00:00,TVWQRF_TVW3_FULLM,0.1067259574670586,0.2754820936639035,3.116147308781873,3.224404965707591,0.29703165269909276,0.18331810816610422,3.2131453772163794
2019-08,4,2019-12,2019-09-09T21:59:00+00:00,TVWQRF_TVW3_FULLM,0.2666542441539349,0.1831501831501825,3.207547169811327,3.4036759165159,0.5633310051725613,0.3663007758737199,3.3907370744084724
2019-08,5,2020-01,2019-09-09T21:59:00+00:00,TVWQRF_TVW3_FULLM,0.4617570166972661,1.4625228519195457,3.6414565826330487,2.814209733257066,1.024025194687657,1.818231908319035,2.8013446507119104
2019-08,6,2020-02,2019-09-09T21:59:00+00:00,TVWQRF_TVW3_FULLM,0.2601844117827067,0.2702702702702675,3.7278657968313063,2.8895788778809894,1.28387171280056,2.0881376052355334,2.8767043644383974
2019-08,7,2020-03,2019-09-09T21:59:00+00:00,TVWQRF_TVW3_FULLM,0.1436767890719586,-0.0898472596585708,3.4418604651162905,2.8474468309752172,1.42744538553161,1.9982499587338283,2.832840794976985
2019-08,8,2020-04,2019-09-09T21:59:00+00:00,TVWQRF_TVW3_FULLM,0.2127810571663324,-0.1798561151079125,3.159851301115256,2.9705002037932684,1.6400003844224944,1.818231908319043,2.955876692183843
2019-08,9,2020-05,2019-09-09T21:59:00+00:00,TVWQRF_TVW3_FULLM,0.2063024286493087,0.3603603603603567,2.862419205909517,2.525473165770683,1.8460903018385009,2.1779445264039903,2.501446196556799
2019-08,10,2020-06,2019-09-09T21:59:00+00:00,TVWQRF_TVW3_FULLM,0.2176322827322651,0.6283662477558183,3.317972350230406,2.5592033492681017,2.063486108554945,2.8043447848970318,2.53516847534473
2019-08,11,2020-07,2019-09-09T21:59:00+00:00,TVWQRF_TVW3_FULLM,0.2115268942086457,0.4460303300624524,3.397612488521572,2.399328457516201,2.274789599611752,3.249383347644618,2.3746399053912395
2019-08,12,2020-08,2019-09-09T21:59:00+00:00,TVWQRF_TVW3_FULLM,0.1521691917390305,0.0,3.302752293577968,2.4865069108454505,2.4268431313539316,3.249383347644618,2.4565306392209667
2019-09,0,2019-09,2019-10-09T21:59:00+00:00,TVWQRF_TVW3_FULLM,-0.3115374275151629,-0.5504587155963248,2.6515151515151705,2.898128981068642,0.0,0.0,2.898128981068642
2019-09,1,2019-10,2019-10-09T21:59:00+00:00,TVWQRF_TVW3_FULLM,0.2029639781555247,0.4612546125461358,2.735849056603792,2.717892192126036,0.2027582845489752,0.4601940933369054,2.717892192126036
2019-09,2,2019-11,2019-10-09T21:59:00+00:00,TVWQRF_TVW3_FULLM,0.0559608513055785,0.2754820936639035,3.116147308781873,2.8799093743249693,0.25870348360930706,0.7352974305258853,2.8724234551296344
