origin,h,target,as_of_utc,model,mm_forecast,mm_actual,yy_actual,yy_exante,cumulative_log_forecast,cumulative_log_actual,original_yy
2019-09,3,2019-12,2019-10-09T21:59:00+00:00,TVWQRF_TVW3_FULLM,0.3332908014652335,0.1831501831501825,3.207547169811327,3.1254186501000576,0.5914401023015766,0.918280098233501,3.117914866750183
2019-09,4,2020-01,2019-10-09T21:59:00+00:00,TVWQRF_TVW3_FULLM,0.4316954325909095,1.4625228519195457,3.6414565826330487,2.5068559800074395,1.0222064032128122,2.3702112306788163,2.4993972055440787
2019-09,5,2020-02,2019-10-09T21:59:00+00:00,TVWQRF_TVW3_FULLM,0.2916070268962777,0.2702702702702675,3.7278657968313063,2.6141501123274713,1.313389081571692,2.6401169275953142,2.606683530749878
2019-09,6,2020-03,2019-10-09T21:59:00+00:00,TVWQRF_TVW3_FULLM,0.1596027883910841,-0.0898472596585708,3.4418604651162905,2.5867104127120726,1.472864640069447,2.5502292810936096,2.5792458277475725
2019-09,7,2020-04,2019-10-09T21:59:00+00:00,TVWQRF_TVW3_FULLM,0.3220246009767495,-0.1798561151079125,3.159851301115256,2.8232173839623806,1.794371852276544,2.3702112306788243,2.813935364702639
2019-09,8,2020-05,2019-10-09T21:59:00+00:00,TVWQRF_TVW3_FULLM,0.2129400173203989,0.3603603603603567,2.862419205909517,2.3761532937167438,2.007085473676769,2.7299238487637716,2.3669116316603804
2019-09,9,2020-06,2019-10-09T21:59:00+00:00,TVWQRF_TVW3_FULLM,0.1052991852325942,0.6283662477558183,3.317972350230406,2.2878983835177733,2.1123292582048925,3.356324107256813,2.2858096935183982
2019-09,10,2020-07,2019-10-09T21:59:00+00:00,TVWQRF_TVW3_FULLM,0.2919059754143431,0.4460303300624524,3.397612488521572,2.2096730165859793,2.403810015417404,3.8013626700043996,2.207585923926506
2019-09,11,2020-08,2019-10-09T21:59:00+00:00,TVWQRF_TVW3_FULLM,0.0979173962327276,0.0,3.302752293577968,2.215891907407211,2.501679503838544,3.8013626700043996,2.2138046877597444
2019-09,12,2020-09,2019-10-09T21:59:00+00:00,TVWQRF_TVW3_FULLM,0.0951963861863959,-0.6216696269982114,3.2287822878228734,2.6332924059243514,2.596830607001481,3.177752631233366,2.630842021075723
2019-10,0,2019-10,2019-11-10T22:59:00+00:00,TVWQRF_TVW3_FULLM,0.229406116745445,0.4612546125461358,2.735849056603792,2.498751160898179,0.0,0.0,2.498751160898179
2019-10,1,2019-11,2019-11-10T22:59:00+00:00,TVWQRF_TVW3_FULLM,0.0973266280466203,0.2754820936639035,3.116147308781873,2.658588916322945,0.09727929639236486,0.2751033371889798,2.695392184650189
2019-10,2,2019-12,2019-11-10T22:59:00+00:00,TVWQRF_TVW3_FULLM,0.0889191226627228,0.1831501831501825,3.207547169811327,2.662325492211659,0.18615890942255653,0.45808600489659546,2.689739433918092
2019-10,3,2020-01,2019-11-10T22:59:00+00:00,TVWQRF_TVW3_FULLM,0.3056663616990906,1.4625228519195457,3.6414565826330487,1.9184850313932293,0.4913590612877667,1.9100171373419104,1.945700345229761
2019-10,4,2020-02,2019-11-10T22:59:00+00:00,TVWQRF_TVW3_FULLM,0.1517759302286217,0.2702702702702675,3.7278657968313063,1.8954396481657088,0.6430199282622405,2.1799228342584085,1.9101210309925922
2019-10,5,2020-03,2019-11-10T22:59:00+00:00,TVWQRF_TVW3_FULLM,0.1845340024869327,-0.0898472596585708,3.4418604651162905,1.8667917972786046,0.8273838759326371,2.090035187756704,1.9082297542121909
2019-10,6,2020-04,2019-11-10T22:59:00+00:00,TVWQRF_TVW3_FULLM,0.2172351669678622,-0.1798561151079125,3.159851301115256,1.9843994930410935,1.0443834284748885,1.9100171373419184,2.0346942726005626
2019-10,7,2020-05,2019-11-10T22:59:00+00:00,TVWQRF_TVW3_FULLM,0.1694061860007236,0.3603603603603567,2.862419205909517,1.5046622335230977,1.2136462840472455,2.269729755426866,1.5469260901793438
2019-10,8,2020-06,2019-11-10T22:59:00+00:00,TVWQRF_TVW3_FULLM,0.1636683232783116,0.6283662477558183,3.317972350230406,1.4653002056902404,1.3771808166873698,2.8961300139199078,1.5256366078270127
2019-10,9,2020-07,2019-11-10T22:59:00+00:00,TVWQRF_TVW3_FULLM,0.1479892946211167,0.4460303300624524,3.397612488521572,1.2474408970563908,1.5250607150683906,3.3411685766674943,1.3024185438138123
2019-10,10,2020-08,2019-11-10T22:59:00+00:00,TVWQRF_TVW3_FULLM,-0.0134097979513381,0.0,3.302752293577968,1.134511715281063,1.5116500179232595,3.3411685766674943,1.195908558301055
2019-10,11,2020-09,2019-11-10T22:59:00+00:00,TVWQRF_TVW3_FULLM,0.0052371752416466,-0.6216696269982114,3.2287822878228734,1.6889537718566712,1.5168870560296714,2.7175585378964606,1.7613626552148427
2019-10,12,2020-10,2019-11-10T22:59:00+00:00,TVWQRF_TVW3_FULLM,0.1240084790254436,0.1787310098301908,2.9384756657483617,1.586479323621006,1.6408187080488728,2.896130013919914,1.6543540671111163
2019-11,0,2019-11,2019-12-09T22:59:00+00:00,TVWQRF_TVW3_FULLM,0.1602788573046094,0.2754820936639035,3.116147308781873,2.997680524650361,0.0,0.0,2.9976805246503604
2019-11,1,2019-12,2019-12-09T22:59:00+00:00,TVWQRF_TVW3_FULLM,0.1975065090648736,0.1831501831501825,3.207547169811327,3.093149964762426,0.19731172139597283,0.18298266770761573,3.10374811235553
2019-11,2,2020-01,2019-12-09T22:59:00+00:00,TVWQRF_TVW3_FULLM,0.1910038240079893,1.4625228519195457,3.6414565826330487,2.2306103846839287,0.3881333650441162,1.6349138001529306,2.2397021725326263
2019-11,3,2020-02,2019-12-09T22:59:00+00:00,TVWQRF_TVW3_FULLM,0.1879081811138924,0.2702702702702675,3.7278657968313063,2.2299253299308903,0.5758652195888394,1.904819497069429,2.2408929000995768
2019-11,4,2020-03,2019-12-09T22:59:00+00:00,TVWQRF_TVW3_FULLM,0.2030906552929895,-0.0898472596585708,3.4418604651162905,2.264736998178848,0.7787499246071926,1.814931850567724,2.257932674631582
2019-11,5,2020-04,2019-12-09T22:59:00+00:00,TVWQRF_TVW3_FULLM,0.336182767029382,-0.1798561151079125,3.159851301115256,2.5006909543812914,1.1143688606872753,1.6349138001529386,2.5063514766445345
2019-11,6,2020-05,2019-12-09T22:59:00+00:00,TVWQRF_TVW3_FULLM,0.2471836366703718,0.3603603603603567,2.862419205909517,2.0899022507170573,1.3612475011036214,1.9946264182378861,2.0955400874883208
2019-11,7,2020-06,2019-12-09T22:59:00+00:00,TVWQRF_TVW3_FULLM,0.2003915216780566,0.6283662477558183,3.317972350230406,2.1059205026177104,1.5614385068052008,2.6210266767309274,2.1115592239846834
2019-11,8,2020-07,2019-12-09T22:59:00+00:00,TVWQRF_TVW3_FULLM,0.2089127838535481,0.4460303300624524,3.397612488521572,1.9415304698732465,1.7701333713572014,3.066065239478514,1.9490343504319618
2019-11,9,2020-08,2019-12-09T22:59:00+00:00,TVWQRF_TVW3_FULLM,0.0880911131361594,0.0,3.302752293577968,1.9578657502859385,1.8581857070436132,3.066065239478514,1.9452287727516042
2019-11,10,2020-09,2019-12-09T22:59:00+00:00,TVWQRF_TVW3_FULLM,0.0880347448788482,-0.6216696269982114,3.2287822878228734,2.605626333564632,1.9461817240685768,2.4424552007074807,2.5997452346415635
2019-11,11,2020-10,2019-12-09T22:59:00+00:00,TVWQRF_TVW3_FULLM,0.0747262950656499,0.1787310098301908,2.9384756657483617,2.226125464375074,2.0208801129396674,2.6210266767309336,2.204988997001268
2019-11,12,2020-11,2019-12-09T22:59:00+00:00,TVWQRF_TVW3_FULLM,0.0726161763402667,0.0,2.655677655677633,2.1340137419573737,2.0934699364914224,2.6210266767309336,2.115536736627945
