origin,target,yy_error,core,food,administered,alcohol_tobacco,fuel,wedge
2019-05,2020-05,-0.79213742122672,-1.012034508110334,-0.5703837009506484,-0.192333684230942,-0.266219531869782,0.765686173583851,0.48314783035113534
2019-06,2020-06,-1.3232448269519637,-1.2221246188034607,-0.40758332237693784,-0.1766878447236009,-0.5765382133571252,0.6693638834745103,0.39032528883465056
2019-07,2020-07,-0.7136757537257798,-0.5406847039636976,-0.2936726451705199,-0.19297968011245792,-0.670685232787748,0.46316995627027585,0.5211765520383678
2019-08,2020-08,-0.029797819971498996,0.2980685973018401,-0.35976833724544843,-0.1942336196073375,-0.6378462191274314,0.4327236981014999,0.4312580606053782
2019-09,2020-09,-0.9568930985602249,-0.6588442999470963,-0.3528494538875605,-0.20931170110796535,-0.651473640159135,0.45101117615798275,0.4645748203835494
2019-10,2020-10,-1.4261408259861583,-1.550108178242177,-0.13603859504856258,-0.007875222351532098,-0.5615927463616944,0.4352756283718032,0.39419828764600434
2019-11,2020-11,-0.6715900993871933,-1.1285038308038404,0.1624162218348173,0.06882077616192518,-0.5953101839245745,0.42213970544021595,0.3988472119042635
2019-12,2020-12,0.022975592591652383,-0.5979716335044759,0.37914196839959285,0.11550186470042333,-0.6737520803279627,0.37210639288539343,0.42794908043868146
2020-01,2021-01,0.1202229022302661,-0.7250401085647323,0.3760339696799953,0.2691679524528208,-0.5488633335784024,0.40505535091902123,0.34386907132156325
2020-02,2021-02,0.8851911448743266,0.16181037875407128,0.30768783663705507,0.26955926599317087,-0.5832907817651215,0.4402158049541701,0.2892086403009808
2020-03,2021-03,0.5615147488013235,0.2662023760516381,0.2721641544402831,0.33221826819972244,-0.5560991651917606,0.03876336465077658,0.20826575065066338
2020-04,2021-04,-0.5676382663412225,-0.5768759137604392,0.6212943835297893,0.3173850909249082,-0.7899290333351076,-0.4340160275194921,0.2945032338191193
2020-05,2021-05,-2.0575907438260543,-2.1435145341462203,0.8220255552142134,0.16610095104611208,-0.5420256293888565,-0.6032475031991439,0.24307041664784082
2020-06,2021-06,-0.16698167210870896,-0.24840674226750897,0.564228509449202,0.3386255425526605,-0.253064803349625,-0.5615264618081849,-0.006837716685252426
2020-07,2021-07,1.144447947358505,1.4848014494477833,0.12951798061381123,0.3185651000202721,-0.1587544672260171,-0.47324621185506216,-0.1564359036422826
2020-08,2021-08,0.05807291933238545,0.5546080762046652,0.13030620117502043,0.40083174264165494,-0.1986370422619722,-0.48750129753798443,-0.3415347608889987
2020-09,2021-09,-2.594747545118117,-1.904269903766238,0.1687925600188612,0.33577788338881737,-0.21737297419971557,-0.5182367867532343,-0.4594383238066077
2020-10,2021-10,-3.8272979477368816,-2.58379675082807,0.15090590532485487,-0.1649805830559213,-0.35175174902151235,-0.7242029925324363,-0.1534717776237962
2020-11,2021-11,-4.233226861624283,-3.5094906966589168,-0.086285857786507,0.7465937882675258,-0.30970756332457616,-0.8975782595119575,-0.17675827260985102
2020-12,2021-12,-4.409296349752255,-3.5922350042528803,-0.3750281344651672,0.7339327681453729,-0.20692590299928393,-0.8048434991692429,-0.16419657701105342
2021-01,2022-01,-7.194356668531697,-3.688794337750671,-0.6833259731810692,-1.8860884792502404,-0.19181858831454066,-0.7801064899754471,0.035777199940271925
2021-02,2022-02,-7.892341123084006,-3.7065104333115384,-0.7238513334189407,-2.3178958945056647,-0.2230101044675711,-0.8729106528438597,-0.04816270453643202
2021-03,2022-03,-10.701625748059223,-5.33998041352676,-0.9594984812546389,-2.6780272141092967,-0.2649846511752122,-1.4490425411032226,-0.010092446890092767
