sample,h,model,n,rmse,mae,bias,mm_rmse,mm_bias
recent_origins,8,TARGET_ML,23,1.034685296995442,0.9232398098180944,0.8635846384463852,0.2983240327429476,0.1130100614184529
recent_origins,8,TARGET_FX_ML,23,1.0961520944721603,1.0037303275307463,0.9994571455261531,0.30376111152620544,0.1364804978267898
recent_origins,8,TARGET_U_FX_ML,23,1.1101229561847945,1.0155428739638144,1.0155428739638144,0.3045177651984136,0.13768484810679207
recent_origins,8,BVAR_U_FX,23,1.210847236659269,0.9168931598090503,-0.8189500409185579,0.2818215435447642,-0.08712740317250157
recent_origins,8,RF_U_FX,23,0.9820449917124437,0.8181036693118144,0.8172007386014076,0.3170393942385727,0.1373246578469041
recent_origins,8,NAIVE,23,3.186672018693116,3.049103881680274,3.049103881680274,0.6643446255801426,0.38922268938682003
recent_origins,9,INDEPENDENT_BRIDGE,22,1.004798264828266,0.8761988791080063,0.5197741885836419,0.2779478577834187,0.09162336948781367
recent_origins,9,TARGET_ML,22,1.1352637842855529,1.0272525903783924,0.9651024999312419,0.3047950428018234,0.10966059213303381
recent_origins,9,TARGET_FX_ML,22,1.1900677236886832,1.1102308752346166,1.1102308752346166,0.31087218424709256,0.1335728471280124
recent_origins,9,TARGET_U_FX_ML,22,1.2079657691710548,1.1293029565434038,1.1293029565434038,0.3116056783335478,0.1347511328905449
recent_origins,9,BVAR_U_FX,22,1.314835870034743,1.0116161651383269,-0.9575652933153954,0.2954976483196976,-0.08359271130783844
recent_origins,9,RF_U_FX,22,1.101653654845605,0.953601357851171,0.9483025651342132,0.33153463317443616,0.1375908068856303
recent_origins,9,NAIVE,22,3.5222277207590604,3.3952928789266483,3.3952928789266483,0.6778546918045916,0.3975523897451488
recent_origins,10,INDEPENDENT_BRIDGE,21,1.1538293889140367,0.9706568900020975,0.6118735992211745,0.29047228207796055,0.08599808836677296
recent_origins,10,TARGET_ML,21,1.317906307145189,1.1684565975500885,1.1102662234427692,0.32508709506846645,0.12175820690162005
recent_origins,10,TARGET_FX_ML,21,1.3471251123367223,1.256847793309871,1.256847793309871,0.32310433912253705,0.14546327059757364
recent_origins,10,TARGET_U_FX_ML,21,1.3689932129040479,1.2790164908270618,1.2790164908270618,0.32391477323927137,0.14661603572643755
recent_origins,10,BVAR_U_FX,21,1.4434606000273031,1.1171301987222666,-1.0459653446323696,0.30665037463847067,-0.07160581716012632
recent_origins,10,RF_U_FX,21,1.3033221257095804,1.1211550837406326,1.1211550837406326,0.3606674974359788,0.15542150233158944
recent_origins,10,NAIVE,21,3.8767299391519563,3.7876110409087484,3.7876110409087484,0.691258129935001,0.4294477172997419
recent_origins,11,INDEPENDENT_BRIDGE,20,1.285607500332528,1.0947922138582544,0.6642462515205368,0.2944385469151298,0.0939240777688342
recent_origins,11,TARGET_ML,20,1.4682788719695614,1.3344351412861575,1.241815732005865,0.3272767549603652,0.12397327963732567
recent_origins,11,TARGET_FX_ML,20,1.4788804736818453,1.3917762722506082,1.3917762722506082,0.3305121127350053,0.1476979570565598
recent_origins,11,TARGET_U_FX_ML,20,1.504988710245594,1.417683655768252,1.417683655768252,0.3312607141561305,0.1488177280389506
recent_origins,11,BVAR_U_FX,20,1.5594589337385052,1.2559217964858613,-1.1712946945261096,0.30314656484278485,-0.0725136416255003
recent_origins,11,RF_U_FX,20,1.4881328123589455,1.3140089365331424,1.289323680218464,0.38785678952536445,0.15985219852725857
recent_origins,11,NAIVE,20,4.280914329855306,4.21217538510259,4.21217538510259,0.7057300705940485,0.43736510450995986
recent_origins,12,INDEPENDENT_BRIDGE,19,1.3473085858350073,1.1627695504112001,0.7299890390437541,0.29748046636912734,0.09916263321219485
recent_origins,12,TARGET_ML,19,1.5991474056419301,1.4313415603185178,1.3934025973732502,0.3260720883491597,0.10979247923040296
recent_origins,12,TARGET_FX_ML,19,1.595688330628076,1.5408593255189484,1.5408593255189484,0.3283358577109994,0.13306189530762025
recent_origins,12,TARGET_U_FX_ML,19,1.624850735598231,1.5708156571877765,1.5708156571877765,0.32857291103385694,0.13418961662157067
recent_origins,12,BVAR_U_FX,19,1.6043593736757353,1.317605498416696,-1.317605498416696,0.3270592321628094,-0.10665131051648807
recent_origins,12,RF_U_FX,19,1.6141451327696026,1.4604377215995972,1.4596442499754108,0.32885017911733627,0.1636693879567385
recent_origins,12,NAIVE,19,4.705267341649964,4.68706263041599,4.68706263041599,0.717532255331953,0.4509626186698807
crisis_targets,1,INDEPENDENT_BRIDGE,48,1.1906219397419315,0.7748197786341882,-0.20742063776772168,0.8924730388134271,-0.16176912012838676
crisis_targets,1,TARGET_ML,48,1.2691755865355323,0.881321870965392,-0.2461559848802295,1.0011838524736896,-0.19835804459898979
crisis_targets,1,TARGET_FX_ML,48,1.2685791563899305,0.8819503469910147,-0.24511725390878172,1.0029995759549868,-0.19721789000558712
crisis_targets,1,TARGET_U_FX_ML,48,1.2689566817039852,0.8820448843105609,-0.24756188433378404,1.0030282115277713,-0.19943107836365478
crisis_targets,1,BVAR_U_FX,48,1.2241798082530464,0.8436591351147538,-0.30371986559106623,0.9870606794425235,-0.25213931375733495
crisis_targets,1,RF_U_FX,48,1.2864150527085856,0.9038138572896028,-0.17629718630068716,1.026576202575761,-0.13443531480092122
crisis_targets,1,NAIVE,48,1.2726297506792141,0.8756083357027644,-0.4254888083749333,1.0385264166272126,-0.3566144459412575
crisis_targets,2,INDEPENDENT_BRIDGE,48,1.6766888308564072,1.195232340292176,-0.3533808441267326,0.8816085599867647,-0.13105620271159193
crisis_targets,2,TARGET_ML,48,1.9940762198786228,1.485785700828445,-0.5027154340569255,1.059385502521645,-0.2228767430388012
crisis_targets,2,TARGET_FX_ML,48,1.9935055142029725,1.4894345355156666,-0.501065787769449,1.0606620522579615,-0.22230010722112015
crisis_targets,2,TARGET_U_FX_ML,48,1.9938413155413366,1.4900429396258776,-0.5048188233386389,1.0606011945419647,-0.22339733780395743
crisis_targets,2,BVAR_U_FX,48,1.9344302790951409,1.350749532721404,-0.647137203536151,1.0602454968719597,-0.31165527631563633
crisis_targets,2,RF_U_FX,48,1.8892222831103964,1.4086310559751336,-0.37118397728148783,0.9967200490391955,-0.16329375100973356
crisis_targets,2,NAIVE,48,1.9567694776618936,1.4171141484965168,-0.8283296299862909,1.0385264166272126,-0.3566144459412575
crisis_targets,3,INDEPENDENT_BRIDGE,48,1.9811432512145646,1.50934927926893,-0.5350403137500243,1.0304439088666004,-0.15519858175670168
crisis_targets,3,TARGET_ML,48,2.526366705327052,1.9239655848247004,-0.802232030033985,1.028551691914568,-0.24164624723058736
crisis_targets,3,TARGET_FX_ML,48,2.532605778276939,1.9316420096928397,-0.8007135281509589,1.034316331242549,-0.24181617683182888
crisis_targets,3,TARGET_U_FX_ML,48,2.5333544440626383,1.9322109074622513,-0.8049671822964274,1.0345361267654951,-0.24214234884158703
crisis_targets,3,BVAR_U_FX,48,2.4212511528880754,1.791488236036128,-1.00835593780944,1.0000660007991635,-0.31476675379834246
crisis_targets,3,RF_U_FX,48,2.277454326500217,1.7515081227892841,-0.6008861424153549,0.9746441847553106,-0.16701812705261063
crisis_targets,3,NAIVE,48,2.5190797254249837,1.8028890898850587,-1.2508729861853805,1.0385264166272126,-0.3566144459412575
crisis_targets,4,INDEPENDENT_BRIDGE,48,2.3564634764638708,1.8217934456612326,-0.7692861855597806,0.9832189190577741,-0.18727258458091556
crisis_targets,4,TARGET_ML,48,3.1057171408969686,2.335559057868128,-1.1340761780128659,1.0424819374620369,-0.2579738922579437
crisis_targets,4,TARGET_FX_ML,48,3.1239781747063815,2.3490185266581443,-1.1333167616891366,1.0505745262164168,-0.25859655349265437
crisis_targets,4,TARGET_U_FX_ML,48,3.1243399768990736,2.348807848491315,-1.1378953498743167,1.0506642658757772,-0.25851826902043995
crisis_targets,4,BVAR_U_FX,48,2.9437794852361527,2.2387242779794545,-1.3688135435348834,1.003812330769351,-0.308760897854444
crisis_targets,4,RF_U_FX,48,2.6345631641858476,2.0376378780013877,-0.8486120769055662,0.9361469679776678,-0.1812764460269938
crisis_targets,4,NAIVE,48,3.0925931702784264,2.189285507786313,-1.6720495724673008,1.0385264166272126,-0.3566144459412575
crisis_targets,5,INDEPENDENT_BRIDGE,48,2.7850794701057526,2.083790114898258,-1.0635705895012395,1.0373462349774416,-0.2404301314238794
crisis_targets,5,TARGET_ML,48,3.6705372551033304,2.6420294917590224,-1.4966060081899422,1.0393381805533708,-0.2722288176798544
crisis_targets,5,TARGET_FX_ML,48,3.7070784385799,2.6628809093858767,-1.4973894619227204,1.0501779729595095,-0.27338409747350406
crisis_targets,5,TARGET_U_FX_ML,48,3.707756567933089,2.6627450588543105,-1.5020015905603141,1.0503708800706624,-0.2730657119775318
crisis_targets,5,BVAR_U_FX,48,3.4667401773868036,2.655608021994103,-1.7259213826436213,1.0067954271867112,-0.30205679989940315
crisis_targets,5,RF_U_FX,48,3.0378596004555845,2.2563368716782457,-1.1368551073826587,1.007883720195206,-0.20869939910224233
crisis_targets,5,NAIVE,48,3.668023730585991,2.6181755825477113,-2.0999751783235787,1.0385264166272126,-0.3566144459412575
crisis_targets,6,INDEPENDENT_BRIDGE,48,3.2112840325939307,2.310785141550737,-1.342429940620643,1.0387893095604999,-0.24938202240140325
crisis_targets,6,TARGET_ML,48,4.253521237198512,3.0109411047907795,-1.8722964850492367,1.0501165690618475,-0.2854681393835901
crisis_targets,6,TARGET_FX_ML,48,4.308087787053133,3.0354961063444557,-1.8756682232031021,1.060721060030454,-0.2873021020185398
crisis_targets,6,TARGET_U_FX_ML,48,4.309255353165398,3.0346816597368833,-1.8797267548540475,1.0609669773923263,-0.2869100317249035
crisis_targets,6,BVAR_U_FX,48,4.02372087499607,2.9851520427596636,-2.0464067731974787,1.0310752636230354,-0.28768521987087764
crisis_targets,6,RF_U_FX,48,3.494576633770245,2.4978452338981305,-1.417673164893842,0.9999082537167672,-0.2140749070114545
crisis_targets,6,NAIVE,48,4.225081647759355,3.0377641580704364,-2.520721135080691,1.0385264166272126,-0.3566144459412575
crisis_targets,7,INDEPENDENT_BRIDGE,48,3.7999072978947157,2.735673337771613,-1.5983706043067236,1.1223868557199572,-0.2441867795716061
crisis_targets,7,TARGET_ML,48,4.880301278023425,3.3933614048271337,-2.270729900962379,1.0645112203735854,-0.29849022041684187
crisis_targets,7,TARGET_FX_ML,48,4.94557666757297,3.4142518349330317,-2.2775630812177368,1.0720468174069353,-0.30098505066345743
crisis_targets,7,TARGET_U_FX_ML,48,4.945258881400626,3.4146376448303983,-2.282067737131939,1.0717409733271268,-0.30064546201167786
crisis_targets,7,BVAR_U_FX,48,4.6311224358923475,3.3666297538664054,-2.3697937462873164,1.046826274978767,-0.3019852633249826
crisis_targets,7,RF_U_FX,48,4.054081742562925,2.8366876090568574,-1.74329932040222,1.0182313218810075,-0.24726098389679907
crisis_targets,7,NAIVE,48,4.793038518551536,3.4456304447563553,-2.9445042520848173,1.0385264166272126,-0.3566144459412575
crisis_targets,8,INDEPENDENT_BRIDGE,48,4.212288911235633,3.109557717606137,-1.8775250415530895,1.0786274746972295,-0.22820713097112347
crisis_targets,8,TARGET_ML,48,5.50744100167025,3.8519655517562956,-2.7115679698954325,1.0773273897450364,-0.31168655057974315
crisis_targets,8,TARGET_FX_ML,48,5.579669744138855,3.8697984485255277,-2.7217929423963994,1.0835116111585714,-0.3146550366034966
crisis_targets,8,TARGET_U_FX_ML,48,5.579373779452347,3.870397355970932,-2.7251470694874302,1.0832794124011704,-0.314349212203807
crisis_targets,8,BVAR_U_FX,48,5.276107457843238,3.7871042504692496,-2.726681778985501,1.0663753036148163,-0.3182783725008608
crisis_targets,8,RF_U_FX,48,4.595593849665487,3.2414068386702666,-2.084806899827102,1.0472914273972087,-0.23849102034178848
crisis_targets,8,NAIVE,48,5.333098595798366,3.8538690284093264,-3.388459009028425,1.0385264166272126,-0.3566144459412575
crisis_targets,9,INDEPENDENT_BRIDGE,47,4.95987770477949,3.676735939771348,-2.239828407185414,1.1526902502090604,-0.23470469891378723
crisis_targets,9,TARGET_ML,47,6.16385517158776,4.319228817117394,-3.2610247957284946,1.0936339757864013,-0.3284607035956522
crisis_targets,9,TARGET_FX_ML,47,6.235582181985143,4.309578559214626,-3.2757144391643696,1.0944023542770316,-0.3320378032268093
crisis_targets,9,TARGET_U_FX_ML,47,6.234722825642963,4.305738356504517,-3.278540057437012,1.0940962539637515,-0.3317664943723842
crisis_targets,9,BVAR_U_FX,47,5.8862393600590766,4.212492797367284,-3.2297622601442177,1.05332405361252,-0.32395058900017554
crisis_targets,9,RF_U_FX,47,5.121670689089675,3.621279622730016,-2.463551789859488,1.0976254745862497,-0.18665952262641175
crisis_targets,9,NAIVE,47,5.93189502834619,4.2665942817236395,-3.8965504721734456,1.0419707666533162,-0.3458776994689409
crisis_targets,10,INDEPENDENT_BRIDGE,46,5.692027201420614,4.176723085628639,-2.6761906458815345,1.1127882756608727,-0.2786021507367217
crisis_targets,10,TARGET_ML,46,6.764402563921036,4.749189338803056,-3.8852934357373554,1.1101356908353188,-0.35103667986811515
crisis_targets,10,TARGET_FX_ML,46,6.841322549693173,4.728376124688728,-3.9031852123262074,1.1125835766615915,-0.35491583987801134
crisis_targets,10,TARGET_U_FX_ML,46,6.841007459158417,4.723231066735253,-3.9055343440021537,1.1128931914499398,-0.35468314400496126
crisis_targets,10,BVAR_U_FX,46,6.417684428687182,4.607832946136084,-3.8511896444605043,1.0774783471630038,-0.3444449944888553
crisis_targets,10,RF_U_FX,46,5.640670387613749,3.9755539960712496,-2.848969919634047,1.1421155050735534,-0.18770842974732901
crisis_targets,10,NAIVE,46,6.4975743931563255,4.68095688785589,-4.424878153718208,1.0531433999097706,-0.3513415711074227
crisis_targets,11,INDEPENDENT_BRIDGE,45,6.346876474248331,4.713660992646051,-3.064744051737525,1.1188007588195203,-0.23078558122998136
crisis_targets,11,TARGET_ML,45,7.302927196633756,5.149250332393775,-4.603906899402798,1.1161181037498187,-0.381092344287337
crisis_targets,11,TARGET_FX_ML,45,7.385842611731,5.122331336818428,-4.624066174584846,1.1180979248816942,-0.38505969083647573
crisis_targets,11,TARGET_U_FX_ML,45,7.388520759621006,5.117502361560155,-4.623986923572854,1.118176208745955,-0.384827260517293
crisis_targets,11,BVAR_U_FX,45,6.674805806065357,4.884792176335273,-4.674500622813447,1.0725254417163488,-0.38107660649187197
crisis_targets,11,RF_U_FX,45,6.187343097048767,4.31757836768244,-3.306779707721897,1.1664212620513372,-0.22266236775135134
crisis_targets,11,NAIVE,45,7.0693248068001955,5.0832357688381,-4.976152457578998,1.0646587778803935,-0.3615511007397504
crisis_targets,12,INDEPENDENT_BRIDGE,44,6.862010320852482,5.108228870321501,-3.496608423937967,1.1689507014455465,-0.3286472818901137
crisis_targets,12,TARGET_ML,44,7.894211459581705,5.586604110606327,-5.1478163107042265,1.1371079713914167,-0.4162870279319382
crisis_targets,12,TARGET_FX_ML,44,7.988655424478123,5.556883270080114,-5.173657239454208,1.1430998748756998,-0.42052163816951094
crisis_targets,12,TARGET_U_FX_ML,44,7.990173168458269,5.551383900979958,-5.173522446168476,1.1432571687447541,-0.42034461612239443
crisis_targets,12,BVAR_U_FX,44,7.382919684317091,5.337298995697281,-5.136993397108873,1.163142794893714,-0.4366480634256614
crisis_targets,12,RF_U_FX,44,6.728696532263216,4.6737535069483735,-3.870913303171521,1.1193874342207408,-0.397671084629055
crisis_targets,12,NAIVE,44,7.642068711039613,5.5741471439466626,-5.567442202812772,1.1585561354839162,-0.4749154147875317
