sample,horizon,model,n,rmse,mae,bias,first_target,last_target,paper_rmse,difference_vs_paper
paper_window,1,AR3,3,2.1633330221815095e-16,1.6190752442450199e-16,1.6190752442450199e-16,2011-01,2011-03,,
paper_window,1,AR3_DIRECT,3,1.9821445675202305e-16,1.3877787807814457e-16,1.3877787807814457e-16,2011-01,2011-03,,
paper_window,1,ARIMA313,3,0.06764152638803737,0.061230457911530624,0.045004240749056255,2011-01,2011-03,,
paper_window,1,QRF_MEAN,1,0.0018676465925279995,0.0018676465925279995,-0.0018676465925279995,2011-01,2011-01,,
paper_window,1,QRF_MEDIAN,1,0.0016811782060313918,0.0016811782060313918,0.0016811782060313918,2011-01,2011-01,,
paper_window,1,RW,3,0.06764165334201967,0.06123055661454887,0.04500437105077341,2011-01,2011-03,,
paper_window,1,TVW1,1,0.0006165307664635633,0.0006165307664635633,0.0006165307664635633,2011-01,2011-01,,
paper_window,1,TVW2,1,0.000560173085006388,0.000560173085006388,0.000560173085006388,2011-01,2011-01,,
paper_window,1,TVW3,1,0.0003510278575837855,0.0003510278575837855,-0.0003510278575837855,2011-01,2011-01,,
common_targets,1,AR3,3,2.1633330221815095e-16,1.6190752442450199e-16,1.6190752442450199e-16,2011-01,2011-03,,
common_targets,1,AR3_DIRECT,3,1.9821445675202305e-16,1.3877787807814457e-16,1.3877787807814457e-16,2011-01,2011-03,,
common_targets,1,ARIMA313,3,0.06764152638803737,0.061230457911530624,0.045004240749056255,2011-01,2011-03,,
common_targets,1,QRF_MEAN,1,0.0018676465925279995,0.0018676465925279995,-0.0018676465925279995,2011-01,2011-01,,
common_targets,1,QRF_MEDIAN,1,0.0016811782060313918,0.0016811782060313918,0.0016811782060313918,2011-01,2011-01,,
common_targets,1,RW,3,0.06764165334201967,0.06123055661454887,0.04500437105077341,2011-01,2011-03,,
common_targets,1,TVW1,1,0.0006165307664635633,0.0006165307664635633,0.0006165307664635633,2011-01,2011-01,,
common_targets,1,TVW2,1,0.000560173085006388,0.000560173085006388,0.000560173085006388,2011-01,2011-01,,
common_targets,1,TVW3,1,0.0003510278575837855,0.0003510278575837855,-0.0003510278575837855,2011-01,2011-01,,
