edge,horizon,n_train,n_features,seconds
2009-12,1,91,2,0.3061135999741964
2010-01,1,92,2,0.008419300022069365
2010-02,1,93,2,0.0076908000046387315
2010-03,1,94,2,0.007121100032236427
2010-04,1,95,2,0.007370200008153915
2010-05,1,96,2,0.007202000007964671
2010-06,1,97,2,0.006979700003284961
2010-07,1,98,2,0.00729390000924468
2010-08,1,99,2,0.006770999985747039
2010-09,1,100,2,0.007575600000564009
2010-10,1,101,2,0.006966299959458411
2010-11,1,102,2,0.007014999981038272
2010-12,1,103,2,0.006971399998292327
