period,model,actual,consensus,forecast,error,surprise,deviation,gain,big,alert,directional_big_hit,wrong_way_big_alert,material_big_hit,capture_ratio
2025-05,HARD_BASE,0.5,0.2,0.2616004842766493,-0.23839951572335072,0.3,0.06160048427664927,0.06160048427664927,False,False,False,False,False,
2025-06,HARD_BASE,0.3,0.2,0.21403896943571182,-0.08596103056428817,0.09999999999999998,0.014038969435711812,0.014038969435711812,False,False,False,False,False,
2025-07,HARD_BASE,0.5,0.5,0.482699677975129,-0.017300322024870973,0.0,-0.017300322024870973,-0.017300322024870973,False,False,False,False,False,
2025-08,HARD_BASE,0.1,0.1,0.12246127477104277,0.02246127477104276,0.0,0.02246127477104276,-0.02246127477104276,False,False,False,False,False,
2025-09,HARD_BASE,-0.6,-0.3,-0.4796923876781566,0.1203076123218434,-0.3,-0.1796923876781566,0.1796923876781566,False,False,False,False,False,
2025-10,HARD_BASE,0.5,0.3,0.24018251506517188,-0.25981748493482815,0.2,-0.05981748493482811,-0.059817484934828136,False,False,False,False,False,
2025-11,HARD_BASE,-0.3,0.1,0.013912520901711065,0.31391252090171107,-0.4,-0.08608747909828894,0.08608747909828895,True,False,False,False,False,0.21521869774572233
2025-12,HARD_BASE,-0.3,-0.1,-0.3176359844265689,-0.017635984426568885,-0.19999999999999998,-0.21763598442656887,0.1823640155734311,False,True,False,False,False,
2026-01,HARD_BASE,0.9,0.8,0.8514524588474814,-0.04854754115251858,0.09999999999999998,0.0514524588474814,0.0514524588474814,False,False,False,False,False,
2026-02,HARD_BASE,-0.1,0.1,0.07585143971505987,0.17585143971505987,-0.2,-0.02414856028494014,0.02414856028494014,False,False,False,False,False,
2026-03,HARD_BASE,0.6,0.7,0.5831477425464591,-0.01685225745354091,-0.09999999999999998,-0.11685225745354089,0.08314774254645907,False,False,False,False,False,
2026-04,HARD_BASE,0.5,0.4,0.4980319143303553,-0.0019680856696446813,0.09999999999999998,0.0980319143303553,0.0980319143303553,False,False,False,False,False,
2026-05,HARD_BASE,0.1,0.3,0.36764935566655854,0.26764935566655856,-0.19999999999999998,0.06764935566655855,-0.06764935566655858,False,False,False,False,False,
2026-06,HARD_BASE,-0.3,0.0,-0.05839529757472206,0.24160470242527793,-0.3,-0.05839529757472206,0.05839529757472206,False,False,False,False,False,
2026-07,HARD_BASE,0.6,0.6,0.44767252748945857,-0.1523274725105414,0.0,-0.1523274725105414,-0.1523274725105414,False,False,False,False,False,
2019-02,HARD_HALF,0.2,0.1,0.3457208529825975,0.14572085298259752,0.1,0.24572085298259752,-0.04572085298259751,False,True,False,False,False,
2019-03,HARD_HALF,0.2,0.1,0.09481364394484938,-0.10518635605515063,0.1,-0.005186356055150623,-0.005186356055150623,False,False,False,False,False,
2019-04,HARD_HALF,0.1,0.3,0.4331530262959052,0.33315302629590515,-0.19999999999999998,0.1331530262959052,-0.13315302629590517,False,False,False,False,False,
2019-05,HARD_HALF,0.7,0.4,0.24160405653897696,-0.45839594346102297,0.29999999999999993,-0.15839594346102306,-0.15839594346102304,False,False,False,False,False,
2019-06,HARD_HALF,0.2,0.1,0.07361655119089941,-0.1263834488091006,0.1,-0.026383448809100596,-0.026383448809100596,False,False,False,False,False,
2019-07,HARD_HALF,0.4,0.2,0.4401493662832389,0.040149366283238896,0.2,0.2401493662832389,0.15985063371676111,False,True,False,False,False,
2019-08,HARD_HALF,0.1,0.0,0.08632839290472513,-0.013671607095274874,0.1,0.08632839290472513,0.08632839290472513,False,False,False,False,False,
2019-09,HARD_HALF,-0.6,-0.4,-0.31736840944316663,0.28263159055683335,-0.19999999999999996,0.08263159055683339,-0.08263159055683339,False,False,False,False,False,
2019-10,HARD_HALF,0.5,0.4,0.28517471091363017,-0.21482528908636983,0.09999999999999998,-0.11482528908636985,-0.11482528908636985,False,False,False,False,False,
2019-11,HARD_HALF,0.3,0.2,0.18827727179203121,-0.11172272820796877,0.09999999999999998,-0.011722728207968797,-0.011722728207968797,False,False,False,False,False,
2019-12,HARD_HALF,0.2,0.1,0.015041241673181452,-0.18495875832681857,0.1,-0.08495875832681855,-0.08495875832681857,False,False,False,False,False,
2020-01,HARD_HALF,1.5,1.0,0.9161045016767744,-0.5838954983232256,0.5,-0.08389549832322563,-0.08389549832322563,True,False,False,False,False,-0.16779099664645125
2020-02,HARD_HALF,0.3,0.3,0.32068032834451476,0.020680328344514776,0.0,0.020680328344514776,-0.020680328344514776,False,False,False,False,False,
2020-03,HARD_HALF,-0.1,0.1,-0.25946905877354964,-0.15946905877354964,-0.2,-0.3594690587735496,0.04053094122645037,False,True,False,False,False,
2020-04,HARD_HALF,-0.2,-0.2,-0.31591219209715493,-0.11591219209715492,0.0,-0.11591219209715492,-0.11591219209715492,False,False,False,False,False,
2020-05,HARD_HALF,0.4,0.1,0.17193851305540414,-0.22806148694459588,0.30000000000000004,0.07193851305540414,0.07193851305540416,False,False,False,False,False,
2020-06,HARD_HALF,0.6,0.2,0.38055781125886934,-0.21944218874113064,0.39999999999999997,0.18055781125886933,0.18055781125886933,True,False,False,False,False,0.45139452814717335
2020-07,HARD_HALF,0.4,0.2,0.5039786142894122,0.10397861428941213,0.2,0.30397861428941214,0.09602138571058788,False,True,False,False,False,
2020-08,HARD_HALF,0.0,0.0,0.04252609564169979,0.04252609564169979,0.0,0.04252609564169979,-0.04252609564169979,False,False,False,False,False,
2020-09,HARD_HALF,-0.6,-0.3,-0.40274300905269717,0.1972569909473028,-0.3,-0.10274300905269718,0.10274300905269718,False,False,False,False,False,
2020-10,HARD_HALF,0.2,0.2,0.27093426617196403,0.07093426617196402,0.0,0.07093426617196402,-0.07093426617196402,False,False,False,False,False,
2020-11,HARD_HALF,0.0,0.1,0.15115491697647487,0.15115491697647487,-0.1,0.05115491697647487,-0.05115491697647487,False,False,False,False,False,
2020-12,HARD_HALF,-0.2,0.1,0.19002614785821642,0.39002614785821643,-0.30000000000000004,0.09002614785821642,-0.09002614785821639,False,False,False,False,False,
2021-01,HARD_HALF,1.3,0.9,0.8912732558451942,-0.4087267441548058,0.4,-0.008726744154805788,-0.008726744154805788,True,False,False,False,False,-0.02181686038701447
2021-02,HARD_HALF,0.2,0.3,0.5098263614647857,0.30982636146478565,-0.09999999999999998,0.20982636146478567,-0.20982636146478567,False,True,False,False,False,
2021-03,HARD_HALF,0.2,0.3,0.1480979520457448,-0.05190204795425521,-0.09999999999999998,-0.1519020479542552,0.04809795204574477,False,False,False,False,False,
2021-04,HARD_HALF,0.5,0.2,0.28598810394052204,-0.21401189605947796,0.3,0.08598810394052203,0.08598810394052203,False,False,False,False,False,
2021-05,HARD_HALF,0.2,0.4,0.5879420434422872,0.38794204344228717,-0.2,0.18794204344228715,-0.18794204344228715,False,False,False,False,False,
2021-06,HARD_HALF,0.5,0.4,0.3465223378797241,-0.15347766212027592,0.09999999999999998,-0.05347766212027594,-0.05347766212027594,False,False,False,False,False,
2021-07,HARD_HALF,1.0,0.5,0.6697218783064215,-0.3302781216935785,0.5,0.1697218783064215,0.1697218783064215,True,False,False,False,False,0.339443756612843
2021-08,HARD_HALF,0.7,0.2,0.16642410398316554,-0.5335758960168344,0.49999999999999994,-0.03357589601683447,-0.03357589601683447,True,False,False,False,False,-0.06715179203366896
2021-09,HARD_HALF,0.2,-0.2,-0.1178999114519989,-0.3178999114519989,0.4,0.0821000885480011,0.0821000885480011,True,False,False,False,False,0.20525022137000276
2021-10,HARD_HALF,1.0,0.7,0.7927388934226424,-0.20726110657735763,0.30000000000000004,0.09273889342264241,0.09273889342264241,False,False,False,False,False,
2021-11,HARD_HALF,0.2,0.3,0.6982576755906593,0.4982576755906593,-0.09999999999999998,0.39825767559065933,-0.39825767559065933,False,True,False,False,False,
2021-12,HARD_HALF,0.4,0.3,0.873441606645287,0.473441606645287,0.10000000000000003,0.573441606645287,-0.37344160664528697,False,True,False,False,False,
2022-01,HARD_HALF,4.4,3.8,4.42010852550301,0.020108525503009567,0.6000000000000005,0.6201085255030101,0.579891474496991,True,True,True,False,True,1.0335142091716827
2022-02,HARD_HALF,1.3,0.6,0.9472553663580414,-0.3527446336419586,0.7000000000000001,0.34725536635804144,0.34725536635804144,True,True,True,False,True,0.496079094797202
2022-03,HARD_HALF,1.7,1.4,0.9599351536255071,-0.7400648463744929,0.30000000000000004,-0.44006484637449284,-0.44006484637449284,False,True,False,False,False,
2022-04,HARD_HALF,1.8,0.9,0.810248090240683,-0.989751909759317,0.9,-0.08975190975931702,-0.08975190975931702,True,False,False,False,False,-0.0997243441770189
2022-05,HARD_HALF,1.8,1.4,1.928849481807915,0.1288494818079149,0.40000000000000013,0.528849481807915,0.27115051819208524,True,True,True,False,True,1.3221237045197871
2022-06,HARD_HALF,1.6,1.5,1.507368052800301,-0.09263194719969903,0.10000000000000009,0.0073680528003010615,0.0073680528003010615,False,False,False,False,False,
2022-07,HARD_HALF,1.3,1.6,1.5144143355557442,0.21441433555574418,-0.30000000000000004,-0.08558566444425586,0.08558566444425586,False,False,False,False,False,
2022-08,HARD_HALF,0.4,0.8,0.6720821029177679,0.2720821029177679,-0.4,-0.1279178970822321,0.1279178970822321,True,False,False,False,False,0.3197947427055803
2022-09,HARD_HALF,0.8,0.2,0.11496016188846969,-0.6850398381115304,0.6000000000000001,-0.08503983811153032,-0.08503983811153026,True,False,False,False,False,-0.1417330635192172
2022-10,HARD_HALF,-1.4,0.9,1.1241974351095643,2.5241974351095644,-2.3,0.22419743510956425,-0.22419743510956458,True,True,False,True,False,-0.09747714569981054
2022-11,HARD_HALF,1.2,0.7,0.7882528330528827,-0.4117471669471172,0.5,0.08825283305288278,0.08825283305288278,True,False,False,False,False,0.17650566610576557
2022-12,HARD_HALF,0.0,0.4,0.09094142216773585,0.09094142216773585,-0.4,-0.3090585778322642,0.3090585778322642,True,True,True,False,True,0.7726464445806605
2023-01,HARD_HALF,6.0,5.8,4.8557166576029465,-1.1442833423970535,0.20000000000000018,-0.9442833423970534,-0.9442833423970534,False,True,False,False,False,
2023-02,HARD_HALF,0.6,0.5,0.5039703923327187,-0.0960296076672813,0.09999999999999998,0.003970392332718675,0.003970392332718675,False,False,False,False,False,
2023-03,HARD_HALF,0.1,0.1,0.22856958059145327,0.12856958059145326,0.0,0.12856958059145326,-0.12856958059145326,False,False,False,False,False,
2023-04,HARD_HALF,-0.2,0.4,0.5026749219687728,0.7026749219687729,-0.6000000000000001,0.10267492196877281,-0.10267492196877281,True,False,False,False,False,-0.17112486994795467
2023-05,HARD_HALF,0.3,0.1,0.16802415321198316,-0.13197584678801683,0.19999999999999998,0.06802415321198316,0.06802415321198316,False,False,False,False,False,
2023-06,HARD_HALF,0.3,0.3,-0.04713023043292175,-0.34713023043292174,0.0,-0.34713023043292174,-0.34713023043292174,False,True,False,False,False,
2023-07,HARD_HALF,0.5,0.4,0.3623426582424115,-0.13765734175758848,0.09999999999999998,-0.0376573417575885,-0.0376573417575885,False,False,False,False,False,
2023-08,HARD_HALF,0.2,0.1,0.47188412299930443,0.2718841229993044,0.1,0.3718841229993044,-0.17188412299930442,False,True,False,False,False,
2023-09,HARD_HALF,-0.7,-0.2,-0.2755480777313318,0.4244519222686682,-0.49999999999999994,-0.07554807773133176,0.07554807773133176,True,False,False,False,False,0.15109615546266356
2023-10,HARD_HALF,0.1,0.0,0.2826615364616625,0.18266153646166247,0.1,0.2826615364616625,-0.08266153646166247,False,True,False,False,False,
2023-11,HARD_HALF,0.1,-0.1,0.03891311393757824,-0.06108688606242176,0.2,0.13891311393757824,0.13891311393757824,False,False,False,False,False,
2023-12,HARD_HALF,-0.4,0.0,-0.14765019744245733,0.2523498025575427,-0.4,-0.14765019744245733,0.14765019744245733,True,False,False,False,False,0.36912549360614333
2024-01,HARD_HALF,1.5,2.0,0.8857871746883093,-0.6142128253116907,-0.5,-1.1142128253116907,-0.11421282531169075,True,True,True,False,False,2.2284256506233815
2024-02,HARD_HALF,0.3,0.4,0.2580380446649967,-0.0419619553350033,-0.10000000000000003,-0.14196195533500333,0.058038044664996735,False,False,False,False,False,
2024-03,HARD_HALF,0.1,0.1,0.17795882405921745,0.07795882405921745,0.0,0.07795882405921745,-0.07795882405921745,False,False,False,False,False,
2024-04,HARD_HALF,0.7,0.2,0.5169386135775386,-0.1830613864224614,0.49999999999999994,0.31693861357753855,0.31693861357753855,True,True,True,False,True,0.6338772271550772
2024-05,HARD_HALF,0.0,0.1,0.21924642636613612,0.21924642636613612,-0.1,0.11924642636613611,-0.11924642636613611,False,False,False,False,False,
2024-06,HARD_HALF,-0.3,0.2,0.08126073928770258,0.38126073928770254,-0.5,-0.11873926071229743,0.11873926071229746,True,False,False,False,False,0.23747852142459486
2024-07,HARD_HALF,0.7,0.5,0.24684517534253225,-0.4531548246574677,0.19999999999999996,-0.25315482465746775,-0.25315482465746775,False,True,False,False,False,
2024-08,HARD_HALF,0.3,0.0,0.04978803679458074,-0.2502119632054193,0.3,0.04978803679458074,0.049788036794580715,False,False,False,False,False,
2024-09,HARD_HALF,-0.4,-0.5,-0.5428417910368668,-0.14284179103686678,0.09999999999999998,-0.042841791036866805,-0.042841791036866805,False,False,False,False,False,
2024-10,HARD_HALF,0.3,0.3,0.28435967663125583,-0.015640323368744158,0.0,-0.015640323368744158,-0.015640323368744158,False,False,False,False,False,
2024-11,HARD_HALF,0.1,0.2,0.1125881018490863,0.012588101849086292,-0.1,-0.08741189815091371,0.08741189815091371,False,False,False,False,False,
2024-12,HARD_HALF,-0.3,0.1,-0.029928734165286276,0.2700712658347137,-0.4,-0.12992873416528627,0.12992873416528633,True,False,False,False,False,0.3248218354132157
2025-01,HARD_HALF,1.3,1.1,1.141778566097235,-0.158221433902765,0.19999999999999996,0.04177856609723496,0.04177856609723496,False,False,False,False,False,
2025-02,HARD_HALF,0.2,0.2,0.3449213748972017,0.1449213748972017,0.0,0.1449213748972017,-0.1449213748972017,False,False,False,False,False,
2025-03,HARD_HALF,0.1,0.0,0.01279907147341732,-0.08720092852658269,0.1,0.01279907147341732,0.012799071473417314,False,False,False,False,False,
2025-04,HARD_HALF,-0.1,0.1,0.17127147038237248,0.2712714703823725,-0.2,0.07127147038237247,-0.07127147038237247,False,False,False,False,False,
2025-05,HARD_HALF,0.5,0.2,0.2843344825640807,-0.21566551743591927,0.3,0.08433448256408071,0.08433448256408071,False,False,False,False,False,
2025-06,HARD_HALF,0.3,0.2,0.21877442075846298,-0.081225579241537,0.09999999999999998,0.018774420758462973,0.018774420758462973,False,False,False,False,False,
2025-07,HARD_HALF,0.5,0.5,0.5584568402910703,0.058456840291070344,0.0,0.058456840291070344,-0.058456840291070344,False,False,False,False,False,
2025-08,HARD_HALF,0.1,0.1,0.09808353927722599,-0.001916460722774016,0.0,-0.001916460722774016,-0.001916460722774016,False,False,False,False,False,
2025-09,HARD_HALF,-0.6,-0.3,-0.5222102106965498,0.07778978930345015,-0.3,-0.22221021069654984,0.22221021069654984,False,True,False,False,False,
2025-10,HARD_HALF,0.5,0.3,0.28619898904433005,-0.21380101095566995,0.2,-0.013801010955669935,-0.013801010955669935,False,False,False,False,False,
2025-11,HARD_HALF,-0.3,0.1,0.02817917668424684,0.32817917668424684,-0.4,-0.07182082331575317,0.07182082331575318,True,False,False,False,False,0.1795520582893829
2025-12,HARD_HALF,-0.3,-0.1,-0.3192220059914924,-0.01922200599149243,-0.19999999999999998,-0.2192220059914924,0.18077799400850755,False,True,False,False,False,
2026-01,HARD_HALF,0.9,0.8,0.853289440279114,-0.046710559720886,0.09999999999999998,0.053289440279113975,0.053289440279113975,False,False,False,False,False,
2026-02,HARD_HALF,-0.1,0.1,0.09415719696403499,0.194157196964035,-0.2,-0.005842803035965016,0.005842803035965016,False,False,False,False,False,
2026-03,HARD_HALF,0.6,0.7,0.5745975532171261,-0.025402446782873844,-0.09999999999999998,-0.12540244678287382,0.07459755321712613,False,False,False,False,False,
2026-04,HARD_HALF,0.5,0.4,0.4728034992943644,-0.027196500705635618,0.09999999999999998,0.07280349929436436,0.07280349929436436,False,False,False,False,False,
2026-05,HARD_HALF,0.1,0.3,0.385238322814708,0.28523832281470796,-0.19999999999999998,0.085238322814708,-0.08523832281470797,False,False,False,False,False,
2026-06,HARD_HALF,-0.3,0.0,-0.08281790072322807,0.2171820992767719,-0.3,-0.08281790072322807,0.08281790072322809,False,False,False,False,False,
2026-07,HARD_HALF,0.6,0.6,0.5124477950466728,-0.08755220495332716,0.0,-0.08755220495332716,-0.08755220495332716,False,False,False,False,False,
2019-02,HARD_FULL,0.2,0.1,0.3736868253770129,0.1736868253770129,0.1,0.27368682537701294,-0.0736868253770129,False,True,False,False,False,
2019-03,HARD_FULL,0.2,0.1,0.0901670483480416,-0.10983295165195842,0.1,-0.00983295165195841,-0.00983295165195841,False,False,False,False,False,
2019-04,HARD_FULL,0.1,0.3,0.4791985039175055,0.37919850391750554,-0.19999999999999998,0.17919850391750552,-0.17919850391750555,False,False,False,False,False,
2019-05,HARD_FULL,0.7,0.4,0.2577314423608633,-0.44226855763913664,0.29999999999999993,-0.1422685576391367,-0.1422685576391367,False,False,False,False,False,
2019-06,HARD_FULL,0.2,0.1,0.02312980391895257,-0.17687019608104743,0.1,-0.07687019608104743,-0.07687019608104742,False,False,False,False,False,
2019-07,HARD_FULL,0.4,0.2,0.4450697048026269,0.0450697048026269,0.2,0.2450697048026269,0.1549302951973731,False,True,False,False,False,
2019-08,HARD_FULL,0.1,0.0,0.10053651412052733,0.0005365141205273261,0.1,0.10053651412052733,0.09946348587947268,False,False,False,False,False,
2019-09,HARD_FULL,-0.6,-0.4,-0.3231993913711704,0.2768006086288296,-0.19999999999999996,0.07680060862882965,-0.07680060862882965,False,False,False,False,False,
2019-10,HARD_FULL,0.5,0.4,0.3409433050818153,-0.1590566949181847,0.09999999999999998,-0.059056694918184716,-0.059056694918184716,False,False,False,False,False,
2019-11,HARD_FULL,0.3,0.2,0.21627568627945298,-0.083724313720547,0.09999999999999998,0.016275686279452972,0.016275686279452972,False,False,False,False,False,
2019-12,HARD_FULL,0.2,0.1,0.014948431046529301,-0.18505156895347072,0.1,-0.0850515689534707,-0.08505156895347071,False,False,False,False,False,
2020-01,HARD_FULL,1.5,1.0,0.9411306387532653,-0.5588693612467347,0.5,-0.0588693612467347,-0.0588693612467347,True,False,False,False,False,-0.1177387224934694
2020-02,HARD_FULL,0.3,0.3,0.3397350885104384,0.03973508851043839,0.0,0.03973508851043839,-0.03973508851043839,False,False,False,False,False,
2020-03,HARD_FULL,-0.1,0.1,-0.2568806955960528,-0.1568806955960528,-0.2,-0.35688069559605284,0.043119304403947206,False,True,False,False,False,
2020-04,HARD_FULL,-0.2,-0.2,-0.31424252182303986,-0.11424252182303984,0.0,-0.11424252182303984,-0.11424252182303984,False,False,False,False,False,
2020-05,HARD_FULL,0.4,0.1,0.16833524021974577,-0.23166475978025425,0.30000000000000004,0.06833524021974577,0.0683352402197458,False,False,False,False,False,
2020-06,HARD_FULL,0.6,0.2,0.4172338871159674,-0.1827661128840326,0.39999999999999997,0.21723388711596736,0.21723388711596736,True,True,True,False,True,0.5430847177899184
2020-07,HARD_FULL,0.4,0.2,0.5210069308403769,0.12100693084037684,0.2,0.32100693084037685,0.07899306915962317,False,True,False,False,False,
2020-08,HARD_FULL,0.0,0.0,0.05191843479690783,0.05191843479690783,0.0,0.05191843479690783,-0.05191843479690783,False,False,False,False,False,
2020-09,HARD_FULL,-0.6,-0.3,-0.4261804868444819,0.17381951315551808,-0.3,-0.1261804868444819,0.1261804868444819,False,False,False,False,False,
2020-10,HARD_FULL,0.2,0.2,0.3583178284704426,0.15831782847044257,0.0,0.15831782847044257,-0.15831782847044257,False,False,False,False,False,
2020-11,HARD_FULL,0.0,0.1,0.16911631187228654,0.16911631187228654,-0.1,0.06911631187228653,-0.06911631187228653,False,False,False,False,False,
2020-12,HARD_FULL,-0.2,0.1,0.2056536659664309,0.40565366596643093,-0.30000000000000004,0.10565366596643089,-0.10565366596643089,False,False,False,False,False,
2021-01,HARD_FULL,1.3,0.9,0.9539674594208288,-0.3460325405791712,0.4,0.05396745942082881,0.05396745942082881,True,False,False,False,False,0.13491864855207203
2021-02,HARD_FULL,0.2,0.3,0.5908788681855172,0.39087886818551715,-0.09999999999999998,0.29087886818551717,-0.29087886818551717,False,True,False,False,False,
2021-03,HARD_FULL,0.2,0.3,0.14428582967191625,-0.05571417032808376,-0.09999999999999998,-0.15571417032808374,0.044285829671916216,False,False,False,False,False,
2021-04,HARD_FULL,0.5,0.2,0.31594973914457003,-0.18405026085542997,0.3,0.11594973914457002,0.11594973914457002,False,False,False,False,False,
2021-05,HARD_FULL,0.2,0.4,0.6078702544940903,0.40787025449409026,-0.2,0.20787025449409025,-0.20787025449409025,False,True,False,False,False,
2021-06,HARD_FULL,0.5,0.4,0.3633767578302495,-0.13662324216975053,0.09999999999999998,-0.03662324216975055,-0.03662324216975055,False,False,False,False,False,
2021-07,HARD_FULL,1.0,0.5,0.6948917887265292,-0.30510821127347076,0.5,0.19489178872652924,0.19489178872652924,True,False,False,False,False,0.38978357745305847
2021-08,HARD_FULL,0.7,0.2,0.10834485560767679,-0.5916551443923231,0.49999999999999994,-0.09165514439232322,-0.0916551443923232,True,False,False,False,False,-0.18331028878464647
2021-09,HARD_FULL,0.2,-0.2,-0.11179972547429179,-0.3117997254742918,0.4,0.08820027452570822,0.08820027452570822,True,False,False,False,False,0.22050068631427056
2021-10,HARD_FULL,1.0,0.7,0.861772559403488,-0.13822744059651204,0.30000000000000004,0.161772559403488,0.161772559403488,False,False,False,False,False,
2021-11,HARD_FULL,0.2,0.3,0.7141668997528983,0.5141668997528983,-0.09999999999999998,0.4141668997528983,-0.41416689975289833,False,True,False,False,False,
2021-12,HARD_FULL,0.4,0.3,0.9759442458735439,0.5759442458735439,0.10000000000000003,0.6759442458735438,-0.47594424587354384,False,True,False,False,False,
2022-01,HARD_FULL,4.4,3.8,4.462079824034487,0.06207982403448664,0.6000000000000005,0.6620798240344872,0.5379201759655139,True,True,True,False,True,1.103466373390811
2022-02,HARD_FULL,1.3,0.6,1.02808532568767,-0.27191467431232996,0.7000000000000001,0.4280853256876701,0.4280853256876701,True,True,True,False,True,0.6115504652681001
2022-03,HARD_FULL,1.7,1.4,0.9457985298614493,-0.7542014701385507,0.30000000000000004,-0.4542014701385506,-0.4542014701385506,False,True,False,False,False,
2022-04,HARD_FULL,1.8,0.9,0.8786376245680246,-0.9213623754319754,0.9,-0.02136237543197539,-0.02136237543197539,True,False,False,False,False,-0.023735972702194876
2022-05,HARD_FULL,1.8,1.4,2.0303559700568115,0.2303559700568114,0.40000000000000013,0.6303559700568115,0.16964402994318872,True,True,True,False,True,1.5758899251420284
2022-06,HARD_FULL,1.6,1.5,1.6214754124021524,0.02147541240215234,0.10000000000000009,0.12147541240215243,0.07852458759784775,False,False,False,False,False,
2022-07,HARD_FULL,1.3,1.6,1.6269883808292258,0.32698838082922577,-0.30000000000000004,0.026988380829225722,-0.026988380829225722,False,False,False,False,False,
2022-08,HARD_FULL,0.4,0.8,0.7133115493678155,0.31331154936781547,-0.4,-0.08668845063218455,0.08668845063218455,True,False,False,False,False,0.2167211265804614
2022-09,HARD_FULL,0.8,0.2,0.06782787913409602,-0.732172120865904,0.6000000000000001,-0.132172120865904,-0.1321721208659039,True,False,False,False,False,-0.22028686810983994
2022-10,HARD_FULL,-1.4,0.9,1.075447258891905,2.475447258891905,-2.3,0.17544725889190504,-0.17544725889190538,True,False,False,False,False,-0.07628141690952393
2022-11,HARD_FULL,1.2,0.7,0.817989792016844,-0.382010207983156,0.5,0.11798979201684401,0.11798979201684401,True,False,False,False,False,0.23597958403368802
2022-12,HARD_FULL,0.0,0.4,0.13440777861274006,0.13440777861274006,-0.4,-0.26559222138725996,0.26559222138725996,True,True,True,False,True,0.6639805534681499
2023-01,HARD_FULL,6.0,5.8,4.838284883962337,-1.161715116037663,0.20000000000000018,-0.9617151160376629,-0.9617151160376629,False,True,False,False,False,
2023-02,HARD_FULL,0.6,0.5,0.47662557851600684,-0.12337442148399314,0.09999999999999998,-0.023374421483993157,-0.023374421483993157,False,False,False,False,False,
2023-03,HARD_FULL,0.1,0.1,0.16450530456825765,0.06450530456825765,0.0,0.06450530456825765,-0.06450530456825765,False,False,False,False,False,
2023-04,HARD_FULL,-0.2,0.4,0.44125705504723056,0.6412570550472305,-0.6000000000000001,0.04125705504723054,-0.04125705504723043,True,False,False,False,False,-0.06876175841205089
2023-05,HARD_FULL,0.3,0.1,0.10706562600719244,-0.19293437399280755,0.19999999999999998,0.007065626007192433,0.007065626007192433,False,False,False,False,False,
2023-06,HARD_FULL,0.3,0.3,-0.12930453990658813,-0.4293045399065881,0.0,-0.4293045399065881,-0.4293045399065881,False,True,False,False,False,
2023-07,HARD_FULL,0.5,0.4,0.33851017307470194,-0.16148982692529806,0.09999999999999998,-0.061489826925298086,-0.061489826925298086,False,False,False,False,False,
2023-08,HARD_FULL,0.2,0.1,0.4691538555618777,0.2691538555618777,0.1,0.36915385556187774,-0.1691538555618777,False,True,False,False,False,
2023-09,HARD_FULL,-0.7,-0.2,-0.30219775586361963,0.3978022441363803,-0.49999999999999994,-0.10219775586361962,0.10219775586361962,True,False,False,False,False,0.20439551172723927
2023-10,HARD_FULL,0.1,0.0,0.2747256455397465,0.17472564553974648,0.1,0.2747256455397465,-0.07472564553974648,False,True,False,False,False,
2023-11,HARD_FULL,0.1,-0.1,0.01933373494270936,-0.08066626505729065,0.2,0.11933373494270937,0.11933373494270937,False,False,False,False,False,
2023-12,HARD_FULL,-0.4,0.0,-0.16223015378408234,0.23776984621591768,-0.4,-0.16223015378408234,0.16223015378408234,True,False,False,False,False,0.40557538446020586
2024-01,HARD_FULL,1.5,2.0,0.8396578117247618,-0.6603421882752382,-0.5,-1.160342188275238,-0.16034218827523816,True,True,True,False,False,2.320684376550476
2024-02,HARD_FULL,0.3,0.4,0.24545608807626224,-0.05454391192373775,-0.10000000000000003,-0.1545439119237378,0.04545608807626228,False,False,False,False,False,
2024-03,HARD_FULL,0.1,0.1,0.17763742648692965,0.07763742648692964,0.0,0.07763742648692964,-0.07763742648692964,False,False,False,False,False,
2024-04,HARD_FULL,0.7,0.2,0.49836335255762815,-0.2016366474423718,0.49999999999999994,0.29836335255762814,0.29836335255762814,True,True,True,False,True,0.5967267051152564
2024-05,HARD_FULL,0.0,0.1,0.23051180925959833,0.23051180925959833,-0.1,0.13051180925959832,-0.13051180925959832,False,False,False,False,False,
2024-06,HARD_FULL,-0.3,0.2,0.1129550664706415,0.4129550664706415,-0.5,-0.0870449335293585,0.08704493352935849,True,False,False,False,False,0.174089867058717
2024-07,HARD_FULL,0.7,0.5,0.283705901673846,-0.41629409832615394,0.19999999999999996,-0.21629409832615398,-0.21629409832615398,False,True,False,False,False,
2024-08,HARD_FULL,0.3,0.0,0.02676059923621866,-0.27323940076378134,0.3,0.02676059923621866,0.026760599236218652,False,False,False,False,False,
2024-09,HARD_FULL,-0.4,-0.5,-0.6205095900012981,-0.2205095900012981,0.09999999999999998,-0.12050959000129813,-0.12050959000129813,False,False,False,False,False,
2024-10,HARD_FULL,0.3,0.3,0.3468788721546322,0.04687887215463221,0.0,0.04687887215463221,-0.04687887215463221,False,False,False,False,False,
2024-11,HARD_FULL,0.1,0.2,0.09413686107525288,-0.00586313892474713,-0.1,-0.10586313892474714,0.09413686107525288,False,False,False,False,False,
2024-12,HARD_FULL,-0.3,0.1,-0.06409572086517465,0.23590427913482534,-0.4,-0.16409572086517465,0.16409572086517468,True,False,False,False,False,0.41023930216293664
2025-01,HARD_FULL,1.3,1.1,1.1594439531883396,-0.14055604681166045,0.19999999999999996,0.059443953188339504,0.059443953188339504,False,False,False,False,False,
