dataset,freq,indic,s_adj,unit,geo,time,value,status
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1985-01,-11.1,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1985-02,-10.8,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1985-03,-11.8,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1985-04,-9.7,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1985-05,-10.1,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1985-06,-10.2,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1985-07,-10.8,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1985-08,-11.0,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1985-09,-10.8,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1985-10,-7.1,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1985-11,-8.0,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1985-12,-8.5,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1986-01,-4.9,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1986-02,-5.0,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1986-03,-5.1,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1986-04,-4.5,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1986-05,-4.3,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1986-06,-4.0,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1986-07,-3.1,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1986-08,-2.6,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1986-09,-2.3,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1986-10,-2.9,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1986-11,-3.9,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1986-12,-3.1,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1987-01,-3.0,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1987-02,-3.4,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1987-03,-3.4,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1987-04,-2.9,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1987-05,-2.8,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1987-06,-3.1,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1987-07,-2.8,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1987-08,-3.1,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1987-09,-1.9,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1987-10,-2.8,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1987-11,-3.2,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1987-12,-3.2,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1988-01,-1.5,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1988-02,-2.3,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1988-03,-2.6,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1988-04,-1.4,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1988-05,-1.9,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1988-06,-1.5,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1988-07,-1.0,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1988-08,-0.7,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1988-09,-0.1,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1988-10,-0.4,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1988-11,-0.8,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1988-12,-0.7,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1989-01,-0.6,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1989-02,-0.8,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1989-03,-1.5,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1989-04,-0.9,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1989-05,-1.2,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1989-06,0.0,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1989-07,0.1,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1989-08,0.0,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1989-09,0.8,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1989-10,0.4,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1989-11,0.3,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1989-12,0.2,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1990-01,0.4,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1990-02,1.2,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1990-03,1.1,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1990-04,1.2,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1990-05,1.9,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1990-06,1.7,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1990-07,1.6,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1990-08,1.7,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1990-09,-0.4,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1990-10,-2.8,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1990-11,-2.1,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1990-12,-1.8,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1991-01,-1.2,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1991-02,-1.4,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1991-03,-2.3,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1991-04,-2.4,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1991-05,-1.6,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1991-06,-2.3,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1991-07,-5.2,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1991-08,-6.2,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1991-09,-5.3,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1991-10,-6.7,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1991-11,-6.9,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1991-12,-6.6,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1992-01,-6.1,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1992-02,-6.8,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1992-03,-7.1,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1992-04,-9.0,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1992-05,-8.3,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1992-06,-8.5,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1992-07,-8.1,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1992-08,-8.4,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1992-09,-9.2,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1992-10,-10.3,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1992-11,-12.2,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1992-12,-12.1,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1993-01,-12.2,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1993-02,-13.4,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1993-03,-13.8,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1993-04,-13.9,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1993-05,-13.2,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1993-06,-14.1,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1993-07,-13.9,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1993-08,-14.1,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1993-09,-15.8,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1993-10,-17.0,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1993-11,-16.7,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1993-12,-16.6,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1994-01,-16.7,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1994-02,-15.6,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1994-03,-14.3,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1994-04,-13.7,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1994-05,-12.2,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1994-06,-10.2,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1994-07,-9.8,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1994-08,-9.1,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1994-09,-8.7,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1994-10,-8.6,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1994-11,-9.5,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1994-12,-9.7,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1995-01,-9.6,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1995-02,-10.9,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1995-03,-11.3,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1995-04,-10.4,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1995-05,-9.8,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1995-06,-9.3,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1995-07,-9.3,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1995-08,-8.5,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1995-09,-8.7,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1995-10,-10.4,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1995-11,-10.3,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1995-12,-10.9,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1996-01,-10.8,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1996-02,-11.9,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1996-03,-11.8,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1996-04,-12.2,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1996-05,-11.8,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1996-06,-10.9,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1996-07,-11.2,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1996-08,-9.9,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1996-09,-9.9,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1996-10,-11.9,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1996-11,-12.1,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1996-12,-12.1,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1997-01,-10.0,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1997-02,-11.0,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1997-03,-10.0,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1997-04,-10.7,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1997-05,-10.0,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1997-06,-8.8,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1997-07,-8.2,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1997-08,-7.6,
ei_bsco_m,M,BS-FS-LY,NSA,BAL,EU27_2020,1997-09,-6.8,
