dataset,freq,indic,s_adj,unit,geo,time,value,status
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1991-05,-2.7,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1991-06,-4.2,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1991-07,-6.6,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1991-08,-4.1,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1991-09,0.5,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1991-10,5.8,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1991-11,6.5,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1991-12,5.3,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1992-01,-1.1,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1992-02,5.2,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1992-03,0.3,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1992-04,-3.4,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1992-05,-4.7,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1992-06,-15.6,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1992-07,-19.0,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1992-08,-21.5,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1992-09,-26.9,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1992-10,-16.8,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1992-11,-21.9,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1992-12,-19.3,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1993-01,-32.4,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1993-02,-32.8,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1993-03,-34.2,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1993-04,-22.8,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1993-05,-25.0,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1993-06,-30.9,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1993-07,-26.4,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1993-08,-26.7,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1993-09,-29.5,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1993-10,-24.9,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1993-11,-17.5,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1993-12,-24.3,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1994-01,-26.9,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1994-02,-33.3,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1994-03,-25.9,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1994-04,-29.1,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1994-05,-27.0,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1994-06,-32.7,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1994-07,-29.8,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1994-08,-29.4,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1994-09,-28.1,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1994-10,-25.6,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1994-11,-34.0,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1994-12,-32.2,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1995-01,-30.0,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1995-02,-19.0,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1995-03,-26.1,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1995-04,-21.4,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1995-05,-22.3,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1995-06,-25.4,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1995-07,-27.0,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1995-08,-27.4,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1995-09,-8.0,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1995-10,-25.0,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1995-11,-33.4,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1995-12,-31.9,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1996-01,-28.6,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1996-02,-30.1,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1996-03,-19.2,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1996-04,-17.0,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1996-05,-19.7,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1996-06,-22.0,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1996-07,-18.5,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1996-08,-14.3,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1996-09,-20.2,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1996-10,-17.9,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1996-11,-22.2,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1996-12,-12.8,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1997-01,-15.2,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1997-02,-26.8,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1997-03,-21.7,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1997-04,-18.4,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1997-05,-9.7,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1997-06,-16.9,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1997-07,-19.2,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1997-08,-17.9,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1997-09,-20.3,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1997-10,-9.2,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1997-11,-8.5,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1997-12,-2.9,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1998-01,-2.9,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1998-02,-6.6,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1998-03,-6.0,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1998-04,-7.6,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1998-05,-4.0,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1998-06,-6.0,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1998-07,-1.8,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1998-08,-2.1,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1998-09,-2.5,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1998-10,-7.3,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1998-11,-8.5,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1998-12,0.1,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1999-01,-17.4,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1999-02,-21.4,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1999-03,-13.8,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1999-04,-12.6,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1999-05,-10.8,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1999-06,-12.3,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1999-07,-11.4,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1999-08,-10.1,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1999-09,-14.3,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1999-10,-12.0,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1999-11,-9.7,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,1999-12,-5.2,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2000-01,-5.7,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2000-02,7.2,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2000-03,-1.2,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2000-04,7.4,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2000-05,13.4,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2000-06,1.8,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2000-07,-2.8,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2000-08,-2.3,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2000-09,-4.8,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2000-10,-9.5,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2000-11,-7.1,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2000-12,-0.4,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2001-01,4.0,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2001-02,-9.0,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2001-03,-2.0,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2001-04,-8.7,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2001-05,-4.2,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2001-06,-4.1,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2001-07,-6.3,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2001-08,-7.1,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2001-09,-6.8,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2001-10,-10.5,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2001-11,-10.3,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2001-12,-7.6,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2002-01,-9.5,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2002-02,-18.5,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2002-03,-15.1,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2002-04,-15.3,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2002-05,-9.0,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2002-06,-16.4,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2002-07,-19.0,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2002-08,-11.2,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2002-09,-11.0,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2002-10,-15.0,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2002-11,-11.8,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2002-12,-15.0,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2003-01,-17.8,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2003-02,-16.8,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2003-03,-19.9,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2003-04,-18.8,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2003-05,-16.7,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2003-06,-18.6,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2003-07,-19.6,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2003-08,-16.7,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2003-09,-19.1,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2003-10,-15.4,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2003-11,-13.2,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2003-12,-21.8,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2004-01,-10.2,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2004-02,-15.4,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2004-03,-17.9,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2004-04,-12.9,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2004-05,-10.9,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2004-06,-14.6,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2004-07,-10.7,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2004-08,-12.8,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2004-09,-13.6,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2004-10,-16.0,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2004-11,-19.7,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2004-12,-15.6,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2005-01,-8.5,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2005-02,-13.9,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2005-03,-19.7,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2005-04,-14.1,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2005-05,-13.8,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2005-06,-13.8,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2005-07,-13.7,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2005-08,-10.7,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2005-09,-9.4,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2005-10,-9.9,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2005-11,-11.2,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2005-12,-4.0,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2006-01,0.2,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2006-02,-0.6,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2006-03,-5.8,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2006-04,0.7,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2006-05,0.0,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2006-06,2.7,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2006-07,0.7,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2006-08,3.2,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2006-09,5.6,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2006-10,7.2,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2006-11,6.0,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2006-12,3.4,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2007-01,6.5,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2007-02,0.7,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2007-03,-1.8,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2007-04,6.1,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2007-05,5.8,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2007-06,3.2,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2007-07,7.7,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2007-08,8.0,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2007-09,3.3,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2007-10,0.4,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2007-11,4.0,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2007-12,0.1,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2008-01,2.7,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2008-02,0.1,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2008-03,-2.3,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2008-04,-7.4,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2008-05,-2.7,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2008-06,-8.8,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2008-07,-14.9,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2008-08,-12.4,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2008-09,-14.2,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2008-10,-19.1,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2008-11,-21.1,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2008-12,-30.0,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2009-01,-22.7,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2009-02,-26.9,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2009-03,-28.9,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2009-04,-27.8,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2009-05,-17.5,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2009-06,-23.2,
ei_bsrt_m_r2,M,BS-RPBS,NSA,BAL,EU27_2020,2009-07,-18.0,
