dataset,freq,s_adj,age,unit,sex,geo,time,value,status
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2020-08,2.8,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2020-09,2.8,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2020-10,3.1,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2020-11,2.8,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2020-12,3.1,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2021-01,3.4,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2021-02,3.3,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2021-03,3.4,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2021-04,3.3,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2021-05,3.0,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2021-06,2.7,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2021-07,2.7,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2021-08,2.9,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2021-09,2.5,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2021-10,2.4,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2021-11,2.0,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2021-12,2.1,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2022-01,2.5,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2022-02,2.7,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2022-03,2.3,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2022-04,2.4,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2022-05,2.4,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2022-06,2.4,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2022-07,2.3,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2022-08,2.6,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2022-09,2.2,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2022-10,2.1,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2022-11,2.7,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2022-12,2.2,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2023-01,2.6,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2023-02,2.6,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2023-03,2.6,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2023-04,2.7,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2023-05,2.3,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2023-06,2.6,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2023-07,2.9,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2023-08,2.6,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2023-09,2.7,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2023-10,2.9,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2023-11,2.3,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2023-12,2.8,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2024-01,3.2,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2024-02,2.7,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2024-03,3.1,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2024-04,2.7,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2024-05,2.6,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2024-06,2.8,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2024-07,2.7,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2024-08,2.6,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2024-09,3.0,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2024-10,2.6,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2024-11,2.5,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2024-12,2.8,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2025-01,2.6,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2025-02,2.7,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2025-03,2.8,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2025-04,2.7,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2025-05,2.7,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2025-06,3.1,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2025-07,2.9,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2025-08,3.2,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2025-09,3.0,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2025-10,3.1,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2025-11,2.9,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2025-12,3.0,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2026-01,3.4,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2026-02,3.4,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2026-03,3.1,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2026-04,3.1,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2026-05,2.8,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2026-06,3.3,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,CZ,2026-07,3.4,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2007-01,9.3,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2007-02,9.6,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2007-03,9.2,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2007-04,8.6,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2007-05,8.5,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2007-06,8.3,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2007-07,8.3,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2007-08,8.4,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2007-09,8.1,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2007-10,7.8,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2007-11,8.2,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2007-12,8.2,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2008-01,8.2,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2008-02,8.1,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2008-03,8.0,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2008-04,7.9,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2008-05,7.3,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2008-06,7.8,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2008-07,7.4,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2008-08,7.2,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2008-09,6.6,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2008-10,6.4,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2008-11,6.8,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2008-12,7.4,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2009-01,7.3,b
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2009-02,7.9,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2009-03,7.7,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2009-04,7.6,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2009-05,7.3,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2009-06,7.3,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2009-07,7.5,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2009-08,7.6,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2009-09,7.2,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2009-10,6.8,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2009-11,6.9,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2009-12,7.0,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2010-01,7.6,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2010-02,7.6,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2010-03,7.2,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2010-04,6.8,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2010-05,6.5,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2010-06,6.3,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2010-07,6.5,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2010-08,6.2,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2010-09,6.1,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2010-10,6.1,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2010-11,5.9,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2010-12,6.1,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2011-01,6.4,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2011-02,6.2,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2011-03,6.1,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2011-04,5.5,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2011-05,5.4,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2011-06,5.6,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2011-07,5.6,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2011-08,5.6,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2011-09,4.9,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2011-10,4.8,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2011-11,5.1,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2011-12,5.1,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2012-01,5.9,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2012-02,5.5,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2012-03,5.1,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2012-04,4.9,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2012-05,5.2,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2012-06,4.9,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2012-07,5.3,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2012-08,5.0,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2012-09,4.7,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2012-10,4.8,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2012-11,4.8,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2012-12,4.9,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2013-01,5.5,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2013-02,5.6,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2013-03,5.2,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2013-04,4.9,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2013-05,4.8,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2013-06,5.0,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2013-07,4.9,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2013-08,4.7,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2013-09,4.7,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2013-10,4.8,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2013-11,4.6,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2013-12,4.6,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2014-01,5.2,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2014-02,5.1,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2014-03,5.1,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2014-04,4.8,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2014-05,4.5,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2014-06,4.6,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2014-07,4.4,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2014-08,4.7,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2014-09,4.6,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2014-10,4.5,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2014-11,4.7,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2014-12,4.3,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2015-01,4.6,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2015-02,5.0,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2015-03,4.5,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2015-04,4.6,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2015-05,4.3,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2015-06,4.3,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2015-07,4.3,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2015-08,4.1,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2015-09,4.0,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2015-10,4.1,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2015-11,4.3,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2015-12,4.2,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2016-01,4.1,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2016-02,4.4,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2016-03,4.3,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2016-04,4.0,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2016-05,4.0,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2016-06,4.0,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2016-07,4.0,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2016-08,3.9,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2016-09,3.5,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2016-10,3.7,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2016-11,3.6,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2016-12,3.3,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2017-01,3.8,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2017-02,4.0,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2017-03,3.7,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2017-04,3.9,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2017-05,3.4,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2017-06,3.4,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2017-07,3.4,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2017-08,3.5,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2017-09,3.3,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2017-10,3.5,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2017-11,3.2,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2017-12,3.2,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2018-01,3.4,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2018-02,3.5,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2018-03,3.3,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2018-04,3.3,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2018-05,3.2,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2018-06,3.3,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2018-07,3.1,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2018-08,3.2,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2018-09,3.1,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2018-10,3.0,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2018-11,3.0,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2018-12,2.9,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2019-01,3.2,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2019-02,3.0,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2019-03,3.3,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2019-04,3.0,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2019-05,2.8,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2019-06,2.8,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2019-07,2.9,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2019-08,3.0,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2019-09,2.8,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2019-10,2.8,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2019-11,2.9,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2019-12,2.9,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2020-01,3.1,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2020-02,3.5,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2020-03,3.6,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2020-04,3.4,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2020-05,3.6,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2020-06,3.8,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2020-07,4.0,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2020-08,3.9,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2020-09,3.8,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2020-10,3.4,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2020-11,3.9,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2020-12,3.5,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2021-01,4.1,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2021-02,4.2,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2021-03,4.0,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2021-04,3.9,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2021-05,3.7,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2021-06,3.5,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2021-07,3.4,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2021-08,3.3,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2021-09,3.4,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2021-10,3.1,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2021-11,3.4,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2021-12,3.2,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2022-01,3.5,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2022-02,3.1,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2022-03,3.1,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2022-04,3.3,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2022-05,2.9,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2022-06,3.1,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2022-07,3.4,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2022-08,3.2,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2022-09,3.1,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2022-10,3.1,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2022-11,3.0,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2022-12,2.9,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2023-01,3.1,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2023-02,3.2,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2023-03,3.0,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2023-04,3.1,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2023-05,2.9,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2023-06,3.1,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2023-07,3.0,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2023-08,3.3,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2023-09,3.0,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2023-10,3.2,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2023-11,3.1,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2023-12,3.0,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2024-01,3.2,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2024-02,3.6,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2024-03,3.5,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2024-04,3.2,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2024-05,3.6,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2024-06,3.4,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2024-07,3.6,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2024-08,3.7,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2024-09,3.2,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2024-10,3.2,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2024-11,3.3,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2024-12,3.2,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2025-01,3.7,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2025-02,3.7,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2025-03,3.7,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2025-04,3.8,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2025-05,3.8,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2025-06,3.6,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2025-07,3.9,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2025-08,3.9,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2025-09,4.0,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2025-10,3.6,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2025-11,3.8,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2025-12,3.7,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2026-01,4.0,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2026-02,3.9,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2026-03,3.9,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2026-04,3.9,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2026-05,3.8,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2026-06,4.1,
une_rt_m,M,NSA,TOTAL,PC_ACT,T,DE,2026-07,4.2,
une_rt_m,M,SA,TOTAL,PC_ACT,T,CZ,1993-01,4.5,
une_rt_m,M,SA,TOTAL,PC_ACT,T,CZ,1993-02,4.4,
une_rt_m,M,SA,TOTAL,PC_ACT,T,CZ,1993-03,4.4,
une_rt_m,M,SA,TOTAL,PC_ACT,T,CZ,1993-04,4.4,
une_rt_m,M,SA,TOTAL,PC_ACT,T,CZ,1993-05,4.4,
une_rt_m,M,SA,TOTAL,PC_ACT,T,CZ,1993-06,4.3,
une_rt_m,M,SA,TOTAL,PC_ACT,T,CZ,1993-07,4.5,
une_rt_m,M,SA,TOTAL,PC_ACT,T,CZ,1993-08,4.2,
une_rt_m,M,SA,TOTAL,PC_ACT,T,CZ,1993-09,4.0,
une_rt_m,M,SA,TOTAL,PC_ACT,T,CZ,1993-10,4.3,
une_rt_m,M,SA,TOTAL,PC_ACT,T,CZ,1993-11,4.1,
une_rt_m,M,SA,TOTAL,PC_ACT,T,CZ,1993-12,4.3,
une_rt_m,M,SA,TOTAL,PC_ACT,T,CZ,1994-01,4.2,
une_rt_m,M,SA,TOTAL,PC_ACT,T,CZ,1994-02,4.2,
une_rt_m,M,SA,TOTAL,PC_ACT,T,CZ,1994-03,4.1,
une_rt_m,M,SA,TOTAL,PC_ACT,T,CZ,1994-04,4.4,
une_rt_m,M,SA,TOTAL,PC_ACT,T,CZ,1994-05,4.2,
une_rt_m,M,SA,TOTAL,PC_ACT,T,CZ,1994-06,4.3,
une_rt_m,M,SA,TOTAL,PC_ACT,T,CZ,1994-07,4.2,
une_rt_m,M,SA,TOTAL,PC_ACT,T,CZ,1994-08,4.4,
une_rt_m,M,SA,TOTAL,PC_ACT,T,CZ,1994-09,4.4,
une_rt_m,M,SA,TOTAL,PC_ACT,T,CZ,1994-10,4.4,
une_rt_m,M,SA,TOTAL,PC_ACT,T,CZ,1994-11,4.3,
une_rt_m,M,SA,TOTAL,PC_ACT,T,CZ,1994-12,4.3,
une_rt_m,M,SA,TOTAL,PC_ACT,T,CZ,1995-01,4.2,
une_rt_m,M,SA,TOTAL,PC_ACT,T,CZ,1995-02,4.2,
une_rt_m,M,SA,TOTAL,PC_ACT,T,CZ,1995-03,4.3,
une_rt_m,M,SA,TOTAL,PC_ACT,T,CZ,1995-04,4.2,
une_rt_m,M,SA,TOTAL,PC_ACT,T,CZ,1995-05,4.1,
une_rt_m,M,SA,TOTAL,PC_ACT,T,CZ,1995-06,4.2,
une_rt_m,M,SA,TOTAL,PC_ACT,T,CZ,1995-07,4.1,
