dataset,freq,indic,s_adj,unit,geo,time,value,status
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,1999-05,22.1,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,1999-06,24.1,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,1999-07,8.7,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,1999-08,10.1,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,1999-09,12.2,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,1999-10,27.8,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,1999-11,34.2,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,1999-12,35.8,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2000-01,30.2,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2000-02,36.4,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2000-03,37.2,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2000-04,36.1,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2000-05,38.7,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2000-06,37.7,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2000-07,35.0,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2000-08,39.7,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2000-09,32.8,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2000-10,32.6,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2000-11,31.1,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2000-12,31.2,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2001-01,23.6,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2001-02,21.6,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2001-03,18.6,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2001-04,16.6,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2001-05,14.1,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2001-06,19.2,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2001-07,12.3,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2001-08,12.0,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2001-09,2.3,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2001-10,-7.1,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2001-11,-16.0,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2001-12,-9.5,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2002-01,-4.1,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2002-02,-1.6,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2002-03,2.9,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2002-04,1.6,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2002-05,4.5,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2002-06,0.2,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2002-07,-7.9,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2002-08,-5.9,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2002-09,-12.4,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2002-10,-18.2,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2002-11,-14.4,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2002-12,-14.9,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2003-01,-17.1,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2003-02,-15.9,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2003-03,-18.6,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2003-04,-10.9,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2003-05,-7.2,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2003-06,-5.4,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2003-07,-5.0,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2003-08,-3.6,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2003-09,-3.0,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2003-10,-2.9,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2003-11,-2.2,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2003-12,3.5,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2004-01,1.8,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2004-02,4.2,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2004-03,0.1,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2004-04,0.5,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2004-05,1.7,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2004-06,3.4,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2004-07,3.0,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2004-08,-1.7,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2004-09,3.0,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2004-10,2.0,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2004-11,3.3,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2004-12,1.4,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2005-01,4.3,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2005-02,0.9,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2005-03,2.1,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2005-04,3.3,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2005-05,8.6,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2005-06,6.9,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2005-07,8.4,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2005-08,7.9,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2005-09,9.0,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2005-10,10.2,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2005-11,12.0,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2005-12,12.2,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2006-01,13.7,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2006-02,7.1,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2006-03,8.2,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2006-04,13.2,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2006-05,16.5,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2006-06,15.7,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2006-07,16.1,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2006-08,17.7,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2006-09,14.2,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2006-10,16.5,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2006-11,14.4,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2006-12,17.1,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2007-01,17.9,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2007-02,13.3,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2007-03,14.7,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2007-04,18.4,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2007-05,18.7,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2007-06,17.7,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2007-07,19.0,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2007-08,21.1,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2007-09,16.3,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2007-10,13.8,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2007-11,12.0,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2007-12,10.3,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2008-01,9.5,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2008-02,5.4,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2008-03,4.0,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2008-04,3.7,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2008-05,7.6,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2008-06,5.2,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2008-07,2.0,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2008-08,-2.9,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2008-09,-3.2,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2008-10,-8.7,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2008-11,-14.0,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2008-12,-21.8,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2009-01,-23.5,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2009-02,-27.8,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2009-03,-32.0,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2009-04,-26.6,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2009-05,-21.1,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2009-06,-19.1,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2009-07,-17.4,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2009-08,-9.5,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2009-09,-8.7,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2009-10,-7.8,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2009-11,-7.1,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2009-12,-6.3,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2010-01,-3.8,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2010-02,-6.1,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2010-03,-6.3,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2010-04,2.7,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2010-05,3.0,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2010-06,4.4,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2010-07,6.4,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2010-08,7.4,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2010-09,7.7,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2010-10,7.2,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2010-11,6.9,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2010-12,6.0,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2011-01,5.3,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2011-02,5.1,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2011-03,1.1,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2011-04,6.1,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2011-05,7.6,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2011-06,9.2,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2011-07,8.6,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2011-08,4.9,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2011-09,-0.3,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2011-10,-0.6,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2011-11,-3.9,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2011-12,-7.7,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2012-01,-8.0,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2012-02,-9.3,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2012-03,-7.9,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2012-04,-5.3,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2012-05,-5.8,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2012-06,-6.4,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2012-07,-6.9,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2012-08,-7.6,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2012-09,-10.4,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2012-10,-9.8,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2012-11,-9.8,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2012-12,-12.1,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2013-01,-9.6,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2013-02,-13.5,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2013-03,-11.2,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2013-04,-12.0,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2013-05,-8.1,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2013-06,-7.2,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2013-07,-3.4,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2013-08,-0.4,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2013-09,-0.3,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2013-10,-0.5,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2013-11,0.5,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2013-12,-0.2,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2014-01,1.0,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2014-02,-1.8,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2014-03,1.8,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2014-04,3.5,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2014-05,6.1,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2014-06,5.9,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2014-07,6.9,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2014-08,6.0,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2014-09,4.0,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2014-10,2.5,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2014-11,3.9,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2014-12,4.0,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2015-01,4.7,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2015-02,3.2,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2015-03,3.8,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2015-04,7.7,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2015-05,10.3,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2015-06,10.7,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2015-07,12.2,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2015-08,13.2,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2015-09,13.2,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2015-10,11.1,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2015-11,11.9,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2015-12,10.6,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2016-01,11.4,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2016-02,6.2,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2016-03,5.9,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2016-04,10.1,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2016-05,12.7,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2016-06,12.4,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2016-07,12.3,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2016-08,11.6,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2016-09,10.0,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2016-10,11.6,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2016-11,11.0,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2016-12,12.4,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2017-01,12.9,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2017-02,10.7,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2017-03,9.3,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2017-04,13.3,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2017-05,14.4,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2017-06,14.5,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2017-07,16.1,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2017-08,15.8,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2017-09,14.6,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2017-10,14.8,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2017-11,14.2,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2017-12,14.8,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2018-01,15.3,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2018-02,12.7,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2018-03,12.2,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2018-04,12.1,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2018-05,13.6,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2018-06,13.7,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2018-07,14.4,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2018-08,13.1,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2018-09,12.4,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2018-10,11.0,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2018-11,10.4,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2018-12,7.8,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2019-01,6.3,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2019-02,5.3,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2019-03,5.8,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2019-04,8.1,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2019-05,9.8,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2019-06,8.5,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2019-07,9.5,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2019-08,8.3,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2019-09,7.3,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2019-10,5.6,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2019-11,6.2,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2019-12,6.9,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2020-01,7.3,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2020-02,5.0,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2020-03,-5.1,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2020-04,-42.4,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2020-05,-58.6,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2020-06,-53.9,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2020-07,-39.1,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2020-08,-21.1,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2020-09,-10.4,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2020-10,-10.2,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2020-11,-13.1,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2020-12,-18.0,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2021-01,-18.2,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2021-02,-17.7,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2021-03,-13.9,
ei_bsse_m_r2,M,BS-SABC,NSA,BAL,EU27_2020,2021-04,-9.5,
