dataset,freq,indic,s_adj,geo,time,value,status
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,1998-04,34.1,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,1998-05,30.1,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,1998-06,32.4,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,1998-07,30.6,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,1998-08,23.5,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,1998-09,31.5,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,1998-10,31.9,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,1998-11,28.8,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,1998-12,30.3,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,1999-01,31.6,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,1999-02,29.7,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,1999-03,30.2,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,1999-04,28.4,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,1999-05,30.3,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,1999-06,22.5,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,1999-07,22.0,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,1999-08,25.5,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,1999-09,26.1,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,1999-10,26.4,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,1999-11,24.7,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,1999-12,24.5,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2000-01,27.0,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2000-02,25.0,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2000-03,24.8,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2000-04,27.1,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2000-05,24.8,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2000-06,24.6,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2000-07,24.5,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2000-08,26.0,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2000-09,24.2,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2000-10,28.2,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2000-11,26.8,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2000-12,29.9,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2001-01,27.5,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2001-02,30.1,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2001-03,28.6,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2001-04,31.0,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2001-05,31.6,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2001-06,29.0,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2001-07,29.9,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2001-08,31.7,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2001-09,31.6,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2001-10,29.8,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2001-11,31.2,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2001-12,30.8,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2002-01,33.8,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2002-02,30.6,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2002-03,32.7,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2002-04,32.4,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2002-05,30.8,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2002-06,29.5,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2002-07,29.9,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2002-08,27.3,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2002-09,28.3,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2002-10,27.1,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2002-11,29.9,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2002-12,30.3,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2003-01,28.7,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2003-02,29.8,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2003-03,29.2,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2003-04,25.8,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2003-05,28.9,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2003-06,30.7,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2003-07,28.8,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2003-08,28.5,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2003-09,30.6,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2003-10,29.7,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2003-11,28.2,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2003-12,28.7,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2004-01,27.9,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2004-02,32.1,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2004-03,30.4,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2004-04,30.8,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2004-05,27.1,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2004-06,29.2,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2004-07,29.3,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2004-08,28.0,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2004-09,27.1,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2004-10,26.9,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2004-11,28.4,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2004-12,28.5,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2005-01,30.6,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2005-02,28.0,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2005-03,26.9,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2005-04,27.6,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2005-05,27.4,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2005-06,28.2,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2005-07,25.9,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2005-08,25.8,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2005-09,27.1,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2005-10,24.6,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2005-11,24.6,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2005-12,23.0,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2006-01,22.9,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2006-02,21.8,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2006-03,22.5,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2006-04,21.1,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2006-05,19.9,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2006-06,18.5,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2006-07,18.9,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2006-08,17.3,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2006-09,17.2,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2006-10,19.3,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2006-11,17.3,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2006-12,16.5,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2007-01,22.5,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2007-02,22.6,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2007-03,21.9,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2007-04,22.5,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2007-05,21.5,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2007-06,22.6,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2007-07,22.1,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2007-08,24.7,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2007-09,22.9,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2007-10,23.0,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2007-11,24.3,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2007-12,24.5,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2008-01,24.7,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2008-02,26.0,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2008-03,26.6,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2008-04,27.3,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2008-05,28.4,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2008-06,27.3,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2008-07,31.4,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2008-08,30.3,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2008-09,33.4,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2008-10,36.3,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2008-11,38.7,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2008-12,40.3,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2009-01,41.3,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2009-02,44.6,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2009-03,45.3,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2009-04,45.0,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2009-05,45.6,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2009-06,47.6,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2009-07,44.3,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2009-08,45.5,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2009-09,46.4,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2009-10,46.9,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2009-11,46.3,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2009-12,47.8,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2010-01,48.3,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2010-02,44.6,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2010-03,45.1,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2010-04,45.9,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2010-05,45.0,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2010-06,45.1,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2010-07,45.6,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2010-08,45.7,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2010-09,44.5,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2010-10,43.5,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2010-11,43.4,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2010-12,43.1,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2011-01,41.4,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2011-02,42.6,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2011-03,42.3,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2011-04,42.1,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2011-05,39.2,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2011-06,39.0,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2011-07,39.2,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2011-08,36.8,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2011-09,38.3,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2011-10,37.6,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2011-11,38.0,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2011-12,37.6,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2012-01,38.4,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2012-02,37.6,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2012-03,39.0,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2012-04,38.0,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2012-05,38.7,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2012-06,39.2,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2012-07,37.6,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2012-08,39.2,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2012-09,38.7,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2012-10,40.3,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2012-11,40.3,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2012-12,39.8,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2013-01,40.7,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2013-02,41.1,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2013-03,39.5,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2013-04,40.5,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2013-05,40.4,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2013-06,39.7,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2013-07,40.8,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2013-08,40.2,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2013-09,38.7,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2013-10,39.5,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2013-11,39.3,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2013-12,41.7,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2014-01,41.1,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2014-02,41.2,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2014-03,42.8,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2014-04,43.2,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2014-05,42.4,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2014-06,42.7,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2014-07,42.0,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2014-08,41.8,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2014-09,42.7,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2014-10,43.0,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2014-11,43.1,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2014-12,41.8,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2015-01,42.0,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2015-02,43.9,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2015-03,42.3,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2015-04,40.9,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2015-05,41.5,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2015-06,40.1,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2015-07,40.1,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2015-08,41.5,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2015-09,38.6,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2015-10,39.1,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2015-11,38.0,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2015-12,37.6,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2016-01,40.4,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2016-02,36.6,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2016-03,37.4,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2016-04,37.2,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2016-05,36.2,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2016-06,35.9,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2016-07,34.4,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2016-08,33.8,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2016-09,33.8,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2016-10,33.3,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2016-11,31.5,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2016-12,33.1,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2017-01,30.9,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2017-02,31.1,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2017-03,29.7,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2017-04,30.0,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2017-05,29.0,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2017-06,28.5,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2017-07,26.9,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2017-08,27.3,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2017-09,26.1,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2017-10,26.5,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2017-11,26.7,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2017-12,24.2,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2018-01,25.4,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2018-02,24.2,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2018-03,24.8,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2018-04,23.3,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2018-05,22.1,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2018-06,23.5,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2018-07,23.5,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2018-08,23.9,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2018-09,23.8,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2018-10,22.6,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2018-11,22.5,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2018-12,22.8,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2019-01,22.3,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2019-02,22.2,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2019-03,21.5,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2019-04,22.2,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2019-05,21.5,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2019-06,21.2,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2019-07,19.8,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2019-08,19.8,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2019-09,20.3,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2019-10,20.2,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2019-11,20.6,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2019-12,22.6,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2020-01,21.3,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2020-02,21.5,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2020-03,23.2,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2020-04,22.1,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2020-05,25.6,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2020-06,24.5,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2020-07,27.2,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2020-08,26.4,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2020-09,25.6,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2020-10,26.3,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2020-11,26.1,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2020-12,25.2,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2021-01,25.7,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2021-02,27.1,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2021-03,23.7,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2021-04,23.9,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2021-05,22.0,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2021-06,22.0,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2021-07,20.1,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2021-08,20.0,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2021-09,19.3,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2021-10,19.1,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2021-11,18.8,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2021-12,19.5,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2022-01,19.2,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2022-02,18.7,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2022-03,19.0,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2022-04,19.4,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2022-05,19.2,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2022-06,19.9,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2022-07,20.3,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2022-08,21.0,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2022-09,21.2,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2022-10,21.1,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2022-11,22.2,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2022-12,22.2,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2023-01,23.7,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2023-02,23.4,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2023-03,23.5,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2023-04,23.9,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2023-05,25.3,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2023-06,24.6,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2023-07,25.5,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2023-08,27.2,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2023-09,27.8,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2023-10,28.5,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2023-11,28.3,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2023-12,29.8,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2024-01,29.6,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2024-02,30.4,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2024-03,32.1,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2024-04,31.0,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2024-05,31.3,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2024-06,31.5,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2024-07,31.6,
ei_bsbu_m_r2,M,BS-FLBA2-PC,SA,EA20,2024-08,31.3,
