edge,horizon,quantile,value
2010-12,3,0.05,-0.5167958656330796
2010-12,3,0.1,-0.3213787491281061
2010-12,3,0.25,0.0
2010-12,3,0.3333333333333333,0.1074113856068814
2010-12,3,0.5,0.2392344497607723
2010-12,3,0.6666666666666666,0.357995226730301
2010-12,3,0.75,0.4694835680751019
2010-12,3,0.9,0.7648117128854252
2010-12,3,0.95,0.9310037199751003
2010-12,6,0.05,-0.3260869565217317
2010-12,6,0.1,-0.2447980416156681
2010-12,6,0.25,0.0
2010-12,6,0.3333333333333333,0.0
2010-12,6,0.5,0.2392344497607723
2010-12,6,0.6666666666666666,0.4424778761061843
2010-12,6,0.75,0.5240189917609273
2010-12,6,0.9,1.2035010940919078
2010-12,6,0.95,1.5469613259668558
2010-12,9,0.05,-0.5482456140350922
2010-12,9,0.1,-0.3208556149732589
2010-12,9,0.25,-0.10928961748633
2010-12,9,0.3333333333333333,0.0
2010-12,9,0.5,0.1251595823836715
2010-12,9,0.6666666666666666,0.2572067132046605
2010-12,9,0.75,0.357995226730301
2010-12,9,0.9,0.9291521486643584
2010-12,9,0.95,1.474201474201453
2010-12,12,0.05,-0.7159904534606132
2010-12,12,0.1,-0.5482456140350922
2010-12,12,0.25,-0.1243781094527496
2010-12,12,0.3333333333333333,0.0
2010-12,12,0.5,0.2352941176470668
2010-12,12,0.6666666666666666,0.37058802365047844
2010-12,12,0.75,0.4694835680751019
2010-12,12,0.9,0.5494505494505475
2010-12,12,0.95,0.8641975308641969
2011-01,3,0.05,-0.246305418719217
2011-01,3,0.1,-0.1290322580645098
2011-01,3,0.25,0.0
2011-01,3,0.3333333333333333,0.1305483028720688
2011-01,3,0.5,0.464891381275756
2011-01,3,0.6666666666666666,0.7134363852556502
2011-01,3,0.75,0.9661835748792312
2011-01,3,0.9,1.806451612903226
2011-01,3,0.95,2.978235967926701
2011-01,6,0.05,-0.3208556149732589
2011-01,6,0.1,-0.2188183807439903
2011-01,6,0.25,0.0
2011-01,6,0.3333333333333333,0.12207202600459736
2011-01,6,0.5,0.2469135802469102
2011-01,6,0.6666666666666666,0.4424778761061843
2011-01,6,0.75,0.5056890012642201
2011-01,6,0.9,0.9661835748792312
2011-01,6,0.95,1.5469613259668558
2011-01,9,0.05,-0.3289375751445605
2011-01,9,0.1,-0.2188183807439903
2011-01,9,0.25,0.0
2011-01,9,0.3333333333333333,0.1097694840834329
2011-01,9,0.5,0.2409638554216941
2011-01,9,0.6666666666666666,0.4424778761061843
2011-01,9,0.75,0.4842615012106588
2011-01,9,0.9,0.7134363852556502
2011-01,9,0.95,0.9291521486643584
2011-01,12,0.05,-0.2188183807439903
2011-01,12,0.1,0.0
2011-01,12,0.25,0.2155172413793149
2011-01,12,0.3333333333333333,0.2493765586034868
2011-01,12,0.5,0.6417112299465177
2011-01,12,0.6666666666666666,0.9661835748792312
2011-01,12,0.75,1.2035010940919078
2011-01,12,0.9,1.806451612903226
2011-01,12,0.95,2.978235967926701
2011-02,3,0.05,-0.2150537634408644
2011-02,3,0.1,-0.1108647450110966
2011-02,3,0.25,0.1062699256110688
2011-02,3,0.3333333333333333,0.1305483028720688
2011-02,3,0.5,0.3337041156840969
2011-02,3,0.6666666666666666,0.4694835680751019
2011-02,3,0.75,0.5376344086021501
2011-02,3,0.9,0.8706929926442145
2011-02,3,0.95,1.806451612903226
2011-02,6,0.05,-0.3289375751445605
2011-02,6,0.1,-0.2205071664829083
2011-02,6,0.25,0.0
2011-02,6,0.3333333333333333,0.1062699256110688
2011-02,6,0.5,0.2392344497607723
2011-02,6,0.6666666666666666,0.4602991944764101
2011-02,6,0.75,0.509136880818295
2011-02,6,0.9,0.9291521486643584
2011-02,6,0.95,1.5469613259668558
2011-02,9,0.05,-0.3289375751445605
2011-02,9,0.1,-0.246305418719217
2011-02,9,0.25,0.0
2011-02,9,0.3333333333333333,0.0
2011-02,9,0.5,0.2202643171806295
2011-02,9,0.6666666666666666,0.357995226730301
2011-02,9,0.75,0.4602991944764101
2011-02,9,0.9,0.6211180124223503
2011-02,9,0.95,0.9291521486643584
2011-02,12,0.05,-0.388098318240615
2011-02,12,0.1,-0.246305418719217
2011-02,12,0.25,0.0
2011-02,12,0.3333333333333333,0.0
2011-02,12,0.5,0.2202643171806295
2011-02,12,0.6666666666666666,0.3504672897196359
2011-02,12,0.75,0.4424778761061843
2011-02,12,0.9,0.5494505494505475
2011-02,12,0.95,0.7592902785532635
2011-03,3,0.05,-0.3208556149732589
2011-03,3,0.1,-0.2145922746781159
2011-03,3,0.25,0.0
2011-03,3,0.3333333333333333,0.1209189842805269
2011-03,3,0.5,0.2534854245880735
2011-03,3,0.6666666666666666,0.4694835680751019
2011-03,3,0.75,0.5194805194805197
2011-03,3,0.9,0.8641975308641969
2011-03,3,0.95,1.2035010940919078
2011-03,6,0.05,-0.388098318240615
2011-03,6,0.1,-0.24494877932602296
2011-03,6,0.25,0.0
2011-03,6,0.3333333333333333,0.0
2011-03,6,0.5,0.2202643171806295
2011-03,6,0.6666666666666666,0.3768844221105683
2011-03,6,0.75,0.5050505050504972
2011-03,6,0.9,0.9291521486643584
2011-03,6,0.95,1.806451612903226
2011-03,9,0.05,-0.3260869565217317
2011-03,9,0.1,-0.2181025081788523
2011-03,9,0.25,0.0
2011-03,9,0.3333333333333333,0.0
2011-03,9,0.5,0.1243781094527385
2011-03,9,0.6666666666666666,0.2590673575129543
2011-03,9,0.75,0.3504672897196359
2011-03,9,0.9,0.5376344086021501
2011-03,9,0.95,0.867445261754202
2011-03,12,0.05,-0.3492433061699773
2011-03,12,0.1,-0.3213787491281061
2011-03,12,0.25,-0.1096491228070317
2011-03,12,0.3333333333333333,0.0
2011-03,12,0.5,0.1097694840834329
2011-03,12,0.6666666666666666,0.2469135802469102
2011-03,12,0.75,0.3541912632821775
2011-03,12,0.9,0.5494505494505475
2011-03,12,0.95,0.7134363852556502
2011-04,3,0.05,-0.3492433061699773
2011-04,3,0.1,-0.2145922746781159
2011-04,3,0.25,0.0
2011-04,3,0.3333333333333333,0.1243781094527385
2011-04,3,0.5,0.2590673575129543
2011-04,3,0.6666666666666666,0.4602991944764101
2011-04,3,0.75,0.4842615012106588
2011-04,3,0.9,0.8706929926442145
2011-04,3,0.95,0.9661835748792312
2011-04,6,0.05,-0.5482456140350922
2011-04,6,0.1,-0.3278688524590123
2011-04,6,0.25,-0.1243781094527496
2011-04,6,0.3333333333333333,0.0
2011-04,6,0.5,0.12987363464016516
2011-04,6,0.6666666666666666,0.3504672897196359
2011-04,6,0.75,0.4602991944764101
2011-04,6,0.9,0.9291521486643584
2011-04,6,0.95,2.978235967926701
2011-04,9,0.05,-0.3208556149732589
2011-04,9,0.1,-0.2150537634408644
2011-04,9,0.25,0.0
2011-04,9,0.3333333333333333,0.0
2011-04,9,0.5,0.2176278563656097
2011-04,9,0.6666666666666666,0.4132944477872951
2011-04,9,0.75,0.5050505050504972
2011-04,9,0.9,0.9291521486643584
2011-04,9,0.95,1.5469613259668558
2011-04,12,0.05,-0.5482456140350922
2011-04,12,0.1,-0.3278688524590123
2011-04,12,0.25,-0.1108647450110966
2011-04,12,0.3333333333333333,0.0
2011-04,12,0.5,0.1061571125265281
2011-04,12,0.6666666666666666,0.2493765586034868
2011-04,12,0.75,0.4602991944764101
2011-04,12,0.9,0.9291521486643584
2011-04,12,0.95,1.5469613259668558
2011-05,3,0.05,-0.3208556149732589
2011-05,3,0.1,-0.21535863791466317
2011-05,3,0.25,0.0
2011-05,3,0.3333333333333333,0.1209189842805269
2011-05,3,0.5,0.2594033722438382
2011-05,3,0.6666666666666666,0.4602991944764101
2011-05,3,0.75,0.5234094217144991
2011-05,3,0.9,0.7537688442211143
2011-05,3,0.95,0.9291521486643584
2011-05,6,0.05,-0.2205071664829083
2011-05,6,0.1,-0.1293661060801976
2011-05,6,0.25,0.1074113856068814
2011-05,6,0.3333333333333333,0.216216216216214
2011-05,6,0.5,0.3504672897196359
2011-05,6,0.6666666666666666,0.5148833467417526
2011-05,6,0.75,0.5841121495327117
2011-05,6,0.9,1.5469613259668558
2011-05,6,0.95,1.806451612903226
2011-05,9,0.05,-0.3211171820506825
2011-05,9,0.1,-0.21898725931788207
2011-05,9,0.25,0.0
2011-05,9,0.3333333333333333,0.0
2011-05,9,0.5,0.1291989664082615
2011-05,9,0.6666666666666666,0.3329633740288606
2011-05,9,0.75,0.357995226730301
2011-05,9,0.9,0.5841121495327117
2011-05,9,0.95,0.9291521486643584
2011-05,12,0.05,-0.6009615384615419
2011-05,12,0.1,-0.388098318240615
2011-05,12,0.25,-0.2150537634408644
2011-05,12,0.3333333333333333,-0.1085776330075893
2011-05,12,0.5,0.0
2011-05,12,0.6666666666666666,0.2392344497607723
2011-05,12,0.75,0.3768844221105683
2011-05,12,0.9,0.7134363852556502
2011-05,12,0.95,0.9661835748792312
2011-06,3,0.05,-0.3492433061699773
2011-06,3,0.1,-0.22293625399618414
2011-06,3,0.25,-0.1052631578947305
2011-06,3,0.3333333333333333,0.0
2011-06,3,0.5,0.2176278563656097
2011-06,3,0.6666666666666666,0.357995226730301
2011-06,3,0.75,0.4694835680751019
2011-06,3,0.9,0.6417112299465177
2011-06,3,0.95,0.9291521486643584
2011-06,6,0.05,-0.3278688524590123
2011-06,6,0.1,-0.2205071664829083
2011-06,6,0.25,0.0
2011-06,6,0.3333333333333333,0.1062699256110688
2011-06,6,0.5,0.2352941176470668
2011-06,6,0.6666666666666666,0.4424778761061843
2011-06,6,0.75,0.5194805194805197
2011-06,6,0.9,0.9291521486643584
2011-06,6,0.95,1.5469613259668558
2011-06,9,0.05,-0.3208556149732589
2011-06,9,0.1,-0.13788872293998894
2011-06,9,0.25,0.0
2011-06,9,0.3333333333333333,0.10619471688804166
2011-06,9,0.5,0.21978128139733538
2011-06,9,0.6666666666666666,0.3541912632821775
2011-06,9,0.75,0.4694835680751019
2011-06,9,0.9,0.6417112299465177
2011-06,9,0.95,0.9291521486643584
2011-06,12,0.05,-0.3492433061699773
2011-06,12,0.1,-0.32626514611545976
2011-06,12,0.25,-0.10928961748633
2011-06,12,0.3333333333333333,0.0
2011-06,12,0.5,0.1062699256110688
2011-06,12,0.6666666666666666,0.2409638554216941
2011-06,12,0.75,0.357995226730301
2011-06,12,0.9,0.5494505494505475
2011-06,12,0.95,0.7134363852556502
2011-07,3,0.05,-0.35118605677350906
2011-07,3,0.1,-0.3213787491281061
2011-07,3,0.25,-0.1108647450110966
2011-07,3,0.3333333333333333,0.0
2011-07,3,0.5,0.1209189842805269
2011-07,3,0.6666666666666666,0.2409638554216941
2011-07,3,0.75,0.357995226730301
2011-07,3,0.9,0.5841121495327117
2011-07,3,0.95,0.7134363852556502
2011-07,6,0.05,-0.3289375751445605
2011-07,6,0.1,-0.246305418719217
2011-07,6,0.25,0.0
2011-07,6,0.3333333333333333,0.0
2011-07,6,0.5,0.212089077412525
2011-07,6,0.6666666666666666,0.3337041156840969
2011-07,6,0.75,0.4424778761061843
2011-07,6,0.9,0.6417112299465177
2011-07,6,0.95,0.9661835748792312
2011-07,9,0.05,-0.5482456140350922
2011-07,9,0.1,-0.3278688524590123
2011-07,9,0.25,-0.2145922746781159
2011-07,9,0.3333333333333333,-0.10928961748633
2011-07,9,0.5,0.0
2011-07,9,0.6666666666666666,0.2107481559536328
2011-07,9,0.75,0.21953976350568835
2011-07,9,0.9,0.4424778761061843
