"Ukazatel","IndicatorType","Typ indexu","TYPUDAJE5B","Klasifikace SITC","SITCVAD","Území","Uz0","Měsíce, měsíční kumulace, měsíce klouzavých průměrů, čtvrtletí, roky","CASMKMQRM12","Hodnota","MJ_TEXT","MJ_SYMBOL"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","leden 2008","2008-12M01","96.9","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","únor 2008","2008-12M02","96.5","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","březen 2008","2008-12M03","96.1","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","duben 2008","2008-12M04","95.8","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","květen 2008","2008-12M05","95.3","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","červen 2008","2008-12M06","94.6","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","červenec 2008","2008-12M07","93.8","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","srpen 2008","2008-12M08","93.3","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","září 2008","2008-12M09","92.9","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","říjen 2008","2008-12M10","92.8","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","listopad 2008","2008-12M11","93.2","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","prosinec 2008","2008-12M12","93.8","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","leden 2009","2009-12M01","94.7","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","únor 2009","2009-12M02","96.2","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","březen 2009","2009-12M03","97.5","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","duben 2009","2009-12M04","98.7","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","květen 2009","2009-12M05","99.7","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","červen 2009","2009-12M06","101.0","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","červenec 2009","2009-12M07","102.5","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","srpen 2009","2009-12M08","103.4","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","září 2009","2009-12M09","104.0","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","říjen 2009","2009-12M10","104.3","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","listopad 2009","2009-12M11","104.2","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","prosinec 2009","2009-12M12","103.8","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","leden 2010","2010-12M01","102.8","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","únor 2010","2010-12M02","101.1","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","březen 2010","2010-12M03","99.9","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","duben 2010","2010-12M04","98.8","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","květen 2010","2010-12M05","98.2","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","červen 2010","2010-12M06","97.6","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","červenec 2010","2010-12M07","97.2","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","srpen 2010","2010-12M08","97.1","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","září 2010","2010-12M09","97.1","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","říjen 2010","2010-12M10","97.0","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","listopad 2010","2010-12M11","97.1","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","prosinec 2010","2010-12M12","97.2","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","leden 2011","2011-12M01","97.3","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","únor 2011","2011-12M02","97.7","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","březen 2011","2011-12M03","98.1","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","duben 2011","2011-12M04","98.5","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","květen 2011","2011-12M05","98.4","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","červen 2011","2011-12M06","98.0","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","červenec 2011","2011-12M07","97.7","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","srpen 2011","2011-12M08","97.6","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","září 2011","2011-12M09","97.5","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","říjen 2011","2011-12M10","98.0","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","listopad 2011","2011-12M11","98.4","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","prosinec 2011","2011-12M12","98.7","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","leden 2012","2012-12M01","99.3","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","únor 2012","2012-12M02","99.9","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","březen 2012","2012-12M03","100.3","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","duben 2012","2012-12M04","100.7","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","květen 2012","2012-12M05","101.4","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","červen 2012","2012-12M06","102.3","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","červenec 2012","2012-12M07","103.0","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","srpen 2012","2012-12M08","103.5","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","září 2012","2012-12M09","103.6","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","říjen 2012","2012-12M10","103.3","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","listopad 2012","2012-12M11","102.9","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","prosinec 2012","2012-12M12","102.6","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","leden 2013","2013-12M01","102.2","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","únor 2013","2013-12M02","102.0","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","březen 2013","2013-12M03","102.0","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","duben 2013","2013-12M04","102.0","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","květen 2013","2013-12M05","101.8","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","červen 2013","2013-12M06","101.4","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","červenec 2013","2013-12M07","101.1","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","srpen 2013","2013-12M08","100.8","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","září 2013","2013-12M09","100.9","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","říjen 2013","2013-12M10","101.0","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","listopad 2013","2013-12M11","101.3","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","prosinec 2013","2013-12M12","101.9","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","leden 2014","2014-12M01","102.3","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","únor 2014","2014-12M02","102.5","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","březen 2014","2014-12M03","102.3","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","duben 2014","2014-12M04","102.1","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","květen 2014","2014-12M05","101.9","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","červen 2014","2014-12M06","102.0","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","červenec 2014","2014-12M07","102.1","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","srpen 2014","2014-12M08","102.3","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","září 2014","2014-12M09","102.5","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","říjen 2014","2014-12M10","102.8","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","listopad 2014","2014-12M11","102.8","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","prosinec 2014","2014-12M12","102.5","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","leden 2015","2015-12M01","102.6","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","únor 2015","2015-12M02","102.7","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","březen 2015","2015-12M03","103.0","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","duben 2015","2015-12M04","103.5","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","květen 2015","2015-12M05","104.0","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","červen 2015","2015-12M06","104.2","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","červenec 2015","2015-12M07","104.4","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","srpen 2015","2015-12M08","104.4","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","září 2015","2015-12M09","104.2","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","říjen 2015","2015-12M10","103.8","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","listopad 2015","2015-12M11","103.7","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","prosinec 2015","2015-12M12","103.6","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","leden 2016","2016-12M01","103.1","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","únor 2016","2016-12M02","102.5","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","březen 2016","2016-12M03","101.8","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","duben 2016","2016-12M04","100.9","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","květen 2016","2016-12M05","100.2","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","červen 2016","2016-12M06","99.6","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","červenec 2016","2016-12M07","99.1","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","srpen 2016","2016-12M08","98.8","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","září 2016","2016-12M09","98.5","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","říjen 2016","2016-12M10","98.4","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","listopad 2016","2016-12M11","98.2","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","prosinec 2016","2016-12M12","98.1","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","leden 2017","2017-12M01","98.2","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","únor 2017","2017-12M02","98.5","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","březen 2017","2017-12M03","98.8","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","duben 2017","2017-12M04","99.2","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","květen 2017","2017-12M05","99.4","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","červen 2017","2017-12M06","99.4","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","červenec 2017","2017-12M07","99.3","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","srpen 2017","2017-12M08","99.1","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","září 2017","2017-12M09","98.9","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","říjen 2017","2017-12M10","98.7","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","listopad 2017","2017-12M11","98.3","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","prosinec 2017","2017-12M12","97.8","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","leden 2018","2018-12M01","97.2","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","únor 2018","2018-12M02","96.6","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","březen 2018","2018-12M03","96.0","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","duben 2018","2018-12M04","95.4","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","květen 2018","2018-12M05","95.0","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","červen 2018","2018-12M06","95.0","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","červenec 2018","2018-12M07","95.1","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","srpen 2018","2018-12M08","95.3","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","září 2018","2018-12M09","95.4","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","říjen 2018","2018-12M10","95.7","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","listopad 2018","2018-12M11","96.2","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","prosinec 2018","2018-12M12","96.7","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","leden 2019","2019-12M01","97.3","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","únor 2019","2019-12M02","98.0","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","březen 2019","2019-12M03","98.7","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","duben 2019","2019-12M04","99.3","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","květen 2019","2019-12M05","99.8","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","červen 2019","2019-12M06","99.9","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","červenec 2019","2019-12M07","100.0","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","srpen 2019","2019-12M08","100.1","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","září 2019","2019-12M09","100.3","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","říjen 2019","2019-12M10","100.4","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","listopad 2019","2019-12M11","100.3","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","prosinec 2019","2019-12M12","100.2","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","leden 2020","2020-12M01","100.0","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","únor 2020","2020-12M02","99.7","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","březen 2020","2020-12M03","99.9","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","duben 2020","2020-12M04","100.1","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","květen 2020","2020-12M05","100.4","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","červen 2020","2020-12M06","100.7","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","červenec 2020","2020-12M07","101.0","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","srpen 2020","2020-12M08","101.0","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","září 2020","2020-12M09","101.1","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","říjen 2020","2020-12M10","101.4","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","listopad 2020","2020-12M11","101.6","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","prosinec 2020","2020-12M12","101.8","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","leden 2021","2021-12M01","101.9","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","únor 2021","2021-12M02","102.0","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","březen 2021","2021-12M03","101.5","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","duben 2021","2021-12M04","100.7","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","květen 2021","2021-12M05","99.8","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","červen 2021","2021-12M06","99.4","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","červenec 2021","2021-12M07","99.0","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","srpen 2021","2021-12M08","98.9","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","září 2021","2021-12M09","98.6","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","říjen 2021","2021-12M10","98.0","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","listopad 2021","2021-12M11","97.8","procento","%"
"Index dovozních cen (%)","614703","Podíl klouzavých průměrů","KP","8 Průmyslové spotřební zboží","8","Česko","CZ","prosinec 2021","2021-12M12","97.7","procento","%"
