"Ukazatel","IndicatorType","Typ indexu","TYPUDAJE5B","Klasifikace SITC","SITCVAD","Území","Uz0","Měsíce, měsíční kumulace, měsíce klouzavých průměrů, čtvrtletí, roky","CASMKMQRM12","Hodnota","MJ_TEXT","MJ_SYMBOL"
"Směnné relace (%)","733001","Meziměsíční index","IM","5 Chemikálie a příbuzné výrobky, j. n.","5","Česko","CZ","srpen 2024","2024-08","99.7","procento","%"
"Směnné relace (%)","733001","Meziměsíční index","IM","5 Chemikálie a příbuzné výrobky, j. n.","5","Česko","CZ","září 2024","2024-09","99.5","procento","%"
"Směnné relace (%)","733001","Meziměsíční index","IM","5 Chemikálie a příbuzné výrobky, j. n.","5","Česko","CZ","říjen 2024","2024-10","99.8","procento","%"
"Směnné relace (%)","733001","Meziměsíční index","IM","5 Chemikálie a příbuzné výrobky, j. n.","5","Česko","CZ","listopad 2024","2024-11","99.4","procento","%"
"Směnné relace (%)","733001","Meziměsíční index","IM","5 Chemikálie a příbuzné výrobky, j. n.","5","Česko","CZ","prosinec 2024","2024-12","99.6","procento","%"
"Směnné relace (%)","733001","Meziměsíční index","IM","5 Chemikálie a příbuzné výrobky, j. n.","5","Česko","CZ","leden 2025","2025-01","100.1","procento","%"
"Směnné relace (%)","733001","Meziměsíční index","IM","5 Chemikálie a příbuzné výrobky, j. n.","5","Česko","CZ","leden 2025","2025-01K","100.1","procento","%"
"Směnné relace (%)","733001","Meziměsíční index","IM","5 Chemikálie a příbuzné výrobky, j. n.","5","Česko","CZ","únor 2025","2025-02","100.0","procento","%"
"Směnné relace (%)","733001","Meziměsíční index","IM","5 Chemikálie a příbuzné výrobky, j. n.","5","Česko","CZ","březen 2025","2025-03","100.2","procento","%"
"Směnné relace (%)","733001","Meziměsíční index","IM","5 Chemikálie a příbuzné výrobky, j. n.","5","Česko","CZ","duben 2025","2025-04","100.8","procento","%"
"Směnné relace (%)","733001","Meziměsíční index","IM","5 Chemikálie a příbuzné výrobky, j. n.","5","Česko","CZ","květen 2025","2025-05","99.2","procento","%"
"Směnné relace (%)","733001","Meziměsíční index","IM","5 Chemikálie a příbuzné výrobky, j. n.","5","Česko","CZ","červen 2025","2025-06","99.2","procento","%"
"Směnné relace (%)","733001","Meziměsíční index","IM","5 Chemikálie a příbuzné výrobky, j. n.","5","Česko","CZ","červenec 2025","2025-07","100.0","procento","%"
"Směnné relace (%)","733001","Meziměsíční index","IM","5 Chemikálie a příbuzné výrobky, j. n.","5","Česko","CZ","srpen 2025","2025-08","99.7","procento","%"
"Směnné relace (%)","733001","Meziměsíční index","IM","5 Chemikálie a příbuzné výrobky, j. n.","5","Česko","CZ","září 2025","2025-09","98.9","procento","%"
"Směnné relace (%)","733001","Meziměsíční index","IM","5 Chemikálie a příbuzné výrobky, j. n.","5","Česko","CZ","říjen 2025","2025-10","99.7","procento","%"
"Směnné relace (%)","733001","Meziměsíční index","IM","5 Chemikálie a příbuzné výrobky, j. n.","5","Česko","CZ","listopad 2025","2025-11","99.5","procento","%"
"Směnné relace (%)","733001","Meziměsíční index","IM","5 Chemikálie a příbuzné výrobky, j. n.","5","Česko","CZ","prosinec 2025","2025-12","99.4","procento","%"
"Směnné relace (%)","733001","Meziměsíční index","IM","5 Chemikálie a příbuzné výrobky, j. n.","5","Česko","CZ","leden 2026","2026-01","100.4","procento","%"
"Směnné relace (%)","733001","Meziměsíční index","IM","5 Chemikálie a příbuzné výrobky, j. n.","5","Česko","CZ","leden 2026","2026-01K","100.4","procento","%"
"Směnné relace (%)","733001","Meziměsíční index","IM","5 Chemikálie a příbuzné výrobky, j. n.","5","Česko","CZ","únor 2026","2026-02","100.1","procento","%"
"Směnné relace (%)","733001","Meziměsíční index","IM","5 Chemikálie a příbuzné výrobky, j. n.","5","Česko","CZ","březen 2026","2026-03","100.2","procento","%"
"Směnné relace (%)","733001","Meziměsíční index","IM","5 Chemikálie a příbuzné výrobky, j. n.","5","Česko","CZ","duben 2026","2026-04","100.5","procento","%"
"Směnné relace (%)","733001","Meziměsíční index","IM","5 Chemikálie a příbuzné výrobky, j. n.","5","Česko","CZ","květen 2026","2026-05","101.6","procento","%"
"Směnné relace (%)","733001","Meziměsíční index","IM","5 Chemikálie a příbuzné výrobky, j. n.","5","Česko","CZ","červen 2026","2026-06","101.0","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","leden 2008","2008-01","100.6","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","leden 2008","2008-01K","100.6","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","únor 2008","2008-02","98.4","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","březen 2008","2008-03","99.9","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","duben 2008","2008-04","100.6","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","květen 2008","2008-05","101.1","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","červen 2008","2008-06","98.9","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","červenec 2008","2008-07","99.5","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","srpen 2008","2008-08","103.9","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","září 2008","2008-09","101.7","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","říjen 2008","2008-10","101.2","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","listopad 2008","2008-11","100.3","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","prosinec 2008","2008-12","101.1","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","leden 2009","2009-01","102.1","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","leden 2009","2009-01K","102.1","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","únor 2009","2009-02","102.0","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","březen 2009","2009-03","95.2","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","duben 2009","2009-04","97.0","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","květen 2009","2009-05","97.2","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","červen 2009","2009-06","98.3","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","červenec 2009","2009-07","97.7","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","srpen 2009","2009-08","99.0","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","září 2009","2009-09","99.1","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","říjen 2009","2009-10","101.3","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","listopad 2009","2009-11","100.4","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","prosinec 2009","2009-12","99.6","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","leden 2010","2010-01","100.4","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","leden 2010","2010-01K","100.4","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","únor 2010","2010-02","100.4","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","březen 2010","2010-03","99.2","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","duben 2010","2010-04","100.9","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","květen 2010","2010-05","103.1","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","červen 2010","2010-06","101.8","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","červenec 2010","2010-07","98.7","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","srpen 2010","2010-08","98.7","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","září 2010","2010-09","99.9","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","říjen 2010","2010-10","99.6","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","listopad 2010","2010-11","100.5","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","prosinec 2010","2010-12","101.7","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","leden 2011","2011-01","99.8","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","leden 2011","2011-01K","99.8","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","únor 2011","2011-02","100.8","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","březen 2011","2011-03","101.2","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","duben 2011","2011-04","100.9","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","květen 2011","2011-05","101.2","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","červen 2011","2011-06","99.6","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","červenec 2011","2011-07","100.1","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","srpen 2011","2011-08","100.4","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","září 2011","2011-09","100.8","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","říjen 2011","2011-10","100.4","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","listopad 2011","2011-11","101.9","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","prosinec 2011","2011-12","100.1","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","leden 2012","2012-01","100.8","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","leden 2012","2012-01K","100.8","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","únor 2012","2012-02","98.0","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","březen 2012","2012-03","99.0","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","duben 2012","2012-04","101.0","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","květen 2012","2012-05","101.6","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","červen 2012","2012-06","100.7","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","červenec 2012","2012-07","99.3","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","srpen 2012","2012-08","98.8","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","září 2012","2012-09","98.8","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","říjen 2012","2012-10","100.5","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","listopad 2012","2012-11","100.4","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","prosinec 2012","2012-12","99.4","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","leden 2013","2013-01","100.1","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","leden 2013","2013-01K","100.1","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","únor 2013","2013-02","100.1","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","březen 2013","2013-03","100.6","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","duben 2013","2013-04","100.3","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","květen 2013","2013-05","100.3","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","červen 2013","2013-06","99.3","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","červenec 2013","2013-07","100.2","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","srpen 2013","2013-08","99.7","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","září 2013","2013-09","99.5","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","říjen 2013","2013-10","99.4","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","listopad 2013","2013-11","104.0","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","prosinec 2013","2013-12","102.0","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","leden 2014","2014-01","100.2","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","leden 2014","2014-01K","100.2","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","únor 2014","2014-02","100.1","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","březen 2014","2014-03","100.0","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","duben 2014","2014-04","100.5","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","květen 2014","2014-05","100.2","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","červen 2014","2014-06","99.8","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","červenec 2014","2014-07","100.0","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","srpen 2014","2014-08","101.3","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","září 2014","2014-09","99.3","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","říjen 2014","2014-10","99.9","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","listopad 2014","2014-11","100.3","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","prosinec 2014","2014-12","100.2","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","leden 2015","2015-01","100.4","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","leden 2015","2015-01K","100.4","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","únor 2015","2015-02","99.3","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","březen 2015","2015-03","99.3","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","duben 2015","2015-04","100.4","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","květen 2015","2015-05","99.4","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","červen 2015","2015-06","99.2","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","červenec 2015","2015-07","99.5","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","srpen 2015","2015-08","99.5","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","září 2015","2015-09","99.8","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","říjen 2015","2015-10","99.6","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","listopad 2015","2015-11","99.3","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","prosinec 2015","2015-12","99.3","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","leden 2016","2016-01","99.0","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","leden 2016","2016-01K","99.0","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","únor 2016","2016-02","99.3","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","březen 2016","2016-03","99.8","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","duben 2016","2016-04","99.5","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","květen 2016","2016-05","100.2","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","červen 2016","2016-06","100.9","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","červenec 2016","2016-07","100.1","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","srpen 2016","2016-08","100.4","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","září 2016","2016-09","100.0","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","říjen 2016","2016-10","99.4","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","listopad 2016","2016-11","100.4","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","prosinec 2016","2016-12","100.5","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","leden 2017","2017-01","100.9","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","leden 2017","2017-01K","100.9","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","únor 2017","2017-02","100.7","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","březen 2017","2017-03","100.0","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","duben 2017","2017-04","100.5","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","květen 2017","2017-05","99.5","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","červen 2017","2017-06","99.1","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","červenec 2017","2017-07","99.6","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","srpen 2017","2017-08","100.5","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","září 2017","2017-09","100.6","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","říjen 2017","2017-10","99.0","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","listopad 2017","2017-11","99.7","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","prosinec 2017","2017-12","100.5","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","leden 2018","2018-01","100.1","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","leden 2018","2018-01K","100.1","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","únor 2018","2018-02","100.2","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","březen 2018","2018-03","101.1","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","duben 2018","2018-04","100.2","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","květen 2018","2018-05","101.0","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","červen 2018","2018-06","100.7","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","červenec 2018","2018-07","100.7","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","srpen 2018","2018-08","99.7","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","září 2018","2018-09","99.9","procento","%"
