"Ukazatel","IndicatorType","Klasifikace CZ-CPA-Úhrn a sekce","CZCPAVAD.CZCPA1","Klasifikace CZ-CPA-Oddíl","CZCPAVAD.CZCPA2","Typ indexu","TYPUDAJE5B","Území","Uz0","Měsíce, měsíční kumulace, měsíce klouzavých průměrů, čtvrtletí, roky","CASMKMQRM12","Hodnota","MJ_TEXT","MJ_SYMBOL"
"Index vývozních cen (%)","614603","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","duben 2020","2020-04","102.2","procento","%"
"Index vývozních cen (%)","614603","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","květen 2020","2020-05","99.9","procento","%"
"Index vývozních cen (%)","614603","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","červen 2020","2020-06","98.2","procento","%"
"Index vývozních cen (%)","614603","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","červenec 2020","2020-07","99.1","procento","%"
"Index vývozních cen (%)","614603","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","srpen 2020","2020-08","98.9","procento","%"
"Index vývozních cen (%)","614603","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","září 2020","2020-09","101.9","procento","%"
"Index vývozních cen (%)","614603","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","říjen 2020","2020-10","101.5","procento","%"
"Index vývozních cen (%)","614603","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","listopad 2020","2020-11","98.2","procento","%"
"Index vývozních cen (%)","614603","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","prosinec 2020","2020-12","100.1","procento","%"
"Index vývozních cen (%)","614603","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","leden 2021","2021-01","100.6","procento","%"
"Index vývozních cen (%)","614603","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","leden 2021","2021-01K","100.6","procento","%"
"Index vývozních cen (%)","614603","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","únor 2021","2021-02","99.9","procento","%"
"Index vývozních cen (%)","614603","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","březen 2021","2021-03","102.1","procento","%"
"Index vývozních cen (%)","614603","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","duben 2021","2021-04","100.8","procento","%"
"Index vývozních cen (%)","614603","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","květen 2021","2021-05","99.8","procento","%"
"Index vývozních cen (%)","614603","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","červen 2021","2021-06","100.6","procento","%"
"Index vývozních cen (%)","614603","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","červenec 2021","2021-07","103.1","procento","%"
"Index vývozních cen (%)","614603","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","srpen 2021","2021-08","99.7","procento","%"
"Index vývozních cen (%)","614603","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","září 2021","2021-09","100.9","procento","%"
"Index vývozních cen (%)","614603","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","říjen 2021","2021-10","101.5","procento","%"
"Index vývozních cen (%)","614603","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","listopad 2021","2021-11","100.9","procento","%"
"Index vývozních cen (%)","614603","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","prosinec 2021","2021-12","100.9","procento","%"
"Index vývozních cen (%)","614603","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","leden 2022","2022-01","99.4","procento","%"
"Index vývozních cen (%)","614603","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","leden 2022","2022-01K","99.4","procento","%"
"Index vývozních cen (%)","614603","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","únor 2022","2022-02","100.3","procento","%"
"Index vývozních cen (%)","614603","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","březen 2022","2022-03","104.7","procento","%"
"Index vývozních cen (%)","614603","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","duben 2022","2022-04","100.3","procento","%"
"Index vývozních cen (%)","614603","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","květen 2022","2022-05","103.1","procento","%"
"Index vývozních cen (%)","614603","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","červen 2022","2022-06","100.8","procento","%"
"Index vývozních cen (%)","614603","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","červenec 2022","2022-07","101.1","procento","%"
"Index vývozních cen (%)","614603","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","srpen 2022","2022-08","101.3","procento","%"
"Index vývozních cen (%)","614603","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","září 2022","2022-09","99.3","procento","%"
"Index vývozních cen (%)","614603","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","říjen 2022","2022-10","98.9","procento","%"
"Index vývozních cen (%)","614603","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","listopad 2022","2022-11","99.4","procento","%"
"Index vývozních cen (%)","614603","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","prosinec 2022","2022-12","99.4","procento","%"
"Index vývozních cen (%)","614603","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","leden 2023","2023-01","99.8","procento","%"
"Index vývozních cen (%)","614603","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","leden 2023","2023-01K","99.8","procento","%"
"Index vývozních cen (%)","614603","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","únor 2023","2023-02","99.3","procento","%"
"Index vývozních cen (%)","614603","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","březen 2023","2023-03","99.9","procento","%"
"Index vývozních cen (%)","614603","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","duben 2023","2023-04","97.8","procento","%"
"Index vývozních cen (%)","614603","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","květen 2023","2023-05","100.2","procento","%"
"Index vývozních cen (%)","614603","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","červen 2023","2023-06","100.4","procento","%"
"Index vývozních cen (%)","614603","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","červenec 2023","2023-07","99.6","procento","%"
"Index vývozních cen (%)","614603","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","srpen 2023","2023-08","100.6","procento","%"
"Index vývozních cen (%)","614603","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","září 2023","2023-09","101.1","procento","%"
"Index vývozních cen (%)","614603","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","říjen 2023","2023-10","100.3","procento","%"
"Index vývozních cen (%)","614603","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","listopad 2023","2023-11","99.5","procento","%"
"Index vývozních cen (%)","614603","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","prosinec 2023","2023-12","99.1","procento","%"
"Index vývozních cen (%)","614603","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","leden 2024","2024-01","101.0","procento","%"
"Index vývozních cen (%)","614603","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","leden 2024","2024-01K","101.0","procento","%"
"Index vývozních cen (%)","614603","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","únor 2024","2024-02","102.1","procento","%"
"Index vývozních cen (%)","614603","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","březen 2024","2024-03","100.1","procento","%"
"Index vývozních cen (%)","614603","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","duben 2024","2024-04","100.8","procento","%"
"Index vývozních cen (%)","614603","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","květen 2024","2024-05","98.7","procento","%"
"Index vývozních cen (%)","614603","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","červen 2024","2024-06","100.0","procento","%"
"Index vývozních cen (%)","614603","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","červenec 2024","2024-07","101.7","procento","%"
"Index vývozních cen (%)","614603","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","srpen 2024","2024-08","99.6","procento","%"
"Index vývozních cen (%)","614603","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","září 2024","2024-09","99.5","procento","%"
"Index vývozních cen (%)","614603","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","říjen 2024","2024-10","100.9","procento","%"
"Index vývozních cen (%)","614603","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","listopad 2024","2024-11","100.9","procento","%"
"Index vývozních cen (%)","614603","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","prosinec 2024","2024-12","99.6","procento","%"
"Index vývozních cen (%)","614603","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","leden 2025","2025-01","100.2","procento","%"
"Index vývozních cen (%)","614603","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","leden 2025","2025-01K","100.2","procento","%"
"Index vývozních cen (%)","614603","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","únor 2025","2025-02","100.2","procento","%"
"Index vývozních cen (%)","614603","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","březen 2025","2025-03","98.9","procento","%"
"Index vývozních cen (%)","614603","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","duben 2025","2025-04","99.4","procento","%"
"Index vývozních cen (%)","614603","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","květen 2025","2025-05","99.5","procento","%"
"Index vývozních cen (%)","614603","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","červen 2025","2025-06","99.6","procento","%"
"Index vývozních cen (%)","614603","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","červenec 2025","2025-07","99.3","procento","%"
"Index vývozních cen (%)","614603","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","srpen 2025","2025-08","99.1","procento","%"
"Index vývozních cen (%)","614603","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","září 2025","2025-09","99.7","procento","%"
"Index vývozních cen (%)","614603","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","říjen 2025","2025-10","100.0","procento","%"
"Index vývozních cen (%)","614603","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","listopad 2025","2025-11","99.7","procento","%"
"Index vývozních cen (%)","614603","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","prosinec 2025","2025-12","99.9","procento","%"
"Index vývozních cen (%)","614603","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","leden 2026","2026-01","100.6","procento","%"
"Index vývozních cen (%)","614603","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","leden 2026","2026-01K","100.6","procento","%"
"Index vývozních cen (%)","614603","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","únor 2026","2026-02","99.7","procento","%"
"Index vývozních cen (%)","614603","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","březen 2026","2026-03","101.6","procento","%"
"Index vývozních cen (%)","614603","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","duben 2026","2026-04","100.8","procento","%"
"Index vývozních cen (%)","614603","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","květen 2026","2026-05","100.8","procento","%"
"Index vývozních cen (%)","614603","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","červen 2026","2026-06","100.3","procento","%"
"Index dovozních cen (%)","614703","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","leden 2015","2015-01","99.8","procento","%"
"Index dovozních cen (%)","614703","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","leden 2015","2015-01K","99.8","procento","%"
"Index dovozních cen (%)","614703","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","únor 2015","2015-02","99.6","procento","%"
"Index dovozních cen (%)","614703","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","březen 2015","2015-03","100.3","procento","%"
"Index dovozních cen (%)","614703","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","duben 2015","2015-04","101.0","procento","%"
"Index dovozních cen (%)","614703","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","květen 2015","2015-05","99.6","procento","%"
"Index dovozních cen (%)","614703","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","červen 2015","2015-06","99.7","procento","%"
"Index dovozních cen (%)","614703","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","červenec 2015","2015-07","99.2","procento","%"
"Index dovozních cen (%)","614703","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","srpen 2015","2015-08","99.0","procento","%"
"Index dovozních cen (%)","614703","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","září 2015","2015-09","99.3","procento","%"
"Index dovozních cen (%)","614703","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","říjen 2015","2015-10","99.7","procento","%"
"Index dovozních cen (%)","614703","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","listopad 2015","2015-11","100.0","procento","%"
"Index dovozních cen (%)","614703","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","prosinec 2015","2015-12","98.8","procento","%"
"Index dovozních cen (%)","614703","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","leden 2016","2016-01","98.5","procento","%"
"Index dovozních cen (%)","614703","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","leden 2016","2016-01K","98.5","procento","%"
"Index dovozních cen (%)","614703","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","únor 2016","2016-02","98.9","procento","%"
"Index dovozních cen (%)","614703","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","březen 2016","2016-03","100.2","procento","%"
"Index dovozních cen (%)","614703","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","duben 2016","2016-04","99.7","procento","%"
"Index dovozních cen (%)","614703","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","květen 2016","2016-05","100.4","procento","%"
"Index dovozních cen (%)","614703","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","červen 2016","2016-06","100.7","procento","%"
"Index dovozních cen (%)","614703","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","červenec 2016","2016-07","100.2","procento","%"
"Index dovozních cen (%)","614703","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","srpen 2016","2016-08","99.9","procento","%"
"Index dovozních cen (%)","614703","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","září 2016","2016-09","100.0","procento","%"
"Index dovozních cen (%)","614703","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","říjen 2016","2016-10","100.9","procento","%"
"Index dovozních cen (%)","614703","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","listopad 2016","2016-11","100.8","procento","%"
"Index dovozních cen (%)","614703","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","prosinec 2016","2016-12","101.3","procento","%"
"Index dovozních cen (%)","614703","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","leden 2017","2017-01","101.1","procento","%"
"Index dovozních cen (%)","614703","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","leden 2017","2017-01K","101.1","procento","%"
"Index dovozních cen (%)","614703","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","únor 2017","2017-02","100.4","procento","%"
"Index dovozních cen (%)","614703","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","březen 2017","2017-03","99.8","procento","%"
"Index dovozních cen (%)","614703","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","duben 2017","2017-04","99.4","procento","%"
"Index dovozních cen (%)","614703","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","květen 2017","2017-05","98.6","procento","%"
"Index dovozních cen (%)","614703","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","červen 2017","2017-06","98.1","procento","%"
"Index dovozních cen (%)","614703","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","červenec 2017","2017-07","98.9","procento","%"
"Index dovozních cen (%)","614703","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","srpen 2017","2017-08","99.6","procento","%"
"Index dovozních cen (%)","614703","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","září 2017","2017-09","100.3","procento","%"
"Index dovozních cen (%)","614703","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","říjen 2017","2017-10","99.5","procento","%"
"Index dovozních cen (%)","614703","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","listopad 2017","2017-11","99.7","procento","%"
"Index dovozních cen (%)","614703","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","prosinec 2017","2017-12","100.4","procento","%"
"Index dovozních cen (%)","614703","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","leden 2018","2018-01","99.4","procento","%"
"Index dovozních cen (%)","614703","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","leden 2018","2018-01K","99.4","procento","%"
"Index dovozních cen (%)","614703","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","únor 2018","2018-02","99.7","procento","%"
"Index dovozních cen (%)","614703","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","březen 2018","2018-03","100.4","procento","%"
"Index dovozních cen (%)","614703","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","duben 2018","2018-04","100.0","procento","%"
"Index dovozních cen (%)","614703","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","květen 2018","2018-05","101.7","procento","%"
"Index dovozních cen (%)","614703","Úhrn celkem","ABCDEJ","","","Meziměsíční index","IM","Česko","CZ","červen 2018","2018-06","101.3","procento","%"
