scenario,item,previous_month,month,conditional_point,lower,upper,modeled_mass,observed_mass,status,national_point,cutoff,baseline_increment_pp,spec_sha256,interpretation,source_vintage
A_JANUARY_RESET,electricity,2025-12,2026-01,0.8704452210910197,0.8704452210910197,0.8704452210910197,1.0,0,conditional_complete_assumed_or_observed_portfolio,,2025-12-31T00:00:00+00:00,,e7501e245f6f8cffd690247b91cd6ecbbb8d5d14af061862998c752c65f1037e,assumption-conditioned marginal bounds; no national score,retrospective source audit; not certified forecast replay
A_JANUARY_RESET,electricity,2025-12,2026-02,0.8704452210910197,0.8704452210910197,0.8704452210910197,1.0,0,conditional_complete_assumed_or_observed_portfolio,,2025-12-31T00:00:00+00:00,,e7501e245f6f8cffd690247b91cd6ecbbb8d5d14af061862998c752c65f1037e,assumption-conditioned marginal bounds; no national score,retrospective source audit; not certified forecast replay
A_JANUARY_RESET,electricity,2025-12,2026-03,0.8704452210910197,0.8704452210910197,0.8704452210910197,1.0,0,conditional_complete_assumed_or_observed_portfolio,,2025-12-31T00:00:00+00:00,,e7501e245f6f8cffd690247b91cd6ecbbb8d5d14af061862998c752c65f1037e,assumption-conditioned marginal bounds; no national score,retrospective source audit; not certified forecast replay
A_JANUARY_RESET,electricity,2025-12,2026-04,0.8704452210910197,0.8704452210910197,0.8704452210910197,1.0,0,conditional_complete_assumed_or_observed_portfolio,,2025-12-31T00:00:00+00:00,,e7501e245f6f8cffd690247b91cd6ecbbb8d5d14af061862998c752c65f1037e,assumption-conditioned marginal bounds; no national score,retrospective source audit; not certified forecast replay
A_JANUARY_RESET,electricity,2025-12,2026-05,0.8704452210910197,0.8704452210910197,0.8704452210910197,1.0,0,conditional_complete_assumed_or_observed_portfolio,,2025-12-31T00:00:00+00:00,,e7501e245f6f8cffd690247b91cd6ecbbb8d5d14af061862998c752c65f1037e,assumption-conditioned marginal bounds; no national score,retrospective source audit; not certified forecast replay
A_JANUARY_RESET,electricity,2025-12,2026-06,0.8704452210910197,0.8704452210910197,0.8704452210910197,1.0,0,conditional_complete_assumed_or_observed_portfolio,,2025-12-31T00:00:00+00:00,,e7501e245f6f8cffd690247b91cd6ecbbb8d5d14af061862998c752c65f1037e,assumption-conditioned marginal bounds; no national score,retrospective source audit; not certified forecast replay
A_JANUARY_RESET,electricity,2025-12,2026-07,0.8704452210910197,0.8704452210910197,0.8704452210910197,1.0,0,conditional_complete_assumed_or_observed_portfolio,,2025-12-31T00:00:00+00:00,,e7501e245f6f8cffd690247b91cd6ecbbb8d5d14af061862998c752c65f1037e,assumption-conditioned marginal bounds; no national score,retrospective source audit; not certified forecast replay
A_JANUARY_RESET,electricity,2025-12,2026-08,0.8704452210910197,0.8704452210910197,0.8704452210910197,1.0,0,conditional_complete_assumed_or_observed_portfolio,,2025-12-31T00:00:00+00:00,,e7501e245f6f8cffd690247b91cd6ecbbb8d5d14af061862998c752c65f1037e,assumption-conditioned marginal bounds; no national score,retrospective source audit; not certified forecast replay
A_JANUARY_RESET,electricity,2025-12,2026-09,0.8704452210910197,0.8704452210910197,0.8704452210910197,1.0,0,conditional_complete_assumed_or_observed_portfolio,,2025-12-31T00:00:00+00:00,,e7501e245f6f8cffd690247b91cd6ecbbb8d5d14af061862998c752c65f1037e,assumption-conditioned marginal bounds; no national score,retrospective source audit; not certified forecast replay
A_JANUARY_RESET,electricity,2025-12,2026-10,0.8704452210910197,0.8704452210910197,0.8704452210910197,1.0,0,conditional_complete_assumed_or_observed_portfolio,,2025-12-31T00:00:00+00:00,,e7501e245f6f8cffd690247b91cd6ecbbb8d5d14af061862998c752c65f1037e,assumption-conditioned marginal bounds; no national score,retrospective source audit; not certified forecast replay
A_JANUARY_RESET,electricity,2025-12,2026-11,0.8704452210910197,0.8704452210910197,0.8704452210910197,1.0,0,conditional_complete_assumed_or_observed_portfolio,,2025-12-31T00:00:00+00:00,,e7501e245f6f8cffd690247b91cd6ecbbb8d5d14af061862998c752c65f1037e,assumption-conditioned marginal bounds; no national score,retrospective source audit; not certified forecast replay
A_JANUARY_RESET,electricity,2025-12,2026-12,0.8704452210910197,0.8704452210910197,0.8704452210910197,1.0,0,conditional_complete_assumed_or_observed_portfolio,,2025-12-31T00:00:00+00:00,,e7501e245f6f8cffd690247b91cd6ecbbb8d5d14af061862998c752c65f1037e,assumption-conditioned marginal bounds; no national score,retrospective source audit; not certified forecast replay
B_STAGGERED_RESET,electricity,2025-12,2026-01,0.9098313326242212,0.9098313326242212,0.9098313326242212,1.0,0,conditional_complete_assumed_or_observed_portfolio,,2025-12-31T00:00:00+00:00,,e7501e245f6f8cffd690247b91cd6ecbbb8d5d14af061862998c752c65f1037e,assumption-conditioned marginal bounds; no national score,retrospective source audit; not certified forecast replay
B_STAGGERED_RESET,electricity,2025-12,2026-02,0.9098313326242212,0.9098313326242212,0.9098313326242212,1.0,0,conditional_complete_assumed_or_observed_portfolio,,2025-12-31T00:00:00+00:00,,e7501e245f6f8cffd690247b91cd6ecbbb8d5d14af061862998c752c65f1037e,assumption-conditioned marginal bounds; no national score,retrospective source audit; not certified forecast replay
B_STAGGERED_RESET,electricity,2025-12,2026-03,0.9098313326242212,0.9098313326242212,0.9098313326242212,1.0,0,conditional_complete_assumed_or_observed_portfolio,,2025-12-31T00:00:00+00:00,,e7501e245f6f8cffd690247b91cd6ecbbb8d5d14af061862998c752c65f1037e,assumption-conditioned marginal bounds; no national score,retrospective source audit; not certified forecast replay
B_STAGGERED_RESET,electricity,2025-12,2026-04,0.8996201185230209,0.8996201185230209,0.8996201185230209,1.0,0,conditional_complete_assumed_or_observed_portfolio,,2025-12-31T00:00:00+00:00,,e7501e245f6f8cffd690247b91cd6ecbbb8d5d14af061862998c752c65f1037e,assumption-conditioned marginal bounds; no national score,retrospective source audit; not certified forecast replay
B_STAGGERED_RESET,electricity,2025-12,2026-05,0.8996201185230209,0.8996201185230209,0.8996201185230209,1.0,0,conditional_complete_assumed_or_observed_portfolio,,2025-12-31T00:00:00+00:00,,e7501e245f6f8cffd690247b91cd6ecbbb8d5d14af061862998c752c65f1037e,assumption-conditioned marginal bounds; no national score,retrospective source audit; not certified forecast replay
B_STAGGERED_RESET,electricity,2025-12,2026-06,0.8996201185230209,0.8996201185230209,0.8996201185230209,1.0,0,conditional_complete_assumed_or_observed_portfolio,,2025-12-31T00:00:00+00:00,,e7501e245f6f8cffd690247b91cd6ecbbb8d5d14af061862998c752c65f1037e,assumption-conditioned marginal bounds; no national score,retrospective source audit; not certified forecast replay
B_STAGGERED_RESET,electricity,2025-12,2026-07,0.8704452210910197,0.8704452210910197,0.8704452210910197,1.0,0,conditional_complete_assumed_or_observed_portfolio,,2025-12-31T00:00:00+00:00,,e7501e245f6f8cffd690247b91cd6ecbbb8d5d14af061862998c752c65f1037e,assumption-conditioned marginal bounds; no national score,retrospective source audit; not certified forecast replay
B_STAGGERED_RESET,electricity,2025-12,2026-08,0.8704452210910197,0.8704452210910197,0.8704452210910197,1.0,0,conditional_complete_assumed_or_observed_portfolio,,2025-12-31T00:00:00+00:00,,e7501e245f6f8cffd690247b91cd6ecbbb8d5d14af061862998c752c65f1037e,assumption-conditioned marginal bounds; no national score,retrospective source audit; not certified forecast replay
