model,h,omitted_year,n,rmse_delta,mae_delta
FOOD_ZERO_DRIFT_R24,1,2019,78,0.006475024932335538,0.0019363392959272918
FOOD_ZERO_DRIFT_R24,1,2020,76,0.007123632708327832,0.004131568391695928
FOOD_ZERO_DRIFT_R24,1,2021,76,0.00603825147154069,0.002878728904352812
FOOD_ZERO_DRIFT_R24,1,2022,76,0.0005712598792029788,0.0016316397558106543
FOOD_ZERO_DRIFT_R24,1,2023,76,0.010211841395281307,0.006028593517796721
FOOD_ZERO_DRIFT_R24,1,2024,76,0.006013767995349251,-0.0018218313477335046
FOOD_ZERO_DRIFT_R24,1,2025,76,0.007974033603314612,0.005570624190993745
FOOD_ZERO_DRIFT_R24,1,2026,82,0.007359342849167616,0.004954018691578854
FOOD_ROBUST_WINDOW_R24,1,2019,78,0.00024196415830934903,-5.505530779048584e-07
FOOD_ROBUST_WINDOW_R24,1,2020,76,-0.00013227807234861277,-0.0007281504282306006
FOOD_ROBUST_WINDOW_R24,1,2021,76,0.0005047489975065211,0.00023139369666913545
FOOD_ROBUST_WINDOW_R24,1,2022,76,-0.0022515659642436403,-7.14095674616555e-05
FOOD_ROBUST_WINDOW_R24,1,2023,76,0.0009482755082186323,0.0003849441324599856
FOOD_ROBUST_WINDOW_R24,1,2024,76,-1.9331625097485094e-05,-0.0015143260192409524
FOOD_ROBUST_WINDOW_R24,1,2025,76,0.0003726241873378555,0.0004741460837004441
FOOD_ROBUST_WINDOW_R24,1,2026,82,0.00018999987224110892,6.480784572604481e-05
FOOD_NORM_SHIFT_R24,1,2019,78,4.851708291675472e-06,-0.0005400506254704673
FOOD_NORM_SHIFT_R24,1,2020,76,-0.0002273238364278729,-0.0009363715134771411
FOOD_NORM_SHIFT_R24,1,2021,76,9.700691382119597e-05,-0.0005617826489577871
FOOD_NORM_SHIFT_R24,1,2022,76,-0.0034640047671016805,-0.0005957415443625935
FOOD_NORM_SHIFT_R24,1,2023,76,0.0012761757794989004,0.0003173368982853919
FOOD_NORM_SHIFT_R24,1,2024,76,-0.0005993172969468441,-0.003069406044349021
FOOD_NORM_SHIFT_R24,1,2025,76,0.0002513824389684949,3.923739973410445e-05
FOOD_NORM_SHIFT_R24,1,2026,82,2.3742140787152977e-05,-0.00015348682942573078
FOOD_NORM_REFIT_R24,1,2019,78,-0.000280018471528809,-6.832519503929824e-05
FOOD_NORM_REFIT_R24,1,2020,76,-0.0005234854947477885,-0.00046043522375915913
FOOD_NORM_REFIT_R24,1,2021,76,-0.00020374001392320373,-9.437033425074848e-05
FOOD_NORM_REFIT_R24,1,2022,76,-0.0028327442664892177,-0.00026872474992784
FOOD_NORM_REFIT_R24,1,2023,76,0.000708852969333873,0.0004215118275224805
FOOD_NORM_REFIT_R24,1,2024,76,-0.0009116181151928027,-0.0023662228910446004
FOOD_NORM_REFIT_R24,1,2025,76,-9.259093560343157e-05,0.00035865980243698914
FOOD_NORM_REFIT_R24,1,2026,82,-0.00025125521124957917,0.00027570491328021696
FOOD_ZERO_DRIFT_R24,2,2019,77,0.016864471012235205,0.005275220135278369
FOOD_ZERO_DRIFT_R24,2,2020,74,0.019369976583679005,0.009838798381982983
FOOD_ZERO_DRIFT_R24,2,2021,74,0.014738240058734142,0.0013622351153479428
FOOD_ZERO_DRIFT_R24,2,2022,74,-0.0005974896097294957,0.0011954826508405736
FOOD_ZERO_DRIFT_R24,2,2023,74,0.02701754879739382,0.014855310834496094
FOOD_ZERO_DRIFT_R24,2,2024,74,0.016166658861624494,0.0026975950400999205
FOOD_ZERO_DRIFT_R24,2,2025,74,0.021194762904808373,0.02113466520289886
FOOD_ZERO_DRIFT_R24,2,2026,81,0.018035174085499595,0.01037880108349254
FOOD_ROBUST_WINDOW_R24,2,2019,77,-7.69919733643043e-05,-0.004136711898293455
FOOD_ROBUST_WINDOW_R24,2,2020,74,-0.0009002809894216313,-0.006936100109778631
FOOD_ROBUST_WINDOW_R24,2,2021,74,0.000635997026494417,-0.0031485535647552965
FOOD_ROBUST_WINDOW_R24,2,2022,74,-0.008178604484583518,-0.006259279376591265
FOOD_ROBUST_WINDOW_R24,2,2023,74,0.002231649712371775,-0.0034121237712652075
FOOD_ROBUST_WINDOW_R24,2,2024,74,-0.0007247616275936064,-0.004560179663042674
FOOD_ROBUST_WINDOW_R24,2,2025,74,0.00039922398481317956,-0.002024910616018838
FOOD_ROBUST_WINDOW_R24,2,2026,81,-0.0003427444247530165,-0.0043538373639756545
FOOD_NORM_SHIFT_R24,2,2019,77,-0.00020319111696620595,-0.005814944834605873
FOOD_NORM_SHIFT_R24,2,2020,74,-0.0007203863495346408,-0.007640721920968985
FOOD_NORM_SHIFT_R24,2,2021,74,0.00010470451086108667,-0.005958862904757334
FOOD_NORM_SHIFT_R24,2,2022,74,-0.011310361050064666,-0.008566364764245382
FOOD_NORM_SHIFT_R24,2,2023,74,0.0035060553711998566,-0.004517657199696656
FOOD_NORM_SHIFT_R24,2,2024,74,-0.00154414844278139,-0.008391038817932683
FOOD_NORM_SHIFT_R24,2,2025,74,0.0006931659382924948,-0.002042564160758431
FOOD_NORM_SHIFT_R24,2,2026,81,-0.0005120216464287175,-0.00584970563809184
FOOD_NORM_REFIT_R24,2,2019,77,-0.0009211016223504842,-0.004622831603275257
FOOD_NORM_REFIT_R24,2,2020,74,-0.0014586093046364823,-0.006411669546975696
FOOD_NORM_REFIT_R24,2,2021,74,-0.0006502286061189633,-0.004747697033960718
FOOD_NORM_REFIT_R24,2,2022,74,-0.00942785868041729,-0.007192368770197577
FOOD_NORM_REFIT_R24,2,2023,74,0.0019787294085547025,-0.0040523247397028506
FOOD_NORM_REFIT_R24,2,2024,74,-0.0022768977941289847,-0.007146533349245865
FOOD_NORM_REFIT_R24,2,2025,74,-0.0001896050551855044,-0.0014596051376339902
FOOD_NORM_REFIT_R24,2,2026,81,-0.0011859263398672493,-0.004746196423839888
FOOD_ZERO_DRIFT_R24,3,2019,76,0.034241862469208906,0.012344722845999634
FOOD_ZERO_DRIFT_R24,3,2020,72,0.03902681758487736,0.015713908331222104
FOOD_ZERO_DRIFT_R24,3,2021,72,0.02576378433406168,0.0005097277770147457
FOOD_ZERO_DRIFT_R24,3,2022,72,0.006254847776091865,0.0018926680451055722
FOOD_ZERO_DRIFT_R24,3,2023,72,0.0532931304415476,0.02441278419461934
FOOD_ZERO_DRIFT_R24,3,2024,72,0.03323535901912056,0.0018090586977832501
FOOD_ZERO_DRIFT_R24,3,2025,72,0.04154791673391922,0.03584767300916236
FOOD_ZERO_DRIFT_R24,3,2026,80,0.03507835679082327,0.013900818377901358
FOOD_ROBUST_WINDOW_R24,3,2019,76,-0.002458828034321403,-0.009961134024780494
FOOD_ROBUST_WINDOW_R24,3,2020,72,-0.003656558251965203,-0.011456643002056177
FOOD_ROBUST_WINDOW_R24,3,2021,72,-0.00029549063043998736,-0.008466225030790309
FOOD_ROBUST_WINDOW_R24,3,2022,72,-0.015681469226917377,-0.013230064108791906
FOOD_ROBUST_WINDOW_R24,3,2023,72,0.0023978951531560266,-0.007665836236363965
FOOD_ROBUST_WINDOW_R24,3,2024,72,-0.0036082024861265882,-0.014075747228937674
FOOD_ROBUST_WINDOW_R24,3,2025,72,-0.0014577800827451082,-0.002662904961154622
FOOD_ROBUST_WINDOW_R24,3,2026,80,-0.0028698749740732055,-0.010193698770351589
FOOD_NORM_SHIFT_R24,3,2019,76,-0.002154513849472739,-0.010074720957209182
FOOD_NORM_SHIFT_R24,3,2020,72,-0.0028734796843477017,-0.011080801932111362
FOOD_NORM_SHIFT_R24,3,2021,72,-0.0007835619081266731,-0.009160890247813414
