period,cpi_mm,agri_ppi_yoy,ppi_c_yoy,ppi_constr_yoy,ppi_d_yoy,ppi_e_yoy,ppi_yoy,ppi_services_yoy,esi,price_expect_survey,price_expect_survey_36m,eurczk_mm,usdczk_mm,ip_yoy,retail_yoy,constr_yoy,unemployment_rate,conf_business,conf_consumer,conf_economic_sentiment,pribor_3m,czgb_10y,reer_ppi_mm,reer_cpi_mm,hh_loans_mm,nfc_loans_mm,trade_balance,cpi_breadth,median_cpi_mm,services_cpi_mm,agri_price_mm,hpi_yoy,constr_ppi_yoy,m3_yoy,wage_lci_yoy,import_prices_mm,de_food_processed_mm,de_food_unprocessed_mm,de_energy_mm,de_services_mm,de_industrial_goods_ex_energy_mm,de_food_hicp_mm_proxy
2018-06,0.380228136882,-4.2,1.3,2.7,1.7,1.9,1.5,1.8,108.7,2.0776205066,1.95626266909,0.518639837779,1.63919329588,5.52631715656,,,2.26376547657,103.518682399,118.235201403,105.978977082,0.9345,2.13557401233,-0.168250197941,-0.14185834431,0.762805580587,0.86627924933,6734.740655,0.692307692308,0.384245917387,0.239081925406,-0.614749136611,9.2,2.35063663075,5.94476508155,11.4161849711,1.7,0,0.750469043152,2.41206030151,1.75097276265,-0.0968054211036,0.375234521576
2018-07,0.189393939394,-4.4,3.4,3.4,2.3,1.9,3.4,1.7,108.9,2.11133210852,1.9768750707,0.252162780774,0.212920177584,0.703895987417,,,2.2749553511,104.761376796,117.677488189,106.920680921,1.18315789474,2.11239485501,0.456032517101,-0.0101471334348,0.75966986384,1.60242650108,13241.333151,0.692307692308,0.471698113208,0.17490857052,-0.584513693198,9.2,2.35063663075,6.14209014546,11.4161849711,1.3,0.37558685446,-1.95530726257,0.490677134446,0.286806883365,-0.387596899225,-0.789860204055
2018-08,0.0945179584121,,,,,,,,106.4,2.11561619887,1.98691021702,-0.615277455305,0.542470955201,3.07752175925,,,2.29725820631,103.361946169,117.398631582,105.708586871,1.44826086957,2.13901037259,0.621730977993,0.761112238685,0.630626215285,1.07621552598,-8228.370276,0.692307692308,0.190476190476,0.333333333333,0.379716320509,9.2,2.63929618768,5.41986876835,11.4161849711,0.6,-0.0935453695042,-1.04463437797,-0.09765625,2.3832221163,-1.07003891051,-0.569089873736
2018-09,-0.28328611898,-2.1,3.2,3.7,2.6,1.9,3.3,1.5,105.7,2.17705210633,2.00591582377,-0.292021960051,-1.27242480104,10.2772322694,,,2.31271609595,104.218397713,116.004348547,106.188762591,1.54473684211,2.13770008351,0.431541781091,0.251787692618,0.758366102088,0.843671273564,-6763.54735,0.461538461538,0.0985221674877,0.142382534409,-0.413817846809,8,2.63929618768,5.63119315251,8.29986613119,-0.1,0,-1.0556621881,0.782013685239,-0.372439478585,0.589970501475,-0.52783109405
2018-10,0.378787878788,-0.4,3,3.9,2.7,1.9,3.2,1.6,109.3,2.14721069979,1.99479507127,0.820056232427,2.40003643319,1.99857053427,,,2.29794348018,104.643824624,117.119774975,106.729543013,1.75909090909,2.1402872596,-0.673828125,-1.10508338356,0.572419947396,1.23401150175,10720.255436,0.538461538462,0.378071833648,0.347551342812,0.436475957551,8,2.63929618768,5.10856953632,8.29986613119,-0.1,0,3.68574199806,1.93986420951,-1.30841121495,1.46627565982,1.84287099903
2018-11,-0.0943396226415,0.9,3.8,4,2.8,1.9,3.9,2,109,2.14117647059,1.97058823529,0.449298938725,1.47209250612,-0.581364097606,,,2.2392751911,104.632629179,116.283205154,106.580362207,1.98857142857,2.07398815396,-0.127814374201,-0.680617635108,0.865374817443,1.28938177208,-645.318812,0.692307692308,0.282485875706,0.330604534005,1.93967991961,8,3.0243902439,6.31046235028,8.29986613119,0.8,0.187265917603,-0.935453695042,0.951474785918,-0.094696969697,0.28901734104,-0.37409388872
2018-12,0.0944287063267,0.7,3.9,4,2.8,1.9,3.9,2,111,2.1687523713,2.02424931546,-0.40101796869,-0.539095371669,6.72158031322,,,2.17500435473,105.158815095,112.658069262,106.4125338,2.01470588235,2.01312978504,-0.118133490845,0.685281783778,0.711151093979,-0.780821085622,17097.535166,0.461538461538,0.0948766603416,-0.0313823944767,1.59065673713,9.4,3.0243902439,7.00041153612,8.46245530393,0.1,0.0934579439252,-1.32200188857,1.79076343073,-2.93838862559,0,-0.614271972324
2019-01,1.03773584906,3.4,2.2,4,2.8,1.9,2.4,2.2,110.2,2.15803808832,2.0130003735,-0.700735578784,-0.987088529502,2.1220055203,,-0.1,2.14423342731,103.697809519,115.725491939,105.708586871,2.00666666667,1.85250917523,0.394244037059,1.17838277123,0.2953741701,-2.18550686041,-4614.601537,0.538461538462,0.280636108513,-0.0470883691728,1.95111529054,9.4,3.0243902439,6.31137734276,8.46245530393,-1.3,-0.186741363212,1.43540669856,-4.16666666667,1.5625,-0.28818443804,0.624332667676
2019-02,0.186741363212,4.4,1.9,4,7.2,2.9,2.9,2.7,108.1,2.12199447148,2.01284059565,0.296307848259,0.867862388179,1.00625650823,,4.3,2.12227491716,102.998094205,115.725491939,105.125849347,2.007,1.75837043133,-0.3337914785,-0.532128514056,0.261930712556,1.30716047979,16978.191214,0.615384615385,0.945179584121,0.502512562814,0.918961271547,9.4,3.30739299611,5.73373716849,8.46245530393,-0.6,0.187090739008,1.03773584906,-1.93236714976,-1.05769230769,-0.867052023121,0.612413294032
2019-03,0.186393289842,8.2,2.9,4.3,7.5,2.9,3.6,2.4,107.4,2.18003776108,2.03570360052,-0.190476190476,0.229438757501,-1.00563188607,,-13.21092003,2.07077902258,103.804166247,115.167778725,105.703924971,2.028,1.81610599152,0.0295508274232,0.11103260321,0.230795948079,-0.508899779324,15511.901214,0.692307692308,0.367647058824,0.125,1.0115414452,11.4,3.30739299611,5.6481854437,6.39324487334,0.5,0.280112044818,1.21381886088,0.197044334975,0.680272108844,0.485908649174,0.746965452848
2019-04,0.093023255814,8.1,3,5.1,8.4,2.9,3.8,2.8,106.6,2.10149904501,1.93065924279,0.00389468764606,0.581088219757,1.40483529735,,5.123736838,2.02594428964,102.712610357,112.936925869,104.421902418,2.02157894737,1.82253771259,0.216642048252,-0.443637830208,0.499979712365,0.451870668909,15754.670024,0.692307692308,0.549450549451,0.280898876405,0.494257387173,11.4,3.30739299611,5.4766091337,6.39324487334,-0.1,0.372439478585,-2.49077490775,0.688298918387,0.482625482625,0.483558994197,-1.05916771458
2019-05,0.650557620818,9.4,3.5,5.4,8.2,2.9,4.3,2.7,106.5,2.06230621175,1.96132635972,0.362191844842,0.853466386555,0.222950475142,,11.9888251764,2.02298067773,103.048473708,112.100356047,104.561759424,2.19047619048,1.85512984973,0.275130195539,0.354466275066,0.503918648352,0.677928897576,15873.840181,0.538461538462,0.273224043716,0.420168067227,-0.452859929003,11.4,4.4976076555,6.17835529256,6.39324487334,0.6,0.278293135436,-0.283822138127,1.953125,1.15273775216,0.673724735322,-0.00276450134539
2019-06,0.184672206833,10.5,2.9,4.9,8.6,2.9,3.8,2.7,102.9,2.00894803568,1.9216741009,-0.644159875825,-1.62739226663,3.28308083937,,8.90359662156,2.03294004897,100.898948264,111.542642833,102.678351746,2.17315789474,1.5819597246,0.431161195492,0.948632556262,0.634638667582,0.36045799604,24158.087608,0.692307692308,0.378429517502,0.216953355029,-1.25600057908,11.3,4.4976076555,6.46493505619,8.56031128405,0.3,0.277520814061,0.759013282732,1.62835249042,0,0,0.518267048397
2019-07,0.36866359447,12.1,0.9,3.9,8,2.9,2.1,2.5,102.7,2.08246338648,1.99803997504,-0.206998906421,0.502911593436,3.08463682786,,2.03860473815,2.02694483995,100.188037505,112.100356047,102.179528425,2.16428571429,1.36268252517,-0.204898038833,0.0699790062981,0.555662482433,-0.254004749,16961.739932,0.461538461538,0.361990950226,0.0463893613731,0.454929488575,11.3,4.4976076555,6.82323181807,8.56031128405,-1.4,0.276752767528,-0.847457627119,-1.13100848256,1.23456790123,-0.478011472275,-0.285352429795
2019-08,0.0918273645546,,,,,,,,102.8,2.05711743236,2.02292332273,0.982349027435,1.79527697305,-3.40570708844,,3.6,2.02140287552,99.8241855415,114.610065511,102.29607593,2.14333333333,0.985610067915,-0.27375831052,-0.2997002997,0.623327958445,1.11301043883,-1742.58353,0.461538461538,0.091407678245,0.293663060278,-4.67372944291,11.3,4.66666666667,6.7410432362,8.56031128405,-0.4,0.275988960442,0,-0.190657769304,1.21951219512,-0.768491834774,0.137994480221
2019-09,-0.550458715596,4.1,0.8,4.4,7.7,2.9,2.1,2.7,103.6,2.20494959936,2.00440359826,0.251918455934,1.3625975594,0.121824333196,,,2.04728111945,100.742212033,114.052352297,102.967389558,2.1415,1.24211005536,-0.490196078431,-0.65130260521,0.543286705388,1.19920422607,9233.11637,0.461538461538,0.0913242009132,0.046232085067,2.68991459881,10.6,4.66666666667,6.68575471649,9.64153275649,0.5,-0.0917431192661,1.1396011396,-0.859598853868,-0.0926784059314,0.0968054211036,0.523929010168
2019-10,0.461254612546,2,0.7,4.9,7.7,2.9,1.9,2.8,104.3,2.2,2.02142857143,-0.649476166544,-1.06351299613,-1.72945886085,,-2.68498930887,2.09046633466,99.9137491017,111.82149944,101.904476314,2.17380952381,1.31978567952,0.334975369458,0.635400907716,0.505695216925,0.639715533948,20041.944534,0.538461538462,0.0898472596586,0.708564386938,4.48287988981,10.6,4.66666666667,7.02280736552,9.64153275649,0.3,-0.0918273645546,0.56338028169,0,-0.834879406308,1.25725338491,0.235776458568
2019-11,0.275482093664,0.4,-0.4,4.8,7.5,2.9,0.9,2.3,102.5,2.27307551693,2.00603787572,-0.657613136698,-0.666466010233,-0.914783204627,,-0.318484570511,2.12716186987,98.5087207514,110.984929619,100.59448236,2.179,1.46744237193,0.166928515318,0.661455201443,0.577848521989,0.492720144294,8966.978918,0.615384615385,0.269299820467,0.168247170389,0.296645902158,10.6,4.54545454545,7.00021006881,9.64153275649,-0.4,0,-1.02707749767,0,0,0.286532951289,-0.513538748833
2019-12,0.18315018315,-2.1,-0.7,4.5,8.7,2.9,0.9,2.2,104.5,2.34035321129,2.00546029885,-0.125342734038,-0.701237988053,-0.357555298036,,-0.3103363952,2.14389506729,98.4247549137,110.984929619,100.524553857,2.18,1.51314851835,0,0.0796495420151,0.612980483856,0.111843192173,12181.600904,0.384615384615,0.255102040816,-0.290120629104,2.37460427121,9.5,4.54545454545,6.40839648584,4.17582417582,-0.2,0.275735294118,0.566037735849,-0.0963391136801,-1.87090739008,0.190476190476,0.420886514983
2020-01,1.46252285192,-3.7,0.8,4.3,8.8,2.9,2.1,2.4,104,2.32602022033,1.99465557768,-1.10989097184,-0.972101133391,-3.04370675233,,5.20763913376,2.12132908388,98.4975253064,113.494639083,101.004729577,2.16954545455,1.61767715503,0.941084207431,1.85037803422,0.492510931194,-1.93777466544,-8224.769958,0.461538461538,0.26714158504,-0.229709035222,3.02220489603,9.5,4.54545454545,6.35849921596,4.17582417582,-0.3,-0.0916590284143,1.68855534709,-0.0964320154291,1.14394661582,-0.0950570342205,0.798448159339
2020-02,0.27027027027,-2.9,1.2,4.2,9.3,5.4,2.4,2.4,102.5,2.21312160049,1.98326808036,-0.654372397383,1.12690936303,-3.3271657663,,4.45722584043,2.06528804559,98.3687776886,110.706073012,100.431315853,2.3435,1.46951099215,0.233077595416,0.840007814026,0.32346232219,0.336862900285,16738.56764,0.769230769231,1.06571936057,0.690713737529,-1.12401541823,9.5,4.5197740113,8.0502940623,4.17582417582,-0.8,0.733944954128,1.66051660517,1.25482625483,-1.69651272385,-1.04662226451,1.19723077965
2020-03,-0.0898472596586,-3.8,-0.1,4.6,9,5.4,1.4,2.4,98.5,2.22961478131,1.96241477416,6.0878243513,4.65764157925,-1.25261585841,,5.97013748147,2.01007477447,97.9433507778,109.590646584,99.8905354305,1.95318181818,1.28456667772,-4.05968413913,-4.26191398683,0.423803073981,-0.0656167666591,19659.673504,0.692307692308,0,0.350609756098,-0.928708745292,9.4,4.5197740113,8.24511341767,9.86394557823,-1.3,0.364298724954,3.44827586207,-0.95328884652,0.862895493768,0.288461538462,1.90628729351
2020-04,-0.179856115108,-4.2,-1.2,4.2,8.3,5.4,0.4,2.8,96.5,1.93076923077,1.89230769231,2.58889934149,4.40044919519,-0.25759827808,,3.4670418252,1.97999180054,94.7582466689,105.686654084,96.5852481938,0.9645,1.27802478918,-1.75722076348,-2.56980979361,0.402020431104,3.65598076465,-215.812485,0.692307692308,0.175746924429,0.212668995899,1.73899578187,9.4,4.5197740113,9.9572259626,9.86394557823,2.9,0.0907441016334,-1.31578947368,-2.21366698749,0.285171102662,0.862895493768,-0.612522686025
2020-05,0.36036036036,-2.5,-2.5,4.1,8.6,5.4,-0.8,2.3,63.1,1.58314219952,1.95525743041,0.0183398745553,-0.366519262181,-12.4870157555,,-0.374957022395,1.98136090867,75.0318725396,92.5803935515,77.9656188239,0.457368421053,0.920944103683,0.565378289474,0.269989615784,0.249856501945,0.477776365255,-24102.27164,0.538461538462,0,0.136425648022,0.466421459042,9.4,4.3956043956,8.78966916752,9.86394557823,1.7,0.634632819583,2.66666666667,-2.95275590551,1.13744075829,0.190114068441,1.65064974312
2020-06,0.628366247756,-2.7,-2.6,3.8,8,6.4,-0.9,2,64.1,1.62302606973,1.92412749899,-2.15637377145,-5.21012435523,-33.6733117176,,-4.57410308861,1.99444577051,72.8711516503,101.224948371,77.6113144092,0.34,0.86490058797,1.65593376265,2.8893951947,0.497093912339,-0.392675977738,-496.41924,0.615384615385,0.196463654224,0.28761731759,-2.97781199926,10.6,4.3956043956,8.17905563854,7.40740740741,-1.1,0.720720720721,-1.47186147186,-1.21703853955,0,0,-0.37557037557
2020-07,0.446030330062,-4.1,-1.6,3.8,7.7,6.4,-0.1,2.1,66.6,1.62690606061,1.93529411765,-0.655922038981,-2.48460305408,-25.3150029678,,-8.91974158985,2.7557534053,75.1158383773,101.782661585,79.5739743904,0.34,0.855780837312,0.673705379588,1.02667337695,0.693765961651,-0.786370680487,33889.841236,0.846153846154,0.0944287063267,0.301886792453,-3.34493459785,10.6,4.3956043956,8.69656882212,7.40740740741,-2.2,0.447227191413,-1.05448154657,1.33470225873,1.31208997188,-0.569259962049,-0.30362717758
2020-08,0,,,,,,,,87.8,1.71265023926,1.96822123224,-1.27900396152,-4.30419172038,-10.584284916,,-10.437148555,2.77646401634,86.2161221169,104.013514442,89.1914744881,0.34,0.949705254095,1.24850179784,2.1321111886,0.716895472498,-1.03703437286,13950.312671,0.615384615385,0.0876424189308,0.195635816403,-1.56760385275,10.6,4.09463148317,9.18105904048,7.40740740741,-0.3,-1.78094390027,-3.8188277087,-0.709219858156,1.20259019426,-2.19465648855,-2.79988580449
2020-09,-0.621669626998,-1.9,-2,3.5,7.9,6.4,-0.5,2.1,87.5,1.80173151917,2.00174888627,2.12107314836,2.39128469397,-4.9721213758,,,2.82130462943,87.0221941585,101.782661585,89.4898361004,0.340952380952,0.981185915288,-1.44026832396,-2.18515266803,0.557481151534,0.43650980907,7454.923092,0.461538461538,0,0.060078101532,-2.0887399715,10.2,4.09463148317,9.0342151574,11.3866967306,-1.1,-0.090661831369,-0.646352723915,-0.408163265306,-0.36563071298,0.0975609756098,-0.368507277642
2020-10,0.17873100983,-3.5,-1.9,3,7.7,6.4,-0.4,1.7,94.6,1.93529411765,2.01764705882,1.80008233225,1.97342280694,-4.7929707091,,-9.54216053944,2.87577507047,91.0413589215,101.224948371,92.743842435,0.35,0.94476134007,-1.43128815934,-1.90485688641,0.623727943696,1.12452391302,33881.600905,0.615384615385,0,0.615430801561,-1.39950427548,10.2,4.09463148317,10.9994795611,11.3866967306,1.9,-0.2722323049,0.371747211896,-0.717213114754,-0.917431192661,0.974658869396,0.0497574534979
2020-11,0,-4.3,-1.1,3.1,7,6.4,0.3,1.9,89.4,1.97647058824,2.0125,-2.71671200647,-3.1907524461,-1.90007857999,,-7.87964815492,2.95390546018,87.9570138179,92.8592501586,88.7765653709,0.35,1.1206174601,1.66531275386,2.51118340789,0.606800589556,0.161395122102,31041.613608,0.615384615385,0.0814332247557,0.05967477249,-2.71366540148,10.2,3.98550724638,10.3605289058,11.3866967306,1.6,0,1.66666666667,0.103199174407,-0.37037037037,0.289575289575,0.833333333333
2020-12,-0.178412132025,-2.2,-1.4,2.8,5.8,6.4,-0.1,2,82,2.05625,1.9875,-0.570608018743,-3.29144492643,1.32590537579,,-10.5162198285,3.05853989893,83.1541679033,90.907253909,84.450321992,0.350952380952,1.25775576102,0.439472632841,0.565307944064,0.642678728394,-1.00240414775,32051.897015,0.307692307692,-0.0848176420696,-0.0447293872074,0.741484617521,11.2,3.98550724638,10.0652423131,7.805907173,-1.8,-0.090991810737,1.00182149362,-1.03092783505,-1.95167286245,0.0962463907603,0.455414841444
2021-01,1.34048257373,-2.7,-1.2,2.7,5.6,6.4,0,2.1,91.4,2.09013238774,1.99994608755,-0.649893584676,-0.675144508671,2.44035361003,,-5.25352018228,3.15383761842,88.6287405192,97.320955872,90.0818974249,0.36,1.27943769677,0.785600636436,0.60157790927,0.616350154172,-2.50912649309,15786.250675,0.538461538462,0.175746924429,-0.0447494033413,1.54786470091,11.2,3.98550724638,9.95626634626,7.805907173,-0.1,-0.182149362477,-1.08205590622,1.45833333333,1.32701421801,-0.576923076923,-0.63210263435
2021-02,0.176366843034,-2.8,-0.3,2.3,0.4,6.9,0,1.9,88.8,2.12941176471,2.01764705882,-1.01755862438,-0.423669630802,2.46129757972,,-11.4133584301,3.2197470507,87.8450593676,94.8112464082,89.0096603806,0.36,1.49352531429,0.740009866798,0.764630918537,0.197150324963,0.402562622393,24415.394227,0.769230769231,0.657894736842,0.641695269363,0.351704319756,11.2,3.69369369369,10.6498621481,7.805907173,0.3,1.64233576642,4.37556973564,5.33880903491,0,1.64410058027,3.00895275103
2021-03,0.176056338028,-1.6,1.6,2.4,0.4,6.9,1.4,1.4,91.6,2.18445378976,1.99635875716,1.17487922705,2.87076865532,0.369432836077,,-5.14757840035,3.26532945929,91.4052108847,93.4169633728,91.7415338935,0.36,1.86964861477,-0.587659157689,-0.982585854655,0.532339420873,0.497492855969,20290.800529,0.538461538462,0.0873362445415,0.252075919336,-1.633014655,13.3,3.69369369369,11.2008596327,12.5902992776,0.4,0.628366247756,0.960698689956,1.46198830409,0.374181478017,0.380589914367,0.794532468856
2021-04,0.527240773286,0.4,4.1,2.4,0.1,6.9,3.3,0.7,86.1,2.0638982342,2.04858097938,-0.974063180412,-1.6316698482,-2.28500888928,,-10.860744266,3.30497035281,88.4440156763,92.5803935515,89.1355316858,0.36,1.86048397627,1.00492610837,1.30674002751,0.741300552572,0.27867139383,16210.626462,0.615384615385,0.087260034904,0.266232805798,2.60903168335,13.3,3.69369369369,10.3695456116,12.5902992776,2.3,0.35682426405,-1.29757785467,2.01729106628,0.279589934762,0.189573459716,-0.470376795311
2021-05,0.174825174825,1.3,5.6,2.5,-0.1,6.9,4.6,0.8,92,2.04371308799,2.06937407025,-1.41181916371,-2.76763849744,14.0811424336,,-3.27384035977,3.31892494859,95.6762731607,97.8786690861,96.0444677715,0.36619047619,1.74159465173,1.47288333984,1.16380564446,0.695567073182,0.483822284225,19308.903342,0.769230769231,0.261551874455,0.0737571913261,-2.95723359154,13.3,2.45614035088,10.2366157263,12.5902992776,0.4,0.8,3.15512708151,-0.0941619585688,0.650557620818,0.0946073793756,1.97756354075
2021-06,0.523560209424,4.4,6.3,3.3,0.2,5.9,5.1,1.1,96.5,2.20624143795,2.06760326765,-0.406917599186,0.418171450295,55.1030768193,,-3.93791976978,3.25814157474,99.9585308818,104.013514442,100.636439461,0.476818181818,1.67253040627,0.173027011439,0.26843063944,0.874530253579,0.0655887106897,3441.970505,0.692307692308,0.261780104712,0.383254716981,0.326813723687,15.2,2.45614035088,10.041883658,6.78531701891,0.1,0.0881834215168,-1.61427357689,0.565504241282,0.369344413666,0.47258979206,-0.763045077687
2021-07,1.04166666667,5.2,9.5,5.6,0.5,5.9,7.8,1,105.3,2.20588898528,2.08429781628,0.734658599827,2.66420594359,25.1081523004,,4.19052834919,3.11218574332,104.593445121,105.965510692,104.822825834,0.694,1.71799020014,0.0479800403032,-0.745769193996,1.01669200739,-0.778157899767,-8902.681612,0.846153846154,0.606585788562,0.352422907489,-0.185001661009,15.2,2.45614035088,10.1440806653,6.78531701891,1.2,0.352422907489,-2.24525043178,0.843486410497,0.367985280589,0.188146754468,-0.946413762145
2021-08,0.687285223368,,,,,,,,98.7,2.195782675,2.13961265148,-0.674700674701,-0.281170776677,11.1187332501,,0.48579838054,2.93208966406,100.165646615,103.176944621,100.669072763,0.938181818182,1.73778557933,1.19892576252,0.963298333494,0.866382936364,0.93294754121,-10451.130879,0.615384615385,0.77519379845,0.307287093942,0.104881222127,15.2,3.05944055944,9.54183081332,6.78531701891,2.4,0.351185250219,0,1.30111524164,1.00824931256,-0.093896713615,0.17559262511
2021-09,0.170648464164,7.9,11.4,6.4,0.7,5.9,9.3,1.2,96,2.38666666667,2.09333333333,-0.318046175593,-0.337431820283,6.82945459033,,,2.79332016462,97.9153621652,106.523223906,99.3544169083,1.10666666667,1.89651703136,0.227466590844,0.553382310848,0.959272400858,1.07854807581,-27750.305192,0.846153846154,0.702370500439,0.466812545587,-2.72886161175,17.9,3.05944055944,9.14919553078,0.303643724696,0.3,-0.087489063867,0.0883392226148,0.366972477064,0.0907441016334,0.093984962406,0.000425079373917
2021-10,1.02214650767,9.5,12,6.6,1.2,5.9,9.9,1.6,96,2.6,2.12076923077,0.386024343168,1.88302954408,-1.57860624555,,1.62307230393,2.69745275959,96.1520795742,104.013514442,97.4663473303,2.0165,2.33648945119,-0.624113475177,-0.68317677199,0.986570496258,2.40207286928,-16498.845984,0.846153846154,0.784655623365,0.595324524466,3.41041322153,17.9,3.05944055944,7.72549866621,0.303643724696,1.4,-0.0875656742557,0.617828773169,0.639853747715,-0.362647325476,1.03286384977,0.265131549456
2021-11,0.168634064081,14.1,13.4,7.5,3.7,5.9,11.6,1.9,95.5,2.85555555556,2.17472349116,-0.333529527173,1.27919151454,-3.95098848971,,3.00010594264,2.59228022971,95.5195369304,102.842316692,96.7437528004,2.97285714286,2.61800254411,0.447235702731,-0.315276583548,0.858601446789,1.71008182758,-16851.831351,0.769230769231,0.697674418605,0.20207852194,0.670819178153,17.9,4.09407665505,7.79047990641,0.303643724696,2.6,0.262927256792,-0.526315789474,4.08719346049,0.090991810737,0.371747211896,-0.131694266341
2021-12,0.420875420875,14.6,15.4,7.9,5.6,5.9,13.5,1.8,94,3.6,2.19,-0.562992125984,0.435994246674,-5.36248939211,7.69372993156,2.41966451327,2.4703119322,97.0868992336,92.5803935515,96.3335055834,3.50318181818,2.61761377382,-0.0568397120121,0.517538815411,0.926229167925,0.207345487527,3822.274243,0.769230769231,0.753138075314,0.662633246903,1.61428985981,21.3,4.09407665505,7.8872756253,6.55577299413,0.8,0.174825174825,0.705467372134,1.83246073298,-0.454545454545,0.37037037037,0.44014627348
2022-01,4.44258172674,18.8,14.7,8.2,7.1,5.9,13.2,1.7,95.1,3.81061493813,2.21766140502,-3.11992714891,-3.20877153726,1.34880345672,11.7650301551,4.11920515497,2.37332018364,97.070106066,92.5803935515,96.3195198828,4.2080952381,3.12418551414,2.80568720379,6.20709382151,0.821146153948,-1.55838265947,-16239.817127,0.692307692308,0.531511009871,0.200343445907,0.787429718655,21.3,4.09407665505,6.76937293698,6.55577299413,0.8,0.349040139616,2.45183887916,-1.45672664953,0.730593607306,0.184501845018,1.40043950939
2022-02,1.28410914928,21.4,15.5,9.2,40.6,5.3,19.4,3.2,96.7,3.24982066485,2.19528509057,-0.122604111325,-0.360643610135,-1.60987632683,0.114498084214,9.84135414935,2.3452311436,99.4435404108,92.8034788372,98.3334607661,4.6935,3.03119994217,0.682279181265,0.798994523745,0.552752090758,-0.0629099278858,7578.201582,1,4.36933223413,1.5852613539,1.49972971853,21.3,5.03909643788,6.06919477107,6.55577299413,-0.6,0.782608695652,3.67521367521,7.5652173913,-0.453309156845,-0.184162062615,2.22891118543
2022-03,1.66402535658,22.9,16.6,11.1,45.5,5.3,21.3,4.3,102.1,2.97428177101,2.16512168914,2.32824583657,5.33178654292,1.13838749835,9.40710768829,3.94140029682,2.37975059735,101.307582007,93.1381067657,99.9418163326,4.86217391304,3.52730776944,-0.567765567766,-1.33594584966,0.565044743901,4.1482878445,-7473.501548,1,1.46627565982,0.927878532265,0.932298220136,25.2,5.03909643788,5.41653174955,0.916590284143,1.5,0.60396893874,1.89612530915,2.99110751819,0.364298724954,0.645756457565,1.25004712395
2022-04,1.79267342167,27.2,20.3,12,48.9,5.3,24.7,4.9,90.4,4.50555555556,2.15277777778,-2.28326935381,-0.46698092427,-0.970347689053,4.14093893845,16.6541400492,2.42002401938,100.115267112,83.6569821249,97.363785526,5.36368421053,4.01302664447,1.91563823909,2.90666185232,0.730202461582,-1.16290114939,-12740.612626,0.923076923077,1.37575236457,0.933277615267,5.43172235122,25.2,5.03909643788,5.01216388206,0.916590284143,7,0.771869639794,0.809061488673,14.6781789639,0.362976406534,1.19156736939,0.790465564234
2022-05,1.76110260337,35.3,22.3,12.9,51.4,5.3,26.6,5.5,94.6,4.7442419591,2.20667758954,1.27266031019,3.56747665206,-1.29915578527,5.68580625038,8.83539447859,2.43309943593,104.492686116,82.5415556966,100.822915469,5.97363636364,4.61301115777,0.144587023315,-0.561403508772,-0.963400665509,-0.447397849525,-29033.597959,0.846153846154,2.29970326409,1.33866961082,4.98681549279,25.2,11.0445205479,5.49274090891,0.916590284143,-0.3,2.29787234043,3.85232744783,-2.32717316906,0.994575045208,0.815217391304,3.07509989413
2022-06,1.58013544018,39.2,24.6,13.7,45.8,5.3,27.9,5.8,97.5,4.97990920968,2.28225212512,-0.117181186358,0.00427368690969,-4.69826480571,5.69363756449,4.86481869855,2.44002509633,107.700181115,76.9644235549,102.561804241,6.63954545455,5.12233931768,0.460205739036,0.705716302047,0.806683297481,-0.0547789579072,-28388.585971,0.923076923077,1.52284263959,1.15756502792,3.44912343057,27.3,11.0445205479,6.14265805444,0.3125,2.1,2.2462562396,-0.850077279753,2.80308339173,0.268576544315,0.898472596586,0.698089479924
2022-07,1.33333333333,39.8,22.7,13,49.8,5.3,26.8,6.3,95.4,5.97142857143,2.47142857143,-0.574456895505,3.23504273504,1.51874510773,-6.5649568622,2.94637027938,2.44676770466,103.792970802,75.8489971266,99.1213218987,7.29894736842,4.40222192886,-0.529955986706,0.201471618781,0.876968573717,0.391712183136,-15803.016166,0.923076923077,1.78571428571,0.740441572429,0.170189773114,27.3,11.0445205479,5.34609522986,0.3125,1.4,1.46460537022,-1.32501948558,0.749829584185,-0.892857142857,0.178094390027,0.0697929423195
2022-08,0.438596491228,,,,,,,,91.4,6.19243753543,2.49355321911,-0.0366196036945,0.4305170344,2.74256444569,-7.85324120462,-2.82380289882,2.43385758719,100.826177871,74.7335706982,96.4640387888,7.26956521739,4.10701717574,-0.243814339895,0.131130343562,0.398917500783,2.76777388077,-22484.509447,0.769230769231,1.12280701754,0.775090204463,1.28815130272,27.3,12.1289228159,5.75345487214,0.3125,2.7,2.08500400962,-0.0789889415482,0,0.990990990991,0.0888888888889,1.00300753404
2022-09,0.80058224163,38.3,20,13,54.3,5.3,25.2,6.5,88.1,6.67891594723,2.49276368787,0.0203516769782,2.13099212728,0.338850409196,,,2.40017419529,98.1784551232,78.3029352689,94.8556832223,7.24952380952,4.72131956733,-0.244410247126,0.602409638554,0.404435530656,3.12814188058,-29258.877997,0.846153846154,0.763358778626,0.570216151704,-1.21881250943,27.6,12.1289228159,5.46973224408,0.908173562059,2.6,1.33542812255,1.02766798419,0.541271989175,0.0892060660125,0.355239786856,1.18154805337
