release_date,data_month,adjusted,series,gender,rate_pct,source_url
2026-08-31,1993-01-31,nsa,activity,female,63.25621080722531,https://csu.gov.cz/rychle-informace/miry-zamestnanosti-nezamestnanosti-a-ekonomicke-aktivity-cervenec-2026
2026-08-31,1993-01-31,nsa,activity,male,79.82909965833556,https://csu.gov.cz/rychle-informace/miry-zamestnanosti-nezamestnanosti-a-ekonomicke-aktivity-cervenec-2026
2026-08-31,1993-01-31,nsa,activity,total,71.51962807227414,https://csu.gov.cz/rychle-informace/miry-zamestnanosti-nezamestnanosti-a-ekonomicke-aktivity-cervenec-2026
2026-08-31,1993-01-31,nsa,employment,female,59.633276523219735,https://csu.gov.cz/rychle-informace/miry-zamestnanosti-nezamestnanosti-a-ekonomicke-aktivity-cervenec-2026
2026-08-31,1993-01-31,nsa,employment,male,76.7791849677702,https://csu.gov.cz/rychle-informace/miry-zamestnanosti-nezamestnanosti-a-ekonomicke-aktivity-cervenec-2026
2026-08-31,1993-01-31,nsa,employment,total,68.18240740429442,https://csu.gov.cz/rychle-informace/miry-zamestnanosti-nezamestnanosti-a-ekonomicke-aktivity-cervenec-2026
2026-08-31,1993-01-31,nsa,unemployment,female,5.727396942960345,https://csu.gov.cz/rychle-informace/miry-zamestnanosti-nezamestnanosti-a-ekonomicke-aktivity-cervenec-2026
2026-08-31,1993-01-31,nsa,unemployment,male,3.820555040228234,https://csu.gov.cz/rychle-informace/miry-zamestnanosti-nezamestnanosti-a-ekonomicke-aktivity-cervenec-2026
2026-08-31,1993-01-31,nsa,unemployment,total,4.666160546315061,https://csu.gov.cz/rychle-informace/miry-zamestnanosti-nezamestnanosti-a-ekonomicke-aktivity-cervenec-2026
2026-08-31,1993-01-31,trend_cycle,activity,female,63.71273418975456,https://csu.gov.cz/rychle-informace/miry-zamestnanosti-nezamestnanosti-a-ekonomicke-aktivity-cervenec-2026
2026-08-31,1993-01-31,trend_cycle,activity,male,79.98409631889373,https://csu.gov.cz/rychle-informace/miry-zamestnanosti-nezamestnanosti-a-ekonomicke-aktivity-cervenec-2026
2026-08-31,1993-01-31,trend_cycle,activity,total,71.79177152565147,https://csu.gov.cz/rychle-informace/miry-zamestnanosti-nezamestnanosti-a-ekonomicke-aktivity-cervenec-2026
2026-08-31,1993-01-31,trend_cycle,employment,female,60.20362521074904,https://csu.gov.cz/rychle-informace/miry-zamestnanosti-nezamestnanosti-a-ekonomicke-aktivity-cervenec-2026
2026-08-31,1993-01-31,trend_cycle,employment,male,77.20102212482725,https://csu.gov.cz/rychle-informace/miry-zamestnanosti-nezamestnanosti-a-ekonomicke-aktivity-cervenec-2026
2026-08-31,1993-01-31,trend_cycle,employment,total,68.63741843959725,https://csu.gov.cz/rychle-informace/miry-zamestnanosti-nezamestnanosti-a-ekonomicke-aktivity-cervenec-2026
2026-08-31,1993-01-31,trend_cycle,unemployment,female,5.434073857583263,https://csu.gov.cz/rychle-informace/miry-zamestnanosti-nezamestnanosti-a-ekonomicke-aktivity-cervenec-2026
2026-08-31,1993-01-31,trend_cycle,unemployment,male,3.461399157594891,https://csu.gov.cz/rychle-informace/miry-zamestnanosti-nezamestnanosti-a-ekonomicke-aktivity-cervenec-2026
2026-08-31,1993-01-31,trend_cycle,unemployment,total,4.320935539306155,https://csu.gov.cz/rychle-informace/miry-zamestnanosti-nezamestnanosti-a-ekonomicke-aktivity-cervenec-2026
2026-08-31,1993-02-28,nsa,activity,female,63.8444172527066,https://csu.gov.cz/rychle-informace/miry-zamestnanosti-nezamestnanosti-a-ekonomicke-aktivity-cervenec-2026
2026-08-31,1993-02-28,nsa,activity,male,80.2893877389468,https://csu.gov.cz/rychle-informace/miry-zamestnanosti-nezamestnanosti-a-ekonomicke-aktivity-cervenec-2026
2026-08-31,1993-02-28,nsa,activity,total,72.0413097447701,https://csu.gov.cz/rychle-informace/miry-zamestnanosti-nezamestnanosti-a-ekonomicke-aktivity-cervenec-2026
2026-08-31,1993-02-28,nsa,employment,female,60.40615418296199,https://csu.gov.cz/rychle-informace/miry-zamestnanosti-nezamestnanosti-a-ekonomicke-aktivity-cervenec-2026
2026-08-31,1993-02-28,nsa,employment,male,77.25001591350555,https://csu.gov.cz/rychle-informace/miry-zamestnanosti-nezamestnanosti-a-ekonomicke-aktivity-cervenec-2026
2026-08-31,1993-02-28,nsa,employment,total,68.80187151623247,https://csu.gov.cz/rychle-informace/miry-zamestnanosti-nezamestnanosti-a-ekonomicke-aktivity-cervenec-2026
2026-08-31,1993-02-28,nsa,unemployment,female,5.385377794483433,https://csu.gov.cz/rychle-informace/miry-zamestnanosti-nezamestnanosti-a-ekonomicke-aktivity-cervenec-2026
2026-08-31,1993-02-28,nsa,unemployment,male,3.785521238900795,https://csu.gov.cz/rychle-informace/miry-zamestnanosti-nezamestnanosti-a-ekonomicke-aktivity-cervenec-2026
2026-08-31,1993-02-28,nsa,unemployment,total,4.49663983069492,https://csu.gov.cz/rychle-informace/miry-zamestnanosti-nezamestnanosti-a-ekonomicke-aktivity-cervenec-2026
2026-08-31,1993-02-28,trend_cycle,activity,female,63.78818973916825,https://csu.gov.cz/rychle-informace/miry-zamestnanosti-nezamestnanosti-a-ekonomicke-aktivity-cervenec-2026
2026-08-31,1993-02-28,trend_cycle,activity,male,79.99195143631133,https://csu.gov.cz/rychle-informace/miry-zamestnanosti-nezamestnanosti-a-ekonomicke-aktivity-cervenec-2026
2026-08-31,1993-02-28,trend_cycle,activity,total,71.85151318296869,https://csu.gov.cz/rychle-informace/miry-zamestnanosti-nezamestnanosti-a-ekonomicke-aktivity-cervenec-2026
2026-08-31,1993-02-28,trend_cycle,employment,female,60.272124876493024,https://csu.gov.cz/rychle-informace/miry-zamestnanosti-nezamestnanosti-a-ekonomicke-aktivity-cervenec-2026
2026-08-31,1993-02-28,trend_cycle,employment,male,77.23015750244186,https://csu.gov.cz/rychle-informace/miry-zamestnanosti-nezamestnanosti-a-ekonomicke-aktivity-cervenec-2026
2026-08-31,1993-02-28,trend_cycle,employment,total,68.70391716705328,https://csu.gov.cz/rychle-informace/miry-zamestnanosti-nezamestnanosti-a-ekonomicke-aktivity-cervenec-2026
2026-08-31,1993-02-28,trend_cycle,unemployment,female,5.432876883162345,https://csu.gov.cz/rychle-informace/miry-zamestnanosti-nezamestnanosti-a-ekonomicke-aktivity-cervenec-2026
2026-08-31,1993-02-28,trend_cycle,unemployment,male,3.45339082297031,https://csu.gov.cz/rychle-informace/miry-zamestnanosti-nezamestnanosti-a-ekonomicke-aktivity-cervenec-2026
