indicator_id,period,snapshot_id,value
SREERM101,2017-06-30,,98.93
SREERM101,2017-07-31,,99.96
SREERM101,2017-08-31,,100.19
SREERM101,2017-09-30,,100.15
SREERM101,2017-10-31,,101.01
SREERM101,2017-11-30,,101.38
SREERM101,2017-12-31,,101.23
SREERM101,2018-01-31,,101.7
SREERM101,2018-02-28,,101.83
SREERM101,2018-03-31,,101.68
SREERM101,2018-04-30,,101.86
SREERM101,2018-05-31,,101.04
SREERM101,2018-06-30,,100.87
SREERM101,2018-07-31,,101.33
SREERM101,2018-08-31,,101.96
SREERM101,2018-09-30,,102.4
SREERM101,2018-10-31,,101.71
SREERM101,2018-11-30,,101.58
SREERM101,2018-12-31,,101.46
SREERM101,2019-01-31,,101.86
SREERM101,2019-02-28,,101.52
SREERM101,2019-03-31,,101.55
SREERM101,2019-04-30,,101.77
SREERM101,2019-05-31,,102.05
SREERM101,2019-06-30,,102.49
SREERM101,2019-07-31,,102.28
SREERM101,2019-08-31,,102.0
SREERM101,2019-09-30,,101.5
SREERM101,2019-10-31,,101.84
SREERM101,2019-11-30,,102.01
SREERM101,2019-12-31,,102.01
SREERM101,2020-01-31,,102.97
SREERM101,2020-02-29,,103.21
SREERM101,2020-03-31,,99.02
SREERM101,2020-04-30,,97.28
SREERM101,2020-05-31,,97.83
SREERM101,2020-06-30,,99.45
SREERM101,2020-07-31,,100.12
SREERM101,2020-08-31,,101.37
SREERM101,2020-09-30,,99.91
SREERM101,2020-10-31,,98.48
SREERM101,2020-11-30,,100.12
SREERM101,2020-12-31,,100.56
SREERM101,2021-01-31,,101.35
SREERM101,2021-02-28,,102.1
SREERM101,2021-03-31,,101.5
SREERM101,2021-04-30,,102.52
SREERM101,2021-05-31,,104.03
SREERM101,2021-06-30,,104.21
SREERM101,2021-07-31,,104.26
SREERM101,2021-08-31,,105.51
SREERM101,2021-09-30,,105.75
SREERM101,2021-10-31,,105.09
SREERM101,2021-11-30,,105.56
SREERM101,2021-12-31,,105.5
SREERM101,2022-01-31,,108.46
SREERM101,2022-02-28,,109.2
SREERM101,2022-03-31,,108.58
SREERM101,2022-04-30,,110.66
SREERM101,2022-05-31,,110.82
SREERM101,2022-06-30,,111.33
SREERM101,2022-07-31,,110.74
SREERM101,2022-08-31,,110.47
SREERM101,2022-09-30,,110.2
SREERM101,2022-10-31,,111.0
SREERM101,2022-11-30,,111.45
SREERM101,2022-12-31,,110.96
SREERM101,2023-01-31,,113.73
SREERM101,2023-02-28,,115.25
SREERM101,2023-03-31,,115.09
SREERM101,2023-04-30,,116.03
SREERM101,2023-05-31,,115.42
SREERM101,2023-06-30,,114.75
SREERM101,2023-07-31,,114.26
SREERM101,2023-08-31,,113.38
SREERM101,2023-09-30,,112.43
SREERM101,2023-10-31,,111.52
SREERM101,2023-11-30,,111.74
SREERM101,2023-12-31,,111.02
SREERM101,2024-01-31,,110.51
SREERM101,2024-02-29,,108.38
SREERM101,2024-03-31,,108.71
SREERM101,2024-04-30,,108.79
SREERM101,2024-05-31,,110.13
SREERM101,2024-06-30,,109.86
SREERM101,2024-07-31,,108.04
SREERM101,2024-08-31,,108.59
SREERM101,2024-09-30,,108.94
SREERM101,2024-10-31,,108.53
SREERM101,2024-11-30,,108.48
SREERM101,2024-12-31,,108.85
SREERM101,2025-01-31,,108.88
SREERM101,2025-02-28,,108.63
SREERM101,2025-03-31,,108.55
SREERM101,2025-04-30,,109.01
SREERM101,2025-05-31,,109.2
SREERM101,2025-06-30,,109.38
SREERM101,2025-07-31,,110.16
SREERM101,2025-08-31,,109.99
SREERM101,2025-09-30,,110.35
SREERM101,2025-10-31,,109.92
SREERM101,2025-11-30,,109.8
SREERM101,2025-12-31,,109.2
SREERM101,2026-01-31,,108.87
SREERM101,2026-02-28,,108.53
SREERM101,2026-03-31,,108.82
SREERM101,2026-04-30,,109.33
SREERM101,2026-05-31,,108.85
SREERM101,2026-06-30,,107.96
SREERM101,2026-07-31,,107.58
SREERM103,1999-01-31,,70.88
SREERM103,1999-02-28,,66.79
SREERM103,1999-03-31,,65.94
SREERM103,1999-04-30,,65.71
SREERM103,1999-05-31,,65.94
SREERM103,1999-06-30,,66.44
SREERM103,1999-07-31,,67.64
SREERM103,1999-08-31,,68.35
SREERM103,1999-09-30,,68.31
SREERM103,1999-10-31,,68.26
SREERM103,1999-11-30,,68.3
SREERM103,1999-12-31,,68.45
SREERM103,2000-01-31,,68.77
SREERM103,2000-02-29,,68.92
SREERM103,2000-03-31,,68.48
SREERM103,2000-04-30,,66.82
SREERM103,2000-05-31,,66.08
SREERM103,2000-06-30,,67.77
SREERM103,2000-07-31,,68.39
SREERM103,2000-08-31,,68.37
SREERM103,2000-09-30,,67.64
SREERM103,2000-10-31,,67.89
SREERM103,2000-11-30,,69.06
SREERM103,2000-12-31,,69.22
SREERM103,2001-01-31,,70.31
SREERM103,2001-02-28,,70.79
SREERM103,2001-03-31,,70.58
SREERM103,2001-04-30,,70.24
SREERM103,2001-05-31,,70.26
SREERM103,2001-06-30,,70.91
SREERM103,2001-07-31,,71.99
SREERM103,2001-08-31,,72.51
SREERM103,2001-09-30,,72.29999999999998
SREERM103,2001-10-31,,73.4
SREERM103,2001-11-30,,73.26
SREERM103,2001-12-31,,74.81
SREERM103,2002-01-31,,76.15
SREERM103,2002-02-28,,76.59999999999998
SREERM103,2002-03-31,,77.5
SREERM103,2002-04-30,,80.09
SREERM103,2002-05-31,,80.08
SREERM103,2002-06-30,,81.23999999999998
SREERM103,2002-07-31,,83.4
SREERM103,2002-08-31,,80.2
SREERM103,2002-09-30,,81.65999999999998
SREERM103,2002-10-31,,80.14
SREERM103,2002-11-30,,79.76
SREERM103,2002-12-31,,78.76999999999998
SREERM103,2003-01-31,,78.45
SREERM103,2003-02-28,,78.36
SREERM103,2003-03-31,,78.31999999999998
SREERM103,2003-04-30,,78.84999999999998
SREERM103,2003-05-31,,80.45999999999998
SREERM103,2003-06-30,,80.65999999999998
SREERM103,2003-07-31,,78.68
SREERM103,2003-08-31,,77.09999999999998
SREERM103,2003-09-30,,77.12999999999998
SREERM103,2003-10-31,,78.61
SREERM103,2003-11-30,,78.83
SREERM103,2003-12-31,,78.75
SREERM103,2004-01-31,,78.58
SREERM103,2004-02-29,,78.40999999999998
SREERM103,2004-03-31,,77.29
SREERM103,2004-04-30,,77.9
SREERM103,2004-05-31,,79.40999999999998
SREERM103,2004-06-30,,80.12
SREERM103,2004-07-31,,80.20999999999998
SREERM103,2004-08-31,,79.62
SREERM103,2004-09-30,,79.56999999999998
SREERM103,2004-10-31,,80.09
SREERM103,2004-11-30,,80.78
SREERM103,2004-12-31,,82.36
SREERM103,2005-01-31,,82.93
SREERM103,2005-02-28,,83.26
SREERM103,2005-03-31,,83.70999999999998
SREERM103,2005-04-30,,82.75
SREERM103,2005-05-31,,82.23999999999998
SREERM103,2005-06-30,,82.25
SREERM103,2005-07-31,,81.76999999999998
SREERM103,2005-08-31,,83.26
SREERM103,2005-09-30,,83.87
SREERM103,2005-10-31,,83.31999999999998
SREERM103,2005-11-30,,84.29999999999998
SREERM103,2005-12-31,,84.51
SREERM103,2006-01-31,,85.75
SREERM103,2006-02-28,,86.15999999999998
SREERM103,2006-03-31,,85.65999999999998
SREERM103,2006-04-30,,86.19
SREERM103,2006-05-31,,87.48999999999998
SREERM103,2006-06-30,,87.26999999999998
SREERM103,2006-07-31,,87.18
SREERM103,2006-08-31,,87.93
SREERM103,2006-09-30,,87.25
SREERM103,2006-10-31,,86.79999999999998
SREERM103,2006-11-30,,87.40999999999998
SREERM103,2006-12-31,,88.19
SREERM103,2007-01-31,,88.22
SREERM103,2007-02-28,,87.0
SREERM103,2007-03-31,,87.84
SREERM103,2007-04-30,,88.22
SREERM103,2007-05-31,,87.62
SREERM103,2007-06-30,,86.56
SREERM103,2007-07-31,,87.2
SREERM103,2007-08-31,,89.03
SREERM103,2007-09-30,,89.98999999999998
SREERM103,2007-10-31,,91.15
SREERM103,2007-11-30,,93.95
SREERM103,2007-12-31,,95.44
SREERM103,2008-01-31,,98.81
SREERM103,2008-02-29,,101.0
SREERM103,2008-03-31,,101.82
SREERM103,2008-04-30,,102.31
SREERM103,2008-05-31,,101.68
SREERM103,2008-06-30,,104.34
SREERM103,2008-07-31,,107.65
SREERM103,2008-08-31,,103.72
SREERM103,2008-09-30,,102.8
SREERM103,2008-10-31,,101.53
SREERM103,2008-11-30,,99.81
SREERM103,2008-12-31,,97.86000000000001
SREERM103,2009-01-31,,95.76
SREERM103,2009-02-28,,91.96
SREERM103,2009-03-31,,96.73
SREERM103,2009-04-30,,97.42
SREERM103,2009-05-31,,97.37
SREERM103,2009-06-30,,98.37
SREERM103,2009-07-31,,100.37
SREERM103,2009-08-31,,100.44
SREERM103,2009-09-30,,101.87
SREERM103,2009-10-31,,99.99
SREERM103,2009-11-30,,100.01
SREERM103,2009-12-31,,98.59
SREERM103,2010-01-31,,97.94
SREERM103,2010-02-28,,97.64
SREERM103,2010-03-31,,98.84
SREERM103,2010-04-30,,99.4
SREERM103,2010-05-31,,97.61000000000001
SREERM103,2010-06-30,,96.76
SREERM103,2010-07-31,,99.2
SREERM103,2010-08-31,,100.82
SREERM103,2010-09-30,,101.34
SREERM103,2010-10-31,,102.26
SREERM103,2010-11-30,,101.67
SREERM103,2010-12-31,,99.01
SREERM103,2011-01-31,,101.37
SREERM103,2011-02-28,,102.09
SREERM103,2011-03-31,,102.04
SREERM103,2011-04-30,,102.4
SREERM103,2011-05-31,,102.1
SREERM103,2011-06-30,,102.57
SREERM103,2011-07-31,,102.13
SREERM103,2011-08-31,,102.67
SREERM103,2011-09-30,,101.62
SREERM103,2011-10-31,,100.69
SREERM103,2011-11-30,,98.61000000000001
SREERM103,2011-12-31,,98.11000000000001
SREERM103,2012-01-31,,98.35
SREERM103,2012-02-29,,99.84
SREERM103,2012-03-31,,101.21
SREERM103,2012-04-30,,100.36
SREERM103,2012-05-31,,98.43
SREERM103,2012-06-30,,97.26
SREERM103,2012-07-31,,96.92
SREERM103,2012-08-31,,98.06
SREERM103,2012-09-30,,99.91
SREERM103,2012-10-31,,99.17
SREERM103,2012-11-30,,97.26
SREERM103,2012-12-31,,97.83
SREERM103,2013-01-31,,97.73
SREERM103,2013-02-28,,98.19
SREERM103,2013-03-31,,97.12
SREERM103,2013-04-30,,96.6
SREERM103,2013-05-31,,96.07
SREERM103,2013-06-30,,97.49
SREERM103,2013-07-31,,96.23
SREERM103,2013-08-31,,96.8
SREERM103,2013-09-30,,96.63
SREERM103,2013-10-31,,97.42
SREERM103,2013-11-30,,92.75
SREERM103,2013-12-31,,91.22000000000001
SREERM103,2014-01-31,,90.99
SREERM103,2014-02-28,,91.28
SREERM103,2014-03-31,,92.01
SREERM103,2014-04-30,,91.5
SREERM103,2014-05-31,,91.36000000000001
SREERM103,2014-06-30,,90.93
SREERM103,2014-07-31,,91.01
SREERM103,2014-08-31,,89.95
SREERM103,2014-09-30,,90.22000000000001
SREERM103,2014-10-31,,90.33
SREERM103,2014-11-30,,90.12
SREERM103,2014-12-31,,90.69
SREERM103,2015-01-31,,89.15999999999998
SREERM103,2015-02-28,,89.09
SREERM103,2015-03-31,,88.87999999999998
SREERM103,2015-04-30,,89.19
SREERM103,2015-05-31,,88.86
SREERM103,2015-06-30,,89.79
SREERM103,2015-07-31,,90.04
SREERM103,2015-08-31,,91.06
SREERM103,2015-09-30,,91.37
SREERM103,2015-10-31,,91.02
SREERM103,2015-11-30,,90.28
SREERM103,2015-12-31,,90.82
SREERM103,2016-01-31,,92.05
SREERM103,2016-02-29,,92.29
SREERM103,2016-03-31,,91.65
SREERM103,2016-04-30,,92.28
SREERM103,2016-05-31,,92.03
SREERM103,2016-06-30,,91.72000000000001
SREERM103,2016-07-31,,92.12
SREERM103,2016-08-31,,92.11000000000001
SREERM103,2016-09-30,,92.03
SREERM103,2016-10-31,,91.95
SREERM103,2016-11-30,,92.29
SREERM103,2016-12-31,,91.97000000000001
SREERM103,2017-01-31,,92.09
SREERM103,2017-02-28,,92.0
SREERM103,2017-03-31,,92.22000000000001
SREERM103,2017-04-30,,92.48
SREERM103,2017-05-31,,94.05
SREERM103,2017-06-30,,95.4
SREERM103,2017-07-31,,96.83
SREERM103,2017-08-31,,96.93
SREERM103,2017-09-30,,96.97000000000001
SREERM103,2017-10-31,,98.31
SREERM103,2017-11-30,,99.17
SREERM103,2017-12-31,,98.74
SREERM103,2018-01-31,,99.54
SREERM103,2018-02-28,,99.92
SREERM103,2018-03-31,,99.63
SREERM103,2018-04-30,,99.91
SREERM103,2018-05-31,,98.69
SREERM103,2018-06-30,,98.55
SREERM103,2018-07-31,,98.54
SREERM103,2018-08-31,,99.29
SREERM103,2018-09-30,,99.54
SREERM103,2018-10-31,,98.44
SREERM103,2018-11-30,,97.77
SREERM103,2018-12-31,,98.44
SREERM103,2019-01-31,,99.6
SREERM103,2019-02-28,,99.07
SREERM103,2019-03-31,,99.18
SREERM103,2019-04-30,,98.74
SREERM103,2019-05-31,,99.09
SREERM103,2019-06-30,,100.03
SREERM103,2019-07-31,,100.1
SREERM103,2019-08-31,,99.8
SREERM103,2019-09-30,,99.15
SREERM103,2019-10-31,,99.78
SREERM103,2019-11-30,,100.44
SREERM103,2019-12-31,,100.52
SREERM103,2020-01-31,,102.38
SREERM103,2020-02-29,,103.24
SREERM103,2020-03-31,,98.84
SREERM103,2020-04-30,,96.3
SREERM103,2020-05-31,,96.56
SREERM103,2020-06-30,,99.35
SREERM103,2020-07-31,,100.37
SREERM103,2020-08-31,,102.51
SREERM103,2020-09-30,,100.27
SREERM103,2020-10-31,,98.36000000000001
SREERM103,2020-11-30,,100.83
SREERM103,2020-12-31,,101.4
SREERM103,2021-01-31,,102.01
SREERM103,2021-02-28,,102.79
SREERM103,2021-03-31,,101.78
SREERM103,2021-04-30,,103.11
SREERM103,2021-05-31,,104.31
SREERM103,2021-06-30,,104.59
SREERM103,2021-07-31,,103.81
SREERM103,2021-08-31,,104.81
SREERM103,2021-09-30,,105.39
SREERM103,2021-10-31,,104.67
SREERM103,2021-11-30,,104.34
SREERM103,2021-12-31,,104.88
SREERM103,2022-01-31,,111.39
SREERM103,2022-02-28,,112.28
SREERM103,2022-03-31,,110.78
SREERM103,2022-04-30,,114.0
SREERM103,2022-05-31,,113.36
SREERM103,2022-06-30,,114.16
SREERM103,2022-07-31,,114.39
SREERM103,2022-08-31,,114.54
SREERM103,2022-09-30,,115.23
SREERM103,2022-10-31,,112.72
SREERM103,2022-11-30,,115.15
SREERM103,2022-12-31,,116.23
SREERM103,2023-01-31,,124.63
SREERM103,2023-02-28,,126.02
SREERM103,2023-03-31,,126.38
SREERM103,2023-04-30,,127.34
SREERM103,2023-05-31,,126.73
SREERM103,2023-06-30,,126.25
SREERM103,2023-07-31,,125.82
SREERM103,2023-08-31,,125.18
SREERM103,2023-09-30,,123.13
SREERM103,2023-10-31,,121.47
SREERM103,2023-11-30,,121.94
SREERM103,2023-12-31,,121.23
SREERM103,2024-01-31,,121.22
SREERM103,2024-02-29,,118.57
SREERM103,2024-03-31,,118.56
SREERM103,2024-04-30,,119.11
SREERM103,2024-05-31,,121.23
SREERM103,2024-06-30,,120.89
SREERM103,2024-07-31,,118.39
SREERM103,2024-08-31,,119.2
SREERM103,2024-09-30,,119.73
SREERM103,2024-10-31,,118.6
SREERM103,2024-11-30,,118.69
SREERM103,2024-12-31,,119.14
SREERM103,2025-01-31,,119.13
SREERM103,2025-02-28,,118.9
SREERM103,2025-03-31,,119.45
SREERM103,2025-04-30,,119.84
SREERM103,2025-05-31,,120.96
SREERM103,2025-06-30,,121.76
SREERM103,2025-07-31,,122.74
SREERM103,2025-08-31,,123.37
SREERM103,2025-09-30,,123.7
SREERM103,2025-10-31,,124.13
SREERM103,2025-11-30,,123.89
SREERM103,2025-12-31,,123.57
SREERM103,2026-01-31,,123.49
SREERM103,2026-02-28,,122.59
SREERM103,2026-03-31,,121.78
SREERM103,2026-04-30,,122.01
SREERM103,2026-05-31,,123.25
SREERM103,2026-06-30,,122.89
SREERM103,2026-07-31,,122.65
SUCM100311XXX101101,2005-01-31,,463409740000.0
SUCM100311XXX101101,2005-02-28,,473272230000.0
SUCM100311XXX101101,2005-03-31,,482385360000.0
SUCM100311XXX101101,2005-04-30,,485002440000.0
SUCM100311XXX101101,2005-05-31,,488080400000.0
SUCM100311XXX101101,2005-06-30,,501226350000.0
SUCM100311XXX101101,2005-07-31,,502257820000.0
SUCM100311XXX101101,2005-08-31,,516025090000.0
SUCM100311XXX101101,2005-09-30,,521098500000.0
SUCM100311XXX101101,2005-10-31,,527490100000.0
SUCM100311XXX101101,2005-11-30,,529089480000.0
SUCM100311XXX101101,2005-12-31,,525350300000.0
SUCM100311XXX101101,2006-01-31,,533781320000.0
SUCM100311XXX101101,2006-02-28,,542668870000.0
SUCM100311XXX101101,2006-03-31,,546752820000.0
SUCM100311XXX101101,2006-04-30,,559933110000.0
SUCM100311XXX101101,2006-05-31,,567547370000.0
SUCM100311XXX101101,2006-06-30,,581819900000.0
SUCM100311XXX101101,2006-07-31,,592547110000.0
SUCM100311XXX101101,2006-08-31,,598122840000.0
SUCM100311XXX101101,2006-09-30,,607365300000.0
SUCM100311XXX101101,2006-10-31,,616281570000.0
SUCM100311XXX101101,2006-11-30,,638483270000.0
SUCM100311XXX101101,2006-12-31,,634875610000.0
SUCM100311XXX101101,2007-01-31,,640725050000.0
SUCM100311XXX101101,2007-02-28,,642539460000.0
SUCM100311XXX101101,2007-03-31,,652879310000.0
SUCM100311XXX101101,2007-04-30,,666929810000.0
SUCM100311XXX101101,2007-05-31,,677708060000.0
SUCM100311XXX101101,2007-06-30,,696992130000.0
SUCM100311XXX101101,2007-07-31,,706047800000.0
SUCM100311XXX101101,2007-08-31,,721002560000.0
SUCM100311XXX101101,2007-09-30,,736770050000.0
SUCM100311XXX101101,2007-10-31,,739434170000.0
SUCM100311XXX101101,2007-11-30,,743007530000.0
SUCM100311XXX101101,2007-12-31,,743379950000.0
SUCM100311XXX101101,2008-01-31,,746076250000.0
SUCM100311XXX101101,2008-02-29,,749670570000.0
SUCM100311XXX101101,2008-03-31,,760869450000.0
SUCM100311XXX101101,2008-04-30,,774171240000.0
SUCM100311XXX101101,2008-05-31,,788216440000.0
SUCM100311XXX101101,2008-06-30,,805193130000.0
SUCM100311XXX101101,2008-07-31,,804639920000.0
SUCM100311XXX101101,2008-08-31,,820831890000.0
SUCM100311XXX101101,2008-09-30,,842439050000.0
SUCM100311XXX101101,2008-10-31,,852075350000.0
SUCM100311XXX101101,2008-11-30,,858641360000.0
SUCM100311XXX101101,2008-12-31,,848068390000.0
SUCM100311XXX101101,2009-01-31,,847934000000.0
SUCM100311XXX101101,2009-02-28,,842949100000.0
SUCM100311XXX101101,2009-03-31,,833241400000.0
SUCM100311XXX101101,2009-04-30,,823337950000.0
SUCM100311XXX101101,2009-05-31,,817952220000.0
SUCM100311XXX101101,2009-06-30,,815456340000.0
SUCM100311XXX101101,2009-07-31,,807009470000.0
SUCM100311XXX101101,2009-08-31,,805776210000.0
SUCM100311XXX101101,2009-09-30,,802665920000.0
SUCM100311XXX101101,2009-10-31,,801962620000.0
SUCM100311XXX101101,2009-11-30,,797712810000.0
SUCM100311XXX101101,2009-12-31,,782184480000.0
SUCM100311XXX101101,2010-01-31,,782935680000.0
SUCM100311XXX101101,2010-02-28,,778156300000.0
SUCM100311XXX101101,2010-03-31,,774094410000.0
SUCM100311XXX101101,2010-04-30,,762730900000.0
SUCM100311XXX101101,2010-05-31,,765214690000.0
SUCM100311XXX101101,2010-06-30,,769169050000.0
SUCM100311XXX101101,2010-07-31,,769368810000.0
SUCM100311XXX101101,2010-08-31,,776089570000.0
SUCM100311XXX101101,2010-09-30,,775906630000.0
SUCM100311XXX101101,2010-10-31,,784080990000.0
SUCM100311XXX101101,2010-11-30,,788941620000.0
SUCM100311XXX101101,2010-12-31,,780424500000.0
SUCM100311XXX101101,2011-01-31,,786926100000.0
SUCM100311XXX101101,2011-02-28,,789828350000.0
SUCM100311XXX101101,2011-03-31,,791503970000.0
SUCM100311XXX101101,2011-04-30,,803866410000.0
SUCM100311XXX101101,2011-05-31,,808473970000.0
SUCM100311XXX101101,2011-06-30,,810883410000.0
SUCM100311XXX101101,2011-07-31,,817820910000.0
SUCM100311XXX101101,2011-08-31,,818932300000.0
SUCM100311XXX101101,2011-09-30,,825653610000.0
SUCM100311XXX101101,2011-10-31,,834561800000.0
SUCM100311XXX101101,2011-11-30,,840735790000.0
SUCM100311XXX101101,2011-12-31,,828054500000.0
SUCM100311XXX101101,2012-01-31,,832918810000.0
SUCM100311XXX101101,2012-02-29,,833770510000.0
SUCM100311XXX101101,2012-03-31,,832168710000.0
SUCM100311XXX101101,2012-04-30,,833213980000.0
SUCM100311XXX101101,2012-05-31,,840356440000.0
SUCM100311XXX101101,2012-06-30,,839889410000.0
SUCM100311XXX101101,2012-07-31,,843078380000.0
SUCM100311XXX101101,2012-08-31,,839742520000.0
SUCM100311XXX101101,2012-09-30,,844376410000.0
SUCM100311XXX101101,2012-10-31,,838536950000.0
SUCM100311XXX101101,2012-11-30,,841775390000.0
SUCM100311XXX101101,2012-12-31,,835373290000.0
SUCM100311XXX101101,2013-01-31,,849617570000.0
SUCM100311XXX101101,2013-02-28,,851144580000.0
SUCM100311XXX101101,2013-03-31,,854214740000.0
SUCM100311XXX101101,2013-04-30,,845351230000.0
SUCM100311XXX101101,2013-05-31,,834518160000.0
SUCM100311XXX101101,2013-06-30,,841139730000.0
SUCM100311XXX101101,2013-07-31,,835949670000.0
SUCM100311XXX101101,2013-08-31,,844298040000.0
SUCM100311XXX101101,2013-09-30,,850308000000.0
SUCM100311XXX101101,2013-10-31,,851571100000.0
SUCM100311XXX101101,2013-11-30,,875367670000.0
SUCM100311XXX101101,2013-12-31,,867141520000.0
SUCM100311XXX101101,2014-01-31,,872232190000.0
SUCM100311XXX101101,2014-02-28,,864321590000.0
SUCM100311XXX101101,2014-03-31,,858949270000.0
SUCM100311XXX101101,2014-04-30,,860638340000.0
SUCM100311XXX101101,2014-05-31,,859259000000.0
SUCM100311XXX101101,2014-06-30,,865107630000.0
SUCM100311XXX101101,2014-07-31,,852669780000.0
SUCM100311XXX101101,2014-08-31,,852354680000.0
SUCM100311XXX101101,2014-09-30,,851857250000.0
SUCM100311XXX101101,2014-10-31,,864371310000.0
SUCM100311XXX101101,2014-11-30,,869145600000.0
SUCM100311XXX101101,2014-12-31,,874659970000.0
SUCM100311XXX101101,2015-01-31,,878907370000.0
SUCM100311XXX101101,2015-02-28,,883106450000.0
SUCM100311XXX101101,2015-03-31,,883897500000.0
SUCM100311XXX101101,2015-04-30,,890675450000.0
SUCM100311XXX101101,2015-05-31,,900638570000.0
SUCM100311XXX101101,2015-06-30,,906353260000.0
SUCM100311XXX101101,2015-07-31,,915917140000.0
SUCM100311XXX101101,2015-08-31,,937767180000.0
SUCM100311XXX101101,2015-09-30,,943789670000.0
SUCM100311XXX101101,2015-10-31,,946736980000.0
SUCM100311XXX101101,2015-11-30,,945266570000.0
SUCM100311XXX101101,2015-12-31,,920898500000.0
SUCM100311XXX101101,2016-01-31,,934153120000.0
SUCM100311XXX101101,2016-02-29,,934463530000.0
SUCM100311XXX101101,2016-03-31,,959291460000.0
SUCM100311XXX101101,2016-04-30,,964540990000.0
SUCM100311XXX101101,2016-05-31,,962691540000.0
SUCM100311XXX101101,2016-06-30,,966662530000.0
SUCM100311XXX101101,2016-07-31,,983134950000.0
SUCM100311XXX101101,2016-08-31,,985883010000.0
SUCM100311XXX101101,2016-09-30,,999597470000.0
SUCM100311XXX101101,2016-10-31,,1004467330000.0
SUCM100311XXX101101,2016-11-30,,1009399370000.0
SUCM100311XXX101101,2016-12-31,,975613050000.0
SUCM100311XXX101101,2017-01-31,,982935080000.0
SUCM100311XXX101101,2017-02-28,,990049270000.0
SUCM100311XXX101101,2017-03-31,,1004567270000.0
SUCM100311XXX101101,2017-04-30,,1022691850000.0
SUCM100311XXX101101,2017-05-31,,1031327020000.0
SUCM100311XXX101101,2017-06-30,,1022442710000.0
SUCM100311XXX101101,2017-07-31,,1032599460000.0
SUCM100311XXX101101,2017-08-31,,1039803830000.0
SUCM100311XXX101101,2017-09-30,,1043224270000.0
SUCM100311XXX101101,2017-10-31,,1029378000000.0
SUCM100311XXX101101,2017-11-30,,1025837730000.0
SUCM100311XXX101101,2017-12-31,,1021968540000.0
SUCM100311XXX101101,2018-01-31,,1018928430000.0
SUCM100311XXX101101,2018-02-28,,1029890310000.0
SUCM100311XXX101101,2018-03-31,,1029828640000.0
SUCM100311XXX101101,2018-04-30,,1039186890000.0
SUCM100311XXX101101,2018-05-31,,1048189110000.0
SUCM100311XXX101101,2018-06-30,,1064985570000.0
SUCM100311XXX101101,2018-07-31,,1076447090000.0
SUCM100311XXX101101,2018-08-31,,1085528790000.0
SUCM100311XXX101101,2018-09-30,,1098924340000.0
SUCM100311XXX101101,2018-10-31,,1113093630000.0
SUCM100311XXX101101,2018-11-30,,1104402390000.0
SUCM100311XXX101101,2018-12-31,,1080265550000.0
SUCM100311XXX101101,2019-01-31,,1094386420000.0
SUCM100311XXX101101,2019-02-28,,1088817120000.0
SUCM100311XXX101101,2019-03-31,,1093737170000.0
SUCM100311XXX101101,2019-04-30,,1101151870000.0
SUCM100311XXX101101,2019-05-31,,1105121070000.0
SUCM100311XXX101101,2019-06-30,,1102314070000.0
SUCM100311XXX101101,2019-07-31,,1114582820000.0
SUCM100311XXX101101,2019-08-31,,1127948970000.0
SUCM100311XXX101101,2019-09-30,,1135164670000.0
SUCM100311XXX101101,2019-10-31,,1140757890000.0
SUCM100311XXX101101,2019-11-30,,1142033670000.0
SUCM100311XXX101101,2019-12-31,,1119903690000.0
SUCM100311XXX101101,2020-01-31,,1123676200000.0
SUCM100311XXX101101,2020-02-29,,1122938890000.0
SUCM100311XXX101101,2020-03-31,,1163993300000.0
SUCM100311XXX101101,2020-04-30,,1169554640000.0
SUCM100311XXX101101,2020-05-31,,1164962050000.0
SUCM100311XXX101101,2020-06-30,,1155801140000.0
SUCM100311XXX101101,2020-07-31,,1143815080000.0
SUCM100311XXX101101,2020-08-31,,1148807990000.0
SUCM100311XXX101101,2020-09-30,,1161726560000.0
SUCM100311XXX101101,2020-10-31,,1163601510000.0
SUCM100311XXX101101,2020-11-30,,1151937530000.0
SUCM100311XXX101101,2020-12-31,,1123033900000.0
SUCM100311XXX101101,2021-01-31,,1127554870000.0
SUCM100311XXX101101,2021-02-28,,1133164410000.0
SUCM100311XXX101101,2021-03-31,,1136322230000.0
SUCM100311XXX101101,2021-04-30,,1141819930000.0
SUCM100311XXX101101,2021-05-31,,1142568890000.0
SUCM100311XXX101101,2021-06-30,,1133677890000.0
SUCM100311XXX101101,2021-07-31,,1144254520000.0
SUCM100311XXX101101,2021-08-31,,1156595810000.0
SUCM100311XXX101101,2021-09-30,,1184378100000.0
SUCM100311XXX101101,2021-10-31,,1204631990000.0
SUCM100311XXX101101,2021-11-30,,1207129700000.0
SUCM100311XXX101101,2021-12-31,,1188318010000.0
SUCM100311XXX101101,2022-01-31,,1187570430000.0
SUCM100311XXX101101,2022-02-28,,1236834260000.0
SUCM100311XXX101101,2022-03-31,,1222451090000.0
SUCM100311XXX101101,2022-04-30,,1216981860000.0
SUCM100311XXX101101,2022-05-31,,1216315270000.0
SUCM100311XXX101101,2022-06-30,,1221079700000.0
SUCM100311XXX101101,2022-07-31,,1254876400000.0
SUCM100311XXX101101,2022-08-31,,1294130750000.0
SUCM100311XXX101101,2022-09-30,,1277914290000.0
SUCM100311XXX101101,2022-10-31,,1287129940000.0
SUCM100311XXX101101,2022-11-30,,1281662460000.0
