release_date,data_month,code,label_en,yoy_index,source_url
2015-04-10,2014-12-31,dokončené_byty,,85.49642079053844,https://csu.gov.cz/rychle-informace/stavebnictvi-unor-2015
2015-04-10,2014-12-31,index_stavební_produkce,,92.981,https://csu.gov.cz/rychle-informace/stavebnictvi-unor-2015
2015-04-10,2014-12-31,inženýrské_stavitelství,,90.4258,https://csu.gov.cz/rychle-informace/stavebnictvi-unor-2015
2015-04-10,2014-12-31,nová_výstavba,,104.1603401153963,https://csu.gov.cz/rychle-informace/stavebnictvi-unor-2015
2015-04-10,2014-12-31,orientační_hodnota_staveb,,92.27467811158799,https://csu.gov.cz/rychle-informace/stavebnictvi-unor-2015
2015-04-10,2014-12-31,pozemní_stavitelství,,94.006,https://csu.gov.cz/rychle-informace/stavebnictvi-unor-2015
2015-04-10,2014-12-31,počet_vydaných_stavebních_povo,,96.24833997343958,https://csu.gov.cz/rychle-informace/stavebnictvi-unor-2015
2015-04-10,2014-12-31,v_bytových_domech,,103.13971742543171,https://csu.gov.cz/rychle-informace/stavebnictvi-unor-2015
2015-04-10,2014-12-31,v_rodinných_domech,,99.73924380704041,https://csu.gov.cz/rychle-informace/stavebnictvi-unor-2015
2015-04-10,2014-12-31,zahájené_byty,,110.50493325594893,https://csu.gov.cz/rychle-informace/stavebnictvi-unor-2015
2015-04-10,2014-12-31,změna_dokončených_staveb,,86.70816550714025,https://csu.gov.cz/rychle-informace/stavebnictvi-unor-2015
2015-04-10,2015-01-31,dokončené_byty,,113.79114642451759,https://csu.gov.cz/rychle-informace/stavebnictvi-unor-2015
2015-05-07,2015-01-31,dokončené_byty,,113.79114642451759,https://csu.gov.cz/rychle-informace/stavebnictvi-brezen-2015
2015-04-10,2015-01-31,index_stavební_produkce,,105.8362,https://csu.gov.cz/rychle-informace/stavebnictvi-unor-2015
2015-05-07,2015-01-31,index_stavební_produkce,,105.8362,https://csu.gov.cz/rychle-informace/stavebnictvi-brezen-2015
2015-04-10,2015-01-31,inženýrské_stavitelství,,107.2663,https://csu.gov.cz/rychle-informace/stavebnictvi-unor-2015
2015-05-07,2015-01-31,inženýrské_stavitelství,,107.2663,https://csu.gov.cz/rychle-informace/stavebnictvi-brezen-2015
2015-04-10,2015-01-31,nová_výstavba,,113.20685881065305,https://csu.gov.cz/rychle-informace/stavebnictvi-unor-2015
