release_date,data_month,code,label_en,yoy_index,source_url
2015-04-03,2014-12-31,"Běžné
Current",kromě motorových vozidel,104.8,https://csu.gov.cz/rychle-informace/maloobchod-unor-2015
2015-04-03,2014-12-31,"Stálé2)
Const_nt2)",,105.8,https://csu.gov.cz/rychle-informace/maloobchod-unor-2015
2015-04-03,2015-01-31,"Běžné
Current",kromě motorových vozidel,103.3,https://csu.gov.cz/rychle-informace/maloobchod-unor-2015
2015-05-06,2015-01-31,"Běžné
Current",kromě motorových vozidel,103.3,https://csu.gov.cz/rychle-informace/maloobchod-brezen-2015
2015-04-03,2015-01-31,"Stálé2)
Const_nt2)",,105.8,https://csu.gov.cz/rychle-informace/maloobchod-unor-2015
2015-05-06,2015-01-31,"Stálé2)
Const_nt2)",,105.8,https://csu.gov.cz/rychle-informace/maloobchod-brezen-2015
2015-04-03,2015-02-28,"Běžné
Current",kromě motorových vozidel,103.1,https://csu.gov.cz/rychle-informace/maloobchod-unor-2015
2015-05-06,2015-02-28,"Běžné
Current",kromě motorových vozidel,103.1,https://csu.gov.cz/rychle-informace/maloobchod-brezen-2015
2015-06-05,2015-02-28,"Běžné
Current",kromě motorových vozidel,104.0,https://csu.gov.cz/rychle-informace/maloobchod-duben-2015
2015-04-03,2015-02-28,"Stálé2)
Const_nt2)",,106.3,https://csu.gov.cz/rychle-informace/maloobchod-unor-2015
2015-05-06,2015-02-28,"Stálé2)
Const_nt2)",,106.3,https://csu.gov.cz/rychle-informace/maloobchod-brezen-2015
2015-06-05,2015-02-28,"Stálé2)
Const_nt2)",,107.3,https://csu.gov.cz/rychle-informace/maloobchod-duben-2015
2015-05-06,2015-03-31,"Běžné
Current",kromě motorových vozidel,103.3,https://csu.gov.cz/rychle-informace/maloobchod-brezen-2015
2015-06-05,2015-03-31,"Běžné
Current",kromě motorových vozidel,103.4,https://csu.gov.cz/rychle-informace/maloobchod-duben-2015
2015-07-07,2015-03-31,"Běžné
Current",kromě motorových vozidel,103.4,https://csu.gov.cz/rychle-informace/maloobchod-kveten-2015
2015-05-06,2015-03-31,"Stálé2)
Const_nt2)",,105.9,https://csu.gov.cz/rychle-informace/maloobchod-brezen-2015
2015-06-05,2015-03-31,"Stálé2)
Const_nt2)",,105.9,https://csu.gov.cz/rychle-informace/maloobchod-duben-2015
2015-07-07,2015-03-31,"Stálé2)
Const_nt2)",,105.9,https://csu.gov.cz/rychle-informace/maloobchod-kveten-2015
2015-06-05,2015-04-30,"Běžné
Current",kromě motorových vozidel,104.1,https://csu.gov.cz/rychle-informace/maloobchod-duben-2015
2015-07-07,2015-04-30,"Běžné
Current",kromě motorových vozidel,104.1,https://csu.gov.cz/rychle-informace/maloobchod-kveten-2015
2015-08-05,2015-04-30,"Běžné
Current",kromě motorových vozidel,104.1,https://csu.gov.cz/rychle-informace/maloobchod-cerven-2015
2015-06-05,2015-04-30,"Stálé2)
Const_nt2)",,106.0,https://csu.gov.cz/rychle-informace/maloobchod-duben-2015
2015-07-07,2015-04-30,"Stálé2)
Const_nt2)",,106.0,https://csu.gov.cz/rychle-informace/maloobchod-kveten-2015
2015-08-05,2015-04-30,"Stálé2)
Const_nt2)",,106.0,https://csu.gov.cz/rychle-informace/maloobchod-cerven-2015
2015-07-07,2015-05-31,"Běžné
Current",kromě motorových vozidel,103.9,https://csu.gov.cz/rychle-informace/maloobchod-kveten-2015
2015-08-05,2015-05-31,"Běžné
Current",kromě motorových vozidel,103.9,https://csu.gov.cz/rychle-informace/maloobchod-cerven-2015
2015-09-03,2015-05-31,"Běžné
Current",kromě motorových vozidel,103.8,https://csu.gov.cz/rychle-informace/maloobchod-cervenec-2015
2015-07-07,2015-05-31,"Stálé2)
Const_nt2)",,105.4,https://csu.gov.cz/rychle-informace/maloobchod-kveten-2015
2015-08-05,2015-05-31,"Stálé2)
Const_nt2)",,105.4,https://csu.gov.cz/rychle-informace/maloobchod-cerven-2015
2015-09-03,2015-05-31,"Stálé2)
Const_nt2)",,105.3,https://csu.gov.cz/rychle-informace/maloobchod-cervenec-2015
2015-08-05,2015-06-30,"Běžné
Current",kromě motorových vozidel,105.4,https://csu.gov.cz/rychle-informace/maloobchod-cerven-2015
2015-09-03,2015-06-30,"Běžné
Current",kromě motorových vozidel,105.1,https://csu.gov.cz/rychle-informace/maloobchod-cervenec-2015
2015-10-07,2015-06-30,"Běžné
Current",kromě motorových vozidel,105.1,https://csu.gov.cz/rychle-informace/maloobchod-srpen-2015
2015-11-05,2015-06-30,"Běžné
Current",kromě motorových vozidel,103.6,https://csu.gov.cz/rychle-informace/maloobchod-zari-2015
2015-08-05,2015-06-30,"Stálé2)
Const_nt2)",,106.9,https://csu.gov.cz/rychle-informace/maloobchod-cerven-2015
2015-09-03,2015-06-30,"Stálé2)
Const_nt2)",,106.7,https://csu.gov.cz/rychle-informace/maloobchod-cervenec-2015
2015-10-07,2015-06-30,"Stálé2)
Const_nt2)",,106.7,https://csu.gov.cz/rychle-informace/maloobchod-srpen-2015
2015-11-05,2015-06-30,"Stálé2)
Const_nt2)",,105.5,https://csu.gov.cz/rychle-informace/maloobchod-zari-2015
2015-10-07,2015-08-31,"Běžné
Current",kromě motorových vozidel,100.8,https://csu.gov.cz/rychle-informace/maloobchod-srpen-2015
2015-11-05,2015-08-31,"Běžné
Current",kromě motorových vozidel,100.8,https://csu.gov.cz/rychle-informace/maloobchod-zari-2015
2015-12-04,2015-08-31,"Běžné
Current",kromě motorových vozidel,101.1,https://csu.gov.cz/rychle-informace/maloobchod-rijen-2015
2015-10-07,2015-08-31,"Stálé2)
Const_nt2)",,103.3,https://csu.gov.cz/rychle-informace/maloobchod-srpen-2015
2015-11-05,2015-08-31,"Stálé2)
Const_nt2)",,103.3,https://csu.gov.cz/rychle-informace/maloobchod-zari-2015
2015-12-04,2015-08-31,"Stálé2)
Const_nt2)",,103.5,https://csu.gov.cz/rychle-informace/maloobchod-rijen-2015
2015-11-05,2015-09-30,"Běžné
Current",kromě motorových vozidel,102.1,https://csu.gov.cz/rychle-informace/maloobchod-zari-2015
2015-12-04,2015-09-30,"Běžné
Current",kromě motorových vozidel,102.3,https://csu.gov.cz/rychle-informace/maloobchod-rijen-2015
2016-01-12,2015-09-30,"Běžné
Current",kromě motorových vozidel,102.3,https://csu.gov.cz/rychle-informace/maloobchod-listopad-2015
2015-11-05,2015-09-30,"Stálé2)
Const_nt2)",,105.1,https://csu.gov.cz/rychle-informace/maloobchod-zari-2015
2015-12-04,2015-09-30,"Stálé2)
Const_nt2)",,105.2,https://csu.gov.cz/rychle-informace/maloobchod-rijen-2015
2016-01-12,2015-09-30,"Stálé2)
Const_nt2)",,105.2,https://csu.gov.cz/rychle-informace/maloobchod-listopad-2015
2015-12-04,2015-10-31,"Běžné
Current",kromě motorových vozidel,102.4,https://csu.gov.cz/rychle-informace/maloobchod-rijen-2015
2016-01-12,2015-10-31,"Běžné
Current",kromě motorových vozidel,102.4,https://csu.gov.cz/rychle-informace/maloobchod-listopad-2015
2016-02-04,2015-10-31,"Běžné
Current",kromě motorových vozidel,102.4,https://csu.gov.cz/rychle-informace/maloobchod-prosinec-2015
2015-12-04,2015-10-31,"Stálé2)
Const_nt2)",,105.6,https://csu.gov.cz/rychle-informace/maloobchod-rijen-2015
2016-01-12,2015-10-31,"Stálé2)
Const_nt2)",,105.6,https://csu.gov.cz/rychle-informace/maloobchod-listopad-2015
2016-02-04,2015-10-31,"Stálé2)
Const_nt2)",,105.6,https://csu.gov.cz/rychle-informace/maloobchod-prosinec-2015
2016-01-12,2015-11-30,"Běžné
Current",kromě motorových vozidel,103.4,https://csu.gov.cz/rychle-informace/maloobchod-listopad-2015
2016-02-04,2015-11-30,"Běžné
Current",kromě motorových vozidel,103.4,https://csu.gov.cz/rychle-informace/maloobchod-prosinec-2015
2016-03-14,2015-11-30,"Běžné
Current",kromě motorových vozidel,103.4,https://csu.gov.cz/rychle-informace/maloobchod-leden-2016
2016-01-12,2015-11-30,"Stálé2)
Const_nt2)",,106.8,https://csu.gov.cz/rychle-informace/maloobchod-listopad-2015
2016-02-04,2015-11-30,"Stálé2)
Const_nt2)",,106.8,https://csu.gov.cz/rychle-informace/maloobchod-prosinec-2015
2016-03-14,2015-11-30,"Stálé2)
Const_nt2)",,106.8,https://csu.gov.cz/rychle-informace/maloobchod-leden-2016
2016-02-04,2015-12-31,"Běžné
Current",kromě motorových vozidel,104.0,https://csu.gov.cz/rychle-informace/maloobchod-prosinec-2015
2016-03-14,2015-12-31,"Běžné
Current",kromě motorových vozidel,104.0,https://csu.gov.cz/rychle-informace/maloobchod-leden-2016
2016-04-07,2015-12-31,"Běžné
Current",kromě motorových vozidel,104.0,https://csu.gov.cz/rychle-informace/maloobchod-unor-2016
2016-02-04,2015-12-31,"Stálé2)
Const_nt2)",,106.7,https://csu.gov.cz/rychle-informace/maloobchod-prosinec-2015
2016-03-14,2015-12-31,"Stálé2)
Const_nt2)",,106.7,https://csu.gov.cz/rychle-informace/maloobchod-leden-2016
2016-04-07,2015-12-31,"Stálé2)
Const_nt2)",,106.7,https://csu.gov.cz/rychle-informace/maloobchod-unor-2016
2016-03-14,2016-01-31,"Běžné
Current",kromě motorových vozidel,102.2,https://csu.gov.cz/rychle-informace/maloobchod-leden-2016
2016-04-07,2016-01-31,"Běžné
Current",kromě motorových vozidel,102.4,https://csu.gov.cz/rychle-informace/maloobchod-unor-2016
2016-05-06,2016-01-31,"Běžné
Current",kromě motorových vozidel,102.4,https://csu.gov.cz/rychle-informace/maloobchod-brezen-2016
2016-03-14,2016-01-31,"Stálé2)
Const_nt2)",,104.6,https://csu.gov.cz/rychle-informace/maloobchod-leden-2016
2016-04-07,2016-01-31,"Stálé2)
Const_nt2)",,104.8,https://csu.gov.cz/rychle-informace/maloobchod-unor-2016
2016-05-06,2016-01-31,"Stálé2)
Const_nt2)",,104.8,https://csu.gov.cz/rychle-informace/maloobchod-brezen-2016
2016-04-07,2016-02-29,"Běžné
Current",kromě motorových vozidel,105.9,https://csu.gov.cz/rychle-informace/maloobchod-unor-2016
2016-05-06,2016-02-29,"Běžné
Current",kromě motorových vozidel,105.9,https://csu.gov.cz/rychle-informace/maloobchod-brezen-2016
2016-06-06,2016-02-29,"Běžné
Current",kromě motorových vozidel,107.2,https://csu.gov.cz/rychle-informace/maloobchod-duben-2016
2016-04-07,2016-02-29,"Stálé2)
Const_nt2)",,108.5,https://csu.gov.cz/rychle-informace/maloobchod-unor-2016
2016-05-06,2016-02-29,"Stálé2)
Const_nt2)",,108.5,https://csu.gov.cz/rychle-informace/maloobchod-brezen-2016
2016-06-06,2016-02-29,"Stálé2)
Const_nt2)",,109.7,https://csu.gov.cz/rychle-informace/maloobchod-duben-2016
2016-05-06,2016-03-31,"Běžné
Current",kromě motorových vozidel,102.3,https://csu.gov.cz/rychle-informace/maloobchod-brezen-2016
2016-06-06,2016-03-31,"Běžné
Current",kromě motorových vozidel,103.3,https://csu.gov.cz/rychle-informace/maloobchod-duben-2016
2016-07-08,2016-03-31,"Běžné
Current",kromě motorových vozidel,103.3,https://csu.gov.cz/rychle-informace/maloobchod-kveten-2016
2016-05-06,2016-03-31,"Stálé2)
Const_nt2)",,105.1,https://csu.gov.cz/rychle-informace/maloobchod-brezen-2016
2016-06-06,2016-03-31,"Stálé2)
Const_nt2)",,106.0,https://csu.gov.cz/rychle-informace/maloobchod-duben-2016
2016-07-08,2016-03-31,"Stálé2)
Const_nt2)",,106.0,https://csu.gov.cz/rychle-informace/maloobchod-kveten-2016
2016-06-06,2016-04-30,"Běžné
Current",kromě motorových vozidel,102.0,https://csu.gov.cz/rychle-informace/maloobchod-duben-2016
2016-07-08,2016-04-30,"Běžné
Current",kromě motorových vozidel,102.0,https://csu.gov.cz/rychle-informace/maloobchod-kveten-2016
2016-08-05,2016-04-30,"Běžné
Current",kromě motorových vozidel,102.0,https://csu.gov.cz/rychle-informace/maloobchod-cerven-2016
2016-06-06,2016-04-30,"Stálé2)
Const_nt2)",,104.9,https://csu.gov.cz/rychle-informace/maloobchod-duben-2016
2016-07-08,2016-04-30,"Stálé2)
Const_nt2)",,104.9,https://csu.gov.cz/rychle-informace/maloobchod-kveten-2016
2016-08-05,2016-04-30,"Stálé2)
Const_nt2)",,104.9,https://csu.gov.cz/rychle-informace/maloobchod-cerven-2016
2016-07-08,2016-05-31,"Běžné
Current",kromě motorových vozidel,104.3,https://csu.gov.cz/rychle-informace/maloobchod-kveten-2016
2016-08-05,2016-05-31,"Běžné
Current",kromě motorových vozidel,104.3,https://csu.gov.cz/rychle-informace/maloobchod-cerven-2016
2016-09-05,2016-05-31,"Běžné
Current",kromě motorových vozidel,104.7,https://csu.gov.cz/rychle-informace/maloobchod-cervenec-2016
2016-07-08,2016-05-31,"Stálé2)
Const_nt2)",,107.5,https://csu.gov.cz/rychle-informace/maloobchod-kveten-2016
2016-08-05,2016-05-31,"Stálé2)
Const_nt2)",,107.5,https://csu.gov.cz/rychle-informace/maloobchod-cerven-2016
2016-09-05,2016-05-31,"Stálé2)
Const_nt2)",,107.9,https://csu.gov.cz/rychle-informace/maloobchod-cervenec-2016
2016-08-05,2016-06-30,"Běžné
Current",kromě motorových vozidel,103.6,https://csu.gov.cz/rychle-informace/maloobchod-cerven-2016
2016-09-05,2016-06-30,"Běžné
Current",kromě motorových vozidel,103.7,https://csu.gov.cz/rychle-informace/maloobchod-cervenec-2016
2016-10-06,2016-06-30,"Běžné
Current",kromě motorových vozidel,103.7,https://csu.gov.cz/rychle-informace/maloobchod-srpen-2016
2016-11-07,2016-06-30,"Běžné
Current",kromě motorových vozidel,99.7,https://csu.gov.cz/rychle-informace/maloobchod-zari-2016
2016-08-05,2016-06-30,"Stálé2)
Const_nt2)",,106.2,https://csu.gov.cz/rychle-informace/maloobchod-cerven-2016
2016-09-05,2016-06-30,"Stálé2)
Const_nt2)",,106.3,https://csu.gov.cz/rychle-informace/maloobchod-cervenec-2016
2016-10-06,2016-06-30,"Stálé2)
Const_nt2)",,106.3,https://csu.gov.cz/rychle-informace/maloobchod-srpen-2016
2016-11-07,2016-06-30,"Stálé2)
Const_nt2)",,101.6,https://csu.gov.cz/rychle-informace/maloobchod-zari-2016
2016-10-06,2016-08-31,"Běžné
Current",kromě motorových vozidel,106.1,https://csu.gov.cz/rychle-informace/maloobchod-srpen-2016
2016-11-07,2016-08-31,"Běžné
Current",kromě motorových vozidel,106.1,https://csu.gov.cz/rychle-informace/maloobchod-zari-2016
2016-12-06,2016-08-31,"Běžné
Current",kromě motorových vozidel,106.4,https://csu.gov.cz/rychle-informace/maloobchod-rijen-2016
2016-10-06,2016-08-31,"Stálé2)
Const_nt2)",,108.0,https://csu.gov.cz/rychle-informace/maloobchod-srpen-2016
2016-11-07,2016-08-31,"Stálé2)
Const_nt2)",,108.0,https://csu.gov.cz/rychle-informace/maloobchod-zari-2016
2016-12-06,2016-08-31,"Stálé2)
Const_nt2)",,108.1,https://csu.gov.cz/rychle-informace/maloobchod-rijen-2016
2016-11-07,2016-09-30,"Běžné
Current",kromě motorových vozidel,103.6,https://csu.gov.cz/rychle-informace/maloobchod-zari-2016
2016-12-06,2016-09-30,"Běžné
Current",kromě motorových vozidel,103.9,https://csu.gov.cz/rychle-informace/maloobchod-rijen-2016
2017-01-11,2016-09-30,"Běžné
Current",kromě motorových vozidel,103.9,https://csu.gov.cz/rychle-informace/maloobchod-listopad-2016
2016-11-07,2016-09-30,"Stálé2)
Const_nt2)",,104.7,https://csu.gov.cz/rychle-informace/maloobchod-zari-2016
2016-12-06,2016-09-30,"Stálé2)
Const_nt2)",,105.0,https://csu.gov.cz/rychle-informace/maloobchod-rijen-2016
2017-01-11,2016-09-30,"Stálé2)
Const_nt2)",,105.0,https://csu.gov.cz/rychle-informace/maloobchod-listopad-2016
2016-12-06,2016-10-31,"Běžné
Current",kromě motorových vozidel,101.4,https://csu.gov.cz/rychle-informace/maloobchod-rijen-2016
2017-01-11,2016-10-31,"Běžné
Current",kromě motorových vozidel,101.4,https://csu.gov.cz/rychle-informace/maloobchod-listopad-2016
2017-02-06,2016-10-31,"Běžné
Current",kromě motorových vozidel,101.4,https://csu.gov.cz/rychle-informace/maloobchod-prosinec-2016
2016-12-06,2016-10-31,"Stálé2)
Const_nt2)",,102.0,https://csu.gov.cz/rychle-informace/maloobchod-rijen-2016
2017-01-11,2016-10-31,"Stálé2)
Const_nt2)",,102.0,https://csu.gov.cz/rychle-informace/maloobchod-listopad-2016
2017-02-06,2016-10-31,"Stálé2)
Const_nt2)",,102.0,https://csu.gov.cz/rychle-informace/maloobchod-prosinec-2016
2017-01-11,2016-11-30,"Běžné
Current",kromě motorových vozidel,108.2,https://csu.gov.cz/rychle-informace/maloobchod-listopad-2016
2017-02-06,2016-11-30,"Běžné
Current",kromě motorových vozidel,108.2,https://csu.gov.cz/rychle-informace/maloobchod-prosinec-2016
2017-03-15,2016-11-30,"Běžné
Current",kromě motorových vozidel,108.2,https://csu.gov.cz/rychle-informace/maloobchod-leden-2017
2017-03-15,2016-11-30,"Stálé
Const_nt",,107.9,https://csu.gov.cz/rychle-informace/maloobchod-leden-2017
2017-01-11,2016-11-30,"Stálé2)
Const_nt2)",,107.9,https://csu.gov.cz/rychle-informace/maloobchod-listopad-2016
2017-02-06,2016-11-30,"Stálé2)
Const_nt2)",,107.9,https://csu.gov.cz/rychle-informace/maloobchod-prosinec-2016
2017-02-06,2016-12-31,"Běžné
Current",kromě motorových vozidel,104.1,https://csu.gov.cz/rychle-informace/maloobchod-prosinec-2016
2017-03-15,2016-12-31,"Běžné
Current",kromě motorových vozidel,104.1,https://csu.gov.cz/rychle-informace/maloobchod-leden-2017
2017-04-05,2016-12-31,"Běžné
Current",kromě motorových vozidel,104.1,https://csu.gov.cz/rychle-informace/maloobchod-unor-2017
2017-03-15,2016-12-31,"Stálé
Const_nt",,103.0,https://csu.gov.cz/rychle-informace/maloobchod-leden-2017
2017-04-05,2016-12-31,"Stálé
Const_nt",,103.0,https://csu.gov.cz/rychle-informace/maloobchod-unor-2017
2017-02-06,2016-12-31,"Stálé2)
Const_nt2)",,103.0,https://csu.gov.cz/rychle-informace/maloobchod-prosinec-2016
2017-03-15,2017-01-31,"Běžné
Current",kromě motorových vozidel,108.0,https://csu.gov.cz/rychle-informace/maloobchod-leden-2017
2017-04-05,2017-01-31,"Běžné
Current",kromě motorových vozidel,108.0,https://csu.gov.cz/rychle-informace/maloobchod-unor-2017
2017-05-09,2017-01-31,"Běžné
Current",kromě motorových vozidel,108.0,https://csu.gov.cz/rychle-informace/maloobchod-brezen-2017
2017-03-15,2017-01-31,"Stálé
Const_nt",,105.6,https://csu.gov.cz/rychle-informace/maloobchod-leden-2017
2017-04-05,2017-01-31,"Stálé
Const_nt",,105.6,https://csu.gov.cz/rychle-informace/maloobchod-unor-2017
2017-05-09,2017-01-31,"Stálé
Const_nt",,105.6,https://csu.gov.cz/rychle-informace/maloobchod-brezen-2017
2017-04-05,2017-02-28,"Běžné
Current",kromě motorových vozidel,104.0,https://csu.gov.cz/rychle-informace/maloobchod-unor-2017
2017-05-09,2017-02-28,"Běžné
Current",kromě motorových vozidel,104.0,https://csu.gov.cz/rychle-informace/maloobchod-brezen-2017
2017-06-06,2017-02-28,"Běžné
Current",kromě motorových vozidel,104.3,https://csu.gov.cz/rychle-informace/maloobchod-duben-2017
2017-04-05,2017-02-28,"Stálé
Const_nt",,100.6,https://csu.gov.cz/rychle-informace/maloobchod-unor-2017
2017-05-09,2017-02-28,"Stálé
Const_nt",,100.6,https://csu.gov.cz/rychle-informace/maloobchod-brezen-2017
2017-06-06,2017-02-28,"Stálé
Const_nt",,100.9,https://csu.gov.cz/rychle-informace/maloobchod-duben-2017
2017-05-09,2017-03-31,"Běžné
Current",kromě motorových vozidel,110.9,https://csu.gov.cz/rychle-informace/maloobchod-brezen-2017
2017-06-06,2017-03-31,"Běžné
Current",kromě motorových vozidel,111.8,https://csu.gov.cz/rychle-informace/maloobchod-duben-2017
2017-07-07,2017-03-31,"Běžné
Current",kromě motorových vozidel,111.8,https://csu.gov.cz/rychle-informace/maloobchod-kveten-2017
2017-05-09,2017-03-31,"Stálé
Const_nt",,107.8,https://csu.gov.cz/rychle-informace/maloobchod-brezen-2017
2017-06-06,2017-03-31,"Stálé
Const_nt",,108.7,https://csu.gov.cz/rychle-informace/maloobchod-duben-2017
2017-07-07,2017-03-31,"Stálé
Const_nt",,108.7,https://csu.gov.cz/rychle-informace/maloobchod-kveten-2017
2017-06-06,2017-04-30,"Běžné
Current",kromě motorových vozidel,105.6,https://csu.gov.cz/rychle-informace/maloobchod-duben-2017
2017-07-07,2017-04-30,"Běžné
Current",kromě motorových vozidel,105.6,https://csu.gov.cz/rychle-informace/maloobchod-kveten-2017
2017-08-04,2017-04-30,"Běžné
Current",kromě motorových vozidel,105.6,https://csu.gov.cz/rychle-informace/maloobchod-cerven-2017
2017-06-06,2017-04-30,"Stálé
Const_nt",,102.7,https://csu.gov.cz/rychle-informace/maloobchod-duben-2017
2017-07-07,2017-04-30,"Stálé
Const_nt",,102.7,https://csu.gov.cz/rychle-informace/maloobchod-kveten-2017
2017-08-04,2017-04-30,"Stálé
Const_nt",,102.7,https://csu.gov.cz/rychle-informace/maloobchod-cerven-2017
2017-07-07,2017-05-31,"Běžné
Current",kromě motorových vozidel,108.1,https://csu.gov.cz/rychle-informace/maloobchod-kveten-2017
2017-08-04,2017-05-31,"Běžné
Current",kromě motorových vozidel,108.1,https://csu.gov.cz/rychle-informace/maloobchod-cerven-2017
2017-09-05,2017-05-31,"Běžné
Current",kromě motorových vozidel,108.6,https://csu.gov.cz/rychle-informace/maloobchod-cervenec-2017
2017-07-07,2017-05-31,"Stálé
Const_nt",,105.7,https://csu.gov.cz/rychle-informace/maloobchod-kveten-2017
2017-08-04,2017-05-31,"Stálé
Const_nt",,105.7,https://csu.gov.cz/rychle-informace/maloobchod-cerven-2017
2017-09-05,2017-05-31,"Stálé
Const_nt",,106.2,https://csu.gov.cz/rychle-informace/maloobchod-cervenec-2017
2017-08-04,2017-06-30,"Běžné
Current",kromě motorových vozidel,108.4,https://csu.gov.cz/rychle-informace/maloobchod-cerven-2017
2017-09-05,2017-06-30,"Běžné
Current",kromě motorových vozidel,108.6,https://csu.gov.cz/rychle-informace/maloobchod-cervenec-2017
2017-10-06,2017-06-30,"Běžné
Current",kromě motorových vozidel,108.6,https://csu.gov.cz/rychle-informace/maloobchod-srpen-2017
2017-11-06,2017-06-30,"Běžné
Current",kromě motorových vozidel,106.3,https://csu.gov.cz/rychle-informace/maloobchod-zari-2017
2017-08-04,2017-06-30,"Stálé
Const_nt",,106.6,https://csu.gov.cz/rychle-informace/maloobchod-cerven-2017
2017-09-05,2017-06-30,"Stálé
Const_nt",,106.9,https://csu.gov.cz/rychle-informace/maloobchod-cervenec-2017
2017-10-06,2017-06-30,"Stálé
Const_nt",,106.9,https://csu.gov.cz/rychle-informace/maloobchod-srpen-2017
2017-11-06,2017-06-30,"Stálé
Const_nt",,104.6,https://csu.gov.cz/rychle-informace/maloobchod-zari-2017
2017-10-06,2017-08-31,"Běžné
Current",kromě motorových vozidel,106.9,https://csu.gov.cz/rychle-informace/maloobchod-srpen-2017
2017-11-06,2017-08-31,"Běžné
Current",kromě motorových vozidel,106.9,https://csu.gov.cz/rychle-informace/maloobchod-zari-2017
2017-12-06,2017-08-31,"Běžné
Current",kromě motorových vozidel,107.1,https://csu.gov.cz/rychle-informace/maloobchod-rijen-2017
2017-10-06,2017-08-31,"Stálé
Const_nt",,104.8,https://csu.gov.cz/rychle-informace/maloobchod-srpen-2017
2017-11-06,2017-08-31,"Stálé
Const_nt",,104.8,https://csu.gov.cz/rychle-informace/maloobchod-zari-2017
2017-12-06,2017-08-31,"Stálé
Const_nt",,105.2,https://csu.gov.cz/rychle-informace/maloobchod-rijen-2017
2017-11-06,2017-09-30,"Běžné
Current",kromě motorových vozidel,108.0,https://csu.gov.cz/rychle-informace/maloobchod-zari-2017
2017-12-06,2017-09-30,"Běžné
Current",kromě motorových vozidel,108.1,https://csu.gov.cz/rychle-informace/maloobchod-rijen-2017
2018-01-11,2017-09-30,"Běžné
Current",kromě motorových vozidel,108.1,https://csu.gov.cz/rychle-informace/maloobchod-listopad-2017
2017-11-06,2017-09-30,"Stálé
Const_nt",,106.2,https://csu.gov.cz/rychle-informace/maloobchod-zari-2017
2017-12-06,2017-09-30,"Stálé
Const_nt",,106.4,https://csu.gov.cz/rychle-informace/maloobchod-rijen-2017
2018-01-11,2017-09-30,"Stálé
Const_nt",,106.4,https://csu.gov.cz/rychle-informace/maloobchod-listopad-2017
2017-12-06,2017-10-31,"Běžné
Current",kromě motorových vozidel,108.3,https://csu.gov.cz/rychle-informace/maloobchod-rijen-2017
2018-01-11,2017-10-31,"Běžné
Current",kromě motorových vozidel,108.3,https://csu.gov.cz/rychle-informace/maloobchod-listopad-2017
2018-02-06,2017-10-31,"Běžné
Current",kromě motorových vozidel,108.3,https://csu.gov.cz/rychle-informace/maloobchod-prosinec-2017
2017-12-06,2017-10-31,"Stálé
Const_nt",,106.3,https://csu.gov.cz/rychle-informace/maloobchod-rijen-2017
2018-01-11,2017-10-31,"Stálé
Const_nt",,106.3,https://csu.gov.cz/rychle-informace/maloobchod-listopad-2017
2018-02-06,2017-10-31,"Stálé
Const_nt",,106.3,https://csu.gov.cz/rychle-informace/maloobchod-prosinec-2017
2018-01-11,2017-11-30,"Běžné
Current",kromě motorových vozidel,109.0,https://csu.gov.cz/rychle-informace/maloobchod-listopad-2017
2018-02-06,2017-11-30,"Běžné
Current",kromě motorových vozidel,109.0,https://csu.gov.cz/rychle-informace/maloobchod-prosinec-2017
2018-03-15,2017-11-30,"Běžné
Current",kromě motorových vozidel,109.1,https://csu.gov.cz/rychle-informace/maloobchod-leden-2018
2018-01-11,2017-11-30,"Stálé
Const_nt",,107.8,https://csu.gov.cz/rychle-informace/maloobchod-listopad-2017
2018-02-06,2017-11-30,"Stálé
Const_nt",,107.8,https://csu.gov.cz/rychle-informace/maloobchod-prosinec-2017
2018-03-15,2017-11-30,"Stálé
Const_nt",,107.4,https://csu.gov.cz/rychle-informace/maloobchod-leden-2018
2018-02-06,2017-12-31,"Běžné
Current",kromě motorových vozidel,105.7,https://csu.gov.cz/rychle-informace/maloobchod-prosinec-2017
2018-03-15,2017-12-31,"Běžné
Current",kromě motorových vozidel,105.8,https://csu.gov.cz/rychle-informace/maloobchod-leden-2018
2018-04-06,2017-12-31,"Běžné
Current",kromě motorových vozidel,105.8,https://csu.gov.cz/rychle-informace/maloobchod-unor-2018
2018-02-06,2017-12-31,"Stálé
Const_nt",,104.7,https://csu.gov.cz/rychle-informace/maloobchod-prosinec-2017
2018-03-15,2017-12-31,"Stálé
Const_nt",,104.6,https://csu.gov.cz/rychle-informace/maloobchod-leden-2018
2018-04-06,2017-12-31,"Stálé
Const_nt",,104.6,https://csu.gov.cz/rychle-informace/maloobchod-unor-2018
2018-03-15,2018-01-31,"Běžné
Current",kromě motorových vozidel,109.0,https://csu.gov.cz/rychle-informace/maloobchod-leden-2018
2018-04-06,2018-01-31,"Běžné
Current",kromě motorových vozidel,109.2,https://csu.gov.cz/rychle-informace/maloobchod-unor-2018
2018-05-07,2018-01-31,"Běžné
Current",kromě motorových vozidel,109.2,https://csu.gov.cz/rychle-informace/maloobchod-brezen-2018
2018-03-15,2018-01-31,"Stálé
Const_nt",,108.2,https://csu.gov.cz/rychle-informace/maloobchod-leden-2018
2018-04-06,2018-01-31,"Stálé
Const_nt",,108.4,https://csu.gov.cz/rychle-informace/maloobchod-unor-2018
2018-05-07,2018-01-31,"Stálé
Const_nt",,108.4,https://csu.gov.cz/rychle-informace/maloobchod-brezen-2018
