release_date,data_month,nace_code,nace_label_en,yoy_index,source_url
2018-11-06,2018-09-30,B,Mining and quarrying,-0.00016957618352654677,https://csu.gov.cz/rychle-informace/prumysl-zari-2018
2018-12-07,2018-09-30,B,Mining and quarrying,99.88689544888659,https://csu.gov.cz/rychle-informace/prumysl-rijen-2018
2019-01-08,2018-09-30,B,Mining and quarrying,99.88689544888659,https://csu.gov.cz/rychle-informace/prumysl-listopad-2018
2018-11-06,2018-09-30,BCD,"Industry, total",-0.8676552981793372,https://csu.gov.cz/rychle-informace/prumysl-zari-2018
2018-12-07,2018-09-30,BCD,"Industry, total",99.41863590239434,https://csu.gov.cz/rychle-informace/prumysl-rijen-2018
2019-01-08,2018-09-30,BCD,"Industry, total",99.41863590239434,https://csu.gov.cz/rychle-informace/prumysl-listopad-2018
2018-11-06,2018-09-30,C,Manufacturing,-0.690204822708888,https://csu.gov.cz/rychle-informace/prumysl-zari-2018
2018-12-07,2018-09-30,C,Manufacturing,99.54090879754591,https://csu.gov.cz/rychle-informace/prumysl-rijen-2018
2019-01-08,2018-09-30,C,Manufacturing,99.54090879754591,https://csu.gov.cz/rychle-informace/prumysl-listopad-2018
2018-11-06,2018-09-30,D,"Electricity, gas, steam and air conditioning supply*)",-0.17728090024308613,https://csu.gov.cz/rychle-informace/prumysl-zari-2018
2018-12-07,2018-09-30,D,"Electricity, gas, steam and air conditioning supply*)",98.2611231750719,https://csu.gov.cz/rychle-informace/prumysl-rijen-2018
2019-01-08,2018-09-30,D,"Electricity, gas, steam and air conditioning supply*)",98.2611231750719,https://csu.gov.cz/rychle-informace/prumysl-listopad-2018
2018-12-07,2018-10-31,10,Manufacture of food products,0.4508747287229948,https://csu.gov.cz/rychle-informace/prumysl-rijen-2018
2019-01-08,2018-10-31,10,Manufacture of food products,110.70427166504916,https://csu.gov.cz/rychle-informace/prumysl-listopad-2018
2019-02-06,2018-10-31,10,Manufacture of food products,110.70427166504916,https://csu.gov.cz/rychle-informace/prumysl-prosinec-2018
2018-12-07,2018-10-31,11,Manufacture of beverages,0.1648036512138154,https://csu.gov.cz/rychle-informace/prumysl-rijen-2018
2019-01-08,2018-10-31,11,Manufacture of beverages,112.18688791709943,https://csu.gov.cz/rychle-informace/prumysl-listopad-2018
2019-02-06,2018-10-31,11,Manufacture of beverages,112.18688791709943,https://csu.gov.cz/rychle-informace/prumysl-prosinec-2018
2018-12-07,2018-10-31,13,Manufacture of textiles,0.0843838425523194,https://csu.gov.cz/rychle-informace/prumysl-rijen-2018
2019-01-08,2018-10-31,13,Manufacture of textiles,106.85717438191995,https://csu.gov.cz/rychle-informace/prumysl-listopad-2018
2019-02-06,2018-10-31,13,Manufacture of textiles,106.85717438191995,https://csu.gov.cz/rychle-informace/prumysl-prosinec-2018
2018-12-07,2018-10-31,14,Manufacture of wearing apparel,-0.029497391348535403,https://csu.gov.cz/rychle-informace/prumysl-rijen-2018
2019-01-08,2018-10-31,14,Manufacture of wearing apparel,94.85837819284359,https://csu.gov.cz/rychle-informace/prumysl-listopad-2018
2019-02-06,2018-10-31,14,Manufacture of wearing apparel,94.85837819284359,https://csu.gov.cz/rychle-informace/prumysl-prosinec-2018
2018-12-07,2018-10-31,15,Manufacture of leather and related products,-0.01968706341239273,https://csu.gov.cz/rychle-informace/prumysl-rijen-2018
2019-01-08,2018-10-31,15,Manufacture of leather and related products,88.44249147869878,https://csu.gov.cz/rychle-informace/prumysl-listopad-2018
2019-02-06,2018-10-31,15,Manufacture of leather and related products,88.44249147869878,https://csu.gov.cz/rychle-informace/prumysl-prosinec-2018
2018-12-07,2018-10-31,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles",0.18057654256215722,https://csu.gov.cz/rychle-informace/prumysl-rijen-2018
2019-01-08,2018-10-31,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles",109.0438151014143,https://csu.gov.cz/rychle-informace/prumysl-listopad-2018
2019-02-06,2018-10-31,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles",109.0438151014143,https://csu.gov.cz/rychle-informace/prumysl-prosinec-2018
2018-12-07,2018-10-31,17,Manufacture of paper and paper products,0.009012535729751737,https://csu.gov.cz/rychle-informace/prumysl-rijen-2018
2019-01-08,2018-10-31,17,Manufacture of paper and paper products,100.64742839530203,https://csu.gov.cz/rychle-informace/prumysl-listopad-2018
2019-02-06,2018-10-31,17,Manufacture of paper and paper products,100.64742839530203,https://csu.gov.cz/rychle-informace/prumysl-prosinec-2018
2018-12-07,2018-10-31,18,Printing and reproduction of recorded media,0.029641008531196934,https://csu.gov.cz/rychle-informace/prumysl-rijen-2018
2019-01-08,2018-10-31,18,Printing and reproduction of recorded media,102.39861030723667,https://csu.gov.cz/rychle-informace/prumysl-listopad-2018
2019-02-06,2018-10-31,18,Printing and reproduction of recorded media,102.39861030723667,https://csu.gov.cz/rychle-informace/prumysl-prosinec-2018
2018-12-07,2018-10-31,20,Manufacture of chemicals and chemical products,-0.052377039944786694,https://csu.gov.cz/rychle-informace/prumysl-rijen-2018
2019-01-08,2018-10-31,20,Manufacture of chemicals and chemical products,98.54952131710152,https://csu.gov.cz/rychle-informace/prumysl-listopad-2018
2019-02-06,2018-10-31,20,Manufacture of chemicals and chemical products,98.54952131710152,https://csu.gov.cz/rychle-informace/prumysl-prosinec-2018
2018-12-07,2018-10-31,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,0.2612297546557411,https://csu.gov.cz/rychle-informace/prumysl-rijen-2018
2019-01-08,2018-10-31,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,129.58762542872603,https://csu.gov.cz/rychle-informace/prumysl-listopad-2018
2019-02-06,2018-10-31,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,129.58762542872603,https://csu.gov.cz/rychle-informace/prumysl-prosinec-2018
2018-12-07,2018-10-31,22,Manufacture of rubber and plastic products,0.3145780858757327,https://csu.gov.cz/rychle-informace/prumysl-rijen-2018
2019-01-08,2018-10-31,22,Manufacture of rubber and plastic products,104.25138663478424,https://csu.gov.cz/rychle-informace/prumysl-listopad-2018
2019-02-06,2018-10-31,22,Manufacture of rubber and plastic products,104.25138663478424,https://csu.gov.cz/rychle-informace/prumysl-prosinec-2018
2018-12-07,2018-10-31,23,Manufacture of other non-metallic mineral products,0.26483405895669954,https://csu.gov.cz/rychle-informace/prumysl-rijen-2018
2019-01-08,2018-10-31,23,Manufacture of other non-metallic mineral products,105.9390258307918,https://csu.gov.cz/rychle-informace/prumysl-listopad-2018
2019-02-06,2018-10-31,23,Manufacture of other non-metallic mineral products,105.9390258307918,https://csu.gov.cz/rychle-informace/prumysl-prosinec-2018
2018-12-07,2018-10-31,24,Manufacture of basic metals,0.15494492123066222,https://csu.gov.cz/rychle-informace/prumysl-rijen-2018
2019-01-08,2018-10-31,24,Manufacture of basic metals,105.4324791626176,https://csu.gov.cz/rychle-informace/prumysl-listopad-2018
2019-02-06,2018-10-31,24,Manufacture of basic metals,105.4324791626176,https://csu.gov.cz/rychle-informace/prumysl-prosinec-2018
2018-12-07,2018-10-31,25,"Manufacture of fabricated metal products, except machinery and equipment",0.9896853394221221,https://csu.gov.cz/rychle-informace/prumysl-rijen-2018
2019-01-08,2018-10-31,25,"Manufacture of fabricated metal products, except machinery and equipment",109.38813775854099,https://csu.gov.cz/rychle-informace/prumysl-listopad-2018
2019-02-06,2018-10-31,25,"Manufacture of fabricated metal products, except machinery and equipment",109.38813775854099,https://csu.gov.cz/rychle-informace/prumysl-prosinec-2018
2018-12-07,2018-10-31,26,a zařízení,0.45851098696855874,https://csu.gov.cz/rychle-informace/prumysl-rijen-2018
2019-01-08,2018-10-31,26,a zařízení,113.83845871590195,https://csu.gov.cz/rychle-informace/prumysl-listopad-2018
2019-02-06,2018-10-31,26,a zařízení,113.83845871590195,https://csu.gov.cz/rychle-informace/prumysl-prosinec-2018
2018-12-07,2018-10-31,27,Manufacture of electrical equipment,0.5022039967403152,https://csu.gov.cz/rychle-informace/prumysl-rijen-2018
2019-01-08,2018-10-31,27,Manufacture of electrical equipment,107.46362229130864,https://csu.gov.cz/rychle-informace/prumysl-listopad-2018
2019-02-06,2018-10-31,27,Manufacture of electrical equipment,107.46362229130864,https://csu.gov.cz/rychle-informace/prumysl-prosinec-2018
2018-12-07,2018-10-31,28,Manufacture of machinery and equipment n.e.c.,0.49930644927385803,https://csu.gov.cz/rychle-informace/prumysl-rijen-2018
2019-01-08,2018-10-31,28,Manufacture of machinery and equipment n.e.c.,105.82958623027747,https://csu.gov.cz/rychle-informace/prumysl-listopad-2018
2019-02-06,2018-10-31,28,Manufacture of machinery and equipment n.e.c.,105.82958623027747,https://csu.gov.cz/rychle-informace/prumysl-prosinec-2018
2018-12-07,2018-10-31,29,"Manufacture of motor vehicles, trailers and semi-trailers",1.5517067541490313,https://csu.gov.cz/rychle-informace/prumysl-rijen-2018
2019-01-08,2018-10-31,29,"Manufacture of motor vehicles, trailers and semi-trailers",108.3789876471099,https://csu.gov.cz/rychle-informace/prumysl-listopad-2018
2019-02-06,2018-10-31,29,"Manufacture of motor vehicles, trailers and semi-trailers",108.3789876471099,https://csu.gov.cz/rychle-informace/prumysl-prosinec-2018
2018-12-07,2018-10-31,30,Manufacture of other transport equipment,0.14741934056956357,https://csu.gov.cz/rychle-informace/prumysl-rijen-2018
2019-01-08,2018-10-31,30,Manufacture of other transport equipment,108.78667317995156,https://csu.gov.cz/rychle-informace/prumysl-listopad-2018
2019-02-06,2018-10-31,30,Manufacture of other transport equipment,108.78667317995156,https://csu.gov.cz/rychle-informace/prumysl-prosinec-2018
2018-12-07,2018-10-31,31,Manufacture of furniture,0.10078528579400425,https://csu.gov.cz/rychle-informace/prumysl-rijen-2018
2019-01-08,2018-10-31,31,Manufacture of furniture,109.70191318951672,https://csu.gov.cz/rychle-informace/prumysl-listopad-2018
2019-02-06,2018-10-31,31,Manufacture of furniture,109.70191318951672,https://csu.gov.cz/rychle-informace/prumysl-prosinec-2018
2018-12-07,2018-10-31,32,Other manufacturing,0.23307265706199698,https://csu.gov.cz/rychle-informace/prumysl-rijen-2018
2019-01-08,2018-10-31,32,Other manufacturing,112.79319395926282,https://csu.gov.cz/rychle-informace/prumysl-listopad-2018
2019-02-06,2018-10-31,32,Other manufacturing,112.79319395926282,https://csu.gov.cz/rychle-informace/prumysl-prosinec-2018
2018-12-07,2018-10-31,33,Repair and installation of machinery and equipment,0.46966152504173536,https://csu.gov.cz/rychle-informace/prumysl-rijen-2018
2019-01-08,2018-10-31,33,Repair and installation of machinery and equipment,116.92856364935511,https://csu.gov.cz/rychle-informace/prumysl-listopad-2018
2019-02-06,2018-10-31,33,Repair and installation of machinery and equipment,116.92856364935511,https://csu.gov.cz/rychle-informace/prumysl-prosinec-2018
2018-12-07,2018-10-31,B,Mining and quarrying,-0.07645006560958734,https://csu.gov.cz/rychle-informace/prumysl-rijen-2018
2019-01-08,2018-10-31,B,Mining and quarrying,96.92153452213235,https://csu.gov.cz/rychle-informace/prumysl-listopad-2018
2019-02-06,2018-10-31,B,Mining and quarrying,96.92153452213235,https://csu.gov.cz/rychle-informace/prumysl-prosinec-2018
2018-12-07,2018-10-31,BCD,"Industry, total",6.721580313224107,https://csu.gov.cz/rychle-informace/prumysl-rijen-2018
2019-01-08,2018-10-31,BCD,"Industry, total",106.7215803132241,https://csu.gov.cz/rychle-informace/prumysl-listopad-2018
2019-02-06,2018-10-31,BCD,"Industry, total",106.7215803132241,https://csu.gov.cz/rychle-informace/prumysl-prosinec-2018
2018-12-07,2018-10-31,C,Manufacturing,6.681306042647251,https://csu.gov.cz/rychle-informace/prumysl-rijen-2018
2019-01-08,2018-10-31,C,Manufacturing,107.67483016414776,https://csu.gov.cz/rychle-informace/prumysl-listopad-2018
2019-02-06,2018-10-31,C,Manufacturing,107.67483016414776,https://csu.gov.cz/rychle-informace/prumysl-prosinec-2018
2018-12-07,2018-10-31,D,"Electricity, gas, steam and air conditioning supply*)",0.11672433445845541,https://csu.gov.cz/rychle-informace/prumysl-rijen-2018
2019-01-08,2018-10-31,D,"Electricity, gas, steam and air conditioning supply*)",101.11571474022433,https://csu.gov.cz/rychle-informace/prumysl-listopad-2018
2019-02-06,2018-10-31,D,"Electricity, gas, steam and air conditioning supply*)",101.11571474022433,https://csu.gov.cz/rychle-informace/prumysl-prosinec-2018
2019-01-08,2018-11-30,10,Manufacture of food products,0.157432795130675,https://csu.gov.cz/rychle-informace/prumysl-listopad-2018
2019-02-06,2018-11-30,10,Manufacture of food products,103.792112585212,https://csu.gov.cz/rychle-informace/prumysl-prosinec-2018
2019-03-15,2018-11-30,10,Manufacture of food products,101.86416656958772,https://csu.gov.cz/rychle-informace/prumysl-leden-2019
2019-01-08,2018-11-30,11,Manufacture of beverages,0.08474113651242221,https://csu.gov.cz/rychle-informace/prumysl-listopad-2018
2019-02-06,2018-11-30,11,Manufacture of beverages,105.95322006498414,https://csu.gov.cz/rychle-informace/prumysl-prosinec-2018
2019-03-15,2018-11-30,11,Manufacture of beverages,104.02390062370226,https://csu.gov.cz/rychle-informace/prumysl-leden-2019
2019-01-08,2018-11-30,13,Manufacture of textiles,0.012875014708194904,https://csu.gov.cz/rychle-informace/prumysl-listopad-2018
2019-02-06,2018-11-30,13,Manufacture of textiles,101.08267080530385,https://csu.gov.cz/rychle-informace/prumysl-prosinec-2018
2019-03-15,2018-11-30,13,Manufacture of textiles,91.60502367823291,https://csu.gov.cz/rychle-informace/prumysl-leden-2019
2019-01-08,2018-11-30,14,Manufacture of wearing apparel,0.1067580854292019,https://csu.gov.cz/rychle-informace/prumysl-listopad-2018
2019-02-06,2018-11-30,14,Manufacture of wearing apparel,116.29306301565143,https://csu.gov.cz/rychle-informace/prumysl-prosinec-2018
2019-03-15,2018-11-30,14,Manufacture of wearing apparel,107.92471288334707,https://csu.gov.cz/rychle-informace/prumysl-leden-2019
2019-01-08,2018-11-30,15,Manufacture of leather and related products,-0.018966445786032515,https://csu.gov.cz/rychle-informace/prumysl-listopad-2018
2019-02-06,2018-11-30,15,Manufacture of leather and related products,89.18877550311525,https://csu.gov.cz/rychle-informace/prumysl-prosinec-2018
2019-03-15,2018-11-30,15,Manufacture of leather and related products,84.4085319433404,https://csu.gov.cz/rychle-informace/prumysl-leden-2019
2019-01-08,2018-11-30,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles",0.07678457406633603,https://csu.gov.cz/rychle-informace/prumysl-listopad-2018
2019-02-06,2018-11-30,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles",104.07352900033948,https://csu.gov.cz/rychle-informace/prumysl-prosinec-2018
2019-03-15,2018-11-30,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles",99.86075248956627,https://csu.gov.cz/rychle-informace/prumysl-leden-2019
2019-01-08,2018-11-30,17,Manufacture of paper and paper products,-0.011810961797811369,https://csu.gov.cz/rychle-informace/prumysl-listopad-2018
2019-02-06,2018-11-30,17,Manufacture of paper and paper products,99.16450092217795,https://csu.gov.cz/rychle-informace/prumysl-prosinec-2018
2019-03-15,2018-11-30,17,Manufacture of paper and paper products,100.97527395379633,https://csu.gov.cz/rychle-informace/prumysl-leden-2019
2019-01-08,2018-11-30,18,Printing and reproduction of recorded media,0.02454984024706079,https://csu.gov.cz/rychle-informace/prumysl-listopad-2018
2019-02-06,2018-11-30,18,Printing and reproduction of recorded media,101.99649096145835,https://csu.gov.cz/rychle-informace/prumysl-prosinec-2018
2019-03-15,2018-11-30,18,Printing and reproduction of recorded media,99.57822908227524,https://csu.gov.cz/rychle-informace/prumysl-leden-2019
2019-01-08,2018-11-30,20,Manufacture of chemicals and chemical products,-0.18178000662664412,https://csu.gov.cz/rychle-informace/prumysl-listopad-2018
2019-02-06,2018-11-30,20,Manufacture of chemicals and chemical products,94.94101642804242,https://csu.gov.cz/rychle-informace/prumysl-prosinec-2018
2019-03-15,2018-11-30,20,Manufacture of chemicals and chemical products,93.27339329648078,https://csu.gov.cz/rychle-informace/prumysl-leden-2019
2019-01-08,2018-11-30,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,0.18516339760737574,https://csu.gov.cz/rychle-informace/prumysl-listopad-2018
2019-02-06,2018-11-30,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,116.79345631906924,https://csu.gov.cz/rychle-informace/prumysl-prosinec-2018
2019-03-15,2018-11-30,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,107.5136498831333,https://csu.gov.cz/rychle-informace/prumysl-leden-2019
2019-01-08,2018-11-30,22,Manufacture of rubber and plastic products,-0.35177935456906684,https://csu.gov.cz/rychle-informace/prumysl-listopad-2018
2019-02-06,2018-11-30,22,Manufacture of rubber and plastic products,94.99231460681489,https://csu.gov.cz/rychle-informace/prumysl-prosinec-2018
2019-03-15,2018-11-30,22,Manufacture of rubber and plastic products,94.47473171333304,https://csu.gov.cz/rychle-informace/prumysl-leden-2019
2019-01-08,2018-11-30,23,Manufacture of other non-metallic mineral products,0.0898151598524411,https://csu.gov.cz/rychle-informace/prumysl-listopad-2018
2019-02-06,2018-11-30,23,Manufacture of other non-metallic mineral products,102.21791295820894,https://csu.gov.cz/rychle-informace/prumysl-prosinec-2018
2019-03-15,2018-11-30,23,Manufacture of other non-metallic mineral products,99.58420750837347,https://csu.gov.cz/rychle-informace/prumysl-leden-2019
2019-01-08,2018-11-30,24,Manufacture of basic metals,0.1495247805733541,https://csu.gov.cz/rychle-informace/prumysl-listopad-2018
2019-02-06,2018-11-30,24,Manufacture of basic metals,105.4083852304756,https://csu.gov.cz/rychle-informace/prumysl-prosinec-2018
2019-03-15,2018-11-30,24,Manufacture of basic metals,100.05439585561042,https://csu.gov.cz/rychle-informace/prumysl-leden-2019
2019-01-08,2018-11-30,25,"Manufacture of fabricated metal products, except machinery and equipment",0.33662608783605663,https://csu.gov.cz/rychle-informace/prumysl-listopad-2018
2019-02-06,2018-11-30,25,"Manufacture of fabricated metal products, except machinery and equipment",103.26219437669938,https://csu.gov.cz/rychle-informace/prumysl-prosinec-2018
2019-03-15,2018-11-30,25,"Manufacture of fabricated metal products, except machinery and equipment",101.2116170376093,https://csu.gov.cz/rychle-informace/prumysl-leden-2019
2019-01-08,2018-11-30,26,a zařízení,0.5623422282709994,https://csu.gov.cz/rychle-informace/prumysl-listopad-2018
2019-02-06,2018-11-30,26,a zařízení,117.75270081197615,https://csu.gov.cz/rychle-informace/prumysl-prosinec-2018
2019-03-15,2018-11-30,26,a zařízení,113.76723776613566,https://csu.gov.cz/rychle-informace/prumysl-leden-2019
2019-01-08,2018-11-30,27,Manufacture of electrical equipment,0.2484557483331664,https://csu.gov.cz/rychle-informace/prumysl-listopad-2018
2019-02-06,2018-11-30,27,Manufacture of electrical equipment,103.66893092489006,https://csu.gov.cz/rychle-informace/prumysl-prosinec-2018
2019-03-15,2018-11-30,27,Manufacture of electrical equipment,101.26942220551354,https://csu.gov.cz/rychle-informace/prumysl-leden-2019
2019-01-08,2018-11-30,28,Manufacture of machinery and equipment n.e.c.,0.43111347801114536,https://csu.gov.cz/rychle-informace/prumysl-listopad-2018
2019-02-06,2018-11-30,28,Manufacture of machinery and equipment n.e.c.,105.08731896372672,https://csu.gov.cz/rychle-informace/prumysl-prosinec-2018
2019-03-15,2018-11-30,28,Manufacture of machinery and equipment n.e.c.,99.85062073906535,https://csu.gov.cz/rychle-informace/prumysl-leden-2019
2019-01-08,2018-11-30,29,"Manufacture of motor vehicles, trailers and semi-trailers",1.9309741063695327,https://csu.gov.cz/rychle-informace/prumysl-listopad-2018
2019-02-06,2018-11-30,29,"Manufacture of motor vehicles, trailers and semi-trailers",110.21527716594058,https://csu.gov.cz/rychle-informace/prumysl-prosinec-2018
2019-03-15,2018-11-30,29,"Manufacture of motor vehicles, trailers and semi-trailers",106.02834982742147,https://csu.gov.cz/rychle-informace/prumysl-leden-2019
2019-01-08,2018-11-30,30,Manufacture of other transport equipment,0.8083676810740231,https://csu.gov.cz/rychle-informace/prumysl-listopad-2018
2019-02-06,2018-11-30,30,Manufacture of other transport equipment,148.3207308573011,https://csu.gov.cz/rychle-informace/prumysl-prosinec-2018
2019-03-15,2018-11-30,30,Manufacture of other transport equipment,149.84766479734913,https://csu.gov.cz/rychle-informace/prumysl-leden-2019
2019-01-08,2018-11-30,31,Manufacture of furniture,0.04145802426260761,https://csu.gov.cz/rychle-informace/prumysl-listopad-2018
2019-02-06,2018-11-30,31,Manufacture of furniture,103.85110951532045,https://csu.gov.cz/rychle-informace/prumysl-prosinec-2018
2019-03-15,2018-11-30,31,Manufacture of furniture,99.66867268354108,https://csu.gov.cz/rychle-informace/prumysl-leden-2019
2019-01-08,2018-11-30,32,Other manufacturing,-0.011815827841552861,https://csu.gov.cz/rychle-informace/prumysl-listopad-2018
2019-02-06,2018-11-30,32,Other manufacturing,99.34174112545655,https://csu.gov.cz/rychle-informace/prumysl-prosinec-2018
2019-03-15,2018-11-30,32,Other manufacturing,95.65102031585566,https://csu.gov.cz/rychle-informace/prumysl-leden-2019
2019-01-08,2018-11-30,33,Repair and installation of machinery and equipment,0.27123942887541214,https://csu.gov.cz/rychle-informace/prumysl-listopad-2018
2019-02-06,2018-11-30,33,Repair and installation of machinery and equipment,109.12147501474037,https://csu.gov.cz/rychle-informace/prumysl-prosinec-2018
2019-03-15,2018-11-30,33,Repair and installation of machinery and equipment,109.08791458706382,https://csu.gov.cz/rychle-informace/prumysl-leden-2019
2019-01-08,2018-11-30,B,Mining and quarrying,-0.04188229051537323,https://csu.gov.cz/rychle-informace/prumysl-listopad-2018
2019-02-06,2018-11-30,B,Mining and quarrying,98.22107859304272,https://csu.gov.cz/rychle-informace/prumysl-prosinec-2018
2019-03-15,2018-11-30,B,Mining and quarrying,96.61936598919348,https://csu.gov.cz/rychle-informace/prumysl-leden-2019
2019-01-08,2018-11-30,BCD,"Industry, total",4.807268553627054,https://csu.gov.cz/rychle-informace/prumysl-listopad-2018
2019-02-06,2018-11-30,BCD,"Industry, total",104.80726855362705,https://csu.gov.cz/rychle-informace/prumysl-prosinec-2018
2019-03-15,2018-11-30,BCD,"Industry, total",102.12200552030136,https://csu.gov.cz/rychle-informace/prumysl-leden-2019
2019-01-08,2018-11-30,C,Manufacturing,4.948282360674319,https://csu.gov.cz/rychle-informace/prumysl-listopad-2018
2019-02-06,2018-11-30,C,Manufacturing,105.72514868926035,https://csu.gov.cz/rychle-informace/prumysl-prosinec-2018
2019-03-15,2018-11-30,C,Manufacturing,102.6665296694451,https://csu.gov.cz/rychle-informace/prumysl-leden-2019
2019-01-08,2018-11-30,D,"Electricity, gas, steam and air conditioning supply*)",-0.09913151202637845,https://csu.gov.cz/rychle-informace/prumysl-listopad-2018
2019-02-06,2018-11-30,D,"Electricity, gas, steam and air conditioning supply*)",99.1160810977863,https://csu.gov.cz/rychle-informace/prumysl-prosinec-2018
2019-03-15,2018-11-30,D,"Electricity, gas, steam and air conditioning supply*)",99.11087991215634,https://csu.gov.cz/rychle-informace/prumysl-leden-2019
2019-02-06,2018-12-31,10,Manufacture of food products,-0.02323092896231987,https://csu.gov.cz/rychle-informace/prumysl-prosinec-2018
2019-03-15,2018-12-31,10,Manufacture of food products,103.01690267434225,https://csu.gov.cz/rychle-informace/prumysl-leden-2019
2019-04-08,2018-12-31,10,Manufacture of food products,103.00851544186254,https://csu.gov.cz/rychle-informace/prumysl-unor-2019
2019-02-06,2018-12-31,11,Manufacture of beverages,-0.07325732267462688,https://csu.gov.cz/rychle-informace/prumysl-prosinec-2018
2019-03-15,2018-12-31,11,Manufacture of beverages,99.77030460568052,https://csu.gov.cz/rychle-informace/prumysl-leden-2019
2019-04-08,2018-12-31,11,Manufacture of beverages,99.77058353255497,https://csu.gov.cz/rychle-informace/prumysl-unor-2019
2019-02-06,2018-12-31,13,Manufacture of textiles,-0.006636115001300463,https://csu.gov.cz/rychle-informace/prumysl-prosinec-2018
2019-03-15,2018-12-31,13,Manufacture of textiles,91.6817076489661,https://csu.gov.cz/rychle-informace/prumysl-leden-2019
2019-04-08,2018-12-31,13,Manufacture of textiles,91.66935494533463,https://csu.gov.cz/rychle-informace/prumysl-unor-2019
2019-02-06,2018-12-31,14,Manufacture of wearing apparel,-0.0322566104844527,https://csu.gov.cz/rychle-informace/prumysl-prosinec-2018
2019-03-15,2018-12-31,14,Manufacture of wearing apparel,98.52283241814824,https://csu.gov.cz/rychle-informace/prumysl-leden-2019
2019-04-08,2018-12-31,14,Manufacture of wearing apparel,98.53534060181126,https://csu.gov.cz/rychle-informace/prumysl-unor-2019
2019-02-06,2018-12-31,15,Manufacture of leather and related products,-0.025503337507490724,https://csu.gov.cz/rychle-informace/prumysl-prosinec-2018
2019-03-15,2018-12-31,15,Manufacture of leather and related products,86.73811673975459,https://csu.gov.cz/rychle-informace/prumysl-leden-2019
2019-04-08,2018-12-31,15,Manufacture of leather and related products,86.69204603164992,https://csu.gov.cz/rychle-informace/prumysl-unor-2019
2019-02-06,2018-12-31,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles",0.045142087479799684,https://csu.gov.cz/rychle-informace/prumysl-prosinec-2018
2019-03-15,2018-12-31,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles",98.98964070668698,https://csu.gov.cz/rychle-informace/prumysl-leden-2019
2019-04-08,2018-12-31,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles",98.98753568607528,https://csu.gov.cz/rychle-informace/prumysl-unor-2019
2019-02-06,2018-12-31,17,Manufacture of paper and paper products,-0.05564948900162033,https://csu.gov.cz/rychle-informace/prumysl-prosinec-2018
2019-03-15,2018-12-31,17,Manufacture of paper and paper products,105.71451752796844,https://csu.gov.cz/rychle-informace/prumysl-leden-2019
2019-04-08,2018-12-31,17,Manufacture of paper and paper products,105.7068556949631,https://csu.gov.cz/rychle-informace/prumysl-unor-2019
2019-02-06,2018-12-31,18,Printing and reproduction of recorded media,-0.08997873820518698,https://csu.gov.cz/rychle-informace/prumysl-prosinec-2018
2019-03-15,2018-12-31,18,Printing and reproduction of recorded media,96.71608495713507,https://csu.gov.cz/rychle-informace/prumysl-leden-2019
2019-04-08,2018-12-31,18,Printing and reproduction of recorded media,96.71226483594448,https://csu.gov.cz/rychle-informace/prumysl-unor-2019
2019-02-06,2018-12-31,20,Manufacture of chemicals and chemical products,-0.26504393129541104,https://csu.gov.cz/rychle-informace/prumysl-prosinec-2018
2019-03-15,2018-12-31,20,Manufacture of chemicals and chemical products,95.53605311018546,https://csu.gov.cz/rychle-informace/prumysl-leden-2019
2019-04-08,2018-12-31,20,Manufacture of chemicals and chemical products,95.55324434732975,https://csu.gov.cz/rychle-informace/prumysl-unor-2019
2019-02-06,2018-12-31,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,0.1229323081571829,https://csu.gov.cz/rychle-informace/prumysl-prosinec-2018
2019-03-15,2018-12-31,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,111.62531862113126,https://csu.gov.cz/rychle-informace/prumysl-leden-2019
2019-04-08,2018-12-31,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,111.62531862113126,https://csu.gov.cz/rychle-informace/prumysl-unor-2019
2019-02-06,2018-12-31,22,Manufacture of rubber and plastic products,-0.20937798764327395,https://csu.gov.cz/rychle-informace/prumysl-prosinec-2018
2019-03-15,2018-12-31,22,Manufacture of rubber and plastic products,100.10811362023927,https://csu.gov.cz/rychle-informace/prumysl-leden-2019
2019-04-08,2018-12-31,22,Manufacture of rubber and plastic products,100.1074398891935,https://csu.gov.cz/rychle-informace/prumysl-unor-2019
2019-02-06,2018-12-31,23,Manufacture of other non-metallic mineral products,-0.11495252833030525,https://csu.gov.cz/rychle-informace/prumysl-prosinec-2018
