sample,h,model,control,n,mse_difference,ci_low,ci_high,block_length,replicates,seed
full,1,CORE_LOCAL_R14,INDEPENDENT_BRIDGE,88,-0.07401478212320632,-0.1749677049438687,-0.004815012552997957,12,2000,1409
full,1,CORE_LEVEL_RIDGE_R14,INDEPENDENT_BRIDGE,73,-0.0960607046299798,-0.22753222798721445,0.0015089293184472896,12,2000,1409
full,1,CORE_GAP_RIDGE_R14,INDEPENDENT_BRIDGE,73,-0.10286911793715514,-0.25168970118265904,0.004894841403167452,12,2000,1409
full,1,CORE_GAP_ADAPT_R14,INDEPENDENT_BRIDGE,73,-0.10793281032783002,-0.27710280765290113,0.012338405372326085,12,2000,1409
full,1,CORE_LEVEL_RF_R14,INDEPENDENT_BRIDGE,73,-0.059491357090566285,-0.14684687553636075,0.0051335899708861545,12,2000,1409
full,1,CORE_GAP_RF_R14,INDEPENDENT_BRIDGE,73,-0.09678585630159046,-0.23794489884600123,0.005495299950098349,12,2000,1409
full,1,CORE_GAP_RIDGE_R14,CORE_LEVEL_RIDGE_R14,73,-0.006808413307175355,-0.042856089893376456,0.021996949326258248,12,2000,1409
full,1,CORE_GAP_RF_R14,CORE_LEVEL_RF_R14,73,-0.037294499211024165,-0.1451007166239713,0.033959159490538786,12,2000,1409
full,1,CORE_GAP_ADAPT_R14,CORE_GAP_RIDGE_R14,73,-0.005063692390674865,-0.02758391440833086,0.012491104984242215,12,2000,1409
full,2,CORE_LOCAL_R14,INDEPENDENT_BRIDGE,86,-0.14219066670608163,-0.4191060996513552,0.04140440710881885,12,2000,1409
full,2,CORE_LEVEL_RIDGE_R14,INDEPENDENT_BRIDGE,72,-0.186562029868978,-0.4836622921998214,0.05357256987761923,12,2000,1409
full,2,CORE_GAP_RIDGE_R14,INDEPENDENT_BRIDGE,72,-0.194022741024467,-0.5524588915948513,0.04114651196552972,12,2000,1409
full,2,CORE_GAP_ADAPT_R14,INDEPENDENT_BRIDGE,72,-0.18783153676135989,-0.5524754742323192,0.06993094375088135,12,2000,1409
full,2,CORE_LEVEL_RF_R14,INDEPENDENT_BRIDGE,72,-0.094158675696216,-0.3688878838821531,0.16906410906496724,12,2000,1409
full,2,CORE_GAP_RF_R14,INDEPENDENT_BRIDGE,72,-0.18705281263039375,-0.5492993488608982,0.0592868351964351,12,2000,1409
full,2,CORE_GAP_RIDGE_R14,CORE_LEVEL_RIDGE_R14,72,-0.007460711155489013,-0.11780833580217155,0.09876950595437939,12,2000,1409
full,2,CORE_GAP_RF_R14,CORE_LEVEL_RF_R14,72,-0.09289413693417774,-0.44726540356412076,0.15048217779406542,12,2000,1409
full,2,CORE_GAP_ADAPT_R14,CORE_GAP_RIDGE_R14,72,0.006191204263107156,-0.04706439455127317,0.06396282765678156,12,2000,1409
full,3,CORE_LOCAL_R14,INDEPENDENT_BRIDGE,84,-0.08045259842156266,-0.5020883112903517,0.2641974089006522,12,2000,1409
full,3,CORE_LEVEL_RIDGE_R14,INDEPENDENT_BRIDGE,71,-0.15734812042448784,-0.6035021859357403,0.22761548423163303,12,2000,1409
full,3,CORE_GAP_RIDGE_R14,INDEPENDENT_BRIDGE,71,-0.17299319771212557,-0.6831249901502916,0.1756240274924368,12,2000,1409
full,3,CORE_GAP_ADAPT_R14,INDEPENDENT_BRIDGE,71,-0.1267361621866468,-0.7054592372174137,0.28749941259888456,12,2000,1409
full,3,CORE_LEVEL_RF_R14,INDEPENDENT_BRIDGE,71,0.04029178599268104,-0.535145817225478,0.7201799953686759,12,2000,1409
full,3,CORE_GAP_RF_R14,INDEPENDENT_BRIDGE,71,-0.1510448897176641,-0.6852777359579179,0.22429277696511452,12,2000,1409
full,3,CORE_GAP_RIDGE_R14,CORE_LEVEL_RIDGE_R14,71,-0.015645077287637723,-0.28453608098294686,0.22289791733738148,12,2000,1409
full,3,CORE_GAP_RF_R14,CORE_LEVEL_RF_R14,71,-0.19133667571034513,-0.9284105037879226,0.3857003643116288,12,2000,1409
full,3,CORE_GAP_ADAPT_R14,CORE_GAP_RIDGE_R14,71,0.046257035525478794,-0.05094526981640612,0.18871554303502946,12,2000,1409
full,4,CORE_LOCAL_R14,INDEPENDENT_BRIDGE,83,0.07607972350904717,-0.5486540313263415,0.7543610239262483,12,2000,1409
full,4,CORE_LEVEL_RIDGE_R14,INDEPENDENT_BRIDGE,67,0.033476525236578694,-0.6776728168568292,0.8830141477310377,12,2000,1409
full,4,CORE_GAP_RIDGE_R14,INDEPENDENT_BRIDGE,67,0.01679276182578942,-0.6705797084406944,0.6495591576430945,12,2000,1409
full,4,CORE_GAP_ADAPT_R14,INDEPENDENT_BRIDGE,67,0.1698895246321826,-0.5905537178534068,0.8614115561555307,12,2000,1409
full,4,CORE_LEVEL_RF_R14,INDEPENDENT_BRIDGE,67,0.39181661431500653,-0.6790581697729535,1.7893550751052072,12,2000,1409
full,4,CORE_GAP_RF_R14,INDEPENDENT_BRIDGE,67,-0.032245667053729,-0.9110257780526267,0.7238819558974746,12,2000,1409
full,4,CORE_GAP_RIDGE_R14,CORE_LEVEL_RIDGE_R14,67,-0.016683763410789056,-0.5267751300418447,0.43743747689823387,12,2000,1409
full,4,CORE_GAP_RF_R14,CORE_LEVEL_RF_R14,67,-0.42406228136873547,-2.0821239198722954,0.7467881204797465,12,2000,1409
full,4,CORE_GAP_ADAPT_R14,CORE_GAP_RIDGE_R14,67,0.15309676280639284,-0.013856820481968131,0.4458054562047932,12,2000,1409
full,5,CORE_LOCAL_R14,INDEPENDENT_BRIDGE,82,0.2074337531147611,-0.7504178620957416,1.329486870520854,12,2000,1409
full,5,CORE_LEVEL_RIDGE_R14,INDEPENDENT_BRIDGE,66,0.1726504552572588,-1.1266683115113714,1.8010579179013062,12,2000,1409
