scope,sample,h,model,n,mm_rmse,mm_mae,mm_bias,cumulative_log_rmse,cumulative_log_mae,cumulative_log_bias
core_common,full,4,CORE_GAP_RIDGE_R14,67,0.5960831487404951,0.4373590518668657,0.11866983076343586,1.7482649210327874,1.2215323926679083,0.30122936075637846
core_common,full,4,CORE_GAP_ADAPT_R14,67,0.6113041888590621,0.4507274882918132,0.12992551959359044,1.8564341362069903,1.3198926669251874,0.39655572351255697
core_common,full,4,CORE_LEVEL_RF_R14,67,0.45851346965271,0.35246274426549107,-0.06322224799510649,1.515042250911561,1.0622929669413375,-0.25191706796800717
core_common,full,4,CORE_GAP_RF_R14,67,0.5688207309795306,0.43160980654993303,0.12769111725773966,1.8216046732624747,1.2915516075381035,0.3979139916571304
core_common,full,4,INDEPENDENT_BRIDGE,67,0.5159259666874358,0.35008527425606295,0.0221618137685919,1.4538786285982048,1.0465737945044689,-0.0397196607843836
core_common,full,5,CORE_LOCAL_R14,66,0.4909021204930377,0.37270830959743145,0.004250114920388982,1.989273895273788,1.4645046832194681,0.0235235078480951
core_common,full,5,CORE_LEVEL_RIDGE_R14,66,0.5648812876977652,0.41058525553843706,0.02978255838629707,2.0177904633672417,1.3219716999002757,-0.0036941785141019166
core_common,full,5,CORE_GAP_RIDGE_R14,66,0.6388449655406728,0.4618216225426902,0.12136873148155022,2.3422612947422228,1.6361521042049363,0.41709913073716737
core_common,full,5,CORE_GAP_ADAPT_R14,66,0.6548055044457094,0.4787694331781074,0.13279121695719234,2.4657342957617003,1.7494481441903689,0.5232761189412926
core_common,full,5,CORE_LEVEL_RF_R14,66,0.47687091083419314,0.3597053606683283,-0.06016157676021346,1.946931224835853,1.3760408305051914,-0.31389783996446957
core_common,full,5,CORE_GAP_RF_R14,66,0.6009176973440731,0.4539000231012296,0.13318257414299148,2.3880634772062805,1.6991014995251428,0.5355129229489092
core_common,full,5,INDEPENDENT_BRIDGE,66,0.5043312812289487,0.3674207943554114,-0.049680069931127176,1.8893857306986834,1.375797051888845,-0.08901379255483353
core_common,full,6,CORE_LOCAL_R14,65,0.5135881382827076,0.3950614018638157,0.0030617261212333093,2.457759058768846,1.808701899646948,0.03359608308517279
core_common,full,6,CORE_LEVEL_RIDGE_R14,65,0.5973978313679009,0.4292975825311744,0.026750345122636163,2.573353405831219,1.694528406248193,0.02066767703570151
core_common,full,6,CORE_GAP_RIDGE_R14,65,0.674034073414089,0.4896325412978595,0.11970904449002416,2.983620449525316,2.095398036518922,0.5397913022874612
core_common,full,6,CORE_GAP_ADAPT_R14,65,0.6899262333622368,0.5088004637749364,0.1326044431029459,3.123046142946403,2.2265127125495594,0.6616186026671801
core_common,full,6,CORE_LEVEL_RF_R14,65,0.49290456502765534,0.36962066800756177,-0.06305473033832727,2.3960636595151596,1.7044710265893324,-0.3761489623232761
core_common,full,6,CORE_GAP_RF_R14,65,0.6285365758889421,0.47476146428279403,0.13244823790236285,2.9883608564147828,2.1392004594341065,0.6763822987798794
core_common,full,6,INDEPENDENT_BRIDGE,65,0.6732205311980513,0.4913397265481104,-0.040139090421434966,2.5110023939724586,1.8568446219952477,-0.12526713262840083
core_common,full,7,CORE_LOCAL_R14,61,0.5424123991930685,0.4196673662992979,0.007546254815964811,3.013501007087142,2.255294668096496,0.01700253544062185
core_common,full,7,CORE_LEVEL_RIDGE_R14,61,0.7776387706412985,0.5730174660953866,0.09999227684893931,3.3718792659446994,2.3069740540372776,0.08983959647446423
core_common,full,7,CORE_GAP_RIDGE_R14,61,0.8706112176763368,0.6319391310668554,0.2004604104393306,3.8940276669725176,2.767559866307223,0.7297416924655017
core_common,full,7,CORE_GAP_ADAPT_R14,61,0.869128032954238,0.6215733417105092,0.17770414463003972,4.033453660317628,2.8973000755091993,0.840345709273974
core_common,full,7,CORE_LEVEL_RF_R14,61,0.5383661724027529,0.41742500282114314,-0.05338448423781711,2.9571784964337486,2.1845896787095658,-0.46997775784970247
core_common,full,7,CORE_GAP_RF_R14,61,0.6925398151334594,0.5443845055339073,0.17410299333364412,3.7258855317875743,2.732357858629735,0.8436138401118255
core_common,full,7,INDEPENDENT_BRIDGE,61,0.7155554304615769,0.4879094935972182,-0.03394383558644771,3.22517585881646,2.3622234673244837,-0.13765909509272944
core_common,full,8,CORE_LOCAL_R14,60,0.5544894760615025,0.4293401860479043,0.02240333338183352,3.5324986992857714,2.6635523923723423,0.048555281435045256
core_common,full,8,CORE_LEVEL_RIDGE_R14,60,0.7944266995686099,0.5860901093366285,0.1139179379702934,4.148475589286181,2.8951617067296813,0.2040273385397898
core_common,full,8,CORE_GAP_RIDGE_R14,60,0.8906196052401129,0.6478032635800048,0.21642866304690164,4.7770496265806806,3.4159897565656383,0.9583994505540707
core_common,full,8,CORE_GAP_ADAPT_R14,60,0.8887241072572513,0.6355932734306313,0.19422817076234658,4.912551134234284,3.5386471998515185,1.0512784734908558
core_common,full,8,CORE_LEVEL_RF_R14,60,0.5364684942469129,0.418353588483285,-0.04068424381699957,3.4676160940120977,2.6209130672757266,-0.5166679592631199
core_common,full,8,CORE_GAP_RF_R14,60,0.7055160089917782,0.556084226389875,0.18982014719779924,4.425030202953548,3.2941609338019577,1.0462502769542044
core_common,full,8,INDEPENDENT_BRIDGE,60,0.6265442567839878,0.45626531687125327,-0.008057059201698663,3.800425468215537,2.7664359125948104,-0.13215698985471633
core_common,full,9,CORE_LOCAL_R14,59,0.5661308457809627,0.43558529383278116,0.037302277095914126,4.0674593826455245,3.0725091690455497,0.09647013274435944
core_common,full,9,CORE_LEVEL_RIDGE_R14,59,0.8046969107568022,0.5846308715232484,0.12732327105589472,4.947840698257265,3.488750526278702,0.32852471345465917
core_common,full,9,CORE_GAP_RIDGE_R14,59,0.9051371439133191,0.647350676668616,0.2318145973204877,5.687287659909127,4.085827348904613,1.2008763138587244
core_common,full,9,CORE_GAP_ADAPT_R14,59,0.9037862766210788,0.6365858987468338,0.21067385433346755,5.820320597165966,4.189682526352789,1.2794489422307005
core_common,full,9,CORE_LEVEL_RF_R14,59,0.5379910140601486,0.4245995451795201,-0.028075307828217246,3.9838580601204288,3.0687513074983244,-0.5515969104454287
core_common,full,9,CORE_GAP_RF_R14,59,0.7240251819130363,0.5740970657896174,0.20519230100588354,5.1483733635030235,3.890098273383227,1.265866679864058
core_common,full,9,INDEPENDENT_BRIDGE,59,0.6942932951832976,0.49570318126723095,0.00884883559880935,4.444162988283539,3.2432985275251993,-0.10465614792411028
core_common,full,10,CORE_LOCAL_R14,55,0.5644773569666289,0.4272438548759605,0.09450823376886712,4.644278403529983,3.474373016546068,0.3824002910703906
core_common,full,10,CORE_LEVEL_RIDGE_R14,55,1.0040388115875931,0.6836236851639658,0.4421465303870371,5.907626878817351,4.1627237741865315,0.9725801215022134
core_common,full,10,CORE_GAP_RIDGE_R14,55,1.1431776428026597,0.7757890896235086,0.5561957689094604,6.86769914795422,4.908263458342821,1.9968624967879895
core_common,full,10,CORE_GAP_ADAPT_R14,55,1.137365260202566,0.74526240506533,0.512784004248255,7.00439329298442,4.982128755390349,2.046162838364144
core_common,full,10,CORE_LEVEL_RF_R14,55,0.5012753070198686,0.40278825788123734,0.10529623668937878,4.451137185006496,3.448984002680541,-0.28899249718182896
core_common,full,10,CORE_GAP_RF_R14,55,0.7658793458224602,0.6073367370370526,0.35877870741217766,5.982763864999405,4.551889071854122,1.8849001249253867
core_common,full,10,INDEPENDENT_BRIDGE,55,0.5667794358180991,0.39499539433261305,-0.013350726872795766,5.001289735452204,3.5681881532396513,0.09999203857644078
core_common,full,11,CORE_LOCAL_R14,54,0.5582420323395231,0.4233620064969429,0.11924371097934151,5.182632376824772,3.8917553899300996,0.5158562513991111
core_common,full,11,CORE_LEVEL_RIDGE_R14,54,1.0137518272303094,0.6919530497860535,0.4688235739252065,6.840818486122895,4.837315204920352,1.4326405973741492
core_common,full,11,CORE_GAP_RIDGE_R14,54,1.1567894614560372,0.7894387503056707,0.5857401945152833,7.981194941868247,5.718293072413677,2.5979144689781055
core_common,full,11,CORE_GAP_ADAPT_R14,54,1.1513085794715263,0.7603062747058019,0.5437719457749102,8.116212715545355,5.744344757384959,2.6171517114895355
core_common,full,11,CORE_LEVEL_RF_R14,54,0.4853899900090707,0.39294922105458496,0.12938485316306145,4.8903074568788965,3.8617873275676713,-0.1653932814876475
core_common,full,11,CORE_GAP_RF_R14,54,0.7698225770276826,0.6143431759101128,0.38699363986027174,6.748054428759204,5.199757438755269,2.3022435004946344
core_common,full,11,INDEPENDENT_BRIDGE,54,0.5834226938199816,0.42582198419960227,0.12234733225363803,5.537610076476601,3.9421901373566453,0.21777027432598534
core_common,full,12,CORE_LOCAL_R14,53,0.5870489784266557,0.44653487631359307,0.13340282770001316,5.75433666975373,4.351661586921229,0.6650435868983351
core_common,full,12,CORE_LEVEL_RIDGE_R14,53,1.044233201473732,0.721502258791817,0.485148294852919,7.8332096271377285,5.551740010936369,1.9176525782608562
core_common,full,12,CORE_GAP_RIDGE_R14,53,1.1892312658450812,0.8246193738133956,0.6050355525442079,9.15226745694384,6.57187589068836,3.230279201813569
core_common,full,12,CORE_GAP_ADAPT_R14,53,1.1840835903334594,0.7962225505365992,0.5644420827776783,9.284698079312644,6.564847594957013,3.219298308523435
core_common,full,12,CORE_LEVEL_RF_R14,53,0.5114366668746181,0.4131175117684752,0.14150048600329324,5.356421882350765,4.28648937465025,-0.03227945093941897
core_common,full,12,CORE_GAP_RF_R14,53,0.8021949745265421,0.6418469374067339,0.4040377478047765,7.55368075100096,5.88174155425029,2.737655712737661
core_common,full,12,INDEPENDENT_BRIDGE,53,0.6248842768453774,0.4655375919635173,0.13332324219825317,6.132721337811158,4.397056219372215,0.3378676094346436
core_common,recent_targets,1,CORE_LOCAL_R14,31,0.15489475977607248,0.12170156868177044,-0.004294141970640638,0.15439453971032135,0.12138378536332857,-0.00412042774253336
core_common,recent_targets,1,CORE_LEVEL_RIDGE_R14,31,0.18023694680171684,0.15856473290714748,0.04057409514169498,0.1796701951851284,0.15813445692801928,0.040555067331275826
core_common,recent_targets,1,CORE_GAP_RIDGE_R14,31,0.1766188045522109,0.15065057494555006,0.029568315497510277,0.176007573613596,0.1502147040347103,0.02955636738974218
core_common,recent_targets,1,CORE_GAP_ADAPT_R14,31,0.18240922251231695,0.15531641181926104,0.03737393316635157,0.18176196253496169,0.1548490032414148,0.03732335339492808
core_common,recent_targets,1,CORE_LEVEL_RF_R14,31,0.1587147901265615,0.12663665168757984,0.025872659515061694,0.15825513565808877,0.12631864307529808,0.025966512615668107
core_common,recent_targets,1,CORE_GAP_RF_R14,31,0.15959100522383274,0.1297194765762715,0.024740321731001002,0.15911971856685134,0.12938924750395395,0.0248326153187721
core_common,recent_targets,1,INDEPENDENT_BRIDGE,31,0.22454759440903632,0.18672030537156056,-0.028297050607042958,0.2238029821286639,0.18622444521621026,-0.02798364233536905
core_common,recent_targets,2,CORE_LOCAL_R14,31,0.15744704592020445,0.12092223305982655,-0.001064467229893408,0.23668433507243958,0.17278606254251241,0.006976600699840717
core_common,recent_targets,2,CORE_LEVEL_RIDGE_R14,31,0.1657223580489974,0.14514849046378114,0.03093560644259788,0.27086532019027826,0.22684168283862732,0.070577723847791
core_common,recent_targets,2,CORE_GAP_RIDGE_R14,31,0.16605431227494558,0.1430494963533923,0.025387218882761665,0.2726659208198835,0.22128702275318168,0.05946961833475855
core_common,recent_targets,2,CORE_GAP_ADAPT_R14,31,0.17186601453523442,0.14874786646759236,0.03212149957126211,0.2861031277673011,0.22942643063490656,0.07286593743095741
core_common,recent_targets,2,CORE_LEVEL_RF_R14,31,0.15239203339923368,0.11930510505887504,0.025460826713140296,0.2303565059064053,0.17800629225394904,0.05987503350525186
core_common,recent_targets,2,CORE_GAP_RF_R14,31,0.15270665202404085,0.12090611658166478,0.02393713918590361,0.23221396532093466,0.18225083122092242,0.05678574754647526
core_common,recent_targets,2,INDEPENDENT_BRIDGE,31,0.19979777465896156,0.15884909107247594,-0.025610522181855316,0.3574335791573405,0.30662960926141775,-0.03675866299945886
core_common,recent_targets,3,CORE_LOCAL_R14,31,0.1679719699390332,0.12415965236517726,0.0044869723189104385,0.3082774306713364,0.22368284138041444,0.028927661832469472
core_common,recent_targets,3,CORE_LEVEL_RIDGE_R14,31,0.1624751604368482,0.1366867220733687,0.023621323014053463,0.3157299144683464,0.2627189097042958,0.08590976420919876
core_common,recent_targets,3,CORE_GAP_RIDGE_R14,31,0.17151888469735788,0.13571970815477513,0.02345307864991234,0.3439578122557557,0.268214270326803,0.08537987889107933
core_common,recent_targets,3,CORE_GAP_ADAPT_R14,31,0.18003143793948595,0.14219288304769007,0.030209400669224153,0.37301382378406467,0.28344175628771856,0.10554590506944814
core_common,recent_targets,3,CORE_LEVEL_RF_R14,31,0.1573402899343829,0.120811157412151,0.025546730902217405,0.26864691018520637,0.20391825671425035,0.09193194693764106
core_common,recent_targets,3,CORE_GAP_RF_R14,31,0.16830976807535425,0.1281758741356547,0.02684140174931596,0.3042869812785417,0.21309932695664574,0.09577189399069454
core_common,recent_targets,3,INDEPENDENT_BRIDGE,31,0.18058646619238883,0.14681329773856192,-0.005700253485176867,0.42302970972182585,0.36457197341100184,-0.032564023679735606
core_common,recent_targets,4,CORE_LOCAL_R14,31,0.17893849095436104,0.13095438540641613,0.01262264213464238,0.4471451409980226,0.3050846199437282,0.07852695708025437
core_common,recent_targets,4,CORE_LEVEL_RIDGE_R14,31,0.17965388838174276,0.15493521569019633,0.07339480260112428,0.3583795817706755,0.2793324092127776,0.1542627081389366
core_common,recent_targets,4,CORE_GAP_RIDGE_R14,31,0.19186069880617082,0.15060408028953215,0.08226121280357393,0.4529642594757821,0.35283871336966305,0.18112793294871302
core_common,recent_targets,4,CORE_GAP_ADAPT_R14,31,0.19047857626964262,0.13733945346271922,0.06443032504607964,0.4991126098111836,0.36384509758548084,0.18557715359763594
core_common,recent_targets,4,CORE_LEVEL_RF_R14,31,0.19162886588090952,0.1544518512996833,0.06803507824131452,0.3393843745413474,0.2656076285267197,0.17364450440817641
core_common,recent_targets,4,CORE_GAP_RF_R14,31,0.2143805711288029,0.16420872774173934,0.08421205802345237,0.43753131166892756,0.30913606702979757,0.20500227100546495
core_common,recent_targets,4,INDEPENDENT_BRIDGE,31,0.17421860024305452,0.1425308166441056,-0.011110855588603889,0.505467267577163,0.4222001223660921,-0.014603126049407403
core_common,recent_targets,5,CORE_LOCAL_R14,31,0.18815015073147312,0.13440065550365177,0.02305415375087331,0.6517889545821809,0.4227779012023345,0.16079621211691097
core_common,recent_targets,5,CORE_LEVEL_RIDGE_R14,31,0.17581374618199627,0.14735105103963955,0.06526639606538151,0.4254790501147654,0.3070037244158953,0.2162123082681739
core_common,recent_targets,5,CORE_GAP_RIDGE_R14,31,0.19126086497834846,0.14434445606677163,0.08095167277300315,0.5977933576028635,0.44523456929641614,0.28289516477739135
core_common,recent_targets,5,CORE_GAP_ADAPT_R14,31,0.19951542624331953,0.14382468257298645,0.06866830377776155,0.6966329374424951,0.46414824981632835,0.286652154408068
core_common,recent_targets,5,CORE_LEVEL_RF_R14,31,0.1855164108547366,0.14554448854575083,0.07209998278458593,0.4659894642769278,0.34788264780395267,0.2752955316018759
core_common,recent_targets,5,CORE_GAP_RF_R14,31,0.220640315825268,0.16217419922616375,0.09570065450537076,0.6472126740298114,0.43335678760343055,0.34609140236527236
core_common,recent_targets,5,INDEPENDENT_BRIDGE,31,0.2231181564120637,0.15702750550694486,-0.016872638283044205,0.660318102063997,0.550134058342463,0.015093381023317766
core_common,recent_targets,6,CORE_LOCAL_R14,31,0.2019635754124122,0.1442333798358105,0.035080394261835623,0.8998538558696638,0.5464749456728841,0.28214908301980457
core_common,recent_targets,6,CORE_LEVEL_RIDGE_R14,31,0.1681121577541746,0.13443555583513656,0.0588944227068541,0.4984525947510826,0.3406599263970744,0.2787575809522309
core_common,recent_targets,6,CORE_GAP_RIDGE_R14,31,0.19218886545105998,0.14523257080707924,0.08173664542973332,0.751655694164321,0.5643458788316335,0.3988001286653472
core_common,recent_targets,6,CORE_GAP_ADAPT_R14,31,0.2144910747636869,0.15598955117198376,0.07934155962786081,0.9527158660402647,0.6198742075344803,0.43485492777755824
core_common,recent_targets,6,CORE_LEVEL_RF_R14,31,0.18280998430466092,0.1407176311201974,0.0770619094336512,0.6299335532856808,0.45275141782873796,0.40681107385269655
core_common,recent_targets,6,CORE_GAP_RF_R14,31,0.24175263572498193,0.16673278519636828,0.10962670903533274,0.9774197685644714,0.617651663043537,0.5386154808364758
core_common,recent_targets,6,INDEPENDENT_BRIDGE,31,0.2353110866783148,0.18504997579658683,0.006830432317399949,0.8236366777463148,0.7201529059379109,0.04947649412857654
core_common,recent_targets,7,CORE_LOCAL_R14,31,0.22287776732931536,0.15611217455223966,0.04944717403711424,1.194837872332736,0.7138437581885254,0.4398348339489807
core_common,recent_targets,7,CORE_LEVEL_RIDGE_R14,31,0.2088888762267719,0.1793331587907688,0.14115593479935679,0.5962078515256279,0.44374608659546805,0.4152788737960351
core_common,recent_targets,7,CORE_GAP_RIDGE_R14,31,0.2574135591872456,0.20296110209831822,0.17354442360046732,0.9830409971932572,0.7456970758605256,0.6180998623976526
core_common,recent_targets,7,CORE_GAP_ADAPT_R14,31,0.2473545397746888,0.1825639036874436,0.128765965072508,1.2652951110811028,0.8243335137666661,0.6590812120456083
core_common,recent_targets,7,CORE_LEVEL_RF_R14,31,0.27084207061857024,0.2009516213253318,0.17370346253039062,0.9078404314242738,0.6620055280483728,0.6479942385258588
core_common,recent_targets,7,CORE_GAP_RF_R14,31,0.3753838388338044,0.26024766325598025,0.2358566332612771,1.5284237742923048,0.9369582336457503,0.902912056332127
core_common,recent_targets,7,INDEPENDENT_BRIDGE,31,0.22090795218487586,0.17712279678994025,-0.01887175273570763,0.9458583774331112,0.8030388338391562,0.021938835020892295
core_common,recent_targets,8,CORE_LOCAL_R14,31,0.2496243051847554,0.17122823237256415,0.06780724547937819,1.5809581451741879,0.9461479894813417,0.650434019717486
core_common,recent_targets,8,CORE_LEVEL_RIDGE_R14,31,0.22370409513379771,0.1870745838642634,0.14417974560746497,0.7668054858445092,0.60979266722971,0.5869767873641862
core_common,recent_targets,8,CORE_GAP_RIDGE_R14,31,0.27603945606458286,0.2130632477353787,0.18552937528387736,1.3000097618065738,0.9617237138194101,0.88908080083089
core_common,recent_targets,8,CORE_GAP_ADAPT_R14,31,0.2639505498265559,0.1894310087365908,0.1425606805395771,1.6569386602104157,1.0676769775701669,0.9373984122930745
core_common,recent_targets,8,CORE_LEVEL_RF_R14,31,0.28025201222214213,0.2109752576861616,0.18541282464575187,1.2309281451454175,0.9167416588678869,0.9105083592768501
core_common,recent_targets,8,CORE_GAP_RF_R14,31,0.3941518830140623,0.2793304161144694,0.25688424629987133,2.1257141611917674,1.323736868214131,1.3192509593901967
core_common,recent_targets,8,INDEPENDENT_BRIDGE,31,0.2414701924458868,0.19871557702396195,-0.026029498642574405,1.077745620185069,0.8674589683436424,0.02647368642859645
core_common,recent_targets,9,CORE_LOCAL_R14,31,0.2785475645797854,0.18506250892075018,0.08918823426144333,2.090199469356225,1.2342787336380183,0.9325536785305053
core_common,recent_targets,9,CORE_LEVEL_RIDGE_R14,31,0.23006850039771354,0.18456744109206594,0.15098394274565619,1.0681814256808608,0.8182984565736188,0.8146080424311841
core_common,recent_targets,9,CORE_GAP_RIDGE_R14,31,0.2945047046136987,0.2181437828386908,0.20047728117656646,1.7789269867492268,1.2686234902856242,1.2296689094172795
core_common,recent_targets,9,CORE_GAP_ADAPT_R14,31,0.28650003314375655,0.1976559796972345,0.1602416735561087,2.179385703663331,1.3700080662778842,1.2829350855548365
core_common,recent_targets,9,CORE_LEVEL_RF_R14,31,0.30078306682882633,0.23552821085011819,0.1965989825829079,1.6470229867745805,1.2316140689930732,1.2247607735046768
core_common,recent_targets,9,CORE_GAP_RF_R14,31,0.43782153335418167,0.3163081757399986,0.28048481515166496,2.876815102286732,1.8251959755192813,1.824036320004066
core_common,recent_targets,9,INDEPENDENT_BRIDGE,31,0.2369505520409813,0.1797471774329466,0.025459785027510583,1.2926440769447043,1.0386077132182587,0.1671692343831142
core_common,recent_targets,10,CORE_LOCAL_R14,31,0.30608125605898057,0.2050542029211298,0.111770710515848,2.672203095566214,1.597720674630634,1.2727554275912278
core_common,recent_targets,10,CORE_LEVEL_RIDGE_R14,31,0.3286470741809789,0.26232538074442435,0.24018093963315754,1.480889716517177,1.1501582803782724,1.1501582803782724
core_common,recent_targets,10,CORE_GAP_RIDGE_R14,31,0.41131482375547895,0.3103737295344444,0.3004090820896533,2.4005138467985048,1.6978482597356044,1.6978482597356044
core_common,recent_targets,10,CORE_GAP_ADAPT_R14,31,0.38165725535930517,0.25621348273767613,0.22338820930364361,2.8497510672897746,1.7736630446203296,1.7300800591066032
core_common,recent_targets,10,CORE_LEVEL_RF_R14,31,0.3596261873650887,0.2911979134644717,0.26819189880730504,2.107391193248053,1.6240419068525127,1.6240419068525127
core_common,recent_targets,10,CORE_GAP_RF_R14,31,0.5045830307391562,0.37212892712206946,0.35132709540906837,3.671782758030186,2.4223368652112343,2.4197501046544003
core_common,recent_targets,10,INDEPENDENT_BRIDGE,31,0.19486275446649584,0.14752728773015603,-0.014780140591199904,1.497833758687297,1.149745229400179,0.29431785274158034
core_common,recent_targets,11,CORE_LOCAL_R14,31,0.33449483832577803,0.22334882349802354,0.1348569683634821,3.2654904353870347,1.9912426078781604,1.6536394476708065
core_common,recent_targets,11,CORE_LEVEL_RIDGE_R14,31,0.38227238236255046,0.28847308520255394,0.26705241848045214,2.0147546833181793,1.533735659264153,1.533735659264153
core_common,recent_targets,11,CORE_GAP_RIDGE_R14,31,0.4825262912190931,0.34926682047616053,0.33841229283727453,3.1701807493237864,2.2481766270027257,2.2481766270027257
core_common,recent_targets,11,CORE_GAP_ADAPT_R14,31,0.4591246219468504,0.29851992749574374,0.2653063111604959,3.6150914278570423,2.261958682000288,2.250088362876673
core_common,recent_targets,11,CORE_LEVEL_RF_R14,31,0.3689277652772661,0.30147430144646115,0.2837829353196278,2.556207067985864,2.0381963097054725,2.03783184731208
core_common,recent_targets,11,CORE_GAP_RF_R14,31,0.5471404194312346,0.40366758618727305,0.38674323437402197,4.521837057496717,3.0936299004112007,3.0878407160081083
core_common,recent_targets,11,INDEPENDENT_BRIDGE,31,0.2408348448396873,0.18249903874668089,0.04409697795495505,1.7052809497901509,1.3193429436848898,0.4172776507577011
core_common,recent_targets,12,CORE_LOCAL_R14,31,0.39343828265670805,0.2636569901117799,0.175124640888112,3.952123382305425,2.4781544754718423,2.110447782249979
core_common,recent_targets,12,CORE_LEVEL_RIDGE_R14,31,0.4872269514680274,0.34326035808072014,0.3207217588050137,2.914957010340709,2.0733759603374815,2.0733759603374815
core_common,recent_targets,12,CORE_GAP_RIDGE_R14,31,0.6056064137356373,0.4151112868673723,0.40402494700678165,4.310250501993268,2.9821883051336453,2.9821883051336453
core_common,recent_targets,12,CORE_GAP_ADAPT_R14,31,0.5881087532866703,0.3665618793296238,0.3346232083736828,4.726625361342322,2.956894764480305,2.950137097686252
core_common,recent_targets,12,CORE_LEVEL_RF_R14,31,0.40061677874518387,0.3315819925394119,0.3125078742563655,3.0591236849474,2.496693170517057,2.496693170517057
core_common,recent_targets,12,CORE_GAP_RF_R14,31,0.6178406449716977,0.4543262168387299,0.4385290195298412,5.541944745143326,3.871609399386561,3.8709687660116767
core_common,recent_targets,12,INDEPENDENT_BRIDGE,31,0.4373446233284642,0.3026878166912192,0.18248366045564973,2.217140784402716,1.659321868795348,0.7124920626622898
core_common,recent_origins,1,CORE_LOCAL_R14,30,0.13942203806869044,0.11239960990004076,-0.01779595777411736,0.13900084325889359,0.11212448834274384,-0.01756319853331349
core_common,recent_origins,1,CORE_LEVEL_RIDGE_R14,30,0.17632624375451017,0.15476313061303865,0.032839471588737804,0.17577469290047137,0.15434896457427172,0.03285026199097013
