scope,sample,h,model,n_intended_origins,n_available_targets,n_own_forecasts,n_common,yy_n,yy_rmse,yy_mae,yy_bias,mm_n,mm_rmse,mm_mae,mm_bias,cumulative_log_n,cumulative_log_rmse,cumulative_log_mae,cumulative_log_bias
primary_common,full,1,CORE_LOCAL_R14,90,89,88,73,73,0.93793023092653,0.5667047582627114,-0.074888193328879,73,0.7153438475751224,0.39269337714092767,-0.07017701882908309,73,0.7006147215973545,0.3890849279967079,-0.06675697862263331
primary_common,full,1,CORE_LEVEL_RIDGE_R14,90,89,73,73,73,0.9331340208838705,0.558366371167364,-0.08355091071078444,73,0.7144689710636339,0.38673546901188566,-0.07843963484960843,73,0.6994473710069413,0.38320306984335,-0.07514752398253195
primary_common,full,1,CORE_GAP_RIDGE_R14,90,89,73,73,73,0.9294787182199086,0.5642401409141529,-0.037066812210493426,73,0.7093954782581665,0.38072445380710135,-0.03683240678853542,73,0.694806357750158,0.37726094033005647,-0.0338498246614829
primary_common,full,1,CORE_GAP_ADAPT_R14,90,89,73,73,73,0.9267507729875651,0.5679305937012721,-0.020451888682516253,73,0.706400656028691,0.3845055578232013,-0.021725212924140376,73,0.6920367064452054,0.3810284199239801,-0.018813755272865114
primary_common,full,1,CORE_LEVEL_RF_R14,90,89,73,73,73,0.9525274003777073,0.5681684786573895,-0.11526613775964659,73,0.7278002391586555,0.39992489792802366,-0.10642181234159276,73,0.7126424020072086,0.3961831181933057,-0.10275429603375866
primary_common,full,1,CORE_GAP_RF_R14,90,89,73,73,73,0.9327453828667762,0.5647460695864688,-0.024531738905908016,73,0.708154662511005,0.3874218314218385,-0.02536859372469989,73,0.6939777915339692,0.3838984628261267,-0.022376670800641256
primary_common,full,1,INDEPENDENT_BRIDGE,90,89,88,73,73,0.9832597853878086,0.5962548538334208,-0.10335130224161913,73,0.7459564413748576,0.41141059709420724,-0.09682139516260863,73,0.7304444433325422,0.4076719229273841,-0.09355524966948107
primary_common,full,1,RF_U_FX,90,89,89,73,73,1.0579176882398789,0.6685671005782877,-0.0705304909961342,73,0.8468760221206714,0.49751888121579424,-0.06670088215877941,73,0.8293559564351994,0.49248714740738997,-0.062181816311425
primary_common,full,1,BVAR_U_FX,90,89,89,73,73,1.022084056923663,0.6590675729905893,-0.21290830043240783,73,0.8272165032912863,0.47933145118784676,-0.2015505194203515,73,0.8091371070876862,0.4745023265972693,-0.19704369063744806
primary_common,full,1,NAIVE,90,89,89,73,73,1.1232487583115944,0.7579324688340375,-0.07273462906015671,73,0.9368380779538351,0.59638079544935,-0.053733712008980916,73,0.9184590401442984,0.5899965489332885,-0.05037660009821664
primary_common,full,1,LAST_YOY_RW,90,89,89,73,73,1.7174173230575327,1.1723527980822608,0.039812733392921726,73,1.008749823622247,0.6710351272137728,0.021290192486085786,73,0.9909862392825681,0.6641447875163718,0.02122251480267247
primary_common,full,2,CORE_LOCAL_R14,90,88,86,72,72,1.3343587458166668,0.8551451787530016,-0.13262884436419112,72,0.7334670219441327,0.41821350405716373,-0.053782880610099976,72,1.0130474458845136,0.6540925541167594,-0.11552281234339806
primary_common,full,2,CORE_LEVEL_RIDGE_R14,90,88,72,72,72,1.32186822756674,0.8648864550185008,-0.15219421357508314,72,0.7295470523334863,0.4074862840420159,-0.06356184812339818,72,1.0061204295455732,0.6500634833397165,-0.13532304980198281
primary_common,full,2,CORE_GAP_RIDGE_R14,90,88,72,72,72,1.319043175902497,0.8708693949640376,-0.05819984488417648,72,0.7295827999930037,0.4094753229418623,-0.021398096617425533,72,1.0001076942286977,0.6563038919613994,-0.05162345627810548
primary_common,full,2,CORE_GAP_ADAPT_R14,90,88,72,72,72,1.3213879461225808,0.8802983754857705,-0.025262854527265018,72,0.734133380818319,0.41892399877734043,-0.006333535372793815,72,1.0030133968734312,0.6724654080130951,-0.021640907374588608
primary_common,full,2,CORE_LEVEL_RF_R14,90,88,72,72,72,1.3563697745169627,0.8623725851866662,-0.2147221864442112,72,0.7353627453056188,0.4175583593941892,-0.09072978243011952,72,1.0324089962671965,0.6540805415609035,-0.1889392404476544
primary_common,full,2,CORE_GAP_RF_R14,90,88,72,72,72,1.3216825747088514,0.8792516630536847,-0.03098006334989314,72,0.7281428369163899,0.42010216776639364,-0.008654289699647112,72,0.9970803416358295,0.6693360755310337,-0.02614950791114872
primary_common,full,2,INDEPENDENT_BRIDGE,90,88,86,72,72,1.3906464830859828,0.9039937451672899,-0.18321610758385762,72,0.739950695759001,0.4157805503232604,-0.07603758191699589,72,1.0535633484271478,0.667530355547025,-0.1644353215221622
primary_common,full,2,RF_U_FX,90,88,88,72,72,1.5603557440052842,1.0470492385235575,-0.1494660739632333,72,0.8324727452926852,0.5037826468894836,-0.0735390613525159,72,1.2643573970878135,0.8472689140137706,-0.12747287727733703
primary_common,full,2,BVAR_U_FX,90,88,88,72,72,1.6127378925391311,1.0449057267038775,-0.4799639234274598,72,0.8881629617466053,0.5088112175495143,-0.25057251378997347,72,1.3268461732525216,0.8245163142739366,-0.44189464101045334
primary_common,full,2,NAIVE,90,88,88,72,72,1.7510902206256018,1.2431265081331293,-0.1480198191398041,72,0.9430342812481813,0.6019208697771187,-0.051737021288966734,72,1.4785304122112186,1.0424936942329144,-0.10160289287745737
primary_common,full,2,LAST_YOY_RW,90,88,88,72,72,2.3882022870573856,1.6093697633240964,0.057984857890838085,72,1.0156899507385466,0.6792805215418474,0.02266042759828699,72,1.5805405176313452,1.0879616027561605,0.046636320964443444
primary_common,full,3,CORE_LOCAL_R14,90,87,84,71,71,1.62385687930303,1.0964835529944688,-0.25576984895934757,71,0.8696918992772686,0.4895677765695491,-0.10564177172690539,71,1.424869484798748,0.9913977127069867,-0.2242190723128892
primary_common,full,3,CORE_LEVEL_RIDGE_R14,90,87,71,71,71,1.5967250407092486,1.099797823683656,-0.28915401896567816,71,0.8650757718928962,0.4651858520339955,-0.11708945469073821,71,1.4070839328602758,0.98984704539063,-0.25884486014214003
primary_common,full,3,CORE_GAP_RIDGE_R14,90,87,71,71,71,1.591818387360918,1.1054372996311195,-0.14706686554868081,71,0.8634523894619586,0.47071179755830994,-0.07448114494528132,71,1.398138682390721,0.9860379751903401,-0.13194509399247487
primary_common,full,3,CORE_GAP_ADAPT_R14,90,87,71,71,71,1.6062822958203182,1.1334120126395475,-0.09820274498626518,71,0.8696682733047901,0.4841424737640596,-0.059519590914354145,71,1.4122838220697316,1.0191976692119147,-0.08728042011955717
primary_common,full,3,CORE_LEVEL_RF_R14,90,87,71,71,71,1.6574591283181375,1.0814419639524309,-0.3813215182405103,71,0.8741465253800683,0.4809417156851264,-0.14348021826735494,71,1.4528771334267336,0.9721909616985093,-0.33704981642804327
primary_common,full,3,CORE_GAP_RF_R14,90,87,71,71,71,1.5986976219206608,1.1224614963455946,-0.10327540837888753,71,0.8647649861682004,0.48899223241307993,-0.06058162922076276,71,1.3989539082499414,1.0103013866334951,-0.09030296301392485
primary_common,full,3,INDEPENDENT_BRIDGE,90,87,84,71,71,1.6452595467136604,1.1359843448023643,-0.2881900227795138,71,0.8595393157483142,0.48415111145533685,-0.09087802415399969,71,1.4249456646742809,1.0191332136472966,-0.25957818579967606
primary_common,full,3,RF_U_FX,90,87,87,71,71,1.9126895318465675,1.3323864882545937,-0.23533012279173363,71,0.8203806290610238,0.49307740011236695,-0.06937608625137885,71,1.6884200250164618,1.1987690138088378,-0.19778899927787857
