origin,target,h,model,mm_forecast,mm_actual,cumulative_log_forecast,cumulative_log_actual
2021-05,2022-01,8,CORE_GAP_RIDGE_R14,0.5317185509959924,1.7,2.0608847703216457,8.447813940154417
2021-05,2022-02,9,CORE_GAP_RIDGE_R14,0.4584302122220836,0.9,2.518267391674906,9.343788077301607
2021-05,2022-03,10,CORE_GAP_RIDGE_R14,0.10917816953980833,0.7,2.627386005195367,10.041349450944132
2021-05,2022-04,11,CORE_GAP_RIDGE_R14,0.5593928754634568,1.5,3.1852200891903526,11.530210700319197
2021-05,2022-05,12,CORE_GAP_RIDGE_R14,0.33603713401911667,1.4,3.520693880107505,12.920501217218339
2021-05,2021-06,1,CORE_LEVEL_RF_R14,0.26053856040310597,0.9,0.26019974706116333,0.8959741371471904
2021-05,2021-07,2,CORE_LEVEL_RF_R14,0.6220686756915025,1.5,0.8803415623674691,2.384835386522256
2021-05,2021-08,3,CORE_LEVEL_RF_R14,0.1422297295227164,1.0,1.0224702412151048,3.379868471839064
2021-05,2021-09,4,CORE_LEVEL_RF_R14,-0.44349208729813644,0.2,0.5779918104423157,3.5796687381063697
2021-05,2021-10,5,CORE_LEVEL_RF_R14,0.4726150729246264,1.3,1.0494935647607955,4.871291264761003
2021-05,2021-11,6,CORE_LEVEL_RF_R14,0.0305155358977462,1.1,1.0800044456158695,5.965285268594439
2021-05,2021-12,7,CORE_LEVEL_RF_R14,0.20285137730306269,0.8,1.2826503573255013,6.762102233512127
2021-05,2022-01,8,CORE_LEVEL_RF_R14,0.47721157903472383,1.7,1.7587268915156353,8.447813940154417
2021-05,2022-02,9,CORE_LEVEL_RF_R14,0.4039629762315536,0.9,2.1618761280516123,9.343788077301607
2021-05,2022-03,10,CORE_LEVEL_RF_R14,0.012318500459636181,0.7,2.174193869846284,10.041349450944132
2021-05,2022-04,11,CORE_LEVEL_RF_R14,0.4620976054900583,1.5,2.6352270821154806,11.530210700319197
2021-05,2022-05,12,CORE_LEVEL_RF_R14,0.23895796973751435,1.4,2.873900001306844,12.920501217218339
2021-05,2021-06,1,CORE_LEVEL_RIDGE_R14,0.23296679858051542,0.9,0.23269585166362214,0.8959741371471904
2021-05,2021-07,2,CORE_LEVEL_RIDGE_R14,0.5943974926771494,1.5,0.8253337715723865,2.384835386522256
2021-05,2021-08,3,CORE_LEVEL_RIDGE_R14,0.11469050276280733,1.0,0.939958555022481,3.379868471839064
2021-05,2021-09,4,CORE_LEVEL_RIDGE_R14,-0.4379212534057912,0.2,0.5010756178570575,3.5796687381063697
2021-05,2021-10,5,CORE_LEVEL_RIDGE_R14,0.47823716896873025,1.3,0.9781728657829024,4.871291264761003
2021-05,2021-11,6,CORE_LEVEL_RIDGE_R14,0.03611289359840775,1.1,1.0142792402453418,5.965285268594439
2021-05,2021-12,7,CORE_LEVEL_RIDGE_R14,0.21830156909448417,0.8,1.2323428776739336,6.762102233512127
2021-05,2022-01,8,CORE_LEVEL_RIDGE_R14,0.4927040741905549,1.7,1.723837137583028,8.447813940154417
2021-05,2022-02,9,CORE_LEVEL_RIDGE_R14,0.4194441772480841,0.9,2.142404099837965,9.343788077301607
2021-05,2022-03,10,CORE_LEVEL_RIDGE_R14,0.06936089291748879,0.7,2.211740949205361,10.041349450944132
2021-05,2022-04,11,CORE_LEVEL_RIDGE_R14,0.5193965311091572,1.5,2.729793269047281,11.530210700319197
2021-05,2022-05,12,CORE_LEVEL_RIDGE_R14,0.29612962684743005,1.4,3.025485295811368,12.920501217218339
2021-05,2021-06,1,CORE_LOCAL_R14,0.3048392996112396,0.9,0.3043756067247358,0.8959741371471904
2021-05,2021-07,2,CORE_LOCAL_R14,0.6665291592176223,1.5,0.9686932816946138,2.384835386522256
2021-05,2021-08,3,CORE_LOCAL_R14,0.18647819324202752,1.0,1.154997820205822,3.379868471839064
2021-05,2021-09,4,CORE_LOCAL_R14,-0.41284036898626125,0.2,0.7413029126371534,3.5796687381063697
2021-05,2021-10,5,CORE_LOCAL_R14,0.5035488447075138,1.3,1.2435881901597534,4.871291264761003
2021-05,2021-11,6,CORE_LOCAL_R14,0.06131319291768275,1.1,1.3048825942189477,5.965285268594439
2021-05,2021-12,7,CORE_LOCAL_R14,0.23059174361924725,0.8,1.5352088830765906,6.762102233512127
2021-05,2022-01,8,CORE_LOCAL_R14,0.5050278998012458,1.7,2.0389657944147355,8.447813940154417
2021-05,2022-02,9,CORE_LOCAL_R14,0.4317590187021392,0.9,2.469795408098723,9.343788077301607
2021-05,2022-03,10,CORE_LOCAL_R14,0.012102878744702394,0.7,2.481897554504145,10.041349450944132
2021-05,2022-04,11,CORE_LOCAL_R14,0.4618810140731577,1.5,2.942715171384091,11.530210700319197
2021-05,2022-05,12,CORE_LOCAL_R14,0.23874185939886128,1.4,3.1811724951862046,12.920501217218339
2021-06,2021-07,1,CORE_GAP_ADAPT_R14,0.5990264983798221,1.5,0.5972394676250509,1.4888612493750655
2021-06,2021-08,2,CORE_GAP_ADAPT_R14,0.11929743401156133,1.0,0.7164657987914318,2.483894334691874
2021-06,2021-09,3,CORE_GAP_ADAPT_R14,-0.47961925087002855,0.2,0.23569268387793582,2.6836946009591798
2021-06,2021-10,4,CORE_GAP_ADAPT_R14,0.5438475022953729,1.3,0.7780666756637199,3.9753171276138124
2021-06,2021-11,5,CORE_GAP_ADAPT_R14,0.10143452837802014,1.1,0.8794497939860982,5.0693111314472485
2021-06,2021-12,6,CORE_GAP_ADAPT_R14,0.27078095427832244,0.8,1.149864797106925,5.866128096364936
2021-06,2022-01,7,CORE_GAP_ADAPT_R14,0.43197227257331317,1.7,1.5809067476521306,7.551839803007226
2021-06,2022-02,8,CORE_GAP_ADAPT_R14,0.35875664954673114,0.9,1.939021400543179,8.447813940154417
2021-06,2022-03,9,CORE_GAP_ADAPT_R14,-0.06059444853205248,0.7,1.8784085861556614,9.145375313796942
2021-06,2022-04,10,CORE_GAP_ADAPT_R14,0.5771612341497253,1.5,2.4539106259443075,10.634236563172006
2021-06,2022-05,11,CORE_GAP_ADAPT_R14,0.3722123723549345,1.4,2.825432002166513,12.024527080071149
2021-06,2022-06,12,CORE_GAP_ADAPT_R14,0.4199393139896696,1.5,3.244492031799949,13.513388329446213
2021-06,2021-07,1,CORE_GAP_RF_R14,0.5834480608632164,1.5,0.5817525942461723,1.4888612493750655
2021-06,2021-08,2,CORE_GAP_RF_R14,0.10379328577502414,1.0,0.6854920520336747,2.483894334691874
2021-06,2021-09,3,CORE_GAP_RF_R14,-0.49503065281986836,0.2,0.18923206374130036,2.6836946009591798
2021-06,2021-10,4,CORE_GAP_RF_R14,0.4850663563891473,1.3,0.6731257638584124,3.9753171276138124
2021-06,2021-11,5,CORE_GAP_RF_R14,0.04291203123267514,1.1,0.7160285905121186,5.0693111314472485
2021-06,2021-12,6,CORE_GAP_RF_R14,0.2121594518013054,0.8,0.9279633019642732,5.866128096364936
2021-06,2022-01,7,CORE_GAP_RF_R14,0.4496946134392238,1.7,1.3766498103097145,7.551839803007226
2021-06,2022-02,8,CORE_GAP_RF_R14,0.37646607069993854,0.9,1.7524090210009988,8.447813940154417
2021-06,2022-03,9,CORE_GAP_RF_R14,-0.0429590265539532,0.7,1.709440764413717,9.145375313796942
2021-06,2022-04,10,CORE_GAP_RF_R14,0.5464025195513441,1.5,2.254355920931089,10.634236563172006
2021-06,2022-05,11,CORE_GAP_RF_R14,0.3415163356395821,1.4,2.59529041388202,12.024527080071149
2021-06,2022-06,12,CORE_GAP_RF_R14,0.38922868132272764,1.5,2.9837635602441814,13.513388329446213
2021-06,2021-07,1,CORE_GAP_RIDGE_R14,0.5990264983798221,1.5,0.5972394676250509,1.4888612493750655
2021-06,2021-08,2,CORE_GAP_RIDGE_R14,0.11929743401156133,1.0,0.7164657987914318,2.483894334691874
2021-06,2021-09,3,CORE_GAP_RIDGE_R14,-0.47961925087002855,0.2,0.23569268387793582,2.6836946009591798
2021-06,2021-10,4,CORE_GAP_RIDGE_R14,0.5438475022953729,1.3,0.7780666756637199,3.9753171276138124
2021-06,2021-11,5,CORE_GAP_RIDGE_R14,0.10143452837802014,1.1,0.8794497939860982,5.0693111314472485
2021-06,2021-12,6,CORE_GAP_RIDGE_R14,0.27078095427832244,0.8,1.149864797106925,5.866128096364936
2021-06,2022-01,7,CORE_GAP_RIDGE_R14,0.43197227257331317,1.7,1.5809067476521306,7.551839803007226
2021-06,2022-02,8,CORE_GAP_RIDGE_R14,0.35875664954673114,0.9,1.939021400543179,8.447813940154417
2021-06,2022-03,9,CORE_GAP_RIDGE_R14,-0.06059444853205248,0.7,1.8784085861556614,9.145375313796942
2021-06,2022-04,10,CORE_GAP_RIDGE_R14,0.5771612341497253,1.5,2.4539106259443075,10.634236563172006
2021-06,2022-05,11,CORE_GAP_RIDGE_R14,0.3722123723549345,1.4,2.825432002166513,12.024527080071149
2021-06,2022-06,12,CORE_GAP_RIDGE_R14,0.4199393139896696,1.5,3.244492031799949,13.513388329446213
2021-06,2021-07,1,CORE_LEVEL_RF_R14,0.5648880961796473,1.5,0.5632985865314374,1.4888612493750655
2021-06,2021-08,2,CORE_LEVEL_RF_R14,0.08532182845382498,1.0,0.6485840366042048,2.483894334691874
2021-06,2021-09,3,CORE_LEVEL_RF_R14,-0.5133916133211011,0.2,0.13387004059709556,2.6836946009591798
2021-06,2021-10,4,CORE_LEVEL_RF_R14,0.48959368748967175,1.3,0.6222691157702488,3.9753171276138124
2021-06,2021-11,5,CORE_LEVEL_RF_R14,0.04741944117376685,1.1,0.6696773174799965,5.0693111314472485
2021-06,2021-12,6,CORE_LEVEL_RF_R14,0.21667448714524162,0.8,0.8861174039881925,5.866128096364936
2021-06,2022-01,7,CORE_LEVEL_RF_R14,0.42838634264023456,1.7,1.3135887844535854,7.551839803007226
2021-06,2022-02,8,CORE_LEVEL_RF_R14,0.35517333378211147,0.9,1.6681328672648215,8.447813940154417
2021-06,2022-03,9,CORE_LEVEL_RF_R14,-0.06416279133914637,0.7,1.6039494827974912,9.145375313796942
2021-06,2022-04,10,CORE_LEVEL_RF_R14,0.5079151781147841,1.5,2.1105791228958113,10.634236563172006
2021-06,2022-05,11,CORE_LEVEL_RF_R14,0.3031074209226087,1.4,2.41322809942769,12.024527080071149
2021-06,2022-06,12,CORE_LEVEL_RF_R14,0.3508015031841595,1.5,2.7634157293707986,13.513388329446213
2021-06,2021-07,1,CORE_LEVEL_RIDGE_R14,0.5667606681310164,1.5,0.5651606226286182,1.4888612493750655
2021-06,2021-08,2,CORE_LEVEL_RIDGE_R14,0.08718547062504156,1.0,0.6523081087985666,2.483894334691874
2021-06,2021-09,3,CORE_LEVEL_RIDGE_R14,-0.5115391195140819,0.2,0.13945614888863808,2.6836946009591798
2021-06,2021-10,4,CORE_LEVEL_RIDGE_R14,0.5104431604052411,1.3,0.6486009645276247,3.9753171276138124
2021-06,2021-11,5,CORE_LEVEL_RIDGE_R14,0.0681771722518558,1.1,0.7167549067032056,5.0693111314472485
2021-06,2021-12,6,CORE_LEVEL_RIDGE_R14,0.237467335078393,0.8,0.953940733677235,5.866128096364936
2021-06,2022-01,7,CORE_LEVEL_RIDGE_R14,0.40616377570672046,1.7,1.3592818910200484,7.551839803007226
2021-06,2022-02,8,CORE_LEVEL_RIDGE_R14,0.33296696725815295,0.9,1.691695750708705,8.447813940154417
2021-06,2022-03,9,CORE_LEVEL_RIDGE_R14,-0.08627636811065023,0.7,1.6053821431187953,9.145375313796942
2021-06,2022-04,10,CORE_LEVEL_RIDGE_R14,0.5494743697791731,1.5,2.1533524097414416,10.634236563172006
2021-06,2022-05,11,CORE_LEVEL_RIDGE_R14,0.34458192627328377,1.4,2.4973420127976467,12.024527080071149
2021-06,2022-06,12,CORE_LEVEL_RIDGE_R14,0.39229572964339066,1.5,2.8888702692650825,13.513388329446213
2021-06,2021-07,1,CORE_LOCAL_R14,0.6399618294853819,1.5,0.6379227686198639,1.4888612493750655
2021-06,2021-08,2,CORE_LOCAL_R14,0.1600375557917985,1.0,0.7978324007810577,2.483894334691874
2021-06,2021-09,3,CORE_LOCAL_R14,-0.43912283773841,0.2,0.3577425868623748,2.6836946009591798
2021-06,2021-10,4,CORE_LOCAL_R14,0.4770245277998102,1.3,0.8336329580349605,3.9753171276138124
2021-06,2021-11,5,CORE_LOCAL_R14,0.03490558829238896,1.1,0.8685324557441407,5.0693111314472485
2021-06,2021-12,6,CORE_LOCAL_R14,0.20413946397524912,0.8,1.0724638382517693,5.866128096364936
2021-06,2022-01,7,CORE_LOCAL_R14,0.47850319254985296,1.7,1.5498258432398997,7.551839803007226
2021-06,2022-02,8,CORE_LOCAL_R14,0.40525364815123194,0.9,1.9542605505738737,8.447813940154417
2021-06,2022-03,9,CORE_LOCAL_R14,-0.014291738578319418,0.7,1.9399677906292812,9.145375313796942
2021-06,2022-04,10,CORE_LOCAL_R14,0.4353676938989754,1.5,2.3743905011592132,10.634236563172006
2021-06,2022-05,11,CORE_LOCAL_R14,0.23070776872088405,1.4,2.604832548122704,12.024527080071149
2021-06,2022-06,12,CORE_LOCAL_R14,0.27836742498052325,1.5,2.882813248497426,13.513388329446213
2021-07,2021-08,1,CORE_GAP_ADAPT_R14,0.07713096548607236,1.0,0.0771012348435938,0.9950330853168083
2021-07,2021-09,2,CORE_GAP_ADAPT_R14,-0.5215334782972507,0.2,-0.4457969763926892,1.1948333515841139
2021-07,2021-10,3,CORE_GAP_ADAPT_R14,0.3938555543155048,1.3,-0.05271500253770352,2.486455878238747
2021-07,2021-11,4,CORE_GAP_ADAPT_R14,0.11923611766786367,1.1,0.06645008532789,3.5804498820721835
2021-07,2021-12,5,CORE_GAP_ADAPT_R14,0.2886126593755546,0.8,0.3546470579919319,4.377266846989871
2021-07,2022-01,6,CORE_GAP_ADAPT_R14,0.5632076796011682,1.7,0.9162746531364759,6.062978553632162
2021-07,2022-02,7,CORE_GAP_ADAPT_R14,0.3145451796061756,0.9,1.2303261743075686,6.958952690779352
2021-07,2022-03,8,CORE_GAP_ADAPT_R14,-0.10462117994967082,0.7,1.1256502282000949,7.656514064421875
2021-07,2022-04,9,CORE_GAP_ADAPT_R14,0.34463201961644796,1.5,1.4696897525671457,9.145375313796942
2021-07,2022-05,10,CORE_GAP_ADAPT_R14,0.391848114500978,1.4,1.8607721420115755,10.535665830696084
2021-07,2022-06,11,CORE_GAP_ADAPT_R14,0.4945817412208788,1.5,2.3541348455117763,12.024527080071149
2021-07,2022-07,12,CORE_GAP_ADAPT_R14,0.8017601307197635,1.6,3.1526979566125797,13.611861995700163
2021-07,2021-08,1,CORE_GAP_RF_R14,0.09594582585601875,1.0,0.09589982726865454,0.9950330853168083
2021-07,2021-09,2,CORE_GAP_RF_R14,-0.5028311689947618,0.2,-0.40819979154256786,1.1948333515841139
2021-07,2021-10,3,CORE_GAP_RF_R14,0.41272996004668466,1.3,0.0036807747374786003,2.486455878238747
2021-07,2021-11,4,CORE_GAP_RF_R14,0.0808162920621636,1.1,0.08446442801811371,3.5804498820721835
2021-07,2021-12,5,CORE_GAP_RF_R14,0.25012783709742226,0.8,0.33427996609719723,4.377266846989871
2021-07,2022-01,6,CORE_GAP_RF_R14,0.5246174840381574,1.7,0.857526126656783,6.062978553632162
2021-07,2022-02,7,CORE_GAP_RF_R14,0.3561869719094872,0.9,1.2130802550636848,6.958952690779352
2021-07,2022-03,8,CORE_GAP_RF_R14,-0.06315338871922364,0.7,1.1499069161920206,7.656514064421875
2021-07,2022-04,9,CORE_GAP_RF_R14,0.3862863013343358,1.5,1.5354490477948808,9.145375313796942
2021-07,2022-05,10,CORE_GAP_RF_R14,0.37377429846666377,1.4,1.90852654589794,10.535665830696084
2021-07,2022-06,11,CORE_GAP_RF_R14,0.476489429773792,1.5,2.3838843580567706,12.024527080071149
2021-07,2022-07,12,CORE_GAP_RF_R14,0.7836125171161192,1.6,3.164442577816204,13.611861995700163
2021-07,2021-08,1,CORE_GAP_RIDGE_R14,0.07713096548607236,1.0,0.0771012348435938,0.9950330853168083
2021-07,2021-09,2,CORE_GAP_RIDGE_R14,-0.5215334782972507,0.2,-0.4457969763926892,1.1948333515841139
2021-07,2021-10,3,CORE_GAP_RIDGE_R14,0.3938555543155048,1.3,-0.05271500253770352,2.486455878238747
2021-07,2021-11,4,CORE_GAP_RIDGE_R14,0.11923611766786367,1.1,0.06645008532789,3.5804498820721835
2021-07,2021-12,5,CORE_GAP_RIDGE_R14,0.2886126593755546,0.8,0.3546470579919319,4.377266846989871
2021-07,2022-01,6,CORE_GAP_RIDGE_R14,0.5632076796011682,1.7,0.9162746531364759,6.062978553632162
2021-07,2022-02,7,CORE_GAP_RIDGE_R14,0.3145451796061756,0.9,1.2303261743075686,6.958952690779352
2021-07,2022-03,8,CORE_GAP_RIDGE_R14,-0.10462117994967082,0.7,1.1256502282000949,7.656514064421875
2021-07,2022-04,9,CORE_GAP_RIDGE_R14,0.34463201961644796,1.5,1.4696897525671457,9.145375313796942
2021-07,2022-05,10,CORE_GAP_RIDGE_R14,0.391848114500978,1.4,1.8607721420115755,10.535665830696084
2021-07,2022-06,11,CORE_GAP_RIDGE_R14,0.4945817412208788,1.5,2.3541348455117763,12.024527080071149
2021-07,2022-07,12,CORE_GAP_RIDGE_R14,0.8017601307197635,1.6,3.1526979566125797,13.611861995700163
2021-07,2021-08,1,CORE_LEVEL_RF_R14,0.07214862627791599,1.0,0.07212261166858386,0.9950330853168083
2021-07,2021-09,2,CORE_LEVEL_RF_R14,-0.5264860130006015,0.2,-0.45575422274270916,1.1948333515841139
2021-07,2021-10,3,CORE_LEVEL_RF_R14,0.3888574469760891,1.3,-0.0676508720627334,2.486455878238747
2021-07,2021-11,4,CORE_LEVEL_RF_R14,0.06934673259923184,1.1,0.0016718268003194708,3.5804498820721835
2021-07,2021-12,5,CORE_LEVEL_RF_R14,0.2386388740274308,0.8,0.24002641046182074,4.377266846989871
2021-07,2022-01,6,CORE_LEVEL_RF_R14,0.5130970636375386,1.7,0.751811616603824,6.062978553632162
2021-07,2022-02,7,CORE_LEVEL_RF_R14,0.3302293554589142,0.9,1.0814969123609008,6.958952690779352
2021-07,2022-03,8,CORE_LEVEL_RF_R14,-0.08900254074351788,0.7,0.9924547408394111,7.656514064421875
2021-07,2022-04,9,CORE_LEVEL_RF_R14,0.36032089954563645,1.5,1.352128039792446,9.145375313796942
2021-07,2022-05,10,CORE_LEVEL_RF_R14,0.32031860698597814,1.4,1.6719347196357992,10.535665830696084
2021-07,2022-06,11,CORE_LEVEL_RF_R14,0.4229790356737425,1.5,2.0940217135349237,12.024527080071149
2021-07,2022-07,12,CORE_LEVEL_RF_R14,0.7299385596040298,1.6,2.8213091150346497,13.611861995700163
2021-07,2021-08,1,CORE_LEVEL_RIDGE_R14,0.04821255392721705,1.0,0.04820093540967548,0.9950330853168083
2021-07,2021-09,2,CORE_LEVEL_RIDGE_R14,-0.5502788990378846,0.2,-0.503597575260526,1.1948333515841139
2021-07,2021-10,3,CORE_LEVEL_RIDGE_R14,0.364845621627674,1.3,-0.1394159008394586,2.486455878238747
2021-07,2021-11,4,CORE_LEVEL_RIDGE_R14,0.08982488613749215,1.1,-0.04963133311064447,3.5804498820721835
2021-07,2021-12,5,CORE_LEVEL_RIDGE_R14,0.25915167144594203,0.8,0.20918511941661805,4.377266846989871
2021-07,2022-01,6,CORE_LEVEL_RIDGE_R14,0.5336660260769096,1.7,0.7414321944243826,6.062978553632162
2021-07,2022-02,7,CORE_LEVEL_RIDGE_R14,0.2915917205559143,0.9,1.0325996109463198,6.958952690779352
2021-07,2022-03,8,CORE_LEVEL_RIDGE_R14,-0.12747872750621916,0.7,0.9050395601896907,7.656514064421875
2021-07,2022-04,9,CORE_LEVEL_RIDGE_R14,0.32167167624997023,1.5,1.2261949799075862,9.145375313796942
2021-07,2022-05,10,CORE_LEVEL_RIDGE_R14,0.35980085670626677,1.4,1.5853501017742178,10.535665830696084
2021-07,2022-06,11,CORE_LEVEL_RIDGE_R14,0.46250168862179325,1.5,2.0467855376966204,12.024527080071149
2021-07,2022-07,12,CORE_LEVEL_RIDGE_R14,0.7695820201087761,1.6,2.813421381219625,13.611861995700163
2021-07,2021-08,1,CORE_LOCAL_R14,0.1886271702607629,1.0,0.1884494926110893,0.9950330853168083
2021-07,2021-09,2,CORE_LOCAL_R14,-0.4107042472134668,0.2,-0.22310046085769827,1.1948333515841139
2021-07,2021-10,3,CORE_LOCAL_R14,0.5057046228191273,1.3,0.2813297707647829,2.486455878238747
2021-07,2021-11,4,CORE_LOCAL_R14,0.06345948517581873,1.1,0.34476912892385836,3.5804498820721835
2021-07,2021-12,5,CORE_LOCAL_R14,0.23274166686353806,0.8,0.5772403718813823,4.377266846989871
2021-07,2022-01,6,CORE_LOCAL_R14,0.5071837096382524,1.7,1.0831422373194084,6.062978553632162
2021-07,2022-02,7,CORE_LOCAL_R14,0.4339132569384217,0.9,1.5161168051032774,6.958952690779352
2021-07,2022-03,8,CORE_LOCAL_R14,0.01424811545286648,0.7,1.5303639056085803,7.656514064421875
2021-07,2022-04,9,CORE_LOCAL_R14,0.4640358984193443,1.5,1.9933264765884078,9.145375313796942
2021-07,2022-05,10,CORE_LOCAL_R14,0.2593175552483999,1.4,2.252308384001794,10.535665830696084
2021-07,2022-06,11,CORE_LOCAL_R14,0.36191555995058733,1.5,2.613570605470951,12.024527080071149
2021-07,2022-07,12,CORE_LOCAL_R14,0.6686884332196665,1.6,3.28003323454071,13.611861995700163
2021-08,2021-09,1,CORE_GAP_ADAPT_R14,-0.5214265412441642,0.2,-0.522790713604536,0.19980026626730563
2021-08,2021-10,2,CORE_GAP_ADAPT_R14,0.3939634753906515,1.3,-0.12960124211780308,1.4914227929219384
2021-08,2021-11,3,CORE_GAP_ADAPT_R14,-0.04778997892671668,1.1,-0.17740264409447593,2.585416796755375
2021-08,2021-12,4,CORE_GAP_ADAPT_R14,0.18892742074922264,0.8,0.01134653326830405,3.3822337616730627
2021-08,2022-01,5,CORE_GAP_ADAPT_R14,0.46324949802158427,1.7,0.4735263331115859,5.0679454683153535
2021-08,2022-02,6,CORE_GAP_ADAPT_R14,0.3900110736749056,0.9,0.8627788353007112,5.963919605462544
2021-08,2022-03,7,CORE_GAP_ADAPT_R14,-0.1579938325052519,0.7,0.704660060922267,6.661480979105068
2021-08,2022-04,8,CORE_GAP_ADAPT_R14,0.29101933758990284,1.5,0.9952567570183473,8.150342228480133
2021-08,2022-05,9,CORE_GAP_ADAPT_R14,0.08665355504781841,1.4,1.0818727895479863,9.540632745379275
2021-08,2022-06,10,CORE_GAP_ADAPT_R14,0.5242299209623176,1.5,1.6047334089012006,11.029493994754342
2021-08,2022-07,11,CORE_GAP_ADAPT_R14,0.9146585309917474,1.6,2.515234271831567,12.616828910383356
2021-08,2022-08,12,CORE_GAP_ADAPT_R14,0.35066127362609084,0.9,2.865282162326714,13.512803047530547
2021-08,2021-09,1,CORE_GAP_RF_R14,-0.4864524720198524,0.2,-0.4876395031837359,0.19980026626730563
2021-08,2021-10,2,CORE_GAP_RF_R14,0.42925937184565127,1.3,-0.05929882127620311,1.4914227929219384
2021-08,2021-11,3,CORE_GAP_RF_R14,-0.01264939145287934,1.1,-0.07194901283207591,2.585416796755375
2021-08,2021-12,4,CORE_GAP_RF_R14,0.26852829600017236,0.8,0.19621939007189917,3.3822337616730627
2021-08,2022-01,5,CORE_GAP_RF_R14,0.5430683242778367,1.7,0.7378184154563763,5.0679454683153535
2021-08,2022-02,6,CORE_GAP_RF_R14,0.4697717114383766,0.9,1.2064901431866968,5.963919605462544
2021-08,2022-03,7,CORE_GAP_RF_R14,-0.03901900978126449,0.7,1.167463519009038,6.661480979105068
2021-08,2022-04,8,CORE_GAP_RF_R14,0.4105292182956298,1.5,1.577152365305904,8.150342228480133
2021-08,2022-05,9,CORE_GAP_RF_R14,0.20591990716590852,1.4,1.7828605480363289,9.540632745379275
2021-08,2022-06,10,CORE_GAP_RF_R14,0.5339797745785045,1.5,2.3154197055776566,11.029493994754342
2021-08,2022-07,11,CORE_GAP_RF_R14,0.9244462523120528,1.6,3.2356191066961366,12.616828910383356
2021-08,2022-08,12,CORE_GAP_RF_R14,0.3603942928043994,0.9,3.595365535379397,13.512803047530547
2021-08,2021-09,1,CORE_GAP_RIDGE_R14,-0.5214265412441642,0.2,-0.522790713604536,0.19980026626730563
2021-08,2021-10,2,CORE_GAP_RIDGE_R14,0.3939634753906515,1.3,-0.12960124211780308,1.4914227929219384
2021-08,2021-11,3,CORE_GAP_RIDGE_R14,-0.04778997892671668,1.1,-0.17740264409447593,2.585416796755375
2021-08,2021-12,4,CORE_GAP_RIDGE_R14,0.18892742074922264,0.8,0.01134653326830405,3.3822337616730627
2021-08,2022-01,5,CORE_GAP_RIDGE_R14,0.46324949802158427,1.7,0.4735263331115859,5.0679454683153535
2021-08,2022-02,6,CORE_GAP_RIDGE_R14,0.3900110736749056,0.9,0.8627788353007112,5.963919605462544
2021-08,2022-03,7,CORE_GAP_RIDGE_R14,-0.1579938325052519,0.7,0.704660060922267,6.661480979105068
2021-08,2022-04,8,CORE_GAP_RIDGE_R14,0.29101933758990284,1.5,0.9952567570183473,8.150342228480133
2021-08,2022-05,9,CORE_GAP_RIDGE_R14,0.08665355504781841,1.4,1.0818727895479863,9.540632745379275
2021-08,2022-06,10,CORE_GAP_RIDGE_R14,0.5242299209623176,1.5,1.6047334089012006,11.029493994754342
2021-08,2022-07,11,CORE_GAP_RIDGE_R14,0.9146585309917474,1.6,2.515234271831567,12.616828910383356
2021-08,2022-08,12,CORE_GAP_RIDGE_R14,0.35066127362609084,0.9,2.865282162326714,13.512803047530547
2021-08,2021-09,1,CORE_LEVEL_RF_R14,-0.5352632083127856,0.2,-0.5367008743166641,0.19980026626730563
2021-08,2021-10,2,CORE_LEVEL_RF_R14,0.3799994849552211,1.3,-0.15742156354205958,1.4914227929219384
2021-08,2021-11,3,CORE_LEVEL_RF_R14,-0.06169252502030259,1.1,-0.21913312623086068,2.585416796755375
2021-08,2021-12,4,CORE_LEVEL_RF_R14,0.23755486703669645,0.8,0.018140025295965232,3.3822337616730627
2021-08,2022-01,5,CORE_LEVEL_RF_R14,0.5120100885837944,1.7,0.5288437993032932,5.0679454683153535
2021-08,2022-02,6,CORE_LEVEL_RF_R14,0.43873611741934065,0.9,0.9666202756564645,5.963919605462544
2021-08,2022-03,7,CORE_LEVEL_RF_R14,-0.09467141513999147,0.7,0.871904018828509,6.661480979105068
2021-08,2022-04,8,CORE_LEVEL_RF_R14,0.354626530877149,1.5,1.2259032324750778,8.150342228480133
2021-08,2022-05,9,CORE_LEVEL_RF_R14,0.1501311341989504,1.4,1.3759217825552057,9.540632745379275
2021-08,2022-06,10,CORE_LEVEL_RF_R14,0.4628684746638423,1.5,1.83772231527126,11.029493994754342
2021-08,2022-07,11,CORE_LEVEL_RF_R14,0.8530587614133371,1.6,2.6871630915644666,12.616828910383356
2021-08,2022-08,12,CORE_LEVEL_RF_R14,0.28940577614454266,0.9,2.976150895422453,13.512803047530547
2021-08,2021-09,1,CORE_LEVEL_RIDGE_R14,-0.5393327895289238,0.2,-0.5407924394308531,0.19980026626730563
2021-08,2021-10,2,CORE_LEVEL_RIDGE_R14,0.37589245593612786,1.3,-0.16560469377043752,1.4914227929219384
2021-08,2021-11,3,CORE_LEVEL_RIDGE_R14,-0.06578148229291475,1.1,-0.23140782157342765,2.585416796755375
2021-08,2021-12,4,CORE_LEVEL_RIDGE_R14,0.17139831770853403,0.8,-0.06015622315578648,3.3822337616730627
2021-08,2022-01,5,CORE_LEVEL_RIDGE_R14,0.44567239945801085,1.7,0.38452599774235674,5.0679454683153535
