origin,as_of,band,model,level_prediction,current_trend,n_train,last_training_origin,last_training_target,training_last_release
2019-05,2019-06-10 23:59:00,0,CORE_GAP_RF_R14,,0.23229473062273995,35,2019-01,2019-04,2019-05-13 09:00:00
2019-05,2019-06-10 23:59:00,1,CORE_LOCAL_R14,0.23229473062273995,0.23229473062273995,32,2018-10,2019-04,2019-05-13 09:00:00
2019-05,2019-06-10 23:59:00,1,CORE_LEVEL_RIDGE_R14,,0.23229473062273995,32,2018-10,2019-04,2019-05-13 09:00:00
2019-05,2019-06-10 23:59:00,1,CORE_GAP_RIDGE_R14,,0.23229473062273995,32,2018-10,2019-04,2019-05-13 09:00:00
2019-05,2019-06-10 23:59:00,1,CORE_GAP_ADAPT_R14,,0.23229473062273995,32,2018-10,2019-04,2019-05-13 09:00:00
2019-05,2019-06-10 23:59:00,1,CORE_LEVEL_RF_R14,,0.23229473062273995,32,2018-10,2019-04,2019-05-13 09:00:00
2019-05,2019-06-10 23:59:00,1,CORE_GAP_RF_R14,,0.23229473062273995,32,2018-10,2019-04,2019-05-13 09:00:00
2019-05,2019-06-10 23:59:00,2,CORE_LOCAL_R14,0.23229473062273995,0.23229473062273995,29,2018-07,2019-04,2019-05-13 09:00:00
2019-05,2019-06-10 23:59:00,2,CORE_LEVEL_RIDGE_R14,,0.23229473062273995,29,2018-07,2019-04,2019-05-13 09:00:00
2019-05,2019-06-10 23:59:00,2,CORE_GAP_RIDGE_R14,,0.23229473062273995,29,2018-07,2019-04,2019-05-13 09:00:00
2019-05,2019-06-10 23:59:00,2,CORE_GAP_ADAPT_R14,,0.23229473062273995,29,2018-07,2019-04,2019-05-13 09:00:00
2019-05,2019-06-10 23:59:00,2,CORE_LEVEL_RF_R14,,0.23229473062273995,29,2018-07,2019-04,2019-05-13 09:00:00
2019-05,2019-06-10 23:59:00,2,CORE_GAP_RF_R14,,0.23229473062273995,29,2018-07,2019-04,2019-05-13 09:00:00
2019-05,2019-06-10 23:59:00,3,CORE_LOCAL_R14,0.23229473062273995,0.23229473062273995,26,2018-04,2019-04,2019-05-13 09:00:00
2019-05,2019-06-10 23:59:00,3,CORE_LEVEL_RIDGE_R14,,0.23229473062273995,26,2018-04,2019-04,2019-05-13 09:00:00
2019-05,2019-06-10 23:59:00,3,CORE_GAP_RIDGE_R14,,0.23229473062273995,26,2018-04,2019-04,2019-05-13 09:00:00
2019-05,2019-06-10 23:59:00,3,CORE_GAP_ADAPT_R14,,0.23229473062273995,26,2018-04,2019-04,2019-05-13 09:00:00
2019-05,2019-06-10 23:59:00,3,CORE_LEVEL_RF_R14,,0.23229473062273995,26,2018-04,2019-04,2019-05-13 09:00:00
2019-05,2019-06-10 23:59:00,3,CORE_GAP_RF_R14,,0.23229473062273995,26,2018-04,2019-04,2019-05-13 09:00:00
2019-06,2019-07-10 23:59:00,0,CORE_LOCAL_R14,0.22397387787616055,0.22397387787616055,36,2019-02,2019-05,2019-06-11 09:00:00
2019-06,2019-07-10 23:59:00,0,CORE_LEVEL_RIDGE_R14,,0.22397387787616055,36,2019-02,2019-05,2019-06-11 09:00:00
2019-06,2019-07-10 23:59:00,0,CORE_GAP_RIDGE_R14,,0.22397387787616055,36,2019-02,2019-05,2019-06-11 09:00:00
2019-06,2019-07-10 23:59:00,0,CORE_GAP_ADAPT_R14,,0.22397387787616055,36,2019-02,2019-05,2019-06-11 09:00:00
2019-06,2019-07-10 23:59:00,0,CORE_LEVEL_RF_R14,,0.22397387787616055,36,2019-02,2019-05,2019-06-11 09:00:00
2019-06,2019-07-10 23:59:00,0,CORE_GAP_RF_R14,,0.22397387787616055,36,2019-02,2019-05,2019-06-11 09:00:00
2019-06,2019-07-10 23:59:00,1,CORE_LOCAL_R14,0.22397387787616055,0.22397387787616055,33,2018-11,2019-05,2019-06-11 09:00:00
2019-06,2019-07-10 23:59:00,1,CORE_LEVEL_RIDGE_R14,,0.22397387787616055,33,2018-11,2019-05,2019-06-11 09:00:00
2019-06,2019-07-10 23:59:00,1,CORE_GAP_RIDGE_R14,,0.22397387787616055,33,2018-11,2019-05,2019-06-11 09:00:00
2019-06,2019-07-10 23:59:00,1,CORE_GAP_ADAPT_R14,,0.22397387787616055,33,2018-11,2019-05,2019-06-11 09:00:00
2019-06,2019-07-10 23:59:00,1,CORE_LEVEL_RF_R14,,0.22397387787616055,33,2018-11,2019-05,2019-06-11 09:00:00
2019-06,2019-07-10 23:59:00,1,CORE_GAP_RF_R14,,0.22397387787616055,33,2018-11,2019-05,2019-06-11 09:00:00
2019-06,2019-07-10 23:59:00,2,CORE_LOCAL_R14,0.22397387787616055,0.22397387787616055,30,2018-08,2019-05,2019-06-11 09:00:00
2019-06,2019-07-10 23:59:00,2,CORE_LEVEL_RIDGE_R14,,0.22397387787616055,30,2018-08,2019-05,2019-06-11 09:00:00
2019-06,2019-07-10 23:59:00,2,CORE_GAP_RIDGE_R14,,0.22397387787616055,30,2018-08,2019-05,2019-06-11 09:00:00
2019-06,2019-07-10 23:59:00,2,CORE_GAP_ADAPT_R14,,0.22397387787616055,30,2018-08,2019-05,2019-06-11 09:00:00
2019-06,2019-07-10 23:59:00,2,CORE_LEVEL_RF_R14,,0.22397387787616055,30,2018-08,2019-05,2019-06-11 09:00:00
2019-06,2019-07-10 23:59:00,2,CORE_GAP_RF_R14,,0.22397387787616055,30,2018-08,2019-05,2019-06-11 09:00:00
2019-06,2019-07-10 23:59:00,3,CORE_LOCAL_R14,0.22397387787616055,0.22397387787616055,27,2018-05,2019-05,2019-06-11 09:00:00
2019-06,2019-07-10 23:59:00,3,CORE_LEVEL_RIDGE_R14,,0.22397387787616055,27,2018-05,2019-05,2019-06-11 09:00:00
2019-06,2019-07-10 23:59:00,3,CORE_GAP_RIDGE_R14,,0.22397387787616055,27,2018-05,2019-05,2019-06-11 09:00:00
2019-06,2019-07-10 23:59:00,3,CORE_GAP_ADAPT_R14,,0.22397387787616055,27,2018-05,2019-05,2019-06-11 09:00:00
2019-06,2019-07-10 23:59:00,3,CORE_LEVEL_RF_R14,,0.22397387787616055,27,2018-05,2019-05,2019-06-11 09:00:00
2019-06,2019-07-10 23:59:00,3,CORE_GAP_RF_R14,,0.22397387787616055,27,2018-05,2019-05,2019-06-11 09:00:00
2019-07,2019-08-11 23:59:00,0,CORE_LOCAL_R14,0.2322864305188724,0.2322864305188724,37,2019-03,2019-06,2019-07-11 09:00:00
2019-07,2019-08-11 23:59:00,0,CORE_LEVEL_RIDGE_R14,,0.2322864305188724,37,2019-03,2019-06,2019-07-11 09:00:00
2019-07,2019-08-11 23:59:00,0,CORE_GAP_RIDGE_R14,,0.2322864305188724,37,2019-03,2019-06,2019-07-11 09:00:00
2019-07,2019-08-11 23:59:00,0,CORE_GAP_ADAPT_R14,,0.2322864305188724,37,2019-03,2019-06,2019-07-11 09:00:00
2019-07,2019-08-11 23:59:00,0,CORE_LEVEL_RF_R14,,0.2322864305188724,37,2019-03,2019-06,2019-07-11 09:00:00
2019-07,2019-08-11 23:59:00,0,CORE_GAP_RF_R14,,0.2322864305188724,37,2019-03,2019-06,2019-07-11 09:00:00
2019-07,2019-08-11 23:59:00,1,CORE_LOCAL_R14,0.2322864305188724,0.2322864305188724,34,2018-12,2019-06,2019-07-11 09:00:00
2019-07,2019-08-11 23:59:00,1,CORE_LEVEL_RIDGE_R14,,0.2322864305188724,34,2018-12,2019-06,2019-07-11 09:00:00
2019-07,2019-08-11 23:59:00,1,CORE_GAP_RIDGE_R14,,0.2322864305188724,34,2018-12,2019-06,2019-07-11 09:00:00
2019-07,2019-08-11 23:59:00,1,CORE_GAP_ADAPT_R14,,0.2322864305188724,34,2018-12,2019-06,2019-07-11 09:00:00
2019-07,2019-08-11 23:59:00,1,CORE_LEVEL_RF_R14,,0.2322864305188724,34,2018-12,2019-06,2019-07-11 09:00:00
2019-07,2019-08-11 23:59:00,1,CORE_GAP_RF_R14,,0.2322864305188724,34,2018-12,2019-06,2019-07-11 09:00:00
2019-07,2019-08-11 23:59:00,2,CORE_LOCAL_R14,0.2322864305188724,0.2322864305188724,31,2018-09,2019-06,2019-07-11 09:00:00
2019-07,2019-08-11 23:59:00,2,CORE_LEVEL_RIDGE_R14,,0.2322864305188724,31,2018-09,2019-06,2019-07-11 09:00:00
2019-07,2019-08-11 23:59:00,2,CORE_GAP_RIDGE_R14,,0.2322864305188724,31,2018-09,2019-06,2019-07-11 09:00:00
2019-07,2019-08-11 23:59:00,2,CORE_GAP_ADAPT_R14,,0.2322864305188724,31,2018-09,2019-06,2019-07-11 09:00:00
2019-07,2019-08-11 23:59:00,2,CORE_LEVEL_RF_R14,,0.2322864305188724,31,2018-09,2019-06,2019-07-11 09:00:00
2019-07,2019-08-11 23:59:00,2,CORE_GAP_RF_R14,,0.2322864305188724,31,2018-09,2019-06,2019-07-11 09:00:00
2019-07,2019-08-11 23:59:00,3,CORE_LOCAL_R14,0.2322864305188724,0.2322864305188724,28,2018-06,2019-06,2019-07-11 09:00:00
2019-07,2019-08-11 23:59:00,3,CORE_LEVEL_RIDGE_R14,,0.2322864305188724,28,2018-06,2019-06,2019-07-11 09:00:00
2019-07,2019-08-11 23:59:00,3,CORE_GAP_RIDGE_R14,,0.2322864305188724,28,2018-06,2019-06,2019-07-11 09:00:00
2019-07,2019-08-11 23:59:00,3,CORE_GAP_ADAPT_R14,,0.2322864305188724,28,2018-06,2019-06,2019-07-11 09:00:00
2019-07,2019-08-11 23:59:00,3,CORE_LEVEL_RF_R14,,0.2322864305188724,28,2018-06,2019-06,2019-07-11 09:00:00
2019-07,2019-08-11 23:59:00,3,CORE_GAP_RF_R14,,0.2322864305188724,28,2018-06,2019-06,2019-07-11 09:00:00
2019-08,2019-09-09 23:59:00,0,CORE_LOCAL_R14,0.23228643051887246,0.23228643051887246,38,2019-04,2019-07,2019-08-12 09:00:00
2019-08,2019-09-09 23:59:00,0,CORE_LEVEL_RIDGE_R14,,0.23228643051887246,38,2019-04,2019-07,2019-08-12 09:00:00
2019-08,2019-09-09 23:59:00,0,CORE_GAP_RIDGE_R14,,0.23228643051887246,38,2019-04,2019-07,2019-08-12 09:00:00
2019-08,2019-09-09 23:59:00,0,CORE_GAP_ADAPT_R14,,0.23228643051887246,38,2019-04,2019-07,2019-08-12 09:00:00
2019-08,2019-09-09 23:59:00,0,CORE_LEVEL_RF_R14,,0.23228643051887246,38,2019-04,2019-07,2019-08-12 09:00:00
2019-08,2019-09-09 23:59:00,0,CORE_GAP_RF_R14,,0.23228643051887246,38,2019-04,2019-07,2019-08-12 09:00:00
2019-08,2019-09-09 23:59:00,1,CORE_LOCAL_R14,0.23228643051887246,0.23228643051887246,35,2019-01,2019-07,2019-08-12 09:00:00
2019-08,2019-09-09 23:59:00,1,CORE_LEVEL_RIDGE_R14,,0.23228643051887246,35,2019-01,2019-07,2019-08-12 09:00:00
2019-08,2019-09-09 23:59:00,1,CORE_GAP_RIDGE_R14,,0.23228643051887246,35,2019-01,2019-07,2019-08-12 09:00:00
2019-08,2019-09-09 23:59:00,1,CORE_GAP_ADAPT_R14,,0.23228643051887246,35,2019-01,2019-07,2019-08-12 09:00:00
2019-08,2019-09-09 23:59:00,1,CORE_LEVEL_RF_R14,,0.23228643051887246,35,2019-01,2019-07,2019-08-12 09:00:00
2019-08,2019-09-09 23:59:00,1,CORE_GAP_RF_R14,,0.23228643051887246,35,2019-01,2019-07,2019-08-12 09:00:00
2019-08,2019-09-09 23:59:00,2,CORE_LOCAL_R14,0.23228643051887246,0.23228643051887246,32,2018-10,2019-07,2019-08-12 09:00:00
2019-08,2019-09-09 23:59:00,2,CORE_LEVEL_RIDGE_R14,,0.23228643051887246,32,2018-10,2019-07,2019-08-12 09:00:00
2019-08,2019-09-09 23:59:00,2,CORE_GAP_RIDGE_R14,,0.23228643051887246,32,2018-10,2019-07,2019-08-12 09:00:00
2019-08,2019-09-09 23:59:00,2,CORE_GAP_ADAPT_R14,,0.23228643051887246,32,2018-10,2019-07,2019-08-12 09:00:00
2019-08,2019-09-09 23:59:00,2,CORE_LEVEL_RF_R14,,0.23228643051887246,32,2018-10,2019-07,2019-08-12 09:00:00
2019-08,2019-09-09 23:59:00,2,CORE_GAP_RF_R14,,0.23228643051887246,32,2018-10,2019-07,2019-08-12 09:00:00
2019-08,2019-09-09 23:59:00,3,CORE_LOCAL_R14,0.23228643051887246,0.23228643051887246,29,2018-07,2019-07,2019-08-12 09:00:00
2019-08,2019-09-09 23:59:00,3,CORE_LEVEL_RIDGE_R14,,0.23228643051887246,29,2018-07,2019-07,2019-08-12 09:00:00
2019-08,2019-09-09 23:59:00,3,CORE_GAP_RIDGE_R14,,0.23228643051887246,29,2018-07,2019-07,2019-08-12 09:00:00
2019-08,2019-09-09 23:59:00,3,CORE_GAP_ADAPT_R14,,0.23228643051887246,29,2018-07,2019-07,2019-08-12 09:00:00
2019-08,2019-09-09 23:59:00,3,CORE_LEVEL_RF_R14,,0.23228643051887246,29,2018-07,2019-07,2019-08-12 09:00:00
2019-08,2019-09-09 23:59:00,3,CORE_GAP_RF_R14,,0.23228643051887246,29,2018-07,2019-07,2019-08-12 09:00:00
2019-09,2019-10-09 23:59:00,0,CORE_LOCAL_R14,0.23228643051887246,0.23228643051887246,39,2019-05,2019-08,2019-09-10 09:00:00
2019-09,2019-10-09 23:59:00,0,CORE_LEVEL_RIDGE_R14,,0.23228643051887246,39,2019-05,2019-08,2019-09-10 09:00:00
2019-09,2019-10-09 23:59:00,0,CORE_GAP_RIDGE_R14,,0.23228643051887246,39,2019-05,2019-08,2019-09-10 09:00:00
2019-09,2019-10-09 23:59:00,0,CORE_GAP_ADAPT_R14,,0.23228643051887246,39,2019-05,2019-08,2019-09-10 09:00:00
2019-09,2019-10-09 23:59:00,0,CORE_LEVEL_RF_R14,,0.23228643051887246,39,2019-05,2019-08,2019-09-10 09:00:00
2019-09,2019-10-09 23:59:00,0,CORE_GAP_RF_R14,,0.23228643051887246,39,2019-05,2019-08,2019-09-10 09:00:00
2019-09,2019-10-09 23:59:00,1,CORE_LOCAL_R14,0.23228643051887246,0.23228643051887246,36,2019-02,2019-08,2019-09-10 09:00:00
2019-09,2019-10-09 23:59:00,1,CORE_LEVEL_RIDGE_R14,,0.23228643051887246,36,2019-02,2019-08,2019-09-10 09:00:00
2019-09,2019-10-09 23:59:00,1,CORE_GAP_RIDGE_R14,,0.23228643051887246,36,2019-02,2019-08,2019-09-10 09:00:00
2019-09,2019-10-09 23:59:00,1,CORE_GAP_ADAPT_R14,,0.23228643051887246,36,2019-02,2019-08,2019-09-10 09:00:00
2019-09,2019-10-09 23:59:00,1,CORE_LEVEL_RF_R14,,0.23228643051887246,36,2019-02,2019-08,2019-09-10 09:00:00
2019-09,2019-10-09 23:59:00,1,CORE_GAP_RF_R14,,0.23228643051887246,36,2019-02,2019-08,2019-09-10 09:00:00
2019-09,2019-10-09 23:59:00,2,CORE_LOCAL_R14,0.23228643051887246,0.23228643051887246,33,2018-11,2019-08,2019-09-10 09:00:00
2019-09,2019-10-09 23:59:00,2,CORE_LEVEL_RIDGE_R14,,0.23228643051887246,33,2018-11,2019-08,2019-09-10 09:00:00
2019-09,2019-10-09 23:59:00,2,CORE_GAP_RIDGE_R14,,0.23228643051887246,33,2018-11,2019-08,2019-09-10 09:00:00
2019-09,2019-10-09 23:59:00,2,CORE_GAP_ADAPT_R14,,0.23228643051887246,33,2018-11,2019-08,2019-09-10 09:00:00
2019-09,2019-10-09 23:59:00,2,CORE_LEVEL_RF_R14,,0.23228643051887246,33,2018-11,2019-08,2019-09-10 09:00:00
2019-09,2019-10-09 23:59:00,2,CORE_GAP_RF_R14,,0.23228643051887246,33,2018-11,2019-08,2019-09-10 09:00:00
2019-09,2019-10-09 23:59:00,3,CORE_LOCAL_R14,0.23228643051887246,0.23228643051887246,30,2018-08,2019-08,2019-09-10 09:00:00
2019-09,2019-10-09 23:59:00,3,CORE_LEVEL_RIDGE_R14,,0.23228643051887246,30,2018-08,2019-08,2019-09-10 09:00:00
2019-09,2019-10-09 23:59:00,3,CORE_GAP_RIDGE_R14,,0.23228643051887246,30,2018-08,2019-08,2019-09-10 09:00:00
2019-09,2019-10-09 23:59:00,3,CORE_GAP_ADAPT_R14,,0.23228643051887246,30,2018-08,2019-08,2019-09-10 09:00:00
2019-09,2019-10-09 23:59:00,3,CORE_LEVEL_RF_R14,,0.23228643051887246,30,2018-08,2019-08,2019-09-10 09:00:00
2019-09,2019-10-09 23:59:00,3,CORE_GAP_RF_R14,,0.23228643051887246,30,2018-08,2019-08,2019-09-10 09:00:00
