origin,as_of,model,forecast,actual,consensus,release_kind,error,surprise,deviation,gain,big,alert,material_win,material_loss,direction
2019-11,2019-12-09T23:59:00,HEADLINE_ENET_R21,0.1602788573046094,0.3,0.2,regular,-0.1397211426953906,0.09999999999999998,-0.03972114269539062,-0.03972114269539062,False,False,False,False,False
2019-11,2019-12-09T23:59:00,CORE_RF_MEAN_R21,0.2059574258030133,0.3,0.2,regular,-0.0940425741969867,0.09999999999999998,0.005957425803013283,0.005957425803013283,False,False,False,False,True
2019-11,2019-12-09T23:59:00,CORE_RF_MEDIAN_R21,0.1895750005503333,0.3,0.2,regular,-0.11042499944966669,0.09999999999999998,-0.010424999449666711,-0.010424999449666711,False,False,False,False,False
2019-12,2020-01-12T23:59:00,HARD_BASE,0.0151340522998336,0.2,0.1,regular,-0.1848659477001664,0.1,-0.08486594770016641,-0.0848659477001664,False,False,False,False,False
2019-12,2020-01-12T23:59:00,HARD_HALF,0.0150412416731814,0.2,0.1,regular,-0.1849587583268186,0.1,-0.08495875832681861,-0.0849587583268186,False,False,False,False,False
2019-12,2020-01-12T23:59:00,HARD_FULL,0.0149484310465293,0.2,0.1,regular,-0.18505156895347072,0.1,-0.08505156895347071,-0.08505156895347071,False,False,False,False,False
2019-12,2020-01-12T23:59:00,HEADLINE_MEAN_R21,0.0151340522998336,0.2,0.1,regular,-0.1848659477001664,0.1,-0.08486594770016641,-0.0848659477001664,False,False,False,False,False
2019-12,2020-01-12T23:59:00,HEADLINE_ENET_R21,0.0151340522998336,0.2,0.1,regular,-0.1848659477001664,0.1,-0.08486594770016641,-0.0848659477001664,False,False,False,False,False
2019-12,2020-01-12T23:59:00,CORE_RF_MEAN_R21,0.0239652724593871,0.2,0.1,regular,-0.17603472754061292,0.1,-0.07603472754061291,-0.07603472754061291,False,False,False,False,False
2019-12,2020-01-12T23:59:00,CORE_RF_MEDIAN_R21,0.0487866149964918,0.2,0.1,regular,-0.15121338500350823,0.1,-0.05121338500350821,-0.05121338500350822,False,False,False,False,False
2020-01,2020-02-13T23:59:00,HARD_BASE,0.8910783646002834,1.5,1.0,regular,-0.6089216353997166,0.5,-0.10892163539971655,-0.10892163539971655,True,False,False,False,False
2020-01,2020-02-13T23:59:00,HARD_HALF,0.9161045016767744,1.5,1.0,regular,-0.5838954983232256,0.5,-0.08389549832322563,-0.08389549832322563,True,False,False,False,False
2020-01,2020-02-13T23:59:00,HARD_FULL,0.9411306387532652,1.5,1.0,regular,-0.5588693612467348,0.5,-0.05886936124673481,-0.05886936124673481,True,False,False,False,False
2020-01,2020-02-13T23:59:00,HEADLINE_MEAN_R21,0.8910783646002834,1.5,1.0,regular,-0.6089216353997166,0.5,-0.10892163539971655,-0.10892163539971655,True,False,False,False,False
2020-01,2020-02-13T23:59:00,HEADLINE_ENET_R21,0.8910783646002834,1.5,1.0,regular,-0.6089216353997166,0.5,-0.10892163539971655,-0.10892163539971655,True,False,False,False,False
2020-01,2020-02-13T23:59:00,CORE_RF_MEAN_R21,0.9528098841189456,1.5,1.0,regular,-0.5471901158810544,0.5,-0.04719011588105437,-0.04719011588105437,True,False,False,False,False
2020-01,2020-02-13T23:59:00,CORE_RF_MEDIAN_R21,0.9480166379721752,1.5,1.0,regular,-0.5519833620278248,0.5,-0.05198336202782483,-0.05198336202782483,True,False,False,False,False
2020-02,2020-03-09T23:59:00,HARD_BASE,0.3016255681785912,0.3,0.3,regular,0.001625568178591219,0.0,0.001625568178591219,-0.001625568178591219,False,False,False,False,False
2020-02,2020-03-09T23:59:00,HARD_HALF,0.3206803283445147,0.3,0.3,regular,0.02068032834451472,0.0,0.02068032834451472,-0.02068032834451472,False,False,False,False,False
2020-02,2020-03-09T23:59:00,HARD_FULL,0.3397350885104384,0.3,0.3,regular,0.03973508851043839,0.0,0.03973508851043839,-0.03973508851043839,False,False,False,False,False
2020-02,2020-03-09T23:59:00,HEADLINE_MEAN_R21,0.3016255681785912,0.3,0.3,regular,0.001625568178591219,0.0,0.001625568178591219,-0.001625568178591219,False,False,False,False,False
2020-02,2020-03-09T23:59:00,HEADLINE_ENET_R21,0.3016255681785912,0.3,0.3,regular,0.001625568178591219,0.0,0.001625568178591219,-0.001625568178591219,False,False,False,False,False
2020-02,2020-03-09T23:59:00,CORE_RF_MEAN_R21,0.353711480695113,0.3,0.3,regular,0.053711480695113,0.0,0.053711480695113,-0.053711480695113,False,False,False,False,False
2020-02,2020-03-09T23:59:00,CORE_RF_MEDIAN_R21,0.320222783352924,0.3,0.3,regular,0.02022278335292399,0.0,0.02022278335292399,-0.02022278335292399,False,False,False,False,False
2020-03,2020-04-13T23:59:00,HARD_BASE,-0.2620574219510465,-0.1,0.1,regular,-0.16205742195104647,-0.2,-0.3620574219510465,0.03794257804895354,False,True,False,False,True
2020-03,2020-04-13T23:59:00,HARD_HALF,-0.2594690587735496,-0.1,0.1,regular,-0.15946905877354958,-0.2,-0.3594690587735496,0.04053094122645043,False,True,False,False,True
2020-03,2020-04-13T23:59:00,HARD_FULL,-0.2568806955960528,-0.1,0.1,regular,-0.1568806955960528,-0.2,-0.35688069559605284,0.043119304403947206,False,True,False,False,True
2020-03,2020-04-13T23:59:00,HEADLINE_MEAN_R21,-0.2620574219510465,-0.1,0.1,regular,-0.16205742195104647,-0.2,-0.3620574219510465,0.03794257804895354,False,True,False,False,True
2020-03,2020-04-13T23:59:00,HEADLINE_ENET_R21,-0.2620574219510465,-0.1,0.1,regular,-0.16205742195104647,-0.2,-0.3620574219510465,0.03794257804895354,False,True,False,False,True
2020-03,2020-04-13T23:59:00,CORE_RF_MEAN_R21,-0.2730288886975549,-0.1,0.1,regular,-0.17302888869755487,-0.2,-0.3730288886975549,0.026971111302445144,False,True,False,False,True
2020-03,2020-04-13T23:59:00,CORE_RF_MEDIAN_R21,-0.2562172621434777,-0.1,0.1,regular,-0.15621726214347767,-0.2,-0.3562172621434777,0.04378273785652234,False,True,False,False,True
2020-04,2020-05-12T23:59:00,HARD_BASE,-0.31758186237127,-0.2,-0.2,regular,-0.11758186237127,0.0,-0.11758186237127,-0.11758186237127,False,False,False,False,False
2020-04,2020-05-12T23:59:00,HARD_HALF,-0.3159121920971549,-0.2,-0.2,regular,-0.11591219209715486,0.0,-0.11591219209715486,-0.11591219209715486,False,False,False,False,False
2020-04,2020-05-12T23:59:00,HARD_FULL,-0.3142425218230398,-0.2,-0.2,regular,-0.11424252182303979,0.0,-0.11424252182303979,-0.11424252182303979,False,False,False,False,False
2020-04,2020-05-12T23:59:00,HEADLINE_MEAN_R21,-0.31758186237127,-0.2,-0.2,regular,-0.11758186237127,0.0,-0.11758186237127,-0.11758186237127,False,False,False,False,False
2020-04,2020-05-12T23:59:00,HEADLINE_ENET_R21,-0.31758186237127,-0.2,-0.2,regular,-0.11758186237127,0.0,-0.11758186237127,-0.11758186237127,False,False,False,False,False
2020-04,2020-05-12T23:59:00,CORE_RF_MEAN_R21,-0.3159578176760991,-0.2,-0.2,regular,-0.11595781767609908,0.0,-0.11595781767609908,-0.11595781767609908,False,False,False,False,False
2020-04,2020-05-12T23:59:00,CORE_RF_MEDIAN_R21,-0.3072738924114529,-0.2,-0.2,regular,-0.10727389241145291,0.0,-0.10727389241145291,-0.10727389241145291,False,False,False,False,False
2020-05,2020-06-09T23:59:00,HARD_BASE,0.1755417858910625,0.4,0.1,regular,-0.22445821410893751,0.30000000000000004,0.0755417858910625,0.07554178589106253,False,False,False,False,True
2020-05,2020-06-09T23:59:00,HARD_HALF,0.1719385130554041,0.4,0.1,regular,-0.2280614869445959,0.30000000000000004,0.07193851305540411,0.07193851305540414,False,False,False,False,True
2020-05,2020-06-09T23:59:00,HARD_FULL,0.1683352402197457,0.4,0.1,regular,-0.23166475978025433,0.30000000000000004,0.06833524021974569,0.06833524021974571,False,False,False,False,True
2020-05,2020-06-09T23:59:00,HEADLINE_MEAN_R21,0.1755417858910625,0.4,0.1,regular,-0.22445821410893751,0.30000000000000004,0.0755417858910625,0.07554178589106253,False,False,False,False,True
2020-05,2020-06-09T23:59:00,HEADLINE_ENET_R21,0.1755417858910625,0.4,0.1,regular,-0.22445821410893751,0.30000000000000004,0.0755417858910625,0.07554178589106253,False,False,False,False,True
2020-05,2020-06-09T23:59:00,CORE_RF_MEAN_R21,0.2193606844952224,0.4,0.1,regular,-0.18063931550477763,0.30000000000000004,0.11936068449522239,0.11936068449522241,False,False,False,False,True
2020-05,2020-06-09T23:59:00,CORE_RF_MEDIAN_R21,0.2022670332512357,0.4,0.1,regular,-0.1977329667487643,0.30000000000000004,0.1022670332512357,0.10226703325123573,False,False,False,False,True
2020-06,2020-07-09T23:59:00,HARD_BASE,0.3438817354017713,0.6,0.2,regular,-0.2561182645982287,0.39999999999999997,0.1438817354017713,0.1438817354017713,True,False,False,False,True
2020-06,2020-07-09T23:59:00,HARD_HALF,0.3805578112588693,0.6,0.2,regular,-0.2194421887411307,0.39999999999999997,0.18055781125886927,0.18055781125886927,True,False,True,False,True
2020-06,2020-07-09T23:59:00,HARD_FULL,0.4172338871159674,0.6,0.2,regular,-0.1827661128840326,0.39999999999999997,0.21723388711596736,0.21723388711596736,True,True,True,False,True
2020-06,2020-07-09T23:59:00,HEADLINE_MEAN_R21,0.3438817354017713,0.6,0.2,regular,-0.2561182645982287,0.39999999999999997,0.1438817354017713,0.1438817354017713,True,False,False,False,True
2020-06,2020-07-09T23:59:00,HEADLINE_ENET_R21,0.3438817354017713,0.6,0.2,regular,-0.2561182645982287,0.39999999999999997,0.1438817354017713,0.1438817354017713,True,False,False,False,True
2020-06,2020-07-09T23:59:00,CORE_RF_MEAN_R21,0.4148397753923266,0.6,0.2,regular,-0.1851602246076734,0.39999999999999997,0.21483977539232657,0.21483977539232657,True,True,True,False,True
2020-06,2020-07-09T23:59:00,CORE_RF_MEDIAN_R21,0.3725979176220812,0.6,0.2,regular,-0.22740208237791876,0.39999999999999997,0.1725979176220812,0.1725979176220812,True,False,True,False,True
2020-07,2020-08-12T23:59:00,HARD_BASE,0.4869502977384474,0.4,0.2,regular,0.08695029773844737,0.2,0.2869502977384474,0.11304970226155264,False,True,False,False,True
2020-07,2020-08-12T23:59:00,HARD_HALF,0.5039786142894122,0.4,0.2,regular,0.10397861428941213,0.2,0.30397861428941214,0.09602138571058788,False,True,False,False,True
2020-07,2020-08-12T23:59:00,HARD_FULL,0.5210069308403769,0.4,0.2,regular,0.12100693084037684,0.2,0.32100693084037685,0.07899306915962317,False,True,False,False,True
2020-07,2020-08-12T23:59:00,HEADLINE_MEAN_R21,0.4869502977384474,0.4,0.2,regular,0.08695029773844737,0.2,0.2869502977384474,0.11304970226155264,False,True,False,False,True
2020-07,2020-08-12T23:59:00,HEADLINE_ENET_R21,0.4869502977384474,0.4,0.2,regular,0.08695029773844737,0.2,0.2869502977384474,0.11304970226155264,False,True,False,False,True
2020-07,2020-08-12T23:59:00,CORE_RF_MEAN_R21,0.4715677378491325,0.4,0.2,regular,0.07156773784913245,0.2,0.27156773784913246,0.12843226215086756,False,True,False,False,True
2020-07,2020-08-12T23:59:00,CORE_RF_MEDIAN_R21,0.4885171348080479,0.4,0.2,regular,0.0885171348080479,0.2,0.2885171348080479,0.11148286519195211,False,True,False,False,True
2020-08,2020-09-09T23:59:00,HARD_BASE,0.0331337564864917,0.0,0.0,regular,0.0331337564864917,0.0,0.0331337564864917,-0.0331337564864917,False,False,False,False,False
2020-08,2020-09-09T23:59:00,HARD_HALF,0.0425260956416997,0.0,0.0,regular,0.0425260956416997,0.0,0.0425260956416997,-0.0425260956416997,False,False,False,False,False
2020-08,2020-09-09T23:59:00,HARD_FULL,0.0519184347969078,0.0,0.0,regular,0.0519184347969078,0.0,0.0519184347969078,-0.0519184347969078,False,False,False,False,False
2020-08,2020-09-09T23:59:00,HEADLINE_MEAN_R21,0.0331337564864917,0.0,0.0,regular,0.0331337564864917,0.0,0.0331337564864917,-0.0331337564864917,False,False,False,False,False
2020-08,2020-09-09T23:59:00,HEADLINE_ENET_R21,0.0331337564864917,0.0,0.0,regular,0.0331337564864917,0.0,0.0331337564864917,-0.0331337564864917,False,False,False,False,False
2020-08,2020-09-09T23:59:00,CORE_RF_MEAN_R21,0.0204747117671631,0.0,0.0,regular,0.0204747117671631,0.0,0.0204747117671631,-0.0204747117671631,False,False,False,False,False
2020-08,2020-09-09T23:59:00,CORE_RF_MEDIAN_R21,0.0345390370272387,0.0,0.0,regular,0.0345390370272387,0.0,0.0345390370272387,-0.0345390370272387,False,False,False,False,False
2020-09,2020-10-11T23:59:00,HARD_BASE,-0.3793055312609125,-0.6,-0.3,regular,0.2206944687390875,-0.3,-0.0793055312609125,0.0793055312609125,False,False,False,False,True
2020-09,2020-10-11T23:59:00,HARD_HALF,-0.4027430090526971,-0.6,-0.3,regular,0.19725699094730287,-0.3,-0.10274300905269712,0.10274300905269712,False,False,False,False,True
2020-09,2020-10-11T23:59:00,HARD_FULL,-0.4261804868444819,-0.6,-0.3,regular,0.17381951315551808,-0.3,-0.1261804868444819,0.1261804868444819,False,False,False,False,True
2020-09,2020-10-11T23:59:00,HEADLINE_MEAN_R21,-0.3793055312609125,-0.6,-0.3,regular,0.2206944687390875,-0.3,-0.0793055312609125,0.0793055312609125,False,False,False,False,True
2020-09,2020-10-11T23:59:00,HEADLINE_ENET_R21,-0.3793055312609125,-0.6,-0.3,regular,0.2206944687390875,-0.3,-0.0793055312609125,0.0793055312609125,False,False,False,False,True
2020-09,2020-10-11T23:59:00,CORE_RF_MEAN_R21,-0.4004163139634651,-0.6,-0.3,regular,0.19958368603653487,-0.3,-0.10041631396346512,0.10041631396346512,False,False,False,False,True
2020-09,2020-10-11T23:59:00,CORE_RF_MEDIAN_R21,-0.3779002507201655,-0.6,-0.3,regular,0.2220997492798345,-0.3,-0.07790025072016549,0.07790025072016549,False,False,False,False,True
2020-10,2020-11-09T23:59:00,HARD_BASE,0.1835507038734855,0.2,0.2,regular,-0.016449296126514523,0.0,-0.016449296126514523,-0.016449296126514523,False,False,False,False,False
2020-10,2020-11-09T23:59:00,HARD_HALF,0.270934266171964,0.2,0.2,regular,0.07093426617196397,0.0,0.07093426617196397,-0.07093426617196397,False,False,False,False,False
2020-10,2020-11-09T23:59:00,HARD_FULL,0.3583178284704426,0.2,0.2,regular,0.15831782847044257,0.0,0.15831782847044257,-0.15831782847044257,False,False,False,True,False
2020-10,2020-11-09T23:59:00,HEADLINE_MEAN_R21,0.1835507038734855,0.2,0.2,regular,-0.016449296126514523,0.0,-0.016449296126514523,-0.016449296126514523,False,False,False,False,False
2020-10,2020-11-09T23:59:00,HEADLINE_ENET_R21,0.1835507038734855,0.2,0.2,regular,-0.016449296126514523,0.0,-0.016449296126514523,-0.016449296126514523,False,False,False,False,False
2020-10,2020-11-09T23:59:00,CORE_RF_MEAN_R21,0.2719469387296265,0.2,0.2,regular,0.07194693872962649,0.0,0.07194693872962649,-0.07194693872962649,False,False,False,False,False
