origin,as_of,model,forecast,actual,consensus,release_kind,error,surprise,deviation,gain,big,alert,material_win,material_loss,direction
2019-02,2019-03-10T23:59:00,HARD_BASE,0.3177548805881821,0.2,0.1,regular,0.11775488058818206,0.1,0.21775488058818207,-0.01775488058818206,False,True,False,False,True
2019-02,2019-03-10T23:59:00,HARD_HALF,0.3457208529825975,0.2,0.1,regular,0.14572085298259752,0.1,0.24572085298259752,-0.04572085298259751,False,True,False,False,True
2019-02,2019-03-10T23:59:00,HARD_FULL,0.3736868253770129,0.2,0.1,regular,0.1736868253770129,0.1,0.27368682537701294,-0.0736868253770129,False,True,False,False,True
2019-02,2019-03-10T23:59:00,HEADLINE_MEAN_R21,0.3177548805881821,0.2,0.1,regular,0.11775488058818206,0.1,0.21775488058818207,-0.01775488058818206,False,True,False,False,True
2019-02,2019-03-10T23:59:00,HEADLINE_ENET_R21,0.3177548805881821,0.2,0.1,regular,0.11775488058818206,0.1,0.21775488058818207,-0.01775488058818206,False,True,False,False,True
2019-02,2019-03-10T23:59:00,CORE_RF_MEAN_R21,0.4003641687156228,0.2,0.1,regular,0.2003641687156228,0.1,0.30036416871562277,-0.10036416871562279,False,True,False,False,True
2019-02,2019-03-10T23:59:00,CORE_RF_MEDIAN_R21,0.3784775784617539,0.2,0.1,regular,0.17847757846175388,0.1,0.2784775784617539,-0.07847757846175388,False,True,False,False,True
2019-03,2019-04-09T23:59:00,HARD_BASE,0.0994602395416571,0.2,0.1,regular,-0.10053976045834291,0.1,-0.0005397604583429055,-0.0005397604583429055,False,False,False,False,False
2019-03,2019-04-09T23:59:00,HARD_HALF,0.0948136439448493,0.2,0.1,regular,-0.10518635605515071,0.1,-0.0051863560551507065,-0.0051863560551507065,False,False,False,False,False
2019-03,2019-04-09T23:59:00,HARD_FULL,0.0901670483480416,0.2,0.1,regular,-0.10983295165195842,0.1,-0.00983295165195841,-0.00983295165195841,False,False,False,False,False
2019-03,2019-04-09T23:59:00,HEADLINE_MEAN_R21,0.0994602395416571,0.2,0.1,regular,-0.10053976045834291,0.1,-0.0005397604583429055,-0.0005397604583429055,False,False,False,False,False
2019-03,2019-04-09T23:59:00,HEADLINE_ENET_R21,0.0994602395416571,0.2,0.1,regular,-0.10053976045834291,0.1,-0.0005397604583429055,-0.0005397604583429055,False,False,False,False,False
2019-03,2019-04-09T23:59:00,CORE_RF_MEAN_R21,0.0800634793495905,0.2,0.1,regular,-0.11993652065040951,0.1,-0.019936520650409503,-0.019936520650409503,False,False,False,False,False
2019-03,2019-04-09T23:59:00,CORE_RF_MEDIAN_R21,0.0723283085467335,0.2,0.1,regular,-0.1276716914532665,0.1,-0.027671691453266506,-0.027671691453266506,False,False,False,False,False
2019-04,2019-05-12T23:59:00,HARD_BASE,0.3871075486743048,0.1,0.3,regular,0.28710754867430477,-0.19999999999999998,0.08710754867430481,-0.08710754867430479,False,False,False,False,False
2019-04,2019-05-12T23:59:00,HARD_HALF,0.4331530262959052,0.1,0.3,regular,0.33315302629590515,-0.19999999999999998,0.1331530262959052,-0.13315302629590517,False,False,False,False,False
2019-04,2019-05-12T23:59:00,HARD_FULL,0.4791985039175055,0.1,0.3,regular,0.37919850391750554,-0.19999999999999998,0.17919850391750552,-0.17919850391750555,False,False,False,True,False
2019-04,2019-05-12T23:59:00,HEADLINE_MEAN_R21,0.3871075486743048,0.1,0.3,regular,0.28710754867430477,-0.19999999999999998,0.08710754867430481,-0.08710754867430479,False,False,False,False,False
2019-04,2019-05-12T23:59:00,HEADLINE_ENET_R21,0.3871075486743048,0.1,0.3,regular,0.28710754867430477,-0.19999999999999998,0.08710754867430481,-0.08710754867430479,False,False,False,False,False
2019-04,2019-05-12T23:59:00,CORE_RF_MEAN_R21,0.4813959529399112,0.1,0.3,regular,0.38139595293991124,-0.19999999999999998,0.18139595293991123,-0.18139595293991126,False,False,False,True,False
2019-04,2019-05-12T23:59:00,CORE_RF_MEDIAN_R21,0.4677236676831324,0.1,0.3,regular,0.36772366768313236,-0.19999999999999998,0.1677236676831324,-0.16772366768313238,False,False,False,True,False
2019-05,2019-06-10T23:59:00,HARD_BASE,0.2254766707170906,0.7,0.4,regular,-0.47452332928290936,0.29999999999999993,-0.17452332928290942,-0.17452332928290942,False,False,False,True,False
2019-05,2019-06-10T23:59:00,HARD_HALF,0.2416040565389769,0.7,0.4,regular,-0.4583959434610231,0.29999999999999993,-0.15839594346102312,-0.15839594346102315,False,False,False,True,False
2019-05,2019-06-10T23:59:00,HARD_FULL,0.2577314423608633,0.7,0.4,regular,-0.44226855763913664,0.29999999999999993,-0.1422685576391367,-0.1422685576391367,False,False,False,False,False
2019-05,2019-06-10T23:59:00,HEADLINE_MEAN_R21,0.2254766707170906,0.7,0.4,regular,-0.47452332928290936,0.29999999999999993,-0.17452332928290942,-0.17452332928290942,False,False,False,True,False
2019-05,2019-06-10T23:59:00,HEADLINE_ENET_R21,0.2254766707170906,0.7,0.4,regular,-0.47452332928290936,0.29999999999999993,-0.17452332928290942,-0.17452332928290942,False,False,False,True,False
2019-05,2019-06-10T23:59:00,CORE_RF_MEAN_R21,0.3016544570506558,0.7,0.4,regular,-0.39834554294934416,0.29999999999999993,-0.09834554294934422,-0.09834554294934422,False,False,False,False,False
2019-05,2019-06-10T23:59:00,CORE_RF_MEDIAN_R21,0.2848466639074832,0.7,0.4,regular,-0.41515333609251676,0.29999999999999993,-0.11515333609251682,-0.11515333609251682,False,False,False,False,False
2019-06,2019-07-10T23:59:00,HARD_BASE,0.1241032984628462,0.2,0.1,regular,-0.0758967015371538,0.1,0.0241032984628462,0.0241032984628462,False,False,False,False,True
2019-06,2019-07-10T23:59:00,HARD_HALF,0.0736165511908994,0.2,0.1,regular,-0.12638344880910063,0.1,-0.02638344880910061,-0.026383448809100624,False,False,False,False,False
2019-06,2019-07-10T23:59:00,HARD_FULL,0.0231298039189525,0.2,0.1,regular,-0.1768701960810475,0.1,-0.0768701960810475,-0.0768701960810475,False,False,False,False,False
2019-06,2019-07-10T23:59:00,HEADLINE_MEAN_R21,0.1241032984628462,0.2,0.1,regular,-0.0758967015371538,0.1,0.0241032984628462,0.0241032984628462,False,False,False,False,True
2019-06,2019-07-10T23:59:00,HEADLINE_ENET_R21,0.1241032984628462,0.2,0.1,regular,-0.0758967015371538,0.1,0.0241032984628462,0.0241032984628462,False,False,False,False,True
2019-06,2019-07-10T23:59:00,CORE_RF_MEAN_R21,0.1188366905582139,0.2,0.1,regular,-0.08116330944178611,0.1,0.018836690558213895,0.018836690558213895,False,False,False,False,True
2019-06,2019-07-10T23:59:00,CORE_RF_MEDIAN_R21,0.1299578039542379,0.2,0.1,regular,-0.07004219604576212,0.1,0.029957803954237888,0.029957803954237888,False,False,False,False,True
2019-07,2019-08-11T23:59:00,HARD_BASE,0.435229027763851,0.4,0.2,regular,0.03522902776385095,0.2,0.23522902776385096,0.16477097223614906,False,True,True,False,True
2019-07,2019-08-11T23:59:00,HARD_HALF,0.4401493662832389,0.4,0.2,regular,0.040149366283238896,0.2,0.2401493662832389,0.15985063371676111,False,True,True,False,True
2019-07,2019-08-11T23:59:00,HARD_FULL,0.4450697048026269,0.4,0.2,regular,0.0450697048026269,0.2,0.2450697048026269,0.1549302951973731,False,True,True,False,True
2019-07,2019-08-11T23:59:00,HEADLINE_MEAN_R21,0.435229027763851,0.4,0.2,regular,0.03522902776385095,0.2,0.23522902776385096,0.16477097223614906,False,True,True,False,True
2019-07,2019-08-11T23:59:00,HEADLINE_ENET_R21,0.435229027763851,0.4,0.2,regular,0.03522902776385095,0.2,0.23522902776385096,0.16477097223614906,False,True,True,False,True
2019-07,2019-08-11T23:59:00,CORE_RF_MEAN_R21,0.4567392185717562,0.4,0.2,regular,0.05673921857175618,0.2,0.2567392185717562,0.14326078142824383,False,True,False,False,True
2019-07,2019-08-11T23:59:00,CORE_RF_MEDIAN_R21,0.4477820174979857,0.4,0.2,regular,0.04778201749798566,0.2,0.24778201749798567,0.15221798250201435,False,True,True,False,True
2019-08,2019-09-09T23:59:00,HARD_BASE,0.0721202716889229,0.1,0.0,regular,-0.0278797283110771,0.1,0.0721202716889229,0.0721202716889229,False,False,False,False,True
2019-08,2019-09-09T23:59:00,HARD_HALF,0.0863283929047251,0.1,0.0,regular,-0.013671607095274901,0.1,0.0863283929047251,0.0863283929047251,False,False,False,False,True
2019-08,2019-09-09T23:59:00,HARD_FULL,0.1005365141205273,0.1,0.0,regular,0.0005365141205272983,0.1,0.1005365141205273,0.09946348587947271,False,False,False,False,True
2019-08,2019-09-09T23:59:00,HEADLINE_MEAN_R21,0.0721202716889229,0.1,0.0,regular,-0.0278797283110771,0.1,0.0721202716889229,0.0721202716889229,False,False,False,False,True
2019-08,2019-09-09T23:59:00,HEADLINE_ENET_R21,0.0721202716889229,0.1,0.0,regular,-0.0278797283110771,0.1,0.0721202716889229,0.0721202716889229,False,False,False,False,True
2019-08,2019-09-09T23:59:00,CORE_RF_MEAN_R21,0.1180710205681906,0.1,0.0,regular,0.0180710205681906,0.1,0.1180710205681906,0.0819289794318094,False,False,False,False,True
2019-08,2019-09-09T23:59:00,CORE_RF_MEDIAN_R21,0.1014115617080608,0.1,0.0,regular,0.0014115617080607962,0.1,0.1014115617080608,0.09858843829193921,False,False,False,False,True
2019-09,2019-10-09T23:59:00,HARD_BASE,-0.3115374275151629,-0.6,-0.4,regular,0.2884625724848371,-0.19999999999999996,0.08846257248483713,-0.08846257248483713,False,False,False,False,False
2019-09,2019-10-09T23:59:00,HARD_HALF,-0.3173684094431666,-0.6,-0.4,regular,0.2826315905568334,-0.19999999999999996,0.08263159055683345,-0.08263159055683345,False,False,False,False,False
2019-09,2019-10-09T23:59:00,HARD_FULL,-0.3231993913711704,-0.6,-0.4,regular,0.2768006086288296,-0.19999999999999996,0.07680060862882965,-0.07680060862882965,False,False,False,False,False
2019-09,2019-10-09T23:59:00,HEADLINE_MEAN_R21,-0.3115374275151629,-0.6,-0.4,regular,0.2884625724848371,-0.19999999999999996,0.08846257248483713,-0.08846257248483713,False,False,False,False,False
2019-09,2019-10-09T23:59:00,HEADLINE_ENET_R21,-0.3115374275151629,-0.6,-0.4,regular,0.2884625724848371,-0.19999999999999996,0.08846257248483713,-0.08846257248483713,False,False,False,False,False
2019-09,2019-10-09T23:59:00,CORE_RF_MEAN_R21,-0.3158239911433355,-0.6,-0.4,regular,0.2841760088566645,-0.19999999999999996,0.08417600885666454,-0.08417600885666454,False,False,False,False,False
2019-09,2019-10-09T23:59:00,CORE_RF_MEDIAN_R21,-0.2952690353409979,-0.6,-0.4,regular,0.30473096465900207,-0.19999999999999996,0.10473096465900211,-0.10473096465900211,False,False,False,False,False
2019-10,2019-11-10T23:59:00,HARD_BASE,0.229406116745445,0.5,0.4,regular,-0.270593883254555,0.09999999999999998,-0.17059388325455502,-0.17059388325455505,False,False,False,True,False
2019-10,2019-11-10T23:59:00,HARD_HALF,0.2851747109136301,0.5,0.4,regular,-0.21482528908636989,0.09999999999999998,-0.11482528908636991,-0.11482528908636991,False,False,False,False,False
2019-10,2019-11-10T23:59:00,HARD_FULL,0.3409433050818153,0.5,0.4,regular,-0.1590566949181847,0.09999999999999998,-0.059056694918184716,-0.059056694918184716,False,False,False,False,False
2019-10,2019-11-10T23:59:00,HEADLINE_MEAN_R21,0.229406116745445,0.5,0.4,regular,-0.270593883254555,0.09999999999999998,-0.17059388325455502,-0.17059388325455505,False,False,False,True,False
2019-10,2019-11-10T23:59:00,HEADLINE_ENET_R21,0.229406116745445,0.5,0.4,regular,-0.270593883254555,0.09999999999999998,-0.17059388325455502,-0.17059388325455505,False,False,False,True,False
2019-10,2019-11-10T23:59:00,CORE_RF_MEAN_R21,0.3167261518333574,0.5,0.4,regular,-0.1832738481666426,0.09999999999999998,-0.08327384816664263,-0.08327384816664263,False,False,False,False,False
2019-10,2019-11-10T23:59:00,CORE_RF_MEDIAN_R21,0.3103022147794803,0.5,0.4,regular,-0.18969778522051972,0.09999999999999998,-0.08969778522051974,-0.08969778522051974,False,False,False,False,False
2019-11,2019-12-09T23:59:00,HARD_BASE,0.1602788573046094,0.3,0.2,regular,-0.1397211426953906,0.09999999999999998,-0.03972114269539062,-0.03972114269539062,False,False,False,False,False
2019-11,2019-12-09T23:59:00,HARD_HALF,0.1882772717920312,0.3,0.2,regular,-0.1117227282079688,0.09999999999999998,-0.011722728207968824,-0.011722728207968824,False,False,False,False,False
2019-11,2019-12-09T23:59:00,HARD_FULL,0.2162756862794529,0.3,0.2,regular,-0.08372431372054709,0.09999999999999998,0.01627568627945289,0.01627568627945289,False,False,False,False,True
2019-11,2019-12-09T23:59:00,HEADLINE_MEAN_R21,0.1602788573046094,0.3,0.2,regular,-0.1397211426953906,0.09999999999999998,-0.03972114269539062,-0.03972114269539062,False,False,False,False,False
