sample,horizon,model,n,rmse,mae,bias,first_target,last_target,paper_rmse,difference_vs_paper
paper_window,13,AR3,1,0.0153752559865174,0.0153752559865174,0.0153752559865174,2011-01,2011-01,,
paper_window,13,AR3_DIRECT,1,0.01652434438328615,0.01652434438328615,0.01652434438328615,2011-01,2011-01,,
paper_window,13,ARIMA313,1,0.015601640070015577,0.015601640070015577,0.015601640070015577,2011-01,2011-01,,
paper_window,13,QRF_MEAN,1,0.0036236417314608194,0.0036236417314608194,-0.0036236417314608194,2011-01,2011-01,,
paper_window,13,QRF_MEDIAN,1,0.0015964015159042888,0.0015964015159042888,-0.0015964015159042888,2011-01,2011-01,,
paper_window,13,RW,1,0.041801626623408486,0.041801626623408486,-0.041801626623408486,2011-01,2011-01,,
paper_window,13,TVW1,1,0.0024072976021269066,0.0024072976021269066,-0.0024072976021269066,2011-01,2011-01,,
paper_window,13,TVW2,1,0.002204573580571245,0.002204573580571245,-0.002204573580571245,2011-01,2011-01,,
paper_window,13,TVW3,1,0.002647187694301112,0.002647187694301112,-0.002647187694301112,2011-01,2011-01,,
common_targets,13,AR3,1,0.0153752559865174,0.0153752559865174,0.0153752559865174,2011-01,2011-01,,
common_targets,13,AR3_DIRECT,1,0.01652434438328615,0.01652434438328615,0.01652434438328615,2011-01,2011-01,,
common_targets,13,ARIMA313,1,0.015601640070015577,0.015601640070015577,0.015601640070015577,2011-01,2011-01,,
common_targets,13,QRF_MEAN,1,0.0036236417314608194,0.0036236417314608194,-0.0036236417314608194,2011-01,2011-01,,
common_targets,13,QRF_MEDIAN,1,0.0015964015159042888,0.0015964015159042888,-0.0015964015159042888,2011-01,2011-01,,
common_targets,13,RW,1,0.041801626623408486,0.041801626623408486,-0.041801626623408486,2011-01,2011-01,,
common_targets,13,TVW1,1,0.0024072976021269066,0.0024072976021269066,-0.0024072976021269066,2011-01,2011-01,,
common_targets,13,TVW2,1,0.002204573580571245,0.002204573580571245,-0.002204573580571245,2011-01,2011-01,,
common_targets,13,TVW3,1,0.002647187694301112,0.002647187694301112,-0.002647187694301112,2011-01,2011-01,,
