edge,horizon,quantile,value
2009-06,13,0.05,0.02734649212465593
2009-06,13,0.1,0.02949873721821196
2009-06,13,0.25,0.03595547249888005
2009-06,13,0.3333333333333333,0.03954254765480676
2009-06,13,0.5,0.0467166979666602
2009-06,13,0.6666666666666666,0.05530568737605356
2009-06,13,0.75,0.05960018208075025
2009-06,13,0.9,0.06733027254920428
2009-06,13,0.95,0.06990696937202229
2009-07,13,0.05,0.06038726177505928
2009-07,13,0.1,0.07405782558345836
2009-07,13,0.25,0.1150695170086556
2009-07,13,0.3333333333333333,0.13785379002265408
2009-07,13,0.5,0.183422336050651
2009-07,13,0.6666666666666666,0.18586311674877387
2009-07,13,0.75,0.1870835070978353
2009-07,13,0.9,0.1892802097261459
2009-07,13,0.95,0.19001244393558275
2009-08,13,0.05,0.0015134063597199
2009-08,13,0.1,0.0017607404718225001
2009-08,13,0.25,0.0025027428081303
2009-08,13,0.3333333333333333,0.0029149663283013
2009-08,13,0.5,0.0037394133686433
2009-08,13,0.6666666666666666,0.03538371733832686
2009-08,13,0.75,0.051205869323168646
2009-08,13,0.9,0.07968574289588386
2009-08,13,0.95,0.08917903408678891
2009-09,13,0.05,0.01930689582053767
2009-09,13,0.1,0.02347081911953594
2009-09,13,0.25,0.03596258901653075
2009-09,13,0.3333333333333333,0.042902461181527865
2009-09,13,0.5,0.0567822055115221
2009-09,13,0.6666666666666666,0.08007623475301262
2009-09,13,0.75,0.0917232493737579
2009-09,13,0.9,0.11268787569109939
2009-09,13,0.95,0.11967608446354654
2009-10,13,0.05,0.00477372471998028
2009-10,13,0.1,0.00531339747229906
2009-10,13,0.25,0.0069324157292554
2009-10,13,0.3333333333333333,0.007831870316453366
2009-10,13,0.5,0.0096307794908493
2009-10,13,0.6666666666666666,0.011468177167745999
2009-10,13,0.75,0.012386876006194349
2009-10,13,0.9,0.01404053391540138
2009-10,13,0.95,0.014591753218470388
2009-11,13,0.05,0.07947708964872624
2009-11,13,0.1,0.08647051310261218
2009-11,13,0.25,0.10745078346427
2009-11,13,0.3333333333333333,0.11910648922074657
2009-11,13,0.5,0.1424179007336997
2009-11,13,0.6666666666666666,0.16044413477220357
2009-11,13,0.75,0.1694572517914555
2009-11,13,0.9,0.18568086242610898
2009-11,13,0.95,0.19108873263766013
2009-12,13,0.05,0.10623319813694593
2009-12,13,0.1,0.11025372064769634
2009-12,13,0.25,0.1223152881799476
2009-12,13,0.3333333333333333,0.12901615903119829
2009-12,13,0.5,0.1424179007336997
2009-12,13,0.6666666666666666,0.15379240222064455
2009-12,13,0.75,0.15947965296411698
2009-12,13,0.9,0.16971670430236738
2009-12,13,0.95,0.17312905474845083
