edge,horizon,validation_n,calibration_status,validation_first_origin,validation_last_origin,validation_last_target
2009-06,13,0,fixed_insufficient_history,2007-06,2008-05,2009-06
2009-07,13,0,fixed_insufficient_history,2007-07,2008-06,2009-07
2009-08,13,0,fixed_insufficient_history,2007-08,2008-07,2009-08
2009-09,13,0,fixed_insufficient_history,2007-09,2008-08,2009-09
2009-10,13,0,fixed_insufficient_history,2007-10,2008-09,2009-10
2009-11,13,0,fixed_insufficient_history,2007-11,2008-10,2009-11
2009-12,13,0,fixed_insufficient_history,2007-12,2008-11,2009-12
