memberStateCode,memberStateName,beginDate,endDate,price,unit,weekNumber,pigClass
CZ,Czechia,19/03/2012,25/03/2012,€67.19,P,12,Piglet
CZ,Czechia,12/03/2012,18/03/2012,€68.27,P,11,Piglet
CZ,Czechia,12/03/2012,18/03/2012,€171.04,100 KG,11,E
CZ,Czechia,05/03/2012,11/03/2012,€67.73,P,10,Piglet
CZ,Czechia,05/03/2012,11/03/2012,€168.11,100 KG,10,E
CZ,Czechia,27/02/2012,04/03/2012,€67.44,P,9,Piglet
CZ,Czechia,27/02/2012,04/03/2012,€165.15,100 KG,9,E
CZ,Czechia,20/02/2012,26/02/2012,€67.07,P,8,Piglet
CZ,Czechia,20/02/2012,26/02/2012,€164.20,100 KG,8,E
CZ,Czechia,13/02/2012,19/02/2012,€163.19,100 KG,7,E
CZ,Czechia,13/02/2012,19/02/2012,€59.68,P,7,Piglet
CZ,Czechia,06/02/2012,12/02/2012,€59.85,P,6,Piglet
CZ,Czechia,06/02/2012,12/02/2012,€163.45,100 KG,6,E
CZ,Czechia,30/01/2012,05/02/2012,€59.60,P,5,Piglet
CZ,Czechia,30/01/2012,05/02/2012,€162.70,100 KG,5,E
CZ,Czechia,23/01/2012,29/01/2012,€161.77,100 KG,4,E
CZ,Czechia,23/01/2012,29/01/2012,€59.24,P,4,Piglet
CZ,Czechia,16/01/2012,22/01/2012,€58.79,P,3,Piglet
CZ,Czechia,16/01/2012,22/01/2012,€161.87,100 KG,3,E
CZ,Czechia,09/01/2012,15/01/2012,€58.37,P,2,Piglet
CZ,Czechia,09/01/2012,15/01/2012,€165.39,100 KG,2,E
CZ,Czechia,02/01/2012,08/01/2012,€48.13,P,1,Piglet
CZ,Czechia,02/01/2012,08/01/2012,€168.09,100 KG,1,E
CZ,Czechia,26/12/2011,01/01/2012,€169.03,100 KG,0,E
CZ,Czechia,26/12/2011,01/01/2012,€49.95,P,52,Piglet
CZ,Czechia,26/12/2011,01/01/2012,€49.95,P,0,Piglet
CZ,Czechia,26/12/2011,01/01/2012,€169.03,100 KG,52,E
CZ,Czechia,19/12/2011,25/12/2011,€54.97,P,51,Piglet
CZ,Czechia,19/12/2011,25/12/2011,€171.12,100 KG,51,E
CZ,Czechia,12/12/2011,18/12/2011,€49.67,P,50,Piglet
CZ,Czechia,12/12/2011,18/12/2011,€170.77,100 KG,50,E
CZ,Czechia,05/12/2011,11/12/2011,€50.08,P,49,Piglet
CZ,Czechia,05/12/2011,11/12/2011,€171.08,100 KG,49,E
CZ,Czechia,28/11/2011,04/12/2011,€49.73,P,48,Piglet
CZ,Czechia,28/11/2011,04/12/2011,€165.60,100 KG,48,E
CZ,Czechia,21/11/2011,27/11/2011,€47.88,P,47,Piglet
CZ,Czechia,21/11/2011,27/11/2011,€162.87,100 KG,47,E
CZ,Czechia,14/11/2011,20/11/2011,€46.98,P,46,Piglet
CZ,Czechia,14/11/2011,20/11/2011,€161.17,100 KG,46,E
CZ,Czechia,07/11/2011,13/11/2011,€41.29,P,45,Piglet
CZ,Czechia,07/11/2011,13/11/2011,€160.42,100 KG,45,E
CZ,Czechia,31/10/2011,06/11/2011,€41.98,P,44,Piglet
CZ,Czechia,31/10/2011,06/11/2011,€160.91,100 KG,44,E
CZ,Czechia,24/10/2011,30/10/2011,€42.11,P,43,Piglet
CZ,Czechia,24/10/2011,30/10/2011,€156.78,100 KG,43,E
CZ,Czechia,17/10/2011,23/10/2011,€155.88,100 KG,42,E
CZ,Czechia,17/10/2011,23/10/2011,€42.08,P,42,Piglet
CZ,Czechia,10/10/2011,16/10/2011,€46.72,P,41,Piglet
CZ,Czechia,10/10/2011,16/10/2011,€156.52,100 KG,41,E
CZ,Czechia,03/10/2011,09/10/2011,€46.61,P,40,Piglet
CZ,Czechia,03/10/2011,09/10/2011,€155.62,100 KG,40,E
CZ,Czechia,26/09/2011,02/10/2011,€48.74,P,39,Piglet
CZ,Czechia,26/09/2011,02/10/2011,€156.77,100 KG,39,E
CZ,Czechia,19/09/2011,25/09/2011,€48.31,P,38,Piglet
CZ,Czechia,19/09/2011,25/09/2011,€155.64,100 KG,38,E
CZ,Czechia,12/09/2011,18/09/2011,€158.17,100 KG,37,E
CZ,Czechia,12/09/2011,18/09/2011,€48.94,P,37,Piglet
CZ,Czechia,05/09/2011,11/09/2011,€46.03,P,36,Piglet
CZ,Czechia,05/09/2011,11/09/2011,€158.81,100 KG,36,E
CZ,Czechia,29/08/2011,04/09/2011,€50.91,P,35,Piglet
CZ,Czechia,29/08/2011,04/09/2011,€161.87,100 KG,35,E
CZ,Czechia,22/08/2011,28/08/2011,€46.70,P,34,Piglet
CZ,Czechia,22/08/2011,28/08/2011,€160.95,100 KG,34,E
CZ,Czechia,15/08/2011,21/08/2011,€46.63,P,33,Piglet
CZ,Czechia,15/08/2011,21/08/2011,€160.88,100 KG,33,E
CZ,Czechia,08/08/2011,14/08/2011,€162.90,100 KG,32,E
CZ,Czechia,08/08/2011,14/08/2011,€50.40,P,32,Piglet
CZ,Czechia,01/08/2011,07/08/2011,€163.29,100 KG,31,E
CZ,Czechia,01/08/2011,07/08/2011,€50.29,P,31,Piglet
CZ,Czechia,25/07/2011,31/07/2011,€164.56,100 KG,30,E
CZ,Czechia,25/07/2011,31/07/2011,€52.78,P,30,Piglet
CZ,Czechia,18/07/2011,24/07/2011,€52.49,P,29,Piglet
CZ,Czechia,18/07/2011,24/07/2011,€163.77,100 KG,29,E
CZ,Czechia,11/07/2011,17/07/2011,€161.45,100 KG,28,E
CZ,Czechia,11/07/2011,17/07/2011,€52.70,P,28,Piglet
CZ,Czechia,04/07/2011,10/07/2011,€161.88,100 KG,27,E
CZ,Czechia,04/07/2011,10/07/2011,€51.95,P,27,Piglet
CZ,Czechia,27/06/2011,03/07/2011,€160.75,100 KG,26,E
CZ,Czechia,27/06/2011,03/07/2011,€51.76,P,26,Piglet
CZ,Czechia,20/06/2011,26/06/2011,€161.38,100 KG,25,E
CZ,Czechia,20/06/2011,26/06/2011,€51.97,P,25,Piglet
CZ,Czechia,13/06/2011,19/06/2011,€57.57,P,24,Piglet
CZ,Czechia,13/06/2011,19/06/2011,€161.94,100 KG,24,E
CZ,Czechia,06/06/2011,12/06/2011,€160.45,100 KG,23,E
CZ,Czechia,06/06/2011,12/06/2011,€51.87,P,23,Piglet
CZ,Czechia,30/05/2011,05/06/2011,€48.71,P,22,Piglet
CZ,Czechia,30/05/2011,05/06/2011,€158.75,100 KG,22,E
CZ,Czechia,23/05/2011,29/05/2011,€45.35,P,21,Piglet
CZ,Czechia,23/05/2011,29/05/2011,€159.95,100 KG,21,E
CZ,Czechia,16/05/2011,22/05/2011,€45.57,P,20,Piglet
CZ,Czechia,16/05/2011,22/05/2011,€161.93,100 KG,20,E
CZ,Czechia,09/05/2011,15/05/2011,€56.89,P,19,Piglet
CZ,Czechia,09/05/2011,15/05/2011,€163.41,100 KG,19,E
CZ,Czechia,02/05/2011,08/05/2011,€46.76,P,18,Piglet
CZ,Czechia,02/05/2011,08/05/2011,€161.55,100 KG,18,E
CZ,Czechia,25/04/2011,01/05/2011,€64.18,P,17,Piglet
CZ,Czechia,25/04/2011,01/05/2011,€158.15,100 KG,17,E
CZ,Czechia,18/04/2011,24/04/2011,€157.92,100 KG,16,E
CZ,Czechia,18/04/2011,24/04/2011,€46.16,P,16,Piglet
CZ,Czechia,11/04/2011,17/04/2011,€56.49,P,15,Piglet
CZ,Czechia,11/04/2011,17/04/2011,€153.76,100 KG,15,E
CZ,Czechia,04/04/2011,10/04/2011,€152.24,100 KG,14,E
CZ,Czechia,04/04/2011,10/04/2011,€42.99,P,14,Piglet
CZ,Czechia,28/03/2011,03/04/2011,€51.91,P,13,Piglet
CZ,Czechia,28/03/2011,03/04/2011,€148.13,100 KG,13,E
CZ,Czechia,21/03/2011,27/03/2011,€51.31,P,12,Piglet
CZ,Czechia,21/03/2011,27/03/2011,€147.36,100 KG,12,E
CZ,Czechia,14/03/2011,20/03/2011,€51.54,P,11,Piglet
CZ,Czechia,14/03/2011,20/03/2011,€144.39,100 KG,11,E
CZ,Czechia,07/03/2011,13/03/2011,€40.54,P,10,Piglet
CZ,Czechia,07/03/2011,13/03/2011,€144.29,100 KG,10,E
CZ,Czechia,28/02/2011,06/03/2011,€40.49,P,9,Piglet
CZ,Czechia,28/02/2011,06/03/2011,€143.77,100 KG,9,E
CZ,Czechia,21/02/2011,27/02/2011,€140.91,100 KG,8,E
CZ,Czechia,21/02/2011,27/02/2011,€36.24,P,8,Piglet
CZ,Czechia,14/02/2011,20/02/2011,€139.69,100 KG,7,E
CZ,Czechia,14/02/2011,20/02/2011,€46.85,P,7,Piglet
CZ,Czechia,07/02/2011,13/02/2011,€138.37,100 KG,6,E
CZ,Czechia,07/02/2011,13/02/2011,€47.16,P,6,Piglet
CZ,Czechia,31/01/2011,06/02/2011,€138.52,100 KG,5,E
CZ,Czechia,31/01/2011,06/02/2011,€46.31,P,5,Piglet
CZ,Czechia,24/01/2011,30/01/2011,€46.08,P,4,Piglet
CZ,Czechia,24/01/2011,30/01/2011,€140.88,100 KG,4,E
CZ,Czechia,17/01/2011,23/01/2011,€45.93,P,3,Piglet
CZ,Czechia,17/01/2011,23/01/2011,€143.08,100 KG,3,E
CZ,Czechia,10/01/2011,16/01/2011,€143.36,100 KG,2,E
CZ,Czechia,10/01/2011,16/01/2011,€45.65,P,2,Piglet
CZ,Czechia,03/01/2011,09/01/2011,€142.05,100 KG,1,E
CZ,Czechia,03/01/2011,09/01/2011,€45.00,P,1,Piglet
CZ,Czechia,27/12/2010,02/01/2011,€140.07,100 KG,0,E
CZ,Czechia,27/12/2010,02/01/2011,€44.26,P,0,Piglet
CZ,Czechia,27/12/2010,02/01/2011,€140.07,100 KG,52,E
CZ,Czechia,27/12/2010,02/01/2011,€44.26,P,52,Piglet
CZ,Czechia,20/12/2010,26/12/2010,€137.96,100 KG,51,E
CZ,Czechia,20/12/2010,26/12/2010,€44.18,P,51,Piglet
CZ,Czechia,13/12/2010,19/12/2010,€138.25,100 KG,50,E
CZ,Czechia,13/12/2010,19/12/2010,€44.36,P,50,Piglet
CZ,Czechia,06/12/2010,12/12/2010,€62.65,P,49,Piglet
CZ,Czechia,06/12/2010,12/12/2010,€137.58,100 KG,49,E
CZ,Czechia,29/11/2010,05/12/2010,€63.09,P,48,Piglet
CZ,Czechia,29/11/2010,05/12/2010,€138.51,100 KG,48,E
CZ,Czechia,22/11/2010,28/11/2010,€139.44,100 KG,47,E
CZ,Czechia,22/11/2010,28/11/2010,€63.63,P,47,Piglet
CZ,Czechia,15/11/2010,21/11/2010,€140.13,100 KG,46,E
CZ,Czechia,15/11/2010,21/11/2010,€63.77,P,46,Piglet
CZ,Czechia,08/11/2010,14/11/2010,€140.32,100 KG,45,E
CZ,Czechia,08/11/2010,14/11/2010,€63.88,P,45,Piglet
CZ,Czechia,01/11/2010,07/11/2010,€141.06,100 KG,44,E
CZ,Czechia,01/11/2010,07/11/2010,€52.06,P,44,Piglet
CZ,Czechia,25/10/2010,31/10/2010,€142.08,100 KG,43,E
CZ,Czechia,25/10/2010,31/10/2010,€51.90,P,43,Piglet
CZ,Czechia,18/10/2010,24/10/2010,€143.41,100 KG,42,E
CZ,Czechia,18/10/2010,24/10/2010,€52.01,P,42,Piglet
CZ,Czechia,11/10/2010,17/10/2010,€52.12,P,41,Piglet
CZ,Czechia,11/10/2010,17/10/2010,€144.04,100 KG,41,E
CZ,Czechia,04/10/2010,10/10/2010,€52.15,P,40,Piglet
CZ,Czechia,04/10/2010,10/10/2010,€144.77,100 KG,40,E
CZ,Czechia,27/09/2010,03/10/2010,€147.27,100 KG,39,E
CZ,Czechia,27/09/2010,03/10/2010,€42.12,P,39,Piglet
CZ,Czechia,20/09/2010,26/09/2010,€53.57,P,38,Piglet
CZ,Czechia,20/09/2010,26/09/2010,€147.32,100 KG,38,E
CZ,Czechia,13/09/2010,19/09/2010,€56.53,P,37,Piglet
CZ,Czechia,13/09/2010,19/09/2010,€150.14,100 KG,37,E
CZ,Czechia,06/09/2010,12/09/2010,€151.10,100 KG,36,E
CZ,Czechia,06/09/2010,12/09/2010,€65.19,P,36,Piglet
CZ,Czechia,30/08/2010,05/09/2010,€154.18,100 KG,35,E
CZ,Czechia,30/08/2010,05/09/2010,€49.94,P,35,Piglet
CZ,Czechia,23/08/2010,29/08/2010,€154.35,100 KG,34,E
CZ,Czechia,23/08/2010,29/08/2010,€51.24,P,34,Piglet
CZ,Czechia,16/08/2010,22/08/2010,€153.41,100 KG,33,E
CZ,Czechia,16/08/2010,22/08/2010,€45.16,P,33,Piglet
CZ,Czechia,09/08/2010,15/08/2010,€45.16,P,32,Piglet
CZ,Czechia,09/08/2010,15/08/2010,€153.96,100 KG,32,E
CZ,Czechia,02/08/2010,08/08/2010,€52.96,P,31,Piglet
CZ,Czechia,02/08/2010,08/08/2010,€154.30,100 KG,31,E
CZ,Czechia,26/07/2010,01/08/2010,€153.75,100 KG,30,E
CZ,Czechia,26/07/2010,01/08/2010,€56.30,P,30,Piglet
CZ,Czechia,19/07/2010,25/07/2010,€153.37,100 KG,29,E
CZ,Czechia,19/07/2010,25/07/2010,€55.54,P,29,Piglet
CZ,Czechia,12/07/2010,18/07/2010,€55.31,P,28,Piglet
CZ,Czechia,12/07/2010,18/07/2010,€155.69,100 KG,28,E
CZ,Czechia,05/07/2010,11/07/2010,€55.09,P,27,Piglet
CZ,Czechia,05/07/2010,11/07/2010,€157.02,100 KG,27,E
CZ,Czechia,28/06/2010,04/07/2010,€157.27,100 KG,26,E
CZ,Czechia,28/06/2010,04/07/2010,€54.56,P,26,Piglet
CZ,Czechia,21/06/2010,27/06/2010,€54.53,P,25,Piglet
CZ,Czechia,21/06/2010,27/06/2010,€158.26,100 KG,25,E
CZ,Czechia,14/06/2010,20/06/2010,€153.09,100 KG,24,E
CZ,Czechia,14/06/2010,20/06/2010,€54.65,P,24,Piglet
CZ,Czechia,07/06/2010,13/06/2010,€57.24,P,23,Piglet
CZ,Czechia,07/06/2010,13/06/2010,€148.06,100 KG,23,E
CZ,Czechia,31/05/2010,06/06/2010,€144.34,100 KG,22,E
CZ,Czechia,31/05/2010,06/06/2010,€57.42,P,22,Piglet
CZ,Czechia,24/05/2010,30/05/2010,€57.76,P,21,Piglet
CZ,Czechia,24/05/2010,30/05/2010,€140.65,100 KG,21,E
CZ,Czechia,17/05/2010,23/05/2010,€60.80,P,20,Piglet
CZ,Czechia,17/05/2010,23/05/2010,€137.78,100 KG,20,E
CZ,Czechia,10/05/2010,16/05/2010,€61.16,P,19,Piglet
CZ,Czechia,10/05/2010,16/05/2010,€137.88,100 KG,19,E
CZ,Czechia,03/05/2010,09/05/2010,€60.58,P,18,Piglet
CZ,Czechia,03/05/2010,09/05/2010,€134.03,100 KG,18,E
CZ,Czechia,26/04/2010,02/05/2010,€61.29,P,17,Piglet
CZ,Czechia,26/04/2010,02/05/2010,€134.15,100 KG,17,E
CZ,Czechia,19/04/2010,25/04/2010,€61.74,P,16,Piglet
CZ,Czechia,19/04/2010,25/04/2010,€135.34,100 KG,16,E
CZ,Czechia,12/04/2010,18/04/2010,€136.83,100 KG,15,E
CZ,Czechia,12/04/2010,18/04/2010,€62.15,P,15,Piglet
CZ,Czechia,05/04/2010,11/04/2010,€136.43,100 KG,14,E
CZ,Czechia,05/04/2010,11/04/2010,€56.09,P,14,Piglet
CZ,Czechia,29/03/2010,04/04/2010,€135.07,100 KG,13,E
CZ,Czechia,29/03/2010,04/04/2010,€55.79,P,13,Piglet
CZ,Czechia,22/03/2010,28/03/2010,€59.71,P,12,Piglet
CZ,Czechia,22/03/2010,28/03/2010,€136.06,100 KG,12,E
CZ,Czechia,15/03/2010,21/03/2010,€59.68,P,11,Piglet
CZ,Czechia,15/03/2010,21/03/2010,€135.06,100 KG,11,E
CZ,Czechia,08/03/2010,14/03/2010,€133.74,100 KG,10,E
CZ,Czechia,08/03/2010,14/03/2010,€59.25,P,10,Piglet
CZ,Czechia,01/03/2010,07/03/2010,€58.73,P,9,Piglet
CZ,Czechia,01/03/2010,07/03/2010,€132.34,100 KG,9,E
CZ,Czechia,22/02/2010,28/02/2010,€45.93,P,8,Piglet
CZ,Czechia,22/02/2010,28/02/2010,€131.48,100 KG,8,E
CZ,Czechia,15/02/2010,21/02/2010,€45.89,P,7,Piglet
CZ,Czechia,15/02/2010,21/02/2010,€131.71,100 KG,7,E
CZ,Czechia,08/02/2010,14/02/2010,€129.94,100 KG,6,E
CZ,Czechia,08/02/2010,14/02/2010,€45.54,P,6,Piglet
CZ,Czechia,01/02/2010,07/02/2010,€130.16,100 KG,5,E
CZ,Czechia,01/02/2010,07/02/2010,€45.49,P,5,Piglet
CZ,Czechia,25/01/2010,31/01/2010,€45.42,P,4,Piglet
CZ,Czechia,25/01/2010,31/01/2010,€131.33,100 KG,4,E
CZ,Czechia,18/01/2010,24/01/2010,€45.70,P,3,Piglet
CZ,Czechia,18/01/2010,24/01/2010,€133.09,100 KG,3,E
CZ,Czechia,11/01/2010,17/01/2010,€133.48,100 KG,2,E
CZ,Czechia,11/01/2010,17/01/2010,€57.42,P,2,Piglet
CZ,Czechia,04/01/2010,10/01/2010,€133.80,100 KG,1,E
CZ,Czechia,04/01/2010,10/01/2010,€56.97,P,1,Piglet
CZ,Czechia,28/12/2009,03/01/2010,€56.28,P,53,Piglet
CZ,Czechia,28/12/2009,03/01/2010,€56.28,P,0,Piglet
CZ,Czechia,28/12/2009,03/01/2010,€133.93,100 KG,53,E
CZ,Czechia,28/12/2009,03/01/2010,€133.93,100 KG,0,E
CZ,Czechia,21/12/2009,27/12/2009,€56.43,P,52,Piglet
CZ,Czechia,21/12/2009,27/12/2009,€134.97,100 KG,52,E
CZ,Czechia,14/12/2009,20/12/2009,€136.75,100 KG,51,E
CZ,Czechia,14/12/2009,20/12/2009,€57.05,P,51,Piglet
CZ,Czechia,07/12/2009,13/12/2009,€61.87,P,50,Piglet
CZ,Czechia,07/12/2009,13/12/2009,€138.08,100 KG,50,E
CZ,Czechia,30/11/2009,06/12/2009,€61.36,P,49,Piglet
CZ,Czechia,30/11/2009,06/12/2009,€137.35,100 KG,49,E
CZ,Czechia,23/11/2009,29/11/2009,€61.22,P,48,Piglet
CZ,Czechia,23/11/2009,29/11/2009,€135.58,100 KG,48,E
CZ,Czechia,16/11/2009,22/11/2009,€62.17,P,47,Piglet
CZ,Czechia,16/11/2009,22/11/2009,€138.62,100 KG,47,E
CZ,Czechia,09/11/2009,15/11/2009,€62.39,P,46,Piglet
CZ,Czechia,09/11/2009,15/11/2009,€138.02,100 KG,46,E
CZ,Czechia,02/11/2009,08/11/2009,€61.10,P,45,Piglet
CZ,Czechia,02/11/2009,08/11/2009,€134.89,100 KG,45,E
CZ,Czechia,26/10/2009,01/11/2009,€60.71,P,44,Piglet
CZ,Czechia,26/10/2009,01/11/2009,€136.86,100 KG,44,E
CZ,Czechia,19/10/2009,25/10/2009,€143.38,100 KG,43,E
CZ,Czechia,19/10/2009,25/10/2009,€59.01,P,43,Piglet
CZ,Czechia,12/10/2009,18/10/2009,€56.88,P,42,Piglet
CZ,Czechia,12/10/2009,18/10/2009,€145.77,100 KG,42,E
CZ,Czechia,05/10/2009,11/10/2009,€50.70,P,41,Piglet
CZ,Czechia,05/10/2009,11/10/2009,€149.72,100 KG,41,E
CZ,Czechia,28/09/2009,04/10/2009,€153.75,100 KG,40,E
CZ,Czechia,28/09/2009,04/10/2009,€62.92,P,40,Piglet
CZ,Czechia,21/09/2009,27/09/2009,€158.84,100 KG,39,E
CZ,Czechia,21/09/2009,27/09/2009,€63.26,P,39,Piglet
CZ,Czechia,14/09/2009,20/09/2009,€161.77,100 KG,38,E
CZ,Czechia,14/09/2009,20/09/2009,€56.81,P,38,Piglet
CZ,Czechia,07/09/2009,13/09/2009,€50.97,P,37,Piglet
CZ,Czechia,07/09/2009,13/09/2009,€163.58,100 KG,37,E
CZ,Czechia,31/08/2009,06/09/2009,€54.81,P,36,Piglet
CZ,Czechia,31/08/2009,06/09/2009,€163.66,100 KG,36,E
CZ,Czechia,24/08/2009,30/08/2009,€164.45,100 KG,35,E
CZ,Czechia,24/08/2009,30/08/2009,€52.25,P,35,Piglet
CZ,Czechia,17/08/2009,23/08/2009,€162.64,100 KG,34,E
CZ,Czechia,17/08/2009,23/08/2009,€51.83,P,34,Piglet
CZ,Czechia,10/08/2009,16/08/2009,€162.18,100 KG,33,E
CZ,Czechia,10/08/2009,16/08/2009,€55.51,P,33,Piglet
CZ,Czechia,03/08/2009,09/08/2009,€160.99,100 KG,32,E
CZ,Czechia,03/08/2009,09/08/2009,€64.45,P,32,Piglet
CZ,Czechia,27/07/2009,02/08/2009,€165.45,100 KG,31,E
CZ,Czechia,27/07/2009,02/08/2009,€55.41,P,31,Piglet
CZ,Czechia,20/07/2009,26/07/2009,€57.99,P,30,Piglet
CZ,Czechia,20/07/2009,26/07/2009,€164.61,100 KG,30,E
CZ,Czechia,13/07/2009,19/07/2009,€164.61,100 KG,29,E
CZ,Czechia,13/07/2009,19/07/2009,€57.45,P,29,Piglet
CZ,Czechia,06/07/2009,12/07/2009,€57.04,P,28,Piglet
CZ,Czechia,06/07/2009,12/07/2009,€165.31,100 KG,28,E
CZ,Czechia,29/06/2009,05/07/2009,€54.41,P,27,Piglet
CZ,Czechia,29/06/2009,05/07/2009,€168.36,100 KG,27,E
CZ,Czechia,22/06/2009,28/06/2009,€165.91,100 KG,26,E
CZ,Czechia,22/06/2009,28/06/2009,€56.94,P,26,Piglet
CZ,Czechia,15/06/2009,21/06/2009,€161.66,100 KG,25,E
CZ,Czechia,15/06/2009,21/06/2009,€56.88,P,25,Piglet
CZ,Czechia,08/06/2009,14/06/2009,€60.48,P,24,Piglet
CZ,Czechia,08/06/2009,14/06/2009,€160.04,100 KG,24,E
CZ,Czechia,01/06/2009,07/06/2009,€57.80,P,23,Piglet
CZ,Czechia,01/06/2009,07/06/2009,€159.72,100 KG,23,E
CZ,Czechia,25/05/2009,31/05/2009,€56.72,P,22,Piglet
CZ,Czechia,25/05/2009,31/05/2009,€156.73,100 KG,22,E
CZ,Czechia,18/05/2009,24/05/2009,€51.67,P,21,Piglet
CZ,Czechia,18/05/2009,24/05/2009,€153.02,100 KG,21,E
CZ,Czechia,11/05/2009,17/05/2009,€152.26,100 KG,20,E
CZ,Czechia,11/05/2009,17/05/2009,€51.10,P,20,Piglet
CZ,Czechia,04/05/2009,10/05/2009,€153.49,100 KG,19,E
CZ,Czechia,04/05/2009,10/05/2009,€63.10,P,19,Piglet
CZ,Czechia,27/04/2009,03/05/2009,€55.43,P,18,Piglet
CZ,Czechia,27/04/2009,03/05/2009,€153.42,100 KG,18,E
CZ,Czechia,20/04/2009,26/04/2009,€152.10,100 KG,17,E
CZ,Czechia,20/04/2009,26/04/2009,€53.92,P,17,Piglet
CZ,Czechia,13/04/2009,19/04/2009,€153.11,100 KG,16,E
CZ,Czechia,13/04/2009,19/04/2009,€53.76,P,16,Piglet
CZ,Czechia,06/04/2009,12/04/2009,€63.54,P,15,Piglet
CZ,Czechia,06/04/2009,12/04/2009,€155.41,100 KG,15,E
CZ,Czechia,30/03/2009,05/04/2009,€152.38,100 KG,14,E
CZ,Czechia,30/03/2009,05/04/2009,€49.48,P,14,Piglet
CZ,Czechia,23/03/2009,29/03/2009,€150.06,100 KG,13,E
CZ,Czechia,23/03/2009,29/03/2009,€56.50,P,13,Piglet
CZ,Czechia,16/03/2009,22/03/2009,€53.25,P,12,Piglet
CZ,Czechia,16/03/2009,22/03/2009,€149.14,100 KG,12,E
CZ,Czechia,09/03/2009,15/03/2009,€144.07,100 KG,11,E
CZ,Czechia,09/03/2009,15/03/2009,€52.44,P,11,Piglet
CZ,Czechia,02/03/2009,08/03/2009,€50.88,P,10,Piglet
CZ,Czechia,02/03/2009,08/03/2009,€136.79,100 KG,10,E
CZ,Czechia,23/02/2009,01/03/2009,€133.09,100 KG,9,E
CZ,Czechia,23/02/2009,01/03/2009,€52.91,P,9,Piglet
CZ,Czechia,16/02/2009,22/02/2009,€129.58,100 KG,8,E
CZ,Czechia,16/02/2009,22/02/2009,€35.44,P,8,Piglet
CZ,Czechia,09/02/2009,15/02/2009,€49.77,P,7,Piglet
CZ,Czechia,09/02/2009,15/02/2009,€133.60,100 KG,7,E
CZ,Czechia,02/02/2009,08/02/2009,€50.05,P,6,Piglet
CZ,Czechia,02/02/2009,08/02/2009,€135.65,100 KG,6,E
CZ,Czechia,26/01/2009,01/02/2009,€138.23,100 KG,5,E
CZ,Czechia,26/01/2009,01/02/2009,€58.55,P,5,Piglet
CZ,Czechia,19/01/2009,25/01/2009,€138.58,100 KG,4,E
CZ,Czechia,19/01/2009,25/01/2009,€51.35,P,4,Piglet
CZ,Czechia,12/01/2009,18/01/2009,€51.21,P,3,Piglet
CZ,Czechia,12/01/2009,18/01/2009,€145.12,100 KG,3,E
CZ,Czechia,05/01/2009,11/01/2009,€59.82,P,2,Piglet
CZ,Czechia,05/01/2009,11/01/2009,€148.82,100 KG,2,E
CZ,Czechia,29/12/2008,04/01/2009,€51.62,P,53,Piglet
CZ,Czechia,29/12/2008,04/01/2009,€51.62,P,1,Piglet
CZ,Czechia,29/12/2008,04/01/2009,€150.17,100 KG,53,E
CZ,Czechia,29/12/2008,04/01/2009,€150.17,100 KG,1,E
CZ,Czechia,22/12/2008,28/12/2008,€52.24,P,52,Piglet
CZ,Czechia,22/12/2008,28/12/2008,€152.35,100 KG,52,E
CZ,Czechia,15/12/2008,21/12/2008,€52.42,P,51,Piglet
CZ,Czechia,15/12/2008,21/12/2008,€154.72,100 KG,51,E
CZ,Czechia,08/12/2008,14/12/2008,€155.19,100 KG,50,E
CZ,Czechia,08/12/2008,14/12/2008,€54.74,P,50,Piglet
CZ,Czechia,01/12/2008,07/12/2008,€154.28,100 KG,49,E
CZ,Czechia,01/12/2008,07/12/2008,€55.25,P,49,Piglet
CZ,Czechia,24/11/2008,30/11/2008,€55.93,P,48,Piglet
CZ,Czechia,24/11/2008,30/11/2008,€154.60,100 KG,48,E
CZ,Czechia,17/11/2008,23/11/2008,€152.33,100 KG,47,E
CZ,Czechia,17/11/2008,23/11/2008,€55.32,P,47,Piglet
CZ,Czechia,10/11/2008,16/11/2008,€55.95,P,46,Piglet
CZ,Czechia,10/11/2008,16/11/2008,€155.84,100 KG,46,E
CZ,Czechia,03/11/2008,09/11/2008,€168.03,100 KG,45,E
CZ,Czechia,03/11/2008,09/11/2008,€57.61,P,45,Piglet
CZ,Czechia,27/10/2008,02/11/2008,€58.03,P,44,Piglet
CZ,Czechia,27/10/2008,02/11/2008,€175.04,100 KG,44,E
CZ,Czechia,20/10/2008,26/10/2008,€173.86,100 KG,43,E
CZ,Czechia,20/10/2008,26/10/2008,€41.68,P,43,Piglet
CZ,Czechia,13/10/2008,19/10/2008,€58.05,P,42,Piglet
CZ,Czechia,13/10/2008,19/10/2008,€177.46,100 KG,42,E
CZ,Czechia,06/10/2008,12/10/2008,€179.55,100 KG,41,E
CZ,Czechia,06/10/2008,12/10/2008,€58.45,P,41,Piglet
CZ,Czechia,29/09/2008,05/10/2008,€180.59,100 KG,40,E
CZ,Czechia,29/09/2008,05/10/2008,€58.61,P,40,Piglet
CZ,Czechia,22/09/2008,28/09/2008,€185.50,100 KG,39,E
CZ,Czechia,22/09/2008,28/09/2008,€59.47,P,39,Piglet
CZ,Czechia,15/09/2008,21/09/2008,€62.03,P,38,Piglet
CZ,Czechia,15/09/2008,21/09/2008,€189.36,100 KG,38,E
CZ,Czechia,08/09/2008,14/09/2008,€185.12,100 KG,37,E
CZ,Czechia,08/09/2008,14/09/2008,€60.74,P,37,Piglet
