memberStateCode,memberStateName,beginDate,endDate,price,unit,weekNumber,year,product
CZ,Czechia,12/01/2009,18/01/2009,€214.23,100KG,3,2009,WMP
CZ,Czechia,05/01/2009,11/01/2009,€409.91,100KG,2,2009,EMMENTAL
CZ,Czechia,05/01/2009,11/01/2009,€167.28,100KG,2,2009,SMP
CZ,Czechia,05/01/2009,11/01/2009,€303.62,100KG,2,2009,EDAM
CZ,Czechia,05/01/2009,11/01/2009,€214.40,100KG,2,2009,WMP
CZ,Czechia,05/01/2009,11/01/2009,€278.78,100KG,2,2009,BUTTER
CZ,Czechia,29/12/2008,04/01/2009,€371.07,100KG,53,2008,EMMENTAL
CZ,Czechia,29/12/2008,04/01/2009,€360.66,100KG,1,2009,EDAM
CZ,Czechia,29/12/2008,04/01/2009,€152.74,100KG,53,2008,SMP
CZ,Czechia,29/12/2008,04/01/2009,€152.74,100KG,1,2009,SMP
CZ,Czechia,29/12/2008,04/01/2009,€206.44,100KG,53,2008,BUTTER
CZ,Czechia,29/12/2008,04/01/2009,€360.66,100KG,53,2008,EDAM
CZ,Czechia,29/12/2008,04/01/2009,€206.44,100KG,1,2009,BUTTER
CZ,Czechia,29/12/2008,04/01/2009,€371.07,100KG,1,2009,EMMENTAL
CZ,Czechia,22/12/2008,28/12/2008,€375.96,100KG,52,2008,EDAM
CZ,Czechia,22/12/2008,28/12/2008,€376.15,100KG,52,2008,EMMENTAL
CZ,Czechia,22/12/2008,28/12/2008,€151.99,100KG,52,2008,SMP
CZ,Czechia,15/12/2008,21/12/2008,€237.55,100KG,51,2008,WMP
CZ,Czechia,15/12/2008,21/12/2008,€165.62,100KG,51,2008,SMP
CZ,Czechia,15/12/2008,21/12/2008,€354.79,100KG,51,2008,EDAM
CZ,Czechia,15/12/2008,21/12/2008,€247.12,100KG,51,2008,BUTTER
CZ,Czechia,08/12/2008,14/12/2008,€214.92,100KG,50,2008,BUTTER
CZ,Czechia,08/12/2008,14/12/2008,€248.47,100KG,50,2008,WMP
CZ,Czechia,08/12/2008,14/12/2008,€172.82,100KG,50,2008,SMP
CZ,Czechia,08/12/2008,14/12/2008,€363.38,100KG,50,2008,EDAM
CZ,Czechia,08/12/2008,14/12/2008,€400.04,100KG,50,2008,EMMENTAL
CZ,Czechia,01/12/2008,07/12/2008,€384.82,100KG,49,2008,EMMENTAL
CZ,Czechia,01/12/2008,07/12/2008,€257.54,100KG,49,2008,WMP
CZ,Czechia,01/12/2008,07/12/2008,€160.29,100KG,49,2008,SMP
CZ,Czechia,01/12/2008,07/12/2008,€216.40,100KG,49,2008,BUTTER
CZ,Czechia,01/12/2008,07/12/2008,€381.67,100KG,49,2008,EDAM
CZ,Czechia,24/11/2008,30/11/2008,€166.08,100KG,48,2008,SMP
CZ,Czechia,24/11/2008,30/11/2008,€395.09,100KG,48,2008,EMMENTAL
CZ,Czechia,24/11/2008,30/11/2008,€211.28,100KG,48,2008,BUTTER
CZ,Czechia,24/11/2008,30/11/2008,€269.26,100KG,48,2008,WMP
CZ,Czechia,24/11/2008,30/11/2008,€374.94,100KG,48,2008,EDAM
CZ,Czechia,17/11/2008,23/11/2008,€385.94,100KG,47,2008,EMMENTAL
CZ,Czechia,17/11/2008,23/11/2008,€338.69,100KG,47,2008,EDAM
CZ,Czechia,17/11/2008,23/11/2008,€242.63,100KG,47,2008,WMP
CZ,Czechia,17/11/2008,23/11/2008,€194.29,100KG,47,2008,SMP
CZ,Czechia,17/11/2008,23/11/2008,€305.61,100KG,47,2008,BUTTER
CZ,Czechia,10/11/2008,16/11/2008,€273.16,100KG,46,2008,BUTTER
CZ,Czechia,10/11/2008,16/11/2008,€214.71,100KG,46,2008,SMP
CZ,Czechia,10/11/2008,16/11/2008,€359.14,100KG,46,2008,EDAM
CZ,Czechia,10/11/2008,16/11/2008,€391.49,100KG,46,2008,EMMENTAL
CZ,Czechia,10/11/2008,16/11/2008,€253.36,100KG,46,2008,WMP
CZ,Czechia,03/11/2008,09/11/2008,€281.62,100KG,45,2008,WMP
CZ,Czechia,03/11/2008,09/11/2008,€386.69,100KG,45,2008,EDAM
CZ,Czechia,03/11/2008,09/11/2008,€222.46,100KG,45,2008,SMP
CZ,Czechia,03/11/2008,09/11/2008,€402.97,100KG,45,2008,EMMENTAL
CZ,Czechia,03/11/2008,09/11/2008,€262.14,100KG,45,2008,BUTTER
CZ,Czechia,27/10/2008,02/11/2008,€224.01,100KG,44,2008,SMP
CZ,Czechia,27/10/2008,02/11/2008,€417.92,100KG,44,2008,EMMENTAL
CZ,Czechia,27/10/2008,02/11/2008,€288.69,100KG,44,2008,WMP
CZ,Czechia,27/10/2008,02/11/2008,€382.27,100KG,44,2008,EDAM
CZ,Czechia,20/10/2008,26/10/2008,€391.83,100KG,43,2008,EMMENTAL
CZ,Czechia,20/10/2008,26/10/2008,€274.27,100KG,43,2008,WMP
CZ,Czechia,20/10/2008,26/10/2008,€261.84,100KG,43,2008,BUTTER
CZ,Czechia,20/10/2008,26/10/2008,€386.55,100KG,43,2008,EDAM
CZ,Czechia,20/10/2008,26/10/2008,€218.12,100KG,43,2008,SMP
CZ,Czechia,13/10/2008,19/10/2008,€384.39,100KG,42,2008,EDAM
CZ,Czechia,13/10/2008,19/10/2008,€281.93,100KG,42,2008,WMP
CZ,Czechia,13/10/2008,19/10/2008,€240.96,100KG,42,2008,SMP
CZ,Czechia,13/10/2008,19/10/2008,€393.33,100KG,42,2008,EMMENTAL
CZ,Czechia,13/10/2008,19/10/2008,€249.88,100KG,42,2008,BUTTER
CZ,Czechia,06/10/2008,12/10/2008,€374.58,100KG,41,2008,EDAM
CZ,Czechia,06/10/2008,12/10/2008,€416.00,100KG,41,2008,EMMENTAL
CZ,Czechia,06/10/2008,12/10/2008,€247.30,100KG,41,2008,BUTTER
CZ,Czechia,06/10/2008,12/10/2008,€204.79,100KG,41,2008,SMP
CZ,Czechia,06/10/2008,12/10/2008,€278.83,100KG,41,2008,WMP
CZ,Czechia,29/09/2008,05/10/2008,€287.66,100KG,40,2008,WMP
CZ,Czechia,29/09/2008,05/10/2008,€197.84,100KG,40,2008,SMP
CZ,Czechia,29/09/2008,05/10/2008,€250.96,100KG,40,2008,BUTTER
CZ,Czechia,29/09/2008,05/10/2008,€416.16,100KG,40,2008,EMMENTAL
CZ,Czechia,29/09/2008,05/10/2008,€395.24,100KG,40,2008,EDAM
CZ,Czechia,22/09/2008,28/09/2008,€413.52,100KG,39,2008,EMMENTAL
CZ,Czechia,22/09/2008,28/09/2008,€306.58,100KG,39,2008,WMP
CZ,Czechia,22/09/2008,28/09/2008,€225.27,100KG,39,2008,SMP
CZ,Czechia,22/09/2008,28/09/2008,€410.07,100KG,39,2008,EDAM
CZ,Czechia,22/09/2008,28/09/2008,€247.32,100KG,39,2008,BUTTER
CZ,Czechia,15/09/2008,21/09/2008,€234.31,100KG,38,2008,SMP
CZ,Czechia,15/09/2008,21/09/2008,€270.71,100KG,38,2008,WMP
CZ,Czechia,15/09/2008,21/09/2008,€421.73,100KG,38,2008,EMMENTAL
CZ,Czechia,15/09/2008,21/09/2008,€419.09,100KG,38,2008,EDAM
CZ,Czechia,15/09/2008,21/09/2008,€241.58,100KG,38,2008,BUTTER
CZ,Czechia,08/09/2008,14/09/2008,€414.77,100KG,37,2008,EMMENTAL
CZ,Czechia,08/09/2008,14/09/2008,€412.56,100KG,37,2008,EDAM
CZ,Czechia,08/09/2008,14/09/2008,€188.45,100KG,37,2008,SMP
CZ,Czechia,08/09/2008,14/09/2008,€297.09,100KG,37,2008,WMP
CZ,Czechia,01/09/2008,07/09/2008,€395.54,100KG,36,2008,EDAM
CZ,Czechia,01/09/2008,07/09/2008,€214.61,100KG,36,2008,SMP
CZ,Czechia,01/09/2008,07/09/2008,€260.94,100KG,36,2008,BUTTER
CZ,Czechia,01/09/2008,07/09/2008,€281.94,100KG,36,2008,WMP
CZ,Czechia,01/09/2008,07/09/2008,€409.86,100KG,36,2008,EMMENTAL
CZ,Czechia,25/08/2008,31/08/2008,€307.26,100KG,35,2008,WMP
CZ,Czechia,25/08/2008,31/08/2008,€380.45,100KG,35,2008,BUTTER
CZ,Czechia,25/08/2008,31/08/2008,€404.99,100KG,35,2008,EMMENTAL
CZ,Czechia,25/08/2008,31/08/2008,€356.58,100KG,35,2008,EDAM
CZ,Czechia,25/08/2008,31/08/2008,€226.77,100KG,35,2008,SMP
CZ,Czechia,18/08/2008,24/08/2008,€404.07,100KG,34,2008,EMMENTAL
CZ,Czechia,18/08/2008,24/08/2008,€304.57,100KG,34,2008,WMP
CZ,Czechia,18/08/2008,24/08/2008,€232.58,100KG,34,2008,SMP
CZ,Czechia,18/08/2008,24/08/2008,€411.82,100KG,34,2008,EDAM
CZ,Czechia,11/08/2008,17/08/2008,€328.69,100KG,33,2008,WMP
CZ,Czechia,11/08/2008,17/08/2008,€294.49,100KG,33,2008,SMP
CZ,Czechia,11/08/2008,17/08/2008,€405.13,100KG,33,2008,EDAM
CZ,Czechia,11/08/2008,17/08/2008,€353.50,100KG,33,2008,BUTTER
CZ,Czechia,11/08/2008,17/08/2008,€415.36,100KG,33,2008,EMMENTAL
CZ,Czechia,04/08/2008,10/08/2008,€256.95,100KG,32,2008,SMP
CZ,Czechia,04/08/2008,10/08/2008,€312.10,100KG,32,2008,WMP
CZ,Czechia,04/08/2008,10/08/2008,€420.65,100KG,32,2008,EMMENTAL
CZ,Czechia,04/08/2008,10/08/2008,€403.19,100KG,32,2008,EDAM
CZ,Czechia,28/07/2008,03/08/2008,€374.05,100KG,31,2008,EDAM
CZ,Czechia,28/07/2008,03/08/2008,€413.33,100KG,31,2008,EMMENTAL
CZ,Czechia,28/07/2008,03/08/2008,€308.64,100KG,31,2008,WMP
CZ,Czechia,28/07/2008,03/08/2008,€261.33,100KG,31,2008,BUTTER
CZ,Czechia,28/07/2008,03/08/2008,€234.35,100KG,31,2008,SMP
CZ,Czechia,21/07/2008,27/07/2008,€273.33,100KG,30,2008,BUTTER
CZ,Czechia,21/07/2008,27/07/2008,€414.18,100KG,30,2008,EDAM
CZ,Czechia,21/07/2008,27/07/2008,€348.12,100KG,30,2008,WMP
CZ,Czechia,21/07/2008,27/07/2008,€437.35,100KG,30,2008,EMMENTAL
CZ,Czechia,21/07/2008,27/07/2008,€228.64,100KG,30,2008,SMP
CZ,Czechia,14/07/2008,20/07/2008,€447.96,100KG,29,2008,EMMENTAL
CZ,Czechia,14/07/2008,20/07/2008,€420.31,100KG,29,2008,EDAM
CZ,Czechia,14/07/2008,20/07/2008,€327.77,100KG,29,2008,BUTTER
CZ,Czechia,14/07/2008,20/07/2008,€228.43,100KG,29,2008,SMP
CZ,Czechia,14/07/2008,20/07/2008,€311.17,100KG,29,2008,WMP
CZ,Czechia,07/07/2008,13/07/2008,€219.34,100KG,28,2008,SMP
CZ,Czechia,07/07/2008,13/07/2008,€261.74,100KG,28,2008,BUTTER
CZ,Czechia,07/07/2008,13/07/2008,€419.13,100KG,28,2008,EMMENTAL
CZ,Czechia,07/07/2008,13/07/2008,€325.94,100KG,28,2008,WMP
CZ,Czechia,07/07/2008,13/07/2008,€401.38,100KG,28,2008,EDAM
CZ,Czechia,30/06/2008,06/07/2008,€216.01,100KG,27,2008,SMP
CZ,Czechia,30/06/2008,06/07/2008,€294.06,100KG,27,2008,WMP
CZ,Czechia,30/06/2008,06/07/2008,€258.56,100KG,27,2008,BUTTER
CZ,Czechia,30/06/2008,06/07/2008,€423.16,100KG,27,2008,EMMENTAL
CZ,Czechia,30/06/2008,06/07/2008,€383.42,100KG,27,2008,EDAM
CZ,Czechia,23/06/2008,29/06/2008,€315.85,100KG,26,2008,WMP
CZ,Czechia,23/06/2008,29/06/2008,€397.76,100KG,26,2008,EDAM
CZ,Czechia,23/06/2008,29/06/2008,€224.76,100KG,26,2008,SMP
CZ,Czechia,23/06/2008,29/06/2008,€258.90,100KG,26,2008,BUTTER
CZ,Czechia,23/06/2008,29/06/2008,€501.32,100KG,26,2008,EMMENTAL
CZ,Czechia,16/06/2008,22/06/2008,€492.03,100KG,25,2008,EMMENTAL
CZ,Czechia,16/06/2008,22/06/2008,€295.46,100KG,25,2008,WMP
CZ,Czechia,16/06/2008,22/06/2008,€389.39,100KG,25,2008,EDAM
CZ,Czechia,16/06/2008,22/06/2008,€218.98,100KG,25,2008,SMP
CZ,Czechia,16/06/2008,22/06/2008,€252.57,100KG,25,2008,BUTTER
CZ,Czechia,09/06/2008,15/06/2008,€313.09,100KG,24,2008,BUTTER
CZ,Czechia,09/06/2008,15/06/2008,€303.69,100KG,24,2008,WMP
CZ,Czechia,09/06/2008,15/06/2008,€473.61,100KG,24,2008,EMMENTAL
CZ,Czechia,09/06/2008,15/06/2008,€375.87,100KG,24,2008,EDAM
CZ,Czechia,09/06/2008,15/06/2008,€233.82,100KG,24,2008,SMP
CZ,Czechia,02/06/2008,08/06/2008,€385.86,100KG,23,2008,EDAM
CZ,Czechia,02/06/2008,08/06/2008,€263.96,100KG,23,2008,SMP
CZ,Czechia,02/06/2008,08/06/2008,€256.71,100KG,23,2008,BUTTER
CZ,Czechia,02/06/2008,08/06/2008,€473.15,100KG,23,2008,EMMENTAL
CZ,Czechia,02/06/2008,08/06/2008,€277.96,100KG,23,2008,WMP
CZ,Czechia,26/05/2008,01/06/2008,€380.36,100KG,22,2008,EDAM
CZ,Czechia,26/05/2008,01/06/2008,€219.52,100KG,22,2008,SMP
CZ,Czechia,26/05/2008,01/06/2008,€240.36,100KG,22,2008,BUTTER
CZ,Czechia,26/05/2008,01/06/2008,€276.70,100KG,22,2008,WMP
CZ,Czechia,26/05/2008,01/06/2008,€472.29,100KG,22,2008,EMMENTAL
CZ,Czechia,19/05/2008,25/05/2008,€272.62,100KG,21,2008,BUTTER
CZ,Czechia,19/05/2008,25/05/2008,€214.78,100KG,21,2008,SMP
CZ,Czechia,19/05/2008,25/05/2008,€470.26,100KG,21,2008,EMMENTAL
CZ,Czechia,19/05/2008,25/05/2008,€286.84,100KG,21,2008,WMP
CZ,Czechia,19/05/2008,25/05/2008,€376.47,100KG,21,2008,EDAM
CZ,Czechia,12/05/2008,18/05/2008,€470.21,100KG,20,2008,EMMENTAL
CZ,Czechia,12/05/2008,18/05/2008,€251.84,100KG,20,2008,BUTTER
CZ,Czechia,12/05/2008,18/05/2008,€376.40,100KG,20,2008,EDAM
CZ,Czechia,12/05/2008,18/05/2008,€216.23,100KG,20,2008,SMP
CZ,Czechia,12/05/2008,18/05/2008,€295.13,100KG,20,2008,WMP
CZ,Czechia,05/05/2008,11/05/2008,€373.74,100KG,19,2008,EDAM
CZ,Czechia,05/05/2008,11/05/2008,€468.94,100KG,19,2008,EMMENTAL
CZ,Czechia,05/05/2008,11/05/2008,€217.54,100KG,19,2008,SMP
CZ,Czechia,05/05/2008,11/05/2008,€288.95,100KG,19,2008,WMP
CZ,Czechia,05/05/2008,11/05/2008,€236.29,100KG,19,2008,BUTTER
CZ,Czechia,28/04/2008,04/05/2008,€359.01,100KG,18,2008,BUTTER
CZ,Czechia,28/04/2008,04/05/2008,€220.52,100KG,18,2008,SMP
CZ,Czechia,28/04/2008,04/05/2008,€306.43,100KG,18,2008,WMP
CZ,Czechia,28/04/2008,04/05/2008,€366.64,100KG,18,2008,EDAM
CZ,Czechia,21/04/2008,27/04/2008,€292.80,100KG,17,2008,WMP
CZ,Czechia,21/04/2008,27/04/2008,€413.86,100KG,17,2008,EDAM
CZ,Czechia,21/04/2008,27/04/2008,€310.51,100KG,17,2008,BUTTER
CZ,Czechia,21/04/2008,27/04/2008,€469.05,100KG,17,2008,EMMENTAL
CZ,Czechia,21/04/2008,27/04/2008,€217.07,100KG,17,2008,SMP
CZ,Czechia,14/04/2008,20/04/2008,€467.59,100KG,16,2008,EMMENTAL
CZ,Czechia,14/04/2008,20/04/2008,€293.60,100KG,16,2008,BUTTER
CZ,Czechia,14/04/2008,20/04/2008,€275.09,100KG,16,2008,SMP
CZ,Czechia,14/04/2008,20/04/2008,€291.42,100KG,16,2008,WMP
CZ,Czechia,14/04/2008,20/04/2008,€394.66,100KG,16,2008,EDAM
CZ,Czechia,07/04/2008,13/04/2008,€283.60,100KG,15,2008,WMP
CZ,Czechia,07/04/2008,13/04/2008,€230.07,100KG,15,2008,SMP
CZ,Czechia,07/04/2008,13/04/2008,€464.89,100KG,15,2008,EMMENTAL
CZ,Czechia,07/04/2008,13/04/2008,€427.84,100KG,15,2008,EDAM
CZ,Czechia,07/04/2008,13/04/2008,€262.75,100KG,15,2008,BUTTER
CZ,Czechia,31/03/2008,06/04/2008,€250.21,100KG,14,2008,BUTTER
CZ,Czechia,31/03/2008,06/04/2008,€483.09,100KG,14,2008,EMMENTAL
CZ,Czechia,31/03/2008,06/04/2008,€400.68,100KG,14,2008,EDAM
CZ,Czechia,31/03/2008,06/04/2008,€229.28,100KG,14,2008,SMP
CZ,Czechia,31/03/2008,06/04/2008,€282.67,100KG,14,2008,WMP
CZ,Czechia,24/03/2008,30/03/2008,€454.56,100KG,13,2008,EMMENTAL
CZ,Czechia,24/03/2008,30/03/2008,€431.46,100KG,13,2008,EDAM
CZ,Czechia,24/03/2008,30/03/2008,€350.66,100KG,13,2008,BUTTER
CZ,Czechia,24/03/2008,30/03/2008,€230.79,100KG,13,2008,SMP
CZ,Czechia,24/03/2008,30/03/2008,€343.77,100KG,13,2008,WMP
CZ,Czechia,17/03/2008,23/03/2008,€339.53,100KG,12,2008,WMP
CZ,Czechia,17/03/2008,23/03/2008,€464.64,100KG,12,2008,EDAM
CZ,Czechia,17/03/2008,23/03/2008,€475.63,100KG,12,2008,EMMENTAL
CZ,Czechia,17/03/2008,23/03/2008,€225.52,100KG,12,2008,SMP
CZ,Czechia,17/03/2008,23/03/2008,€278.43,100KG,12,2008,BUTTER
CZ,Czechia,10/03/2008,16/03/2008,€441.26,100KG,11,2008,EDAM
CZ,Czechia,10/03/2008,16/03/2008,€291.55,100KG,11,2008,BUTTER
CZ,Czechia,10/03/2008,16/03/2008,€483.33,100KG,11,2008,EMMENTAL
CZ,Czechia,10/03/2008,16/03/2008,€306.61,100KG,11,2008,SMP
CZ,Czechia,10/03/2008,16/03/2008,€357.72,100KG,11,2008,WMP
CZ,Czechia,03/03/2008,09/03/2008,€286.74,100KG,10,2008,SMP
CZ,Czechia,03/03/2008,09/03/2008,€432.74,100KG,10,2008,EDAM
CZ,Czechia,03/03/2008,09/03/2008,€463.23,100KG,10,2008,EMMENTAL
CZ,Czechia,03/03/2008,09/03/2008,€287.63,100KG,10,2008,BUTTER
CZ,Czechia,03/03/2008,09/03/2008,€359.77,100KG,10,2008,WMP
CZ,Czechia,25/02/2008,02/03/2008,€282.57,100KG,9,2008,SMP
CZ,Czechia,25/02/2008,02/03/2008,€281.47,100KG,9,2008,BUTTER
CZ,Czechia,25/02/2008,02/03/2008,€341.36,100KG,9,2008,WMP
CZ,Czechia,25/02/2008,02/03/2008,€474.80,100KG,9,2008,EMMENTAL
CZ,Czechia,25/02/2008,02/03/2008,€423.42,100KG,9,2008,EDAM
CZ,Czechia,18/02/2008,24/02/2008,€274.16,100KG,8,2008,BUTTER
CZ,Czechia,18/02/2008,24/02/2008,€306.69,100KG,8,2008,SMP
CZ,Czechia,18/02/2008,24/02/2008,€464.68,100KG,8,2008,EMMENTAL
CZ,Czechia,18/02/2008,24/02/2008,€363.12,100KG,8,2008,WMP
CZ,Czechia,18/02/2008,24/02/2008,€470.01,100KG,8,2008,EDAM
CZ,Czechia,11/02/2008,17/02/2008,€292.26,100KG,7,2008,SMP
CZ,Czechia,11/02/2008,17/02/2008,€465.03,100KG,7,2008,EDAM
CZ,Czechia,11/02/2008,17/02/2008,€280.63,100KG,7,2008,BUTTER
CZ,Czechia,11/02/2008,17/02/2008,€459.46,100KG,7,2008,EMMENTAL
CZ,Czechia,11/02/2008,17/02/2008,€347.75,100KG,7,2008,WMP
CZ,Czechia,04/02/2008,10/02/2008,€301.21,100KG,6,2008,SMP
CZ,Czechia,04/02/2008,10/02/2008,€274.89,100KG,6,2008,BUTTER
CZ,Czechia,04/02/2008,10/02/2008,€330.85,100KG,6,2008,WMP
CZ,Czechia,04/02/2008,10/02/2008,€469.85,100KG,6,2008,EMMENTAL
CZ,Czechia,04/02/2008,10/02/2008,€478.30,100KG,6,2008,EDAM
CZ,Czechia,28/01/2008,03/02/2008,€441.59,100KG,5,2008,EDAM
CZ,Czechia,28/01/2008,03/02/2008,€363.71,100KG,5,2008,WMP
CZ,Czechia,28/01/2008,03/02/2008,€294.83,100KG,5,2008,BUTTER
CZ,Czechia,28/01/2008,03/02/2008,€473.56,100KG,5,2008,EMMENTAL
CZ,Czechia,28/01/2008,03/02/2008,€303.17,100KG,5,2008,SMP
CZ,Czechia,21/01/2008,27/01/2008,€340.19,100KG,4,2008,WMP
CZ,Czechia,21/01/2008,27/01/2008,€469.03,100KG,4,2008,EDAM
CZ,Czechia,21/01/2008,27/01/2008,€300.54,100KG,4,2008,SMP
CZ,Czechia,21/01/2008,27/01/2008,€474.55,100KG,4,2008,EMMENTAL
CZ,Czechia,21/01/2008,27/01/2008,€275.22,100KG,4,2008,BUTTER
CZ,Czechia,14/01/2008,20/01/2008,€295.00,100KG,3,2008,WMP
CZ,Czechia,14/01/2008,20/01/2008,€415.10,100KG,3,2008,EDAM
CZ,Czechia,14/01/2008,20/01/2008,€240.00,100KG,3,2008,SMP
CZ,Czechia,14/01/2008,20/01/2008,€461.41,100KG,3,2008,EMMENTAL
CZ,Czechia,14/01/2008,20/01/2008,€288.13,100KG,3,2008,BUTTER
CZ,Czechia,07/01/2008,13/01/2008,€470.65,100KG,2,2008,EDAM
CZ,Czechia,07/01/2008,13/01/2008,€456.36,100KG,2,2008,EMMENTAL
CZ,Czechia,07/01/2008,13/01/2008,€311.63,100KG,2,2008,SMP
CZ,Czechia,07/01/2008,13/01/2008,€349.32,100KG,2,2008,WMP
CZ,Czechia,07/01/2008,13/01/2008,€278.54,100KG,2,2008,BUTTER
CZ,Czechia,31/12/2007,06/01/2008,€265.68,100KG,1,2008,BUTTER
CZ,Czechia,28/12/2015,03/01/2016,€484.92,100KG,53,2015,EMMENTAL
CZ,Czechia,28/12/2015,03/01/2016,€189.27,100KG,53,2015,SMP
CZ,Czechia,28/12/2015,03/01/2016,€312.74,100KG,53,2015,BUTTER
CZ,Czechia,28/12/2015,03/01/2016,€285.90,100KG,53,2015,WMP
CZ,Czechia,28/12/2015,03/01/2016,€337.30,100KG,53,2015,EDAM
CZ,Czechia,21/12/2015,27/12/2015,€320.26,100KG,52,2015,BUTTER
CZ,Czechia,21/12/2015,27/12/2015,€248.34,100KG,52,2015,WMP
CZ,Czechia,21/12/2015,27/12/2015,€312.36,100KG,52,2015,EDAM
CZ,Czechia,21/12/2015,27/12/2015,€74.97,100KG,52,2015,WHEYPOWDER
CZ,Czechia,21/12/2015,27/12/2015,€178.54,100KG,52,2015,SMP
CZ,Czechia,14/12/2015,20/12/2015,€240.19,100KG,51,2015,WMP
CZ,Czechia,14/12/2015,20/12/2015,€457.89,100KG,51,2015,EMMENTAL
CZ,Czechia,14/12/2015,20/12/2015,€74.97,100KG,51,2015,WHEYPOWDER
CZ,Czechia,14/12/2015,20/12/2015,€320.17,100KG,51,2015,BUTTER
CZ,Czechia,14/12/2015,20/12/2015,€325.70,100KG,51,2015,EDAM
CZ,Czechia,14/12/2015,20/12/2015,€182.66,100KG,51,2015,SMP
CZ,Czechia,07/12/2015,13/12/2015,€325.70,100KG,50,2015,EDAM
CZ,Czechia,07/12/2015,13/12/2015,€182.66,100KG,50,2015,SMP
CZ,Czechia,07/12/2015,13/12/2015,€74.97,100KG,50,2015,WHEYPOWDER
CZ,Czechia,07/12/2015,13/12/2015,€240.19,100KG,50,2015,WMP
CZ,Czechia,07/12/2015,13/12/2015,€457.89,100KG,50,2015,EMMENTAL
CZ,Czechia,07/12/2015,13/12/2015,€320.17,100KG,50,2015,BUTTER
CZ,Czechia,30/11/2015,06/12/2015,€173.43,100KG,49,2015,SMP
CZ,Czechia,30/11/2015,06/12/2015,€74.27,100KG,49,2015,WHEYPOWDER
CZ,Czechia,30/11/2015,06/12/2015,€328.48,100KG,49,2015,EDAM
CZ,Czechia,30/11/2015,06/12/2015,€250.68,100KG,49,2015,WMP
CZ,Czechia,30/11/2015,06/12/2015,€421.87,100KG,49,2015,EMMENTAL
CZ,Czechia,30/11/2015,06/12/2015,€326.07,100KG,49,2015,BUTTER
CZ,Czechia,23/11/2015,29/11/2015,€309.21,100KG,48,2015,BUTTER
CZ,Czechia,23/11/2015,29/11/2015,€246.72,100KG,48,2015,WMP
CZ,Czechia,23/11/2015,29/11/2015,€330.48,100KG,48,2015,EDAM
CZ,Czechia,23/11/2015,29/11/2015,€174.62,100KG,48,2015,SMP
CZ,Czechia,23/11/2015,29/11/2015,€70.92,100KG,48,2015,WHEYPOWDER
CZ,Czechia,23/11/2015,29/11/2015,€493.27,100KG,48,2015,EMMENTAL
CZ,Czechia,16/11/2015,22/11/2015,€74.44,100KG,47,2015,WHEYPOWDER
CZ,Czechia,16/11/2015,22/11/2015,€311.63,100KG,47,2015,EDAM
CZ,Czechia,16/11/2015,22/11/2015,€239.54,100KG,47,2015,WMP
CZ,Czechia,16/11/2015,22/11/2015,€181.61,100KG,47,2015,SMP
CZ,Czechia,16/11/2015,22/11/2015,€475.00,100KG,47,2015,EMMENTAL
CZ,Czechia,16/11/2015,22/11/2015,€325.64,100KG,47,2015,BUTTER
CZ,Czechia,09/11/2015,15/11/2015,€234.74,100KG,46,2015,WMP
CZ,Czechia,09/11/2015,15/11/2015,€444.17,100KG,46,2015,EMMENTAL
CZ,Czechia,09/11/2015,15/11/2015,€310.85,100KG,46,2015,EDAM
CZ,Czechia,09/11/2015,15/11/2015,€73.82,100KG,46,2015,WHEYPOWDER
CZ,Czechia,09/11/2015,15/11/2015,€309.93,100KG,46,2015,BUTTER
CZ,Czechia,09/11/2015,15/11/2015,€180.99,100KG,46,2015,SMP
CZ,Czechia,02/11/2015,08/11/2015,€321.32,100KG,45,2015,EDAM
CZ,Czechia,02/11/2015,08/11/2015,€432.29,100KG,45,2015,EMMENTAL
CZ,Czechia,02/11/2015,08/11/2015,€238.07,100KG,45,2015,WMP
CZ,Czechia,02/11/2015,08/11/2015,€75.64,100KG,45,2015,WHEYPOWDER
CZ,Czechia,02/11/2015,08/11/2015,€178.78,100KG,45,2015,SMP
CZ,Czechia,02/11/2015,08/11/2015,€306.92,100KG,45,2015,BUTTER
CZ,Czechia,26/10/2015,01/11/2015,€76.21,100KG,44,2015,WHEYPOWDER
CZ,Czechia,26/10/2015,01/11/2015,€307.28,100KG,44,2015,BUTTER
CZ,Czechia,26/10/2015,01/11/2015,€183.41,100KG,44,2015,SMP
CZ,Czechia,26/10/2015,01/11/2015,€311.93,100KG,44,2015,EDAM
CZ,Czechia,26/10/2015,01/11/2015,€479.33,100KG,44,2015,EMMENTAL
CZ,Czechia,26/10/2015,01/11/2015,€238.92,100KG,44,2015,WMP
CZ,Czechia,19/10/2015,25/10/2015,€300.57,100KG,43,2015,BUTTER
CZ,Czechia,19/10/2015,25/10/2015,€241.20,100KG,43,2015,WMP
CZ,Czechia,19/10/2015,25/10/2015,€324.69,100KG,43,2015,EDAM
CZ,Czechia,19/10/2015,25/10/2015,€481.36,100KG,43,2015,EMMENTAL
CZ,Czechia,19/10/2015,25/10/2015,€196.78,100KG,43,2015,SMP
CZ,Czechia,19/10/2015,25/10/2015,€72.67,100KG,43,2015,WHEYPOWDER
CZ,Czechia,12/10/2015,18/10/2015,€71.48,100KG,42,2015,WHEYPOWDER
CZ,Czechia,12/10/2015,18/10/2015,€487.45,100KG,42,2015,EMMENTAL
