period,exp12,exp36,household_exp,esi,eurczk_mm,import_l2,core_l1,core_l2,core_l12,state,eurczk_mm_x_state,exp12_x_state,import_l2_x_state,mon_2,mon_3,mon_4,mon_5,mon_6,mon_7,mon_8,mon_9,mon_10,mon_11,mon_12
2018-02,2.1125000000000003,2.0375,22.2,108.5,-0.5264812195505231,0.4,0.2,0.0,0.4,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03,2.1128671949913747,2.019766089743896,21.6,109.5,0.4384232561813528,-0.6,0.4,0.2,0.0,0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04,2.1231868192248937,1.9961975219335573,22.4,109.5,-0.2556136694325306,-0.3,0.1,0.4,0.4,0.0,-0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05,2.077620506598386,1.9562626690862768,26.6,108.7,1.1039268254218415,0.4,0.5,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-06,2.11133210852135,1.9768750707004623,25.0,108.9,0.5186398377788226,0.0,0.2,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07,2.1156161988729054,1.9869102170155504,26.3,106.4,0.25216278077355714,1.7,0.2,0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-08,2.1770521063347505,2.0059158237678845,28.7,105.7,-0.6152774553053075,1.3,1.0,0.2,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2018-09,2.1472106997916223,1.9947950712732112,34.4,109.3,-0.2920219600513918,0.6,0.2,1.0,-0.3,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2018-10,2.141176470588236,1.9705882352941175,31.0,109.0,0.8200562324273797,-0.1,-0.7,0.2,0.4,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2018-11,2.1687523713019363,2.0242493154630234,32.0,111.0,0.449298938724918,-0.1,0.5,-0.7,-0.1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2018-12,2.158038088324349,2.0130003734980755,30.2,110.2,-0.40101796868976525,0.8,0.1,0.5,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2019-01,2.121994471484459,2.012840595647403,37.1,108.1,-0.7007355787843506,0.1,0.1,0.1,0.2,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02,2.180037761083241,2.0357036005166056,32.8,107.4,0.296307848259203,-1.3,0.6,0.1,0.4,0.0,0.0,0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03,2.101499045006278,1.9306592427935547,32.9,106.6,-0.19047619047620756,-0.6,0.3,0.6,0.1,0.0,-0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-04,2.0623062117511,1.961326359721972,36.1,106.5,0.0038946876460554947,0.5,-0.1,0.3,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-05,2.0089480356823053,1.9216741008976763,37.4,102.9,0.3621918448416972,-0.1,0.4,-0.1,0.2,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06,2.0824633864769564,1.9980399750424305,34.0,102.7,-0.6441598758246014,0.6,0.1,0.4,0.2,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07,2.0571174323598957,2.0229233227274763,33.9,102.8,-0.20699890642087437,0.3,0.3,0.1,1.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2019-08,2.204949599359182,2.0044035982571264,36.9,103.6,0.9823490274353253,-1.4,1.0,0.3,0.2,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2019-09,2.2000000000000006,2.021428571428572,35.3,104.3,0.251918455933664,-0.4,0.2,1.0,-0.7,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2019-10,2.27307551693115,2.0060378757214696,33.0,102.5,-0.6494761665442383,0.5,-0.9,0.2,0.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2019-11,2.340353211292749,2.0054602988450174,33.8,104.5,-0.6576131366979321,0.3,0.6,-0.9,0.1,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2019-12,2.32602022032902,1.9946555776800363,29.7,104.0,-0.1253427340383917,-0.4,0.0,0.6,0.1,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2020-01,2.213121600490312,1.9832680803572025,32.0,102.5,-1.1098909718409322,-0.2,0.1,0.0,0.6,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02,2.2296147813139533,1.9624147741640685,34.2,98.5,-0.6543723973825077,-0.3,0.8,0.1,0.3,0.0,-0.0,0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03,1.9307692307692308,1.8923076923076925,35.9,96.5,6.0878243512973995,-0.8,0.7,0.8,-0.1,0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04,1.5831421995187325,1.955257430407128,40.3,63.1,2.585136406396993,-1.3,-0.3,0.7,0.4,0.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05,1.6230260697336163,1.9241274989908304,49.1,64.1,0.02200865673831487,2.9,0.2,-0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06,1.6269060606088512,1.9352941176470588,44.9,66.6,-2.1563737714537234,1.7,0.7,0.2,0.3,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07,1.712650239262577,1.96822123224346,37.7,87.8,-0.6559220389805165,-1.1,0.5,0.7,1.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2020-08,1.801731519170399,2.001748886273892,34.7,87.5,-1.2790039615166893,-2.2,1.2,0.5,0.2,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2020-09,1.9352941176470588,2.01764705882353,28.8,94.6,2.121073148360475,-0.3,0.0,1.2,-0.9,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2020-10,1.9764705882352944,2.0125,33.2,89.4,1.800082332248043,-1.1,-0.8,0.0,0.6,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2020-11,2.05625,1.9875000000000005,32.6,82.0,-2.7167120064701122,1.9,0.5,-0.8,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2020-12,2.0901323877358102,1.999946087554047,31.0,91.4,-0.5706080187431462,1.6,0.0,0.5,0.1,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2021-01,2.1294117647058823,2.01764705882353,34.6,88.8,-0.6536941319550071,-1.8,0.0,0.0,0.8,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02,2.184453789759678,1.996358757156776,42.0,91.6,-1.0175975516449998,-0.1,0.7,0.0,0.7,0.0,-0.0,0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03,2.0638982342041228,2.048580979378998,42.6,86.1,1.1787895184354857,0.3,0.3,0.7,-0.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04,2.043713087991061,2.0693740702482963,41.6,92.0,-0.9740631804117772,0.4,-0.2,0.3,0.2,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05,2.206241437951247,2.067603267653645,44.2,96.5,-1.4118191637093047,2.3,0.3,-0.2,0.7,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06,2.2058889852794423,2.0842978162835624,49.8,105.3,-0.4069175991861629,0.4,0.4,0.3,0.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07,2.1957826749978104,2.1396126514819875,45.8,98.7,0.7346585998271316,0.1,0.9,0.4,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2021-08,2.3866666666666663,2.0933333333333333,42.2,96.0,-0.6747006747006679,1.2,1.5,0.9,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-09,2.6000000000000005,2.120769230769231,45.7,96.0,-0.31804617559290094,2.4,1.0,1.5,-0.8,1.0,-0.31804617559290094,2.6000000000000005,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2021-10,2.855555555555555,2.174723491164396,49.1,95.5,0.3860243431677679,0.3,0.2,1.0,0.5,1.0,0.3860243431677679,2.855555555555555,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2021-11,3.599999999999999,2.1900000000000004,56.4,94.0,-0.3335295271728489,1.4,1.3,0.2,0.0,1.0,-0.3335295271728489,3.599999999999999,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-12,3.8106149381280687,2.2176614050167283,48.1,95.1,-0.5629921259842408,2.6,1.1,1.3,0.0,1.0,-0.5629921259842408,3.8106149381280687,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01,3.2498206648505588,2.1952850905695924,51.7,96.7,-3.1199271489092184,0.8,0.8,1.1,0.7,1.0,-3.1199271489092184,3.2498206648505588,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02,2.974281771012195,2.165121689143296,47.4,102.1,-0.12260411132454241,0.8,1.7,0.8,0.3,1.0,-0.12260411132454241,2.974281771012195,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03,4.505555555555556,2.152777777777778,69.5,90.4,2.3282458365726955,-0.6,0.9,1.7,-0.2,1.0,2.3282458365726955,4.505555555555556,-0.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04,4.744241959104099,2.206677589537,58.9,94.6,-2.2832693538067717,1.5,0.7,0.9,0.3,1.0,-2.2832693538067717,4.744241959104099,1.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05,4.979909209677256,2.2822521251219072,57.8,97.5,1.2726603101853806,7.0,1.5,0.7,0.4,1.0,1.2726603101853806,4.979909209677256,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06,5.971428571428571,2.4714285714285715,49.1,95.4,-0.11718118635849484,-0.3,1.4,1.5,0.9,1.0,-0.11718118635849484,5.971428571428571,-0.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07,6.192437535430851,2.493553219110106,47.9,91.4,-0.5744568955054818,2.1,1.5,1.4,1.5,1.0,-0.5744568955054818,6.192437535430851,2.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-08,6.678915947233751,2.492763687866703,40.3,88.1,-0.036619603694509895,1.4,1.6,1.5,1.0,1.0,-0.036619603694509895,6.678915947233751,1.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-09,6.678571428571429,2.757142857142857,36.2,89.6,0.020351676978180855,2.7,0.9,1.6,0.2,1.0,0.020351676978180855,6.678571428571429,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2022-10,6.153333333333332,2.6733333333333333,39.7,84.1,-0.16684979448988724,2.6,0.3,0.9,1.3,1.0,-0.16684979448988724,6.153333333333332,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022-11,7.257215951922228,2.4941438252617383,32.7,83.5,-0.6725909016794374,-2.0,1.2,0.3,1.1,1.0,-0.6725909016794374,7.257215951922228,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2022-12,6.950086338946699,2.7293101434226057,27.2,84.4,-0.40218328066649045,-2.2,0.4,1.2,0.8,1.0,-0.40218328066649045,6.950086338946699,-2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-01,4.844167190370386,2.588339164264576,18.3,89.3,-1.2814701883060664,-1.8,0.4,0.4,1.7,1.0,-1.2814701883060664,4.844167190370386,-1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02,3.801970840073033,2.6785060059238357,19.6,92.5,-1.0267968945654848,-0.8,0.8,0.4,0.9,1.0,-1.0267968945654848,3.801970840073033,-0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03,3.7486333949577872,2.555459071301628,13.8,92.5,-0.12230094466936237,-2.0,0.7,0.8,0.7,1.0,-0.12230094466936237,3.7486333949577872,-2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04,3.5158823529411767,2.649411764705883,3.8,90.1,-1.034497318751848,-1.5,0.2,0.7,1.5,1.0,-1.034497318751848,3.5158823529411767,-1.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-05,3.2333333333333334,2.5000000000000004,7.2,87.5,0.7082515573001213,-0.9,0.2,0.2,1.4,1.0,0.7082515573001213,3.2333333333333334,-0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06,3.095500066545308,2.454050708067561,9.7,82.4,0.38976444670395516,-2.9,0.1,0.2,1.5,1.0,0.38976444670395516,3.095500066545308,-2.9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07,3.055123297348288,2.5010504378730745,9.4,85.5,0.8693450371370703,-0.7,0.5,0.1,1.6,1.0,0.8693450371370703,3.055123297348288,-0.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2023-08,2.6966451474122146,2.386571558079074,6.9,91.6,0.8785875658940512,-0.1,1.0,0.5,0.9,1.0,0.8785875658940512,2.6966451474122146,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2023-09,2.6502239983604508,2.3858311906649674,11.3,86.3,1.1363636363636465,0.1,0.2,1.0,0.3,1.0,1.1363636363636465,2.6502239983604508,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2023-10,2.809385807242581,2.346942301776078,11.8,90.6,0.8201427048306398,1.3,-0.6,0.2,1.2,1.0,0.8201427048306398,2.809385807242581,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2023-11,2.8331505698505577,2.320964221702869,17.8,89.6,-0.3945334743349793,2.0,0.3,-0.6,0.4,1.0,-0.3945334743349793,2.8331505698505577,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2023-12,2.8948657369134443,2.3469284406569533,19.7,92.2,-0.02450079627588364,0.8,0.1,0.3,0.4,1.0,-0.02450079627588364,2.8948657369134443,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-01,2.491974612413918,2.26393639169507,13.6,91.3,0.9516807580770337,-1.0,0.0,0.1,0.8,1.0,0.9516807580770337,2.491974612413918,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02,2.3726466806988147,2.25256730249681,8.2,89.4,2.0877164589739428,-1.2,0.2,0.0,0.7,0.0,0.0,0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03,2.098125930182532,2.1996468968025438,6.7,92.3,0.22986683576411426,0.3,0.5,0.2,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04,2.247058823529412,2.188235294117647,0.4,92.7,-0.03954132068010319,1.3,0.1,0.5,0.2,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05,2.174317315269544,2.1575602180234625,5.4,93.9,-1.8750000000000044,0.4,0.1,0.1,0.1,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06,2.1798812847246025,2.1538760074971464,12.0,96.3,-0.10884463436265923,0.4,0.1,0.1,0.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07,2.110374884931264,2.0846629222074866,16.9,94.9,2.1227652447637135,-1.4,0.1,0.1,1.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2024-08,2.108131835768416,2.15162609319596,20.8,92.1,-0.49792531120332884,0.1,1.1,0.1,0.2,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2024-09,2.1562500000000004,2.125,18.3,97.5,-0.3177250883672822,1.8,0.2,1.1,-0.6,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-10,2.2342866862716697,2.158823529411765,18.8,93.9,0.7769233834017397,-0.3,-0.7,0.2,0.3,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2024-11,2.1783648137762457,2.1391966164417964,26.9,96.4,0.031628054083965296,-0.6,0.4,-0.7,0.1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2024-12,2.2666666666666666,2.1733333333333333,24.5,97.7,-0.6521223618686234,1.0,0.0,0.4,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2025-01,2.2812500000000004,2.1375,25.6,96.4,0.09945498667303099,0.8,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02,2.23125,2.14375,23.7,98.5,-0.34575947857881095,-0.2,0.5,0.0,0.5,0.0,-0.0,0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03,2.293333333333333,2.16,26.5,100.4,-0.2871385842472596,0.6,0.5,0.5,0.1,0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04,2.1823529411764704,2.111764705882353,33.1,95.5,0.14798224213095068,-0.3,0.0,0.5,0.1,0.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05,2.142857142857143,2.092857142857143,25.4,101.3,-0.47124600638976943,-1.1,0.2,0.0,0.1,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06,2.1468750000000005,2.1125,22.7,98.5,-0.4654522108979986,-1.1,0.2,0.2,0.1,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07,2.2142857142857144,2.1392857142857147,26.0,97.9,-0.7296621785052082,-0.7,0.3,0.2,1.1,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2025-08,2.2373441621322825,2.15625,26.4,102.5,-0.43857868020305,-0.4,0.9,0.3,0.2,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2025-09,2.2023309952423915,2.1656250000000004,23.5,102.1,-0.6933964188114317,-0.7,0.3,0.9,-0.7,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2025-10,2.206875,2.15,9.6,103.2,-0.13143303076353918,-0.6,-0.7,0.3,0.4,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2025-11,2.153125,2.184375,8.5,100.7,-0.3125642607443968,-0.5,0.4,-0.7,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2025-12,2.1250000000000004,2.188888888888888,16.6,98.7,0.08663723750981234,-0.4,-0.1,0.4,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-01,2.2437499999999995,2.125,7.3,101.6,0.07831821929100702,-0.1,0.2,-0.1,0.5,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02,2.269532336696773,2.117647058823529,9.4,100.1,-0.07825692985706789,-0.2,0.4,0.2,0.5,0.0,-0.0,0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03,2.3750000000000004,2.1375,16.1,100.1,0.7295960428689074,0.4,0.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04,2.6926281077403216,2.1375,29.6,101.1,-0.22506854360191397,-0.1,0.2,0.5,0.2,0.0,-0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05,2.710867457412053,2.182352941176471,28.3,102.5,-0.282995652530571,2.5,0.3,0.2,0.2,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06,2.599999999999999,2.152941176470588,25.4,101.4,-0.42364167317895385,2.7,0.2,0.3,0.3,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07,2.6302966735003075,2.1562500000000004,23.2,102.6,0.0,0.7,0.3,0.2,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2026-08,,,29.5,,-0.1280462618752698,-0.3,1.0,0.3,0.3,0.0,-0.0,,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2026-09,,,,,,0.5,0.3,1.0,-0.7,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
