period,actual,consensus,HARD_BASE_recorded,HARD_BASE_A,HARD_BASE_B,HARD_HALF_recorded,HARD_HALF_A,HARD_HALF_B,HARD_FULL_recorded,HARD_FULL_A,HARD_FULL_B
2019-02,0.2,0.1,0.3177548805881821,0.32466825269243893,0.32462825515377614,0.3457208529825975,0.3530508747019689,0.3530108771633061,0.3736868253770129,0.38143349671149884,0.38139349917283605
2019-03,0.2,0.1,0.0994602395416571,0.1020120163032545,0.1017732828486438,0.0948136439448493,0.09870784383261076,0.09846911037800006,0.0901670483480416,0.09540367136196702,0.09516493790735632
2019-04,0.1,0.3,0.3871075486743048,0.3933907380842003,0.3935434617464234,0.4331530262959052,0.4374098996777044,0.4375626233399275,0.4791985039175055,0.4814290612712085,0.4815817849334316
2019-05,0.7,0.4,0.2254766707170906,0.22949725353661662,0.22958829066149256,0.2416040565389769,0.2421291355265408,0.24222017265141674,0.2577314423608633,0.25476101751646496,0.2548520546413409
2019-06,0.2,0.1,0.1241032984628462,0.1382362388250432,0.13799054093539095,0.0736165511908994,0.09075079845485783,0.09050510056520557,0.0231298039189525,0.04326535808467244,0.04301966019502018
2019-07,0.4,0.2,0.435229027763851,0.4505815371932018,0.4505884956045222,0.4401493662832389,0.46663828395261703,0.4666452423639374,0.4450697048026269,0.48269503071203224,0.4827019891233526
2019-08,0.1,0.0,0.0721202716889229,0.04559178890186602,0.04585405754791971,0.0863283929047251,0.054830184045735045,0.05509245269178874,0.1005365141205273,0.06406857918960407,0.06433084783565776
2019-09,-0.6,-0.4,-0.3115374275151629,-0.30884950509178305,-0.3089697538548697,-0.3173684094431666,-0.3142866864939304,-0.314406935257017,-0.3231993913711704,-0.31972386789607765,-0.3198441166591643
2019-10,0.5,0.4,0.229406116745445,0.24466378778068937,0.2446562650638546,0.2851747109136301,0.33048183500416384,0.3304743122873291,0.3409433050818153,0.41629988222763836,0.41629235951080357
2019-11,0.3,0.2,0.1602788573046094,0.14152515983061809,0.14164146702592995,0.1882772717920312,0.1741787327326394,0.17429503992795126,0.2162756862794529,0.2068323056346607,0.20694861282997257
2019-12,0.2,0.1,0.0151340522998336,0.03600060720128776,0.035966716754784,0.0150412416731814,0.05205387072490503,0.05201998027840127,0.0149484310465293,0.06810713424852229,0.06807324380201853
2020-01,1.5,1.0,0.8910783646002834,0.8783533841459594,0.878261775650595,0.9161045016767744,0.8973946228858971,0.8973030143905327,0.9411306387532652,0.9164358616258349,0.9163442531304705
2020-02,0.3,0.3,0.3016255681785912,0.31032995798794366,0.31023700420635103,0.3206803283445147,0.32611638590240666,0.3260234321208141,0.3397350885104384,0.3419028138168697,0.3418098600352771
2020-03,-0.1,0.1,-0.2620574219510465,-0.26926841514182936,-0.2692339659471693,-0.2594690587735496,-0.27060884597993756,-0.2705743967852775,-0.2568806955960528,-0.2719492768180458,-0.27191482762338576
2020-04,-0.2,-0.2,-0.31758186237127,-0.31623987356501637,-0.31624118044227106,-0.3159121920971549,-0.2967014155488401,-0.2967027224260948,-0.3142425218230398,-0.2771629575326638,-0.2771642644099185
2020-05,0.4,0.1,0.1755417858910625,0.20007043281395637,0.2001699023083387,0.1719385130554041,0.19701304223040314,0.19711251172478547,0.1683352402197457,0.1939556516468499,0.19405512114123225
2020-06,0.6,0.2,0.3438817354017713,0.35826302981696584,0.35811619903280867,0.3805578112588693,0.39131789760272145,0.3911710668185643,0.4172338871159674,0.424372765388477,0.42422593460431984
2020-07,0.4,0.2,0.4869502977384474,0.50693758787011,0.5071111060208672,0.5039786142894122,0.5220418266600823,0.5222153448108394,0.5210069308403769,0.5371460654500545,0.5373195836008117
2020-08,0.0,0.0,0.0331337564864917,0.0053275483784475525,0.00514021267363203,0.0425260956416997,0.020245056012825703,0.02005772030801018,0.0519184347969078,0.035162563647203854,0.03497522794238833
2020-09,-0.6,-0.3,-0.3793055312609125,-0.3658154815815407,-0.36574476423902913,-0.4027430090526971,-0.38923106476787056,-0.389160347425359,-0.4261804868444819,-0.4126466479542005,-0.4125759306116889
2020-10,0.2,0.2,0.1835507038734855,0.211769713615311,0.2116581294009707,0.270934266171964,0.3021341895663371,0.3020226053519968,0.3583178284704426,0.39249866551736323,0.3923870813030229
2020-11,0.0,0.1,0.1331935220806632,0.1256277711228515,0.1258203068005439,0.1511549169764748,0.1354946544117964,0.1356871900894888,0.1691163118722865,0.14536153770074128,0.14555407337843368
