period,actual,consensus,HARD_BASE_recorded,HARD_BASE_A,HARD_BASE_B,HARD_HALF_recorded,HARD_HALF_A,HARD_HALF_B,HARD_FULL_recorded,HARD_FULL_A,HARD_FULL_B
2020-12,-0.2,0.1,0.1743986297500019,0.18130408567720277,0.18132459614220905,0.1900261478582164,0.19083832967892056,0.19085884014392684,0.2056536659664309,0.20037257368063832,0.2003930841456446
2021-01,1.3,0.9,0.8285790522695597,0.8449057426376808,0.8468362055728809,0.8912732558451942,0.8953754660503184,0.8973059289855184,0.9539674594208288,0.945845189462956,0.9477756523981561
2021-02,0.2,0.3,0.4287738547440542,0.4399444334812715,0.43809708964617755,0.5098263614647857,0.5027938883514476,0.5009465445163537,0.5908788681855172,0.5656433432216237,0.5637959993865297
2021-03,0.2,0.3,0.1519100744195733,0.1531112467990255,0.1531617473329951,0.1480979520457448,0.14759269431246588,0.14764319484643548,0.1442858296719162,0.14207414182590627,0.14212464235987587
2021-04,0.5,0.2,0.256026468736474,0.2606433781513711,0.2604998471969213,0.285988103940522,0.30406073997728406,0.30391720902283426,0.31594973914457,0.34747810180319694,0.34733457084874714
2021-05,0.2,0.4,0.5680138323904842,0.5940166802811098,0.5880021786909563,0.5879420434422872,0.6194521022167937,0.6134376006266402,0.6078702544940903,0.6448875241524776,0.6388730225623241
2021-06,0.5,0.4,0.3296679179291987,0.3327555396862573,0.33864971612409045,0.3465223378797241,0.35115997481168076,0.3570541512495139,0.3633767578302495,0.3695644099371042,0.37545858637493734
2021-07,1.0,0.5,0.6445519678863136,0.6474590173654008,0.6477686533121289,0.6697218783064215,0.6767167393640675,0.6770263753107956,0.6948917887265292,0.7059744613627342,0.7062840973094623
2021-08,0.7,0.2,0.2245033523586543,0.2013662855073134,0.2011922715267037,0.1664241039831655,0.14573104603334153,0.14555703205273182,0.1083448556076767,0.09009580655936966,0.08992179257875996
2021-09,0.2,-0.2,-0.124000097429706,-0.13446607235906977,-0.1345926408994898,-0.1178999114519989,-0.15442425571051038,-0.15455082425093042,-0.1117997254742917,-0.17438243906195097,-0.174509007602371
2021-10,1.0,0.7,0.7237052274417968,0.738228171620831,0.7381511315591153,0.7927388934226424,0.7979369630245368,0.797859922962821,0.861772559403488,0.8576457544282425,0.8575687143665268
2021-11,0.2,0.3,0.6823484514284204,0.6694473238856731,0.669515889282007,0.6982576755906593,0.6816223882696185,0.6816909536659524,0.7141668997528983,0.6937974526535641,0.693866018049898
2021-12,0.4,0.3,0.7709389674170302,0.7599670833637793,0.760196165878513,0.873441606645287,0.8597651066379227,0.8599941891526565,0.975944245873544,0.959563129912066,0.9597922124267998
2022-01,4.4,3.8,4.378137226971534,4.421906845930967,4.421916991847962,4.42010852550301,4.470049632751245,4.47005977866824,4.462079824034487,4.518192419571522,4.518202565488518
2022-02,1.3,0.6,0.8664254070284128,0.898670125069536,0.8985473375672801,0.9472553663580414,0.9771345708984432,0.9770117833961873,1.02808532568767,1.0555990167273506,1.0554762292250945
2022-03,1.7,1.4,0.9740717773895649,0.9862412296003967,0.9861273663126439,0.9599351536255072,0.9699153794043752,0.9698015161166224,0.9457985298614492,0.9535895292083537,0.9534756659206008
2022-04,1.8,0.9,0.7418585559133414,0.7668031753740058,0.7773167953931774,0.810248090240683,0.83171514804147,0.8422287680606416,0.8786376245680246,0.8966271207089342,0.9071407407281058
2022-05,1.8,1.4,1.8273429935590184,1.8311478207847212,1.8200922009774523,1.928849481807915,1.9365219365502242,1.9254663167429553,2.0303559700568115,2.0418960523157272,2.0308404325084584
2022-06,1.6,1.5,1.3932606931984497,1.410933710844382,1.410991251916954,1.507368052800301,1.5258874796843451,1.5259450207569172,1.6214754124021524,1.640841248524308,1.64089878959688
2022-07,1.3,1.6,1.4018402902822626,1.4224278581746372,1.4223420952062176,1.5144143355557442,1.5324047527228675,1.5323189897544478,1.6269883808292258,1.642381647271098,1.6422958843026783
2022-08,0.4,0.8,0.6308526564677204,0.6260126288535889,0.6260867630174428,0.6720821029177679,0.6920456289048333,0.6921197630686873,0.7133115493678155,0.7580786289560779,0.7581527631199318
2022-09,0.8,0.2,0.1620924446428433,0.1852383298986602,0.18512048764384123,0.1149601618884696,0.14169697585442304,0.14157913359960406,0.067827879134096,0.09815562181018585,0.09803777955536687
2022-10,-1.4,0.9,1.1729476113272232,1.200897974925676,1.2009625530812587,1.1241974351095645,1.144884078319847,1.1449486564754296,1.075447258891905,1.088870181714018,1.0889347598696006
2022-11,1.2,0.7,0.7585158740889214,0.7652665539906064,0.7652942446305855,0.7882528330528827,0.785045988630093,0.7850736792700721,0.817989792016844,0.8048254232695796,0.8048531139095587
2022-12,0.0,0.4,0.0474750657227316,0.04295114135800382,0.042827670269819984,0.0909414221677358,0.07521618969061153,0.0750927186024277,0.13440777861274,0.10748123802321922,0.10735776693503539
2023-01,6.0,5.8,4.873148431243555,4.909197776347539,4.909300727314689,4.8557166576029465,4.879901623390613,4.880004574357764,4.838284883962337,4.850605470433687,4.850708421400838
2023-02,0.6,0.5,0.5313152061494304,0.5532354572522976,0.5531729076458556,0.5039703923327187,0.5286629308907177,0.5286003812842757,0.4766255785160068,0.5040904045291378,0.5040278549226958
2023-03,0.1,0.1,0.2926338566146489,0.3044996280808047,0.3045165087513989,0.2285695805914532,0.24908709101788326,0.24910397168847745,0.1645053045682576,0.1936745539549618,0.193691434625556
2023-04,-0.2,0.4,0.5640927888903151,0.5926587281265507,0.5926236335157601,0.5026749219687728,0.5267984234324964,0.5267633288217057,0.4412570550472305,0.46093811873844204,0.4609030241276514
2023-05,0.3,0.1,0.2289826804167738,0.2542844605210941,0.2543444061268183,0.1680241532119831,0.18247687825263875,0.18253682385836295,0.1070656260071924,0.11066929598418343,0.11072924158990763
2023-06,0.3,0.3,0.0350440790407446,0.03698617988916915,0.036866310293691876,-0.0471302304329217,-0.05589408035400971,-0.05601394994948698,-0.1293045399065881,-0.14877434059718858,-0.14889421019266585
2023-07,0.5,0.4,0.386175143410121,0.3722286506527849,0.3723615266990101,0.3623426582424115,0.3568431822524437,0.35697605829866896,0.3385101730747019,0.3414577138521025,0.34159058989832775
2023-08,0.2,0.1,0.4746143904367312,0.464256457442663,0.4642060028304362,0.4718841229993044,0.4566209685705678,0.45657051395834103,0.4691538555618777,0.44898547969847263,0.4489350250862459
2023-09,-0.7,-0.2,-0.2488983995990439,-0.24685211034368576,-0.2467955646969014,-0.2755480777313318,-0.28065671363865663,-0.28060016799187226,-0.3021977558636196,-0.3144613169336275,-0.31440477128684313
2023-10,0.1,0.0,0.2905974273835784,0.30733160007884874,0.3073663228726983,0.2826615364616625,0.29387772358065056,0.29391244637450015,0.2747256455397465,0.2804238470824524,0.28045856987630197
2023-11,0.1,-0.1,0.0584924929324471,0.062337983341503075,0.06211674587497655,0.0389131139375782,0.03817941234497116,0.037958174878444634,0.0193337349427093,0.014020841348439235,0.01379960388191271
2023-12,-0.4,0.0,-0.1330702411008323,-0.13533832600961845,-0.1350366496354116,-0.1476501974424573,-0.1509021989399976,-0.15060052256579073,-0.1622301537840823,-0.16646607187037674,-0.16616439549616988
2024-01,1.5,2.0,0.9319165376518568,0.9354150177477841,0.935275976318774,0.8857871746883093,0.8862387660686655,0.8860997246396554,0.8396578117247618,0.8370625143895468,0.8369234729605367
2024-02,0.3,0.4,0.2706200012537311,0.2803299737330498,0.275797778657615,0.2580380446649967,0.261495264760002,0.2569630696845672,0.2454560880762622,0.24266055578695422,0.23812836071151944
2024-03,0.1,0.1,0.1782802216315052,0.18695555421566049,0.19195670604047638,0.1779588240592174,0.18299312874879622,0.18799428057361212,0.1776374264869296,0.17903070328193194,0.18403185510674783
2024-04,0.7,0.2,0.535513874597449,0.5383965281710439,0.5377996887741335,0.5169386135775386,0.5279331688948469,0.5273363294979365,0.4983633525576281,0.5174698096186497,0.5168729702217394
2024-05,0.0,0.1,0.2079810434726739,0.23090751806044663,0.23093951822938208,0.2192464263661361,0.24164696288414864,0.2416789630530841,0.2305118092595983,0.25238640770785065,0.2524184078767861
2024-06,-0.3,0.2,0.0495664121047636,0.04175667414176765,0.041841788009681496,0.0812607392877025,0.07052988819282954,0.07061500206074339,0.1129550664706415,0.09930310224389144,0.09938821611180529
2024-07,0.7,0.5,0.2099844490112185,0.2062245589776413,0.2060499831718604,0.2468451753425322,0.24217057026319072,0.24199599445740982,0.283705901673846,0.2781165815487401,0.27794200574295924
2024-08,0.3,0.0,0.0728154743529428,0.060834382834948436,0.060766383171316135,0.0497880367945807,0.03606061476751216,0.03599261510387986,0.0267605992362186,0.01128684670007589,0.011218847036443588
2024-09,-0.4,-0.5,-0.4651739920724355,-0.46173400689675215,-0.4615092106354063,-0.5428417910368668,-0.5423957425432846,-0.5421709462819387,-0.6205095900012981,-0.623057478189817,-0.6228326819284712
2024-10,0.3,0.3,0.2218404811078794,0.23787873820643737,0.23893685200658554,0.2843596766312558,0.30221494207344785,0.303273055873596,0.3468788721546322,0.36655114594045834,0.3676092597406065
2024-11,0.1,0.2,0.1310393426229197,0.12916585900933095,0.1093624575375598,0.1125881018490863,0.11109514067573636,0.09129173920396522,0.0941368610752528,0.09302442234214178,0.07322102087037063
2024-12,-0.3,0.1,0.004238252534602,0.0022835027395008284,0.020844639310659684,-0.0299287341652862,-0.030426435083734826,-0.011865298512575971,-0.0640957208651746,-0.06313637290697048,-0.044575236335811626
2025-01,1.3,1.1,1.1241131790061305,1.1254585417411134,1.125674450045467,1.141778566097235,1.1419309685212446,1.1421468768255982,1.1594439531883396,1.1584033953013757,1.1586193036057293
2025-02,0.2,0.2,0.3273352565503001,0.33905119563823083,0.3388899125909224,0.3449213748972017,0.35571183914462895,0.3555505560973205,0.3625074932441033,0.3723724826510271,0.3722111996037187
2025-03,0.1,0.0,0.0259612093364776,0.024490663778184346,0.024540982101126707,0.0127990714734173,0.012966140678751271,0.013016459001693632,-0.0003630663896429,0.0014416175793181968,0.0014919359022605577
2025-04,-0.1,0.1,0.1887731296337113,0.19320379375646202,0.1929519563997881,0.1712714703823724,0.17778666311293606,0.17753482575626214,0.1537698111310336,0.1623695324694101,0.1621176951127362
2025-05,0.5,0.2,0.2616004842766493,0.28157163689248926,0.2818622433783398,0.2843344825640807,0.3021983406467949,0.30248894713264546,0.3070684808515122,0.3228250444011005,0.32311565088695104
2025-06,0.3,0.2,0.2140389694357118,0.20344290985324298,0.20335684655926303,0.2187744207584629,0.2094463155759773,0.20936025228199734,0.2235098720812141,0.21544972129871157,0.21536365800473162
2025-07,0.5,0.5,0.482699677975129,0.4808192490704156,0.4808655532005923,0.5584568402910703,0.55599166781059,0.5560379719407667,0.6342140026070118,0.6311640865507643,0.631210390680941
2025-08,0.1,0.1,0.1224612747710427,0.11643012654210995,0.11639863710790575,0.0980835392772259,0.09158515328108263,0.09155366384687844,0.0737058037834092,0.06674018002005533,0.06670869058585113
2025-09,-0.6,-0.3,-0.4796923876781566,-0.473186673138969,-0.47329565746432,-0.5222102106965498,-0.5153491337878935,-0.5154581181132445,-0.564728033714943,-0.5575115944368179,-0.5576205787621689
2025-10,0.5,0.3,0.2401825150651718,0.23503548722614875,0.23519177804410218,0.28619898904433,0.29199738356340227,0.2921536743813557,0.3322154630234882,0.3489592799006558,0.3491155707186092
2025-11,-0.3,0.1,0.013912520901711,0.023603141678296663,0.023411712085479583,0.0281791766842468,0.04214581537335891,0.04195438578054183,0.0424458324667826,0.060688489068421156,0.060497059475604076
2025-12,-0.3,-0.1,-0.3176359844265689,-0.32485560063045954,-0.3246465211962097,-0.3192220059914924,-0.31953032942060755,-0.3193212499863577,-0.3208080275564159,-0.3142050582107555,-0.31399597877650565
2026-01,0.9,0.8,0.8514524588474814,0.8504358971100507,0.8504506145935555,0.853289440279114,0.8438038600053428,0.8438185774888476,0.8551264217107467,0.8371718229006349,0.8371865403841396
2026-02,-0.1,0.1,0.0758514397150598,0.08636447832444993,0.08620254567079244,0.0941571969640349,0.10566693461240623,0.10550500195874873,0.1124629542130101,0.12496939090036252,0.12480745824670503
2026-03,0.6,0.7,0.5831477425464591,0.583451922930263,0.5835078652859391,0.5745975532171261,0.5809566248457159,0.5810125672013919,0.5660473638877932,0.5784613267611687,0.5785172691168448
2026-04,0.5,0.4,0.4980319143303553,0.5192440163984453,0.5193997665088599,0.4728034992943644,0.4898983234246943,0.4900540735351089,0.4475750842583734,0.4605526304509433,0.4607083805613579
2026-05,0.1,0.3,0.3676493556665585,0.38533547487394526,0.38530434440756317,0.385238322814708,0.40656780828582406,0.40653667781944197,0.4028272899628575,0.42780014169770286,0.4277690112313208
2026-06,-0.3,0.0,-0.058395297574722,-0.05130133475880608,-0.05149475774772708,-0.082817900723228,-0.07822286098716112,-0.07841628397608212,-0.107240503871734,-0.10514438721551617,-0.10533781020443717
2026-07,0.6,0.6,0.4476725274894585,0.47360810151161303,0.4738221869815616,0.5124477950466728,0.5288779491381937,0.5290920346081422,0.577223062603887,0.5841477967647745,0.584361882234723
