period,release_dt,era,model,forecast,actual,consensus,surprise,forecast_deviation,absolute_error,consensus_error,absolute_gain,squared_gain,big_surprise,alert,material_win,material_loss,capture_ratio,assumed_decision_date,decision_timestamp_status
2019-02,2019-03-11 00:00:00,regular,STRUCT,0.3003941326808231,0.2,0.1,0.1,0.2003941326808231,0.10039413268082309,0.1,-0.00039413268082308384,-7.898187673470447e-05,False,True,False,False,2.003941326808231,2019-02-28 23:59:59.999999,assumed_EOM; pre-release variants use release minus 1 day for fuel only
2019-02,2019-03-11 00:00:00,regular,STRUCT_QRF,0.3783912800323408,0.2,0.1,0.1,0.2783912800323408,0.17839128003234078,0.1,-0.07839128003234078,-0.021823448791577035,False,True,False,False,2.783912800323408,2019-02-28 23:59:59.999999,assumed_EOM; pre-release variants use release minus 1 day for fuel only
2019-02,2019-03-11 00:00:00,regular,STRUCT_ST,0.2823764748282698,0.2,0.1,0.1,0.18237647482826977,0.08237647482826976,0.1,0.017623525171730242,0.0032141163948674403,False,False,False,False,1.8237647482826975,2019-02-28 23:59:59.999999,assumed_EOM; pre-release variants use release minus 1 day for fuel only
2019-02,2019-03-11 00:00:00,regular,STRUCT_R,0.3003941326808231,0.2,0.1,0.1,0.2003941326808231,0.10039413268082309,0.1,-0.00039413268082308384,-7.898187673470447e-05,False,True,False,False,2.003941326808231,2019-02-28 23:59:59.999999,assumed_EOM; pre-release variants use release minus 1 day for fuel only
2019-02,2019-03-11 00:00:00,regular,STRUCT_QRF_R,0.3783912800323408,0.2,0.1,0.1,0.2783912800323408,0.17839128003234078,0.1,-0.07839128003234078,-0.021823448791577035,False,True,False,False,2.783912800323408,2019-02-28 23:59:59.999999,assumed_EOM; pre-release variants use release minus 1 day for fuel only
2019-02,2019-03-11 00:00:00,regular,STRUCT_PE,0.3003941326808231,0.2,0.1,0.1,0.2003941326808231,0.10039413268082309,0.1,-0.00039413268082308384,-7.898187673470447e-05,False,True,False,False,2.003941326808231,2019-02-28 23:59:59.999999,assumed_EOM; pre-release variants use release minus 1 day for fuel only
2019-02,2019-03-11 00:00:00,regular,STRUCT_PE_R,0.3003941326808231,0.2,0.1,0.1,0.2003941326808231,0.10039413268082309,0.1,-0.00039413268082308384,-7.898187673470447e-05,False,True,False,False,2.003941326808231,2019-02-28 23:59:59.999999,assumed_EOM; pre-release variants use release minus 1 day for fuel only
2019-02,2019-03-11 00:00:00,regular,STRUCT_PEH,0.3003941326808231,0.2,0.1,0.1,0.2003941326808231,0.10039413268082309,0.1,-0.00039413268082308384,-7.898187673470447e-05,False,True,False,False,2.003941326808231,2019-02-28 23:59:59.999999,assumed_EOM; pre-release variants use release minus 1 day for fuel only
2019-02,2019-03-11 00:00:00,regular,STRUCT_PEH_R,0.3003941326808231,0.2,0.1,0.1,0.2003941326808231,0.10039413268082309,0.1,-0.00039413268082308384,-7.898187673470447e-05,False,True,False,False,2.003941326808231,2019-02-28 23:59:59.999999,assumed_EOM; pre-release variants use release minus 1 day for fuel only
2019-02,2019-03-11 00:00:00,regular,STRUCT_PRE,0.2867788579146147,0.2,0.1,0.1,0.1867788579146147,0.0867788579146147,0.1,0.013221142085385301,0.0024694298190351127,False,False,False,False,1.867788579146147,2019-02-28 23:59:59.999999,assumed_EOM; pre-release variants use release minus 1 day for fuel only
2019-02,2019-03-11 00:00:00,regular,STRUCT_PE_PRE,0.2867788579146147,0.2,0.1,0.1,0.1867788579146147,0.0867788579146147,0.1,0.013221142085385301,0.0024694298190351127,False,False,False,False,1.867788579146147,2019-02-28 23:59:59.999999,assumed_EOM; pre-release variants use release minus 1 day for fuel only
