period,eurczk_mm,services_l1,import_l2,core_l1,core_l2,core_l12,state,eurczk_mm_x_state,import_l2_x_state,mon_2,mon_3,mon_4,mon_5,mon_6,mon_7,mon_8,mon_9,mon_10,mon_11,mon_12
2019-10,-0.6494761665442383,0.70856438693776,0.5,-0.9,0.2,0.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2019-11,-0.6576131366979321,0.1682471703885024,0.2999999999999971,0.6,-0.9,0.1,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2019-12,-0.1253427340383917,-0.290120629103674,-0.4000000000000057,0.0,0.6,0.1,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2020-01,-1.1098909718409322,-0.2297090352220476,-0.2000000000000028,0.1,0.0,0.6,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02,-0.6543723973825077,0.6907137375287808,-0.2999999999999971,0.8,0.1,0.3,0.0,-0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03,6.0878243512974,0.3506097560975529,-0.7999999999999972,0.7,0.8,-0.1,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04,2.588899341486361,0.212668995898535,-1.2999999999999972,-0.3,0.7,0.4,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05,0.018339874555262,0.1364256480218317,2.9000000000000057,0.2,-0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06,-2.1563737714537234,0.2876173175900609,1.7000000000000028,0.7,0.2,0.3,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07,-0.6559220389805165,0.3018867924528212,-1.0999999999999943,0.5,0.7,1.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2020-08,-1.2790039615166893,0.1956358164033167,-2.200000000000003,1.2,0.5,0.2,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2020-09,2.121073148360475,0.0600781015319906,-0.2999999999999971,0.0,1.2,-0.9,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2020-10,1.800082332248043,0.6154308015610788,-1.0999999999999943,-0.8,0.0,0.6,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2020-11,-2.716712006470112,0.0596747724899593,1.9000000000000057,0.5,-0.8,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2020-12,-0.5706080187431462,-0.0447293872074094,1.5999999999999943,0.0,0.5,0.1,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2021-01,-0.6498935846762088,-0.044749403341282,-1.7999999999999972,0.0,0.0,0.8,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02,-1.0175586243831414,0.6416952693627742,-0.0999999999999943,0.7,0.0,0.7,0.0,-0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03,1.1748792270531272,0.2520759193357147,0.2999999999999971,0.3,0.7,-0.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04,-0.9740631804117772,0.2662328057979612,0.4000000000000057,-0.2,0.3,0.2,0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05,-1.4118191637093047,0.0737571913261403,2.299999999999997,0.3,-0.2,0.7,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06,-0.4069175991861629,0.3832547169811295,0.4000000000000057,0.4,0.3,0.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07,0.7346585998271316,0.3524229074889806,0.0999999999999943,0.9,0.4,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2021-08,-0.6747006747006679,0.3072870939420546,1.2000000000000028,1.5,0.9,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-09,-0.3180461755929009,0.4668125455871807,2.4000000000000057,1.0,1.5,-0.8,1.0,-0.3180461755929009,2.4000000000000057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2021-10,0.3860243431677679,0.5953245244663563,0.2999999999999971,0.2,1.0,0.5,1.0,0.3860243431677679,0.2999999999999971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2021-11,-0.3335295271728489,0.2020785219399634,1.4000000000000057,1.3,0.2,0.0,1.0,-0.3335295271728489,1.4000000000000057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-12,-0.5629921259842408,0.6626332469028995,2.5999999999999943,1.1,1.3,0.0,1.0,-0.5629921259842408,2.5999999999999943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01,-3.1199271489092184,0.2003434459072917,0.7999999999999972,0.8,1.1,0.7,1.0,-3.1199271489092184,0.7999999999999972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02,-0.1226041113245424,1.5852613538988702,0.7999999999999972,1.7,0.8,0.3,1.0,-0.1226041113245424,0.7999999999999972,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03,2.3282458365726955,0.9278785322648586,-0.5999999999999943,0.9,1.7,-0.2,1.0,2.3282458365726955,-0.5999999999999943,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04,-2.283269353806772,0.9332776152667588,1.5,0.7,0.9,0.3,1.0,-2.283269353806772,1.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05,1.2726603101853806,1.3386696108197649,7.0,1.5,0.7,0.4,1.0,1.2726603101853806,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06,-0.1171811863584948,1.1575650279177507,-0.2999999999999971,1.4,1.5,0.9,1.0,-0.1171811863584948,-0.2999999999999971,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07,-0.5744568955054818,0.7404415724286517,2.0999999999999943,1.5,1.4,1.5,1.0,-0.5744568955054818,2.0999999999999943,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-08,-0.0366196036945098,0.7750902044634689,1.4000000000000057,1.6,1.5,1.0,1.0,-0.0366196036945098,1.4000000000000057,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-09,0.0203516769781808,0.5702161517040283,2.700000000000003,0.9,1.6,0.2,1.0,0.0203516769781808,2.700000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2022-10,-0.1668497944898872,1.595464135021074,2.5999999999999943,0.3,0.9,1.3,1.0,-0.1668497944898872,2.5999999999999943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022-11,-0.6725909016794374,0.7916937053860984,-2.0,1.2,0.3,1.1,1.0,-0.6725909016794374,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2022-12,-0.4021832806664904,0.4635591037857489,-2.200000000000003,0.4,1.2,0.8,1.0,-0.4021832806664904,-2.200000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-01,-1.2814701883060664,0.3204306588054484,-1.7999999999999972,0.4,0.4,1.7,1.0,-1.2814701883060664,-1.7999999999999972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02,-1.0267968945654848,1.4309441676248813,-0.7999999999999972,0.8,0.4,0.9,1.0,-1.0267968945654848,-0.7999999999999972,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03,-0.1223009446693623,0.6298022420959892,-2.0,0.7,0.8,0.7,1.0,-0.1223009446693623,-2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04,-1.034497318751848,0.6634121917636682,-1.5,0.2,0.7,1.5,1.0,-1.034497318751848,-1.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-05,0.7082515573001213,0.6093011688634631,-0.9000000000000057,0.2,0.2,1.4,1.0,0.7082515573001213,-0.9000000000000057,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06,0.3897644467039551,0.3213447039920991,-2.9000000000000057,0.1,0.2,1.5,1.0,0.3897644467039551,-2.9000000000000057,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07,0.8693450371370703,0.3079955648638721,-0.7000000000000028,0.5,0.1,1.6,1.0,0.8693450371370703,-0.7000000000000028,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2023-08,0.8785875658940512,0.1965119135347359,-0.0999999999999943,1.0,0.5,0.9,1.0,0.8785875658940512,-0.0999999999999943,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2023-09,1.1405109489051268,0.2451581269919067,0.0999999999999943,0.2,1.0,0.3,1.0,1.1405109489051268,0.0999999999999943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2023-10,0.816008529134371,0.9048667155783896,1.2999999999999972,-0.6,0.2,1.2,1.0,0.816008529134371,1.2999999999999972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2023-11,-0.3945334743349793,0.1696558410082538,2.0,0.3,-0.6,0.4,1.0,-0.3945334743349793,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2023-12,-0.0245007962758836,0.0120977498185181,0.7999999999999972,0.1,0.3,0.4,1.0,-0.0245007962758836,0.7999999999999972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-01,0.9516807580770336,0.0725777186403764,-1.0,0.0,0.1,0.8,1.0,0.9516807580770336,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02,2.0877164589739428,0.9670010878762404,-1.2000000000000028,0.2,0.0,0.7,0.0,0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03,0.2298668357641142,0.6464743206033852,0.2999999999999971,0.5,0.2,0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04,-0.0395413206801031,0.4282145830855288,1.2999999999999972,0.1,0.5,0.2,0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05,-1.8750000000000044,0.414544593154087,0.4000000000000057,0.1,0.1,0.1,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06,-0.1088446343626592,0.3538570417551234,0.4000000000000057,0.1,0.1,0.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07,2.122765244763713,0.2233192289609942,-1.4000000000000057,0.1,0.1,1.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2024-08,-0.4979253112033288,0.3635510730620295,0.0999999999999943,1.1,0.1,0.2,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2024-09,-0.3177250883672822,0.0934797849965196,1.7999999999999972,0.2,1.1,-0.6,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-10,0.7769233834017397,1.7044127947700272,-0.2999999999999971,-0.7,0.2,0.3,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2024-11,0.0316280540839652,0.1721763085399397,-0.5999999999999943,0.4,-0.7,0.1,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2024-12,-0.6521223618686234,-0.0572934570872041,1.0,0.0,0.4,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2025-01,0.0994549866730309,-0.0573263013070479,0.7999999999999972,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02,-0.3417852316985881,0.7227257083859184,-0.2000000000000028,0.5,0.0,0.5,0.0,-0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03,-0.2911150103684812,0.6947608200455369,0.5999999999999943,0.5,0.5,0.1,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04,0.1479822421309506,0.1696640651509984,-0.2999999999999971,0.0,0.5,0.1,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05,-0.4672523961661401,0.304878048780477,-1.0999999999999943,0.2,0.0,0.1,0.0,-0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06,-0.4694458933515166,0.5403579871664954,-1.0999999999999943,0.2,0.2,0.1,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07,-0.7296621785052082,0.2015451797111156,-0.7000000000000028,0.3,0.2,1.1,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2025-08,-0.43857868020305,0.1564420605654426,-0.4000000000000057,0.9,0.3,0.2,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2025-09,-0.6933964188114317,0.066941872141002,-0.7000000000000028,0.3,0.9,-0.7,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2025-10,-0.1314330307635391,0.6578213847697745,-0.5999999999999943,-0.7,0.3,0.4,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2025-11,-0.3125642607443968,0.2326096588391557,-0.5,0.4,-0.7,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2025-12,0.0866372375098123,-0.0773566139904868,-0.4000000000000057,-0.1,0.4,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-01,0.078318219291007,0.1548330015483046,-0.0999999999999943,0.2,-0.1,0.5,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02,-0.0782569298570678,1.0048586572438456,-0.2000000000000028,0.4,0.2,0.5,0.0,-0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03,0.7295960428689074,0.5356947633103681,0.4000000000000057,0.5,0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04,-0.2250685436019139,0.1522401043932086,-0.0999999999999943,0.2,0.5,0.2,0.0,-0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05,-0.282995652530571,0.2714440825190012,2.5,0.3,0.2,0.2,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06,-0.4236416731789538,0.1840822956145071,2.700000000000003,0.2,0.3,0.3,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07,0.0,0.3026372676178113,0.7,0.3,0.2,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2026-08,-0.1280462618752698,,,,,,0.0,-0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2026-09,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
