period,eurczk_mm,services_l1,import_l2,core_l1,core_l2,core_l12,state,eurczk_mm_x_state,import_l2_x_state,mon_2,mon_3,mon_4,mon_5,mon_6,mon_7,mon_8,mon_9,mon_10,mon_11,mon_12
2008-06,-3.1237548808670024,,,0.1,0.2,0.1,1.0,-3.1237548808670024,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-07,-3.228592580406353,,,0.1,0.1,0.4,1.0,-3.228592580406353,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2008-08,3.217306302860301,,,0.5,0.1,0.1,1.0,3.217306302860301,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2008-09,0.8688133080787308,,,0.2,0.5,-0.6,1.0,0.8688133080787308,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2008-10,1.1838184267461305,,,-0.6,0.2,0.2,1.0,1.1838184267461305,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2008-11,1.5976116512688154,,,-0.3,-0.6,0.0,1.0,1.5976116512688154,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2008-12,3.665170948655838,,,-0.2,-0.3,0.2,1.0,3.665170948655838,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2009-01,4.071860874894662,,,-0.1,-0.2,0.6,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02,4.748058448967574,,,0.2,-0.1,0.6,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03,-4.322007097930358,,,0.1,0.2,0.1,0.0,-0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04,-1.722428293363687,,,0.0,0.1,0.2,0.0,-0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05,-0.082212257100156,,,0.1,0.0,0.1,0.0,-0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06,-0.7218191338170366,,,0.0,0.1,0.1,0.0,-0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-07,-2.855528348088165,,,0.0,0.0,0.5,0.0,-0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2009-08,-0.5351533718540247,,,0.2,0.0,0.2,0.0,-0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2009-09,-1.169636243128391,,,0.1,0.2,-0.6,0.0,-0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2009-10,1.9211803226951707,,,-0.6,0.1,-0.3,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2009-11,-0.0348351137946956,,,0.0,-0.6,-0.2,0.0,-0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2009-12,0.9641073295388436,,,-0.1,0.0,-0.1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2010-01,0.2300966405890392,,,-0.1,-0.1,0.2,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-02,-0.6121824303642498,,,-0.5,-0.1,0.1,0.0,-0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-03,-1.6784724360948575,,,-0.1,-0.5,0.0,0.0,-0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04,-0.8888018794048547,,,-0.1,-0.1,0.1,0.0,-0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-05,1.3945403547584334,,,0.1,-0.1,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-06,0.4441673809709279,,,0.0,0.1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-07,-1.8425135764158276,,,0.0,0.0,0.2,0.0,-0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2010-08,-1.967990515708362,,,0.2,0.0,0.1,0.0,-0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2010-09,-0.6288547587374516,,,0.0,0.2,-0.6,0.0,-0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2010-10,-0.5070788203318299,,,-0.6,0.0,0.0,0.0,-0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2010-11,0.4525809345184761,,,-0.1,-0.6,-0.1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2010-12,2.143118074440875,,,-0.2,-0.1,-0.1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2011-01,-2.8452215378501844,,,-0.1,-0.2,-0.5,0.0,-0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-02,-0.7075954026749653,,,0.0,-0.1,-0.1,0.0,-0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03,0.4778381941011655,,,-0.1,0.0,-0.1,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-04,-0.4140701869465357,,,-0.1,-0.1,0.1,0.0,-0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-05,0.3787410975258254,,,0.2,-0.1,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-06,-0.4019193700529055,,,-0.1,0.2,0.0,0.0,-0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-07,0.2305950175005122,,,0.0,-0.1,0.2,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2011-08,-0.2793640359886717,,,0.3,0.0,0.0,0.0,-0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2011-09,1.1700243068429872,,,0.0,0.3,-0.6,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2011-10,1.184998167528617,,,-0.5,0.0,-0.1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011-11,2.4348036059240297,,,0.2,-0.5,-0.2,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2011-12,0.2435862177346592,,,-0.1,0.2,-0.1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2012-01,0.0666274740348749,,,-0.1,-0.1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-02,-1.923076923076916,,,0.1,-0.1,-0.1,0.0,-0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03,-1.457609520386571,,,0.1,0.1,-0.1,0.0,-0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04,0.4984600421462204,,,-0.2,0.1,0.2,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-05,2.1089560062905743,,,0.3,-0.2,-0.1,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-06,1.2597741094700243,,,0.0,0.3,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-07,-0.8073008073007926,,,0.0,0.0,0.3,0.0,-0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2012-08,-1.6277423920736056,,,0.1,0.0,0.0,0.0,-0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2012-09,-1.1550759392485954,,,-0.1,0.1,-0.5,0.0,-0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2012-10,0.8370061865674572,,,-0.5,-0.1,0.2,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2012-11,1.7122463710000702,,,0.1,-0.5,-0.1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2012-12,-0.5874236152178081,,,-0.3,0.1,-0.1,0.0,-0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2013-01,1.3761104060913576,,,-0.2,-0.3,0.1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02,-0.3403356413566483,,,0.2,-0.2,0.1,0.0,-0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03,0.7300989166274086,,,0.2,0.2,-0.2,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04,0.6936326085262179,,,-0.2,0.2,0.3,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-05,0.1896284829721262,,,0.2,-0.2,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06,-0.4944184788906458,,,-0.3,0.2,0.0,0.0,-0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-07,0.7297853344202521,,,-0.1,-0.3,0.1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2013-08,-0.5048364098809266,,,0.2,-0.1,-0.1,0.0,-0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2013-09,-0.1200712681075355,,,-0.1,0.2,-0.5,0.0,-0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2013-10,-0.5002520649939779,,,-0.6,-0.1,0.1,0.0,-0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2013-11,4.938031023462464,,,0.3,-0.6,-0.3,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2013-12,2.198700092850503,,,-0.2,0.3,-0.2,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2014-01,-0.1199258640113276,,,0.0,-0.2,0.2,0.0,-0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-02,-0.1491777033910679,,,0.2,0.0,0.2,0.0,-0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03,-0.1785519075902852,,,0.2,0.2,-0.2,0.0,-0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04,0.2044243264948564,,,0.0,0.2,0.2,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-05,-0.0364298724954359,,,0.4,0.0,-0.3,0.0,-0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-06,0.0400874635568593,,,-0.1,0.4,-0.1,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-07,0.0218571272449175,,,0.3,-0.1,0.2,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2014-08,1.307498998433898,,,0.2,0.3,-0.1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-09,-0.7837215990796675,,,0.1,0.2,-0.6,0.0,-0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2014-10,-0.0652221175447498,,,-0.5,0.1,0.3,0.0,-0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2014-11,0.3118201595359027,,,0.2,-0.5,-0.2,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2014-12,-0.1156654377213906,,,-0.1,0.2,0.0,0.0,-0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2015-01,0.9444886733733782,,,0.2,-0.1,0.2,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02,-1.0288582183186956,,,0.3,0.2,0.2,0.0,-0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-03,-0.829469718922049,0.1674480910917486,-0.2000000000000028,0.2,0.3,0.0,0.0,-0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-04,0.233755798239521,-0.0835840855900937,-0.4000000000000057,-0.2,0.2,0.4,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-05,-0.1712640746274085,0.2676928224861763,0.2999999999999971,0.4,-0.2,-0.1,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-06,-0.3285151116951379,0.1334890705823488,1.0,0.1,0.4,0.3,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-07,-0.7873727385922513,0.0999833361106539,-0.4000000000000057,0.2,0.1,0.2,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2015-08,-0.1845631390498758,0.0,-0.2999999999999971,0.3,0.2,0.1,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2015-09,0.1516216116267843,-0.066588979523896,-0.7999999999999972,0.1,0.3,-0.5,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2015-10,0.0775422790045166,0.3331667499583579,-1.0,-0.4,0.1,0.2,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-11,-0.2324465926281327,-0.0664120869998341,-0.7000000000000028,0.3,-0.4,-0.1,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2015-12,-0.0517751479289896,-0.182754610400404,-0.2999999999999971,-0.1,0.3,0.2,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016-01,0.0,-0.0332889480692211,0.0,0.3,-0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02,0.0481018278694733,0.3496503496503544,-1.2000000000000028,0.1,0.3,0.2,0.0,0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03,0.0443803395095754,-0.0165920026547139,-1.5,0.2,0.1,-0.2,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-04,-0.0739344201693081,0.1825423166279538,-1.0999999999999943,-0.1,0.2,0.4,0.0,-0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05,-0.0184972808996985,0.2650323008116517,0.2000000000000028,0.2,-0.1,0.1,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06,0.1295049211869958,0.1982488022468143,-0.2999999999999971,0.1,0.2,0.2,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-07,-0.0849931635933609,0.1154163231657179,0.4000000000000057,0.0,0.1,0.3,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2016-08,-0.0480804793253963,0.1482213438735335,0.7000000000000028,0.4,0.0,0.1,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2016-09,-0.0148011100832512,-0.0493339911198931,0.2000000000000028,0.0,0.4,-0.4,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-10,0.0,0.312602829878239,-0.0999999999999943,-0.4,0.0,0.3,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-11,0.0407090781244123,0.1148105625717654,0.0,0.5,-0.4,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2016-12,-0.0073986386504798,-0.0982961992136433,0.9000000000000057,0.0,0.5,0.3,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2017-01,-0.0369959304476585,0.1803870121351192,0.7999999999999972,0.5,0.0,0.1,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-02,0.0,0.5401866099198127,1.2999999999999972,0.5,0.5,0.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-03,0.0,0.2279387821556566,1.0999999999999943,0.4,0.5,-0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04,-0.7253886010362587,0.0487329434697647,0.4000000000000057,0.0,0.4,0.2,0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05,-0.9692812406799978,0.3084916382529501,-0.2000000000000028,0.4,0.0,0.1,0.0,-0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06,-1.1331124830597727,-0.0647458724506222,-0.5999999999999943,0.1,0.4,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-07,-0.7196436050717736,0.0971817298347943,-1.4000000000000057,0.1,0.1,0.4,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2017-08,0.1035514305438356,0.1294498381877007,-1.9000000000000057,0.5,0.1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2017-09,-0.0996130416459184,-0.0969618616677214,-1.0999999999999943,0.0,0.5,-0.4,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2017-10,-1.188878235858093,0.3235198964736341,-0.4000000000000057,-0.3,0.0,0.5,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2017-11,-0.8888026392392723,0.1289906481779956,0.2999999999999971,0.4,-0.3,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2017-12,0.4346804511278002,-0.0644122383252732,-0.5,-0.1,0.4,0.5,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-01,-0.7603228447771504,-0.096680631646806,-0.2999999999999971,0.0,-0.1,0.5,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02,-0.522552255225528,0.3387096774193576,0.4000000000000057,0.2,0.0,0.4,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03,0.4344563371381227,0.2732679633499213,-0.5999999999999943,0.4,0.2,0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04,-0.2556136694325306,0.2885540237255624,-0.2999999999999971,0.1,0.4,0.4,0.0,-0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05,1.1039268254218415,0.2877237851662384,0.4000000000000057,0.5,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-06,0.5186398377788226,0.239081925406448,0.0,0.2,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07,0.2521627807735571,0.1749085705199604,1.7000000000000028,0.2,0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-08,-0.6152774553053075,0.333333333333341,1.2999999999999972,1.0,0.2,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2018-09,-0.2920219600513918,0.1423825344091023,0.5999999999999943,0.2,1.0,-0.3,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2018-10,0.8200562324273797,0.3475513428120136,-0.0999999999999943,-0.7,0.2,0.4,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2018-11,0.449298938724918,0.330604534005019,-0.0999999999999943,0.5,-0.7,-0.1,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2018-12,-0.4010179686897652,-0.0313823944766866,0.7999999999999972,0.1,0.5,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2019-01,-0.7007355787843506,-0.0470883691728207,0.0999999999999943,0.1,0.1,0.2,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02,0.296307848259203,0.5025125628140836,-1.2999999999999972,0.6,0.1,0.4,0.0,0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03,-0.1904761904762075,0.1249999999999973,-0.5999999999999943,0.3,0.6,0.1,0.0,-0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-04,0.0038946876460554,0.2808988764045006,0.5,-0.1,0.3,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-05,0.3621918448416972,0.4201680672268892,-0.0999999999999943,0.4,-0.1,0.2,0.0,0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06,-0.6441598758246014,0.2169533550286928,0.5999999999999943,0.1,0.4,0.2,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07,-0.2069989064208743,0.0463893613731114,0.2999999999999971,0.3,0.1,1.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2019-08,0.9823490274353252,0.2936630602782042,-1.4000000000000057,1.0,0.3,0.2,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2019-09,0.251918455933664,0.0462320850670439,-0.4000000000000057,0.2,1.0,-0.7,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
