origin,L,slack_days_agri4,slack_days_food_ppi,slack_days_food
2019-02,2019-01,12.999305555555555,13.999305555555555,25.624305555555555
2019-03,2019-02,14.957638888888889,24.957638888888887,29.582638888888887
2019-04,2019-03,16.999305555555555,22.999305555555555,32.62430555555556
2019-05,2019-04,15.999305555555555,21.999305555555555,28.624305555555555
2019-06,2019-05,14.999305555555555,24.999305555555555,29.624305555555555
2019-07,2019-06,16.999305555555555,25.999305555555555,31.624305555555555
2019-08,2019-07,14.999305555555555,24.999305555555555,28.624305555555555
2019-09,2019-08,13.999305555555555,23.999305555555555,29.624305555555555
2019-10,2019-09,16.040972222222223,26.040972222222223,31.665972222222223
2019-11,2019-10,13.999305555555555,23.999305555555555,28.624305555555555
2019-12,2019-11,17.999305555555555,27.999305555555555,33.62430555555556
2020-01,2019-12,18.999305555555555,27.999305555555555,31.624305555555555
2020-02,2020-01,12.999305555555555,13.999305555555555,24.624305555555555
2020-03,2020-02,18.957638888888887,28.957638888888887,34.58263888888889
2020-04,2020-03,16.999305555555555,22.999305555555555,28.624305555555555
2020-05,2020-04,14.999305555555555,20.999305555555555,27.624305555555555
2020-06,2020-05,13.999305555555555,23.999305555555555,29.624305555555555
2020-07,2020-06,17.999305555555555,26.999305555555555,33.62430555555556
2020-08,2020-07,14.999305555555555,24.999305555555555,27.624305555555555
2020-09,2020-08,15.999305555555555,25.999305555555555,31.624305555555555
2020-10,2020-09,14.999305555555555,25.040972222222223,28.665972222222223
2020-11,2020-10,13.999305555555555,23.999305555555555,29.624305555555555
2020-12,2020-11,17.999305555555555,27.999305555555555,33.62430555555556
2021-01,2020-12,16.999305555555555,25.999305555555555,29.624305555555555
2021-02,2021-01,11.999305555555555,12.999305555555555,25.624305555555555
2021-03,2021-02,17.957638888888887,27.957638888888887,33.58263888888889
2021-04,2021-03,14.999305555555555,20.999305555555555,27.624305555555555
2021-05,2021-04,14.999305555555555,20.999305555555555,29.624305555555555
2021-06,2021-05,16.999305555555555,26.999305555555555,32.62430555555556
2021-07,2021-06,14.999305555555555,23.999305555555555,27.624305555555555
2021-08,2021-07,14.999305555555555,24.999305555555555,30.624305555555555
2021-09,2021-08,14.999305555555555,24.999305555555555,30.624305555555555
2021-10,2021-09,15.040972222222223,25.040972222222223,29.665972222222223
2021-11,2021-10,13.999305555555555,23.999305555555555,29.624305555555555
2021-12,2021-11,16.999305555555555,26.999305555555555,32.62430555555556
2022-01,2021-12,18.999305555555555,27.999305555555555,32.62430555555556
2022-02,2022-01,11.999305555555555,12.999305555555555,23.624305555555555
2022-03,2022-02,15.957638888888889,25.957638888888887,31.582638888888887
2022-04,2022-03,13.999305555555555,19.999305555555555,28.624305555555555
2022-05,2022-04,14.999305555555555,20.999305555555555,30.624305555555555
2022-06,2022-05,16.999305555555555,26.999305555555555,32.62430555555556
2022-07,2022-06,14.999305555555555,23.999305555555555,27.624305555555555
2022-08,2022-07,16.999305555555555,26.999305555555555,32.62430555555556
2022-09,2022-08,14.999305555555555,24.999305555555555,28.624305555555555
2022-10,2022-09,15.040972222222223,25.040972222222223,29.665972222222223
2022-11,2022-10,15.999305555555555,25.999305555555555,31.624305555555555
2022-12,2022-11,15.999305555555555,25.999305555555555,29.624305555555555
2023-01,2022-12,14.999305555555555,23.999305555555555,29.624305555555555
2023-02,2023-01,11.999305555555555,12.999305555555555,27.624305555555555
2023-03,2023-02,17.957638888888887,27.957638888888887,33.58263888888889
2023-04,2023-03,14.999305555555555,20.999305555555555,27.624305555555555
2023-05,2023-04,16.999305555555555,22.999305555555555,31.624305555555555
2023-06,2023-05,16.999305555555555,26.999305555555555,30.624305555555555
2023-07,2023-06,14.999305555555555,23.999305555555555,27.624305555555555
2023-08,2023-07,15.999305555555555,25.999305555555555,31.624305555555555
2023-09,2023-08,13.999305555555555,23.999305555555555,28.624305555555555
2023-10,2023-09,15.040972222222223,25.040972222222223,30.665972222222223
2023-11,2023-10,14.999305555555555,24.999305555555555,30.624305555555555
2023-12,2023-11,15.999305555555555,25.999305555555555,30.624305555555555
2024-01,2023-12,19.999305555555555,28.999305555555555,34.62430555555556
2024-02,2024-01,13.999305555555555,14.999305555555555,24.624305555555555
2024-03,2024-02,14.957638888888889,24.957638888888887,29.582638888888887
2024-04,2024-03,16.999305555555555,22.999305555555555,32.62430555555556
2024-05,2024-04,15.999305555555555,21.999305555555555,28.624305555555555
2024-06,2024-05,13.999305555555555,23.999305555555555,28.624305555555555
2024-07,2024-06,16.999305555555555,25.999305555555555,32.62430555555556
2024-08,2024-07,14.999305555555555,24.999305555555555,28.624305555555555
2024-09,2024-08,13.999305555555555,23.999305555555555,29.624305555555555
2024-10,2024-09,16.040972222222223,26.040972222222223,31.665972222222223
2024-11,2024-10,13.999305555555555,23.999305555555555,28.624305555555555
2024-12,2024-11,17.999305555555555,27.999305555555555,33.62430555555556
2025-01,2024-12,10.999305555555555,19.999305555555555,23.624305555555555
2025-02,2025-01,6.999305555555556,7.999305555555556,20.624305555555555
2025-03,2025-02,8.957638888888889,18.957638888888887,23.582638888888887
2025-04,2025-03,9.999305555555555,15.999305555555555,25.624305555555555
2025-05,2025-04,8.999305555555555,14.999305555555555,21.624305555555555
2025-06,2025-05,7.999305555555556,17.999305555555555,23.624305555555555
2025-07,2025-06,9.999305555555555,18.999305555555555,25.624305555555555
2025-08,2025-07,8.999305555555555,18.999305555555555,26.624305555555555
2025-09,2025-08,9.999305555555555,19.999305555555555,25.624305555555555
2025-10,2025-09,10.040972222222223,20.040972222222223,25.665972222222223
2025-11,2025-10,7.999305555555556,17.999305555555555,22.624305555555555
2025-12,2025-11,11.999305555555555,21.999305555555555,27.624305555555555
2026-01,2025-12,9.999305555555555,18.999305555555555,22.624305555555555
2026-02,2026-01,5.999305555555556,6.999305555555556,18.624305555555555
2026-03,2026-02,11.957638888888889,21.957638888888887,27.582638888888887
2026-04,2026-03,9.999305555555555,15.999305555555555,21.624305555555555
2026-05,2026-04,8.999305555555555,14.999305555555555,21.624305555555555
2026-06,2026-05,10.999305555555555,20.999305555555555,26.624305555555555
2026-07,2026-06,9.999305555555555,18.999305555555555,25.624305555555555
