origin,gap_last,cum6,d_gap_agri4_1.0,d_cum6_agri4_1.0,d_gap_agri4_3.0,d_cum6_agri4_3.0,d_gap_food_ppi_0.5,d_cum6_food_ppi_0.5,d_gap_food_ppi_1.0,d_cum6_food_ppi_1.0
2019-02,-0.8995716927134134,0.5546004436095086,-0.3089068805405686,0.19044606935670683,-0.8273132063575737,0.51005192244982,0.14970444050498577,-0.09229519980107792,0.3052000444428389,-0.18816074517316372
2019-03,-0.8112818425693119,0.5001683283564832,-0.31357208948701965,0.19332224584401758,-0.8755094541329246,0.5397656858030194,0.1412434242965631,-0.0870788469738516,0.27096629556688223,-0.1670550873731127
2019-04,-0.538584249485164,0.3320458681670924,-0.31775062973247825,0.1958983832353371,-0.915627362359613,0.5644990226559112,0.13823860096092278,-0.08522632496986579,0.2577022783361166,-0.15887760702350548
2019-05,-1.35673067266672,0.8364463210819421,-0.32216589304728815,0.19862046421329704,-0.8923971442434546,0.5501772188722617,0.1897665725653992,-0.11699414974872413,0.37683075901917074,-0.23232223491532245
2019-06,-0.4156794226603162,0.2562730620295321,-0.2924417224546352,0.18029503408900577,-0.9045866342681999,0.5576922358851981,0.10334811481081507,-0.0637157780581081,0.1752894574180477,-0.10806877498655393
2019-07,-0.6110307527082599,0.376710304755013,-0.29984041968789876,0.18485645015060215,-0.8758994132203182,0.5400061018639181,0.12915803625010414,-0.07962801050795298,0.23699516109932395,-0.14611133558741887
2019-08,-0.003722550221240975,0.002295012193893743,-0.3002898996840663,0.18513356181083698,-0.9164263127484702,0.5649915884443542,0.12698965015284408,-0.07829116553917712,0.23087300441894248,-0.14233692734593126
2019-09,0.8796834799881885,-0.5423390400000423,-0.27583959751140796,0.1700595565467976,-0.8937315621431784,0.5509999090092923,0.08941134378663707,-0.05512353415459115,0.15538824333514278,-0.0957993558305833
2019-10,-0.42968975622074046,0.2649106584219787,-0.3169963597696468,0.1954333636494875,-0.9158424955250055,0.564631655718877,0.1648686790275835,-0.10164419719589968,0.3227102368412129,-0.19895606093341622
2019-11,0.9311267072097358,-0.5740546185013148,-0.2774125380543958,0.171029299736783,-0.8979332057143501,0.5535902899731843,0.09763069485674492,-0.06019089653002807,0.1728234002022906,-0.10654841097676615
2019-12,1.1703175350365316,-0.7215196180056156,-0.2820305331832117,0.17387636814475227,-0.886342129519442,0.5464442047287528,0.0880178304483894,-0.05426441072748911,0.1548681756337904,-0.09547872571270244
2020-01,1.3299379562325402,-0.8199281796816948,-0.23930945442652551,0.14753813471449795,-0.7804464730693761,0.4811578262007915,0.04074306563936769,-0.02511875647114581,0.06359510484640762,-0.039207406863620786
2020-02,1.7204988975814985,-1.0607152932416208,-0.20238110696345268,0.12477121346666475,-0.6902036131822038,0.4255216489717676,-0.04088361744775382,0.025205408925766504,-0.10053145302374666,0.0619792606807168
2020-03,1.6070692899118812,-0.9907841123901313,-0.1391600362225951,0.08579440465603227,-0.5076229256880764,0.3129577131576696,-0.10811879449808948,0.06665697895661626,-0.22516903306224934,0.1388203370948352
2020-04,1.4998213804414737,-0.9246640480858964,-0.14349089009464544,0.08846444585241786,-0.4954952852297487,0.30548082739902904,-0.12521333068592977,0.0771960359654893,-0.25650257300034296,0.15813796935281155
