origin,series,stamp_t_minus_1,stamp_t,clock,t_minus_1_visible,t_visible
2025-02,agri4,2025-02-25 23:00:00+00:00,2025-03-25 23:00:00+00:00,2025-03-04 22:59:00+00:00,True,False
2025-02,food_ppi,2025-02-24 23:00:00+00:00,2025-03-15 23:00:00+00:00,2025-03-04 22:59:00+00:00,True,False
2025-02,food,2025-02-12 08:00:00+00:00,2025-03-11 08:00:00+00:00,2025-03-04 22:59:00+00:00,True,False
2025-03,agri4,2025-03-25 23:00:00+00:00,2025-04-25 22:00:00+00:00,2025-04-03 21:59:00+00:00,True,False
2025-03,food_ppi,2025-03-15 23:00:00+00:00,2025-04-19 22:00:00+00:00,2025-04-03 21:59:00+00:00,True,False
2025-03,food,2025-03-11 08:00:00+00:00,2025-04-10 07:00:00+00:00,2025-04-03 21:59:00+00:00,True,False
2025-04,agri4,2025-04-25 22:00:00+00:00,2025-05-25 22:00:00+00:00,2025-05-05 21:59:00+00:00,True,False
2025-04,food_ppi,2025-04-19 22:00:00+00:00,2025-05-19 22:00:00+00:00,2025-05-05 21:59:00+00:00,True,False
2025-04,food,2025-04-10 07:00:00+00:00,2025-05-13 07:00:00+00:00,2025-05-05 21:59:00+00:00,True,False
2025-05,agri4,2025-05-25 22:00:00+00:00,2025-06-25 22:00:00+00:00,2025-06-03 21:59:00+00:00,True,False
2025-05,food_ppi,2025-05-19 22:00:00+00:00,2025-06-15 22:00:00+00:00,2025-06-03 21:59:00+00:00,True,False
2025-05,food,2025-05-13 07:00:00+00:00,2025-06-10 07:00:00+00:00,2025-06-03 21:59:00+00:00,True,False
2025-06,agri4,2025-06-25 22:00:00+00:00,2025-07-25 22:00:00+00:00,2025-07-03 21:59:00+00:00,True,False
2025-06,food_ppi,2025-06-15 22:00:00+00:00,2025-07-16 22:00:00+00:00,2025-07-03 21:59:00+00:00,True,False
2025-06,food,2025-06-10 07:00:00+00:00,2025-07-10 07:00:00+00:00,2025-07-03 21:59:00+00:00,True,False
2025-07,agri4,2025-07-25 22:00:00+00:00,2025-08-25 22:00:00+00:00,2025-08-04 21:59:00+00:00,True,False
2025-07,food_ppi,2025-07-16 22:00:00+00:00,2025-08-15 22:00:00+00:00,2025-08-04 21:59:00+00:00,True,False
2025-07,food,2025-07-10 07:00:00+00:00,2025-08-08 07:00:00+00:00,2025-08-04 21:59:00+00:00,True,False
2025-08,agri4,2025-08-25 22:00:00+00:00,2025-09-25 22:00:00+00:00,2025-09-03 21:59:00+00:00,True,False
2025-08,food_ppi,2025-08-15 22:00:00+00:00,2025-09-15 22:00:00+00:00,2025-09-03 21:59:00+00:00,True,False
2025-08,food,2025-08-08 07:00:00+00:00,2025-09-10 07:00:00+00:00,2025-09-03 21:59:00+00:00,True,False
2025-09,agri4,2025-09-25 22:00:00+00:00,2025-10-25 22:00:00+00:00,2025-10-05 21:59:00+00:00,True,False
2025-09,food_ppi,2025-09-15 22:00:00+00:00,2025-10-15 22:00:00+00:00,2025-10-05 21:59:00+00:00,True,False
2025-09,food,2025-09-10 07:00:00+00:00,2025-10-10 07:00:00+00:00,2025-10-05 21:59:00+00:00,True,False
2025-10,agri4,2025-10-25 22:00:00+00:00,2025-11-25 23:00:00+00:00,2025-11-04 22:59:00+00:00,True,False
2025-10,food_ppi,2025-10-15 22:00:00+00:00,2025-11-15 23:00:00+00:00,2025-11-04 22:59:00+00:00,True,False
2025-10,food,2025-10-10 07:00:00+00:00,2025-11-11 08:00:00+00:00,2025-11-04 22:59:00+00:00,True,False
2025-11,agri4,2025-11-25 23:00:00+00:00,2025-12-25 23:00:00+00:00,2025-12-03 22:59:00+00:00,True,False
2025-11,food_ppi,2025-11-15 23:00:00+00:00,2025-12-15 23:00:00+00:00,2025-12-03 22:59:00+00:00,True,False
2025-11,food,2025-11-11 08:00:00+00:00,2025-12-10 08:00:00+00:00,2025-12-03 22:59:00+00:00,True,False
2025-12,agri4,2025-12-25 23:00:00+00:00,2026-01-25 23:00:00+00:00,2026-01-06 22:59:00+00:00,True,False
2025-12,food_ppi,2025-12-15 23:00:00+00:00,2026-01-16 23:00:00+00:00,2026-01-06 22:59:00+00:00,True,False
2025-12,food,2025-12-10 08:00:00+00:00,2026-01-13 08:00:00+00:00,2026-01-06 22:59:00+00:00,True,False
2026-01,agri4,2026-01-25 23:00:00+00:00,2026-02-25 23:00:00+00:00,2026-02-04 22:59:00+00:00,True,False
2026-01,food_ppi,2026-01-16 23:00:00+00:00,2026-02-24 23:00:00+00:00,2026-02-04 22:59:00+00:00,True,False
2026-01,food,2026-01-13 08:00:00+00:00,2026-02-13 08:00:00+00:00,2026-02-04 22:59:00+00:00,True,False
2026-02,agri4,2026-02-25 23:00:00+00:00,2026-03-25 23:00:00+00:00,2026-03-03 22:59:00+00:00,True,False
2026-02,food_ppi,2026-02-24 23:00:00+00:00,2026-03-15 23:00:00+00:00,2026-03-03 22:59:00+00:00,True,False
2026-02,food,2026-02-13 08:00:00+00:00,2026-03-10 08:00:00+00:00,2026-03-03 22:59:00+00:00,True,False
2026-03,agri4,2026-03-25 23:00:00+00:00,2026-04-25 22:00:00+00:00,2026-04-06 21:59:00+00:00,True,False
2026-03,food_ppi,2026-03-15 23:00:00+00:00,2026-04-19 22:00:00+00:00,2026-04-06 21:59:00+00:00,True,False
2026-03,food,2026-03-10 08:00:00+00:00,2026-04-14 07:00:00+00:00,2026-04-06 21:59:00+00:00,True,False
2026-04,agri4,2026-04-25 22:00:00+00:00,2026-05-25 22:00:00+00:00,2026-05-05 21:59:00+00:00,True,False
2026-04,food_ppi,2026-04-19 22:00:00+00:00,2026-05-19 22:00:00+00:00,2026-05-05 21:59:00+00:00,True,False
2026-04,food,2026-04-14 07:00:00+00:00,2026-05-13 07:00:00+00:00,2026-05-05 21:59:00+00:00,True,False
2026-05,agri4,2026-05-25 22:00:00+00:00,2026-06-25 22:00:00+00:00,2026-06-03 21:59:00+00:00,True,False
2026-05,food_ppi,2026-05-19 22:00:00+00:00,2026-06-15 22:00:00+00:00,2026-06-03 21:59:00+00:00,True,False
2026-05,food,2026-05-13 07:00:00+00:00,2026-06-10 07:00:00+00:00,2026-06-03 21:59:00+00:00,True,False
2026-06,agri4,2026-06-25 22:00:00+00:00,2026-07-25 22:00:00+00:00,2026-07-06 21:59:00+00:00,True,False
2026-06,food_ppi,2026-06-15 22:00:00+00:00,2026-07-16 22:00:00+00:00,2026-07-06 21:59:00+00:00,True,False
2026-06,food,2026-06-10 07:00:00+00:00,2026-07-10 07:00:00+00:00,2026-07-06 21:59:00+00:00,True,False
2026-07,agri4,2026-07-25 22:00:00+00:00,2026-08-25 22:00:00+00:00,2026-08-04 21:59:00+00:00,True,False
2026-07,food_ppi,2026-07-16 22:00:00+00:00,2026-08-15 22:00:00+00:00,2026-08-04 21:59:00+00:00,True,False
2026-07,food,2026-07-10 07:00:00+00:00,2026-08-11 07:00:00+00:00,2026-08-04 21:59:00+00:00,True,False
