origin,model,L,L_is_origin_minus_1,audit_L,L_matches_audit,last_food,last_ppi,last_agri,months_published_after_L,n_window,audit_n,window_start,audit_window_start,gap_last_own,gap_last_audit,gap_diff,alpha_raw_own,alpha_raw_audit,alpha_raw_diff,alpha_own,alpha_audit,n_pairs_own,n_pairs_audit,max_corr_diff_h1_6,max_corr_h7_12,coef_ppi_own,coef_ppi_audit,trend_own,trend_audit
2022-04,FOOD_ECM_R27,2022-03,True,2022-03,True,2022-03,2022-03,2022-03,0,87,87,2015-01,2015-01,-1.0486669364969576,-1.0486669364969576,0.0,-0.41606919724157,-0.41606919724157004,5.551115123125783e-17,-0.25,-0.25,86,86,0.0,0.0,0.46786993879289424,0.46786993879289424,0.152161261582397,0.152161261582397
2022-04,FOOD_ECM_PPI_R27,2022-03,True,2022-03,True,2022-03,2022-03,2022-03,0,87,87,2015-01,2015-01,-1.459237463954978,-1.459237463954978,0.0,-0.41549858974708037,-0.41549858974708037,0.0,-0.25,-0.25,86,86,0.0,0.0,0.6412981122928298,0.6412981122928298,0.14430976425500064,0.14430976425500064
2022-05,FOOD_ECM_R27,2022-04,True,2022-04,True,2022-04,2022-04,2022-04,0,88,88,2015-01,2015-01,-0.6719918896689268,-0.67199188966893,3.219646771412954e-15,-0.4493985416413243,-0.44939854164132426,5.551115123125783e-17,-0.25,-0.25,87,87,6.106226635438361e-16,0.0,0.4590429887832767,0.4590429887832767,0.15290669916664934,0.15290669916664934
2022-05,FOOD_ECM_PPI_R27,2022-04,True,2022-04,True,2022-04,2022-04,2022-04,0,88,88,2015-01,2015-01,-0.891591749991772,-0.891591749991772,0.0,-0.45725351539955467,-0.45725351539955467,0.0,-0.25,-0.25,87,87,0.0,0.0,0.627376152308916,0.627376152308916,0.1456200505194046,0.1456200505194046
2022-06,FOOD_ECM_R27,2022-05,True,2022-05,True,2022-05,2022-05,2022-05,0,89,89,2015-01,2015-01,-0.6905545176446738,-0.6905545176446771,3.3306690738754696e-15,-0.47254699760694135,-0.4725469976069416,2.220446049250313e-16,-0.25,-0.25,88,88,6.38378239159465e-16,0.0,0.46330144461888817,0.46330144461888817,0.15250438943829178,0.15250438943829178
2022-06,FOOD_ECM_PPI_R27,2022-05,True,2022-05,True,2022-05,2022-05,2022-05,0,89,89,2015-01,2015-01,-0.8031761629019719,-0.8031761629019719,0.0,-0.48332087304624277,-0.48332087304624277,0.0,-0.25,-0.25,88,88,0.0,0.0,0.628131957449712,0.628131957449712,0.14554322410058626,0.14554322410058626
2022-07,FOOD_ECM_R27,2022-06,True,2022-06,True,2022-06,2022-06,2022-06,0,90,90,2015-01,2015-01,-0.057337384755164034,-0.057337384755167364,3.3306690738754696e-15,-0.501247951726498,-0.5012479517264979,1.1102230246251565e-16,-0.25,-0.25,89,89,6.245004513516506e-16,0.0,0.4816336223945976,0.4816336223945976,0.15094967945983684,0.15094967945983684
2022-07,FOOD_ECM_PPI_R27,2022-06,True,2022-06,True,2022-06,2022-06,2022-06,0,90,90,2015-01,2015-01,-0.3239317387664662,-0.3239317387664662,0.0,-0.5067408214341806,-0.5067408214341806,0.0,-0.25,-0.25,89,89,0.0,0.0,0.6345266257551434,0.6345266257551434,0.14486618870583598,0.14486618870583598
2022-08,FOOD_ECM_R27,2022-07,True,2022-07,True,2022-07,2022-07,2022-07,0,91,91,2015-01,2015-01,0.7712856191141547,0.7712856191141514,3.3306690738754696e-15,-0.5182842309281781,-0.5182842309281779,2.220446049250313e-16,-0.25,-0.25,90,90,6.106226635438361e-16,0.0,0.5019776449427993,0.5019776449427993,0.1493290215541102,0.1493290215541102
2022-08,FOOD_ECM_PPI_R27,2022-07,True,2022-07,True,2022-07,2022-07,2022-07,0,91,91,2015-01,2015-01,0.5209881238905496,0.5209881238905496,0.0,-0.5218045963337162,-0.5218045963337162,0.0,-0.25,-0.25,90,90,0.0,0.0,0.641352320510139,0.641352320510139,0.14412529484965936,0.14412529484965936
2022-09,FOOD_ECM_R27,2022-08,True,2022-08,True,2022-08,2022-08,2022-08,0,92,92,2015-01,2015-01,1.0666679639679004,1.0666679639679035,3.1086244689504383e-15,-0.5161937655874669,-0.5161937655874671,2.220446049250313e-16,-0.25,-0.25,91,91,5.828670879282072e-16,0.0,0.5138122845268086,0.5138122845268086,0.1484257267639238,0.1484257267639238
2022-09,FOOD_ECM_PPI_R27,2022-08,True,2022-08,True,2022-08,2022-08,2022-08,0,92,92,2015-01,2015-01,0.894898027561838,0.894898027561838,0.0,-0.5181821616834109,-0.5181821616834109,0.0,-0.25,-0.25,91,91,0.0,0.0,0.6442513863581524,0.6442513863581524,0.14380917373893568,0.14380917373893568
2022-10,FOOD_ECM_R27,2022-09,True,2022-09,True,2022-09,2022-09,2022-09,0,93,93,2015-01,2015-01,0.8562164596086652,0.8562164596086683,3.1086244689504383e-15,-0.5013972405964638,-0.501397240596464,1.1102230246251565e-16,-0.25,-0.25,92,92,5.828670879282072e-16,0.0,0.5109770832447368,0.5109770832447368,0.14865425613070873,0.14865425613070873
2022-10,FOOD_ECM_PPI_R27,2022-09,True,2022-09,True,2022-09,2022-09,2022-09,0,93,93,2015-01,2015-01,0.7583795842220842,0.7583795842220842,0.0,-0.5025025987337116,-0.5025025987337116,0.0,-0.25,-0.25,92,92,0.0,0.0,0.6404633207266086,0.6404633207266086,0.1442305469913033,0.1442305469913033
2022-11,FOOD_ECM_R27,2022-10,True,2022-10,True,2022-10,2022-10,2022-10,0,94,94,2015-01,2015-01,1.833716518849337,1.8337165188493367,2.220446049250313e-16,-0.4932211478224482,-0.49322114782244836,1.6653345369377348e-16,-0.25,-0.25,93,93,5.551115123125783e-17,0.0,0.5254516821890329,0.5254516821890329,0.14738237567335577,0.14738237567335577
2022-11,FOOD_ECM_PPI_R27,2022-10,True,2022-10,True,2022-10,2022-10,2022-10,0,94,94,2015-01,2015-01,1.731789601474264,1.731789601474264,0.0,-0.49424442429702703,-0.49424442429702703,0.0,-0.25,-0.25,93,93,0.0,0.0,0.6484834349505376,0.6484834349505376,0.1432896799458399,0.1432896799458399
2022-12,FOOD_ECM_R27,2022-11,True,2022-11,True,2022-11,2022-11,2022-11,0,95,95,2015-01,2015-01,2.2912878699621206,2.291287869962121,4.440892098500626e-16,-0.4820767788628034,-0.4820767788628035,5.551115123125783e-17,-0.25,-0.25,94,94,1.1102230246251565e-16,0.0,0.5524309708467324,0.5524309708467324,0.14533086842222162,0.14533086842222162
2022-12,FOOD_ECM_PPI_R27,2022-11,True,2022-11,True,2022-11,2022-11,2022-11,0,95,95,2015-01,2015-01,2.1398727823019126,2.1398727823019126,0.0,-0.4803673374429721,-0.4803673374429721,0.0,-0.25,-0.25,94,94,0.0,0.0,0.660203966525871,0.660203966525871,0.14188832188708525,0.14188832188708525
2023-01,FOOD_ECM_R27,2022-12,True,2022-12,True,2022-12,2022-12,2022-12,0,96,96,2015-01,2015-01,1.8472581386318625,1.8472581386318685,5.995204332975845e-15,-0.47789906352065725,-0.47789906352065714,1.1102230246251565e-16,-0.25,-0.25,95,95,1.1102230246251565e-15,0.0,0.5710369657589612,0.5710369657589612,0.14402673921700318,0.14402673921700318
2023-01,FOOD_ECM_PPI_R27,2022-12,True,2022-12,True,2022-12,2022-12,2022-12,0,96,96,2015-01,2015-01,1.6387275876470475,1.6387275876470475,0.0,-0.47464908448829735,-0.47464908448829735,0.0,-0.25,-0.25,95,95,0.0,0.0,0.6668121411332163,0.6668121411332163,0.14109599991667052,0.14109599991667052
2023-02,FOOD_ECM_R27,2023-01,True,2023-01,True,2023-01,2023-01,2023-01,0,96,96,2015-02,2015-02,2.3784457893820705,2.3784457893820767,6.217248937900877e-15,-0.49672513396376283,-0.49672513396376283,0.0,-0.25,-0.25,95,95,1.1102230246251565e-15,0.0,0.625401425146571,0.625401425146571,0.14132521030855633,0.14132521030855633
2023-02,FOOD_ECM_PPI_R27,2023-01,True,2023-01,True,2023-01,2023-01,2023-01,0,96,96,2015-02,2015-02,2.218962797876917,2.218962797876917,0.0,-0.4949221234901636,-0.4949221234901636,0.0,-0.25,-0.25,95,95,0.0,0.0,0.6843070996473556,0.6843070996473556,0.13976304192920394,0.13976304192920394
2023-03,FOOD_ECM_R27,2023-02,True,2023-02,True,2023-02,2023-02,2023-02,0,96,96,2015-03,2015-03,1.8692482436627493,1.8692482436627498,4.440892098500626e-16,-0.5149696191085414,-0.5149696191085414,0.0,-0.25,-0.25,95,95,1.1102230246251565e-16,0.0,0.6767611071617499,0.6767611071617499,0.13960887111210368,0.13960887111210368
2023-03,FOOD_ECM_PPI_R27,2023-02,True,2023-02,True,2023-02,2023-02,2023-02,0,96,96,2015-03,2015-03,1.834209128948157,1.834209128948157,0.0,-0.514392873608974,-0.514392873608974,0.0,-0.25,-0.25,95,95,0.0,0.0,0.6980099641260107,0.6980099641260107,0.13915082874617946,0.13915082874617946
2023-04,FOOD_ECM_R27,2023-03,True,2023-03,True,2023-03,2023-03,2023-03,0,96,96,2015-04,2015-04,2.0699893943983847,2.0699893943983847,0.0,-0.5299901473309392,-0.5299901473309393,1.1102230246251565e-16,-0.25,-0.25,95,95,0.0,0.0,0.7304553990976786,0.7304553990976786,0.1383069320019472,0.1383069320019472
2023-04,FOOD_ECM_PPI_R27,2023-03,True,2023-03,True,2023-03,2023-03,2023-03,0,96,96,2015-04,2015-04,2.1414461897204315,2.1414461897204315,0.0,-0.5313827808156715,-0.5313827808156715,0.0,-0.25,-0.25,95,95,0.0,0.0,0.71009145431096,0.71009145431096,0.13866037767549363,0.13866037767549363
2023-05,FOOD_ECM_R27,2023-04,True,2023-04,True,2023-04,2023-04,2023-04,0,96,96,2015-05,2015-05,0.9577461274091912,0.9577461274091912,0.0,-0.5612367772746502,-0.5612367772746502,0.0,-0.25,-0.25,95,95,0.0,0.0,0.7600123114149682,0.7600123114149682,0.13882962711854552,0.13882962711854552
2023-05,FOOD_ECM_PPI_R27,2023-04,True,2023-04,True,2023-04,2023-04,2023-04,0,96,96,2015-05,2015-05,1.1377686386205355,1.1377686386205355,0.0,-0.5660956389332995,-0.5660956389332995,0.0,-0.25,-0.25,95,95,0.0,0.0,0.7139091093400594,0.7139091093400594,0.13939938016946649,0.13939938016946649
2023-06,FOOD_ECM_R27,2023-05,True,2023-05,True,2023-05,2023-05,2023-05,0,96,96,2015-06,2015-06,1.5142787607668668,1.5142787607668675,6.661338147750939e-16,-0.569542176723072,-0.5695421767230723,3.3306690738754696e-16,-0.25,-0.25,95,95,1.6653345369377348e-16,0.0,0.8057543460137236,0.8057543460137236,0.13989632218984405,0.13989632218984405
2023-06,FOOD_ECM_PPI_R27,2023-05,True,2023-05,True,2023-05,2023-05,2023-05,0,96,96,2015-06,2015-06,1.9767794717180547,1.9767794717180547,0.0,-0.5816717682250175,-0.5816717682250175,0.0,-0.25,-0.25,95,95,0.0,0.0,0.7195884135796883,0.7195884135796883,0.14066246345529337,0.14066246345529337
2023-07,FOOD_ECM_R27,2023-06,True,2023-06,True,2023-06,2023-06,2023-06,0,96,96,2015-07,2015-07,1.413049409479322,1.4130494094793231,1.1102230246251565e-15,-0.5541140346269267,-0.5541140346269268,1.1102230246251565e-16,-0.25,-0.25,95,95,2.220446049250313e-16,0.0,0.8460526787003678,0.8460526787003678,0.14172290428970805,0.14172290428970805
2023-07,FOOD_ECM_PPI_R27,2023-06,True,2023-06,True,2023-06,2023-06,2023-06,0,96,96,2015-07,2015-07,2.145822765222246,2.145822765222246,0.0,-0.5740281059117084,-0.5740281059117084,0.0,-0.25,-0.25,95,95,0.0,0.0,0.7237400357266682,0.7237400357266682,0.14232878958397988,0.14232878958397988
2023-08,FOOD_ECM_R27,2023-07,True,2023-07,True,2023-07,2023-07,2023-07,0,96,96,2015-08,2015-08,1.2986306134197099,1.298630613419704,5.773159728050814e-15,-0.5483834896583089,-0.5483834896583092,3.3306690738754696e-16,-0.25,-0.25,95,95,1.0824674490095276e-15,0.0,0.866857476819547,0.866857476819547,0.14107102958539192,0.14107102958539192
2023-08,FOOD_ECM_PPI_R27,2023-07,True,2023-07,True,2023-07,2023-07,2023-07,0,96,96,2015-08,2015-08,2.116957357775144,2.116957357775144,0.0,-0.5674598896892054,-0.5674598896892054,0.0,-0.25,-0.25,95,95,0.0,0.0,0.7295904293240864,0.7295904293240864,0.14157685560729327,0.14157685560729327
2023-09,FOOD_ECM_R27,2023-08,True,2023-08,True,2023-08,2023-08,2023-08,0,96,96,2015-09,2015-09,1.0841885837917078,1.0841885837917078,0.0,-0.5427276187622049,-0.5427276187622048,1.1102230246251565e-16,-0.25,-0.25,95,95,0.0,0.0,0.874101730811688,0.874101730811688,0.13975209571584177,0.13975209571584177
2023-09,FOOD_ECM_PPI_R27,2023-08,True,2023-08,True,2023-08,2023-08,2023-08,0,96,96,2015-09,2015-09,2.084107373074036,2.084107373074036,0.0,-0.556111057154113,-0.556111057154113,0.0,-0.25,-0.25,95,95,0.0,0.0,0.7347842378188082,0.7347842378188082,0.14011887223940875,0.14011887223940875
2023-10,FOOD_ECM_R27,2023-09,True,2023-09,True,2023-09,2023-09,2023-09,0,96,96,2015-10,2015-10,1.0434191634656003,1.0434191634656,2.220446049250313e-16,-0.5458954819761364,-0.5458954819761361,2.220446049250313e-16,-0.25,-0.25,95,95,5.551115123125783e-17,0.0,0.872491986241736,0.872491986241736,0.1388267124151377,0.1388267124151377
2023-10,FOOD_ECM_PPI_R27,2023-09,True,2023-09,True,2023-09,2023-09,2023-09,0,96,96,2015-10,2015-10,1.8266878372005615,1.8266878372005615,0.0,-0.5586804148098241,-0.5586804148098241,0.0,-0.25,-0.25,95,95,0.0,0.0,0.7368074934277871,0.7368074934277871,0.13944966943730278,0.13944966943730278
2023-11,FOOD_ECM_R27,2023-10,True,2023-10,True,2023-10,2023-10,2023-10,0,96,96,2015-11,2015-11,1.4702741615886594,1.4702741615886654,5.995204332975845e-15,-0.5344653399356453,-0.5344653399356453,0.0,-0.25,-0.25,95,95,1.1102230246251565e-15,0.0,0.8808264793234762,0.8808264793234762,0.1378978363197689,0.1378978363197689
2023-11,FOOD_ECM_PPI_R27,2023-10,True,2023-10,True,2023-10,2023-10,2023-10,0,96,96,2015-11,2015-11,2.511562830371727,2.511562830371727,0.0,-0.5439340654375893,-0.5439340654375893,0.0,-0.25,-0.25,95,95,0.0,0.0,0.7404646703978204,0.7404646703978204,0.13871216777099,0.13871216777099
2023-12,FOOD_ECM_R27,2023-11,True,2023-11,True,2023-11,2023-11,2023-11,0,96,96,2015-12,2015-12,1.0752042185790889,1.0752042185790898,8.881784197001252e-16,-0.5399686357278484,-0.5399686357278485,1.1102230246251565e-16,-0.25,-0.25,95,95,1.6653345369377348e-16,0.0,0.8875750966530532,0.8875750966530532,0.13601872951294214,0.13601872951294214
2023-12,FOOD_ECM_PPI_R27,2023-11,True,2023-11,True,2023-11,2023-11,2023-11,0,96,96,2015-12,2015-12,1.8952610131372778,1.8952610131372778,0.0,-0.5432360486730181,-0.5432360486730181,0.0,-0.25,-0.25,95,95,0.0,0.0,0.7445394999547739,0.7445394999547739,0.13713768540913124,0.13713768540913124
2024-01,FOOD_ECM_R27,2023-12,True,2023-12,True,2023-12,2023-12,2023-12,0,96,96,2016-01,2016-01,-0.45052984506749527,-0.45052984506749516,1.1102230246251565e-16,-0.5655358058389006,-0.5655358058389006,0.0,-0.25,-0.25,95,95,1.3877787807814457e-17,0.0,0.879205735811171,0.879205735811171,0.13255738171010747,0.13255738171010747
2024-01,FOOD_ECM_PPI_R27,2023-12,True,2023-12,True,2023-12,2023-12,2023-12,0,96,96,2016-01,2016-01,0.5542794184770541,0.5542794184770541,0.0,-0.5631170736104625,-0.5631170736104625,0.0,-0.25,-0.25,95,95,0.0,0.0,0.7488318017460402,0.7488318017460402,0.13392677174627557,0.13392677174627557
2024-02,FOOD_ECM_R27,2024-01,True,2024-01,True,2024-01,2024-01,2024-01,0,96,96,2016-02,2016-02,-1.987868805034519,-1.9878688050345124,6.661338147750939e-15,-0.5792605102785008,-0.5792605102785009,1.1102230246251565e-16,-0.25,-0.25,95,95,1.27675647831893e-15,0.0,0.8740968414499956,0.8740968414499956,0.13048471988863009,0.13048471988863009
2024-02,FOOD_ECM_PPI_R27,2024-01,True,2024-01,True,2024-01,2024-01,2024-01,0,96,96,2016-02,2016-02,-1.0608021413938422,-1.0608021413938422,0.0,-0.5846023532168046,-0.5846023532168046,0.0,-0.25,-0.25,95,95,0.0,0.0,0.7508410816922243,0.7508410816922243,0.13232719215216915,0.13232719215216915
2024-03,FOOD_ECM_R27,2024-02,True,2024-02,True,2024-02,2024-02,2024-02,0,96,96,2016-03,2016-03,-2.146170985576412,-2.146170985576412,0.0,-0.5681728653984758,-0.568172865398476,2.220446049250313e-16,-0.25,-0.25,95,95,0.0,0.0,0.8692607181028285,0.8692607181028285,0.12867689962453982,0.12867689962453982
2024-03,FOOD_ECM_PPI_R27,2024-02,True,2024-02,True,2024-02,2024-02,2024-02,0,96,96,2016-03,2016-03,-1.4295272427533752,-1.4295272427533752,0.0,-0.5865882823424222,-0.5865882823424222,0.0,-0.25,-0.25,95,95,0.0,0.0,0.7519107046848277,0.7519107046848277,0.1312257689362129,0.1312257689362129
2024-04,FOOD_ECM_R27,2024-03,True,2024-03,True,2024-03,2024-03,2024-03,0,96,96,2016-04,2016-04,-3.0719447128827966,-3.071944712882796,4.440892098500626e-16,-0.5420483088826853,-0.542048308882685,3.3306690738754696e-16,-0.25,-0.25,95,95,1.1102230246251565e-16,0.0,0.8534160131559,0.8534160131559,0.12725877342873512,0.12725877342873512
2024-04,FOOD_ECM_PPI_R27,2024-03,True,2024-03,True,2024-03,2024-03,2024-03,0,96,96,2016-04,2016-04,-2.3229223077427363,-2.3229223077427363,0.0,-0.5671868299630801,-0.5671868299630801,0.0,-0.25,-0.25,95,95,0.0,0.0,0.7512119939678383,0.7512119939678383,0.1303609632725779,0.1303609632725779
2024-05,FOOD_ECM_R27,2024-04,True,2024-04,True,2024-04,2024-04,2024-04,0,96,96,2016-05,2016-05,-0.9711186549766703,-0.9711186549766703,0.0,-0.544104331035242,-0.5441043310352421,1.1102230246251565e-16,-0.25,-0.25,95,95,0.0,0.0,0.850731849065784,0.850731849065784,0.12668094223877632,0.12668094223877632
2024-05,FOOD_ECM_PPI_R27,2024-04,True,2024-04,True,2024-04,2024-04,2024-04,0,96,96,2016-05,2016-05,-0.32345573561385715,-0.32345573561385715,0.0,-0.5677659043441688,-0.5677659043441688,0.0,-0.25,-0.25,95,95,0.0,0.0,0.750607057914127,0.750607057914127,0.13077708264709165,0.13077708264709165
2024-06,FOOD_ECM_R27,2024-05,True,2024-05,True,2024-05,2024-05,2024-05,0,96,96,2016-06,2016-06,-1.5426016333295889,-1.5426016333295818,7.105427357601002e-15,-0.5480905315147049,-0.5480905315147051,2.220446049250313e-16,-0.25,-0.25,95,95,1.3322676295501878e-15,0.0,0.8499762993873748,0.8499762993873748,0.12553808002864408,0.12553808002864408
2024-06,FOOD_ECM_PPI_R27,2024-05,True,2024-05,True,2024-05,2024-05,2024-05,0,96,96,2016-06,2016-06,-0.8639263564755713,-0.8639263564755713,0.0,-0.5681660860393644,-0.5681660860393644,0.0,-0.25,-0.25,95,95,0.0,0.0,0.7502876327372755,0.7502876327372755,0.13088030808350398,0.13088030808350398
2024-07,FOOD_ECM_R27,2024-06,True,2024-06,True,2024-06,2024-06,2024-06,0,96,96,2016-07,2016-07,-1.4974417019401565,-1.4974417019401627,6.217248937900877e-15,-0.5309708112043682,-0.5309708112043678,3.3306690738754696e-16,-0.25,-0.25,95,95,1.1102230246251565e-15,0.0,0.8525813860559949,0.8525813860559949,0.12348362579917196,0.12348362579917196
2024-07,FOOD_ECM_PPI_R27,2024-06,True,2024-06,True,2024-06,2024-06,2024-06,0,96,96,2016-07,2016-07,-0.9829280451592717,-0.9829280451592717,0.0,-0.5600584929576177,-0.5600584929576177,0.0,-0.25,-0.25,95,95,0.0,0.0,0.7509052584481659,0.7509052584481659,0.12998056712531147,0.12998056712531147
2024-08,FOOD_ECM_R27,2024-07,True,2024-07,True,2024-07,2024-07,2024-07,0,96,96,2016-08,2016-08,-0.9295499559065084,-0.929549955906507,1.3322676295501878e-15,-0.5337185946422214,-0.5337185946422212,2.220446049250313e-16,-0.25,-0.25,95,95,2.498001805406602e-16,0.0,0.8539359610066768,0.8539359610066768,0.1215643756551587,0.1215643756551587
2024-08,FOOD_ECM_PPI_R27,2024-07,True,2024-07,True,2024-07,2024-07,2024-07,0,96,96,2016-08,2016-08,-0.4485524793869402,-0.4485524793869402,0.0,-0.5611897368526403,-0.5611897368526403,0.0,-0.25,-0.25,95,95,0.0,0.0,0.7515289591999492,0.7515289591999492,0.12911538551485716,0.12911538551485716
2024-09,FOOD_ECM_R27,2024-08,True,2024-08,True,2024-08,2024-08,2024-08,0,96,96,2016-09,2016-09,-0.3589316859185815,-0.3589316859185815,0.0,-0.5344128672261435,-0.5344128672261436,1.1102230246251565e-16,-0.25,-0.25,95,95,0.0,0.0,0.8693553061684409,0.8693553061684409,0.11694414591859414,0.11694414591859414
2024-09,FOOD_ECM_PPI_R27,2024-08,True,2024-08,True,2024-08,2024-08,2024-08,0,96,96,2016-09,2016-09,0.014254397908988525,0.014254397908988525,0.0,-0.5644379327491138,-0.5644379327491138,0.0,-0.25,-0.25,95,95,0.0,0.0,0.754023914070703,0.754023914070703,0.1267082870729652,0.1267082870729652
2024-10,FOOD_ECM_R27,2024-09,True,2024-09,True,2024-09,2024-09,2024-09,0,96,96,2016-10,2016-10,0.6024381224832731,0.6024381224832673,5.773159728050814e-15,-0.552031350977398,-0.5520313509773979,1.1102230246251565e-16,-0.25,-0.25,95,95,1.0824674490095276e-15,0.0,0.892364063533323,0.892364063533323,0.11088836986404803,0.11088836986404803
2024-10,FOOD_ECM_PPI_R27,2024-09,True,2024-09,True,2024-09,2024-09,2024-09,0,96,96,2016-10,2016-10,1.1807037194727525,1.1807037194727525,0.0,-0.5757020840170713,-0.5757020840170713,0.0,-0.25,-0.25,95,95,0.0,0.0,0.7575500464714783,0.7575500464714783,0.12384537378784032,0.12384537378784032
2024-11,FOOD_ECM_R27,2024-10,True,2024-10,True,2024-10,2024-10,2024-10,0,96,96,2016-11,2016-11,0.3892166847265901,0.3892166847265893,7.771561172376096e-16,-0.5320631601348893,-0.5320631601348891,2.220446049250313e-16,-0.25,-0.25,95,95,1.5265566588595902e-16,0.0,0.9256655755570848,0.9256655755570848,0.10248918305278411,0.10248918305278411
2024-11,FOOD_ECM_PPI_R27,2024-10,True,2024-10,True,2024-10,2024-10,2024-10,0,96,96,2016-11,2016-11,0.7560855299310724,0.7560855299310724,0.0,-0.5674677615044162,-0.5674677615044162,0.0,-0.25,-0.25,95,95,0.0,0.0,0.7629082921904352,0.7629082921904352,0.11960292230002811,0.11960292230002811
2024-12,FOOD_ECM_R27,2024-11,True,2024-11,True,2024-11,2024-11,2024-11,0,96,96,2016-12,2016-12,0.34650814733167135,0.34650814733167223,8.881784197001252e-16,-0.5198130187975307,-0.5198130187975307,0.0,-0.25,-0.25,95,95,1.6653345369377348e-16,0.0,0.9515369707244328,0.9515369707244328,0.09603741133891301,0.09603741133891301
2024-12,FOOD_ECM_PPI_R27,2024-11,True,2024-11,True,2024-11,2024-11,2024-11,0,96,96,2016-12,2016-12,0.7651703208360693,0.7651703208360693,0.0,-0.5646665636374275,-0.5646665636374275,0.0,-0.25,-0.25,95,95,0.0,0.0,0.7659653502867404,0.7659653502867404,0.11735199757975724,0.11735199757975724
2025-01,FOOD_ECM_R27,2024-12,True,2024-12,True,2024-12,2024-12,2024-12,0,96,96,2017-01,2017-01,-0.15850543297895392,-0.15850543297895392,0.0,-0.5204958434578816,-0.5204958434578812,3.3306690738754696e-16,-0.25,-0.25,95,95,0.0,0.0,0.9745539802068295,0.9745539802068295,0.0895433628401913,0.0895433628401913
2025-01,FOOD_ECM_PPI_R27,2024-12,True,2024-12,True,2024-12,2024-12,2024-12,0,96,96,2017-01,2017-01,0.061047737152677084,0.061047737152677084,0.0,-0.567578430548179,-0.567578430548179,0.0,-0.25,-0.25,95,95,0.0,0.0,0.7687424187028501,0.7687424187028501,0.1148500486634816,0.1148500486634816
2025-02,FOOD_ECM_R27,2025-01,True,2025-01,True,2025-01,2025-01,2025-01,0,96,96,2017-02,2017-02,0.5010069342436725,0.5010069342436663,6.217248937900877e-15,-0.5166320268020982,-0.5166320268020984,2.220446049250313e-16,-0.25,-0.25,95,95,1.1657341758564144e-15,0.0,0.979212583226033,0.979212583226033,0.0894732513836995,0.0894732513836995
2025-02,FOOD_ECM_PPI_R27,2025-01,True,2025-01,True,2025-01,2025-01,2025-01,0,96,96,2017-02,2017-02,0.7112859063321442,0.7112859063321442,0.0,-0.5660296542716697,-0.5660296542716697,0.0,-0.25,-0.25,95,95,0.0,0.0,0.7677732679418299,0.7677732679418299,0.11648042489909274,0.11648042489909274
2025-03,FOOD_ECM_R27,2025-02,True,2025-02,True,2025-02,2025-02,2025-02,0,96,96,2017-03,2017-03,-0.2721372059949203,-0.27213720599491853,1.7763568394002505e-15,-0.5244956532814441,-0.5244956532814438,3.3306690738754696e-16,-0.25,-0.25,95,95,3.3306690738754696e-16,0.0,0.9762916077717577,0.9762916077717577,0.09100056790612732,0.09100056790612732
2025-03,FOOD_ECM_PPI_R27,2025-02,True,2025-02,True,2025-02,2025-02,2025-02,0,96,96,2017-03,2017-03,-0.09001545517419984,-0.09001545517419984,0.0,-0.571062828226913,-0.571062828226913,0.0,-0.25,-0.25,95,95,0.0,0.0,0.7648212449692194,0.7648212449692194,0.11923339396343723,0.11923339396343723
2025-04,FOOD_ECM_R27,2025-03,True,2025-03,True,2025-03,2025-03,2025-03,0,96,96,2017-04,2017-04,0.6463107590266045,0.6463107590266042,3.3306690738754696e-16,-0.5288153057221532,-0.5288153057221531,1.1102230246251565e-16,-0.25,-0.25,95,95,6.938893903907228e-17,0.0,0.9729059567117655,0.9729059567117655,0.09342796054980809,0.09342796054980809
2025-04,FOOD_ECM_PPI_R27,2025-03,True,2025-03,True,2025-03,2025-03,2025-03,0,96,96,2017-04,2017-04,0.7861431645742023,0.7861431645742023,0.0,-0.5707995422632627,-0.5707995422632627,0.0,-0.25,-0.25,95,95,0.0,0.0,0.7618293131187706,0.7618293131187706,0.122223796240132,0.122223796240132
2025-05,FOOD_ECM_R27,2025-04,True,2025-04,True,2025-04,2025-04,2025-04,0,96,96,2017-05,2017-05,0.04041206147824722,0.04041206147824644,7.771561172376096e-16,-0.5388721310694915,-0.5388721310694911,4.440892098500626e-16,-0.25,-0.25,95,95,1.457167719820518e-16,0.0,0.9775757610784584,0.9775757610784584,0.09210795315731657,0.09210795315731657
2025-05,FOOD_ECM_PPI_R27,2025-04,True,2025-04,True,2025-04,2025-04,2025-04,0,96,96,2017-05,2017-05,0.21908026596554908,0.21908026596554908,0.0,-0.5738733631305818,-0.5738733631305818,0.0,-0.25,-0.25,95,95,0.0,0.0,0.761892884191779,0.761892884191779,0.1223656641529316,0.1223656641529316
2025-06,FOOD_ECM_R27,2025-05,True,2025-05,True,2025-05,2025-05,2025-05,0,96,96,2017-06,2017-06,0.5199735923017497,0.5199735923017498,1.1102230246251565e-16,-0.5473525752581835,-0.5473525752581833,2.220446049250313e-16,-0.25,-0.25,95,95,2.7755575615628914e-17,0.0,0.9772215704902617,0.9772215704902617,0.0926552440701054,0.0926552440701054
2025-06,FOOD_ECM_PPI_R27,2025-05,True,2025-05,True,2025-05,2025-05,2025-05,0,96,96,2017-06,2017-06,0.48717598696865916,0.48717598696865916,0.0,-0.5757078497894886,-0.5757078497894886,0.0,-0.25,-0.25,95,95,0.0,0.0,0.7614852187268443,0.7614852187268443,0.12320834371359769,0.12320834371359769
