group,ticker,retrieved_at,name,source,adjustment,frequency,last_update,status,periodicity,observations,first_date,last_date,last_value,probe,error
cnb_inflation_family,CZCIXM Index,2026-09-12T16:40:11.556696+00:00,Czech Inflation Overall Items,Czech National Bank,MoM% NSA,Monthly,2026-07-31,ok,MONTHLY,235.0,2007-01-31,2026-07-31,1.0,20260912_bloomberg_probe3,
cnb_inflation_family,CZCIXY Index,2026-09-12T16:40:12.103640+00:00,Czech Inflation Overall Items,Czech National Bank,YoY% NSA,Monthly,2026-02-28,ok,MONTHLY,230.0,2007-01-31,2026-02-28,2.7,20260912_bloomberg_probe3,
cnb_inflation_family,CZCIMPM Index,2026-09-12T16:40:12.699510+00:00,Czech Inflation Monetary Polic,Czech National Bank,MoM% NSA,Monthly,2026-07-31,ok,MONTHLY,235.0,2007-01-31,2026-07-31,0.6,20260912_bloomberg_probe3,
cnb_inflation_family,CZCIMPY Index,2026-09-12T16:40:13.257993+00:00,Czech Inflation Monetary Polic,Czech National Bank,YoY% NSA,Monthly,2026-02-28,ok,MONTHLY,230.0,2007-01-31,2026-02-28,1.7,20260912_bloomberg_probe3,
cnb_inflation_family,CZCIITCM Index,2026-09-12T16:40:13.820767+00:00,Czech Inflation Indirect Taxes,Czech National Bank,Percentage Points NSA,Monthly,2026-07-31,ok,MONTHLY,235.0,2007-01-31,2026-07-31,0.03,20260912_bloomberg_probe3,
cnb_inflation_family,CZCIFCM Index,2026-09-12T16:40:14.332816+00:00,Czech Inflation Fuel Contribut,Czech National Bank,Percentage Points NSA,Monthly,2026-07-31,ok,MONTHLY,235.0,2007-01-31,2026-07-31,0.09,20260912_bloomberg_probe3,
cnb_inflation_family,CZCIBCM Index,2026-09-12T16:40:14.865994+00:00,Czech Inflation Food Beverage,Czech National Bank,Percentage Points NSA,Monthly,2026-07-31,ok,MONTHLY,235.0,2007-01-31,2026-07-31,-0.1,20260912_bloomberg_probe3,
cnb_inflation_family,CZCINCM Index,2026-09-12T16:40:15.427691+00:00,Czech Inflation Net Inflation,Czech National Bank,Percentage Points NSA,Monthly,2026-07-31,ok,MONTHLY,235.0,2007-01-31,2026-07-31,0.56,20260912_bloomberg_probe3,
cnb_inflation_family,CZCIXCM Index,2026-09-12T16:40:16.011616+00:00,Czech Inflation Overall Items,Czech National Bank,Percentage Points NSA,Monthly,2026-07-31,ok,MONTHLY,235.0,2007-01-31,2026-07-31,0.57,20260912_bloomberg_probe3,
cnb_core_pattern_probes,CZCIAM Index,2026-09-12T16:40:16.627083+00:00,,,,,,bdp_error,,,,,,20260912_bloomberg_probe3,ValueError: no reference data (ticker probably invalid)
cnb_core_pattern_probes,CZCIAY Index,2026-09-12T16:40:16.826895+00:00,,,,,,bdp_error,,,,,,20260912_bloomberg_probe3,ValueError: no reference data (ticker probably invalid)
cnb_core_pattern_probes,CZCICM Index,2026-09-12T16:40:17.054307+00:00,,,,,,bdp_error,,,,,,20260912_bloomberg_probe3,ValueError: no reference data (ticker probably invalid)
cnb_core_pattern_probes,CZCICY Index,2026-09-12T16:40:17.261861+00:00,,,,,,bdp_error,,,,,,20260912_bloomberg_probe3,ValueError: no reference data (ticker probably invalid)
czso_division_mom,CZCPFMOM Index,2026-09-12T16:40:17.511426+00:00,Czech Republic CPI Food & Non,Czech Statistical Office,MoM% NSA,Monthly,2026-08-31,ok,MONTHLY,140.0,2015-01-31,2026-08-31,-1.1,20260912_bloomberg_probe3,
czso_division_mom,CZCPAMOM Index,2026-09-12T16:40:18.027022+00:00,Czech Republic CPI Alcoholic B,Czech Statistical Office,MoM% NSA,Monthly,2026-08-31,ok,MONTHLY,140.0,2015-01-31,2026-08-31,0.6,20260912_bloomberg_probe3,
czso_division_mom,CZCPTRMM Index,2026-09-12T16:40:18.516904+00:00,Czech Republic CPI Transport M,Czech Statistical Office,MoM% NSA,Monthly,2026-08-31,ok,MONTHLY,140.0,2015-01-31,2026-08-31,2.4,20260912_bloomberg_probe3,
czso_division_mom,CZCPHOMM Index,2026-09-12T16:40:19.018549+00:00,Czech Republic CPI Housing Wat,Czech Statistical Office,MoM% NSA,Monthly,2026-08-31,ok,MONTHLY,140.0,2015-01-31,2026-08-31,0.2,20260912_bloomberg_probe3,
services,CPSVCZ Index,2026-09-12T16:41:10.911336+00:00,Eurostat Czech Republic HICP S,Eurostat,Index NSA,Monthly,2026-07-31,ok,MONTHLY,320.0,1999-12-31,2026-07-31,106.02,20260912_bloomberg_probe4,
services,CPSVCZM Index,2026-09-12T16:41:11.659896+00:00,Eurostat Czech Republic HICP S,Eurostat,MoM% NSA,Monthly,2026-07-31,ok,MONTHLY,319.0,2000-01-31,2026-07-31,1.8,20260912_bloomberg_probe4,
services,CPSVCZY Index,2026-09-12T16:41:12.171298+00:00,Eurostat Czech Republic HICP S,Eurostat,YoY% NSA,Monthly,2026-07-31,ok,MONTHLY,308.0,2000-12-31,2026-07-31,4.3,20260912_bloomberg_probe4,
reer,BRERCZ Index,2026-09-12T16:55:16.532626+00:00,Bloomberg Economics Czech Rep,Bloomberg Economics,,Daily,2026-09-11,ok,DAILY,8530.0,1994-01-03,2026-09-11,126.4,20260912_bloomberg_probe5,
reer,BISBCZR Index,2026-09-12T16:55:17.703743+00:00,Czech Republic Real Effective,Bank for International Settlem,Index NSA,Monthly,2026-07-31,ok,MONTHLY,391.0,1994-01-31,2026-07-31,126.71,20260912_bloomberg_probe5,
reer,935.028 Index,2026-09-12T16:55:18.223718+00:00,IMF Czech Rep Real Effective E,International Monetary Fund,,Monthly,2026-06-30,ok,MONTHLY,438.0,1990-01-31,2026-06-30,124.66,20260912_bloomberg_probe5,
reer,BREERCZK Index,2026-09-12T16:55:18.839531+00:00,Bloomberg Intelligence REER In,Bloomberg Intelligence,,Daily,2026-09-09,ok,DAILY,2790.0,2015-12-31,2026-09-09,121.48,20260912_bloomberg_probe5,
reer,OECZFRAA Index,2026-09-12T16:55:19.566647+00:00,OECD Czech Rep Real Effective,Organisation for Economic Co-o,,Monthly,2026-08-31,ok,MONTHLY,405.0,1992-12-31,2026-08-31,140.02,20260912_bloomberg_probe5,
labour,CZLFTOTL Index,2026-09-12T16:55:20.193073+00:00,Czech Labor Force Total as % o,Czech Statistical Office,Percent NSA,Quarterly,2026-03-31,ok,MONTHLY,133.0,1993-03-31,2026-03-31,61.3,20260912_bloomberg_probe5,
labour,CZLFACT Index,2026-09-12T16:55:20.773975+00:00,Czech Republic Economically Ac,Czech Statistical Office,Units/Persons NSA,Quarterly,2026-03-31,ok,MONTHLY,133.0,1993-03-31,2026-03-31,5454.7,20260912_bloomberg_probe5,
labour,CZLFAUN Index,2026-09-12T16:55:21.398703+00:00,Czech Republic Economically Ac,Czech Statistical Office,Units/Persons NSA,Quarterly,2026-03-31,ok,MONTHLY,133.0,1993-03-31,2026-03-31,170.8,20260912_bloomberg_probe5,
labour,CZUEURM Index,2026-09-12T16:55:22.003114+00:00,Czech Unemployment Rate Males,Czech Statistical Office,Percent NSA,Quarterly,2024-12-31,ok,MONTHLY,80.0,2005-03-31,2024-12-31,2.1,20260912_bloomberg_probe5,
labour,CZUEURF Index,2026-09-12T16:55:22.594641+00:00,Czech Unemployment Rate Female,Czech Statistical Office,Percent NSA,Quarterly,2024-12-31,ok,MONTHLY,80.0,2005-03-31,2024-12-31,3.0,20260912_bloomberg_probe5,
labour,UMLVCZ Index,2026-09-12T16:55:23.097982+00:00,Eurostat Unemployment Level Cz,Eurostat,Units/Persons SA,Monthly,2026-07-31,ok,MONTHLY,403.0,1993-01-31,2026-07-31,180.0,20260912_bloomberg_probe5,
unemployment_15_64,OECZRUAX Index,2026-09-12T17:00:13.469844+00:00,OECD Czech Rep Labour Force Su,Organisation for Economic Co-o,,Quarterly,2024-09-30,ok,MONTHLY,107.0,1998-03-31,2024-09-30,2.635,20260912_bloomberg_probe6,
unemployment_15_64,OECZRUAW Index,2026-09-12T17:00:14.356653+00:00,OECD Czech Rep Labour Force Su,Organisation for Economic Co-o,,Quarterly,2024-09-30,ok,MONTHLY,107.0,1998-03-31,2024-09-30,2.7,20260912_bloomberg_probe6,
reer_more,JBDCCZK Index,2026-09-12T17:00:14.930628+00:00,,,,,,bdp_error,,,,,,20260912_bloomberg_probe6,ValueError: no reference data (ticker probably invalid)
reer_more,JBDPCZK Index,2026-09-12T17:00:15.085456+00:00,,,,,,bdp_error,,,,,,20260912_bloomberg_probe6,ValueError: no reference data (ticker probably invalid)
reer_more,JBMCCZK Index,2026-09-12T17:00:15.267638+00:00,,,,,,bdp_error,,,,,,20260912_bloomberg_probe6,ValueError: no reference data (ticker probably invalid)
reer_more,JBMPCZK Index,2026-09-12T17:00:15.422045+00:00,,,,,,bdp_error,,,,,,20260912_bloomberg_probe6,ValueError: no reference data (ticker probably invalid)
reer_more,OECZFRAB Index,2026-09-12T17:00:15.595736+00:00,OECD Czech Rep Real Effective,Organisation for Economic Co-o,,Quarterly,2026-06-30,ok,MONTHLY,135.0,1992-12-31,2026-06-30,141.63,20260912_bloomberg_probe6,
reer_more,OEEOCZXA Index,2026-09-12T17:00:16.153173+00:00,OECD Eco Outlook Czech Rep Rea,Organisation for Economic Co-o,,Quarterly,2027-12-31,ok,MONTHLY,126.0,1995-03-31,2026-06-30,1.138,20260912_bloomberg_probe6,
reer_more,.REER_CZK G Index,2026-09-12T17:00:16.711085+00:00,Czech Koruna REER (BIS),,,,2010-09-30,ok,MONTHLY,129.0,2000-01-31,2010-09-30,123.27,20260912_bloomberg_probe6,
cpi_components,CP1SCZ Index,2026-09-12T17:00:17.271105+00:00,EU CPI Catering Services Czech,Eurostat,Index NSA,Monthly,2026-07-31,ok,MONTHLY,320.0,1999-12-31,2026-07-31,104.15,20260912_bloomberg_probe6,
cpi_components,CP1SCZMM Index,2026-09-12T17:00:17.881892+00:00,EU CPI Catering Services Czech,Eurostat,MoM% NSA,Monthly,2026-07-31,ok,MONTHLY,319.0,2000-01-31,2026-07-31,0.2,20260912_bloomberg_probe6,
cpi_components,CP1ACZ Index,2026-09-12T17:00:18.448678+00:00,EU CPI Accommodation Services,Eurostat,Index NSA,Monthly,2026-07-31,ok,MONTHLY,320.0,1999-12-31,2026-07-31,109.27,20260912_bloomberg_probe6,
cpi_components,CP1ACZMM Index,2026-09-12T17:00:18.984290+00:00,EU CPI Accommodation Services,Eurostat,MoM% NSA,Monthly,2026-07-31,ok,MONTHLY,319.0,2000-01-31,2026-07-31,0.6,20260912_bloomberg_probe6,
cpi_components,OECZGSJM Index,2026-09-12T17:00:19.545491+00:00,OECD Czech Rep CPI Services Le,Organisation for Economic Co-o,,Monthly,2018-05-31,ok,MONTHLY,293.0,1994-01-31,2018-05-31,111.49,20260912_bloomberg_probe6,
cpi_components,OECZGSHA Index,2026-09-12T17:00:20.125814+00:00,OECD Czech Rep CPI Services Re,Organisation for Economic Co-o,,Monthly,2018-05-31,ok,MONTHLY,293.0,1994-01-31,2018-05-31,114.26,20260912_bloomberg_probe6,
cpi_components,CPNGCZYY Index,2026-09-12T17:00:20.748880+00:00,EU CPI Non Energy Industrial G,Eurostat,YoY% NSA,Monthly,2026-07-31,ok,MONTHLY,308.0,2000-12-31,2026-07-31,0.7,20260912_bloomberg_probe6,
cpi_components,CP41CZ Index,2026-09-12T17:01:55.686599+00:00,EU CPI Actual Rentals for Hous,Eurostat,Index NSA,Monthly,2026-07-31,ok,MONTHLY,320.0,1999-12-31,2026-07-31,106.41,20260912_bloomberg_probe7,
cpi_components,CP41CZMM Index,2026-09-12T17:01:56.442926+00:00,EU CPI Actual Rentals for Hous,Eurostat,MoM% NSA,Monthly,2026-07-31,ok,MONTHLY,319.0,2000-01-31,2026-07-31,0.8,20260912_bloomberg_probe7,
cpi_components,CP96CZ Index,2026-09-12T17:01:56.992540+00:00,EU CPI Package Holidays Czech,Eurostat,Index NSA,Monthly,2026-07-31,ok,MONTHLY,320.0,1999-12-31,2026-07-31,122.02,20260912_bloomberg_probe7,
cpi_components,CP96CZMM Index,2026-09-12T17:01:57.567445+00:00,EU CPI Package Holidays Czech,Eurostat,MoM% NSA,Monthly,2026-07-31,ok,MONTHLY,319.0,2000-01-31,2026-07-31,23.0,20260912_bloomberg_probe7,
labour_costs_wages,CZNWYOY Index,2026-09-12T17:19:55.504618+00:00,Czech Republic Average Gross M,Czech Statistical Office,YoY% NSA,Quarterly,2026-06-30,ok,MONTHLY,118.0,1997-03-31,2026-06-30,6.4,20260912_bloomberg_probe8,
labour_costs_wages,CZRWYOY Index,2026-09-12T17:19:56.185495+00:00,Czech Republic Average Gross M,Czech Statistical Office,YoY% NSA,Quarterly,2026-06-30,ok,MONTHLY,118.0,1997-03-31,2026-06-30,4.3,20260912_bloomberg_probe8,
labour_costs_wages,LNTNCZ Index,2026-09-12T17:19:56.733140+00:00,Eurostat Labor Costs Nominal V,Eurostat,Index WDA,Quarterly,2026-03-31,ok,MONTHLY,105.0,2000-03-31,2026-03-31,124.0,20260912_bloomberg_probe8,
labour_costs_wages,LCTQCZI Index,2026-09-12T17:19:57.249083+00:00,Eurostat Unit Labor Cost Nomin,Eurostat,Index NSA,Quarterly,2026-03-31,ok,MONTHLY,125.0,1995-03-31,2026-03-31,138.6,20260912_bloomberg_probe8,
housing,HOPICZI Index,2026-09-12T17:19:57.848377+00:00,Eurostat House Price Index Cze,Eurostat,Index NSA,Quarterly,2026-03-31,ok,MONTHLY,73.0,2008-03-31,2026-03-31,86.3,20260912_bloomberg_probe8,
eurczk_fixings,BOPCECZK Index,2026-09-12T17:21:42.580745+00:00,Bank of Portugal Currency Fixi,Bank of Portugal,,Intraday,,ok,DAILY,4613.0,2001-11-23,2023-08-18,24.037,20260912_bloomberg_probe9,
eurczk_fixings,BFCFCZK Index,2026-09-12T17:21:43.800739+00:00,Belgium Currency Fixing in CZK,National Bank of Belgium,,Intraday,2001-12-28,ok,DAILY,454.0,2000-01-13,2001-12-28,1.2621,20260912_bloomberg_probe9,
eurczk_fixings,DKCFCZK Index,2026-09-12T17:21:44.331710+00:00,Denmark Currency Fixing CZK,Danmarks Nationbank,,Intraday,2012-07-16,ok,DAILY,2628.0,2002-01-02,2012-07-16,29.3,20260912_bloomberg_probe9,
eurczk_fixings,SSEFCZK Index,2026-09-12T17:21:44.973796+00:00,Stockholm Stock Exchange Forei,NASDAQ OMX,,Daily,,bdh_error,,,,,,20260912_bloomberg_probe9,ValueError: no history
wages,CZNWWAGE Index,2026-09-12T17:21:45.741517+00:00,Czech Republic Average Gross M,Czech Statistical Office,Value NSA,Quarterly,2026-06-30,ok,MONTHLY,114.0,1998-03-31,2026-06-30,51966.0,20260912_bloomberg_probe9,
ppi_sections,CZPPMOM Index,2026-09-12T17:23:12.693122+00:00,Czech Republic PPI Industrial,Czech Statistical Office,MoM% NSA,Monthly,2026-07-31,ok,MONTHLY,438.0,1990-02-28,2026-07-31,0.3,20260912_bloomberg_probe10,
ppi_sections,CZPPBM Index,2026-09-12T17:23:13.415498+00:00,Czech Republic PPI Mining & Qu,Czech Statistical Office,MoM% NSA,Monthly,2026-07-31,ok,MONTHLY,317.0,2000-02-29,2026-07-31,-0.4,20260912_bloomberg_probe10,
ppi_sections,CZPPCM Index,2026-09-12T17:23:13.935857+00:00,Czech Republic PPI Services &,Czech Statistical Office,MoM% NSA,Monthly,2026-07-31,ok,MONTHLY,317.0,2000-02-29,2026-07-31,0.4,20260912_bloomberg_probe10,
ppi_sections,CZPPDM Index,2026-09-12T17:23:14.469868+00:00,Czech Republic PPI Electricity,Czech Statistical Office,MoM% NSA,Monthly,2025-12-31,ok,MONTHLY,310.0,2000-02-29,2025-12-31,0.8,20260912_bloomberg_probe10,
ppi_sections,CZPPEM Index,2026-09-12T17:23:15.030013+00:00,Czech Republic PPI Water Suppl,Czech Statistical Office,MoM% NSA,Monthly,2025-12-31,ok,MONTHLY,310.0,2000-02-29,2025-12-31,0.0,20260912_bloomberg_probe10,
ppi_sections,EPP00BCZ Index,2026-09-12T17:23:15.554816+00:00,Eurostat Domestic PPI Mining &,Eurostat,Index NSA,Monthly,2026-07-31,ok,MONTHLY,439.0,1990-01-31,2026-07-31,180.8,20260912_bloomberg_probe10,
ppi_sections,EPP00CCZ Index,2026-09-12T17:23:16.161896+00:00,,,,,,bdp_error,,,,,,20260912_bloomberg_probe10,ValueError: no reference data (ticker probably invalid)
ppi_sections,EPP00DCZ Index,2026-09-12T17:23:16.401854+00:00,Eurostat Domestic PPI Electric,Eurostat,Index NSA,Monthly,2026-07-31,ok,MONTHLY,439.0,1990-01-31,2026-07-31,164.9,20260912_bloomberg_probe10,
ppi_sections,EPP036CZ Index,2026-09-12T17:23:17.001666+00:00,Eurostat Domestic PPI Water Co,Eurostat,Index NSA,Monthly,2026-07-31,ok,MONTHLY,439.0,1990-01-31,2026-07-31,144.5,20260912_bloomberg_probe10,
ppi_sections,PPTXCZ Index,2026-09-12T17:23:17.607763+00:00,Eurostat PPI Czech Republic In,Eurostat,Index NSA,Monthly,2026-07-31,ok,MONTHLY,439.0,1990-01-31,2026-07-31,132.0,20260912_bloomberg_probe10,
money,CZMSM3 Index,2026-09-12T17:23:18.187671+00:00,Czech Republic Money Supply M3,Czech National Bank,Value NSA,Monthly,2026-07-31,ok,MONTHLY,295.0,2002-01-31,2026-07-31,7605193.25,20260912_bloomberg_probe10,
money,CZMSM3Y Index,2026-09-12T17:23:18.747413+00:00,Czech Republic Money Supply M3,Czech National Bank,YoY% NSA,Monthly,2026-07-31,ok,MONTHLY,283.0,2003-01-31,2026-07-31,5.69,20260912_bloomberg_probe10,
construction_ppi,CZPPCMOM Index,2026-09-12T17:23:19.250339+00:00,Czech Republic PPI Constructio,Czech Statistical Office,MoM% NSA,Monthly,2017-03-31,ok,MONTHLY,267.0,1995-01-31,2017-03-31,0.2,20260912_bloomberg_probe10,
construction_ppi,CZPPCYOY Index,2026-09-12T17:23:19.720876+00:00,Czech Republic PPI Constructio,Czech Statistical Office,YoY% NSA,Monthly,2017-03-31,ok,MONTHLY,267.0,1995-01-31,2017-03-31,1.3,20260912_bloomberg_probe10,
daily_markets,EURCZK Curncy,2026-09-12T17:23:20.277006+00:00,EUR-CZK X-RATE,,,,2026-09-11,ok,DAILY,7225.0,1999-01-04,2026-09-11,24.239,20260912_bloomberg_probe10,
daily_markets,USDCZK Curncy,2026-09-12T17:23:21.407029+00:00,USD-CZK X-RATE,,,,2026-09-11,ok,DAILY,8677.0,1993-06-09,2026-09-11,20.8947,20260912_bloomberg_probe10,
daily_markets,PRIB03M Index,2026-09-12T17:23:22.825676+00:00,Czech Interbank Offered Rates,Czech Financial Benchmark Faci,,Intraday,2026-09-11,ok,DAILY,8441.0,1993-04-01,2026-09-11,3.86,20260912_bloomberg_probe10,
daily_markets,CZBRREPO Index,2026-09-12T17:23:23.857647+00:00,Czech Republic Ceska Narodni B,PRIBOR PANEL BANK DATA,Percent NSA,Intraday,2026-09-11,ok,DAILY,7912.0,1995-12-08,2026-09-11,3.75,20260912_bloomberg_probe10,
daily_markets,GTCZK10Y Govt,2026-09-12T17:23:24.824952+00:00,CZECH REPUBLIC,,,,2026-09-11,ok,DAILY,5032.0,2007-03-02,2026-09-11,5.207,20260912_bloomberg_probe10,
daily_markets,CO1 Comdty,2026-09-12T17:23:25.774698+00:00,Generic 1st 'CO' Future,,,,2026-09-11,ok,DAILY,9387.0,1990-01-02,2026-09-11,104.61,20260912_bloomberg_probe10,
fixing_pattern_probes,EURCZK BFIX Curncy,2026-09-12T17:23:30.964824+00:00,EUR-CZK X-RATE,,,,2026-09-11,ok,DAILY,4824.0,2007-04-30,2026-09-11,24.238,20260912_bloomberg_probe10,
fixing_pattern_probes,EURCZK F143 Curncy,2026-09-12T17:23:31.997485+00:00,EUR-CZK X-RATE,,,,2026-09-11,ok,DAILY,4802.0,2007-04-30,2026-09-11,24.249,20260912_bloomberg_probe10,
usdczk_fixings,USDCZK F143 Curncy,2026-09-12T17:28:14.220261+00:00,USD-CZK X-RATE,,,,2026-09-11,ok,DAILY,5064.0,2007-02-28,2026-09-11,20.91166,20260912_bloomberg_probe11,
usdczk_fixings,USDCZK BFIX Curncy,2026-09-12T17:28:15.212526+00:00,USD-CZK X-RATE,,,,2026-09-11,ok,DAILY,5085.0,2007-02-28,2026-09-11,20.8977,20260912_bloomberg_probe11,
ppi,EUPPCZM Index,2026-09-12T17:28:16.005518+00:00,Eurostat PPI Czech Republic In,Eurostat,MoM% NSA,Monthly,2026-07-31,ok,MONTHLY,438.0,1990-02-28,2026-07-31,0.4,20260912_bloomberg_probe11,
cnb_fixing,EURCZKF Curncy,2026-09-12T17:29:58.731972+00:00,EUR-CZK X-RATE      6 MO,,,,2026-09-11,ok,DAILY,7111.0,1999-01-04,2026-09-11,101.25,20260912_bloomberg_probe12,
cnb_fixing,EURCZK CNB Curncy,2026-09-12T17:35:37.364239+00:00,EUR-CZK X-RATE,,,,2026-09-11,ok,DAILY,6942.0,1998-12-31,2026-09-11,24.26,20260912_bloomberg_probe14,
cnb_fixing,USDCZK CNB Curncy,2026-09-12T17:35:38.591926+00:00,USD-CZK X-RATE,,,,2026-09-11,ok,DAILY,8983.0,1991-01-01,2026-09-11,20.927,20260912_bloomberg_probe14,
