edge,horizon,quantile,value
2010-12,1,0.05,-0.1108647450110966
2010-12,1,0.1,0.0
2010-12,1,0.25,0.2352941176470668
2010-12,1,0.3333333333333333,0.39508943494893173
2010-12,1,0.5,0.5667813494916296
2010-12,1,0.6666666666666666,0.9661835748792312
2010-12,1,0.75,1.474201474201453
2010-12,1,0.9,1.806451612903226
2010-12,1,0.95,2.978235967926701
2010-12,2,0.05,-0.2447980416156681
2010-12,2,0.1,-0.10932556801840017
2010-12,2,0.25,0.0
2010-12,2,0.3333333333333333,0.21668676293267922
2010-12,2,0.5,0.2594033722438382
2010-12,2,0.6666666666666666,0.4694835680751019
2010-12,2,0.75,0.5376344086021501
2010-12,2,0.9,1.474201474201453
2010-12,2,0.95,1.806451612903226
2010-12,3,0.05,-0.5482456140350922
2010-12,3,0.1,-0.22293625399618414
2010-12,3,0.25,0.0
2010-12,3,0.3333333333333333,0.0
2010-12,3,0.5,0.2192982456140413
2010-12,3,0.6666666666666666,0.3504672897196359
2010-12,3,0.75,0.4602991944764101
2010-12,3,0.9,0.6211180124223503
2010-12,3,0.95,1.2170361130973728
2010-12,4,0.05,-0.35118605677350906
2010-12,4,0.1,-0.246305418719217
2010-12,4,0.25,0.0
2010-12,4,0.3333333333333333,0.0
2010-12,4,0.5,0.216216216216214
2010-12,4,0.6666666666666666,0.3541912632821775
2010-12,4,0.75,0.4694835680751019
2010-12,4,0.9,0.9291521486643584
2010-12,4,0.95,1.2035010940919078
2010-12,5,0.05,-0.3492433061699773
2010-12,5,0.1,-0.2150537634408644
2010-12,5,0.25,0.0
2010-12,5,0.3333333333333333,0.0
2010-12,5,0.5,0.2155172413793149
2010-12,5,0.6666666666666666,0.3337041156840969
2010-12,5,0.75,0.44693320569874073
2010-12,5,0.9,0.5841121495327117
2010-12,5,0.95,1.5469613259668558
2010-12,6,0.05,-0.6067129842114951
2010-12,6,0.1,-0.3492433061699773
2010-12,6,0.25,-0.2188183807439903
2010-12,6,0.3333333333333333,-0.1293661060801976
2010-12,6,0.5,0.0
2010-12,6,0.6666666666666666,0.21994229332510007
2010-12,6,0.75,0.3331485594426697
2010-12,6,0.9,0.5376344086021501
2010-12,6,0.95,0.9291521486643584
2010-12,7,0.05,-0.5508814102564146
2010-12,7,0.1,-0.3300062978301087
2010-12,7,0.25,-0.1243781094527496
2010-12,7,0.3333333333333333,0.0
2010-12,7,0.5,0.1153442341819799
2010-12,7,0.6666666666666666,0.2521158025932111
2010-12,7,0.75,0.3768844221105683
2010-12,7,0.9,0.5376344086021501
2010-12,7,0.95,0.7537688442211143
2010-12,8,0.05,-0.3289375751445605
2010-12,8,0.1,-0.2205071664829083
2010-12,8,0.25,-0.1085776330075893
2010-12,8,0.3333333333333333,0.0
2010-12,8,0.5,0.12445555534903449
2010-12,8,0.6666666666666666,0.3218884120171683
2010-12,8,0.75,0.4602991944764101
2010-12,8,0.9,0.7537688442211143
2010-12,8,0.95,0.9661835748792312
2010-12,9,0.05,-0.7159904534606132
2010-12,9,0.1,-0.5482456140350922
2010-12,9,0.25,-0.3208556149732589
2010-12,9,0.3333333333333333,-0.2447980416156681
2010-12,9,0.5,-0.1085776330075893
2010-12,9,0.6666666666666666,0.1257861635220125
2010-12,9,0.75,0.2548809078192937
2010-12,9,0.9,0.5376344086021501
2010-12,9,0.95,0.7134363852556502
2010-12,10,0.05,-0.35118605677350906
2010-12,10,0.1,-0.3208556149732589
2010-12,10,0.25,-0.1108647450110966
2010-12,10,0.3333333333333333,0.0
2010-12,10,0.5,0.1245330012453305
2010-12,10,0.6666666666666666,0.3541912632821775
2010-12,10,0.75,0.4694835680751019
2010-12,10,0.9,0.9661835748792312
2010-12,10,0.95,1.5469613259668558
2010-12,11,0.05,-0.3211171820506825
2010-12,11,0.1,-0.2447980416156681
2010-12,11,0.25,0.0
2010-12,11,0.3333333333333333,0.0
2010-12,11,0.5,0.2202643171806295
2010-12,11,0.6666666666666666,0.3337041156840969
2010-12,11,0.75,0.5052101291039279
2010-12,11,0.9,1.2035010940919078
2010-12,11,0.95,1.806451612903226
2010-12,12,0.05,-0.3492433061699773
2010-12,12,0.1,-0.22293625399618414
2010-12,12,0.25,0.0
2010-12,12,0.3333333333333333,0.0
2010-12,12,0.5,0.21978128139733538
2010-12,12,0.6666666666666666,0.357995226730301
2010-12,12,0.75,0.480769230769229
2010-12,12,0.9,0.7537688442211143
2010-12,12,0.95,0.9661835748792312
2010-12,13,0.05,-0.2181025081788523
2010-12,13,0.1,-0.1085776330075893
2010-12,13,0.25,0.1291989664082615
2010-12,13,0.3333333333333333,0.25074618059834897
2010-12,13,0.5,0.5376344086021501
2010-12,13,0.6666666666666666,0.9661835748792312
2010-12,13,0.75,1.474201474201453
2010-12,13,0.9,1.806451612903226
2010-12,13,0.95,1.806451612903226
2011-01,1,0.05,-0.3492433061699773
2011-01,1,0.1,-0.22293625399618414
2011-01,1,0.25,0.0
2011-01,1,0.3333333333333333,0.0
2011-01,1,0.5,0.1074113856068814
2011-01,1,0.6666666666666666,0.24038738686805344
2011-01,1,0.75,0.3337041156840969
