edge,horizon,n_train,n_features,seconds
2010-12,1,103,69,2.0419353999895975
2010-12,2,102,69,2.1244769000040833
2010-12,3,101,69,2.191091399989091
2010-12,4,100,69,1.9950442999834195
2010-12,5,99,69,2.2506370000191964
2010-12,6,98,69,2.080762400000822
2010-12,7,97,69,2.14449480001349
2010-12,8,96,69,2.2991270999773405
2010-12,9,95,69,2.103837200003909
2010-12,10,94,69,2.1649175999918953
2010-12,11,93,66,2.138446199998725
2010-12,12,92,66,2.3224551000166684
2010-12,13,91,66,2.417985099978978
2011-01,1,104,69,2.5527338000247255
2011-01,2,103,69,2.3857059000001755
2011-01,3,102,69,2.4841649000009056
2011-01,4,101,69,2.3449507000041194
2011-01,5,100,69,2.4150960999832023
2011-01,6,99,69,2.3281915999832563
2011-01,7,98,69,2.2994124999968335
2011-01,8,97,69,2.308259799989173
2011-01,9,96,69,2.2866976999794133
2011-01,10,95,69,2.3857366000011098
2011-01,11,94,69,2.121638900018297
2011-01,12,93,66,2.2442169999994803
2011-01,13,92,66,1.9056794999924023
2011-02,1,105,70,2.0472993000003044
2011-02,2,104,69,2.049127000005683
2011-02,3,103,69,2.0129904999921564
2011-02,4,102,69,1.842697499989299
2011-02,5,101,69,2.0176176999812014
2011-02,6,100,69,2.1252192999818362
2011-02,7,99,69,2.07063250002102
2011-02,8,98,69,2.060519699996803
2011-02,9,97,69,1.9451971999951638
2011-02,10,96,69,2.2673409999988507
2011-02,11,95,69,2.004276599996956
2011-02,12,94,69,1.8876555000024382
2011-02,13,93,66,2.455158799974015
2011-03,1,106,71,2.002642499981448
2011-03,2,105,70,1.969992700003786
2011-03,3,104,69,2.1499174000055064
2011-03,4,103,69,2.5054434999765363
2011-03,5,102,69,2.265592200012179
2011-03,6,101,69,1.9255629999970552
2011-03,7,100,69,1.9407994000066537
2011-03,8,99,69,1.823511700000381
2011-03,9,98,69,1.935501200001454
2011-03,10,97,69,2.063301499991212
2011-03,11,96,69,1.8680517000029795
2011-03,12,95,69,2.226969299983466
2011-03,13,94,69,1.791454500023974
2011-04,1,107,71,2.046172200003639
2011-04,2,106,71,2.366531500010751
2011-04,3,105,70,2.108588000002783
2011-04,4,104,69,2.0061546999786515
2011-04,5,103,69,1.9568832000077236
2011-04,6,102,69,1.9655825999798253
2011-04,7,101,69,2.0025920000043698
2011-04,8,100,69,2.0091143999889027
2011-04,9,99,69,2.177048500016099
2011-04,10,98,69,2.2574303000001237
2011-04,11,97,69,2.276408999983687
2011-04,12,96,69,2.2248774000036065
2011-04,13,95,69,2.105003700009547
2011-05,1,108,71,2.536750800005393
2011-05,2,107,71,1.8877467999991495
2011-05,3,106,71,1.9888197000254877
2011-05,4,105,70,1.9236865999992006
2011-05,5,104,69,2.076336199999787
2011-05,6,103,69,1.981891600007657
2011-05,7,102,69,2.184559099987382
2011-05,8,101,69,2.2109987000003457
2011-05,9,100,69,2.32426839999971
2011-05,10,99,69,2.129566599993268
2011-05,11,98,69,2.3701422000012826
2011-05,12,97,69,2.079948800004786
2011-05,13,96,69,1.8724356000020634
2011-06,1,109,71,2.0260509999934584
2011-06,2,108,71,2.005736299994169
2011-06,3,107,71,1.9638727999990806
2011-06,4,106,71,1.968224200012628
2011-06,5,105,70,2.1503921000112314
2011-06,6,104,69,2.1066958000010345
2011-06,7,103,69,2.050303600000916
2011-06,8,102,69,2.0927578000118956
2011-06,9,101,69,2.144928499998059
2011-06,10,100,69,2.0553347000095528
2011-06,11,99,69,1.925329799996689
2011-06,12,98,69,1.9328300000051968
2011-06,13,97,69,1.9080601999885403
2011-07,1,110,71,1.9793398999900091
2011-07,2,109,71,1.99639890002436
2011-07,3,108,71,2.1946290000050794
2011-07,4,107,71,2.2195389000116847
2011-07,5,106,71,2.1358095000032336
2011-07,6,105,70,2.1907242000161204
2011-07,7,104,69,2.235939500009408
2011-07,8,103,69,2.004230499995174
2011-07,9,102,69,2.0873332000046503
2011-07,10,101,69,2.0033491000067443
2011-07,11,100,69,1.8848543999774847
2011-07,12,99,69,1.9173649000003934
2011-07,13,98,69,1.9597290999954566
2011-08,1,111,71,2.109470199997304
2011-08,2,110,71,2.1985183999931905
2011-08,3,109,71,2.169063000008464
2011-08,4,108,71,2.053536299994448
2011-08,5,107,71,2.010630400007358
2011-08,6,106,71,2.0001097999920603
2011-08,7,105,70,2.094909599982202
2011-08,8,104,69,2.2256371999974363
2011-08,9,103,69,1.961039299989352
2011-08,10,102,69,2.093217999994522
2011-08,11,101,69,1.931440400017891
2011-08,12,100,69,2.0320861999935005
2011-08,13,99,69,2.0852307000022847
2011-09,1,112,71,2.1748834000027273
2011-09,2,111,71,2.1658411000098567
2011-09,3,110,71,2.2156970000069123
2011-09,4,109,71,2.319695500016678
2011-09,5,108,71,2.153269400005229
2011-09,6,107,71,2.139621599984821
2011-09,7,106,71,2.110855899984017
2011-09,8,105,70,2.052183399995556
2011-09,9,104,69,1.954159900022205
2011-09,10,103,69,2.2350839000137057
2011-09,11,102,69,2.268671199999517
2011-09,12,101,69,2.1510782999976072
2011-09,13,100,69,2.18694789998699
