threshold,clock,model,sample,n,reports,actual_direction_hits,material_gains,material_losses,mean_abs_gain,median_capture,median_relative_abs_gain,overshoot_beyond_twice
0.5,cutoff,FOOD_ECM_A002_R27,full,25,13,16,14,8,0.3713757100446013,0.21472447655949367,0.21472447655949367,0
0.5,cutoff,FOOD_ECM_A002_R27,reports_2024plus,8,6,5,4,2,0.05851927046839092,0.15660602971288418,0.15660602971288418,0
0.5,cutoff,FOOD_ECM_A005_R27,full,25,13,16,14,8,0.384394145462861,0.22877849033979947,0.22877849033979947,0
0.5,cutoff,FOOD_ECM_A005_R27,reports_2024plus,8,6,5,4,2,0.07300778440596689,0.19949367006127253,0.19949367006127253,0
0.5,cutoff,FOOD_ECM_A010_R27,full,25,13,15,14,8,0.400613254911061,0.25745777805304815,0.25745777805304815,0
0.5,cutoff,FOOD_ECM_A010_R27,reports_2024plus,8,6,5,4,2,0.09060943273468122,0.25165870587200656,0.25165870587200656,0
0.5,cutoff,FOOD_ECM_A015_R27,full,25,13,15,15,8,0.4113141943116139,0.3127004673829777,0.3127004673829777,0
0.5,cutoff,FOOD_ECM_A015_R27,reports_2024plus,8,6,5,5,2,0.10169683184046382,0.2846830073209622,0.2846830073209622,0
0.5,cutoff,FOOD_ECM_PPI_R27,full,25,13,15,14,7,0.4273419291603626,0.26146419010640826,0.26146419010640826,0
0.5,cutoff,FOOD_ECM_PPI_R27,reports_2024plus,8,6,5,4,2,0.0718349819115357,0.23974092084420728,0.23974092084420728,0
0.5,cutoff,FOOD_ECM_R27,full,25,13,15,15,8,0.42099634496767036,0.35722503280083795,0.35722503280083795,0
0.5,cutoff,FOOD_ECM_R27,reports_2024plus,8,6,5,5,2,0.11038019558501427,0.31129562517500053,0.31129562517500053,0
0.5,cutoff,FOOD_NORM_SHIFT_R24,full,25,13,16,13,8,0.36108963895795043,0.18870914728378835,0.18870914728378835,0
0.5,cutoff,FOOD_NORM_SHIFT_R24,reports_2024plus,8,6,5,3,2,0.046925765286914944,0.11490599504392443,0.11490599504392443,0
0.5,cutoff,STATE_FAST_R15,full,25,13,16,13,8,0.3378968743428,0.3269106084794735,0.11433610877962301,0
0.5,cutoff,STATE_FAST_R15,reports_2024plus,8,6,5,4,2,0.07187766066004392,0.30116716266160637,0.30116716266160637,0
0.5,report,FOOD_ECM_A002_R27,full,25,13,17,13,8,0.5165867342210855,0.2380306255356649,0.16097328680468334,1
0.5,report,FOOD_ECM_A002_R27,reports_2024plus,8,6,7,4,1,0.0951104938072952,0.24360460398689524,0.21967365486730733,0
0.5,report,FOOD_ECM_A005_R27,full,25,13,17,13,9,0.5364263445416791,0.2666581171547682,0.17020884978274559,1
0.5,report,FOOD_ECM_A005_R27,reports_2024plus,8,6,7,4,1,0.11565831752558042,0.2831661447172199,0.235406834935299,0
0.5,report,FOOD_ECM_A010_R27,full,25,13,17,14,9,0.5611677906804254,0.2897894379998769,0.20835554489468422,1
0.5,report,FOOD_ECM_A010_R27,reports_2024plus,8,6,7,5,1,0.1411614713238131,0.33222649548356403,0.2736236080264625,0
0.5,report,FOOD_ECM_A015_R27,full,25,13,17,15,9,0.5775195180333645,0.3127004673829777,0.21191345775752882,1
0.5,report,FOOD_ECM_A015_R27,reports_2024plus,8,6,7,6,1,0.157866510897577,0.3674222161724524,0.3095862251108591,0
0.5,report,FOOD_ECM_PPI_R27,full,25,13,17,12,7,0.5929337755313895,0.21801765158200634,0.20011440911371298,1
0.5,report,FOOD_ECM_PPI_R27,reports_2024plus,8,6,7,3,1,0.12996452000787473,0.2793914504802342,0.21463526118780418,0
0.5,report,FOOD_ECM_R27,full,25,13,17,15,8,0.592385232088698,0.35722503280083795,0.21720605741256763,1
0.5,report,FOOD_ECM_R27,reports_2024plus,8,6,7,6,1,0.17264581911214058,0.40208645961531225,0.340944173650479,0
0.5,report,FOOD_NORM_SHIFT_R24,full,25,13,17,12,8,0.5009190290317931,0.18870914728378835,0.15830963357660627,1
0.5,report,FOOD_NORM_SHIFT_R24,reports_2024plus,8,6,7,3,1,0.07884616672426842,0.21227811167367333,0.19399848809107695,0
0.5,report,STATE_FAST_R15,full,25,13,17,14,9,0.4608856350119926,0.3411278194696015,0.1658194704814942,1
0.5,report,STATE_FAST_R15,reports_2024plus,8,6,6,5,2,0.10568420012010615,0.45944007034518297,0.3241624248698294,0
1.0,cutoff,FOOD_ECM_A002_R27,full,13,4,9,9,4,0.8872370322896199,0.36774673128389623,0.3611832599940107,0
1.0,cutoff,FOOD_ECM_A002_R27,reports_2024plus,0,0,0,0,0,,,,0
1.0,cutoff,FOOD_ECM_A005_R27,full,13,4,9,9,4,0.8971318735063598,0.37226641835424673,0.37226641835424673,0
1.0,cutoff,FOOD_ECM_A005_R27,reports_2024plus,0,0,0,0,0,,,,0
1.0,cutoff,FOOD_ECM_A010_R27,full,13,4,9,9,4,0.9096978179099584,0.3779900130011571,0.3779900130011571,0
1.0,cutoff,FOOD_ECM_A010_R27,reports_2024plus,0,0,0,0,0,,,,0
1.0,cutoff,FOOD_ECM_A015_R27,full,13,4,9,9,4,0.9182804528574645,0.3818523477216086,0.3818523477216086,0
1.0,cutoff,FOOD_ECM_A015_R27,reports_2024plus,0,0,0,0,0,,,,0
1.0,cutoff,FOOD_ECM_PPI_R27,full,13,4,9,9,4,0.9496952315403757,0.38852477509824085,0.38852477509824085,0
1.0,cutoff,FOOD_ECM_PPI_R27,reports_2024plus,0,0,0,0,0,,,,0
1.0,cutoff,FOOD_ECM_R27,full,13,4,9,9,4,0.9268432049085298,0.3854947881060355,0.3854947881060355,0
1.0,cutoff,FOOD_ECM_R27,reports_2024plus,0,0,0,0,0,,,,0
1.0,cutoff,FOOD_NORM_SHIFT_R24,full,13,4,9,9,4,0.8794938120084074,0.36421121461729844,0.358386659484229,0
1.0,cutoff,FOOD_NORM_SHIFT_R24,reports_2024plus,0,0,0,0,0,,,,0
1.0,cutoff,STATE_FAST_R15,full,13,4,9,8,4,0.8561315431269544,0.36077114860664683,0.3547286527584467,0
1.0,cutoff,STATE_FAST_R15,reports_2024plus,0,0,0,0,0,,,,0
1.0,report,FOOD_ECM_A002_R27,full,13,4,9,8,4,1.0861667337880574,0.3611832599940107,0.16097328680468334,1
1.0,report,FOOD_ECM_A002_R27,reports_2024plus,0,0,0,0,0,,,,0
