model,h,omitted_year,n,rmse_delta,mae_delta
FOOD_ECM_R27,1,2019,78,-0.00025143244949932253,-0.005310107715994383
FOOD_ECM_R27,1,2020,76,-0.0007625336521944748,-0.005522433697337181
FOOD_ECM_R27,1,2021,76,0.0007161354114798568,-0.005020947329651082
FOOD_ECM_R27,1,2022,76,-0.007314868024387633,-0.003760716637042083
FOOD_ECM_R27,1,2023,76,0.002651842634576407,-0.003300954553865365
FOOD_ECM_R27,1,2024,76,-1.1739121777210038e-05,-0.006895848044584096
FOOD_ECM_R27,1,2025,76,0.0004084006418718644,-0.004171021404807962
FOOD_ECM_R27,1,2026,82,-0.0006082329566787781,-0.005508808904215234
FOOD_ECM_PPI_R27,1,2019,78,-0.0030122590191136167,-0.007057038796663417
FOOD_ECM_PPI_R27,1,2020,76,-0.0035240411017324336,-0.007632682935212465
FOOD_ECM_PPI_R27,1,2021,76,-0.0026434559270643865,-0.007663521506530269
FOOD_ECM_PPI_R27,1,2022,76,-0.010435296109045422,-0.0055468016786242025
FOOD_ECM_PPI_R27,1,2023,76,2.3089477340088038e-05,-0.005085555266794939
FOOD_ECM_PPI_R27,1,2024,76,-0.0037058526365071343,-0.010729937079480667
FOOD_ECM_PPI_R27,1,2025,76,-0.002874150149098864,-0.006938119691552003
FOOD_ECM_PPI_R27,1,2026,82,-0.003643328018970826,-0.007458096725205365
FOOD_ECM_A002_R27,1,2019,78,-0.00011460248297667786,-0.001354257574657236
FOOD_ECM_A002_R27,1,2020,76,-0.0003611653597958009,-0.0016485950288813722
FOOD_ECM_A002_R27,1,2021,76,6.835012473083157e-05,-0.001351685440426409
FOOD_ECM_A002_R27,1,2022,76,-0.004036276738077937,-0.001192842132486327
FOOD_ECM_A002_R27,1,2023,76,0.0013461001296766195,-0.00029115115725758534
FOOD_ECM_A002_R27,1,2024,76,-0.0006171962882578486,-0.00371130240184947
FOOD_ECM_A002_R27,1,2025,76,0.00017250706925042714,-0.0007245959812027802
FOOD_ECM_A002_R27,1,2026,82,-0.00013462565840349772,-0.0010133526277418259
FOOD_ECM_A005_R27,1,2019,78,-0.000247316589423785,-0.002513146087955831
FOOD_ECM_A005_R27,1,2020,76,-0.000520329197726821,-0.0026624139193552887
FOOD_ECM_A005_R27,1,2021,76,6.520188063507959e-05,-0.002476019213381364
FOOD_ECM_A005_R27,1,2022,76,-0.004782996722717703,-0.0020426544482861075
FOOD_ECM_A005_R27,1,2023,76,0.0014754143363288064,-0.0011574215038287483
FOOD_ECM_A005_R27,1,2024,76,-0.0006106522402501424,-0.004624889862631987
FOOD_ECM_A005_R27,1,2025,76,9.862409055572119e-05,-0.0018118410594128997
FOOD_ECM_A005_R27,1,2026,82,-0.0003228885431812989,-0.0022372915635632262
FOOD_ECM_A010_R27,1,2019,78,-0.0003652120875669018,-0.004091811383926114
FOOD_ECM_A010_R27,1,2020,76,-0.0006919650975290015,-0.004134535819639962
FOOD_ECM_A010_R27,1,2021,76,0.00014534713441949343,-0.003997235272889865
FOOD_ECM_A010_R27,1,2022,76,-0.005766455400310289,-0.0031455269100233996
FOOD_ECM_A010_R27,1,2023,76,0.0017395975908376382,-0.0022859248057744974
FOOD_ECM_A010_R27,1,2024,76,-0.0005285284695957237,-0.005897137565906041
FOOD_ECM_A010_R27,1,2025,76,7.27420791735156e-05,-0.003276605868827831
FOOD_ECM_A010_R27,1,2026,82,-0.0005257369758441266,-0.003924269020925686
FOOD_ECM_A015_R27,1,2019,78,-0.00038476402838849566,-0.004979465519461712
FOOD_ECM_A015_R27,1,2020,76,-0.000772381065467509,-0.005098412974428812
FOOD_ECM_A015_R27,1,2021,76,0.00030115693167009905,-0.004821002360427373
FOOD_ECM_A015_R27,1,2022,76,-0.006479007664615122,-0.003600001117406215
FOOD_ECM_A015_R27,1,2023,76,0.0020400287865303124,-0.0028884218333461442
FOOD_ECM_A015_R27,1,2024,76,-0.0003838245770346749,-0.006711269798013064
FOOD_ECM_A015_R27,1,2025,76,0.00013676124520656252,-0.004050609023930507
FOOD_ECM_A015_R27,1,2026,82,-0.00062056295851598,-0.004932256448955674
FOOD_ECM_R27,2,2019,77,-0.0021909232642904897,-0.019225129574666378
FOOD_ECM_R27,2,2020,74,-0.0019275159010729848,-0.020305974470415156
FOOD_ECM_R27,2,2021,74,0.0007448621451844328,-0.018116129530696523
FOOD_ECM_R27,2,2022,74,-0.024767716547028584,-0.019387866420856492
FOOD_ECM_R27,2,2023,74,0.006369851632158419,-0.013857268564636094
FOOD_ECM_R27,2,2024,74,-0.002420276313459091,-0.01771446594929238
FOOD_ECM_R27,2,2025,74,0.0001798406604367475,-0.011824570002488266
FOOD_ECM_R27,2,2026,81,-0.0026422383279620654,-0.01927661262763436
FOOD_ECM_PPI_R27,2,2019,77,-0.00625314998605031,-0.021318859886689356
FOOD_ECM_PPI_R27,2,2020,74,-0.007011693098321725,-0.025091257492452557
FOOD_ECM_PPI_R27,2,2021,74,-0.0047662257952683085,-0.023230621499869097
FOOD_ECM_PPI_R27,2,2022,74,-0.029312364960721093,-0.0234757072891415
FOOD_ECM_PPI_R27,2,2023,74,0.001707399897628692,-0.01872917462429835
FOOD_ECM_PPI_R27,2,2024,74,-0.008607064159712019,-0.02547866491449302
FOOD_ECM_PPI_R27,2,2025,74,-0.00538850394859991,-0.018082862703936997
FOOD_ECM_PPI_R27,2,2026,81,-0.007847214811527836,-0.023950315661496857
FOOD_ECM_A002_R27,2,2019,77,-0.0006609934075723078,-0.007805983689751161
FOOD_ECM_A002_R27,2,2020,74,-0.0010503547891844711,-0.009195741577441519
FOOD_ECM_A002_R27,2,2021,74,-4.462804562344047e-05,-0.00781752671669389
FOOD_ECM_A002_R27,2,2022,74,-0.013329072567300648,-0.01026804513933921
FOOD_ECM_A002_R27,2,2023,74,0.0036682695631948814,-0.0060422912608888435
FOOD_ECM_A002_R27,2,2024,74,-0.001837615822456895,-0.009857620251392363
FOOD_ECM_A002_R27,2,2025,74,0.000402533881767031,-0.0036201602665291155
FOOD_ECM_A002_R27,2,2026,81,-0.0009866560564677496,-0.0078221160748988
FOOD_ECM_A005_R27,2,2019,77,-0.0011971415942864105,-0.010540215144846932
FOOD_ECM_A005_R27,2,2020,74,-0.001424958503372764,-0.011352264121344935
FOOD_ECM_A005_R27,2,2021,74,-0.0001517753916282505,-0.01036727611147037
FOOD_ECM_A005_R27,2,2022,74,-0.015942264717654253,-0.012599736153074248
FOOD_ECM_A005_R27,2,2023,74,0.003971593683989916,-0.008129240537200877
FOOD_ECM_A005_R27,2,2024,74,-0.0021602936874935974,-0.011863644420134212
FOOD_ECM_A005_R27,2,2025,74,0.00010149642814560877,-0.005780278467321542
FOOD_ECM_A005_R27,2,2026,81,-0.0015461530763620779,-0.01053208208952916
FOOD_ECM_A010_R27,2,2019,77,-0.0017725435490483221,-0.013944325587095463
FOOD_ECM_A010_R27,2,2020,74,-0.0017978454007336886,-0.014492942123953467
FOOD_ECM_A010_R27,2,2021,74,-0.00010012426714678391,-0.013479745781494579
FOOD_ECM_A010_R27,2,2022,74,-0.019355575984547846,-0.015393819500740813
FOOD_ECM_A010_R27,2,2023,74,0.004576182933051953,-0.010568522813805159
FOOD_ECM_A010_R27,2,2024,74,-0.002455038199665749,-0.014184241359817662
FOOD_ECM_A010_R27,2,2025,74,-0.0001247975542899571,-0.008325539457705422
FOOD_ECM_A010_R27,2,2026,81,-0.002155566098751782,-0.013929914266617383
FOOD_ECM_A015_R27,2,2019,77,-0.002064351500646655,-0.016430148125464505
FOOD_ECM_A015_R27,2,2020,74,-0.001951443661681207,-0.017092505438043415
FOOD_ECM_A015_R27,2,2021,74,0.0001288641315448924,-0.015711250308912406
FOOD_ECM_A015_R27,2,2022,74,-0.021823925329046312,-0.017360916280136918
FOOD_ECM_A015_R27,2,2023,74,0.0052226674781239435,-0.012243407023528108
FOOD_ECM_A015_R27,2,2024,74,-0.002541899362350941,-0.015760204798405897
FOOD_ECM_A015_R27,2,2025,74,-0.00012174636075257261,-0.010087617051693809
FOOD_ECM_A015_R27,2,2026,81,-0.0024755364557975668,-0.016427444961155557
FOOD_ECM_R27,3,2019,76,-0.011423482522327388,-0.028276777378409834
FOOD_ECM_R27,3,2020,72,-0.010869062666988727,-0.026183145147814946
FOOD_ECM_R27,3,2021,72,-0.004015836226245684,-0.01862606554139501
FOOD_ECM_R27,3,2022,72,-0.047168678313686874,-0.029982970011121712
FOOD_ECM_R27,3,2023,72,0.0037951357468231084,-0.017884041620652602
FOOD_ECM_R27,3,2024,72,-0.013293064336781013,-0.03185393286632898
FOOD_ECM_R27,3,2025,72,-0.008444122144625199,-0.013873756262558157
FOOD_ECM_R27,3,2026,80,-0.011664710888171115,-0.02620638675842979
FOOD_ECM_PPI_R27,3,2019,76,-0.017074269568694955,-0.029304723266130317
FOOD_ECM_PPI_R27,3,2020,72,-0.01767000900539961,-0.027650628319836112
FOOD_ECM_PPI_R27,3,2021,72,-0.011088808426021446,-0.021507452536505545
FOOD_ECM_PPI_R27,3,2022,72,-0.0516984030546368,-0.03195078714730959
FOOD_ECM_PPI_R27,3,2023,72,-0.002512270674636774,-0.021051819812684336
FOOD_ECM_PPI_R27,3,2024,72,-0.021643905906929772,-0.0392733686881912
FOOD_ECM_PPI_R27,3,2025,72,-0.016054914773353524,-0.018604180552559857
FOOD_ECM_PPI_R27,3,2026,80,-0.018832684489114904,-0.029577123859337084
FOOD_ECM_A002_R27,3,2019,76,-0.0037501896273883784,-0.012603927890651567
FOOD_ECM_A002_R27,3,2020,72,-0.004242413369642373,-0.013201947773557876
FOOD_ECM_A002_R27,3,2021,72,-0.0016051410906923191,-0.010534555807271362
FOOD_ECM_A002_R27,3,2022,72,-0.024061171714022,-0.016495092427805558
FOOD_ECM_A002_R27,3,2023,72,0.004741148832840825,-0.008025517876454336
FOOD_ECM_A002_R27,3,2024,72,-0.0057971253961712765,-0.018574709010383383
FOOD_ECM_A002_R27,3,2025,72,-0.0019604892860323186,-0.002470788897044107
FOOD_ECM_A002_R27,3,2026,80,-0.0043325617655058934,-0.012512870257916475
FOOD_ECM_A005_R27,3,2019,76,-0.00572999929001039,-0.01602012844152867
FOOD_ECM_A005_R27,3,2020,72,-0.005943657946664294,-0.016067612436033274
FOOD_ECM_A005_R27,3,2021,72,-0.0025247764379336957,-0.012389577457195156
FOOD_ECM_A005_R27,3,2022,72,-0.029459389677054304,-0.019469053650926882
FOOD_ECM_A005_R27,3,2023,72,0.00423240907516087,-0.010244691071908174
FOOD_ECM_A005_R27,3,2024,72,-0.0076823000297874255,-0.021502371759070327
FOOD_ECM_A005_R27,3,2025,72,-0.003709853815471398,-0.0048347217831523626
FOOD_ECM_A005_R27,3,2026,80,-0.006243306235249824,-0.015509776275500209
FOOD_ECM_A010_R27,3,2019,76,-0.008148116724479015,-0.020556602701989002
FOOD_ECM_A010_R27,3,2020,72,-0.008027397195641495,-0.019827107463644023
FOOD_ECM_A010_R27,3,2021,72,-0.003440157594106763,-0.01474040618104211
FOOD_ECM_A010_R27,3,2022,72,-0.03645081553788454,-0.023376828038489617
FOOD_ECM_A010_R27,3,2023,72,0.0037953913409440876,-0.013104221326309173
FOOD_ECM_A010_R27,3,2024,72,-0.010018562718390633,-0.025348010314119263
FOOD_ECM_A010_R27,3,2025,72,-0.005793120080584968,-0.00812494839656197
FOOD_ECM_A010_R27,3,2026,80,-0.008563826110685291,-0.019474092514606745
FOOD_ECM_A015_R27,3,2019,76,-0.00975121276638724,-0.0239820592272052
FOOD_ECM_A015_R27,3,2020,72,-0.009414259573114814,-0.022646366474097235
FOOD_ECM_A015_R27,3,2021,72,-0.003856981648187041,-0.01646554734571848
FOOD_ECM_A015_R27,3,2022,72,-0.04144451331496379,-0.02630881996988288
FOOD_ECM_A015_R27,3,2023,72,0.003674570071057426,-0.015225231532435823
FOOD_ECM_A015_R27,3,2024,72,-0.011598650560099122,-0.0282339088510295
FOOD_ECM_A015_R27,3,2025,72,-0.007125384611350594,-0.010675712385612046
FOOD_ECM_A015_R27,3,2026,80,-0.010090104845212888,-0.02246097286577664
FOOD_ECM_R27,4,2019,75,-0.018078674338226852,-0.046206655129897634
FOOD_ECM_R27,4,2020,71,-0.017378701778757666,-0.04827068438494564
FOOD_ECM_R27,4,2021,71,-0.006976775692070225,-0.03779543508532213
FOOD_ECM_R27,4,2022,71,-0.05814548034310141,-0.0571583258235846
FOOD_ECM_R27,4,2023,71,0.0015501209095289958,-0.011246355716578504
FOOD_ECM_R27,4,2024,71,-0.019426858023509075,-0.05120363079329393
FOOD_ECM_R27,4,2025,71,-0.014676982111953674,-0.0331972505394329
FOOD_ECM_R27,4,2026,80,-0.01749163864984249,-0.0440104781834425
FOOD_ECM_PPI_R27,4,2019,75,-0.02528330424330294,-0.05153195834651347
FOOD_ECM_PPI_R27,4,2020,71,-0.02544955849847641,-0.05349827316552713
FOOD_ECM_PPI_R27,4,2021,71,-0.016025722058085945,-0.04517796924875317
FOOD_ECM_PPI_R27,4,2022,71,-0.06303138964552901,-0.06367743381116864
FOOD_ECM_PPI_R27,4,2023,71,-0.00684660180930452,-0.02022916885372439
FOOD_ECM_PPI_R27,4,2024,71,-0.029064522785694713,-0.05894229020484909
FOOD_ECM_PPI_R27,4,2025,71,-0.024340370892661944,-0.04367800651465514
FOOD_ECM_PPI_R27,4,2026,80,-0.026282920398175813,-0.05289531825321592
FOOD_ECM_A002_R27,4,2019,75,-0.007748912285783449,-0.03156638571709114
FOOD_ECM_A002_R27,4,2020,71,-0.008172066729855487,-0.033909525244048666
FOOD_ECM_A002_R27,4,2021,71,-0.0039985535365827385,-0.03005319341530044
FOOD_ECM_A002_R27,4,2022,71,-0.032020145204829875,-0.04034621984078246
FOOD_ECM_A002_R27,4,2023,71,0.003932573669716222,-0.013261594932455933
FOOD_ECM_A002_R27,4,2024,71,-0.0094306421082897,-0.03291821118498239
FOOD_ECM_A002_R27,4,2025,71,-0.005564928419310666,-0.022911911642156113
FOOD_ECM_A002_R27,4,2026,80,-0.008184273161355504,-0.03200551943547669
FOOD_ECM_A005_R27,4,2019,75,-0.01060008411315061,-0.03590432631335272
FOOD_ECM_A005_R27,4,2020,71,-0.010688936901138257,-0.03832667230016007
FOOD_ECM_A005_R27,4,2021,71,-0.005242565647542774,-0.03295466920212664
FOOD_ECM_A005_R27,4,2022,71,-0.03869319169319074,-0.045329871538405064
FOOD_ECM_A005_R27,4,2023,71,0.0029978478670775743,-0.013919827598940282
FOOD_ECM_A005_R27,4,2024,71,-0.012133019320481608,-0.03732855324927531
FOOD_ECM_A005_R27,4,2025,71,-0.008158789932604549,-0.02627503270075482
