candidate,reference,omitted_period,delta_rmse,delta_mae
R9_FULL,R9_BASE,2019-02,-0.004265191846603955,0.006562550902540598
R9_FULL,R9_BASE,2019-03,-0.00407093447137058,0.007086581841812656
R9_FULL,R9_BASE,2019-04,-0.004885190055323452,0.006156269886199273
R9_FULL,R9_BASE,2019-05,-0.0036709233664447005,0.007553412884929334
R9_FULL,R9_BASE,2019-06,-0.004388652400206361,0.006056466073832034
R9_FULL,R9_BASE,2019-07,-0.0040540521879420255,0.007080430315462627
R9_FULL,R9_BASE,2019-08,-0.004032839514619024,0.0074982268461291635
R9_FULL,R9_BASE,2019-09,-0.003964870490412997,0.007322033022145569
R9_FULL,R9_BASE,2019-10,-0.003404943645597902,0.008444226555632761
R9_FULL,R9_BASE,2019-11,-0.003876816625090096,0.00782017757404252
R9_FULL,R9_BASE,2019-12,-0.004048597859280301,0.007188914088332998
R9_FULL,R9_BASE,2020-01,-0.0032944725849018974,0.007753384823235121
R9_FULL,R9_BASE,2020-02,-0.004064500279209793,0.0067628028627313985
R9_FULL,R9_BASE,2020-03,-0.004024337589909666,0.007249165185055473
R9_FULL,R9_BASE,2020-04,-0.004034568914314973,0.007228520400709815
R9_FULL,R9_BASE,2020-05,-0.004094222323364094,0.007110027297119348
R9_FULL,R9_BASE,2020-06,-0.0036165711640948617,0.008015181200327404
R9_FULL,R9_BASE,2020-07,-0.004139829536820572,0.006808340921494571
R9_FULL,R9_BASE,2020-08,-0.0040649326787238205,0.006979935919152025
R9_FULL,R9_BASE,2020-09,-0.0037996531337700645,0.007717684614590048
R9_FULL,R9_BASE,2020-10,-0.004378033508827539,0.005596971267090078
R9_FULL,R9_BASE,2020-11,-0.004192212188394051,0.006787372868801322
R9_FULL,R9_BASE,2020-12,-0.004392242990540973,0.006839819538185521
R9_FULL,R9_BASE,2021-01,-0.002681261266436863,0.008599858227710255
R9_FULL,R9_BASE,2021-02,-0.005410293355202933,0.005369595074982969
R9_FULL,R9_BASE,2021-03,-0.004054208366841283,0.007105334049070655
R9_FULL,R9_BASE,2021-04,-0.003704280746635924,0.00786429489351731
R9_FULL,R9_BASE,2021-05,-0.004480352680546917,0.006743174752936343
R9_FULL,R9_BASE,2021-06,-0.003907238408820124,0.0075697507305168
R9_FULL,R9_BASE,2021-07,-0.003609330556009094,0.007756615684889445
R9_FULL,R9_BASE,2021-08,-0.005761786059712282,0.005885848071505273
R9_FULL,R9_BASE,2021-09,-0.00395188637886823,0.007328082551352366
R9_FULL,R9_BASE,2021-10,-0.003279535505504916,0.008742318057040843
R9_FULL,R9_BASE,2021-11,-0.004505213062313385,0.006833489065061427
R9_FULL,R9_BASE,2021-12,-0.0067013037810289,0.004887569625375621
R9_FULL,R9_BASE,2022-01,-0.004088854422137245,0.006739122742796921
R9_FULL,R9_BASE,2022-02,-0.0025219917435434502,0.00900740330083366
R9_FULL,R9_BASE,2022-03,-0.004688552144292424,0.006873322781874525
R9_FULL,R9_BASE,2022-04,-0.0004200963397627544,0.008727843188422735
R9_FULL,R9_BASE,2022-05,-0.004750033482520011,0.004909955040642122
R9_FULL,R9_BASE,2022-06,-0.003477748531677205,0.009272616511397047
R9_FULL,R9_BASE,2022-07,-0.005350160304692431,0.004661245894022226
R9_FULL,R9_BASE,2022-08,-0.004657266015004713,0.006264495305784823
R9_FULL,R9_BASE,2022-09,-0.005867490306855683,0.006131847298946003
R9_FULL,R9_BASE,2022-10,0.003341396909334604,0.008286509298317507
R9_FULL,R9_BASE,2022-11,-0.0034040709496530597,0.007859245989245645
R9_FULL,R9_BASE,2022-12,-0.004256991713831648,0.006214227665448713
R9_FULL,R9_BASE,2023-01,-0.005344646941081277,0.006799274470041805
R9_FULL,R9_BASE,2023-02,-0.004185648052354218,0.00657650952226424
R9_FULL,R9_BASE,2023-03,-0.0036030819414726856,0.008630646372599249
R9_FULL,R9_BASE,2023-04,-0.0017528120004614567,0.008571176505146327
R9_FULL,R9_BASE,2023-05,-0.004478503518487054,0.005821145176464704
R9_FULL,R9_BASE,2023-06,-0.005598745372435432,0.005344386024355163
R9_FULL,R9_BASE,2023-07,-0.004222135663095261,0.006655438255949775
R9_FULL,R9_BASE,2023-08,-0.004012881151376879,0.007252354044829212
R9_FULL,R9_BASE,2023-09,-0.0034556253396993974,0.007789868891904694
R9_FULL,R9_BASE,2023-10,-0.0039696074850184004,0.0073693343478514195
R9_FULL,R9_BASE,2023-11,-0.004108028139267472,0.006751013675564077
R9_FULL,R9_BASE,2023-12,-0.00385346560162253,0.0075186391887437365
R9_FULL,R9_BASE,2024-01,-0.005634578560591741,0.006154384822335379
R9_FULL,R9_BASE,2024-02,-0.004071842307746265,0.006908259122892946
R9_FULL,R9_BASE,2024-03,-0.004042668415358108,0.007198222137747345
R9_FULL,R9_BASE,2024-04,-0.004230521531446874,0.006773578124439572
R9_FULL,R9_BASE,2024-05,-0.004182403606138196,0.006937845048629432
R9_FULL,R9_BASE,2024-06,-0.004714667036157694,0.006478767648865902
R9_FULL,R9_BASE,2024-07,-0.0031668894885980015,0.00801933064918614
R9_FULL,R9_BASE,2024-08,-0.0043616390275549866,0.006673529213463092
R9_FULL,R9_BASE,2024-09,-0.004643229832443974,0.005445655923439097
R9_FULL,R9_BASE,2024-10,-0.003991222597605759,0.007542467661263319
R9_FULL,R9_BASE,2024-11,-0.004030811141072788,0.007473878413630564
R9_FULL,R9_BASE,2024-12,-0.0035559333819211725,0.007958797174322796
R9_FULL,R9_BASE,2025-01,-0.0038962291721869047,0.007587974711203982
R9_FULL,R9_BASE,2025-02,-0.004183018032461516,0.006795806049675779
R9_FULL,R9_BASE,2025-03,-0.004105916211114502,0.006895221341447488
R9_FULL,R9_BASE,2025-04,-0.0037971678120512498,0.007584295433905874
R9_FULL,R9_BASE,2025-05,-0.003785527445245296,0.007701876086402326
R9_FULL,R9_BASE,2025-06,-0.004023415405158437,0.007297414356858989
R9_FULL,R9_BASE,2025-07,-0.004282416340834705,0.005877362859919133
R9_FULL,R9_BASE,2025-08,-0.004045813256142228,0.007147933187296562
R9_FULL,R9_BASE,2025-09,-0.0038665024546394866,0.008146456417435166
R9_FULL,R9_BASE,2025-10,-0.0035200530753995984,0.008225077787340052
R9_FULL,R9_BASE,2025-11,-0.0043097362654683224,0.006870400714043545
R9_FULL,R9_BASE,2025-12,-0.0040449117698601045,0.007155358786349486
R9_FULL,R9_BASE,2026-01,-0.004038898822708581,0.007232280202002284
R9_FULL,R9_BASE,2026-02,-0.004239362494379728,0.006779634388955014
R9_FULL,R9_BASE,2026-03,-0.004054988308496044,0.006998860634340243
R9_FULL,R9_BASE,2026-04,-0.004080269190815999,0.006624069045426562
R9_FULL,R9_BASE,2026-05,-0.004324132259881874,0.00679574203167016
R9_FULL,R9_BASE,2026-06,-0.00376402823201466,0.007739822263055696
R9_FULL,R9_BASE,2026-07,-0.003739954022641767,0.008646623710442392
CATEGORY_RAW,R9_BASE,2019-02,-0.009071129370395337,-0.006120102255109172
CATEGORY_RAW,R9_BASE,2019-03,-0.009368600500791802,-0.006984886590704287
CATEGORY_RAW,R9_BASE,2019-04,-0.009057707178411756,-0.006047626561128061
CATEGORY_RAW,R9_BASE,2019-05,-0.008564457210397558,-0.005575020581362666
CATEGORY_RAW,R9_BASE,2019-06,-0.009058685751711981,-0.006089413874463934
CATEGORY_RAW,R9_BASE,2019-07,-0.009179464388717418,-0.006824492404264193
CATEGORY_RAW,R9_BASE,2019-08,-0.009170788722977607,-0.0068452042962615645
CATEGORY_RAW,R9_BASE,2019-09,-0.008451605060717349,-0.005008565050212799
CATEGORY_RAW,R9_BASE,2019-10,-0.008437716244295845,-0.004868441203855156
CATEGORY_RAW,R9_BASE,2019-11,-0.009082233195573608,-0.006140665733650463
CATEGORY_RAW,R9_BASE,2019-12,-0.00871006302752414,-0.005019430321333673
CATEGORY_RAW,R9_BASE,2020-01,-0.008477410379812922,-0.005602359690903724
CATEGORY_RAW,R9_BASE,2020-02,-0.009084035634547516,-0.006578741664309495
CATEGORY_RAW,R9_BASE,2020-03,-0.009725006926319113,-0.007327934801240443
CATEGORY_RAW,R9_BASE,2020-04,-0.008922699669413559,-0.005454359298256384
CATEGORY_RAW,R9_BASE,2020-05,-0.009695250943443368,-0.007038915346795127
CATEGORY_RAW,R9_BASE,2020-06,-0.011267056552985821,-0.00853449114423005
CATEGORY_RAW,R9_BASE,2020-07,-0.009046005396594003,-0.006024120868636906
CATEGORY_RAW,R9_BASE,2020-08,-0.009042659727784341,-0.005853271183567765
CATEGORY_RAW,R9_BASE,2020-09,-0.008843872983355427,-0.005615894619971695
CATEGORY_RAW,R9_BASE,2020-10,-0.009122521207942824,-0.006704649259177686
CATEGORY_RAW,R9_BASE,2020-11,-0.00883372366155094,-0.004965755211899292
CATEGORY_RAW,R9_BASE,2020-12,-0.00881429649689025,-0.005757789475177577
CATEGORY_RAW,R9_BASE,2021-01,-0.008769959055626053,-0.005765232254854424
CATEGORY_RAW,R9_BASE,2021-02,-0.008714995708800855,-0.005332198270620925
CATEGORY_RAW,R9_BASE,2021-03,-0.009087653853675215,-0.0063047861086175105
CATEGORY_RAW,R9_BASE,2021-04,-0.008805766944944726,-0.005585331202705435
CATEGORY_RAW,R9_BASE,2021-05,-0.008089483260011354,-0.0047428617208153945
CATEGORY_RAW,R9_BASE,2021-06,-0.009227320087335511,-0.006439608042284051
CATEGORY_RAW,R9_BASE,2021-07,-0.008799492728816416,-0.005725490852965975
CATEGORY_RAW,R9_BASE,2021-08,-0.009672939135967562,-0.006531818269436607
CATEGORY_RAW,R9_BASE,2021-09,-0.009883373214281121,-0.006975682746602763
CATEGORY_RAW,R9_BASE,2021-10,-0.008238423223506541,-0.004350731730558333
CATEGORY_RAW,R9_BASE,2021-11,-0.008984649792568744,-0.005959261553079964
CATEGORY_RAW,R9_BASE,2021-12,-0.0074350862677077245,-0.0033473145673023064
CATEGORY_RAW,R9_BASE,2022-01,-0.009283097173069743,-0.00730490402127798
CATEGORY_RAW,R9_BASE,2022-02,-0.009836472516769779,-0.006719846613225222
CATEGORY_RAW,R9_BASE,2022-03,-0.006310437874082142,-0.004252538851964027
CATEGORY_RAW,R9_BASE,2022-04,-0.012279394215066797,-0.0071056862759487915
CATEGORY_RAW,R9_BASE,2022-05,-0.010830858383550357,-0.00982953058536562
CATEGORY_RAW,R9_BASE,2022-06,-0.009018029995516152,-0.005978043097928765
CATEGORY_RAW,R9_BASE,2022-07,-0.00896073918911916,-0.005574932039005109
CATEGORY_RAW,R9_BASE,2022-08,-0.008631842801230749,-0.005121076816547332
CATEGORY_RAW,R9_BASE,2022-09,-0.016216184401354417,-0.00963409773117846
CATEGORY_RAW,R9_BASE,2022-10,0.0037656751911949726,-0.0040752971552214245
CATEGORY_RAW,R9_BASE,2022-11,-0.010578647796839313,-0.007285839872475719
CATEGORY_RAW,R9_BASE,2022-12,-0.009086843994913496,-0.006302016865310234
CATEGORY_RAW,R9_BASE,2023-01,-0.014048469534972186,-0.007584393464035971
CATEGORY_RAW,R9_BASE,2023-02,-0.009589028881867967,-0.007655137302475079
CATEGORY_RAW,R9_BASE,2023-03,-0.008646586548842372,-0.004815472642494711
CATEGORY_RAW,R9_BASE,2023-04,-0.006923027583080055,-0.004754848159145564
CATEGORY_RAW,R9_BASE,2023-05,-0.009210173188549775,-0.006714805561638171
CATEGORY_RAW,R9_BASE,2023-06,-0.008574777942613465,-0.0051610978297136345
CATEGORY_RAW,R9_BASE,2023-07,-0.008961873886935146,-0.005660046924517548
CATEGORY_RAW,R9_BASE,2023-08,-0.008163649221016256,-0.004036857028574203
CATEGORY_RAW,R9_BASE,2023-09,-0.00749912276275938,-0.004300264164539047
CATEGORY_RAW,R9_BASE,2023-10,-0.008902396337502505,-0.005691723696363615
CATEGORY_RAW,R9_BASE,2023-11,-0.009529327786299835,-0.007755562647329628
CATEGORY_RAW,R9_BASE,2023-12,-0.008783429834624434,-0.0055887916487051825
CATEGORY_RAW,R9_BASE,2024-01,-0.007484456955125729,-0.004742656846531412
CATEGORY_RAW,R9_BASE,2024-02,-0.009069151934779529,-0.006235824647486399
CATEGORY_RAW,R9_BASE,2024-03,-0.008973782413181308,-0.005279493151445769
CATEGORY_RAW,R9_BASE,2024-04,-0.009333113258736203,-0.0066614036201047555
CATEGORY_RAW,R9_BASE,2024-05,-0.009228645112507872,-0.006377236294262567
CATEGORY_RAW,R9_BASE,2024-06,-0.009344339556095316,-0.006364804297372739
CATEGORY_RAW,R9_BASE,2024-07,-0.007105593767188945,-0.003999504795197006
CATEGORY_RAW,R9_BASE,2024-08,-0.009368593618355348,-0.006570325463262083
CATEGORY_RAW,R9_BASE,2024-09,-0.00944427357747818,-0.007376164468495039
CATEGORY_RAW,R9_BASE,2024-10,-0.009001878978691258,-0.0057140867313091315
CATEGORY_RAW,R9_BASE,2024-11,-0.009057645266561443,-0.006108692917779657
CATEGORY_RAW,R9_BASE,2024-12,-0.008802911131321756,-0.005678584398134956
CATEGORY_RAW,R9_BASE,2025-01,-0.008807503741614042,-0.005341732011840961
CATEGORY_RAW,R9_BASE,2025-02,-0.00917302631404443,-0.00640662659183916
CATEGORY_RAW,R9_BASE,2025-03,-0.009130066044663654,-0.006417558836034121
CATEGORY_RAW,R9_BASE,2025-04,-0.009360078566320762,-0.006455004199770686
CATEGORY_RAW,R9_BASE,2025-05,-0.008679114181644798,-0.00528462183878653
CATEGORY_RAW,R9_BASE,2025-06,-0.008991232823163331,-0.005681683167571061
CATEGORY_RAW,R9_BASE,2025-07,-0.00919069891001667,-0.0070204452051606525
CATEGORY_RAW,R9_BASE,2025-08,-0.009049305737297286,-0.005924765776173402
CATEGORY_RAW,R9_BASE,2025-09,-0.0089870352896404,-0.005803996283240409
CATEGORY_RAW,R9_BASE,2025-10,-0.008520898861277937,-0.0050061165204957625
CATEGORY_RAW,R9_BASE,2025-11,-0.009249007296784073,-0.006287738756048877
CATEGORY_RAW,R9_BASE,2025-12,-0.009060452570063604,-0.00617854101926274
CATEGORY_RAW,R9_BASE,2026-01,-0.009024739432509976,-0.005640420908387567
CATEGORY_RAW,R9_BASE,2026-02,-0.009185851255027855,-0.006345097846010173
CATEGORY_RAW,R9_BASE,2026-03,-0.009062596288705427,-0.0062138094270001165
CATEGORY_RAW,R9_BASE,2026-04,-0.009060886913626831,-0.006290839925220337
CATEGORY_RAW,R9_BASE,2026-05,-0.009006114981990387,-0.005969344022000778
CATEGORY_RAW,R9_BASE,2026-06,-0.00883612109479398,-0.0056424295765487575
CATEGORY_RAW,R9_BASE,2026-07,-0.008793730712712278,-0.005040085534280425
CATEGORY_HALF_CORRECTION,R9_BASE,2019-02,-0.008578918270236213,-0.005973377395433521
CATEGORY_HALF_CORRECTION,R9_BASE,2019-03,-0.00887609353431984,-0.006838161731028636
CATEGORY_HALF_CORRECTION,R9_BASE,2019-04,-0.008564411895743362,-0.005900901701452355
CATEGORY_HALF_CORRECTION,R9_BASE,2019-05,-0.00806944509801455,-0.005428295721687015
CATEGORY_HALF_CORRECTION,R9_BASE,2019-06,-0.008566619125551178,-0.005942689014788283
CATEGORY_HALF_CORRECTION,R9_BASE,2019-07,-0.008687325595311546,-0.0066777675445884865
CATEGORY_HALF_CORRECTION,R9_BASE,2019-08,-0.008678667715578348,-0.0066984794365859135
CATEGORY_HALF_CORRECTION,R9_BASE,2019-09,-0.007959024312121643,-0.004861840190537092
CATEGORY_HALF_CORRECTION,R9_BASE,2019-10,-0.00794531241638069,-0.004721716344179505
CATEGORY_HALF_CORRECTION,R9_BASE,2019-11,-0.008589918323155588,-0.005993940873974812
CATEGORY_HALF_CORRECTION,R9_BASE,2019-12,-0.008217958818792337,-0.004872705461658022
CATEGORY_HALF_CORRECTION,R9_BASE,2020-01,-0.007980115919542397,-0.005455634831228073
CATEGORY_HALF_CORRECTION,R9_BASE,2020-02,-0.008592030703395648,-0.006432016804633844
CATEGORY_HALF_CORRECTION,R9_BASE,2020-03,-0.009231813483713824,-0.007181209941564792
CATEGORY_HALF_CORRECTION,R9_BASE,2020-04,-0.008430666686196742,-0.005307634438580677
CATEGORY_HALF_CORRECTION,R9_BASE,2020-05,-0.009201705369897173,-0.006892190487119476
CATEGORY_HALF_CORRECTION,R9_BASE,2020-06,-0.01077136651721372,-0.008387766284554399
CATEGORY_HALF_CORRECTION,R9_BASE,2020-07,-0.0085539251602334,-0.005877396008961255
CATEGORY_HALF_CORRECTION,R9_BASE,2020-08,-0.00855068674585352,-0.00570654632389217
CATEGORY_HALF_CORRECTION,R9_BASE,2020-09,-0.008351375973415676,-0.005469169760296044
CATEGORY_HALF_CORRECTION,R9_BASE,2020-10,-0.008630465999254988,-0.006557924399502091
CATEGORY_HALF_CORRECTION,R9_BASE,2020-11,-0.008341734440386162,-0.004819030352223641
CATEGORY_HALF_CORRECTION,R9_BASE,2020-12,-0.008320362262406233,-0.005611064615501926
CATEGORY_HALF_CORRECTION,R9_BASE,2021-01,-0.00827474606101758,-0.005618507395178829
CATEGORY_HALF_CORRECTION,R9_BASE,2021-02,-0.008222594785184112,-0.005185473410945329
CATEGORY_HALF_CORRECTION,R9_BASE,2021-03,-0.008595607693684504,-0.00615806124894186
CATEGORY_HALF_CORRECTION,R9_BASE,2021-04,-0.008313142095357995,-0.005438606343029839
CATEGORY_HALF_CORRECTION,R9_BASE,2021-05,-0.007596496848612577,-0.0045961368611397435
CATEGORY_HALF_CORRECTION,R9_BASE,2021-06,-0.008734679476176233,-0.0062928831826084
CATEGORY_HALF_CORRECTION,R9_BASE,2021-07,-0.008305799829253224,-0.005578765993290269
CATEGORY_HALF_CORRECTION,R9_BASE,2021-08,-0.00917656731206451,-0.006385093409760956
CATEGORY_HALF_CORRECTION,R9_BASE,2021-09,-0.00938871919227563,-0.006828957886927112
CATEGORY_HALF_CORRECTION,R9_BASE,2021-10,-0.0077462078725593075,-0.004204006870882682
CATEGORY_HALF_CORRECTION,R9_BASE,2021-11,-0.008489006605936933,-0.005812536693404369
CATEGORY_HALF_CORRECTION,R9_BASE,2021-12,-0.006942849060016076,-0.0032005897076266554
CATEGORY_HALF_CORRECTION,R9_BASE,2022-01,-0.008790846636995142,-0.007158179161602329
CATEGORY_HALF_CORRECTION,R9_BASE,2022-02,-0.009340525158590351,-0.006573121753549571
CATEGORY_HALF_CORRECTION,R9_BASE,2022-03,-0.0058132029803391605,-0.004105813992288376
CATEGORY_HALF_CORRECTION,R9_BASE,2022-04,-0.011764322405419692,-0.006958961416273085
CATEGORY_HALF_CORRECTION,R9_BASE,2022-05,-0.010336745012334558,-0.009682805725689969
CATEGORY_HALF_CORRECTION,R9_BASE,2022-06,-0.008197150727213831,-0.004988872031016833
CATEGORY_HALF_CORRECTION,R9_BASE,2022-07,-0.00847257065400081,-0.005455465742684018
CATEGORY_HALF_CORRECTION,R9_BASE,2022-08,-0.008118009477205312,-0.004912384574250417
CATEGORY_HALF_CORRECTION,R9_BASE,2022-09,-0.01448501003620567,-0.008961989250164254
CATEGORY_HALF_CORRECTION,R9_BASE,2022-10,0.003020474977754095,-0.004113049433587701
CATEGORY_HALF_CORRECTION,R9_BASE,2022-11,-0.009788046190974453,-0.006916996995913582
CATEGORY_HALF_CORRECTION,R9_BASE,2022-12,-0.008608611150750567,-0.006235464506571919
CATEGORY_HALF_CORRECTION,R9_BASE,2023-01,-0.01435386041418063,-0.0076901361533117385
CATEGORY_HALF_CORRECTION,R9_BASE,2023-02,-0.009178928260510588,-0.007665599990365646
CATEGORY_HALF_CORRECTION,R9_BASE,2023-03,-0.00808632354540223,-0.0041933854470674325
CATEGORY_HALF_CORRECTION,R9_BASE,2023-04,-0.006135173531526039,-0.004424227880200526
CATEGORY_HALF_CORRECTION,R9_BASE,2023-05,-0.008711508754359998,-0.006547202871623081
CATEGORY_HALF_CORRECTION,R9_BASE,2023-06,-0.008423946696236861,-0.005674841669910224
CATEGORY_HALF_CORRECTION,R9_BASE,2023-07,-0.008480722560062715,-0.005570128414265574
CATEGORY_HALF_CORRECTION,R9_BASE,2023-08,-0.007725397239573328,-0.004106375117405914
CATEGORY_HALF_CORRECTION,R9_BASE,2023-09,-0.0069893801550431345,-0.004130510667931742
CATEGORY_HALF_CORRECTION,R9_BASE,2023-10,-0.008480266865093344,-0.005721184378230659
CATEGORY_HALF_CORRECTION,R9_BASE,2023-11,-0.00885686799313401,-0.007177516672011386
CATEGORY_HALF_CORRECTION,R9_BASE,2023-12,-0.008264366050206029,-0.005393224528308205
CATEGORY_HALF_CORRECTION,R9_BASE,2024-01,-0.007157870047929393,-0.004747240446111245
CATEGORY_HALF_CORRECTION,R9_BASE,2024-02,-0.008575997103296873,-0.006078017933822566
CATEGORY_HALF_CORRECTION,R9_BASE,2024-03,-0.008481128154391615,-0.005063959037223897
CATEGORY_HALF_CORRECTION,R9_BASE,2024-04,-0.008835851442180298,-0.006506063720107924
CATEGORY_HALF_CORRECTION,R9_BASE,2024-05,-0.008816768299165334,-0.006368787263812847
CATEGORY_HALF_CORRECTION,R9_BASE,2024-06,-0.008903036602502024,-0.006275575610665163
CATEGORY_HALF_CORRECTION,R9_BASE,2024-07,-0.006682056790274171,-0.0039456709199734985
CATEGORY_HALF_CORRECTION,R9_BASE,2024-08,-0.008829261721361281,-0.006352798922610925
CATEGORY_HALF_CORRECTION,R9_BASE,2024-09,-0.008984315500992157,-0.007302228945739231
CATEGORY_HALF_CORRECTION,R9_BASE,2024-10,-0.008503290207941439,-0.005504166009625444
CATEGORY_HALF_CORRECTION,R9_BASE,2024-11,-0.00855442379327026,-0.005782020046397884
CATEGORY_HALF_CORRECTION,R9_BASE,2024-12,-0.008122700224972412,-0.005230753609041183
CATEGORY_HALF_CORRECTION,R9_BASE,2025-01,-0.00842317128105502,-0.0055472742437420175
CATEGORY_HALF_CORRECTION,R9_BASE,2025-02,-0.008715897842706877,-0.006350209047614408
CATEGORY_HALF_CORRECTION,R9_BASE,2025-03,-0.008663833201282278,-0.006369073269625269
CATEGORY_HALF_CORRECTION,R9_BASE,2025-04,-0.008637919689254592,-0.006004549949599924
CATEGORY_HALF_CORRECTION,R9_BASE,2025-05,-0.00823333297621126,-0.005249020053481379
CATEGORY_HALF_CORRECTION,R9_BASE,2025-06,-0.008505287884319312,-0.00558232411789944
CATEGORY_HALF_CORRECTION,R9_BASE,2025-07,-0.008790632030930001,-0.007201242878012826
CATEGORY_HALF_CORRECTION,R9_BASE,2025-08,-0.008557224130731678,-0.005772719755602673
CATEGORY_HALF_CORRECTION,R9_BASE,2025-09,-0.008438646587358378,-0.005379939892531438
CATEGORY_HALF_CORRECTION,R9_BASE,2025-10,-0.008065266727860065,-0.0049492550330625384
CATEGORY_HALF_CORRECTION,R9_BASE,2025-11,-0.008725150374375601,-0.006103727405180059
CATEGORY_HALF_CORRECTION,R9_BASE,2025-12,-0.008610352295546297,-0.006423949286430142
CATEGORY_HALF_CORRECTION,R9_BASE,2026-01,-0.008533922300586472,-0.0055354078614666125
CATEGORY_HALF_CORRECTION,R9_BASE,2026-02,-0.008725227401332913,-0.006263358738608005
CATEGORY_HALF_CORRECTION,R9_BASE,2026-03,-0.008573896267738024,-0.006110940484390814
CATEGORY_HALF_CORRECTION,R9_BASE,2026-04,-0.008567598431255818,-0.006116604976390272
CATEGORY_HALF_CORRECTION,R9_BASE,2026-05,-0.008659423240388153,-0.006047030558470057
CATEGORY_HALF_CORRECTION,R9_BASE,2026-06,-0.008405952146685325,-0.005619035138001105
CATEGORY_HALF_CORRECTION,R9_BASE,2026-07,-0.008302514073168565,-0.004898920120083916
CATEGORY_FULL_CORRECTION,R9_BASE,2019-02,-0.007028881713107504,-0.0038635381552156733
CATEGORY_FULL_CORRECTION,R9_BASE,2019-03,-0.007325129866349922,-0.004728322490810788
CATEGORY_FULL_CORRECTION,R9_BASE,2019-04,-0.007010978042689742,-0.0037910624612345067
CATEGORY_FULL_CORRECTION,R9_BASE,2019-05,-0.0065106317705868055,-0.003318456481469112
CATEGORY_FULL_CORRECTION,R9_BASE,2019-06,-0.007017035287411655,-0.003832849774570435
CATEGORY_FULL_CORRECTION,R9_BASE,2019-07,-0.007137515616010226,-0.004567928304370639
CATEGORY_FULL_CORRECTION,R9_BASE,2019-08,-0.007128913469940046,-0.004588640196368121
CATEGORY_FULL_CORRECTION,R9_BASE,2019-09,-0.0064078294457249885,-0.0027520009503192444
CATEGORY_FULL_CORRECTION,R9_BASE,2019-10,-0.00639467193693366,-0.0026118771039616018
CATEGORY_FULL_CORRECTION,R9_BASE,2019-11,-0.007039556589890417,-0.0038841016337569645
CATEGORY_FULL_CORRECTION,R9_BASE,2019-12,-0.006668257212949891,-0.002762866221440119
CATEGORY_FULL_CORRECTION,R9_BASE,2020-01,-0.006414151569325954,-0.00334579559101017
CATEGORY_FULL_CORRECTION,R9_BASE,2020-02,-0.007042640191315119,-0.004322177564415941
CATEGORY_FULL_CORRECTION,R9_BASE,2020-03,-0.007678698742714374,-0.005071370701346889
CATEGORY_FULL_CORRECTION,R9_BASE,2020-04,-0.0068811882707672245,-0.0031977951983628294
CATEGORY_FULL_CORRECTION,R9_BASE,2020-05,-0.007647487243842344,-0.004782351246901573
CATEGORY_FULL_CORRECTION,R9_BASE,2020-06,-0.00921042907732772,-0.006277927044336551
CATEGORY_FULL_CORRECTION,R9_BASE,2020-07,-0.007004298673533527,-0.003767556768743352
CATEGORY_FULL_CORRECTION,R9_BASE,2020-08,-0.007001396349257394,-0.003596707083674322
CATEGORY_FULL_CORRECTION,R9_BASE,2020-09,-0.00680044350456771,-0.0033593305200781964
CATEGORY_FULL_CORRECTION,R9_BASE,2020-10,-0.007080917938618758,-0.0044480851592841875
CATEGORY_FULL_CORRECTION,R9_BASE,2020-11,-0.0067923931568167895,-0.0027091911120057377
CATEGORY_FULL_CORRECTION,R9_BASE,2020-12,-0.006764926299958229,-0.0035012253752840228
CATEGORY_FULL_CORRECTION,R9_BASE,2021-01,-0.006715303312142096,-0.0035086681549609255
CATEGORY_FULL_CORRECTION,R9_BASE,2021-02,-0.006671963406479575,-0.003075634170727426
CATEGORY_FULL_CORRECTION,R9_BASE,2021-03,-0.0070460879878244675,-0.004048222008724012
CATEGORY_FULL_CORRECTION,R9_BASE,2021-04,-0.006761809037471256,-0.0033287671028119914
CATEGORY_FULL_CORRECTION,R9_BASE,2021-05,-0.006044030835230085,-0.0024862976209218957
CATEGORY_FULL_CORRECTION,R9_BASE,2021-06,-0.0071832970290769405,-0.004183043942390552
CATEGORY_FULL_CORRECTION,R9_BASE,2021-07,-0.006751120067820637,-0.003468926753072421
CATEGORY_FULL_CORRECTION,R9_BASE,2021-08,-0.007613493694497153,-0.004275254169543052
CATEGORY_FULL_CORRECTION,R9_BASE,2021-09,-0.00783102787387685,-0.004719118646709208
CATEGORY_FULL_CORRECTION,R9_BASE,2021-10,-0.006196157995329965,-0.0020941676306647783
CATEGORY_FULL_CORRECTION,R9_BASE,2021-11,-0.006928215955338379,-0.0037026974531864654
CATEGORY_FULL_CORRECTION,R9_BASE,2021-12,-0.0053927306933887476,-0.0010907504674088075
CATEGORY_FULL_CORRECTION,R9_BASE,2022-01,-0.007240686505115279,-0.005048339921384426
CATEGORY_FULL_CORRECTION,R9_BASE,2022-02,-0.0077787814712831915,-0.004463282513331723
CATEGORY_FULL_CORRECTION,R9_BASE,2022-03,-0.004247425256895143,-0.0019959747520705284
CATEGORY_FULL_CORRECTION,R9_BASE,2022-04,-0.010142675456422445,-0.004849122176055265
CATEGORY_FULL_CORRECTION,R9_BASE,2022-05,-0.008780747744801753,-0.007572966485472121
CATEGORY_FULL_CORRECTION,R9_BASE,2022-06,-0.00647314035163854,-0.002036586583562705
CATEGORY_FULL_CORRECTION,R9_BASE,2022-07,-0.007295738982405986,-0.004653881625940437
