period,model,error,weighted_core_error,noncore_reconciliation_error,weighted_core_squared_gain,cross_term_gain,headline_squared_gain
2024-01,R9_HALF,-0.6142128253116907,0.0074268710781887895,-0.6216396963898796,0.002813111790721188,-0.05735168637463635,-0.05453857458391531
2024-02,R9_HALF,-0.0419619553350033,-0.17968952331205376,0.1377275679770505,-0.004363385931924476,0.0034657645627184305,-0.000897621369206049
2024-03,R9_HALF,0.07795882405921745,0.0158788686412755,0.06207995541794195,1.0310156063438405e-05,3.990469391812385e-05,5.0214849981563246e-05
2024-04,R9_HALF,-0.1830613864224614,0.17863129416289292,-0.3616926805853543,0.006981286152758101,-0.013437071901728121,-0.006455785748970027
2024-05,R9_HALF,0.21924642636613612,0.00021736678467883626,0.21902905958145727,0.0001220114116208553,-0.004934892441960128,-0.004812881030339271
2024-06,R9_HALF,0.38126073928770254,0.13187477378993992,0.24938596549776265,-0.007354834079769645,-0.01580824077063841,-0.023163074850408014
2024-07,R9_HALF,-0.4531548246574677,-0.2587050433104125,-0.19444978134705515,0.020430824749663554,0.014335120350835178,0.03476594510049874
2024-08,R9_HALF,-0.2502119632054193,0.06590224541773952,-0.31611420862315875,0.003565382563129967,-0.01455860040076167,-0.0109932178376317
2024-09,R9_HALF,-0.14284179103686678,0.1071362715189854,-0.2499780625558522,0.022674363792249887,-0.038830491816211926,-0.016156128023962033
2024-10,R9_HALF,-0.015640323368744158,-0.03644752666653596,0.020807203297791788,0.00846598990090745,-0.0026016992225385755,0.0058642906783688735
2024-11,R9_HALF,0.012588101849086292,-0.025010039203637785,0.03759814105272408,-0.0005824842241246948,0.0013874647064247255,0.0008049804823000307
2024-12,R9_HALF,0.2700712658347137,0.02843917841536285,0.24163208741935085,0.0031107450414972586,0.016511680634246448,0.01962242567574371
2025-01,R9_HALF,-0.158221433902765,-0.10005336218365607,-0.05816807171910887,0.0038470286465601463,0.0020551230065224044,0.005902151653082551
2025-02,R9_HALF,0.1449213748972017,-0.034419486151132106,0.1793408610483338,0.001519881872297929,-0.006307819213662468,-0.00478793734136454
2025-03,R9_HALF,-0.08720092852658269,0.0740803768222874,-0.16128130534887009,0.002123354138491012,-0.004245613551472303,-0.002122259412981291
2025-04,R9_HALF,0.2712714703823725,0.01908715131073835,0.25218431907163413,0.0009744217131885493,0.008827288041845294,0.009801709755033847
2025-05,R9_HALF,-0.21566551743591927,-0.06759411630145243,-0.14807140113446682,0.0035902037266082616,0.00673250995961709,0.010322713686225359
2025-06,R9_HALF,-0.081225579241537,-0.05987164751592573,-0.021353931725611286,0.0005894630440793072,0.0002022410084719673,0.0007917040525512748
2025-07,R9_HALF,0.058456840291070344,0.019182689274594787,0.03927415101647558,0.0028326954321003872,-0.005950596466751862,-0.003117901034651474
2025-08,R9_HALF,-0.001916460722774016,-0.02901107080232956,0.027094610079555548,-0.0008201744330166673,0.0013210104756550137,0.0005008360426383464
2025-09,R9_HALF,0.07778978930345015,0.06402697859751633,0.013762810705933881,0.007252340763046703,0.0011703294996610878,0.00842267026270779
2025-10,R9_HALF,-0.21380101095566995,-0.012668101694630821,-0.2011329092610391,0.003283398621467159,0.018510854570725977,0.021794253192193136
2025-11,R9_HALF,0.32817917668424684,0.051081151510049216,0.2770980251741976,-0.001253976943921498,-0.00790652428636142,-0.00916050123028292
2025-12,R9_HALF,-0.01922200599149243,-0.09938076195554024,0.08015875596404781,-0.0003127245987956384,0.00025426703115284736,-5.8457567642790614e-05
2026-01,R9_HALF,-0.046710559720886,0.01036468972327136,-0.05707524944415743,-3.47049843524017e-05,0.00020969234686942688,0.0001749873625170248
2026-02,R9_HALF,0.194157196964035,-0.03415235053741138,0.22830954750144636,0.0015854700252979186,-0.008358758308369655,-0.0067732882830717454
2026-03,R9_HALF,-0.025402446782873844,-0.06979865214724153,0.044396205364367725,-0.0011204776440148926,0.0007591919227385811,-0.00036128572127631193
2026-04,R9_HALF,-0.027196500705635618,0.02229917553988193,-0.04949567624551754,0.0017616186361893316,-0.0024973949256179087,-0.0007357762894285776
2026-05,R9_HALF,0.28523832281470796,0.0527940636940992,0.23244425912060881,-0.0015478143385269602,-0.008176908874896652,-0.009724723213423603
2026-06,R9_HALF,0.2171820992767719,0.01769529369699006,0.19948680557978182,0.0014607938156651146,0.009743974172076385,0.011204767987741504
2026-07,R9_HALF,-0.08755220495332716,-0.05689214189306781,-0.030660063060259368,0.011566242713161621,0.003972027576098723,0.015538270289260341
2019-02,R9_FULL,0.1736868253770129,0.07335770612441771,0.10032911925259519,-0.0050776958897115945,-0.011223205517496346,-0.016300901407207948
2019-03,R9_FULL,-0.10983295165195842,0.07038799068229121,-0.18022094233424962,0.0013946215128510233,-0.0033496553484115028,-0.0019550338355604803
2019-04,R9_FULL,0.37919850391750554,0.07070871635708735,0.3084897875604181,-0.004542522429084218,-0.05681823843842186,-0.06136076086750608
2019-05,R9_FULL,-0.44226855763913664,0.033576492355376415,-0.47584504999451305,-0.0011256338932511686,0.030696546850785253,0.029570912957534112
2019-06,R9_FULL,-0.17687019608104743,-0.17100960479359115,-0.005860591287456279,-0.02433922819275245,-0.0011835287647759148,-0.025522756957528366
2019-07,R9_FULL,0.0450697048026269,-0.1756295227537506,0.2206992275563775,0.0035534657483695074,-0.004343659642179251,-0.0007901938938097469
2019-08,R9_FULL,0.0005365141205273261,0.059214564851122344,-0.058678050730595024,-0.002557828026651192,0.0033348194299491394,0.0007769914032979474
2019-09,R9_FULL,0.2768006086288296,0.20116843905301346,0.07563216957581609,0.004828039531390209,0.0017640392558891966,0.006592078787279423
2019-10,R9_FULL,-0.1590566949181847,-0.10376538175545913,-0.05529131316272551,0.03558794223729094,0.012334075219192287,0.04792201745648324
2019-11,R9_FULL,-0.083724313720547,0.1105769113194425,-0.1943012250399895,-0.009248267928204646,0.021760504936333757,0.012512237008129113
2019-12,R9_FULL,-0.18505156895347072,-0.001738754099453422,-0.1833128148540173,-6.110441805788228e-07,-6.805350887988534e-05,-6.866455306046848e-05
2020-01,R9_FULL,-0.5588693612467347,-0.194599683898417,-0.3642696773483176,0.021985543605019628,0.036465051512512496,0.05845059511753209
2020-02,R9_FULL,0.03973508851043839,-0.13839006494518147,0.1781251534556199,0.01200029352743157,-0.013576528314460698,-0.0015762347870291289
2020-03,R9_FULL,-0.1568806955960528,0.17930918505594248,-0.3361898806519953,-0.001829670672188581,0.003480726030906718,0.0016510553587181336
2020-04,R9_FULL,-0.11424252182303984,-0.013817915717883376,-0.10042460610515647,0.00010343664779456353,0.0006707039184139809,0.0007741405662085431
2020-05,R9_FULL,-0.23166475978025425,-0.29726795876739315,0.06560319898713896,-0.004232615942439857,0.0009455448993705931,-0.003287071043069273
2020-06,R9_FULL,-0.1827661128840326,0.10009502417735361,-0.2828611370613862,-0.009303832637484294,0.04149694607955362,0.03219311344206933
2020-07,R9_FULL,0.12100693084037684,-0.23663404523531834,0.3576409760756951,0.017277771974248672,-0.024360095008851765,-0.007082323034603094
2020-08,R9_FULL,0.05191843479690783,0.13848152313803794,-0.0865630883411301,-0.004849797588943151,0.0032521195360885155,-0.0015976780528546358
2020-09,R9_FULL,0.17381951315551808,-0.031063897688900034,0.20488341084441813,-0.0007149761878778628,0.019207801566284596,0.01849282537840673
2020-10,R9_FULL,0.15831782847044257,0.047501786012937114,0.11081604245750548,0.013940046730486391,-0.038734002199025105,-0.024793955468538718
2020-11,R9_FULL,0.16911631187228654,0.1520924163980344,0.01702389547425215,-0.009636720979920113,-0.0012230916371122555,-0.01085981261703237
2020-12,R9_FULL,0.40565366596643093,0.1732854311521347,0.2323682348142962,-0.009855207563988656,-0.014525355189336972,-0.024380562753325646
2021-01,R9_FULL,-0.3460325405791712,-0.03874495823920826,-0.307287582339963,0.025438589845445957,0.0770606009739448,0.10249919081939077
2021-02,R9_FULL,0.39087886818551715,0.34433896833134947,0.04653989985416773,-0.08536011079668891,-0.015088702182848404,-0.10044881297953731
2021-03,R9_FULL,-0.05571417032808376,0.02030763685108967,-0.07602180717917344,0.00036778989517067374,-0.001159217728186429,-0.0007914278330157553
2021-04,R9_FULL,-0.18405026085542997,0.0361205841240817,-0.22017084497951167,-0.0007381287231296593,0.026386714159372538,0.025648585436242877
2021-05,R9_FULL,0.40787025449409026,0.136198370954037,0.2716718835400532,-0.009268225142234413,-0.02165573852810812,-0.03092396367034253
2021-06,R9_FULL,-0.13662324216975053,-0.23486458399966628,0.09824134182991573,0.01697031120841795,-0.006623203326818059,0.010347107881599885
2021-07,R9_FULL,-0.30510821127347076,-0.1802364069583222,-0.12487180431514855,0.020680234432557253,0.012572048514438078,0.03325228294699534
2021-08,R9_FULL,-0.5916551443923231,-0.4314734944710564,-0.16018164992126682,-0.0867458286438514,-0.0372129193238914,-0.12395874796774284
2021-09,R9_FULL,-0.3117997254742918,-0.18709287928946045,-0.12470684618483137,0.004714054510932125,0.0030429398176831466,0.007756994328615277
2021-10,R9_FULL,-0.13822744059651204,-0.15193334698324057,0.013705906386728417,0.06101665186299154,-0.0037846758538645883,0.05723197600912695
2021-11,R9_FULL,0.5141668997528983,-0.20494558674177332,0.7191124864946716,0.014054514775923316,-0.045762086982035065,-0.0317075722061117
2021-12,R9_FULL,0.5759442458735439,0.47408692335182734,0.10185732252171642,-0.15235347927363374,-0.04176257753279879,-0.19411605680643249
2022-01,R9_FULL,0.06207982403448664,-0.223909620646774,0.28598944468126053,0.04463746973061504,-0.0480133934382736,-0.0033759237076585614
2022-02,R9_FULL,-0.27191467431232996,0.2598875678353846,-0.5318022421477145,-0.05789287685272329,0.17194221441682042,0.11404933756409712
2022-03,R9_FULL,-0.7542014701385507,-0.36975353655839255,-0.38444793358015805,-0.02010889000123703,-0.021739183175568673,-0.04184807317680572
