candidate,reference,frame,metric,block,n,delta,lower,upper,draws,seed,primary,limitation
R9_HALF,R9_BASE,all,rmse,12,90,-0.004255109091485798,-0.008518103089597114,0.0024163673613662386,5000,42,True,"reused data; descriptive, not selection-adjusted"
R9_HALF,R9_BASE,all,mae,12,90,0.0018574653778279382,-0.003218236185117947,0.006899320820571432,5000,42,True,"reused data; descriptive, not selection-adjusted"
R9_HALF,R9_BASE,all,rmse,6,90,-0.004255109091485798,-0.0090154449308394,0.002248018302089675,5000,42,False,"reused data; descriptive, not selection-adjusted"
R9_HALF,R9_BASE,all,mae,6,90,0.0018574653778279382,-0.0037909270833849464,0.007481492956041306,5000,42,False,"reused data; descriptive, not selection-adjusted"
R9_HALF,R9_BASE,all,rmse,18,90,-0.004255109091485798,-0.008016184302957221,0.0016859992457508685,5000,42,False,"reused data; descriptive, not selection-adjusted"
R9_HALF,R9_BASE,all,mae,18,90,0.0018574653778279382,-0.0025734781262689932,0.00628829883549033,5000,42,False,"reused data; descriptive, not selection-adjusted"
R9_HALF,R9_BASE,2024+,rmse,12,31,0.0006103098497225456,-0.010120169552761436,0.008848231539654418,5000,42,True,"reused data; descriptive, not selection-adjusted"
R9_HALF,R9_BASE,2024+,mae,12,31,-0.0011837967186788811,-0.00868861848119228,0.005702226456253234,5000,42,True,"reused data; descriptive, not selection-adjusted"
R9_HALF,R9_BASE,2024+,rmse,6,31,0.0006103098497225456,-0.009691286936746538,0.009870780712592009,5000,42,False,"reused data; descriptive, not selection-adjusted"
R9_HALF,R9_BASE,2024+,mae,6,31,-0.0011837967186788811,-0.009089994054467256,0.0074717441110362885,5000,42,False,"reused data; descriptive, not selection-adjusted"
R9_HALF,R9_BASE,2024+,rmse,18,31,0.0006103098497225456,-0.009223647404238061,0.008041733418908823,5000,42,False,"reused data; descriptive, not selection-adjusted"
R9_HALF,R9_BASE,2024+,mae,18,31,-0.0011837967186788811,-0.0077400947124805775,0.005456122921834838,5000,42,False,"reused data; descriptive, not selection-adjusted"
R9_HALF,R9_BASE,post_warmup,rmse,12,50,-0.0043806552685467515,-0.00965740487678941,0.005515710406561556,5000,42,True,"reused data; descriptive, not selection-adjusted"
R9_HALF,R9_BASE,post_warmup,mae,12,50,0.0013810658076151006,-0.0064386761609663175,0.009193301684356944,5000,42,True,"reused data; descriptive, not selection-adjusted"
R9_HALF,R9_BASE,post_warmup,rmse,6,50,-0.0043806552685467515,-0.009612893511318069,0.004537679122179537,5000,42,False,"reused data; descriptive, not selection-adjusted"
R9_HALF,R9_BASE,post_warmup,mae,6,50,0.0013810658076151006,-0.0064848626123445215,0.009271267796389126,5000,42,False,"reused data; descriptive, not selection-adjusted"
R9_HALF,R9_BASE,post_warmup,rmse,18,50,-0.0043806552685467515,-0.008682693331332415,0.004130826934833888,5000,42,False,"reused data; descriptive, not selection-adjusted"
R9_HALF,R9_BASE,post_warmup,mae,18,50,0.0013810658076151006,-0.005723117793604121,0.008661275148833488,5000,42,False,"reused data; descriptive, not selection-adjusted"
R9_FULL,R9_BASE,all,rmse,12,90,-0.004020700394509857,-0.012614662566138492,0.009977303771650028,5000,42,True,"reused data; descriptive, not selection-adjusted"
R9_FULL,R9_BASE,all,mae,12,90,0.007111099723499326,-0.0028513856157412767,0.016648943686868714,5000,42,True,"reused data; descriptive, not selection-adjusted"
R9_FULL,R9_BASE,all,rmse,6,90,-0.004020700394509857,-0.01300249370548677,0.009403627253356145,5000,42,False,"reused data; descriptive, not selection-adjusted"
R9_FULL,R9_BASE,all,mae,6,90,0.007111099723499326,-0.003990192933100447,0.01791376853211391,5000,42,False,"reused data; descriptive, not selection-adjusted"
R9_FULL,R9_BASE,all,rmse,18,90,-0.004020700394509857,-0.011815983588049753,0.008347915860596576,5000,42,False,"reused data; descriptive, not selection-adjusted"
R9_FULL,R9_BASE,all,mae,18,90,0.007111099723499326,-0.0010866382794587645,0.01559148503600181,5000,42,False,"reused data; descriptive, not selection-adjusted"
R9_FULL,R9_BASE,2024+,rmse,12,31,0.006338818721064066,-0.01436905612890518,0.021979280338688633,5000,42,True,"reused data; descriptive, not selection-adjusted"
R9_FULL,R9_BASE,2024+,mae,12,31,0.0036003812642742827,-0.009657469812312218,0.01579483742637775,5000,42,True,"reused data; descriptive, not selection-adjusted"
R9_FULL,R9_BASE,2024+,rmse,6,31,0.006338818721064066,-0.013149927015979295,0.02283069560430765,5000,42,False,"reused data; descriptive, not selection-adjusted"
R9_FULL,R9_BASE,2024+,mae,6,31,0.0036003812642742827,-0.01031348128901123,0.018640849236932728,5000,42,False,"reused data; descriptive, not selection-adjusted"
R9_FULL,R9_BASE,2024+,rmse,18,31,0.006338818721064066,-0.011654654844760859,0.020039546955495813,5000,42,False,"reused data; descriptive, not selection-adjusted"
R9_FULL,R9_BASE,2024+,mae,18,31,0.0036003812642742827,-0.006985843318436527,0.015015020927512973,5000,42,False,"reused data; descriptive, not selection-adjusted"
R9_FULL,R9_BASE,post_warmup,rmse,12,50,-0.004879048967916799,-0.01517054369442454,0.015118533503877549,5000,42,True,"reused data; descriptive, not selection-adjusted"
R9_FULL,R9_BASE,post_warmup,mae,12,50,0.007321292426328008,-0.006565469130478067,0.02064498878492781,5000,42,True,"reused data; descriptive, not selection-adjusted"
R9_FULL,R9_BASE,post_warmup,rmse,6,50,-0.004879048967916799,-0.01569587949298697,0.01530039789436993,5000,42,False,"reused data; descriptive, not selection-adjusted"
