period,R9_BASE,R9_HALF,R9_FULL,CATEGORY_RAW,CATEGORY_HALF_CORRECTION,CATEGORY_FULL_CORRECTION,BASE_MATCHED_HALF,BASE_MATCHED_FULL
2022-06,1.3932606931984495,1.507368052800301,1.6214754124021524,1.402219752311186,1.477197464755214,1.5521751771992423,1.5112496474198371,1.6292386016412248
2022-07,1.4018402902822626,1.5144143355557442,1.6269883808292258,1.2429956530746749,1.3594303590638832,1.4758650650530913,1.4441145580360908,1.4863888257899192
2022-08,0.6308526564677204,0.6720821029177679,0.7133115493678155,0.25437640168796055,0.25989149874125206,0.26540659579454356,0.6300508944643206,0.6292491324609208
2022-09,0.16209244464284336,0.11496016188846969,0.06782787913409602,-0.154337358603645,-0.10757821630451675,-0.06081907400538851,0.11518978898482166,0.06828713332679993
2022-10,1.1729476113272232,1.1241974351095643,1.075447258891905,0.9946441633135371,1.011062628599272,1.0274810938850072,1.1081798028324605,1.043411994337698
2022-11,0.7585158740889214,0.7882528330528827,0.817989792016844,0.6510810202669725,0.6708495237698668,0.6906180272727612,0.791036098850977,0.8235563236130327
2022-12,0.047475065722731635,0.09094142216773585,0.13440777861274006,0.06734967190695146,0.07448502449037922,0.08162037707380697,0.10004030112814068,0.15260553653354972
2023-01,4.873148431243555,4.8557166576029465,4.838284883962337,4.739142307772745,4.716672695916066,4.694203084059387,4.853787629032495,4.834426826821435
2023-02,0.5313152061494304,0.5039703923327187,0.47662557851600684,0.39101288105754173,0.37702318932414575,0.36303349759074977,0.5162375395777152,0.5011598730060001
2023-03,0.2926338566146489,0.22856958059145327,0.16450530456825765,0.18020602696828533,0.13789877908639386,0.09559153120450241,0.2448925789378748,0.1971513012611007
2023-04,0.5640927888903151,0.5026749219687728,0.44125705504723056,0.4462693802258743,0.4299026879109027,0.41353599559593107,0.4908170712789568,0.4175413536675985
2023-05,0.22898268041677386,0.16802415321198316,0.10706562600719244,0.17236988025936834,0.1742280071595769,0.17608613405978546,0.18204024347528214,0.13509780653379042
2023-06,0.035044079040744636,-0.04713023043292175,-0.12930453990658813,0.11671126702462309,0.05792955273599414,-0.0008521615526348031,-0.04590867297083681,-0.12686142498241826
2023-07,0.38617514341012105,0.3623426582424115,0.33851017307470194,0.4234358619564448,0.4183800968577375,0.4133243317590303,0.35747088904869406,0.3287666346872671
2023-08,0.4746143904367312,0.47188412299930443,0.4691538555618777,0.29288977115145276,0.3121353935686064,0.33138101598576014,0.47251111867616025,0.47040784691558934
2023-09,-0.24889839959904397,-0.2755480777313318,-0.30219775586361963,-0.4071797837834573,-0.40922933247037596,-0.41127888115729455,-0.24485739234163129,-0.24081638508421857
2023-10,0.29059742738357847,0.2826615364616625,0.2747256455397465,0.2561559415315513,0.27183645472885243,0.28751696792615355,0.25525824948951437,0.21991907159545027
2023-11,0.05849249293244713,0.03891311393757824,0.01933373494270936,-0.09074768785149648,-0.05236010855931068,-0.013972529267124875,0.050755622782639,0.04301875263283088
2023-12,-0.13307024110083232,-0.14765019744245733,-0.16223015378408234,-0.17667267919445956,-0.18101964039865945,-0.18536660160285934,-0.15665150131872085,-0.1802327615366094
2024-01,0.9319165376518567,0.8857871746883093,0.8396578117247618,1.050824973138948,1.0373585202652098,1.0238920673914713,0.8909460422860987,0.8499755469203408
2024-02,0.2706200012537311,0.2580380446649967,0.24545608807626224,0.25663650245583575,0.25762278746078343,0.2586090724657311,0.25433438433471367,0.2380487674156962
2024-03,0.17828022163150525,0.17795882405921745,0.17763742648692965,0.10715021728178237,0.1010261936271709,0.09490216997255942,0.16308707009868753,0.14789391856586978
2024-04,0.535513874597449,0.5169386135775386,0.49836335255762815,0.4836538472365173,0.48442058582509967,0.48518732441368206,0.5397743625678081,0.5440348505381672
2024-05,0.2079810434726739,0.21924642636613612,0.23051180925959833,0.2345501788336488,0.24685672763475777,0.25916327643586673,0.21357726345267916,0.21917348343268442
2024-06,0.049566412104763674,0.08126073928770258,0.1129550664706415,0.07502909974254585,0.08014625913670699,0.08526341853086813,0.08825022682182612,0.12693404153888857
2024-07,0.20998444901121854,0.24684517534253225,0.283705901673846,0.39503341706708117,0.38676611945083217,0.37849882183458317,0.22459573577763237,0.2392070225440462
2024-08,0.07281547435294283,0.04978803679458074,0.02676059923621866,0.029061402951009535,0.03536275255782936,0.04166410216464919,0.05398222014266711,0.035148965932391384
2024-09,-0.4651739920724355,-0.5428417910368668,-0.6205095900012981,-0.5806477349401029,-0.5871259859259731,-0.5936042369118433,-0.5205715230437231,-0.5759690540150108
2024-10,0.2218404811078794,0.28435967663125583,0.3468788721546322,0.3457083431502444,0.3400839114315278,0.3344594797128112,0.22827842476549043,0.23471636842310145
2024-11,0.13103934262291972,0.1125881018490863,0.09413686107525288,0.1337081174769199,0.11769274443507505,0.10167737139323017,0.11502137915374414,0.09900341568456855
2024-12,0.00423825253460209,-0.029928734165286276,-0.06409572086517465,-0.03137263085977362,-0.0581710585779848,-0.08496948629619597,-0.005375049449815351,-0.014988351434232793
2025-01,1.1241131790061303,1.141778566097235,1.1594439531883396,1.1897039247806747,1.1583521536303436,1.1270003824800126,1.116899990602892,1.1096868021996538
2025-02,0.3273352565503001,0.3449213748972017,0.3625074932441033,0.3565201283955971,0.3645574794707296,0.37259483054586207,0.3691243424309813,0.4109134283116625
2025-03,0.025961209336477623,0.01279907147341732,-0.00036306638964298324,-0.004196632242170831,-0.012939929342917916,-0.021683226443665,0.018904387347881132,0.011847565359284643
2025-04,0.1887731296337113,0.17127147038237248,0.15376981113103366,0.22226360858491387,0.1952316928308496,0.16819977707678532,0.154095302035604,0.1194174744374967
2025-05,0.2616004842766493,0.2843344825640807,0.3070684808515122,0.33227403545303963,0.322384081834062,0.3124941282150843,0.26431294623033613,0.267025408184023
2025-06,0.21403896943571182,0.21877442075846298,0.22350987208121414,0.24937406235027654,0.24515850525991248,0.24094294816954842,0.23363543779210522,0.25323190614849866
2025-07,0.482699677975129,0.5584568402910703,0.6342140026070118,0.6011150504557781,0.6302645558507528,0.6594140612457275,0.528686643361165,0.574673608747201
2025-08,0.12246127477104277,0.09808353927722599,0.07370580378340921,0.09123946597791481,0.09171304929757679,0.09218663261723876,0.10710928305984788,0.09175729134865297
2025-09,-0.4796923876781566,-0.5222102106965498,-0.564728033714943,-0.5041416132981518,-0.5288241195601178,-0.5535066258220838,-0.5009322564780238,-0.5221721252778909
2025-10,0.24018251506517188,0.28619898904433005,0.33221546302348826,0.33564303956943664,0.32764519943986387,0.31964735931029115,0.2512305732945491,0.26227863152392633
2025-11,0.013912520901711065,0.02817917668424684,0.042445832466782615,0.032516375361667495,0.02919787764547851,0.025879379929289528,0.019829559017515076,0.02574659713331909
2025-12,-0.3176359844265689,-0.3192220059914924,-0.32080802755641596,-0.32652124031256685,-0.3614210886015967,-0.3963209368906266,-0.3232869739945438,-0.3289379635625188
2026-01,0.8514524588474814,0.853289440279114,0.8551264217107467,0.9095401071706197,0.9132524585057878,0.9169648098409559,0.8799361700640438,0.9084198812806061
2026-02,0.07585143971505987,0.09415719696403499,0.11246295421301011,0.09956025318157835,0.10534398513391796,0.11112771708625757,0.10672569151964674,0.13759994332423361
2026-03,0.5831477425464591,0.5745975532171261,0.5660473638877932,0.5711235983718433,0.5672204217529327,0.5633172451340221,0.5641844807106945,0.5452212188749298
2026-04,0.4980319143303553,0.4728034992943644,0.44757508425837345,0.5208479441858647,0.48160045374887206,0.4423529633118794,0.45607635651330586,0.4141207986962564
2026-05,0.36764935566655854,0.385238322814708,0.4028272899628575,0.35791607879623843,0.3778886930531407,0.397861307310043,0.37484834203446454,0.38204732840237055
2026-06,-0.05839529757472206,-0.08281790072322807,-0.10724050387173409,-0.09722396009026754,-0.08624755260987403,-0.07527114512948051,-0.0620109035666579,-0.06562650955859374
2026-07,0.44767252748945857,0.5124477950466728,0.577223062603887,0.5401098097668883,0.5396150191192413,0.5391202284715942,0.5000193815143187,0.5523662355391787
