period,as_of,block,weight,prediction,n_train,train_start,train_end,training_last_release,dropped_columns,fit_status
2021-10,2021-11-09 23:59:00,catering,0.054804978,0.6318819681714027,80,2015-02,2021-09,2021-10-11 09:00:00,[],estimated
2021-10,2021-11-09 23:59:00,accommodation,0.008724414,-0.6394534084665795,80,2015-02,2021-09,2021-10-11 09:00:00,[],estimated
2021-10,2021-11-09 23:59:00,package_holidays,0.019151497,-1.0399477863621218,80,2015-02,2021-09,2021-10-11 09:00:00,[],estimated
2021-10,2021-11-09 23:59:00,remaining_core_tax_reconciliation,1.0,0.33167844594321194,80,2015-02,2021-09,2021-10-11 09:00:00,[],estimated
2021-11,2021-12-09 23:59:00,actual_rent,0.036321093,0.2074843994696185,81,2015-02,2021-10,2021-11-10 09:00:00,[],estimated
2021-11,2021-12-09 23:59:00,imputed_rent,0.106143269,2.517536596655195,81,2015-02,2021-10,2021-11-10 09:00:00,[],estimated
2021-11,2021-12-09 23:59:00,catering,0.054804978,0.6573053937886566,81,2015-02,2021-10,2021-11-10 09:00:00,[],estimated
2021-11,2021-12-09 23:59:00,accommodation,0.008724414,-0.7467708528483474,81,2015-02,2021-10,2021-11-10 09:00:00,[],estimated
2021-11,2021-12-09 23:59:00,package_holidays,0.019151497,-0.37432195831283177,81,2015-02,2021-10,2021-11-10 09:00:00,[],estimated
2021-11,2021-12-09 23:59:00,remaining_core_tax_reconciliation,1.0,0.06277063157699356,81,2015-02,2021-10,2021-11-10 09:00:00,[],estimated
2021-12,2022-01-11 23:59:00,actual_rent,0.036321093,0.16320740090609215,82,2015-02,2021-11,2021-12-10 09:00:00,[],estimated
2021-12,2022-01-11 23:59:00,imputed_rent,0.106143269,2.0882225670178576,82,2015-02,2021-11,2021-12-10 09:00:00,[],estimated
2021-12,2022-01-11 23:59:00,catering,0.054804978,1.23852913312199,82,2015-02,2021-11,2021-12-10 09:00:00,[],estimated
2021-12,2022-01-11 23:59:00,accommodation,0.008724414,0.28422620209755345,82,2015-02,2021-11,2021-12-10 09:00:00,[],estimated
2021-12,2022-01-11 23:59:00,package_holidays,0.019151497,0.24296965362710965,82,2015-02,2021-11,2021-12-10 09:00:00,[],estimated
2021-12,2022-01-11 23:59:00,remaining_core_tax_reconciliation,1.0,0.1746306593110304,82,2015-02,2021-11,2021-12-10 09:00:00,[],estimated
2022-01,2022-02-13 23:59:00,actual_rent,0.036321093,0.5536920579796063,83,2015-02,2021-12,2022-01-12 09:00:00,[],estimated
2022-01,2022-02-13 23:59:00,imputed_rent,0.106143269,0.5364048631873118,83,2015-02,2021-12,2022-01-12 09:00:00,[],estimated
2022-01,2022-02-13 23:59:00,catering,0.054804978,0.8207218849517921,83,2015-02,2021-12,2022-01-12 09:00:00,[],estimated
2022-01,2022-02-13 23:59:00,accommodation,0.008724414,0.007939051959528376,83,2015-02,2021-12,2022-01-12 09:00:00,[],estimated
2022-01,2022-02-13 23:59:00,package_holidays,0.019151497,8.287369970531907,83,2015-02,2021-12,2022-01-12 09:00:00,[],estimated
2022-01,2022-02-13 23:59:00,remaining_core_tax_reconciliation,1.0,0.2603340379877551,83,2015-02,2021-12,2022-01-12 09:00:00,[],estimated
2022-02,2022-03-09 23:59:00,actual_rent,0.033478171,0.38997954896527764,84,2015-02,2022-01,2022-02-14 09:00:00,[],estimated
2022-02,2022-03-09 23:59:00,imputed_rent,0.122207014,0.44549428388943346,84,2015-02,2022-01,2022-02-14 09:00:00,[],estimated
2022-02,2022-03-09 23:59:00,catering,0.051302108,0.8732527409786028,84,2015-02,2022-01,2022-02-14 09:00:00,[],estimated
2022-02,2022-03-09 23:59:00,accommodation,0.006607458,0.3687348888213793,84,2015-02,2022-01,2022-02-14 09:00:00,[],estimated
2022-02,2022-03-09 23:59:00,package_holidays,0.016949289,3.6951504785001767,84,2015-02,2022-01,2022-02-14 09:00:00,[],estimated
2022-02,2022-03-09 23:59:00,remaining_core_tax_reconciliation,1.0,0.3724890950047437,84,2015-02,2022-01,2022-02-14 09:00:00,[],estimated
2022-03,2022-04-10 23:59:00,actual_rent,0.033478171,0.1839009266358808,85,2015-02,2022-02,2022-03-10 09:00:00,[],estimated
2022-03,2022-04-10 23:59:00,imputed_rent,0.122207014,0.5269727242220978,85,2015-02,2022-02,2022-03-10 09:00:00,[],estimated
2022-03,2022-04-10 23:59:00,catering,0.051302108,1.7751631032120452,85,2015-02,2022-02,2022-03-10 09:00:00,[],estimated
2022-03,2022-04-10 23:59:00,accommodation,0.006607458,0.9562312283580219,85,2015-02,2022-02,2022-03-10 09:00:00,[],estimated
2022-03,2022-04-10 23:59:00,package_holidays,0.016949289,-8.305267871317307,85,2015-02,2022-02,2022-03-10 09:00:00,[],estimated
2022-03,2022-04-10 23:59:00,remaining_core_tax_reconciliation,1.0,0.18951857612789935,85,2015-02,2022-02,2022-03-10 09:00:00,[],estimated
2022-04,2022-05-09 23:59:00,actual_rent,0.033478171,0.27886683947834257,86,2015-02,2022-03,2022-04-11 09:00:00,[],estimated
2022-04,2022-05-09 23:59:00,imputed_rent,0.122207014,0.8213689676173547,86,2015-02,2022-03,2022-04-11 09:00:00,[],estimated
2022-04,2022-05-09 23:59:00,catering,0.051302108,1.3888193092601424,86,2015-02,2022-03,2022-04-11 09:00:00,[],estimated
2022-04,2022-05-09 23:59:00,accommodation,0.006607458,2.2383362204387156,86,2015-02,2022-03,2022-04-11 09:00:00,[],estimated
2022-04,2022-05-09 23:59:00,package_holidays,0.016949289,-2.3680518429028634,86,2015-02,2022-03,2022-04-11 09:00:00,[],estimated
2022-04,2022-05-09 23:59:00,remaining_core_tax_reconciliation,1.0,0.3213480908859415,86,2015-02,2022-03,2022-04-11 09:00:00,[],estimated
2022-05,2022-06-09 23:59:00,actual_rent,0.033478171,0.22656512594436187,87,2015-02,2022-04,2022-05-10 09:00:00,[],estimated
2022-05,2022-06-09 23:59:00,imputed_rent,0.122207014,1.608674692831899,87,2015-02,2022-04,2022-05-10 09:00:00,[],estimated
2022-05,2022-06-09 23:59:00,catering,0.051302108,3.3594651197308236,87,2015-02,2022-04,2022-05-10 09:00:00,[],estimated
2022-05,2022-06-09 23:59:00,accommodation,0.006607458,2.441030813708073,87,2015-02,2022-04,2022-05-10 09:00:00,[],estimated
2022-05,2022-06-09 23:59:00,package_holidays,0.016949289,-0.6466422028936933,87,2015-02,2022-04,2022-05-10 09:00:00,[],estimated
2022-05,2022-06-09 23:59:00,remaining_core_tax_reconciliation,1.0,0.2710421161870271,87,2015-02,2022-04,2022-05-10 09:00:00,[],estimated
2022-06,2022-07-12 23:59:00,actual_rent,0.033478171,0.3164344499190496,88,2015-02,2022-05,2022-06-10 09:00:00,[],estimated
2022-06,2022-07-12 23:59:00,imputed_rent,0.122207014,1.7072530872728127,88,2015-02,2022-05,2022-06-10 09:00:00,[],estimated
2022-06,2022-07-12 23:59:00,catering,0.051302108,3.5542112468603335,88,2015-02,2022-05,2022-06-10 09:00:00,[],estimated
2022-06,2022-07-12 23:59:00,accommodation,0.006607458,2.8317673880153116,88,2015-02,2022-05,2022-06-10 09:00:00,[],estimated
2022-06,2022-07-12 23:59:00,package_holidays,0.016949289,4.660149328776946,88,2015-02,2022-05,2022-06-10 09:00:00,[],estimated
2022-06,2022-07-12 23:59:00,remaining_core_tax_reconciliation,1.0,0.30668585066353216,88,2015-02,2022-05,2022-06-10 09:00:00,[],estimated
2022-07,2022-08-09 23:59:00,actual_rent,0.033478171,0.3615919544974985,89,2015-02,2022-06,2022-07-13 09:00:00,[],estimated
2022-07,2022-08-09 23:59:00,imputed_rent,0.122207014,2.0361960440964353,89,2015-02,2022-06,2022-07-13 09:00:00,[],estimated
2022-07,2022-08-09 23:59:00,catering,0.051302108,1.7624776019034114,89,2015-02,2022-06,2022-07-13 09:00:00,[],estimated
2022-07,2022-08-09 23:59:00,accommodation,0.006607458,3.546930186495907,89,2015-02,2022-06,2022-07-13 09:00:00,[],estimated
2022-07,2022-08-09 23:59:00,package_holidays,0.016949289,22.21691951531676,89,2015-02,2022-06,2022-07-13 09:00:00,[],estimated
2022-07,2022-08-09 23:59:00,remaining_core_tax_reconciliation,1.0,0.2945150426044795,89,2015-02,2022-06,2022-07-13 09:00:00,[],estimated
2022-08,2022-09-11 23:59:00,actual_rent,0.033478171,0.3572774353828602,90,2015-02,2022-07,2022-08-10 09:00:00,[],estimated
2022-08,2022-09-11 23:59:00,imputed_rent,0.122207014,0.9817637286258034,90,2015-02,2022-07,2022-08-10 09:00:00,[],estimated
2022-08,2022-09-11 23:59:00,catering,0.051302108,1.0769781535304823,90,2015-02,2022-07,2022-08-10 09:00:00,[],estimated
2022-08,2022-09-11 23:59:00,accommodation,0.006607458,0.7801930793031293,90,2015-02,2022-07,2022-08-10 09:00:00,[],estimated
2022-08,2022-09-11 23:59:00,package_holidays,0.016949289,1.6813465428173862,90,2015-02,2022-07,2022-08-10 09:00:00,[],estimated
2022-08,2022-09-11 23:59:00,remaining_core_tax_reconciliation,1.0,0.22268471685982633,90,2015-02,2022-07,2022-08-10 09:00:00,[],estimated
2022-09,2022-10-10 23:59:00,actual_rent,0.033478171,0.23767514680425653,91,2015-02,2022-08,2022-09-12 09:00:00,[],estimated
2022-09,2022-10-10 23:59:00,imputed_rent,0.122207014,0.612651493107546,91,2015-02,2022-08,2022-09-12 09:00:00,[],estimated
2022-09,2022-10-10 23:59:00,catering,0.051302108,1.3920429527307276,91,2015-02,2022-08,2022-09-12 09:00:00,[],estimated
2022-09,2022-10-10 23:59:00,accommodation,0.006607458,-0.3834598405523869,91,2015-02,2022-08,2022-09-12 09:00:00,[],estimated
2022-09,2022-10-10 23:59:00,package_holidays,0.016949289,-21.32778697274486,91,2015-02,2022-08,2022-09-12 09:00:00,[],estimated
2022-09,2022-10-10 23:59:00,remaining_core_tax_reconciliation,1.0,0.20167408343884236,91,2015-02,2022-08,2022-09-12 09:00:00,[],estimated
2022-10,2022-11-09 23:59:00,actual_rent,0.033478171,0.28989538468966264,92,2015-02,2022-09,2022-10-11 09:00:00,[],estimated
2022-10,2022-11-09 23:59:00,imputed_rent,0.122207014,0.785367173100844,92,2015-02,2022-09,2022-10-11 09:00:00,[],estimated
2022-10,2022-11-09 23:59:00,catering,0.051302108,1.4048801626529321,92,2015-02,2022-09,2022-10-11 09:00:00,[],estimated
2022-10,2022-11-09 23:59:00,accommodation,0.006607458,-0.18178680452194584,92,2015-02,2022-09,2022-10-11 09:00:00,[],estimated
2022-10,2022-11-09 23:59:00,package_holidays,0.016949289,-0.8939180611630869,92,2015-02,2022-09,2022-10-11 09:00:00,[],estimated
2022-10,2022-11-09 23:59:00,remaining_core_tax_reconciliation,1.0,0.517129737643352,92,2015-02,2022-09,2022-10-11 09:00:00,[],estimated
2022-11,2022-12-11 23:59:00,actual_rent,0.033478171,0.3365644120083021,93,2015-02,2022-10,2022-11-10 09:00:00,[],estimated
2022-11,2022-12-11 23:59:00,imputed_rent,0.122207014,0.18867449563366573,93,2015-02,2022-10,2022-11-10 09:00:00,[],estimated
2022-11,2022-12-11 23:59:00,catering,0.051302108,1.2038768749723752,93,2015-02,2022-10,2022-11-10 09:00:00,[],estimated
2022-11,2022-12-11 23:59:00,accommodation,0.006607458,-0.5557616864908186,93,2015-02,2022-10,2022-11-10 09:00:00,[],estimated
2022-11,2022-12-11 23:59:00,package_holidays,0.016949289,-0.2251786145670459,93,2015-02,2022-10,2022-11-10 09:00:00,[],estimated
2022-11,2022-12-11 23:59:00,remaining_core_tax_reconciliation,1.0,0.341396357220028,93,2015-02,2022-10,2022-11-10 09:00:00,[],estimated
2022-12,2023-01-10 23:59:00,actual_rent,0.033478171,0.4091148513599518,94,2015-02,2022-11,2022-12-12 09:00:00,[],estimated
2022-12,2023-01-10 23:59:00,imputed_rent,0.122207014,-0.05631332420983881,94,2015-02,2022-11,2022-12-12 09:00:00,[],estimated
2022-12,2023-01-10 23:59:00,catering,0.051302108,1.1720236865214682,94,2015-02,2022-11,2022-12-12 09:00:00,[],estimated
2022-12,2023-01-10 23:59:00,accommodation,0.006607458,0.3951055149653177,94,2015-02,2022-11,2022-12-12 09:00:00,[],estimated
2022-12,2023-01-10 23:59:00,package_holidays,0.016949289,0.2967647802234291,94,2015-02,2022-11,2022-12-12 09:00:00,[],estimated
2022-12,2023-01-10 23:59:00,remaining_core_tax_reconciliation,1.0,0.26593957154606784,94,2015-02,2022-11,2022-12-12 09:00:00,[],estimated
2023-01,2023-02-09 23:59:00,actual_rent,0.033478171,0.7474925084140013,95,2015-02,2022-12,2023-01-11 09:00:00,[],estimated
2023-01,2023-02-09 23:59:00,imputed_rent,0.122207014,-0.22350390945211845,95,2015-02,2022-12,2023-01-11 09:00:00,[],estimated
2023-01,2023-02-09 23:59:00,catering,0.051302108,0.3933772462214471,95,2015-02,2022-12,2023-01-11 09:00:00,[],estimated
2023-01,2023-02-09 23:59:00,accommodation,0.006607458,0.34788379519545093,95,2015-02,2022-12,2023-01-11 09:00:00,[],estimated
2023-01,2023-02-09 23:59:00,package_holidays,0.016949289,8.92395297691421,95,2015-02,2022-12,2023-01-11 09:00:00,[],estimated
2023-01,2023-02-09 23:59:00,remaining_core_tax_reconciliation,1.0,0.24554737412176067,95,2015-02,2022-12,2023-01-11 09:00:00,[],estimated
2023-02,2023-03-09 23:59:00,actual_rent,0.033478171,0.4988758483655787,96,2015-02,2023-01,2023-02-10 09:00:00,[],estimated
2023-02,2023-03-09 23:59:00,imputed_rent,0.122207014,-0.9815188279678504,96,2015-02,2023-01,2023-02-10 09:00:00,[],estimated
2023-02,2023-03-09 23:59:00,catering,0.051302108,0.4993273977634541,96,2015-02,2023-01,2023-02-10 09:00:00,[],estimated
2023-02,2023-03-09 23:59:00,accommodation,0.006607458,0.3607656977466483,96,2015-02,2023-01,2023-02-10 09:00:00,[],estimated
2023-02,2023-03-09 23:59:00,package_holidays,0.016949289,4.222158325424564,96,2015-02,2023-01,2023-02-10 09:00:00,[],estimated
2023-02,2023-03-09 23:59:00,remaining_core_tax_reconciliation,1.0,0.24818387793479274,96,2015-02,2023-01,2023-02-10 09:00:00,[],estimated
2023-03,2023-04-12 23:59:00,actual_rent,0.033478171,0.4155723341857882,97,2015-02,2023-02,2023-03-10 09:00:00,[],estimated
2023-03,2023-04-12 23:59:00,imputed_rent,0.122207014,-0.6472205494243497,97,2015-02,2023-02,2023-03-10 09:00:00,[],estimated
2023-03,2023-04-12 23:59:00,catering,0.051302108,0.5873195639169996,97,2015-02,2023-02,2023-03-10 09:00:00,[],estimated
2023-03,2023-04-12 23:59:00,accommodation,0.006607458,1.306730314154874,97,2015-02,2023-02,2023-03-10 09:00:00,[],estimated
2023-03,2023-04-12 23:59:00,package_holidays,0.016949289,-7.7429499152716845,97,2015-02,2023-02,2023-03-10 09:00:00,[],estimated
2023-03,2023-04-12 23:59:00,remaining_core_tax_reconciliation,1.0,0.23645770385226217,97,2015-02,2023-02,2023-03-10 09:00:00,[],estimated
2023-04,2023-05-10 23:59:00,actual_rent,0.033478171,0.47028542947163865,98,2015-02,2023-03,2023-04-13 09:00:00,[],estimated
2023-04,2023-05-10 23:59:00,imputed_rent,0.122207014,0.060134291038494214,98,2015-02,2023-03,2023-04-13 09:00:00,[],estimated
2023-04,2023-05-10 23:59:00,catering,0.051302108,0.7122333965654942,98,2015-02,2023-03,2023-04-13 09:00:00,[],estimated
2023-04,2023-05-10 23:59:00,accommodation,0.006607458,2.3202702958661545,98,2015-02,2023-03,2023-04-13 09:00:00,[],estimated
2023-04,2023-05-10 23:59:00,package_holidays,0.016949289,-2.1986295059566703,98,2015-02,2023-03,2023-04-13 09:00:00,[],estimated
2023-04,2023-05-10 23:59:00,remaining_core_tax_reconciliation,1.0,0.3224566254026877,98,2015-02,2023-03,2023-04-13 09:00:00,[],estimated
2023-05,2023-06-11 23:59:00,actual_rent,0.033478171,0.42789195582235495,99,2015-02,2023-04,2023-05-11 09:00:00,[],estimated
2023-05,2023-06-11 23:59:00,imputed_rent,0.122207014,0.021931263330716266,99,2015-02,2023-04,2023-05-11 09:00:00,[],estimated
2023-05,2023-06-11 23:59:00,catering,0.051302108,0.6317483301901664,99,2015-02,2023-04,2023-05-11 09:00:00,[],estimated
2023-05,2023-06-11 23:59:00,accommodation,0.006607458,1.7190656719431694,99,2015-02,2023-04,2023-05-11 09:00:00,[],estimated
2023-05,2023-06-11 23:59:00,package_holidays,0.016949289,-1.2881320153657276,99,2015-02,2023-04,2023-05-11 09:00:00,[],estimated
2023-05,2023-06-11 23:59:00,remaining_core_tax_reconciliation,1.0,0.13594211836147893,99,2015-02,2023-04,2023-05-11 09:00:00,[],estimated
2023-06,2023-07-12 23:59:00,actual_rent,0.033478171,0.32291612327557295,100,2015-02,2023-05,2023-06-12 09:00:00,[],estimated
2023-06,2023-07-12 23:59:00,imputed_rent,0.122207014,-0.024642523156154728,100,2015-02,2023-05,2023-06-12 09:00:00,[],estimated
2023-06,2023-07-12 23:59:00,catering,0.051302108,0.48601022341042,100,2015-02,2023-05,2023-06-12 09:00:00,[],estimated
2023-06,2023-07-12 23:59:00,accommodation,0.006607458,0.8652759094820178,100,2015-02,2023-05,2023-06-12 09:00:00,[],estimated
2023-06,2023-07-12 23:59:00,package_holidays,0.016949289,9.391856250596126,100,2015-02,2023-05,2023-06-12 09:00:00,[],estimated
2023-06,2023-07-12 23:59:00,remaining_core_tax_reconciliation,1.0,0.03797138950616489,100,2015-02,2023-05,2023-06-12 09:00:00,[],estimated
2023-07,2023-08-09 23:59:00,actual_rent,0.033478171,0.5612762329275609,101,2015-02,2023-06,2023-07-13 09:00:00,[],estimated
2023-07,2023-08-09 23:59:00,imputed_rent,0.122207014,0.28407570829807566,101,2015-02,2023-06,2023-07-13 09:00:00,[],estimated
2023-07,2023-08-09 23:59:00,catering,0.051302108,0.5088773309223161,101,2015-02,2023-06,2023-07-13 09:00:00,[],estimated
2023-07,2023-08-09 23:59:00,accommodation,0.006607458,1.8259510762605808,101,2015-02,2023-06,2023-07-13 09:00:00,[],estimated
2023-07,2023-08-09 23:59:00,package_holidays,0.016949289,22.494221272729536,101,2015-02,2023-06,2023-07-13 09:00:00,[],estimated
2023-07,2023-08-09 23:59:00,remaining_core_tax_reconciliation,1.0,0.07519374120373379,101,2015-02,2023-06,2023-07-13 09:00:00,[],estimated
2023-08,2023-09-10 23:59:00,actual_rent,0.033478171,0.6872093215846429,102,2015-02,2023-07,2023-08-10 09:00:00,[],estimated
2023-08,2023-09-10 23:59:00,imputed_rent,0.122207014,0.43413158112266087,102,2015-02,2023-07,2023-08-10 09:00:00,[],estimated
2023-08,2023-09-10 23:59:00,catering,0.051302108,0.42495608399346974,102,2015-02,2023-07,2023-08-10 09:00:00,[],estimated
2023-08,2023-09-10 23:59:00,accommodation,0.006607458,0.8197819417507273,102,2015-02,2023-07,2023-08-10 09:00:00,[],estimated
2023-08,2023-09-10 23:59:00,package_holidays,0.016949289,2.3975996259142573,102,2015-02,2023-07,2023-08-10 09:00:00,[],estimated
2023-08,2023-09-10 23:59:00,remaining_core_tax_reconciliation,1.0,0.01922806581607124,102,2015-02,2023-07,2023-08-10 09:00:00,[],estimated
2023-09,2023-10-09 23:59:00,actual_rent,0.033478171,0.49751800572933425,103,2015-02,2023-08,2023-09-11 09:00:00,[],estimated
2023-09,2023-10-09 23:59:00,imputed_rent,0.122207014,0.32911380051551253,103,2015-02,2023-08,2023-09-11 09:00:00,[],estimated
2023-09,2023-10-09 23:59:00,catering,0.051302108,0.6792853954067091,103,2015-02,2023-08,2023-09-11 09:00:00,[],estimated
2023-09,2023-10-09 23:59:00,accommodation,0.006607458,-0.46565182857491827,103,2015-02,2023-08,2023-09-11 09:00:00,[],estimated
2023-09,2023-10-09 23:59:00,package_holidays,0.016949289,-20.81850242005649,103,2015-02,2023-08,2023-09-11 09:00:00,[],estimated
2023-09,2023-10-09 23:59:00,remaining_core_tax_reconciliation,1.0,0.006524050921110844,103,2015-02,2023-08,2023-09-11 09:00:00,[],estimated
2023-10,2023-11-09 23:59:00,actual_rent,0.033478171,0.5164759997986323,104,2015-02,2023-09,2023-10-10 09:00:00,[],estimated
2023-10,2023-11-09 23:59:00,imputed_rent,0.122207014,0.5967787612837954,104,2015-02,2023-09,2023-10-10 09:00:00,[],estimated
2023-10,2023-11-09 23:59:00,catering,0.051302108,0.4000138866230558,104,2015-02,2023-09,2023-10-10 09:00:00,[],estimated
2023-10,2023-11-09 23:59:00,accommodation,0.006607458,-0.6360131704658745,104,2015-02,2023-09,2023-10-10 09:00:00,[],estimated
2023-10,2023-11-09 23:59:00,package_holidays,0.016949289,-0.7752876087989332,104,2015-02,2023-09,2023-10-10 09:00:00,[],estimated
2023-10,2023-11-09 23:59:00,remaining_core_tax_reconciliation,1.0,0.24075277494526148,104,2015-02,2023-09,2023-10-10 09:00:00,[],estimated
2023-11,2023-12-10 23:59:00,actual_rent,0.033478171,0.5898206750308732,105,2015-02,2023-10,2023-11-10 09:00:00,[],estimated
2023-11,2023-12-10 23:59:00,imputed_rent,0.122207014,0.26876304982616434,105,2015-02,2023-10,2023-11-10 09:00:00,[],estimated
2023-11,2023-12-10 23:59:00,catering,0.051302108,0.3514228697644352,105,2015-02,2023-10,2023-11-10 09:00:00,[],estimated
2023-11,2023-12-10 23:59:00,accommodation,0.006607458,-0.599648882407342,105,2015-02,2023-10,2023-11-10 09:00:00,[],estimated
2023-11,2023-12-10 23:59:00,package_holidays,0.016949289,0.11684942608441806,105,2015-02,2023-10,2023-11-10 09:00:00,[],estimated
2023-11,2023-12-10 23:59:00,remaining_core_tax_reconciliation,1.0,-0.05900603701932179,105,2015-02,2023-10,2023-11-10 09:00:00,[],estimated
2023-12,2024-01-10 23:59:00,actual_rent,0.033478171,0.3463094011065368,106,2015-02,2023-11,2023-12-11 09:00:00,[],estimated
2023-12,2024-01-10 23:59:00,imputed_rent,0.122207014,0.36780203174984766,106,2015-02,2023-11,2023-12-11 09:00:00,[],estimated
2023-12,2024-01-10 23:59:00,catering,0.051302108,0.5078827319917831,106,2015-02,2023-11,2023-12-11 09:00:00,[],estimated
2023-12,2024-01-10 23:59:00,accommodation,0.006607458,0.4322862619421457,106,2015-02,2023-11,2023-12-11 09:00:00,[],estimated
2023-12,2024-01-10 23:59:00,package_holidays,0.016949289,1.2889981590713675,106,2015-02,2023-11,2023-12-11 09:00:00,[],estimated
2023-12,2024-01-10 23:59:00,remaining_core_tax_reconciliation,1.0,0.014843374322274575,106,2015-02,2023-11,2023-12-11 09:00:00,[],estimated
2024-01,2024-02-14 23:59:00,actual_rent,0.033478171,0.7857653124146129,107,2015-02,2023-12,2024-01-11 09:00:00,[],estimated
2024-01,2024-02-14 23:59:00,imputed_rent,0.122207014,-0.0148476717438768,107,2015-02,2023-12,2024-01-11 09:00:00,[],estimated
2024-01,2024-02-14 23:59:00,catering,0.051302108,0.782198226761608,107,2015-02,2023-12,2024-01-11 09:00:00,[],estimated
2024-01,2024-02-14 23:59:00,accommodation,0.006607458,0.26293409770111004,107,2015-02,2023-12,2024-01-11 09:00:00,[],estimated
2024-01,2024-02-14 23:59:00,package_holidays,0.016949289,9.436146879396096,107,2015-02,2023-12,2024-01-11 09:00:00,[],estimated
2024-01,2024-02-14 23:59:00,remaining_core_tax_reconciliation,1.0,0.05652951558257349,107,2015-02,2023-12,2024-01-11 09:00:00,[],estimated
2024-02,2024-03-10 23:59:00,actual_rent,0.033184542,0.534938629423994,108,2015-02,2024-01,2024-02-15 09:00:00,[],estimated
2024-02,2024-03-10 23:59:00,imputed_rent,0.103372152,-1.0199363407710964,108,2015-02,2024-01,2024-02-15 09:00:00,[],estimated
2024-02,2024-03-10 23:59:00,catering,0.056992583000000006,0.7372369064663691,108,2015-02,2024-01,2024-02-15 09:00:00,[],estimated
2024-02,2024-03-10 23:59:00,accommodation,0.007779954,0.7910328624597471,108,2015-02,2024-01,2024-02-15 09:00:00,[],estimated
2024-02,2024-03-10 23:59:00,package_holidays,0.01874232,5.258158947772116,108,2015-02,2024-01,2024-02-15 09:00:00,[],estimated
2024-02,2024-03-10 23:59:00,remaining_core_tax_reconciliation,1.0,0.03541319638525583,108,2015-02,2024-01,2024-02-15 09:00:00,[],estimated
2024-03,2024-04-09 23:59:00,actual_rent,0.033184542,0.39651048383580395,109,2015-02,2024-02,2024-03-11 09:00:00,[],estimated
2024-03,2024-04-09 23:59:00,imputed_rent,0.103372152,-0.0445141363236467,109,2015-02,2024-02,2024-03-11 09:00:00,[],estimated
2024-03,2024-04-09 23:59:00,catering,0.056992583000000006,0.9344237891901043,109,2015-02,2024-02,2024-03-11 09:00:00,[],estimated
2024-03,2024-04-09 23:59:00,accommodation,0.007779954,1.0022939897363574,109,2015-02,2024-02,2024-03-11 09:00:00,[],estimated
2024-03,2024-04-09 23:59:00,package_holidays,0.01874232,-5.442018027733563,109,2015-02,2024-02,2024-03-11 09:00:00,[],estimated
2024-03,2024-04-09 23:59:00,remaining_core_tax_reconciliation,1.0,0.032565636619758274,109,2015-02,2024-02,2024-03-11 09:00:00,[],estimated
2024-04,2024-05-12 23:59:00,actual_rent,0.033184542,0.580283265113045,110,2015-02,2024-03,2024-04-10 09:00:00,[],estimated
2024-04,2024-05-12 23:59:00,imputed_rent,0.103372152,0.16195033514677706,110,2015-02,2024-03,2024-04-10 09:00:00,[],estimated
2024-04,2024-05-12 23:59:00,catering,0.056992583000000006,0.758865604274317,110,2015-02,2024-03,2024-04-10 09:00:00,[],estimated
2024-04,2024-05-12 23:59:00,accommodation,0.007779954,1.6469076318221587,110,2015-02,2024-03,2024-04-10 09:00:00,[],estimated
2024-04,2024-05-12 23:59:00,package_holidays,0.01874232,-4.124364805053799,110,2015-02,2024-03,2024-04-10 09:00:00,[],estimated
2024-04,2024-05-12 23:59:00,remaining_core_tax_reconciliation,1.0,0.18569538186504472,110,2015-02,2024-03,2024-04-10 09:00:00,[],estimated
2024-05,2024-06-10 23:59:00,actual_rent,0.033184542,0.5302666645638323,111,2015-02,2024-04,2024-05-13 09:00:00,[],estimated
2024-05,2024-06-10 23:59:00,imputed_rent,0.103372152,0.29255222117687113,111,2015-02,2024-04,2024-05-13 09:00:00,[],estimated
2024-05,2024-06-10 23:59:00,catering,0.056992583000000006,0.5392998720097508,111,2015-02,2024-04,2024-05-13 09:00:00,[],estimated
2024-05,2024-06-10 23:59:00,accommodation,0.007779954,1.6415905305226857,111,2015-02,2024-04,2024-05-13 09:00:00,[],estimated
2024-05,2024-06-10 23:59:00,package_holidays,0.01874232,-2.454295898229649,111,2015-02,2024-04,2024-05-13 09:00:00,[],estimated
2024-05,2024-06-10 23:59:00,remaining_core_tax_reconciliation,1.0,0.022473593753936573,111,2015-02,2024-04,2024-05-13 09:00:00,[],estimated
2024-06,2024-07-09 23:59:00,actual_rent,0.033184542,0.34035873917730364,112,2015-02,2024-05,2024-06-11 09:00:00,[],estimated
2024-06,2024-07-09 23:59:00,imputed_rent,0.103372152,0.19915060245356375,112,2015-02,2024-05,2024-06-11 09:00:00,[],estimated
2024-06,2024-07-09 23:59:00,catering,0.056992583000000006,0.3139937732646549,112,2015-02,2024-05,2024-06-11 09:00:00,[],estimated
2024-06,2024-07-09 23:59:00,accommodation,0.007779954,1.6379156625338487,112,2015-02,2024-05,2024-06-11 09:00:00,[],estimated
2024-06,2024-07-09 23:59:00,package_holidays,0.01874232,7.617015917440219,112,2015-02,2024-05,2024-06-11 09:00:00,[],estimated
2024-06,2024-07-09 23:59:00,remaining_core_tax_reconciliation,1.0,-0.027326825923953135,112,2015-02,2024-05,2024-06-11 09:00:00,[],estimated
2024-07,2024-08-11 23:59:00,actual_rent,0.033184542,0.8614992707029705,113,2015-02,2024-06,2024-07-10 09:00:00,[],estimated
